   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_427.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
19.2278, 0, 0.109846, 2.89135e-21, 1.41421, -0.109846, 0, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89135e-21, 2.89784e-06, 2.89135e-21, 0.109843, 2.89135e-21
19.2356, 0, 0.107317, 1.66966e-21, 1.41421, -0.107317, 0, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 1.66966e-21, 2.90073e-06, 1.66966e-21, 0.107314, 1.66966e-21
19.2435, 0, 0.104857, 7.51784e-22, 1.41421, -0.104857, 0, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 7.51784e-22, 2.90364e-06, 7.51784e-22, 0.104854, 7.51784e-22
19.2514, 0, 0.102462, 1.87946e-22, 1.41421, -0.102462, 0, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 1.87946e-22, 2.90659e-06, 1.87946e-22, 0.102459, 1.87946e-22
19.2593, 0, 0.100131, 0, 1.41421, -0.100131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90959e-06, 0, 0.100128, 0
19.2671, 0, 0.0978617, 0, 1.41421, -0.0978617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91266e-06, 0, 0.0978588, 0
19.275, 0, 0.0956514, 0, 1.41421, -0.0956514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91583e-06, 0, 0.0956484, 0
19.2829, 0, 0.0934983, 0, 1.41421, -0.0934983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91913e-06, 0, 0.0934954, 0
19.2907, 0, 0.0914011, 0, 1.41421, -0.0914011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92261e-06, 0, 0.0913982, 0
19.2986, 0, 0.0893568, 0, 1.41421, -0.0893568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92634e-06, 0, 0.0893538, 0
19.3065, 0, 0.0873639, 0, 1.41421, -0.0873639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93042e-06, 0, 0.087361, 0
19.3143, 0, 0.0854212, 0, 1.41421, -0.0854212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93494e-06, 0, 0.0854183, 0
19.3222, 0, 0.0835259, 0, 1.41421, -0.0835259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94009e-06, 0, 0.083523, 0
19.3301, 0, 0.0816771, 0, 1.41421, -0.0816771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94605e-06, 0, 0.0816741, 0
19.338, 0, 0.0798722, 0, 1.41421, -0.0798722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95312e-06, 0, 0.0798693, 0
19.3458, 0, 0.0781101, 0, 1.41421, -0.0781101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96164e-06, 0, 0.0781072, 0
19.3537, 2, 0.0763896, 0, 2, 1.92361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97206e-06, 0, 0.0763866, 0
19.3616, 0, 0.0747087, 0, 1.41421, -0.0747087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98497e-06, 0, 0.0747057, 0
19.3694, 0, 0.073065, 0, 1.41421, -0.073065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00114e-06, 0, 0.073062, 0
19.3773, 0, 0.0714587, 0, 1.41421, -0.0714587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02148e-06, 0, 0.0714557, 0
19.3852, 0, 0.0698877, 0, 1.41421, -0.0698877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04722e-06, 0, 0.0698847, 0
19.393, 0, 0.0683498, 0, 1.41421, -0.0683498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07985e-06, 0, 0.0683467, 0
19.4009, 0, 0.0668451, 0, 1.41421, -0.0668451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1212e-06, 0, 0.066842, 0
19.4088, 2, 0.0653717, 0, 2, 1.93463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17355e-06, 0, 0.0653686, 0
19.4167, 2, 0.0639281, 0, 2, 1.93607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23974e-06, 0, 0.0639249, 0
19.4245, 2, 0.0625134, 0, 2, 1.93749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32316e-06, 0, 0.0625101, 0
19.4324, 0, 0.061127, 0, 1.41421, -0.061127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42796e-06, 0, 0.0611235, 0
19.4403, 0, 0.059767, 0, 1.41421, -0.059767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55933e-06, 0, 0.0597635, 0
19.4481, 0, 0.0584333, 0, 1.41421, -0.0584333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72509e-06, 0, 0.0584296, 0
19.456, 0, 0.0571242, 0, 1.41421, -0.0571242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93163e-06, 0, 0.0571203, 0
19.4639, 0, 0.0558392, 0, 1.41421, -0.0558392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18518e-06, 0, 0.055835, 0
19.4717, 0, 0.0545779, 0, 1.41421, -0.0545779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49706e-06, 0, 0.0545734, 0
19.4796, 0, 0.0533391, 0, 1.41421, -0.0533391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87929e-06, 0, 0.0533343, 0
19.4875, 0, 0.0521217, 0, 1.41421, -0.0521217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34603e-06, 0, 0.0521164, 0
19.4954, 0, 0.0509263, 0, 1.41421, -0.0509263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91299e-06, 0, 0.0509204, 0
19.5032, 0, 0.0497516, 0, 1.41421, -0.0497516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59923e-06, 0, 0.049745, 0
19.5111, 0, 0.0485966, 0, 1.41421, -0.0485966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42712e-06, 0, 0.0485892, 0
19.519, 0, 0.0474621, 0, 1.41421, -0.0474621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4214e-06, 0, 0.0474537, 0
19.5268, 0, 0.046347, 0, 1.41421, -0.046347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.61228e-06, 0, 0.0463374, 0
19.5347, 0, 0.0452508, 0, 1.41421, -0.0452508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10351e-05, 0, 0.0452398, 0
19.5426, 0, 0.0441735, 0, 1.41421, -0.0441735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27308e-05, 0, 0.0441608, 0
19.5505, 0, 0.043115, 0, 1.41421, -0.043115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47483e-05, 0, 0.0431002, 0
19.5583, 0, 0.0420752, 0, 1.41421, -0.0420752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71454e-05, 0, 0.042058, 0
19.5662, 2, 0.0410539, 5.29887e-24, 2, 1.95895, 0, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 5.29887e-24, 1.99929e-05, 5.29887e-24, 0.0410339, 5.29887e-24
19.5741, 0, 0.0400505, 9.58333e-24, 1.41421, -0.0400505, 0, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 9.58333e-24, 2.33782e-05, 9.58333e-24, 0.0400271, 9.58333e-24
19.5819, 0, 0.0390661, 6.35148e-24, 1.41421, -0.0390661, 0, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 6.35148e-24, 2.74032e-05, 6.35148e-24, 0.0390387, 6.35148e-24
19.5898, 0, 0.0381002, 1.58787e-24, 1.41421, -0.0381002, 0, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 1.58787e-24, 3.22022e-05, 1.58787e-24, 0.038068, 1.58787e-24
19.5977, 0, 0.0371529, 0, 1.41421, -0.0371529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79377e-05, 0, 0.037115, 0
19.6055, 0, 0.0362247, 1.51279e-23, 1.41421, -0.0362247, 0, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 1.51279e-23, 4.48039e-05, 1.51279e-23, 0.0361799, 1.51279e-23
19.6134, 0, 0.0353161, 2.50074e-23, 1.41421, -0.0353161, 0, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 2.50074e-23, 5.3054e-05, 2.50074e-23, 0.035263, 2.50074e-23
19.6213, 0, 0.0344271, 1.62278e-23, 1.41421, -0.0344271, 0, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 1.62278e-23, 6.30089e-05, 1.62278e-23, 0.0343641, 1.62278e-23
19.6292, 2, 0.0335587, 4.05695e-24, 2, 1.96644, 0, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 4.05695e-24, 7.50609e-05, 4.05695e-24, 0.0334836, 4.05695e-24
19.637, 0, 0.0327112, 0, 1.41421, -0.0327112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97141e-05, 0, 0.0326215, 0
19.6449, 0, 0.0318856, 6.45189e-24, 1.41421, -0.0318856, 0, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 6.45189e-24, 0.000107589, 6.45189e-24, 0.031778, 6.45189e-24
19.6528, 0, 0.0310832, 1.61297e-24, 1.41421, -0.0310832, 0, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 1.61297e-24, 0.000129458, 1.61297e-24, 0.0309537, 1.61297e-24
19.6606, 0, 0.0303047, 0, 1.41421, -0.0303047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000156296, 0, 0.0301484, 0
19.6685, 0, 0.0295518, 0, 1.41421, -0.0295518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000189291, 0, 0.0293625, 0
19.6764, 0, 0.0288263, 0, 1.41421, -0.0288263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000229899, 0, 0.0285964, 0
19.6842, 0, 0.0281301, 0, 1.41421, -0.0281301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000279915, 0, 0.0278502, 0
19.6921, 0, 0.0274651, 3.15152e-34, 1.41421, -0.0274651, 0, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 3.15152e-34, 0.000341547, 3.15152e-34, 0.0271235, 3.15152e-34
19.7, 0, 0.0268348, 1.14913e-33, 1.41421, -0.0268348, 0, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 1.14913e-33, 0.000417355, 1.14913e-33, 0.0264174, 1.14913e-33
19.7079, 0, 0.026242, 2.22908e-33, 1.41421, -0.026242, 0, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 2.22908e-33, 0.000510506, 2.22908e-33, 0.0257315, 2.22908e-33
19.7157, 0, 0.0256905, 3.49419e-33, 1.41421, -0.0256905, 0, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 3.49419e-33, 0.000624761, 3.49419e-33, 0.0250657, 3.49419e-33
19.7236, 0, 0.0251848, 5.04244e-33, 1.41421, -0.0251848, 0, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 5.04244e-33, 0.000764511, 5.04244e-33, 0.0244202, 5.04244e-33
19.7315, 2, 0.02473, 8.31995e-33, 2, 1.97527, 0, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 8.31995e-33, 0.000934875, 8.31995e-33, 0.0237951, 8.31995e-33
19.7393, 0, 0.0243318, 1.17244e-32, 1.41421, -0.0243318, 0, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 1.17244e-32, 0.00114194, 1.17244e-32, 0.0231898, 1.17244e-32
19.7472, 0, 0.0239971, 1.46363e-32, 1.41421, -0.0239971, 0, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 1.46363e-32, 0.00139252, 1.46363e-32, 0.0226046, 1.46363e-32
19.7551, 0, 0.0237334, 1.70672e-32, 1.41421, -0.0237334, 0, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 1.70672e-32, 0.00169468, 1.70672e-32, 0.0220387, 1.70672e-32
19.763, 0, 0.0235494, 1.91414e-32, 1.41421, -0.0235494, 0, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 1.91414e-32, 0.00205733, 1.91414e-32, 0.0214921, 1.91414e-32
19.7708, 0, 0.0234549, 2.09884e-32, 1.41421, -0.0234549, 0, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 2.09884e-32, 0.00249048, 2.09884e-32, 0.0209644, 2.09884e-32
19.7787, 0, 0.0234605, 2.08561e-32, 1.41421, -0.0234605, 0, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 2.08561e-32, 0.00300561, 2.08561e-32, 0.0204549, 2.08561e-32
19.7866, 0, 0.0235782, 1.88452e-32, 1.41421, -0.0235782, 0, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 1.88452e-32, 0.00361509, 1.88452e-32, 0.0199631, 1.88452e-32
19.7944, 2, 0.0238211, 1.60779e-32, 2, 1.97618, 0, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 1.60779e-32, 0.00433238, 1.60779e-32, 0.0194887, 1.60779e-32
19.8023, 2, 0.0242033, 1.28791e-32, 2, 1.9758, 0, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 1.28791e-32, 0.0051726, 1.28791e-32, 0.0190307, 1.28791e-32
19.8102, 0, 0.0247401, 9.27876e-33, 1.41421, -0.0247401, 0, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 9.27876e-33, 0.00615148, 9.27876e-33, 0.0185886, 9.27876e-33
19.818, 0, 0.0254473, 5.96649e-33, 1.41421, -0.0254473, 0, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 5.96649e-33, 0.00728556, 5.96649e-33, 0.0181618, 5.96649e-33
19.8259, 0, 0.0263424, 3.38256e-33, 1.41421, -0.0263424, 0, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 3.38256e-33, 0.00859309, 3.38256e-33, 0.0177493, 3.38256e-33
19.8338, 0, 0.0274425, 1.52694e-33, 1.41421, -0.0274425, 0, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 1.52694e-33, 0.0100918, 1.52694e-33, 0.0173507, 1.52694e-33
19.8417, 0, 0.0287661, 3.81736e-34, 1.41421, -0.0287661, 0, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 3.81736e-34, 0.0118012, 3.81736e-34, 0.016965, 3.81736e-34
19.8495, 0, 0.0303314, 0, 1.41421, -0.0303314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0137399, 0, 0.0165916, 0
19.8574, 0, 0.032156, 0, 1.41421, -0.032156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159262, 0, 0.0162298, 0
19.8653, 0, 0.0342579, 0, 1.41421, -0.0342579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0183789, 0, 0.015879, 0
19.8731, 0, 0.0366553, 0, 1.41421, -0.0366553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0211171, 0, 0.0155382, 0
19.881, 0, 0.0393618, 0, 1.41421, -0.0393618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0241546, 0, 0.0152072, 0
19.8889, 0, 0.0423926, 0, 1.41421, -0.0423926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0275073, 0, 0.0148853, 0
19.8967, 0, 0.0457621, 0, 1.41421, -0.0457621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311903, 0, 0.0145717, 0
19.9046, 2, 0.0494768, 0, 2, 1.95052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0352105, 0, 0.0142664, 0
19.9125, 0, 0.0535461, 0, 1.41421, -0.0535461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0395775, 0, 0.0139686, 0
19.9204, 0, 0.0579755, 0, 1.41421, -0.0579755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0442976, 0, 0.0136779, 0
19.9282, 0, 0.0627657, 0, 1.41421, -0.0627657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0493716, 0, 0.0133941, 0
19.9361, 0, 0.0679132, 0, 1.41421, -0.0679132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0547962, 0, 0.013117, 0
19.944, 0, 0.073415, 0, 1.41421, -0.073415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0605689, 0, 0.0128461, 0
