   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_349.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.70904, 232, 251.019, 12.933, 15.2971, -19.0194, 0, 12.933, 12.9331, 12.9331, 13.0433, 12.9346, 12.9335, 13.3436, 13.0106, 12.9541, 148.516, 12.9879, 12.933, 12.933, 12.933, 12.933, 12.933, 12.933, 12.933, 12.933, 104.29, 12.933, 23.4015
2.71691, 182, 232.478, 13.0693, 13.5647, -50.4784, 0, 13.0693, 13.0695, 13.0695, 13.1797, 13.071, 13.0699, 13.521, 13.1476, 13.0914, 130.083, 13.1045, 13.0693, 13.0693, 13.0693, 13.0693, 13.0693, 13.0693, 13.0693, 13.0693, 101.671, 13.0693, 26.1634
2.72477, 218, 215.274, 13.203, 14.8324, 2.72572, 0, 13.203, 13.2031, 13.2031, 13.3133, 13.2046, 13.2035, 13.6933, 13.2819, 13.2258, 113.663, 13.2252, 13.203, 13.203, 13.203, 13.203, 13.203, 13.203, 13.203, 13.203, 97.9351, 13.203, 29.3548
2.73264, 224, 199.732, 13.3335, 15.0333, 24.2681, 0, 13.3335, 13.3336, 13.3336, 13.4439, 13.3351, 13.334, 13.8587, 13.4134, 13.3572, 99.4151, 13.3474, 13.3335, 13.3335, 13.3335, 13.3335, 13.3335, 13.3335, 13.3335, 13.3335, 93.2511, 13.3335, 32.9772
2.74051, 172, 186.068, 13.4605, 13.1909, -14.0684, 0, 13.4605, 13.4607, 13.4607, 13.5709, 13.4621, 13.461, 14.0156, 13.5415, 13.4852, 87.3763, 13.4691, 13.4605, 13.4605, 13.4605, 13.4605, 13.4605, 13.4605, 13.4605, 13.4605, 87.8204, 13.4605, 37.0106
2.74838, 194, 174.391, 13.5838, 14, 19.6089, 0, 13.5838, 13.5839, 13.584, 13.6942, 13.5854, 13.5843, 14.1626, 13.6661, 13.6094, 77.4788, 13.589, 13.5838, 13.5838, 13.5838, 13.5838, 13.5838, 13.5838, 13.5838, 13.5838, 81.8638, 13.5838, 41.4114
2.75625, 202, 164.703, 13.7031, 14.2829, 37.2966, 0, 13.7031, 13.7032, 13.7032, 13.8134, 13.7047, 13.7036, 14.2985, 13.7869, 13.7296, 69.5699, 13.7062, 13.7031, 13.7031, 13.7031, 13.7031, 13.7031, 13.7031, 13.7031, 13.7031, 75.608, 13.7031, 46.1099
2.76412, 190, 156.913, 13.8182, 13.8564, 33.0874, 0, 13.8182, 13.8183, 13.8183, 13.9286, 13.8198, 13.8187, 14.4224, 13.9037, 13.8456, 63.4333, 13.82, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 69.2727, 13.8182, 51.011
2.77199, 152, 150.844, 13.929, 12.4097, 1.15553, 0, 13.929, 13.9292, 13.9292, 14.0394, 13.9306, 13.9295, 14.5339, 14.0166, 13.9574, 58.8128, 13.9301, 13.929, 13.929, 13.929, 13.929, 13.929, 13.929, 13.929, 13.929, 63.0606, 13.929, 55.9944
2.77986, 160, 146.258, 14.0357, 12.7279, 13.7423, 0, 14.0357, 14.0358, 14.0358, 14.146, 14.0373, 14.0362, 14.6329, 14.1255, 14.065, 55.4308, 14.0363, 14.0357, 14.0357, 14.0357, 14.0357, 14.0357, 14.0357, 14.0357, 14.0357, 57.1476, 14.0357, 60.9207
2.78772, 170, 142.863, 14.1381, 13.1149, 27.1369, 0, 14.1381, 14.1383, 14.1383, 14.2485, 14.1398, 14.1387, 14.7199, 14.2305, 14.1685, 53.0082, 14.1385, 14.1381, 14.1381, 14.1381, 14.1381, 14.1381, 14.1381, 14.1381, 14.1381, 51.6781, 14.1381, 65.6354
2.79559, 156, 140.343, 14.2367, 12.5698, 15.6574, 0, 14.2367, 14.2368, 14.2369, 14.3471, 14.2383, 14.2372, 14.7956, 14.3319, 14.2681, 51.2785, 14.2369, 14.2367, 14.2367, 14.2367, 14.2367, 14.2367, 14.2367, 14.2367, 14.2367, 46.7605, 14.2367, 69.9784
2.80346, 134, 138.371, 14.3315, 11.6619, -4.37059, 0, 14.3315, 14.3317, 14.3317, 14.4419, 14.3331, 14.332, 14.8612, 14.4299, 14.3639, 50.0004, 14.3316, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 42.4677, 14.3315, 73.7921
2.81133, 144, 136.633, 14.4229, 12.083, 7.36722, 0, 14.4229, 14.423, 14.423, 14.5333, 14.4245, 14.4234, 14.9181, 14.5247, 14.4563, 48.9655, 14.4229, 14.4229, 14.4229, 14.4229, 14.4229, 14.4229, 14.4229, 14.4229, 14.4229, 38.8382, 14.4229, 76.9314
2.8192, 126, 134.845, 14.511, 11.3137, -8.84462, 0, 14.511, 14.5111, 14.5112, 14.6214, 14.5126, 14.5115, 14.9677, 14.6166, 14.5455, 48.0043, 14.511, 14.511, 14.511, 14.511, 14.511, 14.511, 14.511, 14.511, 14.511, 35.8796, 14.511, 79.273
2.82707, 144, 132.766, 14.596, 12.083, 11.2341, 0, 14.596, 14.5962, 14.5962, 14.7064, 14.5976, 14.5966, 15.0116, 14.7058, 14.6316, 46.9876, 14.5961, 14.596, 14.596, 14.596, 14.596, 14.596, 14.596, 14.596, 14.596, 33.5727, 14.596, 80.724
2.83494, 108, 130.212, 14.678, 10.4881, -22.2118, 0, 14.6781, 14.6782, 14.6782, 14.7884, 14.6797, 14.6786, 15.0512, 14.7922, 14.7147, 45.8264, 14.6781, 14.678, 14.678, 14.678, 14.678, 14.678, 14.678, 14.678, 14.678, 31.8771, 14.678, 81.2277
2.84281, 130, 127.059, 14.7569, 11.4891, 2.94051, 0, 14.7569, 14.757, 14.7571, 14.8673, 14.7585, 14.7574, 15.0875, 14.8758, 14.7947, 44.4692, 14.7569, 14.7569, 14.7569, 14.7569, 14.7569, 14.7569, 14.7569, 14.7569, 14.7569, 30.7363, 14.7569, 80.7678
2.85068, 112, 123.249, 14.8322, 10.6771, -11.2493, 0, 14.8322, 14.8324, 14.8324, 14.9426, 14.8338, 14.8327, 15.1212, 14.9562, 14.8711, 42.8975, 14.8322, 14.8322, 14.8322, 14.8322, 14.8322, 14.8322, 14.8322, 14.8322, 14.8322, 30.0823, 14.8322, 79.3692
2.85854, 120, 118.781, 14.9034, 11.0454, 1.21861, 0, 14.9034, 14.9035, 14.9036, 15.0138, 14.905, 14.9039, 15.1528, 15.0327, 14.9434, 41.12, 14.9034, 14.9034, 14.9034, 14.9034, 14.9034, 14.9034, 14.9034, 14.9034, 14.9034, 29.8405, 14.9034, 77.0961
2.86641, 122, 113.709, 14.9695, 11.1355, 8.29051, 0, 14.9695, 14.9697, 14.9697, 15.0799, 14.9711, 14.97, 15.1821, 15.1045, 15.0107, 39.1667, 14.9695, 14.9695, 14.9695, 14.9695, 14.9695, 14.9695, 14.9695, 14.9695, 14.9695, 29.9334, 14.9695, 74.0469
2.87428, 104, 108.13, 15.0293, 10.2956, -4.12978, 0, 15.0293, 15.0295, 15.0295, 15.1397, 15.0309, 15.0298, 15.2082, 15.1702, 15.0717, 37.0817, 15.0293, 15.0293, 15.0293, 15.0293, 15.0293, 15.0293, 15.0293, 15.0293, 15.0293, 30.284, 15.0293, 70.3477
2.88215, 84, 102.169, 15.0814, 9.27362, -18.1692, 0, 15.0814, 15.0815, 15.0815, 15.1917, 15.083, 15.0819, 15.2301, 15.2285, 15.1249, 34.9177, 15.0814, 15.0814, 15.0814, 15.0814, 15.0814, 15.0814, 15.0814, 15.0814, 15.0814, 30.8182, 15.0814, 66.1437
2.89002, 96, 95.9712, 15.1238, 9.8995, 0.0287628, 0, 15.1238, 15.124, 15.124, 15.2342, 15.1254, 15.1243, 15.2461, 15.2775, 15.1685, 32.7293, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 31.467, 15.1238, 61.5891
2.89789, 78, 89.6849, 15.1548, 8.94427, -11.6849, 0, 15.1548, 15.155, 15.155, 15.2652, 15.1564, 15.1553, 15.2543, 15.3153, 15.2007, 30.5694, 15.1548, 15.1548, 15.1548, 15.1548, 15.1548, 15.1548, 15.1548, 15.1548, 15.1548, 32.1678, 15.1548, 56.8386
2.90576, 94, 83.4521, 15.1722, 9.79796, 10.5479, 0, 15.1722, 15.1724, 15.1724, 15.2826, 15.1738, 15.1728, 15.2524, 15.3397, 15.2194, 28.4847, 15.1722, 15.1722, 15.1722, 15.1722, 15.1722, 15.1722, 15.1722, 15.1722, 15.1722, 32.8655, 15.1722, 52.0388
2.91363, 88, 77.3996, 15.1741, 9.48683, 10.6004, 0, 15.1741, 15.1742, 15.1742, 15.2844, 15.1757, 15.1746, 15.2381, 15.3488, 15.2224, 26.5135, 15.1741, 15.1741, 15.1741, 15.1741, 15.1741, 15.1741, 15.1741, 15.1741, 15.1741, 33.5129, 15.1741, 47.3213
2.92149, 76, 71.631, 15.1583, 8.83176, 4.36904, 0, 15.1583, 15.1585, 15.1585, 15.2687, 15.16, 15.1589, 15.2092, 15.3406, 15.2079, 24.6845, 15.1583, 15.1583, 15.1583, 15.1583, 15.1583, 15.1583, 15.1583, 15.1583, 15.1583, 34.071, 15.1583, 42.7966
2.92936, 80, 66.2246, 15.1234, 9.05539, 13.7754, 0, 15.1234, 15.1236, 15.1236, 15.2338, 15.125, 15.1239, 15.1637, 15.3135, 15.1743, 23.016, 15.1234, 15.1234, 15.1234, 15.1234, 15.1234, 15.1234, 15.1234, 15.1234, 15.1234, 34.5092, 15.1234, 38.5523
2.93723, 52, 61.2315, 15.0681, 7.34847, -9.23151, 0, 15.0681, 15.0682, 15.0682, 15.1784, 15.0697, 15.0686, 15.0999, 15.2661, 15.1202, 21.5172, 15.0681, 15.0681, 15.0681, 15.0681, 15.0681, 15.0681, 15.0681, 15.0681, 15.0681, 34.8045, 15.0681, 34.6511
2.9451, 40, 56.677, 14.9915, 6.48074, -16.677, 0, 14.9915, 14.9916, 14.9916, 15.1018, 14.9931, 14.992, 15.0167, 15.1977, 15.0449, 20.1887, 14.9915, 14.9915, 14.9915, 14.9915, 14.9915, 14.9915, 14.9915, 14.9915, 14.9915, 34.9415, 14.9915, 31.132
2.95297, 56, 52.5628, 14.8935, 7.61577, 3.43721, 0, 14.8935, 14.8936, 14.8936, 15.0038, 14.8951, 14.894, 14.9137, 15.1081, 14.9482, 19.0242, 14.8935, 14.8935, 14.8935, 14.8935, 14.8935, 14.8935, 14.8935, 14.8935, 14.8935, 34.9115, 14.8935, 28.0116
2.96084, 40, 48.8723, 14.7746, 6.48074, -8.87234, 0, 14.7746, 14.7748, 14.7748, 14.885, 14.7762, 14.7751, 14.7911, 14.9979, 14.8306, 18.0127, 14.7746, 14.7746, 14.7746, 14.7746, 14.7746, 14.7746, 14.7746, 14.7746, 14.7746, 34.7118, 14.7746, 25.2885
2.96871, 54, 45.5747, 14.6361, 7.48331, 8.42526, 0, 14.6361, 14.6363, 14.6363, 14.7465, 14.6377, 14.6366, 14.6499, 14.8683, 14.6935, 17.1397, 14.6361, 14.6361, 14.6361, 14.6361, 14.6361, 14.6361, 14.6361, 14.6361, 14.6361, 34.3451, 14.6361, 22.9462
2.97658, 44, 42.63, 14.4799, 6.78233, 1.36996, 0, 14.4799, 14.4801, 14.4801, 14.5903, 14.4815, 14.4804, 14.4917, 14.7211, 14.5386, 16.3891, 14.4799, 14.4799, 14.4799, 14.4799, 14.4799, 14.4799, 14.4799, 14.4799, 14.4799, 33.8186, 14.4799, 20.9575
2.98445, 38, 39.9936, 14.3085, 6.32456, -1.99357, 0, 14.3085, 14.3087, 14.3087, 14.4189, 14.3101, 14.309, 14.3191, 14.559, 14.3686, 15.7446, 14.3085, 14.3085, 14.3085, 14.3085, 14.3085, 14.3085, 14.3085, 14.3085, 14.3085, 33.1437, 14.3085, 19.2883
2.99231, 46, 37.6201, 14.125, 6.9282, 8.37985, 0, 14.125, 14.1251, 14.1251, 14.2354, 14.1266, 14.1255, 14.1348, 14.3849, 14.1866, 15.1905, 14.125, 14.125, 14.125, 14.125, 14.125, 14.125, 14.125, 14.125, 14.125, 32.3347, 14.125, 17.9007
3.00018, 44, 35.4674, 13.9328, 6.78233, 8.53258, 0, 13.9328, 13.9329, 13.933, 14.0432, 13.9344, 13.9333, 13.9423, 14.2024, 13.9959, 14.7127, 13.9328, 13.9328, 13.9328, 13.9328, 13.9328, 13.9328, 13.9328, 13.9328, 13.9328, 31.4089, 13.9328, 16.7564
3.00805, 30, 33.498, 13.7356, 5.65685, -3.49795, 0, 13.7356, 13.7358, 13.7358, 13.846, 13.7372, 13.7361, 13.7452, 14.0151, 13.8005, 14.2987, 13.7356, 13.7356, 13.7356, 13.7356, 13.7356, 13.7356, 13.7356, 13.7356, 13.7356, 30.3855, 13.7356, 15.8183
3.01592, 38, 31.6807, 13.5372, 6.32456, 6.31931, 0, 13.5372, 13.5373, 13.5373, 13.6476, 13.5388, 13.5377, 13.5471, 13.8267, 13.6041, 13.9382, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 29.2852, 13.5372, 15.0525
3.02379, 30, 29.9914, 13.341, 5.65685, 0.00855637, 0, 13.341, 13.3411, 13.3412, 13.4514, 13.3426, 13.3415, 13.3516, 13.6407, 13.4103, 13.6228, 13.341, 13.341, 13.341, 13.341, 13.341, 13.341, 13.341, 13.341, 13.341, 28.1296, 13.341, 14.4285
3.03166, 38, 28.4131, 13.1503, 6.32456, 9.58688, 0, 13.1503, 13.1505, 13.1505, 13.2607, 13.152, 13.1509, 13.162, 13.4605, 13.2228, 13.3457, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 26.9408, 13.1503, 13.9203
3.03953, 32, 26.9348, 12.968, 5.83095, 5.06524, 0, 12.968, 12.9681, 12.9682, 13.0784, 12.9696, 12.9685, 12.9811, 13.2887, 13.0446, 13.1016, 12.968, 12.968, 12.968, 12.968, 12.968, 12.968, 12.968, 12.968, 12.968, 25.7402, 12.968, 13.5057
3.0474, 24, 25.5508, 12.7962, 5.09902, -1.55081, 0, 12.7962, 12.7964, 12.7964, 12.9066, 12.7978, 12.7967, 12.811, 13.1277, 12.8788, 12.8864, 12.7962, 12.7962, 12.7962, 12.7962, 12.7962, 12.7962, 12.7962, 12.7962, 12.7962, 24.5485, 12.7962, 13.1667
3.05526, 18, 24.2597, 12.6366, 4.47214, -6.25969, 0, 12.6366, 12.6368, 12.6368, 12.747, 12.6383, 12.6372, 12.6535, 12.9791, 12.7276, 12.6967, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 23.3847, 12.6366, 12.8885
3.06313, 24, 23.0629, 12.4903, 5.09902, 0.937143, 0, 12.4903, 12.4904, 12.4904, 12.6006, 12.4919, 12.4908, 12.5097, 12.8438, 12.5935, 12.5297, 12.4903, 12.4903, 12.4903, 12.4903, 12.4903, 12.4903, 12.4903, 12.4903, 12.4903, 22.2655, 12.4903, 12.6591
3.071, 30, 21.9636, 12.3575, 5.65685, 8.03639, 0, 12.3575, 12.3576, 12.3577, 12.4679, 12.3591, 12.358, 12.3799, 12.7223, 12.4788, 12.3831, 12.3575, 12.3575, 12.3575, 12.3575, 12.3575, 12.3575, 12.3575, 12.3575, 12.3575, 21.205, 12.3575, 12.4692
3.07887, 24, 20.9662, 12.2383, 5.09902, 3.03384, 0, 12.2383, 12.2384, 12.2384, 12.3486, 12.2399, 12.2388, 12.2641, 12.6145, 12.3858, 12.2546, 12.2383, 12.2383, 12.2383, 12.2383, 12.2383, 12.2383, 12.2383, 12.2383, 12.2383, 20.2144, 12.2383, 12.3112
3.08674, 22, 20.075, 12.132, 4.89898, 1.92498, 0, 12.132, 12.1322, 12.1322, 12.2424, 12.1336, 12.1325, 12.1617, 12.5199, 12.3177, 12.1423, 12.132, 12.132, 12.132, 12.132, 12.132, 12.132, 12.132, 12.132, 12.132, 19.3017, 12.132, 12.179
3.09461, 16, 19.2948, 12.038, 4.24264, -3.29475, 0, 12.038, 12.0381, 12.0381, 12.1484, 12.0396, 12.0385, 12.0719, 12.4376, 12.2784, 12.0444, 12.038, 12.038, 12.038, 12.038, 12.038, 12.038, 12.038, 12.038, 12.038, 18.4716, 12.038, 12.0678
3.10248, 10, 18.6299, 11.9551, 3.4641, -8.62989, 0, 11.9551, 11.9553, 11.9553, 12.0655, 11.9568, 11.9557, 11.9938, 12.3667, 12.2733, 11.9591, 11.9551, 11.9551, 11.9551, 11.9551, 11.9551, 11.9551, 11.9551, 11.9551, 11.9551, 17.726, 11.9551, 11.9739
3.11035, 14, 18.0852, 11.8825, 4, -4.08517, 0, 11.8825, 11.8826, 11.8827, 11.9929, 11.8841, 11.883, 11.9261, 12.3061, 12.3096, 11.8849, 11.8825, 11.8825, 11.8825, 11.8825, 11.8825, 11.8825, 11.8825, 11.8825, 11.8825, 17.064, 11.8825, 11.8941
3.11822, 14, 17.6659, 11.8191, 4, -3.6659, 0, 11.8191, 11.8192, 11.8192, 11.9294, 11.8207, 11.8196, 11.8679, 12.2549, 12.3965, 11.8205, 11.8191, 11.8191, 11.8191, 11.8191, 11.8191, 11.8191, 11.8191, 11.8191, 11.8191, 16.4825, 11.8191, 11.8261
3.12608, 20, 17.3786, 11.764, 4.69042, 2.62145, 0, 11.764, 11.7641, 11.7642, 11.8744, 11.7656, 11.7645, 11.8182, 12.2122, 12.5459, 11.7648, 11.764, 11.764, 11.764, 11.764, 11.764, 11.764, 11.764, 11.764, 11.764, 15.9763, 11.764, 11.7683
3.13395, 16, 17.2312, 11.7167, 4.24264, -1.2312, 0, 11.7167, 11.7168, 11.7168, 11.827, 11.7183, 11.7172, 11.7762, 12.1774, 12.7723, 11.7172, 11.7167, 11.7167, 11.7167, 11.7167, 11.7167, 11.7167, 11.7167, 11.7167, 11.7167, 15.5394, 11.7167, 11.7192
3.14182, 14, 17.234, 11.6767, 4, -3.23398, 0, 11.6767, 11.6768, 11.6768, 11.787, 11.6783, 11.6772, 11.7414, 12.15, 13.0932, 11.6769, 11.6767, 11.6767, 11.6767, 11.6767, 11.6767, 11.6767, 11.6767, 11.6767, 11.6767, 15.1646, 11.6767, 11.6781
3.14969, 24, 17.3992, 11.6438, 5.09902, 6.60078, 0, 11.6438, 11.6439, 11.6439, 11.7541, 11.6454, 11.6443, 11.7134, 12.13, 13.5285, 11.6439, 11.6438, 11.6438, 11.6438, 11.6438, 11.6438, 11.6438, 11.6438, 11.6438, 11.6438, 14.8448, 11.6438, 11.6446
3.15756, 20, 17.7413, 11.618, 4.69042, 2.25869, 0, 11.618, 11.6181, 11.6181, 11.7283, 11.6196, 11.6185, 11.6921, 12.1172, 14.0999, 11.618, 11.618, 11.618, 11.618, 11.618, 11.618, 11.618, 11.618, 11.618, 11.618, 14.5726, 11.618, 11.6185
3.16543, 22, 18.2763, 11.5994, 4.89898, 3.72374, 0, 11.5994, 11.5996, 11.5996, 11.7098, 11.601, 11.5999, 11.6773, 12.1118, 14.8309, 11.5995, 11.5994, 11.5994, 11.5994, 11.5994, 11.5994, 11.5994, 11.5994, 11.5994, 11.5994, 14.3414, 11.5994, 11.5997
3.1733, 22, 19.0207, 11.5884, 4.89898, 2.97933, 0, 11.5884, 11.5885, 11.5885, 11.6988, 11.59, 11.5889, 11.6693, 12.114, 15.7444, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 11.5884, 14.1451, 11.5884, 11.5885
3.18117, 18, 19.9904, 11.5851, 4.47214, -1.99044, 0, 11.5851, 11.5853, 11.5853, 11.6955, 11.5867, 11.5856, 11.6683, 12.1242, 16.8623, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 11.5851, 13.9781, 11.5851, 11.5852
3.18904, 16, 21.199, 11.5899, 4.24264, -5.19897, 0, 11.5899, 11.59, 11.59, 11.7002, 11.5915, 11.5904, 11.6742, 12.1425, 18.2027, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 11.5899, 13.8362, 11.5899, 11.5899
3.1969, 24, 22.655, 11.6028, 5.09902, 1.34498, 0, 11.6028, 11.603, 11.603, 11.7132, 11.6045, 11.6034, 11.6874, 12.1693, 19.7785, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 11.6028, 13.7154, 11.6028, 11.6029
3.20477, 22, 24.3607, 11.6241, 4.89898, -2.36072, 0, 11.6241, 11.6243, 11.6243, 11.7345, 11.6257, 11.6246, 11.7079, 12.2045, 21.5949, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 11.6241, 13.6129, 11.6241, 11.6241
3.21264, 26, 26.3093, 11.6536, 5.2915, -0.309273, 0, 11.6536, 11.6538, 11.6538, 11.764, 11.6553, 11.6542, 11.7356, 12.2481, 23.6473, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 11.6536, 13.5263, 11.6536, 11.6536
3.22051, 32, 28.483, 11.6912, 5.83095, 3.51704, 0, 11.6912, 11.6914, 11.6914, 11.8016, 11.6928, 11.6917, 11.7705, 12.2999, 25.9195, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 11.6912, 13.4539, 11.6912, 11.6912
3.22838, 24, 30.8519, 11.7364, 5.09902, -6.85186, 0, 11.7364, 11.7366, 11.7366, 11.8468, 11.738, 11.737, 11.8122, 12.3595, 28.3824, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 11.7364, 13.3942, 11.7364, 11.7364
3.23625, 30, 33.373, 11.7888, 5.65685, -3.37302, 0, 11.7889, 11.789, 11.789, 11.8992, 11.7905, 11.7894, 11.8604, 12.4265, 30.9935, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 11.7888, 13.3463, 11.7888, 11.7888
3.24412, 24, 35.991, 11.8478, 5.09902, -11.991, 0, 11.8478, 11.848, 11.848, 11.9582, 11.8494, 11.8483, 11.9146, 12.5002, 33.6976, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 11.8478, 13.3093, 11.8478, 11.8478
3.25199, 44, 38.6387, 11.9126, 6.78233, 5.36135, 0, 11.9126, 11.9127, 11.9127, 12.023, 11.9142, 11.9131, 11.9742, 12.5798, 36.4271, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 11.9126, 13.2825, 11.9126, 11.9126
3.25985, 42, 41.2397, 11.9823, 6.63325, 0.760323, 0, 11.9824, 11.9825, 11.9825, 12.0927, 11.984, 11.9829, 12.0386, 12.6646, 39.1055, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 11.9823, 13.2652, 11.9823, 11.9823
3.26772, 50, 43.7118, 12.0562, 7.2111, 6.28822, 0, 12.0562, 12.0564, 12.0564, 12.1666, 12.0579, 12.0568, 12.107, 12.7536, 41.6502, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 12.0562, 13.2569, 12.0562, 12.0562
3.27559, 40, 45.9711, 12.1334, 6.48074, -5.97108, 0, 12.1334, 12.1335, 12.1335, 12.2438, 12.135, 12.1339, 12.1788, 12.846, 43.9768, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 12.1334, 13.2568, 12.1334, 12.1334
3.28346, 42, 47.9363, 12.2128, 6.63325, -5.93627, 0, 12.2128, 12.213, 12.213, 12.3232, 12.2144, 12.2134, 12.2531, 12.9409, 46.0038, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 12.2128, 13.2641, 12.2128, 12.2128
3.29133, 60, 49.5336, 12.2937, 7.87401, 10.4664, 0, 12.2937, 12.2939, 12.2939, 12.4041, 12.2953, 12.2943, 12.3291, 13.0374, 47.6573, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 12.2937, 13.2782, 12.2937, 12.2937
3.2992, 48, 50.7014, 12.3752, 7.07107, -2.70142, 0, 12.3752, 12.3754, 12.3754, 12.4856, 12.3768, 12.3757, 12.406, 13.1345, 48.8754, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 12.3752, 13.2982, 12.3752, 12.3752
3.30707, 64, 51.3943, 12.4565, 8.12404, 12.6057, 0, 12.4565, 12.4566, 12.4566, 12.5668, 12.4581, 12.457, 12.4832, 13.2317, 49.6129, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 13.3231, 12.4565, 12.4565
3.31494, 62, 51.5856, 12.5367, 8, 10.4144, 0, 12.5367, 12.5369, 12.5369, 12.6471, 12.5384, 12.5373, 12.5598, 13.328, 49.8431, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 12.5367, 13.3521, 12.5367, 12.5367
3.32281, 68, 51.2695, 12.6154, 8.3666, 16.7305, 0, 12.6154, 12.6155, 12.6155, 12.7258, 12.617, 12.6159, 12.6352, 13.4228, 49.5606, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 12.6154, 13.3842, 12.6154, 12.6154
3.33067, 46, 50.4611, 12.6918, 6.9282, -4.46107, 0, 12.6918, 12.692, 12.692, 12.8022, 12.6934, 12.6924, 12.7089, 13.5156, 48.7807, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 13.4185, 12.6918, 12.6918
3.33854, 44, 49.1955, 12.7656, 6.78233, -5.19548, 0, 12.7656, 12.7658, 12.7658, 12.876, 12.7672, 12.7661, 12.7804, 13.6061, 47.5389, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 12.7656, 13.4541, 12.7656, 12.7656
3.34641, 52, 47.5253, 12.8364, 7.34847, 4.47466, 0, 12.8364, 12.8366, 12.8366, 12.9468, 12.838, 12.8369, 12.8493, 13.6941, 45.8881, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 12.8364, 13.4904, 12.8364, 12.8364
3.35428, 46, 45.5174, 12.904, 6.9282, 0.482624, 0, 12.904, 12.9042, 12.9042, 13.0144, 12.9056, 12.9046, 12.9153, 13.7795, 43.8954, 12.904, 12.904, 12.904, 12.904, 12.904, 12.904, 12.904, 12.904, 12.904, 12.904, 13.5265, 12.904, 12.904
3.36215, 58, 43.2483, 12.9684, 7.74597, 14.7517, 0, 12.9684, 12.9685, 12.9685, 13.0787, 12.97, 12.9689, 12.9784, 13.8626, 41.6376, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 12.9684, 13.5621, 12.9684, 12.9684
