   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_25.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.53763, 20, 11.226, 10.5896, 4.69042, 8.77397, 0, 10.5896, 11.2006, 10.5897, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.5896, 10.615, 10.5896
7.54553, 26, 11.1314, 10.536, 5.2915, 14.8686, 0, 10.536, 11.1032, 10.5361, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.536, 10.5642, 10.536
7.55344, 8, 11.0349, 10.4821, 3.16228, -3.0349, 0, 10.4821, 11.0039, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.4821, 10.5131, 10.4821
7.56134, 18, 10.9375, 10.4278, 4.47214, 7.06246, 0, 10.4278, 10.9037, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4278, 10.4616, 10.4278
7.56924, 12, 10.8402, 10.3734, 3.74166, 1.15983, 0, 10.3734, 10.8036, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.4099, 10.3734
7.57714, 14, 10.7436, 10.3188, 4, 3.25642, 0, 10.3189, 10.7045, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.3188, 10.358, 10.3188
7.58504, 8, 10.6483, 10.2642, 3.16228, -2.64826, 0, 10.2642, 10.6067, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.2642, 10.3057, 10.2642
7.59294, 14, 10.5547, 10.2093, 4, 3.44528, 0, 10.2094, 10.5111, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.2093, 10.253, 10.2093
7.60084, 12, 10.4635, 10.1546, 3.74166, 1.53653, 0, 10.1546, 10.418, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.1546, 10.2001, 10.1546
7.60874, 16, 10.3749, 10.0999, 4.24264, 5.62511, 0, 10.0999, 10.3279, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.0999, 10.1469, 10.0999
7.61664, 8, 10.2891, 10.0454, 3.16228, -2.2891, 0, 10.0454, 10.241, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0454, 10.0935, 10.0454
7.62454, 10, 10.2061, 9.9909, 3.4641, -0.206099, 0, 9.99091, 10.1573, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 9.9909, 10.0397, 9.9909
7.63244, 12, 10.126, 9.93657, 3.74166, 1.87404, 0, 9.93659, 10.0769, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.93657, 9.98564, 9.93657
7.64034, 10, 10.0487, 9.8825, 3.4641, -0.048708, 0, 9.88251, 9.9998, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.8825, 9.93139, 9.8825
7.64824, 12, 9.97399, 9.82846, 3.74166, 2.02601, 0, 9.82847, 9.92569, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.82846, 9.87674, 9.82846
7.65614, 14, 9.90174, 9.77456, 4, 4.09826, 0, 9.77458, 9.85446, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77456, 9.77457, 9.77456, 9.77456, 9.82183, 9.77456
7.66404, 12, 9.83192, 9.72095, 3.74166, 2.16808, 0, 9.72097, 9.78605, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72095, 9.72096, 9.72095, 9.72095, 9.76681, 9.72095
7.67195, 12, 9.76404, 9.66735, 3.74166, 2.23596, 0, 9.66737, 9.71993, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.66735, 9.71144, 9.66735
7.67985, 8, 9.69804, 9.61389, 3.16228, -1.69804, 0, 9.61391, 9.656, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.61389, 9.65591, 9.61389
7.68775, 12, 9.6339, 9.56074, 3.74166, 2.3661, 0, 9.56077, 9.59419, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56074, 9.56075, 9.56074, 9.56074, 9.60044, 9.56074
7.69565, 4, 9.57109, 9.50757, 2.44949, -5.57109, 0, 9.50759, 9.5339, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.50757, 9.54474, 9.50757
7.70355, 12, 9.50962, 9.45455, 3.74166, 2.49038, 0, 9.45457, 9.4751, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.48904, 9.45455
7.71145, 6, 9.50132, 9.45364, 2.82843, -3.50132, 0, 9.45367, 9.46955, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.45364, 9.48538, 9.45364
7.71935, 10, 9.49257, 9.45138, 3.4641, 0.507431, 0, 9.45141, 9.46359, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.45138, 9.48032, 9.45138
7.72725, 10, 9.4822, 9.4467, 3.4641, 0.517797, 0, 9.44673, 9.456, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.4467, 9.47287, 9.4467
7.73515, 12, 9.46982, 9.43931, 3.74166, 2.53018, 0, 9.43934, 9.44633, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.43931, 9.46277, 9.43931
7.74305, 6, 9.45594, 9.4298, 2.82843, -3.45594, 0, 9.42984, 9.43506, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.4298, 9.45065, 9.4298
7.75095, 14, 9.44114, 9.41883, 4, 4.55886, 0, 9.41887, 9.42273, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.41883, 9.43721, 9.41883
7.75885, 12, 9.42515, 9.40617, 3.74166, 2.57485, 0, 9.40621, 9.40905, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.40617, 9.42224, 9.40617
7.76675, 12, 9.40829, 9.3922, 3.74166, 2.59171, 0, 9.39224, 9.3943, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.3922, 9.40614, 9.3922
7.77465, 6, 9.39117, 9.37758, 2.82843, -3.39117, 0, 9.37762, 9.3791, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.37758, 9.3896, 9.37758
7.78256, 10, 9.37436, 9.36291, 3.4641, 0.625636, 0, 9.36295, 9.364, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.36291, 9.37322, 9.36291
7.79046, 10, 9.35751, 9.34784, 3.4641, 0.642491, 0, 9.34789, 9.34863, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.34784, 9.35668, 9.34784
7.79836, 10, 9.34078, 9.33259, 3.4641, 0.659218, 0, 9.33264, 9.33315, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.34018, 9.33259
7.80626, 10, 9.32438, 9.31735, 3.4641, 0.675622, 0, 9.3174, 9.31774, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.31735, 9.32393, 9.31735
7.81416, 18, 9.30846, 9.30229, 4.47214, 8.69154, 0, 9.30234, 9.30257, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30229, 9.30813, 9.30229
7.82206, 8, 9.29268, 9.28706, 3.16228, -1.29268, 0, 9.28711, 9.28725, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.28706, 9.29244, 9.28706
7.82996, 8, 9.27726, 9.27184, 3.16228, -1.27726, 0, 9.27189, 9.27197, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27184, 9.27707, 9.27184
7.83786, 10, 9.26244, 9.25685, 3.4641, 0.737561, 0, 9.2569, 9.25695, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.25685, 9.26229, 9.25685
7.84576, 16, 9.24783, 9.24164, 4.24264, 6.75217, 0, 9.24169, 9.24171, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.24164, 9.2477, 9.24164
7.85366, 16, 9.23374, 9.22644, 4.24264, 6.76626, 0, 9.22649, 9.22649, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.22644, 9.23364, 9.22644
7.86156, 12, 9.22056, 9.21152, 3.74166, 2.77944, 0, 9.21157, 9.21156, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.21152, 9.22047, 9.21152
7.86946, 14, 9.20786, 9.19633, 4, 4.79214, 0, 9.19638, 9.19636, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.19633, 9.20778, 9.19633
7.87736, 20, 9.19612, 9.18115, 4.69042, 10.8039, 0, 9.1812, 9.18118, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.18115, 9.19604, 9.18115
7.88527, 4, 9.18587, 9.1663, 2.44949, -5.18587, 0, 9.16635, 9.16633, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.1663, 9.18579, 9.1663
7.89317, 12, 9.17671, 9.15113, 3.74166, 2.82329, 0, 9.15117, 9.15116, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.15113, 9.17664, 9.15113
7.90107, 14, 9.1693, 9.13597, 4, 4.8307, 0, 9.13601, 9.136, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.13597, 9.16923, 9.13597
7.90897, 10, 9.16436, 9.12119, 3.4641, 0.835636, 0, 9.12123, 9.12123, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.12119, 9.1212, 9.12119, 9.12119, 9.16429, 9.12119
7.91687, 14, 9.16157, 9.10605, 4, 4.83843, 0, 9.10608, 9.10609, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.10605, 9.16149, 9.10605
7.92477, 12, 9.16175, 9.09091, 3.74166, 2.83825, 0, 9.09094, 9.09096, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.09091, 9.16166, 9.09091
7.93267, 4, 9.1793, 9.08966, 2.44949, -5.1793, 0, 9.08969, 9.08973, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.08966, 9.1792, 9.08966
7.94057, 6, 9.2004, 9.08795, 2.82843, -3.2004, 0, 9.08798, 9.08804, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.08795, 9.20027, 9.08795
7.94847, 8, 9.22608, 9.08623, 3.16228, -1.22608, 0, 9.08626, 9.08637, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08623, 9.08624, 9.08623, 9.08623, 9.22591, 9.08623
7.95637, 12, 9.25735, 9.08498, 3.74166, 2.74265, 0, 9.08501, 9.08517, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.08498, 9.25714, 9.08498
7.96427, 4, 9.29386, 9.08327, 2.44949, -5.29386, 0, 9.0833, 9.08353, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.08327, 9.29358, 9.08327
7.97217, 32, 9.33657, 9.08156, 5.83095, 22.6634, 0, 9.08159, 9.08191, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.08156, 9.3362, 9.08156
7.98007, 18, 9.38609, 9.08003, 4.47214, 8.61391, 0, 9.08005, 9.0805, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.08003, 9.38559, 9.08003
7.98797, 12, 9.44213, 9.07803, 3.74166, 2.55787, 0, 9.07805, 9.07867, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.07803, 9.44147, 9.07803
7.99587, 18, 9.50537, 9.07604, 4.47214, 8.49463, 0, 9.07606, 9.0769, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.07604, 9.50448, 9.07604
8.00378, 6, 9.57629, 9.0745, 2.82843, -3.57629, 0, 9.07452, 9.07565, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.0745, 9.57512, 9.0745
8.01168, 16, 9.65383, 9.07251, 4.24264, 6.34617, 0, 9.07253, 9.07403, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.07251, 9.65229, 9.07251
8.01958, 10, 9.73808, 9.07052, 3.4641, 0.26192, 0, 9.07053, 9.07252, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.07052, 9.73606, 9.07052
8.02748, 10, 9.82852, 9.06861, 3.4641, 0.171479, 0, 9.06863, 9.07122, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.06861, 9.82589, 9.06861
8.03538, 14, 9.92375, 9.06625, 4, 4.07625, 0, 9.06626, 9.06963, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.06625, 9.92035, 9.06625
8.04328, 12, 10.0231, 9.06388, 3.74166, 1.97691, 0, 9.0639, 9.06822, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 9.06388, 10.0187, 9.06388
8.05118, 10, 10.1257, 9.06197, 3.4641, -0.12568, 0, 9.06199, 9.06748, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 9.06197, 10.1202, 9.06197
8.05908, 16, 10.229, 9.05961, 4.24264, 5.771, 0, 9.05963, 9.06655, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 9.05961, 10.222, 9.05961
8.06698, 10, 10.3318, 9.05725, 3.4641, -0.33177, 0, 9.05727, 9.06592, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 9.05725, 10.3231, 9.05725
8.07488, 10, 10.4321, 9.05492, 3.4641, -0.432126, 0, 9.05494, 9.06566, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 9.05492, 10.4214, 9.05492
8.08278, 18, 10.5276, 9.05215, 4.47214, 7.47239, 0, 9.05217, 9.06532, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 9.05215, 10.5144, 9.05215
8.09068, 16, 10.6167, 9.04938, 4.24264, 5.38334, 0, 9.04939, 9.0654, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 9.04938, 10.6006, 9.04938
8.09858, 14, 10.6978, 9.04704, 4, 3.30221, 0, 9.04706, 9.06637, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04704, 9.04705, 9.04704, 9.04704, 10.6784, 9.04704
8.10648, 10, 10.7683, 9.04428, 3.4641, -0.768297, 0, 9.04429, 9.06738, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 9.04428, 10.7452, 9.04428
8.11439, 12, 10.827, 9.04151, 3.74166, 1.173, 0, 9.04152, 9.06888, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 9.04151, 10.7996, 9.04151
8.12229, 22, 10.8725, 9.03876, 4.89898, 11.1275, 0, 9.03877, 9.0709, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 9.03876, 10.8404, 9.03876
8.13019, 18, 10.9033, 9.03558, 4.47214, 7.09665, 0, 9.03559, 9.07299, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 9.03558, 10.8659, 9.03558
8.13809, 4, 10.9192, 9.0324, 2.44949, -6.91921, 0, 9.03242, 9.07558, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 9.0324, 10.876, 9.0324
8.14599, 22, 10.9202, 9.02964, 4.89898, 11.0798, 0, 9.02966, 9.07904, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 9.02964, 10.8708, 9.02964
8.15389, 4, 10.9055, 9.02647, 2.44949, -6.90547, 0, 9.02648, 9.08249, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 9.02647, 10.8494, 9.02647
8.16179, 10, 10.8759, 9.02329, 3.4641, -0.87591, 0, 9.02331, 9.08627, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 9.02329, 10.8129, 9.02329
8.16969, 26, 10.8323, 9.02016, 5.2915, 15.1677, 0, 9.02017, 9.09034, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 9.02016, 10.7621, 9.02016
8.17759, 16, 10.7754, 9.01661, 4.24264, 5.2246, 0, 9.01663, 9.09416, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 9.01661, 10.6978, 9.01661
8.18549, 20, 10.7069, 9.01307, 4.69042, 9.2931, 0, 9.01309, 9.098, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 9.01307, 10.622, 9.01307
8.19339, 12, 10.6288, 9.00992, 3.74166, 1.37119, 0, 9.00994, 9.10214, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 9.00992, 10.5366, 9.00992
8.20129, 14, 10.5421, 9.00639, 4, 3.45788, 0, 9.00641, 9.10566, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 9.00639, 10.4428, 9.00639
8.20919, 16, 10.449, 9.00285, 4.24264, 5.55098, 0, 9.00287, 9.10881, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 9.00285, 10.343, 9.00285
8.21709, 12, 10.3514, 8.99938, 3.74166, 1.64857, 0, 8.9994, 9.11149, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 8.99938, 10.2393, 8.99938
8.22499, 12, 10.2508, 8.99555, 3.74166, 1.74925, 0, 8.99558, 9.11317, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99555, 8.99556, 8.99555, 8.99555, 10.1331, 8.99555
8.2329, 8, 10.148, 8.99072, 3.16228, -2.14801, 0, 8.99074, 9.11305, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 8.99072, 10.0257, 8.99072
8.2408, 4, 10.0447, 8.98475, 2.44949, -6.04467, 0, 8.98478, 9.1109, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 8.98475, 9.9185, 8.98475
8.2487, 20, 9.94269, 8.97822, 4.69042, 10.0573, 0, 8.97825, 9.1072, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 8.97822, 9.81367, 8.97822
8.2566, 22, 9.84346, 8.97136, 4.89898, 12.1565, 0, 8.9714, 9.10212, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 8.97136, 9.71267, 8.97136
8.2645, 12, 9.7467, 8.96285, 3.74166, 2.2533, 0, 8.9629, 9.09429, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 8.96285, 9.61521, 8.96285
8.2724, 2, 9.65189, 8.95149, 2, -7.65189, 0, 8.95155, 9.08249, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 8.95149, 9.52083, 8.95149
8.2803, 18, 9.5594, 8.93704, 4.47214, 8.4406, 0, 8.93712, 9.0665, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 8.93704, 9.42985, 8.93704
8.2882, 6, 9.4703, 8.92023, 2.82843, -3.4703, 0, 8.92034, 9.0471, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 8.92023, 9.34333, 8.92023
8.2961, 10, 9.38595, 8.90225, 3.4641, 0.61405, 0, 8.9024, 9.02553, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90225, 8.90226, 8.90225, 8.90225, 9.26253, 8.90225
