   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_290.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.149728, 0, 4.01671e-16, 0, 1.41421, -4.01671e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48171e-20, 0, 2.62436e-20, 0, 4.0163e-16, 0, 0, 0
0.157596, 0, 7.67727e-16, 0, 1.41421, -7.67727e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8811e-20, 0, 5.11461e-20, 0, 7.67647e-16, 0, 0, 0
0.165465, 0, 1.45386e-15, 0, 1.41421, -1.45386e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55231e-20, 0, 9.88027e-20, 0, 1.4537e-15, 0, 0, 0
0.173333, 0, 2.72819e-15, 0, 1.41421, -2.72819e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06065e-19, 0, 1.89222e-19, 0, 2.7279e-15, 0, 0, 0
0.181202, 0, 5.07362e-15, 0, 1.41421, -5.07362e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00866e-19, 0, 3.59328e-19, 0, 5.07306e-15, 0, 0, 0
0.18907, 0, 9.35197e-15, 0, 1.41421, -9.35197e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77173e-19, 0, 6.76705e-19, 0, 9.35091e-15, 0, 0, 0
0.196938, 0, 1.70873e-14, 0, 1.41421, -1.70873e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02321e-19, 0, 1.26404e-18, 0, 1.70853e-14, 0, 0, 0
0.204807, 0, 3.09509e-14, 0, 1.41421, -3.09509e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29701e-18, 0, 2.3423e-18, 0, 3.09473e-14, 0, 0, 0
0.212675, 0, 5.55826e-14, 0, 1.41421, -5.55826e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37585e-18, 0, 4.30624e-18, 0, 5.5576e-14, 0, 0, 0
0.220544, 0, 9.89713e-14, 0, 1.41421, -9.89713e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31731e-18, 0, 7.8558e-18, 0, 9.89591e-14, 0, 0, 0
0.228412, 0, 1.7475e-13, 0, 1.41421, -1.7475e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.78358e-18, 0, 1.42225e-17, 0, 1.74728e-13, 0, 0, 0
0.23628, 0, 3.05979e-13, 0, 1.41421, -3.05979e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39244e-17, 0, 2.55573e-17, 0, 3.0594e-13, 0, 0, 0
0.244149, 0, 5.31331e-13, 0, 1.41421, -5.31331e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47205e-17, 0, 4.55905e-17, 0, 5.3126e-13, 0, 0, 0
0.252017, 0, 9.15088e-13, 0, 1.41421, -9.15088e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35604e-17, 0, 8.07455e-17, 0, 9.14964e-13, 0, 0, 0
0.259886, 0, 1.56319e-12, 0, 1.41421, -1.56319e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61985e-17, 0, 1.42005e-16, 0, 1.56297e-12, 0, 0, 0
0.267754, 0, 2.64873e-12, 0, 1.41421, -2.64873e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32342e-16, 0, 2.48025e-16, 0, 2.64835e-12, 0, 0, 0
0.275622, 0, 4.45204e-12, 0, 1.41421, -4.45204e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28257e-16, 0, 4.30292e-16, 0, 4.45138e-12, 0, 0, 0
0.283491, 0, 7.42339e-12, 0, 1.41421, -7.42339e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91052e-16, 0, 7.41623e-16, 0, 7.42225e-12, 0, 0, 0
0.291359, 0, 1.22796e-11, 0, 1.41421, -1.22796e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65623e-16, 0, 1.27009e-15, 0, 1.22777e-11, 0, 0, 0
0.299228, 0, 2.01525e-11, 0, 1.41421, -2.01525e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12596e-15, 0, 2.16178e-15, 0, 2.01492e-11, 0, 0, 0
0.307096, 0, 3.28137e-11, 0, 1.41421, -3.28137e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89342e-15, 0, 3.65769e-15, 0, 3.28081e-11, 0, 0, 0
0.314964, 0, 5.30126e-11, 1.05097e-43, 1.41421, -5.30126e-11, 0, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 3.16631e-15, 1.05097e-43, 6.15364e-15, 1.05097e-43, 5.30033e-11, 1.05097e-43, 1.05097e-43, 1.05097e-43
0.322833, 0, 8.49808e-11, 1.87634e-42, 1.41421, -8.49808e-11, 0, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 1.87634e-42, 5.26747e-15, 1.87634e-42, 1.02968e-14, 1.87634e-42, 8.49652e-11, 1.87634e-42, 1.87634e-42, 1.87634e-42
0.330701, 0, 1.35175e-10, 2.79475e-41, 1.41421, -1.35175e-10, 0, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 2.79475e-41, 8.7211e-15, 2.79475e-41, 1.71416e-14, 2.79475e-41, 1.3515e-10, 2.79475e-41, 2.79475e-41, 2.79475e-41
0.33857, 0, 2.13368e-10, 3.66618e-40, 1.41421, -2.13368e-10, 0, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 3.66618e-40, 1.43767e-14, 3.66618e-40, 2.84002e-14, 3.66618e-40, 2.13325e-10, 3.66618e-40, 3.66618e-40, 3.66618e-40
0.346438, 0, 3.34221e-10, 4.30492e-39, 1.41421, -3.34221e-10, 0, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 4.30492e-39, 2.36085e-14, 4.30492e-39, 4.6845e-14, 4.30492e-39, 3.3415e-10, 4.30492e-39, 4.30492e-39, 4.30492e-39
0.354306, 0, 5.19549e-10, 4.56124e-38, 1.41421, -5.19549e-10, 0, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 4.56124e-38, 3.86385e-14, 4.56124e-38, 7.69559e-14, 4.56124e-38, 5.19434e-10, 4.56124e-38, 4.56124e-38, 4.56124e-38
0.362175, 0, 8.0155e-10, 4.38062e-37, 1.41421, -8.0155e-10, 0, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 4.38062e-37, 6.30576e-14, 4.38062e-37, 1.25959e-13, 4.38062e-37, 8.01361e-10, 4.38062e-37, 4.38062e-37, 4.38062e-37
0.370043, 0, 1.22733e-09, 3.83935e-36, 1.41421, -1.22733e-09, 0, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 3.83935e-36, 1.0267e-13, 3.83935e-36, 2.05497e-13, 3.83935e-36, 1.22702e-09, 3.83935e-36, 3.83935e-36, 3.83935e-36
0.377912, 0, 1.86527e-09, 3.08433e-35, 1.41421, -1.86527e-09, 0, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 3.08433e-35, 1.66859e-13, 3.08433e-35, 3.34307e-13, 3.08433e-35, 1.86477e-09, 3.08433e-35, 3.08433e-35, 3.08433e-35
0.38578, 0, 2.81378e-09, 2.28112e-34, 1.41421, -2.81378e-09, 0, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.28112e-34, 2.70803e-13, 2.28112e-34, 5.42531e-13, 2.28112e-34, 2.81297e-09, 2.28112e-34, 2.28112e-34, 2.28112e-34
0.393648, 0, 4.21337e-09, 1.56757e-33, 1.41421, -4.21337e-09, 0, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 1.56757e-33, 4.39062e-13, 1.56757e-33, 8.78626e-13, 1.56757e-33, 4.21205e-09, 1.56757e-33, 1.56757e-33, 1.56757e-33
0.401517, 0, 6.2632e-09, 2.41107e-32, 1.41421, -6.2632e-09, 0, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 2.41107e-32, 7.12365e-13, 2.41107e-32, 1.42222e-12, 2.41107e-32, 6.26106e-09, 2.41107e-32, 2.41107e-32, 2.41107e-32
0.409385, 0, 9.2423e-09, 1.31644e-31, 1.41421, -9.2423e-09, 0, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.31644e-31, 1.15354e-12, 1.31644e-31, 2.29567e-12, 1.31644e-31, 9.23885e-09, 1.31644e-31, 1.31644e-31, 1.31644e-31
0.417254, 0, 1.35402e-08, 7.01184e-31, 1.41421, -1.35402e-08, 0, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 7.01184e-31, 1.86722e-12, 7.01184e-31, 3.70079e-12, 7.01184e-31, 1.35346e-08, 7.01184e-31, 7.01184e-31, 7.01184e-31
0.425122, 0, 1.9695e-08, 3.55675e-30, 1.41421, -1.9695e-08, 0, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.55675e-30, 3.02119e-12, 3.55675e-30, 5.95891e-12, 3.55675e-30, 1.9686e-08, 3.55675e-30, 3.55675e-30, 3.55675e-30
0.43299, 0, 2.84447e-08, 1.70516e-29, 1.41421, -2.84447e-08, 0, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 1.70516e-29, 4.8856e-12, 1.70516e-29, 9.58355e-12, 1.70516e-29, 2.84302e-08, 1.70516e-29, 1.70516e-29, 1.70516e-29
0.440859, 0, 4.07931e-08, 7.84569e-29, 1.41421, -4.07931e-08, 0, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.84569e-29, 7.89416e-12, 7.84569e-29, 1.53931e-11, 7.84569e-29, 4.07698e-08, 7.84569e-29, 7.84569e-29, 7.84569e-29
0.448727, 0, 5.80956e-08, 3.46324e-28, 1.41421, -5.80956e-08, 0, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 3.46324e-28, 1.27408e-11, 3.46324e-28, 2.46873e-11, 3.46324e-28, 5.80582e-08, 3.46324e-28, 3.46324e-28, 3.46324e-28
0.456596, 0, 8.21679e-08, 1.45899e-27, 1.41421, -8.21679e-08, 0, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 1.45899e-27, 2.05305e-11, 1.45899e-27, 3.95213e-11, 1.45899e-27, 8.21078e-08, 1.45899e-27, 1.45899e-27, 1.45899e-27
0.464464, 0, 1.15424e-07, 5.86559e-27, 1.41421, -1.15424e-07, 0, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 5.86559e-27, 3.30153e-11, 5.86559e-27, 6.31276e-11, 5.86559e-27, 1.15327e-07, 5.86559e-27, 5.86559e-27, 5.86559e-27
0.472332, 0, 1.61048e-07, 2.25251e-26, 1.41421, -1.61048e-07, 0, 2.25251e-26, 2.25251e-26, 2.25251e-26, 2.25251e-26, 2.25251e-26, 2.25251e-26, 1.32745e-12, 2.25251e-26, 2.25251e-26, 2.25251e-26, 2.25251e-26, 5.29563e-11, 2.25251e-26, 1.00561e-10, 2.25251e-26, 1.60894e-07, 2.25251e-26, 2.25251e-26, 2.25251e-26
0.480201, 0, 2.23214e-07, 8.27664e-26, 1.41421, -2.23214e-07, 0, 8.27664e-26, 8.27664e-26, 8.27664e-26, 8.27664e-26, 8.27664e-26, 8.27664e-26, 4.53437e-12, 8.27664e-26, 8.27664e-26, 8.27664e-26, 8.27664e-26, 8.46799e-11, 8.27664e-26, 1.59672e-10, 8.27664e-26, 2.22965e-07, 8.27664e-26, 8.27664e-26, 8.27664e-26
0.488069, 0, 3.07343e-07, 2.92786e-25, 1.41421, -3.07343e-07, 0, 2.92786e-25, 2.92786e-25, 2.92786e-25, 2.92786e-25, 2.92786e-25, 2.92786e-25, 1.20436e-11, 2.92786e-25, 2.92786e-25, 2.92786e-25, 2.92786e-25, 1.3492e-10, 2.92786e-25, 2.52564e-10, 2.92786e-25, 3.06943e-07, 2.92786e-25, 2.92786e-25, 2.92786e-25
0.495938, 0, 4.22652e-07, 2.68937e-10, 1.41421, -4.22652e-07, 2.68937e-10, 2.68994e-10, 2.68949e-10, 7.6701e-10, 2.81377e-10, 2.69473e-10, 2.79829e-10, 3.60137e-10, 8.13213e-10, 1.02405e-09, 2.6985e-10, 2.71444e-10, 4.83023e-10, 2.68937e-10, 6.66677e-10, 2.6894e-10, 4.2011e-07, 2.68937e-10, 2.68937e-10, 2.82983e-10
0.503806, 0, 5.78995e-07, 9.15149e-10, 1.41421, -5.78995e-07, 9.15149e-10, 9.15344e-10, 9.15191e-10, 2.60768e-09, 9.57424e-10, 9.1697e-10, 9.52163e-10, 1.1932e-09, 2.76469e-09, 3.48115e-09, 9.18252e-10, 9.23668e-10, 1.25334e-09, 9.15149e-10, 1.5384e-09, 9.1516e-10, 5.71507e-07, 9.15149e-10, 9.15149e-10, 9.62882e-10
0.511674, 0, 7.91873e-07, 2.42137e-09, 1.41421, -7.91873e-07, 2.42137e-09, 2.42188e-09, 2.42148e-09, 6.89631e-09, 2.53314e-09, 2.42619e-09, 2.51923e-09, 3.12864e-09, 7.31143e-09, 9.2057e-09, 2.42957e-09, 2.44389e-09, 2.95292e-09, 2.42137e-09, 3.39257e-09, 2.4214e-09, 7.73142e-07, 2.42137e-09, 2.42137e-09, 2.54757e-09
0.519543, 0, 1.08442e-06, 5.84027e-09, 1.41421, -1.08442e-06, 5.84027e-09, 5.84151e-09, 5.84054e-09, 1.66318e-08, 6.10981e-09, 5.85188e-09, 6.07627e-09, 7.5096e-09, 1.76329e-08, 2.2201e-08, 5.86006e-09, 5.89459e-09, 6.67125e-09, 5.84027e-09, 7.34448e-09, 5.84034e-09, 1.04058e-06, 5.84027e-09, 5.84027e-09, 6.14461e-09
0.527411, 0, 1.49341e-06, 1.34157e-08, 1.41421, -1.49341e-06, 1.34157e-08, 1.34185e-08, 1.34163e-08, 3.82017e-08, 1.40348e-08, 1.34423e-08, 1.39577e-08, 1.71896e-08, 4.0501e-08, 5.09931e-08, 1.34611e-08, 1.35404e-08, 1.47073e-08, 1.34157e-08, 1.57303e-08, 1.34158e-08, 1.39452e-06, 1.34157e-08, 1.34157e-08, 1.41147e-08
0.53528, 0, 2.08032e-06, 2.9807e-08, 1.41421, -2.08032e-06, 2.9807e-08, 2.98134e-08, 2.98084e-08, 8.48703e-08, 3.11824e-08, 2.98663e-08, 3.10112e-08, 3.82117e-08, 8.99782e-08, 1.13287e-07, 2.9908e-08, 3.00842e-08, 3.18026e-08, 2.9807e-08, 3.33471e-08, 2.98074e-08, 1.86309e-06, 2.9807e-08, 2.9807e-08, 3.13599e-08
0.543148, 0, 2.95302e-06, 6.44535e-08, 1.41421, -2.95302e-06, 6.44535e-08, 6.44672e-08, 6.44565e-08, 1.83507e-07, 6.74272e-08, 6.45816e-08, 6.70571e-08, 8.38385e-08, 1.94551e-07, 2.44947e-07, 6.46718e-08, 6.50528e-08, 6.75171e-08, 6.44535e-08, 6.9826e-08, 6.44543e-08, 2.48566e-06, 6.44535e-08, 6.44535e-08, 6.78111e-08
0.551016, 0, 4.31376e-06, 1.36003e-07, 1.41421, -4.31376e-06, 1.36003e-07, 1.36032e-07, 1.3601e-07, 3.8719e-07, 1.42277e-07, 1.36274e-07, 1.41497e-07, 1.90081e-07, 4.10491e-07, 5.1682e-07, 1.36464e-07, 1.37268e-07, 1.40676e-07, 1.36003e-07, 1.44095e-07, 1.36005e-07, 3.31954e-06, 1.36003e-07, 1.36003e-07, 1.43087e-07
0.558885, 0, 6.51146e-06, 2.80389e-07, 1.41421, -6.51146e-06, 2.80389e-07, 2.80449e-07, 2.80402e-07, 7.98191e-07, 2.93322e-07, 2.80946e-07, 2.91713e-07, 4.09519e-07, 8.46224e-07, 1.06541e-06, 2.81338e-07, 2.82995e-07, 2.87468e-07, 2.80389e-07, 2.92482e-07, 2.80392e-07, 4.45145e-06, 2.80389e-07, 2.80389e-07, 2.94992e-07
0.566753, 0, 1.01871e-05, 5.65136e-07, 1.41421, -1.01871e-05, 5.65136e-07, 5.65256e-07, 5.65162e-07, 1.60868e-06, 5.91201e-07, 5.66259e-07, 5.87958e-07, 8.53576e-07, 1.70549e-06, 2.14722e-06, 5.67049e-07, 5.70389e-07, 5.75795e-07, 5.65136e-07, 5.83068e-07, 5.65143e-07, 6.01728e-06, 5.65136e-07, 5.65136e-07, 5.94566e-07
0.574622, 0, 1.64905e-05, 1.11398e-06, 1.41421, -1.64905e-05, 1.11398e-06, 1.11422e-06, 1.11404e-06, 3.17079e-06, 1.16536e-06, 1.1162e-06, 1.15896e-06, 1.73311e-06, 3.36158e-06, 4.23224e-06, 1.11776e-06, 1.12434e-06, 1.12992e-06, 1.11398e-06, 1.14037e-06, 1.114e-06, 8.23537e-06, 1.11398e-06, 1.11398e-06, 1.17199e-06
0.58249, 0, 2.74618e-05, 2.14805e-06, 1.41421, -2.74618e-05, 2.14805e-06, 2.14851e-06, 2.14815e-06, 6.11368e-06, 2.2471e-06, 2.15232e-06, 2.23478e-06, 3.4445e-06, 6.48155e-06, 8.16022e-06, 2.15532e-06, 2.16801e-06, 2.1717e-06, 2.14805e-06, 2.18658e-06, 2.14808e-06, 1.14622e-05, 2.14805e-06, 2.14805e-06, 2.25989e-06
0.590358, 0, 4.66379e-05, 4.05256e-06, 1.41421, -4.66379e-05, 4.05256e-06, 4.05342e-06, 4.05275e-06, 1.15334e-05, 4.23941e-06, 4.06061e-06, 4.21616e-06, 6.69911e-06, 1.22273e-05, 1.5394e-05, 4.06628e-06, 4.09022e-06, 4.08744e-06, 4.05256e-06, 4.1084e-06, 4.05261e-06, 1.62817e-05, 4.05256e-06, 4.05256e-06, 4.26354e-06
0.598227, 0, 8.00756e-05, 7.48186e-06, 1.41421, -8.00756e-05, 7.48186e-06, 7.48345e-06, 7.4822e-06, 2.12913e-05, 7.82678e-06, 7.49672e-06, 7.78386e-06, 1.27949e-05, 2.25724e-05, 2.8418e-05, 7.50718e-06, 7.55137e-06, 7.53293e-06, 7.48186e-06, 7.56221e-06, 7.48195e-06, 2.36469e-05, 7.48186e-06, 7.48186e-06, 7.87131e-06
0.606095, 0, 0.000137886, 1.35192e-05, 1.41421, -0.000137886, 1.35192e-05, 1.3522e-05, 1.35198e-05, 3.84688e-05, 1.41424e-05, 1.3546e-05, 1.40648e-05, 2.40064e-05, 4.07833e-05, 5.13446e-05, 1.35649e-05, 1.36448e-05, 1.35935e-05, 1.35192e-05, 1.36341e-05, 1.35193e-05, 3.50959e-05, 1.35192e-05, 1.35192e-05, 1.42228e-05
0.613964, 0, 0.0002366, 2.39122e-05, 1.41421, -0.0002366, 2.39122e-05, 2.39173e-05, 2.39133e-05, 6.80364e-05, 2.50143e-05, 2.39597e-05, 2.48772e-05, 4.4261e-05, 7.21295e-05, 9.08076e-05, 2.39931e-05, 2.41343e-05, 2.40196e-05, 2.39122e-05, 2.40755e-05, 2.39125e-05, 5.30751e-05, 2.39122e-05, 2.39122e-05, 2.51566e-05
0.621832, 0, 0.000402638, 4.14081e-05, 1.41421, -0.000402638, 4.14081e-05, 4.14169e-05, 4.141e-05, 0.000117806, 4.33163e-05, 4.14903e-05, 4.30788e-05, 8.0211e-05, 0.000124893, 0.000157232, 4.15482e-05, 4.17926e-05, 4.15625e-05, 4.14081e-05, 4.16389e-05, 4.14086e-05, 8.13916e-05, 4.14081e-05, 4.14081e-05, 4.35627e-05
