   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.26081, 44, 39.3215, 18.3494, 6.78233, 4.67851, 0, 18.3494, 18.3495, 39.3214, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494, 18.3494
7.26868, 38, 34.2661, 18.0543, 6.32456, 3.73386, 0, 18.0543, 18.0544, 34.266, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543, 18.0543
7.27655, 24, 30.1726, 17.7592, 5.09902, -6.1726, 0, 17.7593, 17.7593, 30.1725, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592, 17.7592
7.28442, 12, 26.8779, 17.4627, 3.74166, -14.8779, 0, 17.4628, 17.4629, 26.8778, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627, 17.4627
7.2923, 18, 24.2357, 17.162, 4.47214, -6.23575, 0, 17.1621, 17.1622, 24.2356, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162, 17.162
7.30017, 20, 22.0753, 16.8106, 4.69042, -2.07533, 0, 16.8106, 16.8107, 22.0752, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106, 16.8106
7.30804, 18, 20.4819, 16.6002, 4.47214, -2.48193, 0, 16.6002, 16.6003, 20.4818, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002, 16.6002
7.31591, 18, 19.2256, 16.3903, 4.47214, -1.22556, 0, 16.3903, 16.3904, 19.2254, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903, 16.3903
7.32378, 20, 18.2334, 16.1818, 4.69042, 1.76656, 0, 16.1818, 16.1819, 18.2333, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818, 16.1818
7.33166, 12, 17.5167, 16.0459, 3.74166, -5.5167, 0, 16.0459, 16.046, 17.5165, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459, 16.0459
7.33953, 14, 16.9546, 15.9099, 4, -2.95458, 0, 15.9099, 15.91, 16.9544, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099, 15.9099
7.3474, 20, 16.5096, 15.7745, 4.69042, 3.49035, 0, 15.7745, 15.7746, 16.5095, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745, 15.7745
7.35527, 18, 16.1529, 15.6403, 4.47214, 1.84712, 0, 15.6403, 15.6404, 16.1527, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403, 15.6403
7.36314, 8, 15.8602, 15.506, 3.16228, -7.86018, 0, 15.506, 15.5061, 15.86, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506, 15.506
7.37102, 16, 15.6148, 15.3723, 4.24264, 0.385175, 0, 15.3723, 15.3724, 15.6146, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3723, 15.3724, 15.3723
7.37889, 26, 15.4044, 15.2398, 5.2915, 10.5956, 0, 15.2398, 15.2399, 15.4041, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2398, 15.2399, 15.2398
7.38676, 16, 15.218, 15.1073, 4.24264, 0.782001, 0, 15.1073, 15.1074, 15.2177, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1073, 15.1074, 15.1073
7.39463, 14, 15.0492, 14.9754, 4, -1.04921, 0, 14.9754, 14.9755, 15.0489, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9754, 14.9755, 14.9754
7.40251, 16, 14.8934, 14.8445, 4.24264, 1.10656, 0, 14.8446, 14.8447, 14.8931, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8445, 14.8447, 14.8445
7.41038, 12, 14.746, 14.7138, 3.74166, -2.74596, 0, 14.7138, 14.7139, 14.7455, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7138, 14.7141, 14.7138
7.41825, 26, 14.6047, 14.5836, 5.2915, 11.3953, 0, 14.5836, 14.5837, 14.6042, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.5836, 14.584, 14.5836
7.42612, 20, 14.4683, 14.4545, 4.69042, 5.53167, 0, 14.4545, 14.4546, 14.4677, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.4545, 14.455, 14.4545
7.43399, 8, 14.3347, 14.3254, 3.16228, -6.33468, 0, 14.3255, 14.3256, 14.3339, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3254, 14.3261, 14.3254
7.44187, 16, 14.2033, 14.197, 4.24264, 1.79666, 0, 14.197, 14.1972, 14.2023, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.197, 14.1979, 14.197
7.44974, 10, 14.0741, 14.0696, 3.4641, -4.07415, 0, 14.0696, 14.0697, 14.0729, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0696, 14.0707, 14.0696
7.45761, 14, 13.9459, 13.9423, 4, 0.0540648, 0, 13.9423, 13.9424, 13.9444, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9423, 13.9437, 13.9423
7.46548, 28, 13.8188, 13.8156, 5.47723, 14.1812, 0, 13.8157, 13.8158, 13.8169, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8156, 13.8174, 13.8156
7.47335, 6, 13.693, 13.6898, 2.82843, -7.69298, 0, 13.6898, 13.69, 13.6906, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.6898, 13.692, 13.6898
7.48123, 10, 13.5677, 13.5643, 3.4641, -3.56772, 0, 13.5644, 13.5645, 13.5648, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5643, 13.5671, 13.5643
7.4891, 18, 13.4428, 13.439, 4.47214, 4.55724, 0, 13.439, 13.4391, 13.4392, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.439, 13.4423, 13.439
7.49697, 10, 13.3171, 13.3127, 3.4641, -3.31709, 0, 13.3127, 13.3128, 13.3129, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3127, 13.3168, 13.3127
7.50484, 24, 13.1888, 13.1837, 5.09902, 10.8112, 0, 13.1837, 13.1838, 13.1838, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1837, 13.1886, 13.1837
7.51271, 12, 13.0574, 13.0514, 3.74166, -1.05744, 0, 13.0514, 13.0516, 13.0515, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0514, 13.0572, 13.0514
7.52059, 26, 12.9233, 12.9162, 5.2915, 13.0767, 0, 12.9162, 12.9164, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.9162, 12.923, 12.9162
7.52846, 16, 12.7866, 12.7784, 4.24264, 3.21345, 0, 12.7784, 12.7786, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7784, 12.7864, 12.7784
7.53633, 6, 12.6479, 12.6386, 2.82843, -6.64791, 0, 12.6386, 12.6387, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6386, 12.6477, 12.6386
7.5442, 20, 12.5064, 12.4957, 4.69042, 7.49365, 0, 12.4957, 12.4959, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.4957, 12.5062, 12.4957
7.55208, 22, 12.3617, 12.3497, 4.89898, 9.63831, 0, 12.3497, 12.3498, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3497, 12.3615, 12.3497
7.55995, 14, 12.2149, 12.2015, 4, 1.78509, 0, 12.2015, 12.2017, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2015, 12.2147, 12.2015
7.56782, 10, 12.0675, 12.0527, 3.4641, -2.06753, 0, 12.0527, 12.0529, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0527, 12.0673, 12.0527
7.57569, 18, 11.9193, 11.9031, 4.47214, 6.08066, 0, 11.9031, 11.9032, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9031, 11.9192, 11.9031
7.58356, 8, 11.7707, 11.7531, 3.16228, -3.7707, 0, 11.7531, 11.7532, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7531, 11.7705, 11.7531
7.59144, 12, 11.6223, 11.6033, 3.74166, 0.377717, 0, 11.6033, 11.6035, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6033, 11.6221, 11.6033
7.59931, 18, 11.4747, 11.4545, 4.47214, 6.52528, 0, 11.4546, 11.4547, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4545, 11.4745, 11.4545
7.60718, 10, 11.43, 11.4088, 3.4641, -1.43004, 0, 11.4088, 11.409, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4088, 11.4298, 11.4088
7.61505, 14, 11.3853, 11.3631, 4, 2.61471, 0, 11.3631, 11.3633, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3631, 11.3851, 11.3631
7.62292, 6, 11.3404, 11.3175, 2.82843, -5.34045, 0, 11.3175, 11.3177, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3175, 11.3402, 11.3175
7.6308, 14, 11.2955, 11.272, 4, 2.70451, 0, 11.272, 11.2722, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.2953, 11.272
7.63867, 2, 11.2504, 11.2266, 2, -9.25041, 0, 11.2266, 11.2268, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2266, 11.2502, 11.2266
7.64654, 16, 11.2052, 11.1813, 4.24264, 4.7948, 0, 11.1813, 11.1815, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.1813, 11.2049, 11.1813
7.65441, 10, 11.1598, 11.136, 3.4641, -1.15985, 0, 11.1361, 11.1363, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.136, 11.1596, 11.136
7.66229, 16, 11.1144, 11.0909, 4.24264, 4.88563, 0, 11.0909, 11.0912, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.0909, 11.1141, 11.0909
7.67016, 10, 11.1354, 11.1125, 3.4641, -1.13537, 0, 11.1125, 11.1128, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1351, 11.1125
7.67803, 14, 11.1544, 11.1323, 4, 2.84556, 0, 11.1323, 11.1326, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1323, 11.1541, 11.1323
7.6859, 20, 11.1712, 11.15, 4.69042, 8.82883, 0, 11.15, 11.1503, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.15, 11.1708, 11.15
7.69377, 2, 11.185, 11.1648, 2, -9.18495, 0, 11.1648, 11.1652, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1648, 11.1846, 11.1648
7.70165, 12, 11.1955, 11.1766, 3.74166, 0.804472, 0, 11.1766, 11.177, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1766, 11.1951, 11.1766
7.70952, 20, 11.2031, 11.1854, 4.69042, 8.79694, 0, 11.1854, 11.1858, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.1854, 11.2026, 11.1854
7.71739, 12, 11.2073, 11.191, 3.74166, 0.792708, 0, 11.191, 11.1914, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.2068, 11.191
7.72526, 16, 11.2085, 11.1935, 4.24264, 4.79154, 0, 11.1935, 11.194, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.208, 11.1935
7.73314, 6, 11.2071, 11.1935, 2.82843, -5.20707, 0, 11.1935, 11.194, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.1935, 11.2065, 11.1935
7.74101, 14, 11.2031, 11.1909, 4, 2.79686, 0, 11.1909, 11.1915, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.1909, 11.2026, 11.1909
7.74888, 14, 11.1969, 11.186, 4, 2.80306, 0, 11.186, 11.1866, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.186, 11.1963, 11.186
7.75675, 12, 11.1888, 11.1791, 3.74166, 0.811155, 0, 11.1792, 11.1798, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1791, 11.1882, 11.1791
7.76462, 12, 11.1793, 11.1707, 3.74166, 0.820717, 0, 11.1707, 11.1714, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1707, 11.1786, 11.1707
7.7725, 4, 11.1688, 11.1613, 2.44949, -7.16876, 0, 11.1613, 11.1619, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1613, 11.1681, 11.1613
7.78037, 26, 11.1574, 11.1508, 5.2915, 14.8426, 0, 11.1508, 11.1515, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1508, 11.1566, 11.1508
7.78824, 12, 11.1451, 11.1394, 3.74166, 0.854875, 0, 11.1394, 11.1402, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1394, 11.1444, 11.1394
7.79611, 14, 11.1323, 11.1273, 4, 2.86771, 0, 11.1273, 11.1281, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1273, 11.1315, 11.1273
7.80398, 22, 11.1192, 11.1149, 4.89898, 10.8808, 0, 11.1149, 11.1156, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1149, 11.1184, 11.1149
7.81186, 6, 11.1061, 11.1022, 2.82843, -5.10607, 0, 11.1022, 11.103, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1022, 11.1053, 11.1022
7.81973, 14, 11.0929, 11.0894, 4, 2.90713, 0, 11.0894, 11.0902, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.0894, 11.092, 11.0894
7.8276, 14, 11.0797, 11.0765, 4, 2.92028, 0, 11.0765, 11.0773, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0765, 11.0789, 11.0765
7.83547, 10, 11.0667, 11.0636, 3.4641, -1.06673, 0, 11.0636, 11.0644, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0636, 11.0659, 11.0636
7.84335, 20, 11.0539, 11.0507, 4.69042, 8.9461, 0, 11.0507, 11.0515, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0507, 11.0531, 11.0507
7.85122, 20, 11.0411, 11.0376, 4.69042, 8.95892, 0, 11.0376, 11.0384, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0376, 11.0403, 11.0376
7.85909, 22, 11.0282, 11.0242, 4.89898, 10.9718, 0, 11.0243, 11.025, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0242, 11.0274, 11.0242
7.86696, 12, 11.0155, 11.0106, 3.74166, 0.984549, 0, 11.0106, 11.0113, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0106, 11.0147, 11.0106
7.87483, 18, 11.0028, 10.9966, 4.47214, 6.99717, 0, 10.9967, 10.9974, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 10.9966, 11.0021, 10.9966
7.88271, 10, 10.9906, 10.9825, 3.4641, -0.990557, 0, 10.9825, 10.9832, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9825, 10.9898, 10.9825
7.89058, 8, 10.9788, 10.9681, 3.16228, -2.97875, 0, 10.9682, 10.9688, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9681, 10.9682, 10.9681, 10.9681, 10.9781, 10.9681
7.89845, 18, 10.9676, 10.9536, 4.47214, 7.03239, 0, 10.9536, 10.9542, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9669, 10.9536
7.90632, 12, 10.9574, 10.9388, 3.74166, 1.04258, 0, 10.9388, 10.9394, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9388, 10.9568, 10.9388
7.91419, 10, 10.9486, 10.9239, 3.4641, -0.94856, 0, 10.924, 10.9245, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.948, 10.9239
7.92207, 6, 10.9415, 10.9091, 2.82843, -4.94146, 0, 10.9091, 10.9096, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9409, 10.9091
7.92994, 6, 10.9513, 10.9091, 2.82843, -4.95135, 0, 10.9091, 10.9096, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9091, 10.9508, 10.9091
7.93781, 16, 10.9789, 10.9242, 4.24264, 5.02108, 0, 10.9242, 10.9247, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9242, 10.9784, 10.9242
7.94568, 12, 11.0095, 10.9393, 3.74166, 0.990492, 0, 10.9393, 10.9397, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 10.9393, 11.009, 10.9393
7.95356, 12, 11.0437, 10.9543, 3.74166, 0.956289, 0, 10.9544, 10.9548, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 10.9543, 11.0433, 10.9543
7.96143, 10, 11.0822, 10.9695, 3.4641, -1.08216, 0, 10.9695, 10.9699, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 10.9695, 11.0817, 10.9695
7.9693, 10, 11.1253, 10.9846, 3.4641, -1.12529, 0, 10.9846, 10.9849, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 10.9846, 11.1249, 10.9846
7.97717, 20, 11.1735, 10.9994, 4.69042, 8.82647, 0, 10.9995, 10.9998, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 10.9994, 11.1732, 10.9994
7.98504, 20, 11.2274, 11.0141, 4.69042, 8.77261, 0, 11.0141, 11.0144, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.0141, 11.227, 11.0141
7.99292, 20, 11.2875, 11.0286, 4.69042, 8.71252, 0, 11.0286, 11.0289, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.2871, 11.0286
8.00079, 24, 11.3543, 11.0431, 5.09902, 12.6457, 0, 11.0431, 11.0434, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.354, 11.0431
8.00866, 14, 11.4282, 11.0576, 4, 2.57182, 0, 11.0577, 11.0579, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.0576, 11.4279, 11.0576
8.01653, 10, 11.509, 11.0721, 3.4641, -1.50903, 0, 11.0721, 11.0724, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.0721, 11.5087, 11.0721
8.0244, 12, 11.5965, 11.0862, 3.74166, 0.403486, 0, 11.0863, 11.0865, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.0862, 11.5962, 11.0862
