   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_33.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.279564, 0, 3.40653e-10, 0, 1.41421, -3.40653e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46466e-15, 1.13683e-14, 0, 3.40636e-10, 0, 0, 0
0.287456, 0, 5.30164e-10, 2.8026e-44, 1.41421, -5.30164e-10, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 8.80856e-15, 1.8512e-14, 2.8026e-44, 5.30136e-10, 2.8026e-44, 2.8026e-44, 2.8026e-44
0.295347, 0, 8.19517e-10, 5.68927e-43, 1.41421, -8.19517e-10, 0, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 5.68927e-43, 1.41382e-14, 3.00055e-14, 5.68927e-43, 8.19473e-10, 5.68927e-43, 5.68927e-43, 5.68927e-43
0.303238, 0, 1.25826e-09, 8.51849e-42, 1.41421, -1.25826e-09, 0, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 8.51849e-42, 2.26046e-14, 4.84209e-14, 8.51849e-42, 1.25819e-09, 8.51849e-42, 8.51849e-42, 8.51849e-42
0.31113, 0, 1.91895e-09, 1.16292e-40, 1.41421, -1.91895e-09, 0, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 1.16292e-40, 3.60152e-14, 7.78127e-14, 1.16292e-40, 1.91884e-09, 1.16292e-40, 1.16292e-40, 1.16292e-40
0.319021, 0, 2.90704e-09, 1.42474e-39, 1.41421, -2.90704e-09, 0, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 1.42474e-39, 5.72061e-14, 1.24554e-13, 1.42474e-39, 2.90686e-09, 1.42474e-39, 1.42474e-39, 1.42474e-39
0.326912, 0, 4.37469e-09, 1.57179e-38, 1.41421, -4.37469e-09, 0, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 1.57179e-38, 9.06279e-14, 1.9864e-13, 1.57179e-38, 4.3744e-09, 1.57179e-38, 1.57179e-38, 1.57179e-38
0.334803, 0, 6.53984e-09, 1.56762e-37, 1.41421, -6.53984e-09, 0, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.56762e-37, 1.43265e-13, 3.15713e-13, 1.56762e-37, 6.53938e-09, 1.56762e-37, 1.56762e-37, 1.56762e-37
0.342695, 0, 9.71243e-09, 1.42231e-36, 1.41421, -9.71243e-09, 0, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 1.42231e-36, 2.26087e-13, 5.00215e-13, 1.42231e-36, 9.71171e-09, 1.42231e-36, 1.42231e-36, 1.42231e-36
0.350586, 0, 1.43299e-08, 1.18029e-35, 1.41421, -1.43299e-08, 0, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 1.18029e-35, 3.5633e-13, 7.90267e-13, 1.18029e-35, 1.43288e-08, 1.18029e-35, 1.18029e-35, 1.18029e-35
0.358477, 0, 2.10055e-08, 8.99829e-35, 1.41421, -2.10055e-08, 0, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 8.99829e-35, 5.61108e-13, 1.24527e-12, 8.99829e-35, 2.10037e-08, 8.99829e-35, 8.99829e-35, 8.99829e-35
0.366369, 0, 3.05925e-08, 6.33001e-34, 1.41421, -3.05925e-08, 0, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 6.33001e-34, 8.83091e-13, 1.95764e-12, 6.33001e-34, 3.05896e-08, 6.33001e-34, 6.33001e-34, 6.33001e-34
0.37426, 0, 4.42694e-08, 4.3512e-33, 1.41421, -4.42694e-08, 0, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 4.3512e-33, 1.38947e-12, 3.07102e-12, 4.3512e-33, 4.4265e-08, 4.3512e-33, 4.3512e-33, 4.3512e-33
0.382151, 0, 6.36534e-08, 2.61035e-32, 1.41421, -6.36534e-08, 0, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.61035e-32, 2.18606e-12, 4.80834e-12, 2.61035e-32, 6.36464e-08, 2.61035e-32, 2.61035e-32, 2.61035e-32
0.390042, 0, 9.09469e-08, 1.4686e-31, 1.41421, -9.09469e-08, 0, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 1.4686e-31, 3.4394e-12, 7.51511e-12, 1.4686e-31, 9.09359e-08, 1.4686e-31, 1.4686e-31, 1.4686e-31
0.397934, 0, 1.29129e-07, 8.07804e-31, 1.41421, -1.29129e-07, 0, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 8.07804e-31, 5.41143e-12, 1.17259e-11, 8.07804e-31, 1.29112e-07, 8.07804e-31, 8.07804e-31, 8.07804e-31
0.405825, 0, 1.82201e-07, 4.22289e-30, 1.41421, -1.82201e-07, 0, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 4.22289e-30, 8.51334e-12, 1.8266e-11, 4.22289e-30, 1.82174e-07, 4.22289e-30, 4.22289e-30, 4.22289e-30
0.413716, 0, 2.55501e-07, 2.08117e-29, 1.41421, -2.55501e-07, 0, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 2.08117e-29, 1.33893e-11, 2.84061e-11, 2.08117e-29, 2.55459e-07, 2.08117e-29, 2.08117e-29, 2.08117e-29
0.421608, 0, 3.561e-07, 9.73432e-29, 1.41421, -3.561e-07, 0, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 9.73432e-29, 2.10453e-11, 4.40967e-11, 9.73432e-29, 3.56035e-07, 9.73432e-29, 9.73432e-29, 9.73432e-29
0.429499, 0, 4.93305e-07, 4.36257e-28, 1.41421, -4.93305e-07, 0, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 4.36257e-28, 3.30472e-11, 6.83211e-11, 4.36257e-28, 4.93203e-07, 4.36257e-28, 4.36257e-28, 4.36257e-28
0.43739, 0, 6.79277e-07, 1.86331e-27, 1.41421, -6.79277e-07, 0, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 1.86331e-27, 5.18215e-11, 1.05622e-10, 1.86331e-27, 6.7912e-07, 1.86331e-27, 1.86331e-27, 1.86331e-27
0.445281, 0, 9.29809e-07, 7.57577e-27, 1.41421, -9.29809e-07, 0, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 7.57577e-27, 8.11112e-11, 1.62885e-10, 7.57577e-27, 9.29565e-07, 7.57577e-27, 7.57577e-27, 7.57577e-27
0.453173, 0, 1.26527e-06, 2.93739e-26, 1.41421, -1.26527e-06, 0, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 2.93739e-26, 1.26659e-10, 2.50486e-10, 2.93739e-26, 1.26489e-06, 2.93739e-26, 2.93739e-26, 2.93739e-26
0.461064, 0, 1.71176e-06, 1.08804e-25, 1.41421, -1.71176e-06, 0, 1.08804e-25, 1.08804e-25, 1.08804e-25, 1.08804e-25, 1.08804e-25, 5.21979e-12, 1.08804e-25, 1.08804e-25, 1.08804e-25, 1.08804e-25, 1.97226e-10, 3.83969e-10, 1.08804e-25, 1.71117e-06, 1.08804e-25, 1.08804e-25, 1.08804e-25
0.468955, 0, 2.3025e-06, 3.86055e-25, 1.41421, -2.3025e-06, 0, 3.86055e-25, 3.86055e-25, 3.86055e-25, 3.86055e-25, 3.86055e-25, 1.70091e-11, 3.86055e-25, 3.86055e-25, 3.86055e-25, 3.86055e-25, 3.06093e-10, 5.86464e-10, 3.86055e-25, 2.30159e-06, 3.86055e-25, 3.86055e-25, 3.86055e-25
0.476847, 0, 3.08458e-06, 1.33001e-24, 1.41421, -3.08458e-06, 0, 1.54746e-13, 3.61541e-14, 5.87122e-10, 1.83335e-11, 3.31403e-11, 2.79233e-10, 2.76784e-09, 9.20846e-10, 1.68804e-12, 4.3287e-12, 4.73262e-10, 8.92146e-10, 1.97527e-15, 3.07858e-06, 1.33001e-24, 1.33001e-24, 2.64301e-11
0.484738, 0, 4.11235e-06, 3.09574e-10, 1.41421, -4.11235e-06, 3.09574e-10, 3.10076e-10, 3.09691e-10, 2.21481e-09, 3.69067e-10, 4.17115e-10, 1.17494e-09, 9.29135e-09, 3.29776e-09, 3.15051e-10, 3.2362e-10, 1.03828e-09, 1.6607e-09, 3.0958e-10, 4.09526e-06, 3.09574e-10, 3.09574e-10, 3.9534e-10
0.492629, 0, 5.45915e-06, 1.0009e-09, 1.41421, -5.45915e-06, 1.0009e-09, 1.00217e-09, 1.0012e-09, 5.79103e-09, 1.15048e-09, 1.27128e-09, 3.14413e-09, 2.35828e-08, 8.51377e-09, 1.01468e-09, 1.03622e-09, 2.1178e-09, 3.03717e-09, 1.00092e-09, 5.41829e-06, 1.0009e-09, 1.0009e-09, 1.21654e-09
0.50052, 0, 7.22308e-06, 2.50957e-09, 1.41421, -7.22308e-06, 2.50957e-09, 2.51246e-09, 2.51025e-09, 1.34719e-08, 2.85188e-09, 3.12834e-09, 7.37696e-09, 5.41888e-08, 1.9703e-08, 2.54109e-09, 2.59039e-09, 4.21295e-09, 5.56217e-09, 2.50961e-09, 7.13205e-06, 2.50957e-09, 2.50957e-09, 3.00305e-09
0.508412, 0, 9.53616e-06, 5.72989e-09, 1.41421, -9.53616e-06, 5.72989e-09, 5.73619e-09, 5.73136e-09, 2.96174e-08, 6.47581e-09, 7.07823e-09, 1.62825e-08, 1.18342e-07, 4.31952e-08, 5.79857e-09, 5.90601e-09, 8.314e-09, 1.02806e-08, 5.72997e-09, 9.34109e-06, 5.72989e-09, 5.72989e-09, 6.80522e-09
0.516303, 0, 1.25843e-05, 1.24587e-08, 1.41421, -1.25843e-05, 1.24587e-08, 1.24719e-08, 1.24618e-08, 6.28525e-08, 1.40323e-08, 1.53032e-08, 3.46261e-08, 2.50028e-07, 9.14967e-08, 1.26035e-08, 1.28302e-08, 1.6357e-08, 1.92045e-08, 1.24588e-08, 1.21773e-05, 1.24587e-08, 1.24587e-08, 1.47272e-08
0.524194, 0, 1.66433e-05, 2.62347e-08, 1.41421, -1.66433e-05, 2.62347e-08, 2.6262e-08, 2.6241e-08, 1.2988e-07, 2.94711e-08, 3.20849e-08, 7.6521e-08, 5.14844e-07, 1.88792e-07, 2.65326e-08, 2.69988e-08, 3.20816e-08, 3.61779e-08, 2.6235e-08, 1.58076e-05, 2.62347e-08, 2.62347e-08, 3.09004e-08
0.532086, 0, 2.2163e-05, 5.40056e-08, 1.41421, -2.2163e-05, 5.40056e-08, 5.40606e-08, 5.40184e-08, 2.6277e-07, 6.05245e-08, 6.57894e-08, 1.96753e-07, 1.03818e-06, 3.81433e-07, 5.46058e-08, 5.55447e-08, 6.27233e-08, 6.85593e-08, 5.40063e-08, 2.04468e-05, 5.40056e-08, 5.40056e-08, 6.34034e-08
0.539977, 0, 2.97784e-05, 1.0832e-07, 1.41421, -2.97784e-05, 1.0832e-07, 1.08428e-07, 1.08345e-07, 5.19269e-07, 1.21152e-07, 1.31516e-07, 4.28768e-07, 2.04564e-06, 7.52856e-07, 1.09501e-07, 1.1135e-07, 1.21241e-07, 1.29481e-07, 1.08321e-07, 2.63722e-05, 1.0832e-07, 1.0832e-07, 1.26819e-07
0.547868, 0, 4.0578e-05, 2.1294e-07, 1.41421, -4.0578e-05, 2.1294e-07, 2.13149e-07, 2.12989e-07, 1.00607e-06, 2.37707e-07, 2.57709e-07, 8.9381e-07, 3.95196e-06, 1.45689e-06, 2.15221e-07, 2.18788e-07, 2.31968e-07, 2.43503e-07, 2.12943e-07, 3.39579e-05, 2.1294e-07, 2.1294e-07, 2.48644e-07
0.555759, 0, 5.63363e-05, 4.10434e-07, 1.41421, -5.63363e-05, 4.10434e-07, 4.10829e-07, 4.10526e-07, 1.91159e-06, 4.57309e-07, 4.95167e-07, 1.81253e-06, 7.48729e-06, 2.76486e-06, 4.1475e-07, 4.21501e-07, 4.38277e-07, 4.54277e-07, 4.10439e-07, 4.3715e-05, 4.10434e-07, 4.10434e-07, 4.7801e-07
0.563651, 0, 7.99616e-05, 7.75815e-07, 1.41421, -7.99616e-05, 7.75815e-07, 7.7655e-07, 7.75987e-07, 3.56265e-06, 8.62837e-07, 9.33119e-07, 3.5739e-06, 1.39137e-05, 5.14671e-06, 7.83828e-07, 7.96362e-07, 8.16301e-07, 8.38291e-07, 7.75825e-07, 5.63657e-05, 7.75815e-07, 7.75815e-07, 9.01268e-07
0.571542, 0, 0.00011629, 1.43837e-06, 1.41421, -0.00011629, 1.43837e-06, 1.43971e-06, 1.43869e-06, 6.5136e-06, 1.59685e-06, 1.72485e-06, 6.93926e-06, 2.53643e-05, 9.3984e-06, 1.45297e-06, 1.47579e-06, 1.49687e-06, 1.52682e-06, 1.43839e-06, 7.29543e-05, 1.43837e-06, 1.43837e-06, 1.66684e-06
0.579433, 0, 0.000173223, 2.61606e-06, 1.41421, -0.000173223, 2.61606e-06, 2.61845e-06, 2.61662e-06, 1.16843e-05, 2.89923e-06, 3.12792e-06, 1.3269e-05, 4.5366e-05, 1.68387e-05, 2.64213e-06, 2.68292e-06, 2.70006e-06, 2.74048e-06, 2.61609e-06, 9.50219e-05, 2.61606e-06, 2.61606e-06, 3.02428e-06
0.587325, 0, 0.000263561, 4.66802e-06, 1.41421, -0.000263561, 4.66802e-06, 4.67221e-06, 4.669e-06, 2.05666e-05, 5.16447e-06, 5.56542e-06, 2.49875e-05, 7.9618e-05, 2.96035e-05, 4.71373e-06, 4.78524e-06, 4.78791e-06, 4.84199e-06, 4.66808e-06, 0.000124886, 4.66802e-06, 4.66802e-06, 5.38372e-06
0.595216, 0, 0.000407706, 8.17296e-06, 1.41421, -0.000407706, 8.17296e-06, 8.18017e-06, 8.17464e-06, 3.55269e-05, 9.02712e-06, 9.71696e-06, 4.63417e-05, 0.000137126, 5.1075e-05, 8.25161e-06, 8.37463e-06, 8.34306e-06, 8.41484e-06, 8.17305e-06, 0.000165997, 8.17296e-06, 8.17296e-06, 9.40433e-06
0.603107, 0, 0.00063772, 1.40422e-05, 1.41421, -0.00063772, 1.40422e-05, 1.40544e-05, 1.40451e-05, 6.02331e-05, 1.54846e-05, 1.66495e-05, 8.46378e-05, 0.000231797, 8.64883e-05, 1.4175e-05, 1.43828e-05, 1.42822e-05, 1.43768e-05, 1.40424e-05, 0.00022354, 1.40422e-05, 1.40422e-05, 1.61216e-05
0.610998, 0, 0.00100314, 2.36787e-05, 1.41421, -0.00100314, 2.36787e-05, 2.36988e-05, 2.36834e-05, 0.000100243, 2.60695e-05, 2.80004e-05, 0.000152222, 0.000384622, 0.000143763, 2.38988e-05, 2.42432e-05, 2.40153e-05, 2.41394e-05, 2.36789e-05, 0.000305238, 2.36787e-05, 2.36787e-05, 2.71253e-05
0.61889, 0, 0.00157914, 3.91916e-05, 1.41421, -0.00157914, 3.91916e-05, 3.92245e-05, 3.91993e-05, 0.000163783, 4.30821e-05, 4.62242e-05, 0.000269567, 0.000626544, 0.000234601, 3.95499e-05, 4.01102e-05, 3.96617e-05, 3.98235e-05, 3.91921e-05, 0.000422464, 3.91916e-05, 3.91916e-05, 4.48003e-05
0.626781, 0, 0.00247779, 6.36792e-05, 1.41421, -0.00247779, 6.36792e-05, 6.37317e-05, 6.36914e-05, 0.000262743, 6.98952e-05, 7.49154e-05, 0.000469987, 0.00100211, 0.000375892, 6.42515e-05, 6.51469e-05, 6.43322e-05, 6.45426e-05, 6.36799e-05, 0.000591738, 6.36792e-05, 6.36792e-05, 7.26404e-05
0.634672, 0, 0.0038631, 0.000101584, 1.41421, -0.0038631, 0.000101584, 0.000101666, 0.000101603, 0.000413907, 0.000111336, 0.000119213, 0.000806637, 0.00157395, 0.000591434, 0.000102482, 0.000103887, 0.000102487, 0.00010276, 0.000101585, 0.000836683, 0.000101584, 0.000101584, 0.000115644
0.642563, 0, 0.00597067, 0.000159122, 1.41421, -0.00597067, 0.000159122, 0.000159248, 0.000159151, 0.000640386, 0.00017415, 0.000186287, 0.00136264, 0.00242792, 0.00091394, 0.000160505, 0.00016267, 0.000160366, 0.00016072, 0.000159123, 0.00119048, 0.000159122, 0.000159122, 0.000180787
0.650455, 0, 0.00913277, 0.000244779, 1.41421, -0.00913277, 0.000244779, 0.000244971, 0.000244824, 0.000973231, 0.000267526, 0.000285897, 0.00226537, 0.00367886, 0.00138729, 0.000246874, 0.000250151, 0.000246486, 0.000246946, 0.000244782, 0.0016989, 0.000244779, 0.000244779, 0.000277572
0.658346, 0, 0.0138091, 0.000369845, 1.41421, -0.0138091, 0.000369845, 0.00037013, 0.000369912, 0.00145307, 0.00040367, 0.000430988, 0.00370581, 0.00547641, 0.00206878, 0.000372959, 0.000377834, 0.000372179, 0.000372773, 0.000369849, 0.00242396, 0.000369845, 0.000369845, 0.00041861
