   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_124.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.9138, 4, 3.74837, 3.73697, 2.44949, 0.251635, 0, 3.737, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.73697, 3.74833, 3.73697
10.9217, 4, 3.74745, 3.73768, 2.44949, 0.252548, 0, 3.73771, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73768, 3.73769, 3.73768, 3.73768, 3.74742, 3.73768
10.9295, 12, 3.74671, 3.7384, 3.74166, 8.25329, 0, 3.73843, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.7384, 3.74668, 3.7384
10.9374, 0, 3.75947, 3.75245, 1.41421, -3.75947, 0, 3.75248, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75245, 3.75944, 3.75245
10.9453, 6, 3.76663, 3.76074, 2.82843, 2.23337, 0, 3.76076, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.76074, 3.7666, 3.76074
10.9531, 2, 3.7687, 3.76379, 2, -1.7687, 0, 3.76382, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76379, 3.76867, 3.76379
10.961, 4, 3.76829, 3.76423, 2.44949, 0.231712, 0, 3.76426, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76423, 3.76826, 3.76423
10.9689, 2, 3.768, 3.76466, 2, -1.768, 0, 3.76469, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76466, 3.76467, 3.76466, 3.76466, 3.76797, 3.76466
10.9768, 2, 3.78065, 3.77793, 2, -1.78065, 0, 3.77796, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.77793, 3.78062, 3.77793
10.9846, 6, 3.78816, 3.78595, 2.82843, 2.21184, 0, 3.78599, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78595, 3.78596, 3.78595, 3.78595, 3.78813, 3.78595
10.9925, 6, 3.79101, 3.78923, 2.82843, 2.20899, 0, 3.78926, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.78923, 3.79098, 3.78923
11.0004, 2, 3.79155, 3.79013, 2, -1.79155, 0, 3.79016, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79013, 3.79152, 3.79013
11.0082, 6, 3.79215, 3.79102, 2.82843, 2.20785, 0, 3.79105, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79102, 3.79212, 3.79102
11.0161, 10, 3.80305, 3.80215, 3.4641, 6.19695, 0, 3.80219, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80215, 3.80216, 3.80215, 3.80215, 3.80302, 3.80215
11.024, 2, 3.80946, 3.80875, 2, -1.80946, 0, 3.80878, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80875, 3.80942, 3.80875
11.0319, 8, 3.81178, 3.81123, 3.16228, 4.18822, 0, 3.81126, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81123, 3.81175, 3.81123
11.0397, 4, 3.81208, 3.81164, 2.44949, 0.187922, 0, 3.81168, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81164, 3.81165, 3.81164, 3.81164, 3.81204, 3.81164
11.0476, 6, 3.8124, 3.81206, 2.82843, 2.1876, 0, 3.81209, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81206, 3.81237, 3.81206
11.0555, 6, 3.82254, 3.82227, 2.82843, 2.17746, 0, 3.8223, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.82227, 3.8225, 3.82227
11.0634, 16, 3.82878, 3.82857, 4.24264, 12.1712, 0, 3.82861, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82857, 3.82858, 3.82857, 3.82857, 3.82875, 3.82857
11.0712, 0, 3.83146, 3.8313, 1.41421, -3.83146, 0, 3.83133, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.8313, 3.83143, 3.8313
11.0791, 6, 3.83236, 3.83223, 2.82843, 2.16764, 0, 3.83226, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83223, 3.83232, 3.83223
11.087, 4, 3.83326, 3.83315, 2.44949, 0.16674, 0, 3.83319, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83315, 3.83316, 3.83315, 3.83315, 3.83323, 3.83315
11.0948, 8, 3.84111, 3.84102, 3.16228, 4.15889, 0, 3.84105, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84102, 3.84107, 3.84102
11.1027, 10, 3.84583, 3.84576, 3.4641, 6.15417, 0, 3.84579, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.84576, 3.8458, 3.84576
11.1106, 4, 3.84768, 3.84762, 2.44949, 0.152319, 0, 3.84765, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84762, 3.84765, 3.84762
11.1185, 4, 3.84809, 3.84803, 2.44949, 0.151912, 0, 3.84807, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84803, 3.84804, 3.84803, 3.84803, 3.84805, 3.84803
11.1263, 4, 3.8485, 3.84845, 2.44949, 0.151504, 0, 3.84848, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84845, 3.84846, 3.84845
11.1342, 10, 3.85545, 3.8554, 3.4641, 6.14455, 0, 3.85543, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.8554, 3.85541, 3.8554
11.1421, 2, 3.85989, 3.85985, 2, -1.85989, 0, 3.85988, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985, 3.85985
11.1499, 2, 3.86198, 3.86194, 2, -1.86198, 0, 3.86197, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86194, 3.86195, 3.86194
11.1578, 6, 3.86289, 3.86286, 2.82843, 2.13711, 0, 3.86289, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286, 3.86286
11.1657, 6, 3.86381, 3.86377, 2.82843, 2.13619, 0, 3.8638, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377, 3.86377
11.1736, 6, 3.8684, 3.86836, 2.82843, 2.1316, 0, 3.8684, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836, 3.86836
11.1814, 4, 3.87124, 3.87121, 2.44949, 0.128758, 0, 3.87124, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121, 3.87121
11.1893, 10, 3.8724, 3.87236, 3.4641, 6.1276, 0, 3.8724, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236, 3.87236
11.1972, 4, 3.87271, 3.87268, 2.44949, 0.127285, 0, 3.87271, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268, 3.87268
11.205, 2, 3.87303, 3.87299, 2, -1.87303, 0, 3.87303, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299, 3.87299
11.2129, 2, 3.87581, 3.87577, 2, -1.87581, 0, 3.87581, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577, 3.87577
11.2208, 8, 3.87795, 3.87791, 3.16228, 4.12205, 0, 3.87795, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791, 3.87791
11.2287, 10, 3.87956, 3.87952, 3.4641, 6.12044, 0, 3.87956, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87952, 3.87953, 3.87952, 3.87952, 3.87952, 3.87952
11.2365, 0, 3.88042, 3.88038, 1.41421, -3.88042, 0, 3.88041, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038, 3.88038
11.2444, 6, 3.88064, 3.8806, 2.82843, 2.11936, 0, 3.88064, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.8806, 3.88061, 3.8806, 3.8806, 3.8806, 3.8806
11.2523, 12, 3.88043, 3.88039, 3.74166, 8.11957, 0, 3.88043, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039, 3.88039
11.2601, 4, 3.87994, 3.8799, 2.44949, 0.120064, 0, 3.87993, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799, 3.8799
11.268, 8, 3.8793, 3.87926, 3.16228, 4.1207, 0, 3.8793, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87926, 3.87927, 3.87926, 3.87926, 3.87926, 3.87926
11.2759, 2, 3.87867, 3.87863, 2, -1.87867, 0, 3.87867, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863, 3.87863
11.2838, 8, 3.87835, 3.87831, 3.16228, 4.12165, 0, 3.87834, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831, 3.87831
11.2916, 12, 3.87725, 3.87721, 3.74166, 8.12275, 0, 3.87725, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721, 3.87721
11.2995, 0, 3.87551, 3.87547, 1.41421, -3.87551, 0, 3.87551, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547, 3.87547
11.3074, 4, 3.87345, 3.87341, 2.44949, 0.126552, 0, 3.87345, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341, 3.87341
11.3152, 6, 3.87139, 3.87134, 2.82843, 2.12861, 0, 3.87138, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134
11.3231, 4, 3.87035, 3.87031, 2.44949, 0.129647, 0, 3.87035, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031, 3.87031
11.331, 10, 3.86827, 3.86822, 3.4641, 6.13173, 0, 3.86826, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822, 3.86822
11.3389, 6, 3.86526, 3.86521, 2.82843, 2.13474, 0, 3.86526, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86521, 3.86522, 3.86521, 3.86521, 3.86521, 3.86521
11.3467, 8, 3.8618, 3.86175, 3.16228, 4.1382, 0, 3.8618, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175, 3.86175
11.3546, 2, 3.85834, 3.85829, 2, -1.85834, 0, 3.85834, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829, 3.85829
11.3625, 4, 3.85752, 3.85747, 2.44949, 0.142477, 0, 3.85752, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747, 3.85747
11.3704, 6, 3.85552, 3.85547, 2.82843, 2.14448, 0, 3.85552, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547, 3.85547
11.3782, 0, 3.85248, 3.85241, 1.41421, -3.85248, 0, 3.85247, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85241, 3.85242, 3.85241, 3.85241, 3.85241, 3.85241
11.3861, 8, 3.8489, 3.84884, 3.16228, 4.1511, 0, 3.8489, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884, 3.84884
11.394, 14, 3.84533, 3.84526, 4, 10.1547, 0, 3.84533, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526, 3.84526
11.4018, 8, 3.84344, 3.84337, 3.16228, 4.15656, 0, 3.84344, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337, 3.84337
11.4097, 6, 3.84036, 3.84028, 2.82843, 2.15964, 0, 3.84036, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028, 3.84028
11.4176, 8, 3.83621, 3.83613, 3.16228, 4.16379, 0, 3.83621, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613, 3.83613
11.4255, 4, 3.83153, 3.83144, 2.44949, 0.168471, 0, 3.83153, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144, 3.83144
11.4333, 6, 3.82685, 3.82675, 2.82843, 2.17315, 0, 3.82685, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675, 3.82675
11.4412, 2, 3.82513, 3.82502, 2, -1.82513, 0, 3.82513, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82502, 3.82503, 3.82502
11.4491, 0, 3.82213, 3.82201, 1.41421, -3.82213, 0, 3.82213, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201, 3.82201
11.4569, 10, 3.81796, 3.81782, 3.4641, 6.18204, 0, 3.81795, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81782, 3.81783, 3.81782
11.4648, 6, 3.8132, 3.81305, 2.82843, 2.1868, 0, 3.81319, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81305, 3.81306, 3.81305
11.4727, 10, 3.80846, 3.80828, 3.4641, 6.19154, 0, 3.80844, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80828, 3.80829, 3.80828
11.4806, 6, 3.80566, 3.80545, 2.82843, 2.19434, 0, 3.80564, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80545, 3.80546, 3.80545
11.4884, 8, 3.80164, 3.80139, 3.16228, 4.19836, 0, 3.80162, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80139, 3.80141, 3.80139
11.4963, 6, 3.79651, 3.79621, 2.82843, 2.20349, 0, 3.79648, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79621, 3.79622, 3.79621, 3.79621, 3.79624, 3.79621
11.5042, 8, 3.79084, 3.79048, 3.16228, 4.20916, 0, 3.79081, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79048, 3.79052, 3.79048
11.512, 6, 3.7852, 3.78475, 2.82843, 2.2148, 0, 3.78515, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.78475, 3.7848, 3.78475
11.5199, 14, 3.78229, 3.78173, 4, 10.2177, 0, 3.78223, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78173, 3.78179, 3.78173
11.5278, 0, 3.77834, 3.77763, 1.41421, -3.77834, 0, 3.77826, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77763, 3.77771, 3.77763
11.5357, 8, 3.77342, 3.77252, 3.16228, 4.22658, 0, 3.77332, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77252, 3.77262, 3.77252
11.5435, 4, 3.76806, 3.76691, 2.44949, 0.23194, 0, 3.76794, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76691, 3.76703, 3.76691
11.5514, 2, 3.76278, 3.7613, 2, -1.76278, 0, 3.76263, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.7613, 3.76145, 3.7613
11.5593, 6, 3.75866, 3.75675, 2.82843, 2.24134, 0, 3.75847, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75675, 3.75694, 3.75675
11.5671, 6, 3.75397, 3.7515, 2.82843, 2.24603, 0, 3.75374, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.7515, 3.75151, 3.7515, 3.7515, 3.75174, 3.7515
11.575, 10, 3.74884, 3.74565, 3.4641, 6.25116, 0, 3.74856, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74565, 3.74594, 3.74565
11.5829, 10, 3.74348, 3.73936, 3.4641, 6.25652, 0, 3.74313, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73936, 3.73971, 3.73936
11.5908, 4, 3.73808, 3.73279, 2.44949, 0.261915, 0, 3.73767, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.73279, 3.7332, 3.73279
11.5986, 0, 3.73283, 3.72604, 1.41421, -3.73283, 0, 3.73234, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72604, 3.72653, 3.72604
11.6065, 2, 3.72787, 3.71919, 2, -1.72787, 0, 3.72728, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71919, 3.71977, 3.71919
11.6144, 4, 3.72332, 3.71228, 2.44949, 0.27668, 0, 3.72263, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71228, 3.71297, 3.71228
11.6222, 6, 3.71908, 3.70511, 2.82843, 2.28092, 0, 3.71827, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70511, 3.70591, 3.70511
11.6301, 4, 3.71516, 3.69756, 2.44949, 0.284845, 0, 3.71422, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.69756, 3.6985, 3.69756
11.638, 4, 3.71153, 3.68949, 2.44949, 0.288469, 0, 3.71045, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.68949, 3.69057, 3.68949
