   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0466343, 0, 1.75771e-20, 0, 1.41421, -1.75771e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99173e-22, 0, 0, 2.67722e-25, 0, 5.64527e-24, 0, 1.7372e-20, 0, 0, 0
0.0545253, 0, 3.94524e-20, 0, 1.41421, -3.94524e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4705e-22, 0, 0, 6.10012e-25, 0, 1.28957e-23, 0, 3.89919e-20, 0, 0, 0
0.0624162, 0, 8.73595e-20, 0, 1.41421, -8.73595e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.89895e-22, 0, 0, 1.37141e-24, 0, 2.90539e-23, 0, 8.63392e-20, 0, 0, 0
0.0703072, 0, 1.90934e-19, 0, 1.41421, -1.90934e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16352e-21, 0, 0, 3.04372e-24, 0, 6.45992e-23, 0, 1.88703e-19, 0, 0, 0
0.0781981, 0, 4.12096e-19, 0, 1.41421, -4.12096e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66953e-21, 0, 0, 6.67202e-24, 0, 1.41822e-22, 0, 4.07278e-19, 0, 0, 0
0.0860891, 0, 8.78694e-19, 0, 1.41421, -8.78694e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.95655e-21, 0, 0, 1.44515e-23, 0, 3.07582e-22, 0, 8.68415e-19, 0, 0, 0
0.09398, 0, 1.85167e-18, 0, 1.41421, -1.85167e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09813e-20, 0, 0, 3.09413e-23, 0, 6.59279e-22, 0, 1.83e-18, 0, 0, 0
0.101871, 0, 3.85766e-18, 0, 1.41421, -3.85766e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37109e-20, 0, 0, 6.55071e-23, 0, 1.39714e-21, 0, 3.81249e-18, 0, 0, 0
0.109762, 0, 7.94788e-18, 0, 1.41421, -7.94788e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00563e-20, 0, 0, 1.37182e-22, 0, 2.92836e-21, 0, 7.85475e-18, 0, 0, 0
0.117653, 0, 1.61982e-17, 0, 1.41421, -1.61982e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83538e-19, 0, 0, 2.84247e-22, 0, 6.07254e-21, 0, 1.60083e-17, 0, 0, 0
0.125544, 0, 3.26647e-17, 0, 1.41421, -3.26647e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70114e-19, 0, 0, 5.829e-22, 0, 1.24625e-20, 0, 3.22815e-17, 0, 0, 0
0.133435, 0, 6.51909e-17, 0, 1.41421, -6.51909e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38653e-19, 0, 0, 1.18331e-21, 0, 2.53191e-20, 0, 6.44257e-17, 0, 0, 0
0.141326, 0, 1.2879e-16, 0, 1.41421, -1.2879e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45926e-18, 0, 0, 2.37852e-21, 0, 5.09348e-20, 0, 1.27278e-16, 0, 0, 0
0.149217, 0, 2.51913e-16, 0, 1.41421, -2.51913e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85429e-18, 0, 0, 4.73485e-21, 0, 1.01486e-19, 0, 2.48953e-16, 0, 0, 0
0.157108, 0, 4.8794e-16, 0, 1.41421, -4.8794e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52853e-18, 0, 0, 9.33641e-21, 0, 2.00317e-19, 0, 4.82202e-16, 0, 0, 0
0.164999, 0, 9.36051e-16, 0, 1.41421, -9.36051e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06057e-17, 0, 0, 1.82391e-20, 0, 3.91781e-19, 0, 9.25035e-16, 0, 0, 0
0.17289, 0, 1.77875e-15, 0, 1.41421, -1.77875e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01535e-17, 0, 0, 3.5306e-20, 0, 7.59404e-19, 0, 1.7578e-15, 0, 0, 0
0.180781, 0, 3.34868e-15, 0, 1.41421, -3.34868e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79406e-17, 0, 0, 6.77297e-20, 0, 1.45909e-18, 0, 3.30922e-15, 0, 0, 0
0.188672, 0, 6.2464e-15, 0, 1.41421, -6.2464e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07709e-17, 0, 0, 1.28782e-19, 0, 2.77936e-18, 0, 6.17272e-15, 0, 0, 0
0.196563, 0, 1.1546e-14, 0, 1.41421, -1.1546e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30813e-16, 0, 0, 2.42736e-19, 0, 5.24969e-18, 0, 1.14097e-14, 0, 0, 0
0.204453, 0, 2.1223e-14, 0, 1.41421, -2.1223e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40448e-16, 0, 0, 4.56029e-19, 0, 9.89114e-18, 0, 2.09722e-14, 0, 0, 0
0.212344, 0, 3.85163e-14, 0, 1.41421, -3.85163e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36369e-16, 0, 0, 8.44554e-19, 0, 1.83673e-17, 0, 3.80607e-14, 0, 0, 0
0.220235, 0, 6.92922e-14, 0, 1.41421, -6.92922e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85034e-16, 0, 0, 1.55123e-18, 0, 3.38371e-17, 0, 6.84717e-14, 0, 0, 0
0.228126, 0, 1.23584e-13, 0, 1.41421, -1.23584e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40011e-15, 0, 0, 2.82611e-18, 0, 6.18518e-17, 0, 1.22119e-13, 0, 0, 0
0.236017, 0, 2.18527e-13, 0, 1.41421, -2.18527e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47572e-15, 0, 0, 5.10768e-18, 0, 1.12196e-16, 0, 2.15934e-13, 0, 0, 0
0.243908, 0, 3.83132e-13, 0, 1.41421, -3.83132e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34053e-15, 0, 0, 9.15879e-18, 0, 2.01999e-16, 0, 3.7858e-13, 0, 0, 0
0.251799, 0, 6.66068e-13, 0, 1.41421, -6.66068e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.54591e-15, 0, 0, 1.62965e-17, 0, 3.61009e-16, 0, 6.58145e-13, 0, 0, 0
0.25969, 0, 1.14827e-12, 0, 1.41421, -1.14827e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30088e-14, 0, 0, 2.8778e-17, 0, 6.40539e-16, 0, 1.13459e-12, 0, 0, 0
0.267581, 0, 1.96311e-12, 0, 1.41421, -1.96311e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22405e-14, 0, 0, 5.04438e-17, 0, 1.12849e-15, 0, 1.93969e-12, 0, 0, 0
0.275472, 0, 3.3285e-12, 0, 1.41421, -3.3285e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77102e-14, 0, 0, 8.77852e-17, 0, 1.97443e-15, 0, 3.28873e-12, 0, 0, 0
0.283363, 0, 5.5973e-12, 0, 1.41421, -5.5973e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34169e-14, 0, 0, 1.51704e-16, 0, 3.43129e-15, 0, 5.5303e-12, 0, 0, 0
0.291254, 0, 9.33588e-12, 0, 1.41421, -9.33588e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0578e-13, 0, 0, 2.60397e-16, 0, 5.92412e-15, 0, 9.22392e-12, 0, 0, 0
0.299145, 0, 1.54454e-11, 0, 1.41421, -1.54454e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75018e-13, 0, 0, 4.4407e-16, 0, 1.01632e-14, 0, 1.52598e-11, 0, 0, 0
0.307036, 0, 2.53473e-11, 0, 1.41421, -2.53473e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87252e-13, 0, 0, 7.5262e-16, 0, 1.73292e-14, 0, 2.5042e-11, 0, 0, 0
0.314927, 0, 4.12641e-11, 8.82818e-44, 1.41421, -4.12641e-11, 0, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 4.67699e-13, 8.82818e-44, 8.82818e-44, 1.2681e-15, 8.82818e-44, 2.93748e-14, 8.82818e-44, 4.07658e-11, 8.82818e-44, 8.82818e-44, 8.82818e-44
0.322818, 0, 6.66408e-11, 1.56805e-42, 1.41421, -6.66408e-11, 0, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 1.56805e-42, 7.55471e-13, 1.56805e-42, 1.56805e-42, 2.12494e-15, 1.56805e-42, 4.95156e-14, 1.56805e-42, 6.58337e-11, 1.56805e-42, 1.56805e-42, 1.56805e-42
0.330709, 0, 1.06771e-10, 2.33176e-41, 1.41421, -1.06771e-10, 0, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 2.33176e-41, 1.21071e-12, 2.33176e-41, 2.33176e-41, 3.54271e-15, 2.33176e-41, 8.3026e-14, 2.33176e-41, 1.05474e-10, 2.33176e-41, 2.33176e-41, 2.33176e-41
0.3386, 0, 1.69721e-10, 3.05086e-40, 1.41421, -1.69721e-10, 0, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 3.05086e-40, 1.92512e-12, 3.05086e-40, 3.05086e-40, 5.87915e-15, 3.05086e-40, 1.38527e-13, 3.05086e-40, 1.67652e-10, 3.05086e-40, 3.05086e-40, 3.05086e-40
0.346491, 0, 2.67672e-10, 3.57316e-39, 1.41421, -2.67672e-10, 0, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.57316e-39, 3.03739e-12, 3.57316e-39, 3.57316e-39, 9.71611e-15, 3.57316e-39, 2.30074e-13, 3.57316e-39, 2.64395e-10, 3.57316e-39, 3.57316e-39, 3.57316e-39
0.354382, 0, 4.18868e-10, 3.77681e-38, 1.41421, -4.18868e-10, 0, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 3.77681e-38, 4.75548e-12, 3.77681e-38, 3.77681e-38, 1.5999e-14, 3.77681e-38, 3.8052e-13, 3.77681e-38, 4.13716e-10, 3.77681e-38, 3.77681e-38, 3.77681e-38
0.362273, 0, 6.50395e-10, 3.61924e-37, 1.41421, -6.50395e-10, 0, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 3.61924e-37, 7.38867e-12, 3.61924e-37, 3.61924e-37, 2.62628e-14, 3.61924e-37, 6.26969e-13, 3.61924e-37, 6.42354e-10, 3.61924e-37, 3.61924e-37, 3.61924e-37
0.370164, 0, 1.00213e-09, 3.1668e-36, 1.41421, -1.00213e-09, 0, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 3.1668e-36, 1.13933e-11, 3.1668e-36, 3.1668e-36, 4.29999e-14, 3.1668e-36, 1.02957e-12, 3.1668e-36, 9.89666e-10, 3.1668e-36, 3.1668e-36, 3.1668e-36
0.378055, 0, 1.53229e-09, 2.54008e-35, 1.41421, -1.53229e-09, 0, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 2.54008e-35, 1.74372e-11, 2.54008e-35, 2.54008e-35, 7.02578e-14, 2.54008e-35, 1.68575e-12, 2.54008e-35, 1.5131e-09, 2.54008e-35, 2.54008e-35, 2.54008e-35
0.385946, 0, 2.32515e-09, 1.87584e-34, 1.41421, -2.32515e-09, 0, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 1.87584e-34, 2.64902e-11, 1.87584e-34, 1.87584e-34, 1.14611e-13, 1.87584e-34, 2.75321e-12, 1.87584e-34, 2.29579e-09, 1.87584e-34, 1.87584e-34, 1.87584e-34
0.393836, 0, 3.50166e-09, 1.29965e-33, 1.41421, -3.50166e-09, 0, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 1.29965e-33, 3.99495e-11, 1.29965e-33, 1.29965e-33, 1.86743e-13, 1.29965e-33, 4.48708e-12, 1.29965e-33, 3.45704e-09, 1.29965e-33, 1.29965e-33, 1.29965e-33
0.401727, 0, 5.23406e-09, 7.73743e-33, 1.41421, -5.23406e-09, 0, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 7.73743e-33, 5.98132e-11, 7.73743e-33, 7.73743e-33, 3.04012e-13, 7.73743e-33, 7.29987e-12, 7.73743e-33, 5.16664e-09, 7.73743e-33, 7.73743e-33, 7.73743e-33
0.409618, 0, 7.76548e-09, 4.67227e-32, 1.41421, -7.76548e-09, 0, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 4.67227e-32, 8.89175e-11, 4.67227e-32, 4.67227e-32, 4.94615e-13, 4.67227e-32, 1.18581e-11, 4.67227e-32, 7.66421e-09, 4.67227e-32, 4.67227e-32, 4.67227e-32
0.417509, 0, 1.14365e-08, 2.51999e-31, 1.41421, -1.14365e-08, 0, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 2.51999e-31, 1.31259e-10, 2.51999e-31, 2.51999e-31, 8.04308e-13, 2.51999e-31, 1.92375e-11, 2.51999e-31, 1.12852e-08, 2.51999e-31, 2.51999e-31, 2.51999e-31
0.4254, 0, 1.672e-08, 1.3301e-30, 1.41421, -1.672e-08, 0, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.3301e-30, 1.9243e-10, 1.3301e-30, 1.3301e-30, 1.30724e-12, 1.3301e-30, 3.11715e-11, 1.3301e-30, 1.64951e-08, 1.3301e-30, 1.3301e-30, 1.3301e-30
0.433291, 0, 2.42681e-08, 6.69511e-30, 1.41421, -2.42681e-08, 0, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 6.69511e-30, 2.80204e-10, 6.69511e-30, 6.69511e-30, 2.12327e-12, 6.69511e-30, 5.04474e-11, 6.69511e-30, 2.39353e-08, 6.69511e-30, 6.69511e-30, 6.69511e-30
0.441182, 0, 3.49719e-08, 3.18701e-29, 1.41421, -3.49719e-08, 0, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 3.18701e-29, 4.05307e-10, 3.18701e-29, 3.18701e-29, 3.44564e-12, 3.18701e-29, 8.15332e-11, 3.18701e-29, 3.44816e-08, 3.18701e-29, 3.18701e-29, 3.18701e-29
0.449073, 0, 5.00404e-08, 1.46336e-28, 1.41421, -5.00404e-08, 0, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 1.46336e-28, 5.82459e-10, 1.46336e-28, 1.46336e-28, 5.58469e-12, 1.46336e-28, 1.31566e-10, 1.46336e-28, 4.93208e-08, 1.46336e-28, 1.46336e-28, 1.46336e-28
0.456964, 0, 7.11011e-08, 6.44074e-28, 1.41421, -7.11011e-08, 0, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 6.44074e-28, 8.31718e-10, 6.44074e-28, 6.44074e-28, 9.03666e-12, 6.44074e-28, 2.11891e-10, 6.44074e-28, 7.00485e-08, 6.44074e-28, 6.44074e-28, 6.44074e-28
0.464855, 0, 1.00328e-07, 2.70401e-27, 1.41421, -1.00328e-07, 0, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 2.70401e-27, 1.18026e-09, 2.70401e-27, 2.70401e-27, 1.4591e-11, 2.70401e-27, 3.40451e-10, 2.70401e-27, 9.87929e-08, 2.70401e-27, 2.70401e-27, 2.70401e-27
0.472746, 0, 1.40606e-07, 1.76647e-26, 1.41421, -1.40606e-07, 0, 1.76647e-26, 1.76647e-26, 1.76647e-26, 1.76647e-26, 1.76647e-26, 1.76647e-26, 1.76647e-26, 8.04066e-13, 1.76647e-26, 1.76647e-26, 1.6647e-09, 1.76647e-26, 1.76647e-26, 2.35074e-11, 1.76647e-26, 5.45585e-10, 1.76647e-26, 1.38372e-07, 1.76647e-26, 1.76647e-26, 1.76647e-26
0.480637, 0, 1.95728e-07, 6.49152e-26, 1.41421, -1.95728e-07, 0, 6.49152e-26, 6.49152e-26, 6.49152e-26, 6.49152e-26, 6.49152e-26, 6.49152e-26, 6.49152e-26, 2.77556e-12, 6.49152e-26, 6.49152e-26, 2.33399e-09, 6.49152e-26, 6.49152e-26, 3.77317e-11, 6.49152e-26, 8.71027e-10, 6.49152e-26, 1.92482e-07, 6.49152e-26, 6.49152e-26, 6.49152e-26
0.488528, 0, 2.70654e-07, 2.30137e-25, 1.41421, -2.70654e-07, 0, 2.30137e-25, 2.30137e-25, 2.30137e-25, 2.30137e-25, 2.30137e-25, 2.30137e-25, 2.30137e-25, 7.45463e-12, 2.30137e-25, 2.30137e-25, 3.25339e-09, 2.30137e-25, 2.30137e-25, 6.03382e-11, 2.30137e-25, 1.385e-09, 2.30137e-25, 2.65947e-07, 2.30137e-25, 2.30137e-25, 2.30137e-25
0.496419, 0, 3.73072e-07, 7.54072e-11, 1.41421, -3.73072e-07, 7.54072e-11, 7.54186e-11, 7.54284e-11, 7.54606e-11, 4.75433e-10, 8.62086e-11, 8.54481e-11, 7.59183e-11, 1.31634e-10, 9.6124e-11, 7.27139e-10, 4.58467e-09, 7.6052e-11, 7.72497e-11, 1.71489e-10, 7.54072e-11, 2.26747e-09, 7.54078e-11, 3.65112e-07, 7.54072e-11, 7.54072e-11, 8.51248e-11
0.50431, 0, 5.11817e-07, 2.57842e-10, 1.41421, -5.11817e-07, 2.57842e-10, 2.57882e-10, 2.57915e-10, 2.58026e-10, 1.63103e-09, 2.94921e-10, 2.9231e-10, 2.59597e-10, 4.30755e-10, 3.28958e-10, 2.49508e-09, 6.47308e-09, 2.60056e-10, 2.64167e-10, 4.10136e-10, 2.57842e-10, 3.70914e-09, 2.57845e-10, 4.98028e-07, 2.57842e-10, 2.57842e-10, 2.912e-10
0.512201, 0, 6.99937e-07, 6.87584e-10, 1.41421, -6.99937e-07, 6.87584e-10, 6.87689e-10, 6.87779e-10, 6.88074e-10, 4.35738e-09, 7.86675e-10, 7.79698e-10, 6.92273e-10, 1.13188e-09, 8.77638e-10, 6.66651e-09, 9.20755e-09, 6.93499e-10, 7.04488e-10, 9.27735e-10, 6.87584e-10, 6.08985e-09, 6.8759e-10, 6.75183e-07, 6.87584e-10, 6.87584e-10, 7.76732e-10
0.520092, 0, 9.56159e-07, 1.67427e-09, 1.41421, -9.56159e-07, 1.67427e-09, 1.67453e-09, 1.67474e-09, 1.67546e-09, 1.06217e-08, 1.91587e-09, 1.89886e-09, 1.6857e-09, 2.73398e-09, 2.13765e-09, 1.62516e-08, 1.32912e-08, 1.68869e-09, 1.71548e-09, 2.05087e-09, 1.67427e-09, 1.00767e-08, 1.67428e-09, 9.09962e-07, 1.67427e-09, 1.67427e-09, 1.89162e-09
0.527983, 0, 1.30887e-06, 3.88424e-09, 1.41421, -1.30887e-06, 3.88424e-09, 3.88484e-09, 3.88535e-09, 3.88702e-09, 2.466e-08, 4.44522e-09, 4.40572e-09, 3.91079e-09, 6.30526e-09, 4.96019e-09, 3.77325e-08, 1.96406e-08, 3.91773e-09, 3.97994e-09, 4.47134e-09, 3.88424e-09, 1.68633e-08, 3.88428e-09, 1.21968e-06, 3.88424e-09, 3.88424e-09, 4.38893e-09
0.535874, 0, 1.80341e-06, 8.71542e-09, 1.41421, -1.80341e-06, 8.71542e-09, 8.71675e-09, 8.7179e-09, 8.72165e-09, 5.53641e-08, 9.97502e-09, 9.88633e-09, 8.77502e-09, 1.41593e-08, 1.11313e-08, 8.47165e-08, 2.99754e-08, 8.79061e-09, 8.93029e-09, 9.62502e-09, 8.71542e-09, 2.86384e-08, 8.71549e-09, 1.62689e-06, 8.71542e-09, 8.71542e-09, 9.84863e-09
0.543765, 0, 2.51611e-06, 1.9028e-08, 1.41421, -2.51611e-06, 1.9028e-08, 1.90309e-08, 1.90334e-08, 1.90416e-08, 1.2093e-07, 2.17795e-08, 2.15858e-08, 1.91582e-08, 3.16653e-08, 2.43053e-08, 1.8505e-07, 4.75669e-08, 1.91922e-08, 1.94973e-08, 2.04281e-08, 1.9028e-08, 4.93589e-08, 1.90281e-08, 2.16143e-06, 1.9028e-08, 1.9028e-08, 2.15034e-08
0.551656, 0, 3.58583e-06, 4.0525e-08, 1.41421, -3.58583e-06, 4.0525e-08, 4.05312e-08, 4.05365e-08, 4.05539e-08, 2.57658e-07, 4.63879e-08, 4.59751e-08, 4.08024e-08, 7.60877e-08, 5.177e-08, 3.94283e-07, 7.86411e-08, 4.0875e-08, 4.15251e-08, 4.26659e-08, 4.0525e-08, 8.63401e-08, 4.05253e-08, 2.8638e-06, 4.0525e-08, 4.0525e-08, 4.57996e-08
0.559547, 0, 5.24823e-06, 8.42912e-08, 1.41421, -5.24823e-06, 8.42912e-08, 8.43041e-08, 8.43151e-08, 8.43515e-08, 5.3613e-07, 9.64916e-08, 9.56325e-08, 8.48684e-08, 1.69957e-07, 1.07691e-07, 8.20437e-07, 1.34943e-07, 8.50195e-08, 8.63724e-08, 8.75426e-08, 8.42912e-08, 1.52941e-07, 8.42919e-08, 3.79063e-06, 8.42912e-08, 8.42912e-08, 9.52674e-08
0.567438, 0, 7.93162e-06, 1.71328e-07, 1.41421, -7.93162e-06, 1.71328e-07, 1.71355e-07, 1.71377e-07, 1.71451e-07, 1.09014e-06, 1.96138e-07, 1.94391e-07, 1.72502e-07, 3.64387e-07, 2.18912e-07, 1.66828e-06, 2.38306e-07, 1.72809e-07, 1.75561e-07, 1.76234e-07, 1.71328e-07, 2.73361e-07, 1.7133e-07, 5.02402e-06, 1.71328e-07, 1.71328e-07, 1.93649e-07
0.575329, 0, 1.24014e-05, 3.40416e-07, 1.41421, -1.24014e-05, 3.40416e-07, 3.40468e-07, 3.40513e-07, 3.4066e-07, 2.16686e-06, 3.89733e-07, 3.8626e-07, 3.42749e-07, 7.5857e-07, 4.35005e-07, 3.3161e-06, 4.28548e-07, 3.4336e-07, 3.48829e-07, 3.47764e-07, 3.40416e-07, 4.90837e-07, 3.40419e-07, 6.68697e-06, 3.40416e-07, 3.40416e-07, 3.84784e-07
0.58322, 0, 2.00131e-05, 6.61348e-07, 1.41421, -2.00131e-05, 6.61348e-07, 6.61449e-07, 6.61536e-07, 6.61822e-07, 4.21139e-06, 7.57206e-07, 7.50456e-07, 6.65883e-07, 1.54245e-06, 8.452e-07, 6.44517e-06, 7.76761e-07, 6.6707e-07, 6.777e-07, 6.72278e-07, 6.61348e-07, 8.81335e-07, 6.61354e-07, 8.96933e-06, 6.61348e-07, 6.61348e-07, 7.47587e-07
