   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_216.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.411895, 0, 2.55925e-08, 1.35047e-31, 1.41421, -2.55925e-08, 0, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 1.35047e-31, 7.34029e-11, 1.35047e-31, 1.35047e-31, 1.46025e-12, 1.35047e-31, 1.35047e-31, 2.55176e-08, 1.35047e-31, 1.35047e-31, 1.35047e-31
0.419764, 0, 3.7609e-08, 7.24953e-31, 1.41421, -3.7609e-08, 0, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 7.24953e-31, 1.08148e-10, 7.24953e-31, 7.24953e-31, 2.37333e-12, 7.24953e-31, 7.24953e-31, 3.74985e-08, 7.24953e-31, 7.24953e-31, 7.24953e-31
0.427634, 0, 5.48691e-08, 3.78773e-30, 1.41421, -5.48691e-08, 0, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 3.78773e-30, 1.58261e-10, 3.78773e-30, 3.78773e-30, 3.8555e-12, 3.78773e-30, 3.78773e-30, 5.4707e-08, 3.78773e-30, 3.78773e-30, 3.78773e-30
0.435503, 0, 7.94778e-08, 1.8842e-29, 1.41421, -7.94778e-08, 0, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 1.8842e-29, 2.30058e-10, 1.8842e-29, 1.8842e-29, 6.25924e-12, 1.8842e-29, 1.8842e-29, 7.92414e-08, 1.8842e-29, 1.8842e-29, 1.8842e-29
0.443372, 0, 1.14307e-07, 8.86953e-29, 1.41421, -1.14307e-07, 0, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 8.86953e-29, 3.32245e-10, 8.86953e-29, 8.86953e-29, 1.01522e-11, 8.86953e-29, 8.86953e-29, 1.13965e-07, 8.86953e-29, 8.86953e-29, 8.86953e-29
0.451241, 0, 1.63248e-07, 7.43692e-28, 1.41421, -1.63248e-07, 0, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 7.43692e-28, 4.76765e-10, 7.43692e-28, 7.43692e-28, 1.64572e-11, 7.43692e-28, 7.43692e-28, 1.62755e-07, 7.43692e-28, 7.43692e-28, 7.43692e-28
0.459111, 0, 2.31518e-07, 3.09053e-27, 1.41421, -2.31518e-07, 0, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 3.09053e-27, 6.79854e-10, 3.09053e-27, 3.09053e-27, 2.66095e-11, 3.09053e-27, 3.09053e-27, 2.30811e-07, 3.09053e-27, 3.09053e-27, 3.09053e-27
0.46698, 0, 3.26079e-07, 1.22563e-26, 1.41421, -3.26079e-07, 0, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 1.22563e-26, 9.63525e-10, 1.22563e-26, 1.22563e-26, 4.29285e-11, 1.22563e-26, 1.22563e-26, 3.25073e-07, 1.22563e-26, 1.22563e-26, 1.22563e-26
0.474849, 0, 4.56142e-07, 4.64488e-26, 1.41421, -4.56142e-07, 0, 4.64488e-26, 4.64488e-26, 4.64488e-26, 4.64488e-26, 4.64488e-26, 4.64488e-26, 4.64488e-26, 3.32534e-12, 4.64488e-26, 4.64488e-26, 1.35739e-09, 4.64488e-26, 4.64488e-26, 6.90648e-11, 4.64488e-26, 4.64488e-26, 4.54712e-07, 4.64488e-26, 4.64488e-26, 4.64488e-26
0.482719, 0, 6.33788e-07, 1.68528e-25, 1.41421, -6.33788e-07, 0, 1.68528e-25, 1.68528e-25, 1.68528e-25, 1.68528e-25, 1.68528e-25, 1.68528e-25, 1.68528e-25, 1.14181e-11, 1.68528e-25, 1.68528e-25, 1.90108e-09, 1.68528e-25, 1.68528e-25, 1.10748e-10, 1.68528e-25, 1.68528e-25, 6.31765e-07, 1.68528e-25, 1.68528e-25, 1.68528e-25
0.490588, 0, 8.74767e-07, 5.91144e-25, 1.41421, -8.74767e-07, 0, 5.91144e-25, 5.91144e-25, 5.91144e-25, 5.91144e-25, 5.91144e-25, 5.91144e-25, 5.91144e-25, 3.0504e-11, 5.91144e-25, 5.91144e-25, 2.64734e-09, 5.91144e-25, 5.91144e-25, 1.76909e-10, 5.91144e-25, 5.91144e-25, 8.71912e-07, 5.91144e-25, 5.91144e-25, 5.91144e-25
0.498457, 0, 1.20142e-06, 2.20433e-10, 1.41421, -1.20142e-06, 2.20433e-10, 2.20443e-10, 2.20496e-10, 6.22317e-10, 2.28464e-10, 2.29378e-10, 2.49125e-10, 2.49023e-10, 4.50002e-10, 2.85028e-10, 1.12601e-09, 3.88641e-09, 2.23789e-10, 2.21991e-10, 5.01806e-10, 2.20453e-10, 2.20434e-10, 1.19577e-06, 2.20433e-10, 2.20433e-10, 2.42884e-10
0.506326, 0, 1.64072e-06, 7.42142e-10, 1.41421, -1.64072e-06, 7.42142e-10, 7.42175e-10, 7.42358e-10, 2.11493e-09, 7.69574e-10, 7.72697e-10, 8.40151e-10, 8.39803e-10, 1.44488e-09, 9.6279e-10, 3.83548e-09, 5.79095e-09, 7.53604e-10, 7.47462e-10, 1.18756e-09, 7.42639e-10, 7.42144e-10, 1.62949e-06, 7.42142e-10, 7.42142e-10, 8.18832e-10
0.514196, 0, 2.22991e-06, 1.95667e-09, 1.41421, -2.22991e-06, 1.95667e-09, 1.95676e-09, 1.95724e-09, 5.60736e-09, 2.02962e-09, 2.03793e-09, 2.21731e-09, 2.21638e-09, 3.7538e-09, 2.54345e-09, 1.01829e-08, 8.87265e-09, 1.98715e-09, 1.97082e-09, 2.65809e-09, 1.95832e-09, 1.95667e-09, 2.20711e-06, 1.95667e-09, 1.95667e-09, 2.16061e-09
0.522065, 0, 3.01928e-06, 4.72203e-09, 1.41421, -3.01928e-06, 4.72203e-09, 4.72224e-09, 4.72342e-09, 1.35802e-08, 4.89903e-09, 4.91919e-09, 5.35445e-09, 5.3522e-09, 8.98847e-09, 6.1458e-09, 2.46824e-08, 1.41458e-08, 4.79599e-09, 4.75636e-09, 5.82037e-09, 4.7265e-09, 4.72204e-09, 2.972e-06, 4.72203e-09, 4.72203e-09, 5.21689e-09
0.529934, 0, 4.07949e-06, 1.08751e-08, 1.41421, -4.07949e-06, 1.08751e-08, 1.08756e-08, 1.08784e-08, 3.13493e-08, 1.12843e-08, 1.13309e-08, 1.23369e-08, 1.23317e-08, 2.05788e-08, 1.4166e-08, 5.70103e-08, 2.36495e-08, 1.10461e-08, 1.09545e-08, 1.25848e-08, 1.08862e-08, 1.08752e-08, 3.98021e-06, 1.08751e-08, 1.08751e-08, 1.20189e-08
0.537804, 0, 5.51523e-06, 2.42484e-08, 1.41421, -5.51523e-06, 2.42484e-08, 2.42495e-08, 2.42556e-08, 7.00208e-08, 2.5163e-08, 2.52672e-08, 2.75163e-08, 2.75047e-08, 4.72286e-08, 3.16054e-08, 1.27389e-07, 4.1476e-08, 2.46306e-08, 2.44258e-08, 2.6893e-08, 2.42743e-08, 2.42485e-08, 5.3045e-06, 2.42484e-08, 2.42484e-08, 2.68055e-08
0.545673, 0, 7.48628e-06, 5.26455e-08, 1.41421, -7.48628e-06, 5.26455e-08, 5.2648e-08, 5.26612e-08, 1.5223e-07, 5.46355e-08, 5.48621e-08, 5.97553e-08, 5.973e-08, 1.05596e-07, 6.86517e-08, 2.77041e-07, 7.57616e-08, 5.3477e-08, 5.30315e-08, 5.67097e-08, 5.27039e-08, 5.26457e-08, 7.0409e-06, 5.26455e-08, 5.26455e-08, 5.82088e-08
0.553542, 0, 1.02794e-05, 1.11551e-07, 1.41421, -1.02794e-05, 1.11551e-07, 1.11556e-07, 1.11584e-07, 3.22946e-07, 1.15775e-07, 1.16256e-07, 1.26644e-07, 1.2659e-07, 2.59677e-07, 1.45529e-07, 5.87895e-07, 1.42413e-07, 1.13316e-07, 1.1237e-07, 1.17755e-07, 1.11679e-07, 1.11551e-07, 9.31887e-06, 1.11551e-07, 1.11551e-07, 1.23361e-07
0.561412, 0, 1.43323e-05, 2.30928e-07, 1.41421, -1.43323e-05, 2.30928e-07, 2.30939e-07, 2.30997e-07, 6.69302e-07, 2.39688e-07, 2.40686e-07, 2.62226e-07, 2.62115e-07, 5.86576e-07, 3.01388e-07, 1.21873e-06, 2.71928e-07, 2.34589e-07, 2.32627e-07, 2.40334e-07, 2.31202e-07, 2.30929e-07, 1.23184e-05, 2.30928e-07, 2.30928e-07, 2.55418e-07
0.569281, 0, 2.04252e-05, 4.67296e-07, 1.41421, -2.04252e-05, 4.67296e-07, 4.67318e-07, 4.67436e-07, 1.35588e-06, 4.85052e-07, 4.87074e-07, 5.30736e-07, 5.3051e-07, 1.26679e-06, 6.10118e-07, 2.46957e-06, 5.21496e-07, 4.74715e-07, 4.7074e-07, 4.81462e-07, 4.67866e-07, 4.67297e-07, 1.62983e-05, 4.67296e-07, 4.67296e-07, 5.16936e-07
0.57715, 0, 2.99233e-05, 9.24587e-07, 1.41421, -2.99233e-05, 9.24587e-07, 9.2463e-07, 9.24864e-07, 2.68578e-06, 9.5978e-07, 9.63787e-07, 1.05033e-06, 1.04988e-06, 2.65293e-06, 1.20766e-06, 4.89314e-06, 9.95892e-07, 9.39293e-07, 9.31413e-07, 9.45768e-07, 9.25748e-07, 9.24589e-07, 2.16428e-05, 9.24587e-07, 9.24587e-07, 1.02298e-06
0.585019, 0, 4.52177e-05, 1.7891e-06, 1.41421, -4.52177e-05, 1.7891e-06, 1.78919e-06, 1.78964e-06, 5.2032e-06, 1.85733e-06, 1.86509e-06, 2.03285e-06, 2.03198e-06, 5.41953e-06, 2.33785e-06, 9.48221e-06, 1.88247e-06, 1.81761e-06, 1.80234e-06, 1.82055e-06, 1.79142e-06, 1.78911e-06, 2.89402e-05, 1.7891e-06, 1.7891e-06, 1.97983e-06
0.592889, 0, 7.04803e-05, 3.38629e-06, 1.41421, -7.04803e-05, 3.38629e-06, 3.38645e-06, 3.3873e-06, 9.86044e-06, 3.51566e-06, 3.53039e-06, 3.84851e-06, 3.84686e-06, 1.08445e-05, 4.42688e-06, 1.79747e-05, 3.50797e-06, 3.44034e-06, 3.41138e-06, 3.43266e-06, 3.3908e-06, 3.3863e-06, 3.91081e-05, 3.38629e-06, 3.38629e-06, 3.74796e-06
0.600758, 0, 0.000112938, 6.27018e-06, 1.41421, -0.000112938, 6.27018e-06, 6.27047e-06, 6.27207e-06, 1.82817e-05, 6.5102e-06, 6.53753e-06, 7.12774e-06, 7.12469e-06, 2.13322e-05, 8.2008e-06, 3.33362e-05, 6.42806e-06, 6.37047e-06, 6.31673e-06, 6.33809e-06, 6.27878e-06, 6.27019e-06, 5.35933e-05, 6.27018e-06, 6.27018e-06, 6.9412e-06
0.608627, 0, 0.000184861, 1.13596e-05, 1.41421, -0.000184861, 1.13596e-05, 1.13601e-05, 1.1363e-05, 3.31664e-05, 1.17954e-05, 1.1845e-05, 1.29165e-05, 1.2911e-05, 4.1256e-05, 1.48646e-05, 6.04976e-05, 1.15636e-05, 1.15417e-05, 1.14441e-05, 1.14584e-05, 1.13757e-05, 1.13596e-05, 7.46773e-05, 1.13596e-05, 1.13596e-05, 1.25778e-05
