   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_317.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
22.7516, 0, 0.0110001, 0, 1.41421, -0.0110001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0108866, 0, 0.00011359, 0, 0
22.7595, 0, 0.0107495, 0, 1.41421, -0.0107495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0106417, 0, 0.000107798, 0, 0
22.7673, 0, 0.0104591, 0, 1.41421, -0.0104591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0103568, 0, 0.000102342, 0, 0
22.7752, 0, 0.0101331, 0, 1.41421, -0.0101331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0100358, 0, 9.7213e-05, 0, 0
22.7831, 0, 0.00977508, 0, 1.41421, -0.00977508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00968268, 0, 9.23929e-05, 0, 0
22.7909, 0, 0.00938948, 0, 1.41421, -0.00938948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00930161, 0, 8.7867e-05, 0, 0
22.7988, 0, 0.00898108, 0, 1.41421, -0.00898108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00889745, 0, 8.36229e-05, 0, 0
22.8067, 2, 0.00855419, 0, 2, 1.99145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00847455, 0, 7.96412e-05, 0, 0
22.8146, 0, 0.0081135, 0, 1.41421, -0.0081135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00803759, 0, 7.59061e-05, 0, 0
22.8224, 0, 0.00766393, 0, 1.41421, -0.00766393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00759153, 0, 7.24041e-05, 0, 0
22.8303, 0, 0.00720969, 0, 1.41421, -0.00720969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00714057, 0, 6.91168e-05, 0, 0
22.8382, 0, 0.00675517, 0, 1.41421, -0.00675517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00668914, 0, 6.60292e-05, 0, 0
22.846, 0, 0.00630446, 0, 1.41421, -0.00630446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00624134, 0, 6.31263e-05, 0, 0
22.8539, 0, 0.00586133, 0, 1.41421, -0.00586133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00580094, 0, 6.03935e-05, 0, 0
22.8618, 0, 0.00542921, 0, 1.41421, -0.00542921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00537139, 0, 5.78165e-05, 0, 0
22.8696, 0, 0.00501116, 0, 1.41421, -0.00501116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00495578, 0, 5.53822e-05, 0, 0
22.8775, 0, 0.00460996, 0, 1.41421, -0.00460996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00455688, 0, 5.30783e-05, 0, 0
22.8854, 0, 0.00422759, 0, 1.41421, -0.00422759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041767, 0, 5.08912e-05, 0, 0
22.8932, 0, 0.00386622, 0, 1.41421, -0.00386622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00381741, 0, 4.88117e-05, 0, 0
22.9011, 0, 0.00352732, 0, 1.41421, -0.00352732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00348049, 0, 4.68292e-05, 0, 0
22.909, 0, 0.00321172, 0, 1.41421, -0.00321172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00316679, 0, 4.49328e-05, 0, 0
22.9168, 0, 0.00292049, 0, 1.41421, -0.00292049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00287738, 0, 4.31156e-05, 0, 0
22.9247, 0, 0.0026538, 0, 1.41421, -0.0026538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00261243, 0, 4.13684e-05, 0, 0
22.9326, 0, 0.00241175, 0, 1.41421, -0.00241175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00237206, 0, 3.96841e-05, 0, 0
22.9405, 0, 0.00219431, 0, 1.41421, -0.00219431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00215626, 0, 3.80574e-05, 0, 0
22.9483, 0, 0.00200088, 0, 1.41421, -0.00200088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0019644, 0, 3.64815e-05, 0, 0
22.9562, 0, 0.00183085, 0, 1.41421, -0.00183085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0017959, 0, 3.49518e-05, 0, 0
22.9641, 0, 0.00168337, 0, 1.41421, -0.00168337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00164991, 0, 3.3464e-05, 0, 0
22.9719, 0, 0.00155744, 0, 1.41421, -0.00155744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00152543, 0, 3.20145e-05, 0, 0
22.9798, 0, 0.00145193, 0, 1.41421, -0.00145193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00142133, 0, 3.06001e-05, 0, 0
22.9877, 0, 0.00136559, 0, 1.41421, -0.00136559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00133637, 0, 2.92185e-05, 0, 0
22.9955, 0, 0.00129711, 0, 1.41421, -0.00129711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00126925, 0, 2.78677e-05, 0, 0
23.0034, 0, 0.00124512, 0, 1.41421, -0.00124512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00121857, 0, 2.65463e-05, 0, 0
23.0113, 0, 0.00120819, 0, 1.41421, -0.00120819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00118294, 0, 2.52534e-05, 0, 0
23.0191, 0, 0.00118488, 0, 1.41421, -0.00118488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00116089, 0, 2.39883e-05, 0, 0
23.027, 0, 0.00117374, 0, 1.41421, -0.00117374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00115099, 0, 2.27509e-05, 0, 0
23.0349, 0, 0.00117331, 0, 1.41421, -0.00117331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00115176, 0, 2.15414e-05, 0, 0
23.0428, 0, 0.00118214, 0, 1.41421, -0.00118214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00116178, 0, 2.03603e-05, 0, 0
23.0506, 0, 0.00119882, 0, 1.41421, -0.00119882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00117961, 0, 1.92081e-05, 0, 0
23.0585, 0, 0.00122193, 0, 1.41421, -0.00122193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00120385, 0, 1.80861e-05, 0, 0
23.0664, 0, 0.00125015, 0, 1.41421, -0.00125015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00123316, 0, 1.69945e-05, 0, 0
23.0742, 0, 0.00128214, 0, 1.41421, -0.00128214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0012662, 0, 1.59351e-05, 0, 0
23.0821, 0, 0.00131663, 0, 1.41421, -0.00131663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00130172, 0, 1.49091e-05, 0, 0
23.09, 0, 0.00135243, 0, 1.41421, -0.00135243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00133852, 0, 1.3917e-05, 0, 0
23.0978, 0, 0.00138839, 0, 1.41421, -0.00138839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00137543, 0, 1.29607e-05, 0, 0
23.1057, 0, 0.00142345, 0, 1.41421, -0.00142345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00141141, 0, 1.20408e-05, 0, 0
23.1136, 0, 0.00145664, 0, 1.41421, -0.00145664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00144548, 0, 1.11581e-05, 0, 0
23.1214, 0, 0.00148702, 0, 1.41421, -0.00148702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0014767, 0, 1.03142e-05, 0, 0
23.1293, 0, 0.00151381, 0, 1.41421, -0.00151381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0015043, 0, 9.50902e-06, 0, 0
23.1372, 0, 0.0015363, 0, 1.41421, -0.0015363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00152756, 0, 8.74336e-06, 0, 0
23.145, 0, 0.00155388, 0, 1.41421, -0.00155388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00154587, 0, 8.0175e-06, 0, 0
23.1529, 0, 0.00156606, 0, 1.41421, -0.00156606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00155873, 0, 7.33156e-06, 0, 0
23.1608, 0, 0.00157244, 0, 1.41421, -0.00157244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00156576, 0, 6.68544e-06, 0, 0
23.1687, 0, 0.00157276, 0, 1.41421, -0.00157276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00156668, 0, 6.07885e-06, 0, 0
23.1765, 0, 0.00156683, 0, 1.41421, -0.00156683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00156132, 0, 5.51141e-06, 0, 0
23.1844, 0, 0.00155462, 0, 1.41421, -0.00155462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00154963, 0, 4.98201e-06, 0, 0
23.1923, 0, 0.00153615, 0, 1.41421, -0.00153615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00153166, 0, 4.49019e-06, 0, 0
23.2001, 0, 0.0015116, 0, 1.41421, -0.0015116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00150757, 0, 4.03486e-06, 0, 0
23.208, 0, 0.00148118, 0, 1.41421, -0.00148118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00147757, 0, 3.6145e-06, 0, 0
23.2159, 0, 0.00144524, 0, 1.41421, -0.00144524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00144202, 0, 3.22819e-06, 0, 0
23.2237, 0, 0.00140416, 0, 1.41421, -0.00140416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00140128, 0, 2.87409e-06, 0, 0
23.2316, 0, 0.00135841, 0, 1.41421, -0.00135841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00135586, 0, 2.55092e-06, 0, 0
23.2395, 0, 0.00130854, 0, 1.41421, -0.00130854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00130628, 0, 2.25706e-06, 0, 0
23.2473, 0, 0.00125504, 0, 1.41421, -0.00125504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00125305, 0, 1.99062e-06, 0, 0
23.2552, 0, 0.00119856, 0, 1.41421, -0.00119856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00119681, 0, 1.7501e-06, 0, 0
23.2631, 0, 0.00113969, 0, 1.41421, -0.00113969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00113816, 0, 1.53377e-06, 0, 0
23.271, 2, 0.00107901, 0, 2, 1.99892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00107767, 0, 1.33978e-06, 0, 0
23.2788, 2, 0.00101717, 0, 2, 1.99898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001016, 0, 1.16663e-06, 0, 0
23.2867, 0, 0.000954717, 0, 1.41421, -0.000954717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000953704, 0, 1.01254e-06, 0, 0
23.2946, 0, 0.000892208, 0, 1.41421, -0.000892208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000891332, 0, 8.75906e-07, 0, 0
23.3024, 0, 0.000830216, 0, 1.41421, -0.000830216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00082946, 0, 7.55297e-07, 0, 0
23.3103, 0, 0.000769179, 0, 1.41421, -0.000769179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00076853, 0, 6.49141e-07, 0, 0
23.3182, 0, 0.000709551, 0, 1.41421, -0.000709551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000708995, 0, 5.56077e-07, 0, 0
23.326, 0, 0.000651719, 0, 1.41421, -0.000651719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000651244, 0, 4.7479e-07, 0, 0
23.3339, 0, 0.000596017, 0, 1.41421, -0.000596017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000595613, 0, 4.04051e-07, 0, 0
23.3418, 2, 0.000542726, 0, 2, 1.99946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000542383, 0, 3.42718e-07, 0, 0
23.3496, 0, 0.000492069, 0, 1.41421, -0.000492069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00049178, 0, 2.89736e-07, 0, 0
23.3575, 0, 0.000444232, 0, 1.41421, -0.000444232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000443988, 0, 2.44145e-07, 0, 0
23.3654, 0, 0.000399299, 0, 1.41421, -0.000399299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000399094, 0, 2.05029e-07, 0, 0
23.3733, 0, 0.000357377, 0, 1.41421, -0.000357377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000357206, 0, 1.71617e-07, 0, 0
23.3811, 0, 0.000318493, 0, 1.41421, -0.000318493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000318349, 0, 1.43181e-07, 0, 0
23.389, 0, 0.000282605, 0, 1.41421, -0.000282605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000282486, 0, 1.1905e-07, 0, 0
23.3969, 0, 0.000249701, 0, 1.41421, -0.000249701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000249602, 0, 9.86656e-08, 0, 0
23.4047, 0, 0.000219677, 0, 1.41421, -0.000219677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000219595, 0, 8.14967e-08, 0, 0
23.4126, 0, 0.00019243, 0, 1.41421, -0.00019243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000192363, 0, 6.70885e-08, 0, 0
23.4205, 0, 0.000167853, 0, 1.41421, -0.000167853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000167798, 0, 5.50495e-08, 0, 0
23.4283, 0, 0.000145786, 0, 1.41421, -0.000145786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000145741, 0, 4.50186e-08, 0, 0
23.4362, 0, 0.00012608, 0, 1.41421, -0.00012608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000126043, 0, 3.6693e-08, 0, 0
23.4441, 0, 0.000108573, 0, 1.41421, -0.000108573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000108543, 0, 2.98078e-08, 0, 0
23.4519, 0, 9.30995e-05, 0, 1.41421, -9.30995e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30754e-05, 0, 2.41339e-08, 0, 0
23.4598, 0, 7.94921e-05, 0, 1.41421, -7.94921e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94726e-05, 0, 1.94751e-08, 0, 0
23.4677, 0, 6.75854e-05, 0, 1.41421, -6.75854e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75697e-05, 0, 1.56633e-08, 0, 0
23.4755, 0, 5.72186e-05, 0, 1.41421, -5.72186e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7206e-05, 0, 1.25556e-08, 0, 0
23.4834, 0, 4.82368e-05, 0, 1.41421, -4.82368e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82268e-05, 0, 1.00309e-08, 0, 0
23.4913, 0, 4.0493e-05, 0, 1.41421, -4.0493e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0485e-05, 0, 7.98719e-09, 0, 0
23.4992, 0, 3.38488e-05, 0, 1.41421, -3.38488e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38425e-05, 0, 6.33864e-09, 0, 0
23.507, 0, 2.81755e-05, 0, 1.41421, -2.81755e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81704e-05, 0, 5.01355e-09, 0, 0
23.5149, 0, 2.33542e-05, 0, 1.41421, -2.33542e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33502e-05, 0, 3.95221e-09, 0, 0
23.5228, 0, 1.92765e-05, 0, 1.41421, -1.92765e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92734e-05, 0, 3.10514e-09, 0, 0
23.5306, 0, 1.58439e-05, 0, 1.41421, -1.58439e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58415e-05, 0, 2.43144e-09, 0, 0
23.5385, 0, 1.29686e-05, 0, 1.41421, -1.29686e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29667e-05, 0, 1.89764e-09, 0, 0
23.5464, 0, 1.05695e-05, 0, 1.41421, -1.05695e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0568e-05, 0, 1.47587e-09, 0, 0
23.5542, 0, 8.57858e-06, 0, 1.41421, -8.57858e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.57744e-06, 0, 1.14405e-09, 0, 0
23.5621, 0, 6.93397e-06, 0, 1.41421, -6.93397e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93308e-06, 0, 8.83892e-10, 0, 0
23.57, 0, 5.58065e-06, 0, 1.41421, -5.58065e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57997e-06, 0, 6.805e-10, 0, 0
23.5778, 0, 4.47323e-06, 0, 1.41421, -4.47323e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4727e-06, 0, 5.22201e-10, 0, 0
23.5857, 0, 3.57044e-06, 0, 1.41421, -3.57044e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57004e-06, 0, 3.99337e-10, 0, 0
23.5936, 0, 2.83785e-06, 0, 1.41421, -2.83785e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83754e-06, 0, 3.04317e-10, 0, 0
23.6015, 0, 2.24646e-06, 0, 1.41421, -2.24646e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24623e-06, 0, 2.31143e-10, 0, 0
23.6093, 0, 1.77084e-06, 0, 1.41421, -1.77084e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77067e-06, 0, 1.74947e-10, 0, 0
23.6172, 0, 1.39014e-06, 0, 1.41421, -1.39014e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39001e-06, 0, 1.31993e-10, 0, 0
23.6251, 0, 1.08678e-06, 0, 1.41421, -1.08678e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08668e-06, 0, 9.92174e-11, 0, 0
23.6329, 0, 8.46108e-07, 0, 1.41421, -8.46108e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46033e-07, 0, 7.43196e-11, 0, 0
23.6408, 0, 6.5602e-07, 0, 1.41421, -6.5602e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55965e-07, 0, 5.54734e-11, 0, 0
23.6487, 0, 5.06544e-07, 0, 1.41421, -5.06544e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06503e-07, 0, 4.12584e-11, 0, 0
23.6565, 0, 3.89546e-07, 0, 1.41421, -3.89546e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89515e-07, 0, 3.05772e-11, 0, 0
23.6644, 0, 2.98302e-07, 0, 1.41421, -2.98302e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9828e-07, 0, 2.25743e-11, 0, 0
23.6723, 0, 2.2751e-07, 0, 1.41421, -2.2751e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27494e-07, 0, 1.66051e-11, 0, 0
23.6801, 0, 1.7282e-07, 0, 1.41421, -1.7282e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72808e-07, 0, 1.21678e-11, 0, 0
23.688, 0, 1.30723e-07, 0, 1.41421, -1.30723e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30714e-07, 0, 8.87885e-12, 0, 0
23.6959, 0, 9.84906e-08, 0, 1.41421, -9.84906e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.84842e-08, 0, 6.45225e-12, 0, 0
23.7038, 0, 7.38985e-08, 0, 1.41421, -7.38985e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38938e-08, 0, 4.66701e-12, 0, 0
23.7116, 0, 5.52175e-08, 0, 1.41421, -5.52175e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52142e-08, 0, 3.35902e-12, 0, 0
23.7195, 0, 4.10974e-08, 0, 1.41421, -4.10974e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1095e-08, 0, 2.4045e-12, 0, 0
23.7274, 0, 3.04597e-08, 0, 1.41421, -3.04597e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0458e-08, 0, 1.70994e-12, 0, 0
23.7352, 0, 2.24858e-08, 0, 1.41421, -2.24858e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24845e-08, 0, 1.21252e-12, 0, 0
23.7431, 0, 1.65336e-08, 0, 1.41421, -1.65336e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65327e-08, 0, 8.53193e-13, 0, 0
23.751, 0, 1.21061e-08, 0, 1.41421, -1.21061e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21055e-08, 0, 5.94457e-13, 0, 0
23.7588, 0, 8.8299e-09, 0, 1.41421, -8.8299e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.82949e-09, 0, 4.09075e-13, 0, 0
23.7667, 0, 6.41395e-09, 0, 1.41421, -6.41395e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41367e-09, 0, 2.7669e-13, 0, 0
23.7746, 0, 4.63996e-09, 0, 1.41421, -4.63996e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63977e-09, 0, 1.9335e-13, 0, 0
23.7824, 0, 3.34373e-09, 0, 1.41421, -3.34373e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3436e-09, 0, 1.3395e-13, 0, 0
23.7903, 0, 2.39973e-09, 0, 1.41421, -2.39973e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39964e-09, 0, 9.18385e-14, 0, 0
23.7982, 0, 1.71534e-09, 0, 1.41421, -1.71534e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71528e-09, 0, 6.21185e-14, 0, 0
