   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_229.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.0104, 2, 2.72657, 2.72597, 2, -0.726568, 0, 2.72599, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72597, 2.72655, 2.72597
11.0183, 8, 2.72057, 2.7201, 3.16228, 5.27943, 0, 2.72012, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.7201, 2.72054, 2.7201
11.0262, 8, 2.70635, 2.70599, 3.16228, 5.29365, 0, 2.70601, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70599, 2.70633, 2.70599
11.0341, 6, 2.68491, 2.68463, 2.82843, 3.31509, 0, 2.68465, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68463, 2.68489, 2.68463
11.0419, 8, 2.65994, 2.65973, 3.16228, 5.34006, 0, 2.65975, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65973, 2.65992, 2.65973
11.0498, 0, 2.63511, 2.63494, 1.41421, -2.63511, 0, 2.63496, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63494, 2.63509, 2.63494
11.0577, 0, 2.63302, 2.63289, 1.41421, -2.63302, 0, 2.63291, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.63289, 2.633, 2.63289
11.0655, 2, 2.62035, 2.62025, 2, -0.620352, 0, 2.62027, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62025, 2.62033, 2.62025
11.0734, 2, 2.59839, 2.5983, 2, -0.598387, 0, 2.59833, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.5983, 2.59831, 2.5983, 2.5983, 2.59836, 2.5983
11.0813, 4, 2.57188, 2.57181, 2.44949, 1.42812, 0, 2.57183, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57181, 2.57186, 2.57181
11.0891, 0, 2.54551, 2.54545, 1.41421, -2.54551, 0, 2.54548, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54546, 2.54545, 2.54545, 2.54549, 2.54545
11.097, 6, 2.57299, 2.57295, 2.82843, 3.42701, 0, 2.57297, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57295, 2.57297, 2.57295
11.1049, 8, 2.58834, 2.5883, 3.16228, 5.41166, 0, 2.58832, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.5883, 2.58832, 2.5883
11.1127, 0, 2.59221, 2.59218, 1.41421, -2.59221, 0, 2.5922, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59218, 2.59219, 2.59218
11.1206, 2, 2.59033, 2.5903, 2, -0.590332, 0, 2.59032, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.5903, 2.59031, 2.5903
11.1285, 4, 2.58845, 2.58842, 2.44949, 1.41155, 0, 2.58845, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58842, 2.58843, 2.58842, 2.58842, 2.58843, 2.58842
11.1363, 2, 2.60974, 2.60971, 2, -0.609735, 0, 2.60973, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971, 2.60971
11.1442, 4, 2.62274, 2.62271, 2.44949, 1.37726, 0, 2.62274, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62271, 2.62272, 2.62271, 2.62271, 2.62272, 2.62271
11.1521, 4, 2.62826, 2.62823, 2.44949, 1.37174, 0, 2.62825, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823, 2.62823
11.1599, 8, 2.63002, 2.62999, 3.16228, 5.36998, 0, 2.63001, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999, 2.62999
11.1678, 4, 2.63178, 2.63175, 2.44949, 1.36822, 0, 2.63178, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63175, 2.63176, 2.63175, 2.63175, 2.63176, 2.63175
11.1757, 4, 2.65134, 2.65132, 2.44949, 1.34866, 0, 2.65134, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132, 2.65132
11.1835, 4, 2.66351, 2.66348, 2.44949, 1.33649, 0, 2.66351, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66348, 2.66349, 2.66348, 2.66348, 2.66348, 2.66348
11.1914, 4, 2.66906, 2.66904, 2.44949, 1.33094, 0, 2.66906, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904, 2.66904
11.1993, 0, 2.6713, 2.67127, 1.41421, -2.6713, 0, 2.6713, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127, 2.67127
11.2071, 2, 2.67354, 2.67351, 2, -0.673536, 0, 2.67353, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351, 2.67351
11.215, 6, 2.69227, 2.69224, 2.82843, 3.30773, 0, 2.69226, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224, 2.69224
11.2229, 4, 2.70418, 2.70416, 2.44949, 1.29582, 0, 2.70418, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416
11.2308, 6, 2.71002, 2.71, 2.82843, 3.28998, 0, 2.71002, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71, 2.71
11.2386, 6, 2.71282, 2.7128, 2.82843, 3.28718, 0, 2.71282, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128, 2.7128
11.2465, 8, 2.71562, 2.7156, 3.16228, 5.28438, 0, 2.71562, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156, 2.7156
11.2544, 4, 2.733, 2.73298, 2.44949, 1.267, 0, 2.733, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298, 2.73298
11.2622, 0, 2.74411, 2.74408, 1.41421, -2.74411, 0, 2.74411, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408, 2.74408
11.2701, 2, 2.74966, 2.74963, 2, -0.749655, 0, 2.74965, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963, 2.74963
11.278, 6, 2.75242, 2.75239, 2.82843, 3.24758, 0, 2.75242, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239, 2.75239
11.2858, 2, 2.75518, 2.75515, 2, -0.75518, 0, 2.75518, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75515, 2.75516, 2.75515, 2.75515, 2.75515, 2.75515
11.2937, 6, 2.77186, 2.77183, 2.82843, 3.22814, 0, 2.77186, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183, 2.77183
11.3016, 4, 2.78276, 2.78274, 2.44949, 1.21724, 0, 2.78276, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274, 2.78274
11.3094, 4, 2.78856, 2.78853, 2.44949, 1.21144, 0, 2.78856, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853, 2.78853
11.3173, 6, 2.79179, 2.79176, 2.82843, 3.20821, 0, 2.79179, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176, 2.79176
11.3252, 0, 2.79503, 2.795, 1.41421, -2.79503, 0, 2.79502, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795, 2.795
11.333, 4, 2.81024, 2.81021, 2.44949, 1.18976, 0, 2.81024, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81021, 2.81022, 2.81021, 2.81021, 2.81021, 2.81021
11.3409, 4, 2.82019, 2.82016, 2.44949, 1.17981, 0, 2.82019, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016, 2.82016
11.3488, 2, 2.82549, 2.82546, 2, -0.825493, 0, 2.82549, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546, 2.82546
11.3566, 10, 2.82847, 2.82844, 3.4641, 7.17153, 0, 2.82847, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844, 2.82844
11.3645, 0, 2.83145, 2.83141, 1.41421, -2.83145, 0, 2.83145, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141, 2.83141
11.3724, 0, 2.84606, 2.84602, 1.41421, -2.84606, 0, 2.84606, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602, 2.84602
11.3802, 8, 2.85584, 2.8558, 3.16228, 5.14416, 0, 2.85584, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558, 2.8558
11.3881, 4, 2.86135, 2.86131, 2.44949, 1.13865, 0, 2.86135, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131, 2.86131
11.396, 0, 2.86473, 2.86469, 1.41421, -2.86473, 0, 2.86473, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469, 2.86469
11.4038, 6, 2.86811, 2.86807, 2.82843, 3.13189, 0, 2.86811, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807, 2.86807
11.4117, 0, 2.88111, 2.88106, 1.41421, -2.88111, 0, 2.88111, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106, 2.88106
11.4196, 4, 2.88977, 2.88972, 2.44949, 1.11023, 0, 2.88977, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972, 2.88972
11.4274, 6, 2.89463, 2.89457, 2.82843, 3.10537, 0, 2.89463, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457, 2.89457
11.4353, 6, 2.89759, 2.89752, 2.82843, 3.10241, 0, 2.89759, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89752, 2.89753, 2.89752
11.4432, 2, 2.90055, 2.90048, 2, -0.900554, 0, 2.90055, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048, 2.90048
11.451, 2, 2.91276, 2.91267, 2, -0.912757, 0, 2.91275, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91267, 2.91268, 2.91267
11.4589, 6, 2.92119, 2.92109, 2.82843, 3.07881, 0, 2.92117, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.92109, 2.9211, 2.92109
11.4668, 2, 2.9263, 2.92619, 2, -0.9263, 0, 2.92628, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.92619, 2.9262, 2.92619
11.4747, 4, 2.92976, 2.92963, 2.44949, 1.07024, 0, 2.92974, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92963, 2.92965, 2.92963
11.4825, 6, 2.93323, 2.93307, 2.82843, 3.06677, 0, 2.93319, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.93307, 2.9331, 2.93307
11.4904, 2, 2.94318, 2.94299, 2, -0.943179, 0, 2.94314, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94299, 2.94303, 2.94299
11.4983, 0, 2.95019, 2.94996, 1.41421, -2.95019, 0, 2.95014, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.94996, 2.95001, 2.94996
11.5061, 6, 2.95467, 2.95439, 2.82843, 3.04533, 0, 2.9546, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95439, 2.95446, 2.95439
11.514, 2, 2.9579, 2.95755, 2, -0.957901, 0, 2.95781, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95755, 2.95764, 2.95755
11.5219, 4, 2.96115, 2.96071, 2.44949, 1.03885, 0, 2.96104, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96071, 2.96082, 2.96071
11.5297, 6, 2.96918, 2.96862, 2.82843, 3.03082, 0, 2.96903, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96862, 2.96876, 2.96862
11.5376, 2, 2.97559, 2.97488, 2, -0.975594, 0, 2.97541, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97488, 2.97507, 2.97488
11.5455, 14, 2.98076, 2.97985, 4, 11.0192, 0, 2.98052, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.98008, 2.97985
11.5533, 2, 2.98533, 2.98416, 2, -0.985334, 0, 2.98504, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98416, 2.98417, 2.98416, 2.98416, 2.98446, 2.98416
11.5612, 4, 2.98999, 2.98848, 2.44949, 1.01001, 0, 2.98962, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98848, 2.98849, 2.98848, 2.98848, 2.98885, 2.98848
11.5691, 4, 2.99478, 2.99285, 2.44949, 1.00522, 0, 2.99432, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.99285, 2.9933, 2.99285
11.5769, 4, 2.99906, 2.99658, 2.44949, 1.00094, 0, 2.99851, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99658, 2.99714, 2.99658
11.5848, 6, 3.0035, 3.00032, 2.82843, 2.9965, 0, 3.00282, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.00032, 3.001, 3.00032
11.5927, 0, 3.00841, 3.00435, 1.41421, -3.00841, 0, 3.00759, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00435, 3.00517, 3.00435
11.6005, 4, 3.01281, 3.00764, 2.44949, 0.987189, 0, 3.01183, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00764, 3.00765, 3.00764, 3.00764, 3.00862, 3.00764
11.6084, 2, 3.01681, 3.01026, 2, -1.01681, 0, 3.01564, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01026, 3.01142, 3.01026
11.6163, 4, 3.02081, 3.01253, 2.44949, 0.979192, 0, 3.01943, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01253, 3.01391, 3.01253
11.6241, 10, 3.02521, 3.0148, 3.4641, 6.97479, 0, 3.02359, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.0148, 3.01642, 3.0148
11.632, 4, 3.02947, 3.01644, 2.44949, 0.970532, 0, 3.02758, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01644, 3.01645, 3.01644, 3.01644, 3.01833, 3.01644
11.6399, 4, 3.03387, 3.01766, 2.44949, 0.966128, 0, 3.03169, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01766, 3.01984, 3.01766
11.6477, 2, 3.03895, 3.01888, 2, -1.03895, 0, 3.03645, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.01888, 3.02138, 3.01888
11.6556, 2, 3.04632, 3.0216, 2, -1.04632, 0, 3.04347, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.0216, 3.02445, 3.0216
11.6635, 4, 3.05293, 3.02267, 2.44949, 0.947065, 0, 3.04971, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.02267, 3.0259, 3.02267
11.6713, 2, 3.05897, 3.02214, 2, -1.05897, 0, 3.05535, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02214, 3.02576, 3.02214
11.6792, 8, 3.06538, 3.02079, 3.16228, 4.93462, 0, 3.06134, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.02079, 3.0208, 3.02079, 3.02079, 3.02483, 3.02079
11.6871, 4, 3.07308, 3.01945, 2.44949, 0.926919, 0, 3.06861, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01945, 3.01946, 3.01945, 3.01945, 3.02392, 3.01945
11.695, 8, 3.08654, 3.02242, 3.16228, 4.91346, 0, 3.08163, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02242, 3.02243, 3.02242, 3.02242, 3.02733, 3.02242
11.7028, 4, 3.09978, 3.02359, 2.44949, 0.90022, 0, 3.09443, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02359, 3.02894, 3.02359
