   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_344.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
16.0074, 2, 0.00247182, 1.63116e-09, 2, 1.99753, 0, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.63116e-09, 1.69552e-06, 1.63116e-09, 0.00247012, 1.63116e-09, 1.63116e-09
16.0152, 0, 0.00252203, 1.16265e-09, 1.41421, -0.00252203, 0, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.16265e-09, 1.69626e-06, 1.16265e-09, 0.00252034, 1.16265e-09, 1.16265e-09
16.0231, 0, 0.00257065, 7.66676e-10, 1.41421, -0.00257065, 0, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 7.66676e-10, 1.69707e-06, 7.66676e-10, 0.00256895, 7.66676e-10, 7.66676e-10
16.031, 0, 0.00261775, 4.41363e-10, 1.41421, -0.00261775, 0, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 4.41363e-10, 1.69795e-06, 4.41363e-10, 0.00261605, 4.41363e-10, 4.41363e-10
16.0388, 0, 0.00266344, 1.98427e-10, 1.41421, -0.00266344, 0, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.98427e-10, 1.69893e-06, 1.98427e-10, 0.00266174, 1.98427e-10, 1.98427e-10
16.0467, 0, 0.00270783, 4.96067e-11, 1.41421, -0.00270783, 0, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 4.96067e-11, 1.7e-06, 4.96067e-11, 0.00270613, 4.96067e-11, 4.96067e-11
16.0546, 0, 0.00275105, 0, 1.41421, -0.00275105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70118e-06, 0, 0.00274935, 0, 0
16.0624, 0, 0.00279321, 0, 1.41421, -0.00279321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70241e-06, 0, 0.00279151, 0, 0
16.0703, 0, 0.00283444, 0, 1.41421, -0.00283444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70365e-06, 0, 0.00283273, 0, 0
16.0781, 0, 0.00287485, 0, 1.41421, -0.00287485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70489e-06, 0, 0.00287315, 0, 0
16.086, 0, 0.00291456, 0, 1.41421, -0.00291456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70614e-06, 0, 0.00291286, 0, 0
16.0939, 0, 0.00295369, 0, 1.41421, -0.00295369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7074e-06, 0, 0.00295198, 0, 0
16.1017, 0, 0.00299234, 0, 1.41421, -0.00299234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70866e-06, 0, 0.00299063, 0, 0
16.1096, 0, 0.00303061, 0, 1.41421, -0.00303061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70992e-06, 0, 0.0030289, 0, 0
16.1175, 0, 0.0030686, 5.54739e-09, 1.41421, -0.0030686, 0, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 5.54739e-09, 1.71674e-06, 5.54739e-09, 0.00306688, 5.54739e-09, 5.54739e-09
16.1253, 0, 0.0031064, 2.21895e-08, 1.41421, -0.0031064, 0, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 2.21895e-08, 1.73465e-06, 2.21895e-08, 0.00310469, 2.21895e-08, 2.21895e-08
16.1332, 0, 0.00314411, 4.99265e-08, 1.41421, -0.00314411, 0, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 4.99265e-08, 1.76367e-06, 4.99265e-08, 0.00314239, 4.99265e-08, 4.99265e-08
16.1411, 0, 0.00318178, 8.87582e-08, 1.41421, -0.00318178, 0, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 8.87582e-08, 1.80379e-06, 8.87582e-08, 0.00318006, 8.87582e-08, 8.87582e-08
16.1489, 0, 0.00322007, 7.28012e-07, 1.41421, -0.00322007, 0, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 7.28012e-07, 2.44433e-06, 7.28012e-07, 0.00321836, 7.28012e-07, 7.28012e-07
16.1568, 4, 0.00325826, 1.17314e-06, 2.44949, 3.99674, 0, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 1.17314e-06, 2.89075e-06, 1.17314e-06, 0.00325654, 1.17314e-06, 1.17314e-06
16.1647, 2, 0.00329601, 1.03789e-06, 2, 1.9967, 0, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 1.03789e-06, 2.7568e-06, 1.03789e-06, 0.0032943, 1.03789e-06, 1.03789e-06
16.1725, 0, 0.0033337, 6.51746e-07, 1.41421, -0.0033337, 0, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 6.51746e-07, 2.37196e-06, 6.51746e-07, 0.00333197, 6.51746e-07, 6.51746e-07
16.1804, 0, 0.00337171, 3.55033e-07, 1.41421, -0.00337171, 0, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 3.55033e-07, 2.07656e-06, 3.55033e-07, 0.00336998, 3.55033e-07, 3.55033e-07
16.1882, 2, 0.00341266, 2.73678e-06, 2, 1.99659, 0, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 2.73678e-06, 4.45962e-06, 2.73678e-06, 0.00341093, 2.73678e-06, 2.73678e-06
16.1961, 0, 0.00345299, 4.20072e-06, 1.41421, -0.00345299, 0, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 4.20072e-06, 5.92488e-06, 4.20072e-06, 0.00345127, 4.20072e-06, 4.20072e-06
16.204, 0, 0.00349139, 3.39298e-06, 1.41421, -0.00349139, 0, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 3.39298e-06, 5.11846e-06, 3.39298e-06, 0.00348967, 3.39298e-06, 3.39298e-06
16.2118, 0, 0.00352933, 1.77699e-06, 1.41421, -0.00352933, 0, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 1.77699e-06, 3.5038e-06, 1.77699e-06, 0.00352761, 1.77699e-06, 1.77699e-06
16.2197, 0, 0.00356817, 6.79089e-07, 1.41421, -0.00356817, 0, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 6.79089e-07, 2.40723e-06, 6.79089e-07, 0.00356644, 6.79089e-07, 6.79089e-07
16.2276, 0, 0.00361378, 5.95375e-06, 1.41421, -0.00361378, 0, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 5.95375e-06, 7.68323e-06, 5.95375e-06, 0.00361205, 5.95375e-06, 5.95375e-06
16.2354, 2, 0.00365778, 9.19081e-06, 2, 1.99634, 0, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 9.19081e-06, 1.09216e-05, 9.19081e-06, 0.00365605, 9.19081e-06, 9.19081e-06
16.2433, 4, 0.00369697, 7.20761e-06, 2.44949, 3.9963, 0, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 7.20761e-06, 8.93978e-06, 7.20761e-06, 0.00369524, 7.20761e-06, 7.20761e-06
16.2512, 0, 0.0037349, 3.49127e-06, 1.41421, -0.0037349, 0, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 3.49127e-06, 5.2248e-06, 3.49127e-06, 0.00373316, 3.49127e-06, 3.49127e-06
16.259, 0, 0.0037746, 1.10732e-06, 1.41421, -0.0037746, 0, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 1.10732e-06, 2.8422e-06, 1.10732e-06, 0.00377287, 1.10732e-06, 1.10732e-06
16.2669, 2, 0.00382591, 9.8575e-06, 2, 1.99617, 0, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 9.8575e-06, 1.15937e-05, 9.8575e-06, 0.00382418, 9.8575e-06, 9.8575e-06
16.2748, 0, 0.00387417, 1.50772e-05, 1.41421, -0.00387417, 0, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.50772e-05, 1.68148e-05, 1.50772e-05, 0.00387243, 1.50772e-05, 1.50772e-05
16.2826, 0, 0.00391416, 1.15334e-05, 1.41421, -0.00391416, 0, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.15334e-05, 1.32724e-05, 1.15334e-05, 0.00391242, 1.15334e-05, 1.15334e-05
16.2905, 2, 0.00395192, 5.26326e-06, 2, 1.99605, 0, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 5.26326e-06, 7.00362e-06, 5.26326e-06, 0.00395018, 5.26326e-06, 5.26326e-06
16.2983, 0, 0.00399261, 1.42151e-06, 1.41421, -0.00399261, 0, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 1.42151e-06, 3.16325e-06, 1.42151e-06, 0.00399087, 1.42151e-06, 1.42151e-06
16.3062, 0, 0.00405041, 1.41688e-05, 1.41421, -0.00405041, 0, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.41688e-05, 1.59119e-05, 1.41688e-05, 0.00404867, 1.41688e-05, 1.41688e-05
16.3141, 2, 0.00410368, 2.18675e-05, 2, 1.9959, 0, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.18675e-05, 2.3612e-05, 2.18675e-05, 0.00410194, 2.18675e-05, 2.18675e-05
16.3219, 0, 0.00414447, 1.6551e-05, 1.41421, -0.00414447, 0, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.6551e-05, 1.82969e-05, 1.6551e-05, 0.00414272, 1.6551e-05, 1.6551e-05
16.3298, 0, 0.00418185, 7.29145e-06, 1.41421, -0.00418185, 0, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 7.29145e-06, 9.03876e-06, 7.29145e-06, 0.0041801, 7.29145e-06, 7.29145e-06
16.3377, 2, 0.00422353, 1.77488e-06, 2, 1.99578, 0, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 1.77488e-06, 3.5236e-06, 1.77488e-06, 0.00422178, 1.77488e-06, 1.77488e-06
16.3455, 0, 0.00428829, 1.88088e-05, 1.41421, -0.00428829, 0, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 1.88088e-05, 2.05589e-05, 1.88088e-05, 0.00428654, 1.88088e-05, 1.88088e-05
16.3534, 0, 0.0043468, 2.90118e-05, 1.41421, -0.0043468, 0, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 2.90118e-05, 3.07633e-05, 2.90118e-05, 0.00434505, 2.90118e-05, 2.90118e-05
16.3613, 2, 0.00438825, 2.15901e-05, 2, 1.99561, 0, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.15901e-05, 2.33431e-05, 2.15901e-05, 0.0043865, 2.15901e-05, 2.15901e-05
16.3691, 0, 0.00442517, 9.07348e-06, 1.41421, -0.00442517, 0, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 9.07348e-06, 1.08279e-05, 9.07348e-06, 0.00442342, 9.07348e-06, 9.07348e-06
16.377, 2, 0.00446804, 1.89869e-06, 2, 1.99553, 0, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 1.89869e-06, 3.6545e-06, 1.89869e-06, 0.00446628, 1.89869e-06, 1.89869e-06
16.3849, 2, 0.00454006, 2.33059e-05, 2, 1.99546, 0, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.33059e-05, 2.50631e-05, 2.33059e-05, 0.0045383, 2.33059e-05, 2.33059e-05
16.3927, 0, 0.00460435, 3.63877e-05, 1.41421, -0.00460435, 0, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.63877e-05, 3.81464e-05, 3.63877e-05, 0.00460259, 3.63877e-05, 3.63877e-05
16.4006, 0, 0.00464663, 2.68451e-05, 1.41421, -0.00464663, 0, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.68451e-05, 2.86052e-05, 2.68451e-05, 0.00464487, 2.68451e-05, 2.68451e-05
16.4085, 0, 0.00468312, 1.0906e-05, 1.41421, -0.00468312, 0, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.0906e-05, 1.26675e-05, 1.0906e-05, 0.00468136, 1.0906e-05, 1.0906e-05
16.4163, 0, 0.0047273, 2.02667e-06, 1.41421, -0.0047273, 0, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 2.02667e-06, 3.78968e-06, 2.02667e-06, 0.00472554, 2.02667e-06, 2.02667e-06
16.4242, 0, 0.00480664, 2.76728e-05, 1.41421, -0.00480664, 0, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.76728e-05, 2.94372e-05, 2.76728e-05, 0.00480488, 2.76728e-05, 2.76728e-05
16.432, 2, 0.00487668, 4.33886e-05, 2, 1.99512, 0, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.33886e-05, 4.51545e-05, 4.33886e-05, 0.00487491, 4.33886e-05, 4.33886e-05
16.4399, 0, 0.00491981, 3.15512e-05, 1.41421, -0.00491981, 0, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.15512e-05, 3.33186e-05, 3.15512e-05, 0.00491804, 3.15512e-05, 3.15512e-05
16.4478, 0, 0.00495615, 1.22421e-05, 1.41421, -0.00495615, 0, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.22421e-05, 1.40109e-05, 1.22421e-05, 0.00495438, 1.22421e-05, 1.22421e-05
16.4556, 0, 0.00500211, 1.90629e-06, 1.41421, -0.00500211, 0, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 1.90629e-06, 3.67662e-06, 1.90629e-06, 0.00500034, 1.90629e-06, 1.90629e-06
16.4635, 0, 0.00508853, 3.1365e-05, 1.41421, -0.00508853, 0, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.1365e-05, 3.31368e-05, 3.1365e-05, 0.00508676, 3.1365e-05, 3.1365e-05
16.4714, 0, 0.00516469, 4.98443e-05, 1.41421, -0.00516469, 0, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 4.98443e-05, 5.16176e-05, 4.98443e-05, 0.00516292, 4.98443e-05, 4.98443e-05
16.4792, 0, 0.00520912, 3.59326e-05, 1.41421, -0.00520912, 0, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.59326e-05, 3.77073e-05, 3.59326e-05, 0.00520735, 3.59326e-05, 3.59326e-05
16.4871, 0, 0.00524568, 1.344e-05, 1.41421, -0.00524568, 0, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.344e-05, 1.52163e-05, 1.344e-05, 0.0052439, 1.344e-05, 1.344e-05
16.495, 2, 0.0052938, 1.78959e-06, 2, 1.99471, 0, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 1.78959e-06, 3.56735e-06, 1.78959e-06, 0.00529203, 1.78959e-06, 1.78959e-06
16.5028, 2, 0.00538661, 3.40955e-05, 2, 1.99461, 0, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.40955e-05, 3.58747e-05, 3.40955e-05, 0.00538483, 3.40955e-05, 3.40955e-05
16.5107, 0, 0.00546825, 5.45072e-05, 1.41421, -0.00546825, 0, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.45072e-05, 5.6288e-05, 5.45072e-05, 0.00546646, 5.45072e-05, 5.45072e-05
16.5186, 0, 0.00551451, 3.87945e-05, 1.41421, -0.00551451, 0, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 3.87945e-05, 4.05767e-05, 3.87945e-05, 0.00551273, 3.87945e-05, 3.87945e-05
16.5264, 0, 0.00555232, 1.38761e-05, 1.41421, -0.00555232, 0, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.38761e-05, 1.56599e-05, 1.38761e-05, 0.00555053, 1.38761e-05, 1.38761e-05
16.5343, 0, 0.00560344, 1.49232e-06, 1.41421, -0.00560344, 0, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 1.49232e-06, 3.27761e-06, 1.49232e-06, 0.00560166, 1.49232e-06, 1.49232e-06
16.5421, 2, 0.0057022, 3.59717e-05, 2, 1.9943, 0, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.59717e-05, 3.77586e-05, 3.59717e-05, 0.00570042, 3.59717e-05, 3.59717e-05
16.55, 0, 0.00578957, 5.8283e-05, 1.41421, -0.00578957, 0, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 5.8283e-05, 6.00713e-05, 5.8283e-05, 0.00578778, 5.8283e-05, 5.8283e-05
16.5579, 0, 0.00583827, 4.11046e-05, 1.41421, -0.00583827, 0, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.11046e-05, 4.28944e-05, 4.11046e-05, 0.00583648, 4.11046e-05, 4.11046e-05
16.5657, 0, 0.00587797, 1.41254e-05, 1.41421, -0.00587797, 0, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.41254e-05, 1.59167e-05, 1.41254e-05, 0.00587618, 1.41254e-05, 1.41254e-05
16.5736, 0, 0.00593256, 1.22204e-06, 1.41421, -0.00593256, 0, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 1.22204e-06, 3.01496e-06, 1.22204e-06, 0.00593077, 1.22204e-06, 1.22204e-06
