   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_322.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.28608, 18, 24.5081, 10.9669, 4.47214, -6.50815, 0, 10.9669, 11.1027, 24.3721, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9669, 10.9672, 10.9669
7.29395, 12, 20.737, 10.5638, 3.74166, -8.73702, 0, 10.5638, 10.7353, 20.5652, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5638, 10.5642, 10.5638
7.30182, 10, 17.6162, 10.0105, 3.4641, -7.6162, 0, 10.0105, 10.2249, 17.4014, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0105, 10.0109, 10.0105
7.30969, 8, 15.4137, 9.73805, 3.16228, -7.41372, 0, 9.73806, 10.0035, 15.1478, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.73805, 9.7385, 9.73805
7.31757, 12, 13.7178, 9.46971, 3.74166, -1.71784, 0, 9.46972, 9.79509, 13.392, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.46971, 9.47021, 9.46971
7.32544, 12, 12.4168, 9.20449, 3.74166, -0.416763, 0, 9.2045, 9.59939, 12.0213, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20449, 9.20504, 9.20449
7.33331, 18, 11.4221, 8.94303, 4.47214, 6.57793, 0, 8.94305, 9.41753, 10.947, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94303, 8.94304, 8.94303, 8.94303, 8.94363, 8.94303
7.34118, 2, 10.6634, 8.68604, 2, -8.66342, 0, 8.68605, 9.25051, 10.0983, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.68604, 8.6867, 8.68604
7.34905, 4, 10.0835, 8.43207, 2.44949, -6.08355, 0, 8.43208, 9.0969, 9.41799, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43207, 8.43278, 8.43207
7.35693, 14, 9.63978, 8.18186, 4, 4.36022, 0, 8.18188, 8.9571, 8.86376, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18186, 8.18187, 8.18186, 8.18186, 8.18264, 8.18186
7.3648, 8, 9.29928, 7.93622, 3.16228, -1.29928, 0, 7.93623, 8.83119, 8.40345, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93622, 7.93706, 7.93622
7.37267, 12, 9.03457, 7.69349, 3.74166, 2.96543, 0, 7.69351, 8.71646, 8.01067, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.69349, 7.6935, 7.69349, 7.69349, 7.69442, 7.69349
7.38054, 6, 8.82654, 7.45455, 2.82843, -2.82654, 0, 7.45456, 8.61217, 7.66788, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45557, 7.45455
7.38841, 10, 8.8423, 7.40195, 3.4641, 1.1577, 0, 7.40196, 8.69898, 7.54411, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40195, 7.40309, 7.40195
7.39628, 8, 8.88249, 7.3485, 3.16228, -0.88249, 0, 7.34851, 8.78732, 7.44236, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.3485, 7.34979, 7.3485
7.40416, 8, 8.93846, 7.29523, 3.16228, -0.938461, 0, 7.29525, 8.87555, 7.35665, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29523, 7.29524, 7.29523, 7.29523, 7.29672, 7.29523
7.41203, 8, 9.00329, 7.24316, 3.16228, -1.00329, 0, 7.24317, 8.96173, 7.28297, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24316, 7.24489, 7.24316
7.4199, 2, 9.06842, 7.1903, 2, -7.06842, 0, 7.19031, 9.04078, 7.21588, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.1903, 7.19236, 7.1903
7.42777, 10, 9.12926, 7.13764, 3.4641, 0.870744, 0, 7.13766, 9.11051, 7.15393, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13764, 7.13765, 7.13764, 7.13764, 7.1401, 7.13764
7.43564, 16, 9.18179, 7.08589, 4.24264, 6.81821, 0, 7.0859, 9.16854, 7.09617, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08589, 7.08885, 7.08589
7.44351, 6, 9.2204, 7.03344, 2.82843, -3.2204, 0, 7.03345, 9.21037, 7.03987, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03344, 7.03703, 7.03344
7.45139, 14, 9.2427, 6.98119, 4, 4.7573, 0, 6.9812, 9.23433, 6.98517, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98119, 6.98556, 6.98119
7.45926, 18, 9.24691, 6.92996, 4.47214, 8.75309, 0, 6.92997, 9.23914, 6.9324, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.92996, 6.93527, 6.92996
7.46713, 14, 9.22951, 6.87811, 4, 4.77049, 0, 6.87812, 9.22157, 6.8796, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.87811, 6.88456, 6.87811
7.475, 10, 9.19017, 6.82646, 3.4641, 0.809834, 0, 6.82648, 9.18147, 6.82736, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82646, 6.82647, 6.82646, 6.82646, 6.83425, 6.82646
7.48287, 14, 9.12894, 6.77551, 4, 4.87106, 0, 6.77552, 9.11903, 6.77605, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.77551, 6.78487, 6.77551
7.49075, 16, 9.0449, 6.72402, 4.24264, 6.9551, 0, 6.72403, 9.0334, 6.72434, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.72402, 6.73519, 6.72402
7.49862, 8, 8.93976, 6.67272, 3.16228, -0.939765, 0, 6.67273, 8.92634, 6.67291, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.67272, 6.68595, 6.67272
7.50649, 14, 8.8158, 6.6223, 4, 5.1842, 0, 6.62231, 8.80014, 6.62241, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.6223, 6.63783, 6.6223
7.51436, 8, 8.67379, 6.57142, 3.16228, -0.673791, 0, 6.57143, 8.65562, 6.57148, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.57142, 6.58951, 6.57142
7.52223, 6, 8.51695, 6.52073, 2.82843, -2.51695, 0, 6.52074, 8.49603, 6.52077, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.52073, 6.54161, 6.52073
7.5301, 12, 8.34844, 6.47057, 3.74166, 3.65156, 0, 6.47058, 8.32456, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.47057, 6.49443, 6.47057
7.53798, 10, 8.17039, 6.42002, 3.4641, 1.82961, 0, 6.42003, 8.14336, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.42002, 6.44703, 6.42002
7.54585, 4, 7.98645, 6.36967, 2.44949, -3.98645, 0, 6.36968, 7.95614, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.36967, 6.39996, 6.36967
7.55372, 16, 7.80012, 6.32004, 4.24264, 8.19988, 0, 6.32005, 7.76647, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.32004, 6.35368, 6.32004
7.56159, 8, 7.61318, 6.27011, 3.16228, 0.386815, 0, 6.27012, 7.57618, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.27011, 6.3071, 6.27011
7.56946, 18, 7.4287, 6.22038, 4.47214, 10.5713, 0, 6.22039, 7.38842, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.22038, 6.26065, 6.22038
7.57733, 12, 7.24904, 6.17102, 3.74166, 4.75096, 0, 6.17104, 7.20561, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17102, 6.17103, 6.17102, 6.17102, 6.21444, 6.17102
7.58521, 6, 7.07543, 6.12144, 2.82843, -1.07543, 0, 6.12145, 7.02907, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.12144, 6.16778, 6.12144
7.59308, 10, 6.90971, 6.07205, 3.4641, 3.09029, 0, 6.07206, 6.86071, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.07205, 6.12104, 6.07205
7.60095, 12, 6.75327, 6.02325, 3.74166, 5.24673, 0, 6.02326, 6.702, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.02325, 6.07451, 6.02325
7.60882, 16, 6.60601, 5.97428, 4.24264, 9.39399, 0, 5.9743, 6.55289, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97428, 5.97429, 5.97428, 5.97428, 6.0274, 5.97428
7.61669, 6, 6.46858, 5.92552, 2.82843, -0.468578, 0, 5.92553, 6.41407, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.92552, 5.98001, 5.92552
7.62457, 6, 6.341, 5.87703, 2.82843, -0.341003, 0, 5.87704, 6.28563, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.87703, 5.93239, 5.87703
7.63244, 6, 6.22265, 5.82845, 2.82843, -0.222651, 0, 5.82846, 6.16695, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.82845, 5.88413, 5.82845
7.64031, 10, 6.11333, 5.78007, 3.4641, 3.88667, 0, 5.78008, 6.05785, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.78007, 5.83554, 5.78007
7.64818, 2, 6.01266, 5.73213, 2, -4.01266, 0, 5.73214, 5.95793, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.73213, 5.78684, 5.73213
7.65605, 8, 5.91944, 5.68418, 3.16228, 2.08056, 0, 5.68419, 5.866, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.68418, 5.73761, 5.68418
7.66392, 6, 5.83314, 5.63642, 2.82843, 0.166858, 0, 5.63643, 5.78145, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.63642, 5.6881, 5.63642
7.6718, 14, 5.75296, 5.58886, 4, 8.24704, 0, 5.58887, 5.70346, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.58886, 5.63835, 5.58886
7.67967, 2, 5.678, 5.54134, 2, -3.678, 0, 5.54135, 5.63105, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.54134, 5.58827, 5.54134
7.68754, 12, 5.60769, 5.49403, 3.74166, 6.39231, 0, 5.49404, 5.56359, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.49403, 5.53811, 5.49403
7.69541, 8, 5.54148, 5.44702, 3.16228, 2.45852, 0, 5.44704, 5.50047, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44702, 5.44703, 5.44702, 5.44702, 5.48802, 5.44702
7.70328, 6, 5.47837, 5.39991, 2.82843, 0.521633, 0, 5.39992, 5.44059, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.39991, 5.43768, 5.39991
7.71115, 10, 5.41763, 5.3525, 3.4641, 4.58237, 0, 5.35251, 5.38317, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.3525, 5.38694, 5.3525
7.71903, 8, 5.35849, 5.30443, 3.16228, 2.64151, 0, 5.30445, 5.32736, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30443, 5.30444, 5.30443, 5.30443, 5.33555, 5.30443
7.7269, 14, 5.30047, 5.25565, 4, 8.69953, 0, 5.25566, 5.27262, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.25565, 5.28349, 5.25565
7.73477, 6, 5.24313, 5.206, 2.82843, 0.756871, 0, 5.20601, 5.21845, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.206, 5.23067, 5.206
7.74264, 4, 5.18593, 5.15521, 2.44949, -1.18593, 0, 5.15522, 5.16426, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.15521, 5.17686, 5.15521
7.75051, 12, 5.1286, 5.10324, 3.74166, 6.8714, 0, 5.10325, 5.10976, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.10324, 5.12207, 5.10324
7.75839, 6, 5.07069, 5.0498, 2.82843, 0.929311, 0, 5.04981, 5.05446, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.0498, 5.06602, 5.0498
7.76626, 12, 5.01211, 4.99496, 3.74166, 6.98789, 0, 4.99497, 4.99826, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 4.99496, 5.0088, 4.99496
7.77413, 12, 4.95287, 4.93883, 3.74166, 7.04713, 0, 4.93884, 4.94115, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.93883, 4.95054, 4.93883
7.782, 6, 4.89291, 4.88145, 2.82843, 1.10709, 0, 4.88146, 4.88307, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.88145, 4.89128, 4.88145
7.78987, 6, 4.83237, 4.82303, 2.82843, 1.16763, 0, 4.82304, 4.82416, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.82303, 4.83124, 4.82303
7.79774, 10, 4.77075, 4.76314, 3.4641, 5.22925, 0, 4.76315, 4.76392, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76314, 4.76996, 4.76314
7.80562, 10, 4.70795, 4.70173, 3.4641, 5.29205, 0, 4.70174, 4.70227, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.70173, 4.7074, 4.70173
7.81349, 6, 4.64422, 4.63907, 2.82843, 1.35578, 0, 4.63908, 4.63944, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.63907, 4.64384, 4.63907
7.82136, 4, 4.57993, 4.57555, 2.44949, -0.579925, 0, 4.57557, 4.57581, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57555, 4.57556, 4.57555, 4.57555, 4.57965, 4.57555
7.82923, 0, 4.5155, 4.51163, 1.41421, -4.5155, 0, 4.51164, 4.51181, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.51163, 4.5153, 4.51163
7.8371, 4, 4.4505, 4.44684, 2.44949, -0.450495, 0, 4.44685, 4.44697, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.44684, 4.45035, 4.44684
7.84497, 6, 4.38476, 4.381, 2.82843, 1.61524, 0, 4.38101, 4.3811, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.381, 4.38465, 4.381
7.85285, 10, 4.31869, 4.31449, 3.4641, 5.68131, 0, 4.3145, 4.31456, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.31449, 4.3186, 4.31449
7.86072, 4, 4.25297, 4.24789, 2.44949, -0.252968, 0, 4.2479, 4.24796, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.24789, 4.25289, 4.24789
7.86859, 6, 4.18827, 4.18182, 2.82843, 1.81173, 0, 4.18183, 4.18187, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.18182, 4.1882, 4.18182
7.87646, 4, 4.21102, 4.20256, 2.44949, -0.211021, 0, 4.20257, 4.20261, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.20256, 4.21096, 4.20256
7.88433, 2, 4.2341, 4.22285, 2, -2.2341, 0, 4.22286, 4.2229, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.22285, 4.23404, 4.22285
7.89221, 4, 4.25822, 4.24318, 2.44949, -0.258224, 0, 4.24319, 4.24323, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.24318, 4.25816, 4.24318
7.90008, 6, 4.28412, 4.26405, 2.82843, 1.71588, 0, 4.26406, 4.2641, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.26405, 4.28405, 4.26405
7.90795, 0, 4.31112, 4.28449, 1.41421, -4.31112, 0, 4.2845, 4.28455, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.28449, 4.31105, 4.28449
7.91582, 14, 4.34005, 4.30499, 4, 9.65995, 0, 4.305, 4.30506, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.30499, 4.33997, 4.30499
7.92369, 6, 4.37112, 4.32535, 2.82843, 1.62888, 0, 4.32536, 4.32543, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.32535, 4.37102, 4.32535
7.93156, 12, 4.40452, 4.34531, 3.74166, 7.59548, 0, 4.34532, 4.34542, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.34531, 4.4044, 4.34531
7.93944, 4, 4.44118, 4.36532, 2.44949, -0.441183, 0, 4.36533, 4.36546, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.36532, 4.44103, 4.36532
7.94731, 18, 4.48207, 4.38579, 4.47214, 13.5179, 0, 4.3858, 4.38598, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.38579, 4.48186, 4.38579
7.95518, 8, 4.5269, 4.4059, 3.16228, 3.4731, 0, 4.40591, 4.40616, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.4059, 4.52663, 4.4059
7.96305, 6, 4.57665, 4.42607, 2.82843, 1.42335, 0, 4.42608, 4.42643, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.42607, 4.57628, 4.42607
7.97092, 12, 4.63134, 4.44576, 3.74166, 7.36866, 0, 4.44577, 4.44626, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.44576, 4.63083, 4.44576
7.9788, 6, 4.69162, 4.46511, 2.82843, 1.30838, 0, 4.46512, 4.46581, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.46511, 4.69091, 4.46511
7.98667, 4, 4.75827, 4.48451, 2.44949, -0.758268, 0, 4.48452, 4.48549, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.48451, 4.75728, 4.48451
7.99454, 8, 4.83196, 4.5043, 3.16228, 3.16804, 0, 4.50431, 4.50565, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.5043, 4.8306, 4.5043
8.00241, 6, 4.9122, 4.5238, 2.82843, 1.0878, 0, 4.52381, 4.52565, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.5238, 4.91033, 4.5238
8.01028, 8, 4.9992, 4.54324, 3.16228, 3.0008, 0, 4.54325, 4.54578, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.54324, 4.99666, 4.54324
8.01815, 24, 5.09222, 4.56208, 5.09902, 18.9078, 0, 4.56209, 4.56551, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 4.56208, 5.08878, 4.56208
8.02603, 8, 5.19112, 4.58062, 3.16228, 2.80888, 0, 4.58063, 4.58522, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 4.58062, 5.18651, 4.58062
8.0339, 14, 5.29556, 4.5992, 4, 8.70444, 0, 4.59921, 4.60533, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 4.5992, 5.28942, 4.5992
8.04177, 16, 5.40484, 4.61806, 4.24264, 10.5952, 0, 4.61807, 4.62614, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 4.61806, 5.39675, 4.61806
