   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_64.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.104648, 0, 5.66686e-18, 0, 1.41421, -5.66686e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43375e-20, 0, 6.16226e-23, 1.67906e-21, 0, 5.65078e-18, 0, 0, 0
0.112529, 0, 1.1571e-17, 0, 1.41421, -1.1571e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92752e-20, 0, 1.27424e-22, 3.49903e-21, 0, 1.15381e-17, 0, 0, 0
0.120411, 0, 2.33761e-17, 0, 1.41421, -2.33761e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91425e-20, 0, 2.60782e-22, 7.21508e-21, 0, 2.33095e-17, 0, 0, 0
0.128292, 0, 4.67358e-17, 0, 1.41421, -4.67358e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18242e-19, 0, 5.28352e-22, 1.47257e-20, 0, 4.66023e-17, 0, 0, 0
0.136174, 0, 9.24899e-17, 0, 1.41421, -9.24899e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33999e-19, 0, 1.05995e-21, 2.97553e-20, 0, 9.2225e-17, 0, 0, 0
0.144056, 0, 1.81213e-16, 0, 1.41421, -1.81213e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58466e-19, 0, 2.10597e-21, 5.95409e-20, 0, 1.80693e-16, 0, 0, 0
0.151937, 0, 3.5157e-16, 0, 1.41421, -3.5157e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8946e-19, 0, 4.14483e-21, 1.18013e-19, 0, 3.50558e-16, 0, 0, 0
0.159819, 0, 6.75511e-16, 0, 1.41421, -6.75511e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70901e-18, 0, 8.08212e-21, 2.31739e-19, 0, 6.73562e-16, 0, 0, 0
0.1677, 0, 1.28563e-15, 0, 1.41421, -1.28563e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25255e-18, 0, 1.56163e-20, 4.50936e-19, 0, 1.28191e-15, 0, 0, 0
0.175582, 0, 2.42395e-15, 0, 1.41421, -2.42395e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13236e-18, 0, 2.99043e-20, 8.69688e-19, 0, 2.41692e-15, 0, 0, 0
0.183463, 0, 4.52803e-15, 0, 1.41421, -4.52803e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14554e-17, 0, 5.67611e-20, 1.66272e-18, 0, 4.51486e-15, 0, 0, 0
0.191345, 0, 8.38155e-15, 0, 1.41421, -8.38155e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12041e-17, 0, 1.06804e-19, 3.15178e-18, 0, 8.35709e-15, 0, 0, 0
0.199227, 0, 1.5375e-14, 0, 1.41421, -1.5375e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88961e-17, 0, 1.99254e-19, 5.92444e-18, 0, 1.533e-14, 0, 0, 0
0.207108, 0, 2.80343e-14, 0, 1.41421, -2.80343e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09213e-17, 0, 3.70262e-19, 1.11041e-17, 0, 2.79519e-14, 0, 0, 0
0.21499, 0, 5.04997e-14, 0, 1.41421, -5.04997e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27754e-16, 0, 6.78979e-19, 2.05239e-17, 0, 5.03508e-14, 0, 0, 0
0.222872, 0, 9.01795e-14, 0, 1.41421, -9.01795e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28134e-16, 0, 1.23503e-18, 3.76368e-17, 0, 8.99125e-14, 0, 0, 0
0.230753, 0, 1.59653e-13, 0, 1.41421, -1.59653e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03885e-16, 0, 2.22856e-18, 6.84858e-17, 0, 1.59179e-13, 0, 0, 0
0.238635, 0, 2.80239e-13, 0, 1.41421, -2.80239e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08939e-16, 0, 3.98982e-18, 1.23675e-16, 0, 2.79402e-13, 0, 0, 0
0.246516, 0, 4.87741e-13, 0, 1.41421, -4.87741e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23388e-15, 0, 7.08795e-18, 2.21686e-16, 0, 4.86279e-13, 0, 0, 0
0.254398, 0, 8.41759e-13, 0, 1.41421, -8.41759e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12949e-15, 0, 1.24966e-17, 3.94476e-16, 0, 8.39223e-13, 0, 0, 0
0.26228, 0, 1.44062e-12, 0, 1.41421, -1.44062e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64455e-15, 0, 2.18691e-17, 6.96934e-16, 0, 1.43625e-12, 0, 0, 0
0.270161, 0, 2.44509e-12, 0, 1.41421, -2.44509e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18591e-15, 0, 3.7994e-17, 1.2227e-15, 0, 2.43764e-12, 0, 0, 0
0.278043, 0, 4.11576e-12, 0, 1.41421, -4.11576e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04131e-14, 0, 6.55436e-17, 2.13048e-15, 0, 4.10315e-12, 0, 0, 0
0.285924, 0, 6.87125e-12, 0, 1.41421, -6.87125e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73858e-14, 0, 1.12298e-16, 3.68756e-15, 0, 6.85007e-12, 0, 0, 0
0.293806, 0, 1.13782e-11, 0, 1.41421, -1.13782e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8792e-14, 0, 1.91137e-16, 6.34147e-15, 0, 1.13429e-11, 0, 0, 0
0.301688, 0, 1.8689e-11, 0, 1.41421, -1.8689e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72973e-14, 0, 3.23273e-16, 1.08373e-14, 0, 1.86306e-11, 0, 0, 0
0.309569, 0, 3.04502e-11, 0, 1.41421, -3.04502e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70744e-14, 0, 5.43474e-16, 1.84092e-14, 0, 3.03542e-11, 0, 0, 0
0.317451, 0, 4.92161e-11, 1.84971e-43, 1.41421, -4.92161e-11, 0, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.246e-13, 1.84971e-43, 9.08499e-16, 3.10914e-14, 1.84971e-43, 4.90595e-11, 1.84971e-43, 1.84971e-43, 1.84971e-43
0.325332, 0, 7.89145e-11, 3.19916e-42, 1.41421, -7.89145e-11, 0, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 3.19916e-42, 1.9984e-13, 3.19916e-42, 1.5107e-15, 5.22231e-14, 3.19916e-42, 7.8661e-11, 3.19916e-42, 3.19916e-42, 3.19916e-42
0.333214, 0, 1.25533e-10, 4.58281e-41, 1.41421, -1.25533e-10, 0, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 4.58281e-41, 3.18002e-13, 4.58281e-41, 2.49989e-15, 8.72641e-14, 4.58281e-41, 1.25125e-10, 4.58281e-41, 4.58281e-41, 4.58281e-41
0.341096, 0, 1.98121e-10, 5.81933e-40, 1.41421, -1.98121e-10, 0, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.81933e-40, 5.02096e-13, 5.81933e-40, 4.11872e-15, 1.45114e-13, 5.81933e-40, 1.9747e-10, 5.81933e-40, 5.81933e-40, 5.81933e-40
0.348977, 0, 3.10238e-10, 6.61385e-39, 1.41421, -3.10238e-10, 0, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 6.61385e-39, 7.86649e-13, 6.61385e-39, 6.75954e-15, 2.40237e-13, 6.61385e-39, 3.09204e-10, 6.61385e-39, 6.61385e-39, 6.61385e-39
0.356859, 0, 4.82028e-10, 6.79327e-38, 1.41421, -4.82028e-10, 0, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 6.79327e-38, 1.22304e-12, 6.79327e-38, 1.10565e-14, 3.961e-13, 6.79327e-38, 4.80398e-10, 6.79327e-38, 6.79327e-38, 6.79327e-38
0.36474, 0, 7.43159e-10, 6.33915e-37, 1.41421, -7.43159e-10, 0, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 6.33915e-37, 1.88713e-12, 6.33915e-37, 1.80345e-14, 6.50702e-13, 6.33915e-37, 7.40604e-10, 6.33915e-37, 6.33915e-37, 6.33915e-37
0.372622, 0, 1.13696e-09, 5.40755e-36, 1.41421, -1.13696e-09, 0, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 5.40755e-36, 2.88995e-12, 5.40755e-36, 2.93502e-14, 1.06551e-12, 5.40755e-36, 1.13298e-09, 5.40755e-36, 5.40755e-36, 5.40755e-36
0.380504, 0, 1.72619e-09, 4.23461e-35, 1.41421, -1.72619e-09, 0, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.23461e-35, 4.39287e-12, 4.23461e-35, 4.76833e-14, 1.73989e-12, 4.23461e-35, 1.72001e-09, 4.23461e-35, 4.23461e-35, 4.23461e-35
0.388385, 0, 2.60096e-09, 3.05747e-34, 1.41421, -2.60096e-09, 0, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 3.05747e-34, 6.62847e-12, 3.05747e-34, 7.73719e-14, 2.83437e-12, 3.05747e-34, 2.59142e-09, 3.05747e-34, 3.05747e-34, 3.05747e-34
0.396267, 0, 3.88959e-09, 2.11121e-33, 1.41421, -3.88959e-09, 0, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 2.11121e-33, 9.92945e-12, 2.11121e-33, 1.25441e-13, 4.6082e-12, 2.11121e-33, 3.87493e-09, 2.11121e-33, 2.11121e-33, 2.11121e-33
0.404148, 0, 5.77332e-09, 1.23512e-32, 1.41421, -5.77332e-09, 0, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.23512e-32, 1.47683e-11, 1.23512e-32, 2.03273e-13, 7.4799e-12, 1.23512e-32, 5.75087e-09, 1.23512e-32, 1.23512e-32, 1.23512e-32
0.41203, 0, 8.50602e-09, 7.30651e-32, 1.41421, -8.50602e-09, 0, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 7.30651e-32, 2.18109e-11, 7.30651e-32, 3.29305e-13, 1.21248e-11, 7.30651e-32, 8.47176e-09, 7.30651e-32, 7.30651e-32, 7.30651e-32
0.419912, 0, 1.24404e-08, 3.86154e-31, 1.41421, -1.24404e-08, 0, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.86154e-31, 3.19897e-11, 3.86154e-31, 5.33378e-13, 1.96312e-11, 3.86154e-31, 1.23883e-08, 3.86154e-31, 3.86154e-31, 3.86154e-31
0.427793, 0, 1.80627e-08, 1.99825e-30, 1.41421, -1.80627e-08, 0, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 1.99825e-30, 4.66005e-11, 1.99825e-30, 8.63721e-13, 3.17511e-11, 1.99825e-30, 1.79835e-08, 1.99825e-30, 1.99825e-30, 1.99825e-30
0.435675, 0, 2.60375e-08, 9.87411e-30, 1.41421, -2.60375e-08, 0, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 9.87411e-30, 6.74327e-11, 9.87411e-30, 1.39811e-12, 5.12981e-11, 9.87411e-30, 2.59174e-08, 9.87411e-30, 9.87411e-30, 9.87411e-30
0.443556, 0, 3.72666e-08, 4.63362e-29, 1.41421, -3.72666e-08, 0, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 4.63362e-29, 9.69418e-11, 4.63362e-29, 2.26161e-12, 8.2778e-11, 4.63362e-29, 3.70847e-08, 4.63362e-29, 4.63362e-29, 4.63362e-29
0.451438, 0, 5.29637e-08, 2.10312e-28, 1.41421, -5.29637e-08, 0, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 2.10312e-28, 1.38475e-10, 2.10312e-28, 3.65455e-12, 1.3338e-10, 2.10312e-28, 5.26882e-08, 2.10312e-28, 2.10312e-28, 2.10312e-28
0.45932, 0, 7.47502e-08, 9.13797e-28, 1.41421, -7.47502e-08, 0, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 9.13797e-28, 1.96567e-10, 9.13797e-28, 5.89641e-12, 2.14522e-10, 9.13797e-28, 7.43332e-08, 9.13797e-28, 9.13797e-28, 9.13797e-28
0.467201, 0, 1.04775e-07, 3.78702e-27, 1.41421, -1.04775e-07, 0, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 3.78702e-27, 2.77326e-10, 3.78702e-27, 9.49409e-12, 3.44243e-10, 3.78702e-27, 1.04144e-07, 3.78702e-27, 3.78702e-27, 3.78702e-27
0.475083, 0, 1.45869e-07, 2.41494e-26, 1.41421, -1.45869e-07, 0, 2.41494e-26, 2.41494e-26, 2.41494e-26, 2.41494e-26, 2.41494e-26, 2.41494e-26, 6.39294e-13, 2.41494e-26, 2.41494e-26, 2.41494e-26, 3.88938e-10, 2.41494e-26, 1.52536e-11, 5.51003e-10, 2.41494e-26, 1.44914e-07, 2.41494e-26, 2.41494e-26, 2.41494e-26
0.482964, 0, 2.01725e-07, 8.77338e-26, 1.41421, -2.01725e-07, 0, 8.77338e-26, 8.77338e-26, 8.77338e-26, 8.77338e-26, 8.77338e-26, 8.77338e-26, 2.2073e-12, 8.77338e-26, 8.77338e-26, 8.77338e-26, 5.42283e-10, 8.77338e-26, 2.44179e-11, 8.78691e-10, 8.77338e-26, 2.00277e-07, 8.77338e-26, 8.77338e-26, 8.77338e-26
0.490846, 0, 2.78229e-07, 3.08484e-25, 1.41421, -2.78229e-07, 0, 1.86829e-15, 1.13347e-14, 4.93602e-14, 3.68196e-10, 9.03421e-12, 8.96743e-12, 3.54152e-11, 1.14993e-11, 2.41678e-12, 6.23103e-10, 7.51792e-10, 1.62093e-12, 3.89434e-11, 1.39569e-09, 7.17406e-16, 2.74969e-07, 3.08484e-25, 3.08484e-25, 1.31756e-11
0.498728, 0, 3.82093e-07, 6.17325e-11, 1.41421, -3.82093e-07, 6.17325e-11, 6.17389e-11, 6.17715e-11, 6.19022e-11, 1.32711e-09, 9.27804e-11, 9.25509e-11, 1.7759e-10, 1.01252e-10, 7.00383e-11, 2.20315e-09, 1.09817e-09, 6.73032e-11, 1.23583e-10, 2.26844e-09, 6.1735e-11, 3.75105e-07, 6.17325e-11, 6.17325e-11, 1.07013e-10
0.506609, 0, 5.23305e-07, 2.14166e-10, 1.41421, -5.23305e-07, 2.14166e-10, 2.14184e-10, 2.14271e-10, 2.1462e-10, 3.59976e-09, 2.97237e-10, 2.96623e-10, 5.19158e-10, 3.19903e-10, 2.36389e-10, 5.94366e-09, 1.63521e-09, 2.29071e-10, 3.11937e-10, 3.685e-09, 2.14173e-10, 5.08465e-07, 2.14166e-10, 2.14166e-10, 3.35317e-10
0.514491, 0, 7.16632e-07, 5.7619e-10, 1.41421, -7.16632e-07, 5.7619e-10, 5.76232e-10, 5.76445e-10, 5.77298e-10, 8.84011e-09, 7.78958e-10, 7.77459e-10, 1.31432e-09, 8.34284e-10, 6.30434e-10, 1.45614e-08, 2.51413e-09, 6.12571e-10, 7.29944e-10, 6.00366e-09, 5.76206e-10, 6.85076e-07, 5.7619e-10, 5.7619e-10, 8.71908e-10
0.522372, 0, 9.84852e-07, 1.4106e-09, 1.41421, -9.84852e-07, 1.4106e-09, 1.4107e-09, 1.41119e-09, 1.41317e-09, 2.06202e-08, 1.88193e-09, 1.87845e-09, 3.11633e-09, 2.01054e-09, 1.53669e-09, 3.39193e-08, 4.03949e-09, 1.49517e-09, 1.65104e-09, 9.84382e-09, 1.41064e-09, 9.17684e-07, 1.4106e-09, 1.4106e-09, 2.098e-09
0.530254, 0, 1.36518e-06, 3.2838e-09, 1.41421, -1.36518e-06, 3.2838e-09, 3.28402e-09, 3.28513e-09, 3.28959e-09, 4.64609e-08, 4.34322e-09, 4.33538e-09, 7.09863e-09, 4.63228e-09, 3.56721e-09, 7.6353e-08, 6.83146e-09, 3.47389e-09, 3.6576e-09, 1.62975e-08, 3.28389e-09, 1.2227e-06, 3.2838e-09, 3.2838e-09, 4.82886e-09
0.538136, 0, 1.92149e-06, 7.38574e-09, 1.41421, -1.92149e-06, 7.38574e-09, 7.38622e-09, 7.38864e-09, 7.39839e-09, 1.01797e-07, 9.70225e-09, 9.68512e-09, 1.60016e-08, 1.03343e-08, 8.00544e-09, 1.67159e-07, 1.21487e-08, 7.80137e-09, 7.96321e-09, 2.73414e-08, 7.38592e-09, 1.6214e-06, 7.38574e-09, 7.38574e-09, 1.07642e-08
0.546017, 0, 2.7662e-06, 1.61541e-08, 1.41421, -2.7662e-06, 1.61541e-08, 1.61551e-08, 1.61603e-08, 1.61811e-08, 2.17508e-07, 2.10946e-08, 2.10581e-08, 3.51686e-08, 2.24426e-08, 1.74758e-08, 3.56908e-07, 2.25161e-08, 1.70405e-08, 1.70405e-08, 4.65031e-08, 1.61545e-08, 2.1419e-06, 1.61541e-08, 1.61541e-08, 2.33594e-08
0.553899, 0, 4.10776e-06, 3.44566e-08, 1.41421, -4.10776e-06, 3.44566e-08, 3.44587e-08, 3.44695e-08, 3.45128e-08, 4.53816e-07, 4.47462e-08, 4.46701e-08, 8.19704e-08, 4.75537e-08, 3.72092e-08, 7.44145e-07, 4.29118e-08, 3.63028e-08, 3.58079e-08, 8.02501e-08, 3.44574e-08, 2.82232e-06, 3.44566e-08, 3.44566e-08, 4.9463e-08
0.56178, 0, 6.31182e-06, 7.17685e-08, 1.41421, -6.31182e-06, 7.17685e-08, 7.17729e-08, 7.17948e-08, 7.1883e-08, 9.25199e-07, 9.27087e-08, 9.25539e-08, 1.79686e-07, 9.84224e-08, 7.73703e-08, 1.51604e-06, 8.29499e-08, 7.55257e-08, 7.3815e-08, 1.40311e-07, 7.17702e-08, 3.716e-06, 7.17685e-08, 7.17685e-08, 1.02308e-07
0.569662, 0, 1.004e-05, 1.46072e-07, 1.41421, -1.004e-05, 1.46072e-07, 1.46081e-07, 1.46124e-07, 1.463e-07, 1.84379e-06, 1.87728e-07, 1.8742e-07, 3.79723e-07, 1.99094e-07, 1.57216e-07, 3.01915e-06, 1.60786e-07, 1.53546e-07, 1.4915e-07, 2.47828e-07, 1.46075e-07, 4.90035e-06, 1.46072e-07, 1.46072e-07, 2.06824e-07
0.577544, 0, 1.64649e-05, 2.90626e-07, 1.41421, -1.64649e-05, 2.90626e-07, 2.90643e-07, 2.90728e-07, 2.91069e-07, 3.59266e-06, 3.71646e-07, 3.71048e-07, 7.8092e-07, 3.93753e-07, 3.12301e-07, 5.8787e-06, 3.09896e-07, 3.05163e-07, 2.95223e-07, 4.40458e-07, 2.90633e-07, 6.49132e-06, 2.90626e-07, 2.90626e-07, 4.08787e-07
0.585425, 0, 2.76262e-05, 5.65401e-07, 1.41421, -2.76262e-05, 5.65401e-07, 5.65433e-07, 5.65594e-07, 5.66243e-07, 6.84603e-06, 7.19505e-07, 7.18366e-07, 1.56574e-06, 7.61554e-07, 6.06626e-07, 1.11942e-05, 5.90519e-07, 5.93051e-07, 5.72218e-07, 7.84245e-07, 5.65413e-07, 8.66773e-06, 5.65401e-07, 5.65401e-07, 7.90148e-07
0.593307, 0, 4.70187e-05, 1.07577e-06, 1.41421, -4.70187e-05, 1.07577e-06, 1.07583e-06, 1.07613e-06, 1.07734e-06, 1.27602e-05, 1.36247e-06, 1.36035e-06, 3.08222e-06, 1.44069e-06, 1.15247e-06, 2.08495e-05, 1.10837e-06, 1.12721e-06, 1.08581e-06, 1.39291e-06, 1.0758e-06, 1.17098e-05, 1.07577e-06, 1.07577e-06, 1.49389e-06
0.601188, 0, 8.04894e-05, 2.00221e-06, 1.41421, -8.04894e-05, 2.00221e-06, 2.00232e-06, 2.00286e-06, 2.00506e-06, 2.32675e-05, 2.52398e-06, 2.52013e-06, 5.96383e-06, 2.66635e-06, 2.14179e-06, 3.79898e-05, 2.04432e-06, 2.09583e-06, 2.01689e-06, 2.45835e-06, 2.00225e-06, 1.60603e-05, 2.00221e-06, 2.00221e-06, 2.76317e-06
0.60907, 0, 0.000137605, 3.64584e-06, 1.41421, -0.000137605, 3.64584e-06, 3.64603e-06, 3.64701e-06, 3.65092e-06, 4.15133e-05, 4.57497e-06, 4.56811e-06, 1.13454e-05, 4.82849e-06, 3.8944e-06, 6.77295e-05, 3.70003e-06, 3.81255e-06, 3.66718e-06, 4.29729e-06, 3.64592e-06, 2.2417e-05, 3.64584e-06, 3.64584e-06, 5.0009e-06
0.616952, 0, 0.00023367, 6.49623e-06, 1.41421, -0.00023367, 6.49623e-06, 6.49656e-06, 6.49826e-06, 6.50507e-06, 7.24842e-05, 8.11533e-06, 8.10337e-06, 2.12246e-05, 8.55712e-06, 6.92936e-06, 0.000118169, 6.56569e-06, 6.78673e-06, 6.52703e-06, 7.42059e-06, 6.49635e-06, 3.18735e-05, 6.49623e-06, 6.49623e-06, 8.85755e-06
