   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_231.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.44025, 22, 37.3032, 35.7374, 4.89898, -15.3032, 0, 35.7375, 37.251, 35.7751, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7374, 35.7519, 35.7374
5.44812, 18, 37.2741, 35.8276, 4.47214, -19.2741, 0, 35.8276, 37.2219, 35.8656, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8276, 35.8417, 35.8276
5.45598, 42, 37.259, 35.9172, 6.63325, 4.74095, 0, 35.9172, 37.2069, 35.9556, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9172, 35.9308, 35.9172
5.46385, 32, 37.2579, 36.0061, 5.83095, -5.25787, 0, 36.0062, 37.2058, 36.045, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0061, 36.0193, 36.0061
5.47172, 44, 37.2699, 36.0945, 6.78233, 6.73006, 0, 36.0945, 37.2179, 36.1337, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.0945, 36.1073, 36.0945
5.47959, 38, 37.2944, 36.1822, 6.32456, 0.705631, 0, 36.1823, 37.2423, 36.2219, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1822, 36.1946, 36.1822
5.48746, 36, 37.33, 36.2693, 6.16441, -1.33003, 0, 36.2694, 37.278, 36.3094, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2693, 36.2813, 36.2693
5.49533, 26, 37.3757, 36.3558, 5.2915, -11.3757, 0, 36.3559, 37.3236, 36.3963, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3558, 36.3674, 36.3558
5.50319, 44, 37.4301, 36.4416, 6.78233, 6.56993, 0, 36.4417, 37.378, 36.4826, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4527, 36.4416
5.51106, 30, 37.4919, 36.5268, 5.65685, -7.49189, 0, 36.5269, 37.4398, 36.5682, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5268, 36.5375, 36.5268
5.51893, 26, 37.5599, 36.6113, 5.2915, -11.5599, 0, 36.6113, 37.5078, 36.6533, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6113, 36.6215, 36.6113
5.5268, 28, 37.6331, 36.6951, 5.47723, -9.63313, 0, 36.6952, 37.5808, 36.7377, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.6951, 36.7049, 36.6951
5.53467, 28, 37.7105, 36.7783, 5.47723, -9.71049, 0, 36.7783, 37.6579, 36.8216, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7783, 36.7875, 36.7783
5.54254, 34, 37.7912, 36.8607, 6, -3.79117, 0, 36.8607, 37.7381, 36.905, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8607, 36.8695, 36.8607
5.55041, 30, 37.8746, 36.9424, 5.65685, -7.87458, 0, 36.9424, 37.8207, 36.988, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9424, 36.9507, 36.9424
5.55828, 18, 37.9602, 37.0234, 4.47214, -19.9602, 0, 37.0234, 37.905, 37.0708, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0234, 37.0312, 37.0234
5.56614, 34, 38.0479, 37.1037, 6, -4.04787, 0, 37.1037, 37.9905, 37.1537, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.1037, 37.111, 37.1037
5.57401, 16, 38.1376, 37.1832, 4.24264, -22.1376, 0, 37.1833, 38.0768, 37.2372, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1832, 37.1901, 37.1832
5.58188, 20, 38.2296, 37.262, 4.69042, -18.2296, 0, 37.2621, 38.1634, 37.3219, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.262, 37.2684, 37.262
5.58975, 26, 38.3246, 37.3401, 5.2915, -12.3246, 0, 37.3401, 38.2501, 37.4087, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3401, 37.3459, 37.3401
5.59762, 22, 38.424, 37.4174, 4.89898, -16.424, 0, 37.4174, 38.3368, 37.4992, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4174, 37.4228, 37.4174
5.60549, 20, 38.5296, 37.4939, 4.69042, -18.5296, 0, 37.4939, 38.4231, 37.5953, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4939, 37.4989, 37.4939
5.61336, 22, 38.6442, 37.5697, 4.89898, -16.6442, 0, 37.5697, 38.5091, 37.7001, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5697, 37.5742, 37.5697
5.62122, 16, 38.7718, 37.6447, 4.24264, -22.7718, 0, 37.6447, 38.5946, 37.8177, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6447, 37.6488, 37.6447
5.62909, 18, 38.918, 37.7188, 4.47214, -20.918, 0, 37.7189, 38.6794, 37.9535, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7188, 37.7226, 37.7188
5.63696, 28, 39.0904, 37.7922, 5.47723, -11.0904, 0, 37.7923, 38.7637, 38.1154, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7922, 37.7957, 37.7922
5.64483, 16, 39.2991, 37.8648, 4.24264, -23.2991, 0, 37.8648, 38.8473, 38.3134, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.8648, 37.868, 37.8648
5.6527, 20, 39.5573, 37.9366, 4.69042, -19.5573, 0, 37.9366, 38.9302, 38.5608, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9366, 37.9395, 37.9366
5.66057, 22, 39.882, 38.0075, 4.89898, -17.882, 0, 38.0075, 39.0123, 38.8746, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0075, 38.0102, 38.0075
5.66844, 26, 40.295, 38.0776, 5.2915, -14.295, 0, 38.0776, 39.0937, 39.2765, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.0776, 38.08, 38.0776
5.6763, 12, 40.8229, 38.1469, 3.74166, -28.8229, 0, 38.1469, 39.1743, 39.7933, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.1469, 38.149, 38.1469
5.68417, 20, 41.4984, 38.2153, 4.69042, -21.4984, 0, 38.2153, 39.2541, 40.4575, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2153, 38.2172, 38.2153
5.69204, 18, 42.3602, 38.2828, 4.47214, -24.3602, 0, 38.2828, 39.3331, 41.3081, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2828, 38.2845, 38.2828
5.69991, 26, 43.4539, 38.3494, 5.2915, -17.4539, 0, 38.3494, 39.4112, 42.3904, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.3494, 38.351, 38.3494
5.70778, 26, 44.8308, 38.4151, 5.2915, -18.8308, 0, 38.4152, 39.4885, 43.756, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4151, 38.4166, 38.4151
5.71565, 36, 46.5486, 38.48, 6.16441, -10.5486, 0, 38.48, 39.565, 45.4623, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.48, 38.4813, 38.48
5.72352, 16, 48.6689, 38.5439, 4.24264, -32.6689, 0, 38.5439, 39.6406, 47.571, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.5439, 38.545, 38.5439
5.73138, 42, 51.2559, 38.6069, 6.63325, -9.25587, 0, 38.6069, 39.7153, 50.1464, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6069, 38.6079, 38.6069
5.73925, 32, 54.3739, 38.6689, 5.83095, -22.3739, 0, 38.669, 39.7891, 53.2528, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6689, 38.6698, 38.6689
5.74712, 56, 58.0836, 38.7301, 7.61577, -2.08362, 0, 38.7301, 39.8621, 56.9508, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7301, 38.7308, 38.7301
5.75499, 54, 62.4381, 38.7902, 7.48331, -8.43813, 0, 38.7902, 39.9341, 61.2936, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7902, 38.7909, 38.7902
5.76286, 68, 67.4796, 38.8494, 8.3666, 0.520386, 0, 38.8494, 40.0051, 66.3233, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.8494, 38.85, 38.8494
5.77073, 64, 73.2312, 38.9076, 8.12404, -9.23125, 0, 38.9077, 40.0753, 72.0631, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9076, 38.9081, 38.9076
5.7786, 60, 79.6968, 38.9649, 7.87401, -19.6968, 0, 38.965, 40.1445, 78.5168, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9649, 38.9653, 38.9649
5.78646, 92, 86.8526, 39.0212, 9.69536, 5.14745, 0, 39.0212, 40.2128, 85.6606, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0212, 39.0215, 39.0212
5.79433, 88, 94.6449, 39.0765, 9.48683, -6.64488, 0, 39.0765, 40.2801, 93.441, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0765, 39.0768, 39.0765
5.8022, 98, 102.988, 39.1309, 10, -4.98795, 0, 39.1309, 40.3465, 101.772, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1309, 39.1311, 39.1309
5.81007, 92, 111.762, 39.1843, 9.69536, -19.7621, 0, 39.1843, 40.412, 110.534, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1843, 39.1845, 39.1843
5.81794, 130, 120.815, 39.2367, 11.4891, 9.18524, 0, 39.2368, 40.4766, 119.575, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2367, 39.2369, 39.2367
5.82581, 140, 129.966, 39.2883, 11.9164, 10.0343, 0, 39.2883, 40.5402, 128.714, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2883, 39.2884, 39.2883
5.83368, 170, 139.006, 39.3389, 13.1149, 30.9938, 0, 39.3389, 40.6031, 137.742, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.3389, 39.339, 39.3389
5.84154, 152, 147.714, 39.3887, 12.4097, 4.28613, 0, 39.3887, 40.6651, 146.437, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3887, 39.3888, 39.3887
5.84941, 164, 155.857, 39.4377, 12.8841, 8.14255, 0, 39.4377, 40.7263, 154.569, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377, 39.4377
5.85728, 178, 163.205, 39.4859, 13.4164, 14.7955, 0, 39.4859, 40.7869, 161.903, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859, 39.4859
5.86515, 162, 169.539, 39.5335, 12.8062, -7.53922, 0, 39.5335, 40.8468, 168.226, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335, 39.5335
5.87302, 176, 174.666, 39.5804, 13.3417, 1.3344, 0, 39.5805, 40.9062, 173.34, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804, 39.5804
5.88089, 196, 178.424, 39.6269, 14.0712, 17.5761, 0, 39.6269, 40.9651, 177.086, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269, 39.6269
5.88876, 204, 180.695, 39.673, 14.3527, 23.3051, 0, 39.673, 41.0237, 179.344, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673, 39.673
5.89662, 208, 181.408, 39.7188, 14.4914, 26.5918, 0, 39.7188, 41.0821, 180.045, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188
5.90449, 206, 180.545, 39.7645, 14.4222, 25.4547, 0, 39.7645, 41.1404, 179.169, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645, 39.7645
5.91236, 194, 178.141, 39.8102, 14, 15.8594, 0, 39.8102, 41.1989, 176.752, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102, 39.8102
5.92023, 180, 174.28, 39.8561, 13.4907, 5.72012, 0, 39.8562, 41.2576, 172.878, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561, 39.8561
5.9281, 156, 169.093, 39.9024, 12.5698, -13.0934, 0, 39.9025, 41.3168, 167.679, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024, 39.9024
5.93597, 186, 162.752, 39.9493, 13.7113, 23.2476, 0, 39.9493, 41.3766, 161.325, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493, 39.9493
5.94384, 188, 155.455, 39.9967, 13.784, 32.5447, 0, 39.9968, 41.4371, 154.015, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967, 39.9967
5.9517, 104, 147.421, 40.0451, 10.2956, -43.4213, 0, 40.0451, 41.4987, 145.968, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451, 40.0451
5.95957, 124, 138.878, 40.0945, 11.225, -14.8781, 0, 40.0945, 41.5613, 137.411, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945, 40.0945
5.96744, 136, 130.052, 40.145, 11.7473, 5.94778, 0, 40.145, 41.6255, 128.572, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145, 40.145
5.97531, 142, 121.157, 40.1968, 12, 20.8431, 0, 40.1968, 41.6911, 119.663, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968, 40.1968
5.98318, 120, 112.39, 40.25, 11.0454, 7.6096, 0, 40.25, 41.7587, 110.882, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25, 40.25
5.99105, 80, 103.921, 40.3046, 9.05539, -23.9209, 0, 40.3046, 41.8283, 102.397, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046, 40.3046
5.99892, 118, 95.8919, 40.3607, 10.9545, 22.1081, 0, 40.3607, 41.9004, 94.3522, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607, 40.3607
6.00678, 94, 88.4119, 40.4183, 9.79796, 5.58812, 0, 40.4184, 41.9757, 86.8545, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183, 40.4183
6.01465, 74, 81.5596, 40.4775, 8.7178, -7.55957, 0, 40.4775, 42.0549, 79.9821, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775, 40.4775
6.02252, 80, 75.3834, 40.5381, 9.05539, 4.61656, 0, 40.5381, 42.1396, 73.7819, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381, 40.5381
6.03039, 68, 69.9049, 40.6001, 8.3666, -1.90491, 0, 40.6001, 42.2318, 68.2731, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001, 40.6001
6.03826, 62, 65.1227, 40.6634, 8, -3.12265, 0, 40.6634, 42.3351, 63.4509, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634, 40.6634
6.04613, 56, 61.0178, 40.7279, 7.61577, -5.01779, 0, 40.7279, 42.4548, 59.2909, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279, 40.7279
6.054, 70, 57.5582, 40.7935, 8.48528, 12.4418, 0, 40.7935, 42.599, 55.7526, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935, 40.7935
6.06186, 54, 54.7067, 40.86, 7.48331, -0.706665, 0, 40.86, 42.7804, 52.7862, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86, 40.86
6.06973, 30, 52.4245, 40.9272, 5.65685, -22.4245, 0, 40.9273, 43.0177, 50.334, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272, 40.9272
6.0776, 46, 50.6796, 40.9951, 6.9282, -4.67963, 0, 40.9951, 43.3389, 48.3358, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951, 40.9951
6.08547, 28, 49.4529, 41.0634, 5.47723, -21.4529, 0, 41.0634, 43.7852, 46.7311, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634, 41.0634
6.09334, 52, 48.746, 41.1319, 7.34847, 3.25405, 0, 41.132, 44.4161, 45.4618, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319, 41.1319
6.10121, 50, 48.5898, 41.2006, 7.2111, 1.41018, 0, 41.2006, 45.3167, 44.4737, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006, 41.2006
6.10908, 40, 49.0554, 41.2692, 6.48074, -9.05541, 0, 41.2693, 46.6069, 43.7177, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692, 41.2692
6.11695, 46, 50.2664, 41.3377, 6.9282, -4.26639, 0, 41.3377, 48.4538, 43.1503, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377, 41.3377
6.12481, 52, 52.4133, 41.4058, 7.34847, -0.413254, 0, 41.4058, 51.085, 42.734, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058, 41.4058
6.13268, 58, 55.7727, 41.4735, 7.74597, 2.22728, 0, 41.4736, 54.8092, 42.437, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735, 41.4735
6.14055, 68, 60.7278, 41.5407, 8.3666, 7.27216, 0, 41.5407, 60.0357, 42.2328, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407, 41.5407
6.14842, 104, 67.7929, 41.6072, 10.2956, 36.2071, 0, 41.6073, 67.3003, 42.0999, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072, 41.6072
6.15629, 70, 77.6405, 41.6731, 8.48528, -7.6405, 0, 41.6731, 77.2928, 42.0208, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731, 41.6731
6.16416, 100, 91.1306, 41.7381, 10.0995, 8.86943, 0, 41.7382, 90.8867, 41.982, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381, 41.7381
6.17202, 138, 109.339, 41.8024, 11.8322, 28.6614, 0, 41.8024, 109.168, 41.9729, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024, 41.8024
6.17989, 160, 133.589, 41.8657, 12.7279, 26.4108, 0, 41.8657, 133.47, 41.9854, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657, 41.8657
6.18776, 192, 165.464, 41.9281, 13.9284, 26.5358, 0, 41.9282, 165.379, 42.0136, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281, 41.9281
6.19563, 244, 206.838, 41.9896, 15.6844, 37.1621, 0, 41.9897, 206.774, 42.0531, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896, 41.9896
6.2035, 312, 259.861, 42.0502, 17.72, 52.139, 0, 42.0502, 259.81, 42.1012, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502, 42.0502
6.21137, 344, 326.953, 42.1097, 18.6011, 17.0467, 0, 42.1097, 326.907, 42.1559, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097, 42.1097
6.21924, 464, 410.765, 42.1682, 21.587, 53.2346, 0, 42.1682, 410.717, 42.2163, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682, 42.1682
6.22711, 552, 514.115, 42.2257, 23.5372, 37.8849, 0, 42.2257, 514.059, 42.2822, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257, 42.2257
6.23497, 694, 639.888, 42.2822, 26.3818, 54.1124, 0, 42.2822, 639.815, 42.3544, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822, 42.2822
