   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_141.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0509289, 0, 1.88635e-19, 0, 1.41421, -1.88635e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21611e-22, 0, 1.31741e-24, 0, 1.88512e-19, 0, 0, 0
0.0587999, 0, 4.11113e-19, 0, 1.41421, -4.11113e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65039e-22, 0, 2.90381e-24, 0, 4.10845e-19, 0, 0, 0
0.0666708, 0, 8.84693e-19, 0, 1.41421, -8.84693e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.70351e-22, 0, 6.32143e-24, 0, 8.84116e-19, 0, 0, 0
0.0745418, 0, 1.88069e-18, 0, 1.41421, -1.88069e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21246e-21, 0, 1.35977e-23, 0, 1.87946e-18, 0, 0, 0
0.0824127, 0, 3.95102e-18, 0, 1.41421, -3.95102e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54717e-21, 0, 2.89131e-23, 0, 3.94845e-18, 0, 0, 0
0.0902837, 0, 8.38524e-18, 0, 1.41421, -8.38524e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40586e-21, 0, 6.23733e-23, 0, 8.37977e-18, 0, 0, 0
0.0981546, 0, 1.71827e-17, 0, 1.41421, -1.71827e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10775e-20, 0, 1.29417e-22, 0, 1.71715e-17, 0, 0, 0
0.106026, 0, 3.48393e-17, 0, 1.41421, -3.48393e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24605e-20, 0, 2.65774e-22, 0, 3.48166e-17, 0, 0, 0
0.113897, 0, 6.99131e-17, 0, 1.41421, -6.99131e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50721e-20, 0, 5.4035e-22, 0, 6.98675e-17, 0, 0, 0
0.121767, 0, 1.38885e-16, 0, 1.41421, -1.38885e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95373e-20, 0, 1.08788e-21, 0, 1.38794e-16, 0, 0, 0
0.129638, 0, 2.73181e-16, 0, 1.41421, -2.73181e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76116e-19, 0, 2.16935e-21, 0, 2.73003e-16, 0, 0, 0
0.137509, 0, 5.32142e-16, 0, 1.41421, -5.32142e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43065e-19, 0, 4.28553e-21, 0, 5.31794e-16, 0, 0, 0
0.14538, 0, 1.02674e-15, 0, 1.41421, -1.02674e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61924e-19, 0, 8.38855e-21, 0, 1.02607e-15, 0, 0, 0
0.153251, 0, 1.96254e-15, 0, 1.41421, -1.96254e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26522e-18, 0, 1.62724e-20, 0, 1.96126e-15, 0, 0, 0
0.161122, 0, 3.71675e-15, 0, 1.41421, -3.71675e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39613e-18, 0, 3.12872e-20, 0, 3.71432e-15, 0, 0, 0
0.168993, 0, 6.97517e-15, 0, 1.41421, -6.97517e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49679e-18, 0, 5.96341e-20, 0, 6.97061e-15, 0, 0, 0
0.176864, 0, 1.29732e-14, 0, 1.41421, -1.29732e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36362e-18, 0, 1.12693e-19, 0, 1.29647e-14, 0, 0, 0
0.184735, 0, 2.3916e-14, 0, 1.41421, -2.3916e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54182e-17, 0, 2.11167e-19, 0, 2.39003e-14, 0, 0, 0
0.192606, 0, 4.37043e-14, 0, 1.41421, -4.37043e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81755e-17, 0, 3.92412e-19, 0, 4.36757e-14, 0, 0, 0
0.200477, 0, 7.91765e-14, 0, 1.41421, -7.91765e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10438e-17, 0, 7.23271e-19, 0, 7.91247e-14, 0, 0, 0
0.208348, 0, 1.42214e-13, 0, 1.41421, -1.42214e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16836e-17, 0, 1.32237e-18, 0, 1.42121e-13, 0, 0, 0
0.216219, 0, 2.53281e-13, 0, 1.41421, -2.53281e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63287e-16, 0, 2.39856e-18, 0, 2.53115e-13, 0, 0, 0
0.22409, 0, 4.47306e-13, 0, 1.41421, -4.47306e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88375e-16, 0, 4.31661e-18, 0, 4.47013e-13, 0, 0, 0
0.231961, 0, 7.83397e-13, 0, 1.41421, -7.83397e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05056e-16, 0, 7.70876e-18, 0, 7.82884e-13, 0, 0, 0
0.239832, 0, 1.3607e-12, 0, 1.41421, -1.3607e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77258e-16, 0, 1.36625e-17, 0, 1.35981e-12, 0, 0, 0
0.247703, 0, 2.3441e-12, 0, 1.41421, -2.3441e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51129e-15, 0, 2.40348e-17, 0, 2.34256e-12, 0, 0, 0
0.255574, 0, 4.00539e-12, 0, 1.41421, -4.00539e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58245e-15, 0, 4.19738e-17, 0, 4.00276e-12, 0, 0, 0
0.263445, 0, 6.78881e-12, 0, 1.41421, -6.78881e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37722e-15, 0, 7.27807e-17, 0, 6.78436e-12, 0, 0, 0
0.271315, 0, 1.14142e-11, 0, 1.41421, -1.14142e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35994e-15, 0, 1.25323e-16, 0, 1.14067e-11, 0, 0, 0
0.279186, 0, 1.9038e-11, 0, 1.41421, -1.9038e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22768e-14, 0, 2.14346e-16, 0, 1.90255e-11, 0, 0, 0
0.287057, 0, 3.15023e-11, 0, 1.41421, -3.15023e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03165e-14, 0, 3.64222e-16, 0, 3.14817e-11, 0, 0, 0
0.294928, 0, 5.17164e-11, 0, 1.41421, -5.17164e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33572e-14, 0, 6.15026e-16, 0, 5.16824e-11, 0, 0, 0
0.302799, 0, 8.42358e-11, 0, 1.41421, -8.42358e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43413e-14, 0, 1.03234e-15, 0, 8.41804e-11, 0, 0, 0
0.31067, 0, 1.36135e-10, 0, 1.41421, -1.36135e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78403e-14, 0, 1.72303e-15, 0, 1.36045e-10, 0, 0, 0
0.318541, 0, 2.18303e-10, 3.46121e-43, 1.41421, -2.18303e-10, 0, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 3.46121e-43, 1.40897e-13, 3.46121e-43, 2.86059e-15, 3.46121e-43, 2.18159e-10, 3.46121e-43, 3.46121e-43, 3.46121e-43
0.326412, 0, 3.47368e-10, 5.86584e-42, 1.41421, -3.47368e-10, 0, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 5.86584e-42, 2.24272e-13, 5.86584e-42, 4.72596e-15, 5.86584e-42, 3.47139e-10, 5.86584e-42, 5.86584e-42, 5.86584e-42
0.334283, 0, 5.48498e-10, 8.27411e-41, 1.41421, -5.48498e-10, 0, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 8.27411e-41, 3.54277e-13, 8.27411e-41, 7.77285e-15, 8.27411e-41, 5.48136e-10, 8.27411e-41, 8.27411e-41, 8.27411e-41
0.342154, 0, 8.59477e-10, 1.03348e-39, 1.41421, -8.59477e-10, 0, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 1.03348e-39, 5.55427e-13, 1.03348e-39, 1.27331e-14, 1.03348e-39, 8.58909e-10, 1.03348e-39, 1.03348e-39, 1.03348e-39
0.350025, 0, 1.33656e-09, 1.15841e-38, 1.41421, -1.33656e-09, 0, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 1.15841e-38, 8.64283e-13, 1.15841e-38, 2.07857e-14, 1.15841e-38, 1.33567e-09, 1.15841e-38, 1.15841e-38, 1.15841e-38
0.357896, 0, 2.06276e-09, 1.17368e-37, 1.41421, -2.06276e-09, 0, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.17368e-37, 1.33492e-12, 1.17368e-37, 3.38301e-14, 1.17368e-37, 2.06139e-09, 1.17368e-37, 1.17368e-37, 1.17368e-37
0.365767, 0, 3.15966e-09, 1.08093e-36, 1.41421, -3.15966e-09, 0, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 1.08093e-36, 2.04672e-12, 1.08093e-36, 5.49258e-14, 1.08093e-36, 3.15756e-09, 1.08093e-36, 1.08093e-36, 1.08093e-36
0.373638, 0, 4.80376e-09, 9.09855e-36, 1.41421, -4.80376e-09, 0, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 9.09855e-36, 3.11527e-12, 9.09855e-36, 8.90045e-14, 9.09855e-36, 4.80055e-09, 9.09855e-36, 9.09855e-36, 9.09855e-36
0.381509, 0, 7.2492e-09, 7.0333e-35, 1.41421, -7.2492e-09, 0, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 7.0333e-35, 4.70763e-12, 7.0333e-35, 1.4402e-13, 7.0333e-35, 7.24435e-09, 7.0333e-35, 7.0333e-35, 7.0333e-35
0.38938, 0, 1.0859e-08, 5.01531e-34, 1.41421, -1.0859e-08, 0, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 5.01531e-34, 7.06346e-12, 5.01531e-34, 2.32812e-13, 5.01531e-34, 1.08517e-08, 5.01531e-34, 5.01531e-34, 5.01531e-34
0.397251, 0, 1.61474e-08, 3.44827e-33, 1.41421, -1.61474e-08, 0, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 3.44827e-33, 1.0524e-11, 3.44827e-33, 3.76107e-13, 3.44827e-33, 1.61365e-08, 3.44827e-33, 3.44827e-33, 3.44827e-33
0.405122, 0, 2.38375e-08, 5.46099e-32, 1.41421, -2.38375e-08, 0, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 5.46099e-32, 1.55724e-11, 5.46099e-32, 6.08177e-13, 5.46099e-32, 2.38214e-08, 5.46099e-32, 5.46099e-32, 5.46099e-32
0.412993, 0, 3.49353e-08, 3.12101e-31, 1.41421, -3.49353e-08, 0, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 3.12101e-31, 2.28846e-11, 3.12101e-31, 9.81894e-13, 3.12101e-31, 3.49115e-08, 3.12101e-31, 3.12101e-31, 3.12101e-31
0.420863, 0, 5.08338e-08, 1.68383e-30, 1.41421, -5.08338e-08, 0, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 1.68383e-30, 3.34057e-11, 1.68383e-30, 1.585e-12, 1.68383e-30, 5.07988e-08, 1.68383e-30, 1.68383e-30, 1.68383e-30
0.428734, 0, 7.34432e-08, 8.54566e-30, 1.41421, -7.34432e-08, 0, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 8.54566e-30, 4.84437e-11, 8.54566e-30, 2.55792e-12, 8.54566e-30, 7.33922e-08, 8.54566e-30, 8.54566e-30, 8.54566e-30
0.436605, 0, 1.05363e-07, 4.09179e-29, 1.41421, -1.05363e-07, 0, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 4.09179e-29, 6.97989e-11, 4.09179e-29, 4.12621e-12, 4.09179e-29, 1.05289e-07, 4.09179e-29, 4.09179e-29, 4.09179e-29
0.444476, 0, 1.50104e-07, 1.86839e-28, 1.41421, -1.50104e-07, 0, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 1.86839e-28, 9.99336e-11, 1.86839e-28, 6.65098e-12, 1.86839e-28, 1.49998e-07, 1.86839e-28, 1.86839e-28, 1.86839e-28
0.452347, 0, 2.12371e-07, 8.11581e-28, 1.41421, -2.12371e-07, 0, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 8.11581e-28, 1.42195e-10, 8.11581e-28, 1.07081e-11, 8.11581e-28, 2.12218e-07, 8.11581e-28, 8.11581e-28, 8.11581e-28
0.460218, 0, 2.98418e-07, 3.35425e-27, 1.41421, -2.98418e-07, 0, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 3.35425e-27, 2.01106e-10, 3.35425e-27, 1.72121e-11, 3.35425e-27, 2.98199e-07, 3.35425e-27, 3.35425e-27, 3.35425e-27
0.468089, 0, 4.165e-07, 1.32161e-26, 1.41421, -4.165e-07, 0, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 1.32161e-26, 2.82746e-10, 1.32161e-26, 2.7607e-11, 1.32161e-26, 4.16189e-07, 1.32161e-26, 1.32161e-26, 1.32161e-26
0.47596, 0, 5.77428e-07, 4.97425e-26, 1.41421, -5.77428e-07, 0, 4.97425e-26, 4.97425e-26, 4.97425e-26, 4.97425e-26, 4.97425e-26, 4.97425e-26, 2.09584e-12, 4.97425e-26, 4.97425e-26, 3.95233e-10, 4.97425e-26, 4.41603e-11, 4.97425e-26, 5.76987e-07, 4.97425e-26, 4.97425e-26, 4.97425e-26
0.483831, 0, 7.95258e-07, 1.7923e-25, 1.41421, -7.95258e-07, 0, 1.7923e-25, 1.7923e-25, 1.7923e-25, 1.7923e-25, 1.7923e-25, 1.7923e-25, 7.15607e-12, 1.7923e-25, 1.7923e-25, 5.49355e-10, 1.7923e-25, 7.04103e-11, 1.7923e-25, 7.94631e-07, 1.7923e-25, 1.7923e-25, 1.7923e-25
0.491702, 0, 1.09034e-06, 6.25413e-25, 1.41421, -1.09034e-06, 0, 2.97896e-15, 4.78023e-14, 2.22868e-10, 4.35299e-12, 1.87273e-13, 1.49433e-11, 1.14783e-10, 2.07507e-10, 1.52043e-09, 7.59378e-10, 1.38983e-12, 1.11841e-10, 1.72862e-15, 1.08735e-06, 6.25413e-25, 6.25413e-25, 2.40896e-11
0.499573, 0, 1.48699e-06, 2.17983e-10, 1.41421, -1.48699e-06, 2.17983e-10, 2.17993e-10, 2.18146e-10, 9.75665e-10, 2.32782e-10, 2.1862e-10, 2.68786e-10, 5.89608e-10, 9.23441e-10, 5.38698e-09, 1.26201e-09, 2.22708e-10, 3.94882e-10, 2.17989e-10, 1.47861e-06, 2.17983e-10, 2.17983e-10, 2.9988e-10
0.507444, 0, 2.01884e-06, 7.35664e-10, 1.41421, -2.01884e-06, 7.35664e-10, 7.35691e-10, 7.36094e-10, 2.74012e-09, 7.74815e-10, 7.37349e-10, 8.70063e-10, 1.70313e-09, 2.60196e-09, 1.44103e-08, 2.16343e-09, 7.48164e-10, 1.01415e-09, 7.3568e-10, 1.99821e-06, 7.35664e-10, 7.35664e-10, 9.52323e-10
0.515315, 0, 2.7325e-06, 1.9369e-09, 1.41421, -2.7325e-06, 1.9369e-09, 1.93697e-09, 1.93794e-09, 6.77412e-09, 2.03138e-09, 1.94097e-09, 2.26124e-09, 4.25211e-09, 6.44071e-09, 3.49369e-08, 3.87929e-09, 1.96707e-09, 2.37304e-09, 1.93694e-09, 2.68449e-06, 1.9369e-09, 1.9369e-09, 2.45975e-09
0.523186, 0, 3.69418e-06, 4.65789e-09, 1.41421, -3.69418e-06, 4.65789e-09, 4.65804e-09, 4.66028e-09, 1.57767e-08, 4.87506e-09, 4.66724e-09, 5.40341e-09, 9.94899e-09, 1.50103e-08, 8.05115e-08, 7.28685e-09, 4.72723e-09, 5.33712e-09, 4.65798e-09, 3.58601e-06, 4.65789e-09, 4.65789e-09, 5.85971e-09
0.531057, 0, 5.00279e-06, 1.06775e-08, 1.41421, -5.00279e-06, 1.06775e-08, 1.06778e-08, 1.06828e-08, 3.53986e-08, 1.11603e-08, 1.06982e-08, 1.2335e-08, 2.23841e-08, 3.36947e-08, 1.79328e-07, 1.42177e-08, 1.08316e-08, 1.17291e-08, 1.06777e-08, 4.76511e-06, 1.06775e-08, 1.06775e-08, 1.33495e-08
0.538928, 0, 6.8141e-06, 2.3687e-08, 1.41421, -6.8141e-06, 2.3687e-08, 2.36877e-08, 2.36984e-08, 7.71823e-08, 2.47318e-08, 2.37319e-08, 2.72738e-08, 4.99496e-08, 7.34951e-08, 3.88639e-07, 2.84305e-08, 2.40206e-08, 2.5305e-08, 2.36874e-08, 6.30242e-06, 2.3687e-08, 2.3687e-08, 2.94692e-08
0.546799, 0, 9.38176e-06, 5.1155e-08, 1.41421, -9.38176e-06, 5.1155e-08, 5.11566e-08, 5.11793e-08, 1.6412e-07, 5.33614e-08, 5.125e-08, 5.87294e-08, 1.08709e-07, 1.56334e-07, 8.21819e-07, 5.74793e-08, 5.18595e-08, 5.36287e-08, 5.11559e-08, 8.30379e-06, 5.1155e-08, 5.1155e-08, 6.33653e-08
0.55467, 0, 1.3156e-05, 1.07827e-07, 1.41421, -1.3156e-05, 1.07827e-07, 1.0783e-07, 1.07877e-07, 3.409e-07, 1.12379e-07, 1.08023e-07, 1.23454e-07, 2.52629e-07, 3.24836e-07, 1.69788e-06, 1.16217e-07, 1.0928e-07, 1.11583e-07, 1.07829e-07, 1.09118e-05, 1.07827e-07, 1.07827e-07, 1.33019e-07
0.562541, 0, 1.88797e-05, 2.22084e-07, 1.41421, -1.88797e-05, 2.22084e-07, 2.2209e-07, 2.22185e-07, 6.92219e-07, 2.31267e-07, 2.22479e-07, 2.53607e-07, 5.5073e-07, 6.59815e-07, 3.4294e-06, 2.33162e-07, 2.25016e-07, 2.27752e-07, 2.22088e-07, 1.43242e-05, 2.22084e-07, 2.22084e-07, 2.72901e-07
0.570412, 0, 2.7862e-05, 4.47205e-07, 1.41421, -2.7862e-05, 4.47205e-07, 4.47217e-07, 4.47404e-07, 1.37464e-06, 4.65319e-07, 4.47984e-07, 5.0939e-07, 1.1562e-06, 1.31072e-06, 6.77431e-06, 4.61761e-07, 4.52989e-07, 4.55698e-07, 4.47212e-07, 1.88245e-05, 4.47205e-07, 4.47205e-07, 5.47451e-07
0.578282, 0, 4.23731e-05, 8.80724e-07, 1.41421, -4.23731e-05, 8.80724e-07, 8.80748e-07, 8.81108e-07, 2.67045e-06, 9.1568e-07, 8.82228e-07, 1.00073e-06, 2.36237e-06, 2.5471e-06, 1.30905e-05, 8.99761e-07, 8.91885e-07, 8.93361e-07, 8.80738e-07, 2.48325e-05, 8.80724e-07, 8.80724e-07, 1.07417e-06
0.586153, 0, 6.62942e-05, 1.69671e-06, 1.41421, -6.62942e-05, 1.69671e-06, 1.69675e-06, 1.69743e-06, 5.07583e-06, 1.76271e-06, 1.69955e-06, 1.92328e-06, 4.70032e-06, 4.84293e-06, 2.47495e-05, 1.72149e-06, 1.71778e-06, 1.71538e-06, 1.69673e-06, 3.29864e-05, 1.69671e-06, 1.69671e-06, 2.06195e-06
0.594024, 0, 0.000106239, 3.19808e-06, 1.41421, -0.000106239, 3.19808e-06, 3.19816e-06, 3.19941e-06, 9.44134e-06, 3.32002e-06, 3.20332e-06, 3.61669e-06, 9.1932e-06, 9.01102e-06, 4.57904e-05, 3.2302e-06, 3.23701e-06, 3.22549e-06, 3.19812e-06, 4.42744e-05, 3.19808e-06, 3.19808e-06, 3.8729e-06
0.601895, 0, 0.000173201, 5.8986e-06, 1.41421, -0.000173201, 5.8986e-06, 5.89875e-06, 5.90102e-06, 1.71881e-05, 6.1191e-06, 5.90809e-06, 6.65556e-06, 1.76803e-05, 1.64099e-05, 8.29166e-05, 5.94006e-06, 5.969e-06, 5.93857e-06, 5.89869e-06, 6.02384e-05, 5.8986e-06, 5.8986e-06, 7.11886e-06
0.609766, 0, 0.000285137, 1.06476e-05, 1.41421, -0.000285137, 1.06476e-05, 1.06478e-05, 1.06518e-05, 3.06302e-05, 1.10379e-05, 1.06643e-05, 1.19874e-05, 3.34426e-05, 2.92529e-05, 0.000146972, 1.07009e-05, 1.07722e-05, 1.07054e-05, 1.06477e-05, 8.32827e-05, 1.06476e-05, 1.06476e-05, 1.28075e-05
0.617637, 0, 0.000470801, 1.8813e-05, 1.41421, -0.000470801, 1.8813e-05, 1.88135e-05, 1.88205e-05, 5.34406e-05, 1.94894e-05, 1.88421e-05, 2.11348e-05, 6.22267e-05, 5.10538e-05, 0.000255046, 1.88813e-05, 1.9029e-05, 1.88964e-05, 1.88133e-05, 0.00011714, 1.8813e-05, 1.8813e-05, 2.25559e-05
0.625508, 0, 0.000775235, 3.25413e-05, 1.41421, -0.000775235, 3.25413e-05, 3.25421e-05, 3.25539e-05, 9.12962e-05, 3.36889e-05, 3.25907e-05, 3.64808e-05, 0.000113912, 8.72464e-05, 0.000433374, 3.26285e-05, 3.29077e-05, 3.26606e-05, 3.25418e-05, 0.000167498, 3.25413e-05, 3.25413e-05, 3.88921e-05
0.633379, 0, 0.00126756, 5.51123e-05, 1.41421, -0.00126756, 5.51123e-05, 5.51137e-05, 5.51333e-05, 0.000152745, 5.70193e-05, 5.51944e-05, 6.16586e-05, 0.000205164, 0.000146015, 0.000721172, 5.52233e-05, 5.57212e-05, 5.5282e-05, 5.51131e-05, 0.000242916, 5.51123e-05, 5.51123e-05, 6.56653e-05
0.64125, 0, 0.00205158, 9.1404e-05, 1.41421, -0.00205158, 9.1404e-05, 9.14061e-05, 9.14381e-05, 0.000250311, 9.45077e-05, 9.15375e-05, 0.000102059, 0.00036356, 0.000239358, 0.00117549, 9.15448e-05, 9.2395e-05, 9.16441e-05, 9.14052e-05, 0.000356007, 9.1404e-05, 9.1404e-05, 0.00010858
0.649121, 0, 0.00327982, 0.000148474, 1.41421, -0.00327982, 0.000148474, 0.000148477, 0.000148528, 0.000401849, 0.000153423, 0.000148687, 0.000165463, 0.00063381, 0.000384384, 0.00187703, 0.000148652, 0.000150054, 0.000148812, 0.000148476, 0.000524953, 0.000148474, 0.000148474, 0.000175861
0.656992, 0, 0.00517176, 0.000236256, 1.41421, -0.00517176, 0.000236256, 0.000236261, 0.000236341, 0.000632114, 0.000243988, 0.000236588, 0.000262798, 0.00108695, 0.000604828, 0.00293685, 0.000236481, 0.000238725, 0.00023673, 0.000236259, 0.000775384, 0.000236256, 0.000236256, 0.000279044
0.664863, 0, 0.00803636, 0.000368326, 1.41421, -0.00803636, 0.000368326, 0.000368334, 0.000368456, 0.000974436, 0.000380164, 0.000368835, 0.000408965, 0.00183339, 0.000932657, 0.00450328, 0.00036861, 0.000372106, 0.000368987, 0.00036833, 0.00114252, 0.000368326, 0.000368326, 0.00043384
0.672734, 0, 0.0122995, 0.000562705, 1.41421, -0.0122995, 0.000562705, 0.000562717, 0.0005629, 0.00147239, 0.000580472, 0.000563469, 0.000623699, 0.00304099, 0.00140968, 0.00676865, 0.000563062, 0.000568378, 0.000563624, 0.000562712, 0.00167362, 0.000562705, 0.000562705, 0.000661033
