   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_192.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.427256, 0, 2.34548e-08, 1.34284e-30, 1.41421, -2.34548e-08, 0, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 1.34284e-30, 9.22092e-11, 1.34284e-30, 1.34284e-30, 2.42414e-11, 1.34284e-30, 2.33384e-08, 1.34284e-30, 1.34284e-30, 1.34284e-30
0.435127, 0, 3.43902e-08, 6.81828e-30, 1.41421, -3.43902e-08, 0, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 6.81828e-30, 1.35621e-10, 6.81828e-30, 6.81828e-30, 3.95406e-11, 6.81828e-30, 3.42151e-08, 6.81828e-30, 6.81828e-30, 6.81828e-30
0.442997, 0, 5.00508e-08, 3.26757e-29, 1.41421, -5.00508e-08, 0, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 3.26757e-29, 1.98098e-10, 3.26757e-29, 3.26757e-29, 6.44284e-11, 3.26757e-29, 4.97882e-08, 3.26757e-29, 3.26757e-29, 3.26757e-29
0.450868, 0, 7.23086e-08, 1.50319e-28, 1.41421, -7.23086e-08, 0, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 1.50319e-28, 2.87405e-10, 1.50319e-28, 1.50319e-28, 1.04853e-10, 1.50319e-28, 7.19163e-08, 1.50319e-28, 1.50319e-28, 1.50319e-28
0.458739, 0, 1.03707e-07, 6.59741e-28, 1.41421, -1.03707e-07, 0, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 6.59741e-28, 4.14218e-10, 6.59741e-28, 6.59741e-28, 1.70377e-10, 6.59741e-28, 1.03122e-07, 6.59741e-28, 6.59741e-28, 6.59741e-28
0.46661, 0, 1.47671e-07, 2.7578e-27, 1.41421, -1.47671e-07, 0, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 2.7578e-27, 5.93127e-10, 2.7578e-27, 2.7578e-27, 2.76306e-10, 2.7578e-27, 1.46802e-07, 2.7578e-27, 2.7578e-27, 2.7578e-27
0.474481, 0, 2.08782e-07, 1.0994e-26, 1.41421, -2.08782e-07, 0, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 1.0994e-26, 8.43946e-10, 1.0994e-26, 1.0994e-26, 4.46985e-10, 1.0994e-26, 2.07491e-07, 1.0994e-26, 1.0994e-26, 1.0994e-26
0.482351, 0, 2.93118e-07, 4.1865e-26, 1.41421, -2.93118e-07, 0, 4.1865e-26, 4.1865e-26, 4.1865e-26, 4.1865e-26, 4.1865e-26, 1.69772e-12, 4.1865e-26, 4.1865e-26, 4.1865e-26, 1.19342e-09, 4.1865e-26, 4.1865e-26, 7.20879e-10, 4.1865e-26, 2.91202e-07, 4.1865e-26, 4.1865e-26, 4.1865e-26
0.490222, 0, 4.08676e-07, 1.52588e-25, 1.41421, -4.08676e-07, 0, 1.52588e-25, 1.52588e-25, 1.52588e-25, 1.52588e-25, 1.52588e-25, 5.86255e-12, 1.52588e-25, 1.52588e-25, 1.52588e-25, 1.67745e-09, 1.52588e-25, 1.52588e-25, 1.15831e-09, 1.52588e-25, 4.05834e-07, 1.52588e-25, 1.52588e-25, 1.52588e-25
0.498093, 0, 5.65904e-07, 5.37301e-25, 1.41421, -5.65904e-07, 0, 5.37301e-25, 5.37301e-25, 5.37301e-25, 5.37301e-25, 5.37301e-25, 1.57489e-11, 5.37301e-25, 5.37301e-25, 5.37301e-25, 2.34389e-09, 5.37301e-25, 5.37301e-25, 1.85307e-09, 5.37301e-25, 5.61691e-07, 5.37301e-25, 5.37301e-25, 5.37301e-25
0.505964, 0, 7.81003e-07, 1.22207e-10, 1.41421, -7.81003e-07, 1.22207e-10, 1.2222e-10, 1.22313e-10, 5.48103e-10, 1.32444e-10, 1.31394e-10, 2.40717e-10, 3.79992e-10, 1.2322e-10, 1.74133e-09, 3.37853e-09, 1.22272e-10, 1.24297e-10, 3.07191e-09, 1.22209e-10, 7.72329e-07, 1.22207e-10, 1.22207e-10, 1.46794e-10
0.513835, 0, 1.07258e-06, 4.14637e-10, 1.41421, -1.07258e-06, 4.14637e-10, 4.1468e-10, 4.14998e-10, 1.87725e-09, 4.49791e-10, 4.46185e-10, 7.79056e-10, 1.29992e-09, 4.18112e-10, 5.97502e-09, 4.91308e-09, 4.14859e-10, 4.21812e-10, 5.08348e-09, 4.14641e-10, 1.05498e-06, 4.14637e-10, 4.14637e-10, 4.99073e-10
0.521705, 0, 1.46813e-06, 1.0998e-09, 1.41421, -1.46813e-06, 1.0998e-09, 1.09991e-09, 1.10076e-09, 5.00957e-09, 1.19377e-09, 1.18413e-09, 2.03609e-09, 3.46629e-09, 1.10909e-09, 1.59635e-08, 7.27983e-09, 1.10039e-09, 1.11898e-09, 8.44347e-09, 1.09981e-09, 1.43209e-06, 1.0998e-09, 1.0998e-09, 1.32551e-09
0.529576, 0, 2.00701e-06, 2.66726e-09, 1.41421, -2.00701e-06, 2.66726e-09, 2.66754e-09, 2.66962e-09, 1.21993e-08, 2.89637e-09, 2.87286e-09, 4.89965e-09, 8.43675e-09, 2.68991e-09, 3.89049e-08, 1.11114e-08, 2.66871e-09, 2.71402e-09, 1.41394e-08, 2.66729e-09, 1.93227e-06, 2.66726e-09, 2.66726e-09, 3.21754e-09
0.537447, 0, 2.74895e-06, 6.16988e-09, 1.41421, -2.74895e-06, 6.16988e-09, 6.17054e-09, 6.17535e-09, 2.82927e-08, 6.70162e-09, 6.64707e-09, 1.12662e-08, 1.95603e-08, 6.22246e-09, 9.02738e-08, 1.76459e-08, 6.17325e-09, 6.27841e-09, 2.39598e-08, 6.16996e-09, 2.59251e-06, 6.16988e-09, 6.16988e-09, 7.44703e-09
0.545318, 0, 3.78982e-06, 1.38087e-08, 1.41421, -3.78982e-06, 1.38087e-08, 1.38101e-08, 1.38209e-08, 6.34356e-08, 1.50015e-08, 1.48791e-08, 2.59024e-08, 4.38467e-08, 1.39266e-08, 2.02474e-07, 2.93228e-08, 1.38162e-08, 1.40521e-08, 4.12179e-08, 1.38088e-08, 3.46097e-06, 1.38087e-08, 1.38087e-08, 1.66736e-08
0.553189, 0, 5.28922e-06, 3.00671e-08, 1.41421, -5.28922e-06, 3.00671e-08, 3.00703e-08, 3.00938e-08, 1.3832e-07, 3.2669e-08, 3.24021e-08, 5.7978e-08, 9.55901e-08, 3.03243e-08, 4.41611e-07, 5.0931e-08, 3.00836e-08, 3.05981e-08, 7.1924e-08, 3.00674e-08, 4.60125e-06, 3.00671e-08, 3.00671e-08, 3.63165e-08
0.561059, 0, 7.53906e-06, 6.38412e-08, 1.41421, -7.53906e-06, 6.38412e-08, 6.38481e-08, 6.38981e-08, 2.94056e-07, 6.93746e-08, 6.88069e-08, 1.41826e-07, 2.03185e-07, 6.43883e-08, 9.39046e-07, 9.17546e-08, 6.38763e-08, 6.49706e-08, 1.27236e-07, 6.3842e-08, 6.09944e-06, 6.38412e-08, 6.38412e-08, 7.71315e-08
0.56893, 0, 1.10324e-05, 1.32324e-07, 1.41421, -1.10324e-05, 1.32324e-07, 1.32338e-07, 1.32442e-07, 6.10203e-07, 1.4381e-07, 1.42631e-07, 3.19758e-07, 4.21573e-07, 1.33459e-07, 1.94907e-06, 1.69478e-07, 1.32396e-07, 1.34668e-07, 2.27534e-07, 1.32325e-07, 8.07566e-06, 1.32324e-07, 1.32324e-07, 1.59911e-07
0.576801, 0, 1.66626e-05, 2.67877e-07, 1.41421, -1.66626e-05, 2.67877e-07, 2.67905e-07, 2.68116e-07, 1.23674e-06, 2.91164e-07, 2.88775e-07, 6.89849e-07, 8.54308e-07, 2.70179e-07, 3.9512e-06, 3.17082e-07, 2.68024e-07, 2.7263e-07, 4.09666e-07, 2.6788e-07, 1.07034e-05, 2.67877e-07, 2.67877e-07, 3.23809e-07
0.584672, 0, 2.6019e-05, 5.29819e-07, 1.41421, -2.6019e-05, 5.29819e-07, 5.29876e-07, 5.30294e-07, 2.44902e-06, 5.75949e-07, 5.71216e-07, 1.44331e-06, 1.69146e-06, 5.3438e-07, 7.826e-06, 5.9466e-07, 5.30112e-07, 5.39235e-07, 7.39206e-07, 5.29826e-07, 1.42411e-05, 5.29819e-07, 5.29819e-07, 6.40614e-07
0.592542, 0, 4.19001e-05, 1.02404e-06, 1.41421, -4.19001e-05, 1.02404e-06, 1.02415e-06, 1.02496e-06, 4.73939e-06, 1.11334e-06, 1.10418e-06, 2.94503e-06, 3.27285e-06, 1.03287e-06, 1.51486e-05, 1.10908e-06, 1.02461e-06, 1.04227e-06, 1.33072e-06, 1.02406e-06, 1.90861e-05, 1.02404e-06, 1.02404e-06, 1.23853e-06
0.600413, 0, 6.9159e-05, 1.93458e-06, 1.41421, -6.9159e-05, 1.93458e-06, 1.93479e-06, 1.93632e-06, 8.9651e-06, 2.10357e-06, 2.08623e-06, 5.8839e-06, 6.18999e-06, 1.95129e-06, 2.86624e-05, 2.04557e-06, 1.93565e-06, 1.96907e-06, 2.3802e-06, 1.93461e-06, 2.58586e-05, 1.93458e-06, 1.93458e-06, 2.34045e-06
0.608284, 0, 0.000116072, 3.57282e-06, 1.41421, -0.000116072, 3.57282e-06, 3.5732e-06, 3.57603e-06, 1.65794e-05, 3.88544e-06, 3.85337e-06, 1.15507e-05, 1.14454e-05, 3.60372e-06, 5.30199e-05, 3.71703e-06, 3.5748e-06, 3.63662e-06, 4.2155e-06, 3.57286e-06, 3.55368e-05, 3.57282e-06, 3.57282e-06, 4.32368e-06
0.616155, 0, 0.000196433, 6.45147e-06, 1.41421, -0.000196433, 6.45147e-06, 6.45217e-06, 6.45729e-06, 2.99806e-05, 7.01701e-06, 6.95899e-06, 2.22831e-05, 2.06931e-05, 6.50739e-06, 9.59017e-05, 6.63807e-06, 6.45506e-06, 6.5669e-06, 7.37198e-06, 6.45155e-06, 4.96603e-05, 6.45147e-06, 6.45147e-06, 7.8098e-06
0.624026, 0, 0.000332751, 1.13922e-05, 1.41421, -0.000332751, 1.13922e-05, 1.13934e-05, 1.14024e-05, 5.30202e-05, 1.23927e-05, 1.22901e-05, 4.22476e-05, 3.65886e-05, 1.14911e-05, 0.000169649, 1.16326e-05, 1.13985e-05, 1.15964e-05, 1.27023e-05, 1.13923e-05, 7.06417e-05, 1.13922e-05, 1.13922e-05, 1.37953e-05
0.631896, 0, 0.000560919, 1.96755e-05, 1.41421, -0.000560919, 1.96755e-05, 1.96776e-05, 1.96933e-05, 9.17168e-05, 2.1407e-05, 2.12294e-05, 7.87212e-05, 6.32803e-05, 1.98467e-05, 0.000293554, 1.99842e-05, 1.96865e-05, 2.00289e-05, 2.15301e-05, 1.96757e-05, 0.000102185, 1.96755e-05, 1.96755e-05, 2.38344e-05
0.639767, 0, 0.000936888, 3.32424e-05, 1.41421, -0.000936888, 3.32424e-05, 3.32461e-05, 3.32726e-05, 0.000155218, 3.61742e-05, 3.58734e-05, 0.000144154, 0.000107071, 3.35323e-05, 0.000496953, 3.36376e-05, 3.3261e-05, 3.38408e-05, 3.58552e-05, 3.32428e-05, 0.000149908, 3.32424e-05, 3.32424e-05, 4.0284e-05
0.647638, 0, 0.00154585, 5.49524e-05, 1.41421, -0.00154585, 5.49524e-05, 5.49584e-05, 5.50024e-05, 0.000257039, 5.98097e-05, 5.93114e-05, 0.000259399, 0.00017727, 5.54327e-05, 0.00082322, 5.54566e-05, 5.49832e-05, 5.59438e-05, 5.86184e-05, 5.49531e-05, 0.000222116, 5.49524e-05, 5.49524e-05, 6.66188e-05
