   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_54.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.330803, 0, 4.63569e-10, 3.70685e-41, 1.41421, -4.63569e-10, 0, 3.70685e-41, 3.70685e-41, 3.70685e-41, 3.70685e-41, 3.70685e-41, 3.70685e-41, 3.70685e-41, 3.70685e-41, 1.46451e-12, 3.70685e-41, 3.70685e-41, 3.7833e-14, 3.70685e-41, 4.62067e-10, 3.70685e-41, 3.70685e-41, 3.70685e-41
0.33869, 0, 7.33809e-10, 4.83969e-40, 1.41421, -7.33809e-10, 0, 4.83969e-40, 4.83969e-40, 4.83969e-40, 4.83969e-40, 4.83969e-40, 4.83969e-40, 4.83969e-40, 4.83969e-40, 2.31912e-12, 4.83969e-40, 4.83969e-40, 6.28976e-14, 4.83969e-40, 7.31427e-10, 4.83969e-40, 4.83969e-40, 4.83969e-40
0.346578, 0, 1.15262e-09, 5.65717e-39, 1.41421, -1.15262e-09, 0, 5.65717e-39, 5.65717e-39, 5.65717e-39, 5.65717e-39, 5.65717e-39, 5.65717e-39, 5.65717e-39, 5.65717e-39, 3.64443e-12, 5.65717e-39, 5.65717e-39, 1.04106e-13, 5.65717e-39, 1.14887e-09, 5.65717e-39, 5.65717e-39, 5.65717e-39
0.354465, 0, 1.79657e-09, 5.96736e-38, 1.41421, -1.79657e-09, 0, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.96736e-38, 5.68378e-12, 5.96736e-38, 5.96736e-38, 1.71617e-13, 5.96736e-38, 1.79071e-09, 5.96736e-38, 5.96736e-38, 5.96736e-38
0.362353, 0, 2.77889e-09, 5.7073e-37, 1.41421, -2.77889e-09, 0, 5.7073e-37, 5.7073e-37, 5.7073e-37, 5.7073e-37, 5.7073e-37, 5.7073e-37, 5.7073e-37, 5.7073e-37, 8.79778e-12, 5.7073e-37, 5.7073e-37, 2.81881e-13, 5.7073e-37, 2.76981e-09, 5.7073e-37, 5.7073e-37, 5.7073e-37
0.37024, 0, 4.26572e-09, 4.98276e-36, 1.41421, -4.26572e-09, 0, 4.98276e-36, 4.98276e-36, 4.98276e-36, 4.98276e-36, 4.98276e-36, 4.98276e-36, 4.98276e-36, 4.98276e-36, 1.35167e-11, 4.98276e-36, 4.98276e-36, 4.61505e-13, 4.98276e-36, 4.25174e-09, 4.98276e-36, 4.98276e-36, 4.98276e-36
0.378128, 0, 6.49868e-09, 3.9878e-35, 1.41421, -6.49868e-09, 0, 3.9878e-35, 3.9878e-35, 3.9878e-35, 3.9878e-35, 3.9878e-35, 3.9878e-35, 3.9878e-35, 3.9878e-35, 2.0614e-11, 3.9878e-35, 3.9878e-35, 7.53479e-13, 3.9878e-35, 6.47731e-09, 3.9878e-35, 3.9878e-35, 3.9878e-35
0.386016, 0, 9.82632e-09, 2.93865e-34, 1.41421, -9.82632e-09, 0, 2.93865e-34, 2.93865e-34, 2.93865e-34, 2.93865e-34, 2.93865e-34, 2.93865e-34, 2.93865e-34, 2.93865e-34, 3.12091e-11, 2.93865e-34, 2.93865e-34, 1.22723e-12, 2.93865e-34, 9.79388e-09, 2.93865e-34, 2.93865e-34, 2.93865e-34
0.393903, 0, 1.47473e-08, 2.03033e-33, 1.41421, -1.47473e-08, 0, 2.03033e-33, 2.03033e-33, 2.03033e-33, 2.03033e-33, 2.03033e-33, 2.03033e-33, 2.03033e-33, 2.03033e-33, 4.69104e-11, 2.03033e-33, 2.03033e-33, 1.9948e-12, 2.03033e-33, 1.46984e-08, 2.03033e-33, 2.03033e-33, 2.03033e-33
0.401791, 0, 2.19692e-08, 1.1996e-32, 1.41421, -2.19692e-08, 0, 1.1996e-32, 1.1996e-32, 1.1996e-32, 1.1996e-32, 1.1996e-32, 1.1996e-32, 1.1996e-32, 1.1996e-32, 7.00105e-11, 1.1996e-32, 1.1996e-32, 3.23697e-12, 1.1996e-32, 2.18959e-08, 1.1996e-32, 1.1996e-32, 1.1996e-32
0.409678, 0, 3.24874e-08, 7.21072e-32, 1.41421, -3.24874e-08, 0, 7.21072e-32, 7.21072e-32, 7.21072e-32, 7.21072e-32, 7.21072e-32, 7.21072e-32, 7.21072e-32, 7.21072e-32, 1.03755e-10, 7.21072e-32, 7.21072e-32, 5.24504e-12, 7.21072e-32, 3.23784e-08, 7.21072e-32, 7.21072e-32, 7.21072e-32
0.417566, 0, 4.76919e-08, 3.86666e-31, 1.41421, -4.76919e-08, 0, 3.86666e-31, 3.86666e-31, 3.86666e-31, 3.86666e-31, 3.86666e-31, 3.86666e-31, 3.86666e-31, 3.86666e-31, 1.52705e-10, 3.86666e-31, 3.86666e-31, 8.48808e-12, 3.86666e-31, 4.75307e-08, 3.86666e-31, 3.86666e-31, 3.86666e-31
0.425453, 0, 6.95067e-08, 2.0325e-30, 1.41421, -6.95067e-08, 0, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.0325e-30, 2.23225e-10, 2.0325e-30, 2.0325e-30, 1.37199e-11, 2.0325e-30, 6.92698e-08, 2.0325e-30, 2.0325e-30, 2.0325e-30
0.433341, 0, 1.00577e-07, 2.04531e-29, 1.41421, -1.00577e-07, 0, 2.04531e-29, 2.04531e-29, 2.04531e-29, 2.04531e-29, 2.04531e-29, 2.04531e-29, 2.04531e-29, 2.04531e-29, 3.2415e-10, 2.04531e-29, 2.04531e-29, 2.21661e-11, 2.04531e-29, 1.00231e-07, 2.04531e-29, 2.04531e-29, 2.04531e-29
0.441229, 0, 1.44501e-07, 9.38979e-29, 1.41421, -1.44501e-07, 0, 9.38979e-29, 9.38979e-29, 9.38979e-29, 9.38979e-29, 9.38979e-29, 9.38979e-29, 9.38979e-29, 9.38979e-29, 4.67617e-10, 9.38979e-29, 9.38979e-29, 3.57319e-11, 9.38979e-29, 1.43997e-07, 9.38979e-29, 9.38979e-29, 9.38979e-29
0.449116, 0, 2.06149e-07, 4.13449e-28, 1.41421, -2.06149e-07, 0, 4.13449e-28, 4.13449e-28, 4.13449e-28, 4.13449e-28, 4.13449e-28, 4.13449e-28, 4.13449e-28, 4.13449e-28, 6.70264e-10, 4.13449e-28, 4.13449e-28, 5.75069e-11, 4.13449e-28, 2.05421e-07, 4.13449e-28, 4.13449e-28, 4.13449e-28
0.457004, 0, 2.92054e-07, 1.73751e-27, 1.41421, -2.92054e-07, 0, 1.73751e-27, 1.73751e-27, 1.73751e-27, 1.73751e-27, 1.73751e-27, 1.73751e-27, 1.73751e-27, 1.73751e-27, 9.54714e-10, 1.73751e-27, 1.73751e-27, 9.23698e-11, 1.73751e-27, 2.91007e-07, 1.73751e-27, 1.73751e-27, 1.73751e-27
0.464891, 0, 4.1091e-07, 6.96896e-27, 1.41421, -4.1091e-07, 0, 6.96896e-27, 6.96896e-27, 6.96896e-27, 6.96896e-27, 6.96896e-27, 6.96896e-27, 6.96896e-27, 6.96896e-27, 1.35155e-09, 6.96896e-27, 6.96896e-27, 1.48011e-10, 6.96896e-27, 4.09411e-07, 6.96896e-27, 6.96896e-27, 6.96896e-27
0.472779, 0, 5.74207e-07, 2.67026e-26, 1.41421, -5.74207e-07, 0, 2.67026e-26, 2.67026e-26, 2.67026e-26, 2.67026e-26, 2.67026e-26, 1.24142e-12, 2.67026e-26, 2.67026e-26, 1.90186e-09, 2.67026e-26, 2.67026e-26, 2.36477e-10, 2.67026e-26, 5.72067e-07, 2.67026e-26, 2.67026e-26, 2.67026e-26
0.480666, 0, 7.97002e-07, 9.79083e-26, 1.41421, -7.97002e-07, 0, 9.79083e-26, 9.79083e-26, 9.79083e-26, 9.79083e-26, 9.79083e-26, 4.25889e-12, 9.79083e-26, 9.79083e-26, 2.66058e-09, 9.79083e-26, 9.79083e-26, 3.76509e-10, 9.79083e-26, 7.93961e-07, 9.79083e-26, 9.79083e-26, 9.79083e-26
0.488554, 0, 1.09889e-06, 3.4628e-25, 1.41421, -1.09889e-06, 0, 3.4628e-25, 3.4628e-25, 3.4628e-25, 3.4628e-25, 3.4628e-25, 1.13635e-11, 3.4628e-25, 3.4628e-25, 3.70066e-09, 3.4628e-25, 3.4628e-25, 5.9703e-10, 3.4628e-25, 1.09458e-06, 3.4628e-25, 3.4628e-25, 3.4628e-25
0.496441, 0, 1.50655e-06, 1.70817e-10, 1.41421, -1.50655e-06, 1.70817e-10, 1.70831e-10, 1.70842e-10, 5.30334e-10, 1.78803e-10, 1.91827e-10, 2.56737e-10, 1.96554e-10, 7.22412e-10, 5.28941e-09, 1.71563e-10, 1.72367e-10, 1.11312e-09, 1.70818e-10, 1.49943e-06, 1.70817e-10, 1.70817e-10, 1.81937e-10
0.504329, 0, 2.053e-06, 5.81122e-10, 1.41421, -2.053e-06, 5.81122e-10, 5.81169e-10, 5.81205e-10, 1.8079e-09, 6.08371e-10, 6.52811e-10, 8.44001e-10, 6.68942e-10, 2.46333e-09, 7.62214e-09, 5.83666e-10, 5.86409e-10, 2.06059e-09, 5.81125e-10, 2.04087e-06, 5.81122e-10, 5.81122e-10, 6.19065e-10
0.512217, 0, 2.7824e-06, 1.53965e-09, 1.41421, -2.7824e-06, 1.53965e-09, 1.53978e-09, 1.53987e-09, 4.79739e-09, 1.61201e-09, 1.73002e-09, 2.21109e-09, 1.77286e-09, 6.53789e-09, 1.11731e-08, 1.54641e-09, 1.55369e-09, 3.84898e-09, 1.53966e-09, 2.76091e-06, 1.53965e-09, 1.53965e-09, 1.64041e-09
0.520104, 0, 3.75255e-06, 3.72228e-09, 1.41421, -3.75255e-06, 3.72228e-09, 3.72258e-09, 3.72281e-09, 1.16134e-08, 3.89756e-09, 4.18341e-09, 5.31379e-09, 4.28718e-09, 1.58294e-08, 1.68329e-08, 3.73865e-09, 3.75629e-09, 7.30414e-09, 3.7223e-09, 3.71277e-06, 3.72228e-09, 3.72228e-09, 3.96634e-09
0.527992, 0, 5.04127e-06, 8.57577e-09, 1.41421, -5.04127e-06, 8.57577e-09, 8.57647e-09, 8.577e-09, 2.67801e-08, 8.98012e-09, 9.63958e-09, 1.2189e-08, 9.87894e-09, 3.65061e-08, 2.63261e-08, 8.61353e-09, 8.65423e-09, 1.40935e-08, 8.57581e-09, 4.96481e-06, 8.57577e-09, 8.57577e-09, 9.13881e-09
0.535879, 0, 6.75609e-06, 1.91153e-08, 1.41421, -6.75609e-06, 1.91153e-08, 1.91168e-08, 1.9118e-08, 5.9731e-08, 2.00174e-08, 2.14887e-08, 2.71936e-08, 2.20228e-08, 8.14306e-08, 4.30241e-08, 1.91995e-08, 1.92903e-08, 2.75627e-08, 1.91154e-08, 6.60502e-06, 1.91153e-08, 1.91153e-08, 2.03715e-08
0.543767, 0, 9.0518e-06, 4.14697e-08, 1.41421, -9.0518e-06, 4.14697e-08, 4.14731e-08, 4.14756e-08, 1.29649e-07, 4.34283e-08, 4.66226e-08, 6.01515e-08, 4.77821e-08, 1.7676e-07, 7.35106e-08, 4.16526e-08, 4.18497e-08, 5.42966e-08, 4.14699e-08, 8.74806e-06, 4.14697e-08, 4.14697e-08, 4.4197e-08
0.551654, 0, 1.21696e-05, 8.77862e-08, 1.41421, -1.21696e-05, 8.77862e-08, 8.77933e-08, 8.77988e-08, 2.74569e-07, 9.19349e-08, 9.87012e-08, 1.40485e-07, 1.01157e-07, 3.7436e-07, 1.3051e-07, 8.81736e-08, 8.85912e-08, 1.07112e-07, 8.77867e-08, 1.1546e-05, 8.77862e-08, 8.77862e-08, 9.35631e-08
0.559542, 0, 1.64713e-05, 1.81538e-07, 1.41421, -1.64713e-05, 1.81538e-07, 1.81552e-07, 1.81564e-07, 5.68025e-07, 1.90122e-07, 2.04123e-07, 3.08221e-07, 2.09205e-07, 7.74512e-07, 2.38223e-07, 1.82339e-07, 1.83203e-07, 2.10425e-07, 1.81539e-07, 1.52062e-05, 1.81538e-07, 1.81538e-07, 1.93491e-07
0.567429, 0, 2.25514e-05, 3.66949e-07, 1.41421, -2.25514e-05, 3.66949e-07, 3.66979e-07, 3.67002e-07, 1.14863e-06, 3.84312e-07, 4.12628e-07, 6.51478e-07, 4.22906e-07, 1.56626e-06, 4.41791e-07, 3.6857e-07, 3.70318e-07, 4.09783e-07, 3.66951e-07, 2.002e-05, 3.66949e-07, 3.66949e-07, 3.91126e-07
0.575317, 0, 3.13963e-05, 7.25261e-07, 1.41421, -3.13963e-05, 7.25261e-07, 7.2532e-07, 7.25365e-07, 2.27115e-06, 7.59598e-07, 8.15598e-07, 1.33911e-06, 8.35925e-07, 3.09706e-06, 8.23598e-07, 7.28467e-07, 7.31923e-07, 7.88267e-07, 7.25265e-07, 2.64102e-05, 7.25261e-07, 7.25261e-07, 7.73073e-07
0.583205, 0, 4.46641e-05, 1.40194e-06, 1.41421, -4.46641e-05, 1.40194e-06, 1.40206e-06, 1.40214e-06, 4.39203e-06, 1.46836e-06, 1.57668e-06, 2.69003e-06, 1.61599e-06, 5.98954e-06, 1.53054e-06, 1.40815e-06, 1.41483e-06, 1.49389e-06, 1.40195e-06, 3.50107e-05, 1.40194e-06, 1.40194e-06, 1.49442e-06
0.591092, 0, 6.51443e-05, 2.65089e-06, 1.41421, -6.51443e-05, 2.65089e-06, 2.65111e-06, 2.65127e-06, 8.30846e-06, 2.77655e-06, 2.9815e-06, 5.2914e-06, 3.05589e-06, 1.13311e-05, 2.81828e-06, 2.66263e-06, 2.67527e-06, 2.78406e-06, 2.6509e-06, 4.67924e-05, 2.65089e-06, 2.65089e-06, 2.82587e-06
0.59898, 0, 9.75251e-05, 4.90401e-06, 1.41421, -9.75251e-05, 4.90401e-06, 4.90441e-06, 4.90471e-06, 1.53775e-05, 5.13664e-06, 5.51605e-06, 1.02262e-05, 5.65376e-06, 2.09731e-05, 5.12093e-06, 4.92573e-06, 4.94915e-06, 5.09547e-06, 4.90404e-06, 6.32656e-05, 4.90401e-06, 4.90401e-06, 5.22794e-06
0.606867, 0, 0.000149567, 8.87716e-06, 1.41421, -0.000149567, 8.87716e-06, 8.87788e-06, 8.87844e-06, 2.785e-05, 9.29857e-06, 9.98587e-06, 1.94227e-05, 1.02353e-05, 3.79866e-05, 9.15707e-06, 8.91651e-06, 8.95893e-06, 9.15057e-06, 8.8772e-06, 8.67872e-05, 8.87716e-06, 8.87716e-06, 9.46396e-06
0.614755, 0, 0.00023395, 1.57264e-05, 1.41421, -0.00023395, 1.57264e-05, 1.57277e-05, 1.57287e-05, 4.93644e-05, 1.64736e-05, 1.76921e-05, 3.62624e-05, 1.81344e-05, 6.7336e-05, 1.60862e-05, 1.57962e-05, 1.58714e-05, 1.61145e-05, 1.57265e-05, 0.00012104, 1.57264e-05, 1.57264e-05, 1.67668e-05
0.622642, 0, 0.000370999, 2.72702e-05, 1.41421, -0.000370999, 2.72702e-05, 2.72724e-05, 2.72741e-05, 8.56481e-05, 2.85668e-05, 3.06816e-05, 6.65639e-05, 3.14492e-05, 0.000116838, 2.77308e-05, 2.73913e-05, 2.75218e-05, 2.78178e-05, 2.72703e-05, 0.00017168, 2.72702e-05, 2.72702e-05, 2.90757e-05
0.63053, 0, 0.000592707, 4.62931e-05, 1.41421, -0.000592707, 4.62931e-05, 4.62969e-05, 4.62998e-05, 0.000145482, 4.84963e-05, 5.20894e-05, 0.000120147, 5.33937e-05, 0.000198476, 4.6881e-05, 4.64988e-05, 4.67206e-05, 4.70623e-05, 4.62934e-05, 0.000247312, 4.62931e-05, 4.62931e-05, 4.93609e-05
0.638418, 0, 0.000948431, 7.69459e-05, 1.41421, -0.000948431, 7.69459e-05, 7.69522e-05, 7.6957e-05, 0.00024197, 8.06113e-05, 8.65893e-05, 0.000213262, 8.87592e-05, 0.000330136, 7.76938e-05, 7.72881e-05, 7.76571e-05, 7.80219e-05, 7.69463e-05, 0.000360779, 7.69459e-05, 7.69459e-05, 8.20498e-05
0.646305, 0, 0.00151275, 0.000125248, 1.41421, -0.00151275, 0.000125248, 0.000125258, 0.000125266, 0.000394136, 0.00013122, 0.000140961, 0.000372266, 0.000144496, 0.000537794, 0.000126196, 0.000125805, 0.000126406, 0.000126748, 0.000125248, 0.000530856, 0.000125248, 0.000125248, 0.000133564
0.654193, 0, 0.00239604, 0.000199686, 1.41421, -0.00239604, 0.000199686, 0.000199702, 0.000199715, 0.000628848, 0.000209218, 0.000224765, 0.000639039, 0.000230408, 0.000858136, 0.000200887, 0.000200576, 0.000201535, 0.00020177, 0.000199687, 0.000784393, 0.000199686, 0.000199686, 0.000212959
0.66208, 0, 0.00375809, 0.000311886, 1.41421, -0.00375809, 0.000311886, 0.000311912, 0.000311931, 0.00098297, 0.000326792, 0.000351102, 0.00107871, 0.000359926, 0.00134151, 0.000313402, 0.000313278, 0.000314778, 0.000314775, 0.000311888, 0.00115888, 0.000311886, 0.000311886, 0.000332642
0.669968, 2, 0.00582543, 0.00047731, 2, 1.99417, 0.00047731, 0.000477349, 0.000477379, 0.00150562, 0.000500151, 0.000537402, 0.00179037, 0.000550922, 0.00205501, 0.00047922, 0.000479443, 0.000481743, 0.000481303, 0.000477313, 0.00170542, 0.00047731, 0.00047731, 0.000509116
