   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_312.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0502972, 0, 9.95956e-21, 0, 1.41421, -9.95956e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70818e-23, 0, 1.25764e-25, 0, 8.3997e-25, 0, 9.93151e-21, 0, 0, 0
0.0581634, 0, 2.34945e-20, 0, 1.41421, -2.34945e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38857e-23, 0, 3.0128e-25, 0, 2.01754e-24, 0, 2.34283e-20, 0, 0, 0
0.0660296, 0, 5.45578e-20, 0, 1.41421, -5.45578e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48352e-22, 0, 7.10543e-25, 0, 4.76761e-24, 0, 5.4404e-20, 0, 0, 0
0.0738958, 0, 1.24806e-19, 0, 1.41421, -1.24806e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39369e-22, 0, 1.651e-24, 0, 1.10937e-23, 0, 1.24454e-19, 0, 0, 0
0.081762, 0, 2.81441e-19, 0, 1.41421, -2.81441e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65283e-22, 0, 3.78208e-24, 0, 2.54375e-23, 0, 2.80647e-19, 0, 0, 0
0.0896281, 0, 6.25985e-19, 0, 1.41421, -6.25985e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70215e-21, 0, 8.54672e-24, 0, 5.75154e-23, 0, 6.24217e-19, 0, 0, 0
0.0974943, 0, 1.374e-18, 0, 1.41421, -1.374e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73611e-21, 0, 1.90625e-23, 0, 1.2831e-22, 0, 1.37012e-18, 0, 0, 0
0.105361, 0, 2.97757e-18, 0, 1.41421, -2.97757e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.09645e-21, 0, 4.1984e-23, 0, 2.82578e-22, 0, 2.96915e-18, 0, 0, 0
0.113227, 0, 6.37328e-18, 0, 1.41421, -6.37328e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73298e-20, 0, 9.13463e-23, 0, 6.14636e-22, 0, 6.35525e-18, 0, 0, 0
0.121093, 0, 1.34789e-17, 0, 1.41421, -1.34789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66509e-20, 0, 1.96413e-22, 0, 1.32097e-21, 0, 1.34407e-17, 0, 0, 0
0.128959, 0, 2.8176e-17, 0, 1.41421, -2.8176e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66142e-20, 0, 4.17517e-22, 0, 2.80628e-21, 0, 2.80962e-17, 0, 0, 0
0.136825, 0, 5.82333e-17, 0, 1.41421, -5.82333e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58344e-19, 0, 8.77687e-22, 0, 5.89503e-21, 0, 5.80682e-17, 0, 0, 0
0.144691, 0, 1.1903e-16, 0, 1.41421, -1.1903e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23657e-19, 0, 1.82522e-21, 0, 1.22499e-20, 0, 1.18692e-16, 0, 0, 0
0.152558, 0, 2.40678e-16, 0, 1.41421, -2.40678e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54429e-19, 0, 3.75571e-21, 0, 2.51866e-20, 0, 2.39994e-16, 0, 0, 0
0.160424, 0, 4.8668e-16, 0, 1.41421, -4.8668e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32333e-18, 0, 7.75783e-21, 0, 5.19832e-20, 0, 4.85297e-16, 0, 0, 0
0.16829, 0, 9.62375e-16, 0, 1.41421, -9.62375e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61679e-18, 0, 1.56159e-20, 0, 1.04569e-19, 0, 9.59638e-16, 0, 0, 0
0.176156, 0, 1.88397e-15, 0, 1.41421, -1.88397e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12267e-18, 0, 3.11282e-20, 0, 2.08324e-19, 0, 1.87861e-15, 0, 0, 0
0.184022, 0, 3.65175e-15, 0, 1.41421, -3.65175e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.92939e-18, 0, 6.14575e-20, 0, 4.11114e-19, 0, 3.64135e-15, 0, 0, 0
0.191889, 0, 7.00956e-15, 0, 1.41421, -7.00956e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90595e-17, 0, 1.20198e-19, 0, 8.03814e-19, 0, 6.98958e-15, 0, 0, 0
0.199755, 0, 1.33261e-14, 0, 1.41421, -1.33261e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62343e-17, 0, 2.32912e-19, 0, 1.5574e-18, 0, 1.3288e-14, 0, 0, 0
0.207621, 0, 2.50952e-14, 0, 1.41421, -2.50952e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82349e-17, 0, 4.47214e-19, 0, 2.99069e-18, 0, 2.50235e-14, 0, 0, 0
0.215487, 0, 4.68172e-14, 0, 1.41421, -4.68172e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27297e-16, 0, 8.51029e-19, 0, 5.69304e-18, 0, 4.66834e-14, 0, 0, 0
0.223353, 0, 8.65352e-14, 0, 1.41421, -8.65352e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3529e-16, 0, 1.60523e-18, 0, 1.07445e-17, 0, 8.62875e-14, 0, 0, 0
0.23122, 0, 1.58488e-13, 0, 1.41421, -1.58488e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3093e-16, 0, 3.00158e-18, 0, 2.01078e-17, 0, 1.58034e-13, 0, 0, 0
0.239086, 0, 2.87644e-13, 0, 1.41421, -2.87644e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82102e-16, 0, 5.56472e-18, 0, 3.73201e-17, 0, 2.86819e-13, 0, 0, 0
0.246952, 0, 5.17375e-13, 0, 1.41421, -5.17375e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40674e-15, 0, 1.023e-17, 0, 6.87039e-17, 0, 5.15889e-13, 0, 0, 0
0.254818, 0, 9.22318e-13, 0, 1.41421, -9.22318e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50778e-15, 0, 1.86517e-17, 0, 1.25471e-16, 0, 9.19666e-13, 0, 0, 0
0.262684, 0, 1.62972e-12, 0, 1.41421, -1.62972e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43123e-15, 0, 3.37312e-17, 0, 2.27362e-16, 0, 1.62503e-12, 0, 0, 0
0.27055, 0, 2.85452e-12, 0, 1.41421, -2.85452e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.76155e-15, 0, 6.05194e-17, 0, 4.08845e-16, 0, 2.84629e-12, 0, 0, 0
0.278417, 0, 4.95643e-12, 0, 1.41421, -4.95643e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3477e-14, 0, 1.07744e-16, 0, 7.29686e-16, 0, 4.94211e-12, 0, 0, 0
0.286283, 0, 8.53188e-12, 0, 1.41421, -8.53188e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31997e-14, 0, 1.90376e-16, 0, 1.29277e-15, 0, 8.5072e-12, 0, 0, 0
0.294149, 0, 1.45609e-11, 0, 1.41421, -1.45609e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95953e-14, 0, 3.33934e-16, 0, 2.27405e-15, 0, 1.45187e-11, 0, 0, 0
0.302015, 0, 2.46388e-11, 0, 1.41421, -2.46388e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70045e-14, 0, 5.81649e-16, 0, 3.97241e-15, 0, 2.45672e-11, 0, 0, 0
0.309881, 0, 4.13394e-11, 0, 1.41421, -4.13394e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12431e-13, 0, 1.00633e-15, 0, 6.89262e-15, 0, 4.12191e-11, 0, 0, 0
0.317748, 0, 6.87774e-11, 0, 1.41421, -6.87774e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87076e-13, 0, 1.72999e-15, 0, 1.18822e-14, 0, 6.85767e-11, 0, 0, 0
0.325614, 0, 1.1347e-10, 2.67648e-43, 1.41421, -1.1347e-10, 0, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 2.67648e-43, 3.08691e-13, 2.67648e-43, 2.95624e-15, 2.67648e-43, 2.03567e-14, 2.67648e-43, 1.13138e-10, 2.67648e-43, 2.67648e-43, 2.67648e-43
0.33348, 0, 1.85651e-10, 4.62428e-42, 1.41421, -1.85651e-10, 0, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 4.62428e-42, 5.05157e-13, 4.62428e-42, 5.02355e-15, 4.62428e-42, 3.46697e-14, 4.62428e-42, 1.85106e-10, 4.62428e-42, 4.62428e-42, 4.62428e-42
0.341346, 0, 3.01237e-10, 6.628e-41, 1.41421, -3.01237e-10, 0, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 6.628e-41, 8.19885e-13, 6.628e-41, 8.49294e-15, 6.628e-41, 5.8718e-14, 6.628e-41, 3.0035e-10, 6.628e-41, 6.628e-41, 6.628e-41
0.349212, 0, 4.84773e-10, 8.41407e-40, 1.41421, -4.84773e-10, 0, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 8.41407e-40, 1.31987e-12, 8.41407e-40, 1.42922e-14, 8.41407e-40, 9.89307e-14, 8.41407e-40, 4.8334e-10, 8.41407e-40, 8.41407e-40, 8.41407e-40
0.357079, 0, 7.73764e-10, 9.57208e-39, 1.41421, -7.73764e-10, 0, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 9.57208e-39, 2.10758e-12, 9.57208e-39, 2.39536e-14, 9.57208e-39, 1.65885e-13, 9.57208e-39, 7.71467e-10, 9.57208e-39, 9.57208e-39, 9.57208e-39
0.364945, 0, 1.22501e-09, 9.84081e-38, 1.41421, -1.22501e-09, 0, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 9.84081e-38, 3.33846e-12, 9.84081e-38, 4.00048e-14, 9.84081e-38, 2.76943e-13, 9.84081e-38, 1.22135e-09, 9.84081e-38, 9.84081e-38, 9.84081e-38
0.372811, 0, 1.92375e-09, 9.19097e-37, 1.41421, -1.92375e-09, 0, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 9.19097e-37, 5.2462e-12, 9.19097e-37, 6.66146e-14, 9.19097e-37, 4.60553e-13, 9.19097e-37, 1.91797e-09, 9.19097e-37, 9.19097e-37, 9.19097e-37
0.380677, 0, 2.99681e-09, 7.84516e-36, 1.41421, -2.99681e-09, 0, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 7.84516e-36, 8.17926e-12, 7.84516e-36, 1.10659e-13, 7.84516e-36, 7.63288e-13, 7.84516e-36, 2.98776e-09, 7.84516e-36, 7.84516e-36, 7.84516e-36
0.388543, 0, 4.63122e-09, 6.1473e-35, 1.41421, -4.63122e-09, 0, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 6.1473e-35, 1.26528e-11, 6.1473e-35, 1.8348e-13, 6.1473e-35, 1.26133e-12, 6.1473e-35, 4.61712e-09, 6.1473e-35, 6.1473e-35, 6.1473e-35
0.396409, 0, 7.10034e-09, 4.44182e-34, 1.41421, -7.10034e-09, 0, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 4.44182e-34, 1.94225e-11, 4.44182e-34, 3.03797e-13, 4.44182e-34, 2.07928e-12, 4.44182e-34, 7.07853e-09, 4.44182e-34, 4.44182e-34, 4.44182e-34
0.404276, 0, 1.08002e-08, 3.06101e-33, 1.41421, -1.08002e-08, 0, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 3.06101e-33, 2.95873e-11, 3.06101e-33, 5.02497e-13, 3.06101e-33, 3.42088e-12, 3.06101e-33, 1.07667e-08, 3.06101e-33, 3.06101e-33, 3.06101e-33
0.412142, 0, 1.62998e-08, 1.90012e-32, 1.41421, -1.62998e-08, 0, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 1.90012e-32, 4.47335e-11, 1.90012e-32, 8.30541e-13, 1.90012e-32, 5.61926e-12, 1.90012e-32, 1.62486e-08, 1.90012e-32, 1.90012e-32, 1.90012e-32
0.420008, 0, 2.44091e-08, 1.16006e-31, 1.41421, -2.44091e-08, 0, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 1.16006e-31, 6.71327e-11, 1.16006e-31, 1.37194e-12, 1.16006e-31, 9.21894e-12, 1.16006e-31, 2.43314e-08, 1.16006e-31, 1.16006e-31, 1.16006e-31
0.427874, 0, 3.62719e-08, 6.41916e-31, 1.41421, -3.62719e-08, 0, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 6.41916e-31, 1.00014e-10, 6.41916e-31, 2.26495e-12, 6.41916e-31, 1.51093e-11, 6.41916e-31, 3.61545e-08, 6.41916e-31, 6.41916e-31, 6.41916e-31
0.43574, 0, 5.34905e-08, 7.1142e-30, 1.41421, -5.34905e-08, 0, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 7.1142e-30, 1.47937e-10, 7.1142e-30, 3.74069e-12, 7.1142e-30, 2.47651e-11, 7.1142e-30, 5.33141e-08, 7.1142e-30, 7.1142e-30, 7.1142e-30
0.443607, 0, 7.8285e-08, 3.40378e-29, 1.41421, -7.8285e-08, 0, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 3.40378e-29, 2.17277e-10, 3.40378e-29, 6.16492e-12, 3.40378e-29, 4.05114e-11, 3.40378e-29, 7.80211e-08, 3.40378e-29, 3.40378e-29, 3.40378e-29
0.451473, 0, 1.13715e-07, 1.56279e-28, 1.41421, -1.13715e-07, 0, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 1.56279e-28, 3.16915e-10, 1.56279e-28, 1.01471e-11, 1.56279e-28, 6.62006e-11, 1.56279e-28, 1.13322e-07, 1.56279e-28, 1.56279e-28, 1.56279e-28
0.459339, 0, 1.63957e-07, 6.8458e-28, 1.41421, -1.63957e-07, 0, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 6.8458e-28, 4.59124e-10, 6.8458e-28, 1.66724e-11, 6.8458e-28, 1.08038e-10, 6.8458e-28, 1.63373e-07, 6.8458e-28, 6.8458e-28, 6.8458e-28
0.467205, 0, 2.34665e-07, 2.85679e-27, 1.41421, -2.34665e-07, 0, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 2.85679e-27, 6.60751e-10, 2.85679e-27, 2.73322e-11, 2.85679e-27, 1.76013e-10, 2.85679e-27, 2.33801e-07, 2.85679e-27, 2.85679e-27, 2.85679e-27
0.475071, 0, 3.33433e-07, 1.13724e-26, 1.41421, -3.33433e-07, 0, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 1.13724e-26, 9.44783e-10, 1.13724e-26, 4.46814e-11, 1.13724e-26, 2.8612e-10, 1.13724e-26, 3.32157e-07, 1.13724e-26, 1.13724e-26, 1.13724e-26
0.482938, 0, 4.70379e-07, 4.32575e-26, 1.41421, -4.70379e-07, 0, 4.32575e-26, 4.32575e-26, 4.32575e-26, 4.32575e-26, 4.32575e-26, 4.32575e-26, 4.32575e-26, 2.18274e-12, 4.32575e-26, 4.32575e-26, 1.34239e-09, 4.32575e-26, 7.27955e-11, 4.32575e-26, 4.63801e-10, 4.32575e-26, 4.68498e-07, 4.32575e-26, 4.32575e-26, 4.32575e-26
0.490804, 0, 6.58878e-07, 1.57532e-25, 1.41421, -6.58878e-07, 0, 1.57532e-25, 1.57532e-25, 1.57532e-25, 1.57532e-25, 1.57532e-25, 1.57532e-25, 1.57532e-25, 7.61429e-12, 1.57532e-25, 1.57532e-25, 1.89557e-09, 1.57532e-25, 1.1813e-10, 1.57532e-25, 7.49226e-10, 1.57532e-25, 6.56107e-07, 1.57532e-25, 1.57532e-25, 1.57532e-25
0.49867, 0, 9.16468e-07, 5.54599e-25, 1.41421, -9.16468e-07, 0, 5.54599e-25, 5.54599e-25, 5.54599e-25, 5.54599e-25, 5.54599e-25, 5.54599e-25, 5.54599e-25, 2.06866e-11, 5.54599e-25, 5.54599e-25, 2.66059e-09, 5.54599e-25, 1.90833e-10, 5.54599e-25, 1.2053e-09, 5.54599e-25, 9.1239e-07, 5.54599e-25, 5.54599e-25, 5.54599e-25
0.506536, 0, 1.26826e-06, 2.00103e-10, 1.41421, -1.26826e-06, 2.00103e-10, 2.00115e-10, 2.00184e-10, 2.00164e-10, 5.35651e-10, 2.08578e-10, 2.00679e-10, 2.19052e-10, 3.54198e-10, 3.03514e-10, 1.55762e-09, 3.91257e-09, 2.01552e-10, 5.06837e-10, 2.00144e-10, 2.12975e-09, 2.00104e-10, 1.26031e-06, 2.00103e-10, 2.00103e-10, 2.17813e-10
0.514402, 0, 1.74484e-06, 6.89656e-10, 1.41421, -1.74484e-06, 6.89656e-10, 6.89698e-10, 6.89937e-10, 6.89869e-10, 1.85372e-09, 7.19057e-10, 6.91656e-10, 7.55393e-10, 1.16732e-09, 1.0484e-09, 5.39906e-09, 5.84008e-09, 6.94682e-10, 1.18004e-09, 6.90723e-10, 3.76205e-09, 6.8966e-10, 1.72925e-06, 6.89656e-10, 6.89656e-10, 7.51094e-10
0.522268, 0, 2.38879e-06, 1.85609e-09, 1.41421, -2.38879e-06, 1.85609e-09, 1.8562e-09, 1.85685e-09, 1.85666e-09, 5.00299e-09, 1.93557e-09, 1.86149e-09, 2.0338e-09, 3.09615e-09, 2.82592e-09, 1.45874e-08, 8.96113e-09, 1.86967e-09, 2.63544e-09, 1.85967e-09, 6.7179e-09, 1.8561e-09, 2.35751e-06, 1.85609e-09, 1.85609e-09, 2.02218e-09
0.530135, 0, 3.25846e-06, 4.56798e-09, 1.41421, -3.25846e-06, 4.56798e-09, 4.56826e-09, 4.56985e-09, 4.5694e-09, 1.23318e-08, 4.76407e-09, 4.58131e-09, 5.00641e-09, 7.55809e-09, 6.96068e-09, 3.59779e-08, 1.43152e-08, 4.6015e-09, 5.79882e-09, 4.57784e-09, 1.22096e-08, 4.568e-09, 3.19418e-06, 4.56798e-09, 4.56798e-09, 4.97774e-09
0.538001, 0, 4.43721e-06, 1.07155e-08, 1.41421, -4.43721e-06, 1.07155e-08, 1.07161e-08, 1.07199e-08, 1.07188e-08, 2.89543e-08, 1.11761e-08, 1.07468e-08, 1.17454e-08, 1.76211e-08, 1.63364e-08, 8.45038e-08, 2.40146e-08, 1.07942e-08, 1.26466e-08, 1.07402e-08, 2.26386e-08, 1.07155e-08, 4.3029e-06, 1.07155e-08, 1.07155e-08, 1.16781e-08
0.545867, 0, 6.0503e-06, 2.43054e-08, 1.41421, -6.0503e-06, 2.43054e-08, 2.43069e-08, 2.43154e-08, 2.4313e-08, 6.57173e-08, 2.53514e-08, 2.43766e-08, 2.6644e-08, 4.08173e-08, 3.7068e-08, 1.91844e-07, 4.23532e-08, 2.44842e-08, 2.73146e-08, 2.43643e-08, 4.27862e-08, 2.43055e-08, 5.76664e-06, 2.43054e-08, 2.43054e-08, 2.64911e-08
0.553733, 0, 8.29358e-06, 5.3609e-08, 1.41421, -8.29358e-06, 5.3609e-08, 5.36123e-08, 5.36311e-08, 5.36258e-08, 1.45024e-07, 5.59179e-08, 5.37661e-08, 5.87714e-08, 9.1996e-08, 8.1782e-08, 4.23446e-07, 7.79712e-08, 5.40037e-08, 5.82651e-08, 5.37439e-08, 8.20033e-08, 5.36093e-08, 7.69533e-06, 5.3609e-08, 5.3609e-08, 5.84338e-08
0.561599, 0, 1.15087e-05, 1.15255e-07, 1.41421, -1.15087e-05, 1.15255e-07, 1.15262e-07, 1.15302e-07, 1.1529e-07, 3.11935e-07, 1.20222e-07, 1.15592e-07, 1.26361e-07, 2.21833e-07, 1.75869e-07, 9.1096e-07, 1.47967e-07, 1.16104e-07, 1.22407e-07, 1.15554e-07, 1.58518e-07, 1.15255e-07, 1.0238e-05, 1.15255e-07, 1.15255e-07, 1.25635e-07
0.569466, 0, 1.62495e-05, 2.41792e-07, 1.41421, -1.62495e-05, 2.41792e-07, 2.41807e-07, 2.41891e-07, 2.41867e-07, 6.54703e-07, 2.52221e-07, 2.42501e-07, 2.6511e-07, 4.98707e-07, 3.69045e-07, 1.91229e-06, 2.8549e-07, 2.43575e-07, 2.52699e-07, 2.4244e-07, 3.07153e-07, 2.41793e-07, 1.36031e-05, 2.41792e-07, 2.41792e-07, 2.63585e-07
0.577332, 0, 2.34991e-05, 4.95253e-07, 1.41421, -2.34991e-05, 4.95253e-07, 4.95283e-07, 4.95457e-07, 4.95408e-07, 1.34161e-06, 5.16629e-07, 4.96707e-07, 5.43048e-07, 1.0771e-06, 7.56088e-07, 3.91933e-06, 5.53324e-07, 4.98907e-07, 5.11769e-07, 4.9662e-07, 5.93151e-07, 4.95255e-07, 1.80928e-05, 4.95253e-07, 4.95253e-07, 5.39922e-07
0.585198, 0, 3.49886e-05, 9.90738e-07, 1.41421, -3.49886e-05, 9.90738e-07, 9.90799e-07, 9.91146e-07, 9.91048e-07, 2.68509e-06, 1.03353e-06, 9.93649e-07, 1.08642e-06, 2.25958e-06, 1.51291e-06, 7.84552e-06, 1.06752e-06, 9.98053e-07, 1.01556e-06, 9.93553e-07, 1.13612e-06, 9.90743e-07, 2.41598e-05, 9.90738e-07, 9.90738e-07, 1.08016e-06
0.593064, 0, 5.37599e-05, 1.93616e-06, 1.41421, -5.37599e-05, 1.93616e-06, 1.93628e-06, 1.93696e-06, 1.93677e-06, 5.24988e-06, 2.01986e-06, 1.94186e-06, 2.12329e-06, 4.62611e-06, 2.95741e-06, 1.53424e-05, 2.03719e-06, 1.95047e-06, 1.97319e-06, 1.94183e-06, 2.15024e-06, 1.93617e-06, 3.25038e-05, 1.93616e-06, 1.93616e-06, 2.11106e-06
0.60093, 0, 8.51098e-05, 3.69706e-06, 1.41421, -8.51098e-05, 3.69706e-06, 3.69729e-06, 3.69858e-06, 3.69822e-06, 1.00295e-05, 3.857e-06, 3.70794e-06, 4.05466e-06, 9.27422e-06, 5.64864e-06, 2.93161e-05, 3.82933e-06, 3.7244e-06, 3.75189e-06, 3.7082e-06, 4.00973e-06, 3.69708e-06, 4.42256e-05, 3.69706e-06, 3.69706e-06, 4.03128e-06
