   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_134.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.6113, 0, 0.37964, 0.379607, 1.41421, -0.37964, 0, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379607, 0.379608, 0.379607, 0.379639, 0.379607, 0.379607
15.6192, 0, 0.376105, 0.376065, 1.41421, -0.376105, 0, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376065, 0.376066, 0.376065, 0.376104, 0.376065, 0.376065
15.6271, 2, 0.372587, 0.372541, 2, 1.62741, 0, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372541, 0.372587, 0.372541, 0.372541
15.635, 0, 0.36992, 0.369865, 1.41421, -0.36992, 0, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369865, 0.369866, 0.369865, 0.36992, 0.369865, 0.369865
15.6429, 2, 0.366919, 0.366854, 2, 1.63308, 0, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366854, 0.366918, 0.366854, 0.366854
15.6507, 0, 0.363626, 0.363549, 1.41421, -0.363626, 0, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.363549, 0.36355, 0.363549, 0.363625, 0.363549, 0.363549
15.6586, 0, 0.360197, 0.360107, 1.41421, -0.360197, 0, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360107, 0.360108, 0.360107, 0.360196, 0.360107, 0.360107
15.6665, 0, 0.356786, 0.356682, 1.41421, -0.356786, 0, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356682, 0.356683, 0.356682, 0.356785, 0.356682, 0.356682
15.6744, 0, 0.354111, 0.35399, 1.41421, -0.354111, 0, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.35399, 0.353991, 0.35399, 0.35411, 0.35399, 0.35399
15.6822, 0, 0.351089, 0.35095, 1.41421, -0.351089, 0, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.35095, 0.351088, 0.35095, 0.35095
15.6901, 2, 0.347758, 0.347598, 2, 1.65224, 0, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347598, 0.347599, 0.347598, 0.347757, 0.347598, 0.347598
15.698, 2, 0.344285, 0.344102, 2, 1.65572, 0, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344102, 0.344103, 0.344102, 0.344284, 0.344102, 0.344102
15.7059, 0, 0.340831, 0.340623, 1.41421, -0.340831, 0, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340623, 0.340624, 0.340623, 0.340831, 0.340623, 0.340623
15.7137, 0, 0.338291, 0.338055, 1.41421, -0.338291, 0, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338055, 0.338056, 0.338055, 0.33829, 0.338055, 0.338055
15.7216, 0, 0.33536, 0.335093, 1.41421, -0.33536, 0, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335093, 0.335094, 0.335093, 0.335359, 0.335093, 0.335093
15.7295, 0, 0.332103, 0.331803, 1.41421, -0.332103, 0, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331803, 0.331804, 0.331803, 0.332103, 0.331803, 0.331803
15.7374, 0, 0.328696, 0.32836, 1.41421, -0.328696, 0, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.328361, 0.32836, 0.328696, 0.32836, 0.32836
15.7453, 2, 0.32531, 0.324935, 2, 1.67469, 0, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.324935, 0.325309, 0.324935, 0.324935
15.7531, 0, 0.322814, 0.322397, 1.41421, -0.322814, 0, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322397, 0.322814, 0.322397, 0.322397
15.761, 0, 0.319901, 0.319438, 1.41421, -0.319901, 0, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319438, 0.319439, 0.319438, 0.3199, 0.319438, 0.319438
15.7689, 0, 0.316638, 0.316127, 1.41421, -0.316638, 0, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316127, 0.316128, 0.316127, 0.316637, 0.316127, 0.316127
15.7768, 0, 0.313212, 0.312651, 1.41421, -0.313212, 0, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.312651, 0.313211, 0.312651, 0.312651
15.7846, 2, 0.309809, 0.309194, 2, 1.69019, 0, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309194, 0.309808, 0.309194, 0.309194
15.7925, 0, 0.307435, 0.306763, 1.41421, -0.307435, 0, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306763, 0.306764, 0.306763, 0.307434, 0.306763, 0.306763
15.8004, 0, 0.304623, 0.303893, 1.41421, -0.304623, 0, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.303893, 0.304622, 0.303893, 0.303893
15.8083, 0, 0.301444, 0.300652, 1.41421, -0.301444, 0, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300652, 0.300653, 0.300652, 0.301443, 0.300652, 0.300652
15.8162, 4, 0.298094, 0.297238, 2.44949, 3.70191, 0, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297238, 0.297239, 0.297238, 0.298093, 0.297238, 0.297238
15.824, 0, 0.294765, 0.293843, 1.41421, -0.294765, 0, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293843, 0.293844, 0.293843, 0.294764, 0.293843, 0.293843
15.8319, 4, 0.292427, 0.291438, 2.44949, 3.70757, 0, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291438, 0.291439, 0.291438, 0.292426, 0.291438, 0.291438
15.8398, 0, 0.289646, 0.288588, 1.41421, -0.289646, 0, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.288588, 0.289645, 0.288588, 0.288588
15.8477, 4, 0.28649, 0.285362, 2.44949, 3.71351, 0, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285362, 0.285363, 0.285362, 0.28649, 0.285362, 0.285362
15.8555, 4, 0.283161, 0.281961, 2.44949, 3.71684, 0, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281961, 0.281962, 0.281961, 0.28316, 0.281961, 0.281961
15.8634, 0, 0.279852, 0.27858, 1.41421, -0.279852, 0, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.27858, 0.278581, 0.27858, 0.279851, 0.27858, 0.27858
15.8713, 0, 0.277611, 0.276266, 1.41421, -0.277611, 0, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276266, 0.276267, 0.276266, 0.27761, 0.276266, 0.276266
15.8792, 2, 0.274917, 0.2735, 2, 1.72508, 0, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.2735, 0.273501, 0.2735, 0.274917, 0.2735, 0.2735
15.8871, 2, 0.271843, 0.270353, 2, 1.72816, 0, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270353, 0.270354, 0.270353, 0.271842, 0.270353, 0.270353
15.8949, 0, 0.268591, 0.267028, 1.41421, -0.268591, 0, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267028, 0.267029, 0.267028, 0.26859, 0.267028, 0.267028
15.9028, 0, 0.265358, 0.263724, 1.41421, -0.265358, 0, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263724, 0.263725, 0.263724, 0.265357, 0.263724, 0.263724
15.9107, 4, 0.263151, 0.261447, 2.44949, 3.73685, 0, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.261447, 0.263151, 0.261447, 0.261447
15.9186, 2, 0.260496, 0.258721, 2, 1.7395, 0, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258721, 0.258722, 0.258721, 0.260495, 0.258721, 0.258721
15.9264, 0, 0.257461, 0.255618, 1.41421, -0.257461, 0, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255618, 0.255619, 0.255618, 0.257461, 0.255618, 0.255618
15.9343, 0, 0.25425, 0.25234, 1.41421, -0.25425, 0, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.25234, 0.252341, 0.25234, 0.254249, 0.25234, 0.25234
15.9422, 2, 0.251058, 0.249083, 2, 1.74894, 0, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.249083, 0.251057, 0.249083, 0.249083
15.9501, 2, 0.248928, 0.246889, 2, 1.75107, 0, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.246889, 0.24689, 0.246889, 0.248927, 0.246889, 0.246889
15.9579, 2, 0.246347, 0.244247, 2, 1.75365, 0, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244247, 0.244248, 0.244247, 0.246347, 0.244247, 0.244247
15.9658, 6, 0.243388, 0.241228, 2.82843, 5.75661, 0, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.241228, 0.243387, 0.241228, 0.241228
15.9737, 2, 0.240251, 0.238033, 2, 1.75975, 0, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.238033, 0.240251, 0.238033, 0.238033
15.9816, 4, 0.237134, 0.234859, 2.44949, 3.76287, 0, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.234859, 0.23486, 0.234859, 0.237133, 0.234859, 0.234859
15.9895, 2, 0.235034, 0.232705, 2, 1.76497, 0, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232705, 0.232706, 0.232705, 0.235034, 0.232705, 0.232705
15.9973, 0, 0.232501, 0.230119, 1.41421, -0.232501, 0, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.230119, 0.23012, 0.230119, 0.2325, 0.230119, 0.230119
16.0052, 0, 0.229604, 0.227172, 1.41421, -0.229604, 0, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.227172, 0.229603, 0.227172, 0.227172
16.0131, 0, 0.226538, 0.224057, 1.41421, -0.226538, 0, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224057, 0.224058, 0.224057, 0.226537, 0.224057, 0.224057
16.021, 0, 0.223492, 0.220963, 1.41421, -0.223492, 0, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220963, 0.220964, 0.220963, 0.223491, 0.220963, 0.220963
16.0288, 0, 0.221416, 0.218843, 1.41421, -0.221416, 0, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.218843, 0.221416, 0.218843, 0.218843
16.0367, 2, 0.218939, 0.216321, 2, 1.78106, 0, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216321, 0.216322, 0.216321, 0.218939, 0.216321, 0.216321
16.0446, 2, 0.216133, 0.213472, 2, 1.78387, 0, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.213472, 0.216132, 0.213472, 0.213472
16.0525, 2, 0.213174, 0.210471, 2, 1.78683, 0, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210471, 0.210472, 0.210471, 0.213173, 0.210471, 0.210471
16.0604, 2, 0.210235, 0.207491, 2, 1.78977, 0, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207491, 0.207492, 0.207491, 0.210234, 0.207491, 0.207491
16.0682, 2, 0.20817, 0.205387, 2, 1.79183, 0, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.205387, 0.208169, 0.205387, 0.205387
16.0761, 0, 0.205748, 0.202926, 1.41421, -0.205748, 0, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202926, 0.202927, 0.202926, 0.205747, 0.202926, 0.202926
16.084, 0, 0.203039, 0.200178, 1.41421, -0.203039, 0, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200178, 0.200179, 0.200178, 0.203038, 0.200178, 0.200178
16.0919, 2, 0.200199, 0.1973, 2, 1.7998, 0, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.1973, 0.197301, 0.1973, 0.200198, 0.1973, 0.1973
16.0997, 0, 0.197378, 0.194443, 1.41421, -0.197378, 0, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194443, 0.194444, 0.194443, 0.197378, 0.194443, 0.194443
16.1076, 0, 0.195327, 0.192354, 1.41421, -0.195327, 0, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192354, 0.192355, 0.192354, 0.195326, 0.192354, 0.192354
16.1155, 0, 0.192961, 0.189952, 1.41421, -0.192961, 0, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189952, 0.189953, 0.189952, 0.192961, 0.189952, 0.189952
16.1234, 0, 0.190353, 0.187307, 1.41421, -0.190353, 0, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187307, 0.187308, 0.187307, 0.190352, 0.187307, 0.187307
16.1313, 0, 0.187634, 0.184553, 1.41421, -0.187634, 0, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.184553, 0.187633, 0.184553, 0.184553
16.1391, 0, 0.184936, 0.181818, 1.41421, -0.184936, 0, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181819, 0.181818, 0.184935, 0.181818, 0.181818
16.147, 0, 0.184973, 0.181818, 1.41421, -0.184973, 0, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181819, 0.181818, 0.184972, 0.181818, 0.181818
16.1549, 2, 0.185976, 0.182785, 2, 1.81402, 0, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182785, 0.182786, 0.182785, 0.185975, 0.182785, 0.182785
16.1628, 0, 0.186904, 0.183676, 1.41421, -0.186904, 0, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183676, 0.183677, 0.183676, 0.186903, 0.183676, 0.183676
16.1706, 0, 0.187728, 0.184464, 1.41421, -0.187728, 0, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184464, 0.184465, 0.184464, 0.187727, 0.184464, 0.184464
16.1785, 0, 0.188435, 0.185134, 1.41421, -0.188435, 0, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185134, 0.185135, 0.185134, 0.188434, 0.185134, 0.185134
16.1864, 0, 0.18905, 0.185712, 1.41421, -0.18905, 0, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185712, 0.185713, 0.185712, 0.189049, 0.185712, 0.185712
16.1943, 4, 0.18959, 0.186214, 2.44949, 3.81041, 0, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186214, 0.186215, 0.186214, 0.189589, 0.186214, 0.186214
16.2021, 0, 0.189977, 0.186563, 1.41421, -0.189977, 0, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186563, 0.186564, 0.186563, 0.189976, 0.186563, 0.186563
16.21, 2, 0.19023, 0.186778, 2, 1.80977, 0, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186778, 0.186779, 0.186778, 0.19023, 0.186778, 0.186778
16.2179, 2, 0.190378, 0.186887, 2, 1.80962, 0, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186887, 0.186888, 0.186887, 0.190377, 0.186887, 0.186887
16.2258, 0, 0.190451, 0.186921, 1.41421, -0.190451, 0, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186921, 0.186922, 0.186921, 0.19045, 0.186921, 0.186921
16.2337, 0, 0.190422, 0.186853, 1.41421, -0.190422, 0, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186853, 0.186854, 0.186853, 0.190421, 0.186853, 0.186853
16.2415, 2, 0.19031, 0.186701, 2, 1.80969, 0, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.186701, 0.190309, 0.186701, 0.186701
16.2494, 0, 0.190139, 0.186489, 1.41421, -0.190139, 0, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.186489, 0.18649, 0.186489, 0.190138, 0.186489, 0.186489
16.2573, 2, 0.189929, 0.186239, 2, 1.81007, 0, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.186239, 0.18624, 0.186239, 0.189929, 0.186239, 0.186239
16.2652, 2, 0.189645, 0.185913, 2, 1.81036, 0, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185913, 0.185914, 0.185913, 0.189644, 0.185913, 0.185913
16.273, 0, 0.189294, 0.18552, 1.41421, -0.189294, 0, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.18552, 0.185521, 0.18552, 0.189293, 0.18552, 0.18552
16.2809, 2, 0.188896, 0.185081, 2, 1.8111, 0, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185081, 0.185082, 0.185081, 0.188896, 0.185081, 0.185081
16.2888, 0, 0.188469, 0.184611, 1.41421, -0.188469, 0, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.184611, 0.188468, 0.184611, 0.184611
16.2967, 0, 0.188027, 0.184126, 1.41421, -0.188027, 0, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184126, 0.184127, 0.184126, 0.188027, 0.184126, 0.184126
16.3046, 2, 0.187543, 0.183598, 2, 1.81246, 0, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183598, 0.183599, 0.183598, 0.187542, 0.183598, 0.183598
16.3124, 0, 0.18701, 0.18302, 1.41421, -0.18701, 0, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.18302, 0.183021, 0.18302, 0.187009, 0.18302, 0.18302
16.3203, 0, 0.186453, 0.182419, 1.41421, -0.186453, 0, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.182419, 0.18242, 0.182419, 0.186452, 0.182419, 0.182419
16.3282, 0, 0.185898, 0.181818, 1.41421, -0.185898, 0, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181819, 0.181818, 0.185897, 0.181818, 0.181818
16.3361, 0, 0.185944, 0.181818, 1.41421, -0.185944, 0, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181819, 0.181818, 0.185943, 0.181818, 0.181818
16.3439, 0, 0.186556, 0.182384, 1.41421, -0.186556, 0, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182384, 0.182385, 0.182384, 0.186555, 0.182384, 0.182384
16.3518, 0, 0.187102, 0.182883, 1.41421, -0.187102, 0, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182883, 0.182884, 0.182883, 0.187101, 0.182883, 0.182883
16.3597, 0, 0.187575, 0.183308, 1.41421, -0.187575, 0, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183308, 0.183309, 0.183308, 0.187574, 0.183308, 0.183308
16.3676, 0, 0.188012, 0.183697, 1.41421, -0.188012, 0, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183697, 0.183698, 0.183697, 0.188011, 0.183697, 0.183697
16.3755, 0, 0.18845, 0.184086, 1.41421, -0.18845, 0, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184086, 0.184087, 0.184086, 0.188449, 0.184086, 0.184086
16.3833, 2, 0.189081, 0.184668, 2, 1.81092, 0, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184668, 0.184669, 0.184668, 0.18908, 0.184668, 0.184668
16.3912, 2, 0.189637, 0.185175, 2, 1.81036, 0, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185175, 0.185176, 0.185175, 0.189636, 0.185175, 0.185175
16.3991, 0, 0.190113, 0.1856, 1.41421, -0.190113, 0, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.1856, 0.185601, 0.1856, 0.190112, 0.1856, 0.1856
