   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_157.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0971921, 0, 5.17689e-18, 0, 1.41421, -5.17689e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52426e-22, 0, 4.14203e-22, 0, 5.17632e-18, 0, 0, 0
0.105063, 0, 1.07658e-17, 0, 1.41421, -1.07658e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22327e-22, 0, 8.75115e-22, 0, 1.07646e-17, 0, 0, 0
0.112934, 0, 2.21433e-17, 0, 1.41421, -2.21433e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74271e-22, 0, 1.82888e-21, 0, 2.21408e-17, 0, 0, 0
0.120805, 0, 4.50587e-17, 0, 1.41421, -4.50587e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39572e-21, 0, 3.78196e-21, 0, 4.50535e-17, 0, 0, 0
0.128676, 0, 9.07325e-17, 0, 1.41421, -9.07325e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85957e-21, 0, 7.74082e-21, 0, 9.07219e-17, 0, 0, 0
0.136548, 0, 1.80839e-16, 0, 1.41421, -1.80839e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80024e-21, 0, 1.56861e-20, 0, 1.80818e-16, 0, 0, 0
0.144419, 0, 3.56828e-16, 0, 1.41421, -3.56828e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16501e-20, 0, 3.14781e-20, 0, 3.56785e-16, 0, 0, 0
0.15229, 0, 6.97176e-16, 0, 1.41421, -6.97176e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31763e-20, 0, 6.25707e-20, 0, 6.9709e-16, 0, 0, 0
0.160161, 0, 1.34902e-15, 0, 1.41421, -1.34902e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56734e-20, 0, 1.23225e-19, 0, 1.34885e-15, 0, 0, 0
0.168032, 0, 2.58558e-15, 0, 1.41421, -2.58558e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91795e-20, 0, 2.40481e-19, 0, 2.58525e-15, 0, 0, 0
0.175903, 0, 4.90933e-15, 0, 1.41421, -4.90933e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72552e-19, 0, 4.65159e-19, 0, 4.9087e-15, 0, 0, 0
0.183774, 0, 9.23574e-15, 0, 1.41421, -9.23574e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30895e-19, 0, 8.91946e-19, 0, 9.23451e-15, 0, 0, 0
0.191645, 0, 1.7217e-14, 0, 1.41421, -1.7217e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28977e-19, 0, 1.69577e-18, 0, 1.72147e-14, 0, 0, 0
0.199516, 0, 3.19355e-14, 0, 1.41421, -3.19355e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19252e-18, 0, 3.21788e-18, 0, 3.19311e-14, 0, 0, 0
0.207387, 0, 5.84456e-14, 0, 1.41421, -5.84456e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2267e-18, 0, 6.01334e-18, 0, 5.84374e-14, 0, 0, 0
0.215259, 0, 1.06031e-13, 0, 1.41421, -1.06031e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12331e-18, 0, 1.11478e-17, 0, 1.06016e-13, 0, 0, 0
0.22313, 0, 1.907e-13, 0, 1.41421, -1.907e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57305e-18, 0, 2.05043e-17, 0, 1.90672e-13, 0, 0, 0
0.231001, 0, 3.40051e-13, 0, 1.41421, -3.40051e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37972e-17, 0, 3.74235e-17, 0, 3.39999e-13, 0, 0, 0
0.238872, 0, 6.01227e-13, 0, 1.41421, -6.01227e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49377e-17, 0, 6.77863e-17, 0, 6.01134e-13, 0, 0, 0
0.246743, 0, 1.05406e-12, 0, 1.41421, -1.05406e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4723e-17, 0, 1.21877e-16, 0, 1.0539e-12, 0, 0, 0
0.254614, 0, 1.83254e-12, 0, 1.41421, -1.83254e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95927e-17, 0, 2.17536e-16, 0, 1.83224e-12, 0, 0, 0
0.262485, 0, 3.15956e-12, 0, 1.41421, -3.15956e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40589e-16, 0, 3.85504e-16, 0, 3.15903e-12, 0, 0, 0
0.270356, 0, 5.40267e-12, 0, 1.41421, -5.40267e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46512e-16, 0, 6.78398e-16, 0, 5.40175e-12, 0, 0, 0
0.278227, 0, 9.16269e-12, 0, 1.41421, -9.16269e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2916e-16, 0, 1.18568e-15, 0, 9.16107e-12, 0, 0, 0
0.286098, 0, 1.54131e-11, 0, 1.41421, -1.54131e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.41975e-16, 0, 2.0585e-15, 0, 1.54103e-11, 0, 0, 0
0.293969, 0, 2.57177e-11, 0, 1.41421, -2.57177e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27423e-15, 0, 3.55072e-15, 0, 2.57129e-11, 0, 0, 0
0.301841, 0, 4.25664e-11, 0, 1.41421, -4.25664e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17429e-15, 0, 6.08634e-15, 0, 4.25582e-11, 0, 0, 0
0.309712, 0, 6.989e-11, 0, 1.41421, -6.989e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68741e-15, 0, 1.03698e-14, 0, 6.9876e-11, 0, 0, 0
0.317583, 0, 1.1384e-10, 2.2701e-43, 1.41421, -1.1384e-10, 0, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 6.21746e-15, 2.2701e-43, 1.75656e-14, 2.2701e-43, 1.13816e-10, 2.2701e-43, 2.2701e-43, 2.2701e-43
0.325454, 0, 1.83961e-10, 3.91943e-42, 1.41421, -1.83961e-10, 0, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 3.91943e-42, 1.04269e-14, 3.91943e-42, 2.95911e-14, 3.91943e-42, 1.83921e-10, 3.91943e-42, 3.91943e-42, 3.91943e-42
0.333325, 0, 2.94933e-10, 5.60477e-41, 1.41421, -2.94933e-10, 0, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 5.60477e-41, 1.7399e-14, 5.60477e-41, 4.95903e-14, 5.60477e-41, 2.94866e-10, 5.60477e-41, 5.60477e-41, 5.60477e-41
0.341196, 0, 4.69145e-10, 7.10433e-40, 1.41421, -4.69145e-10, 0, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 7.10433e-40, 2.89016e-14, 7.10433e-40, 8.27022e-14, 7.10433e-40, 4.69033e-10, 7.10433e-40, 7.10433e-40, 7.10433e-40
0.349067, 0, 7.4045e-10, 8.05841e-39, 1.41421, -7.4045e-10, 0, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 8.05841e-39, 4.78144e-14, 8.05841e-39, 1.37304e-13, 8.05841e-39, 7.40265e-10, 8.05841e-39, 8.05841e-39, 8.05841e-39
0.356938, 0, 1.1596e-09, 8.26204e-38, 1.41421, -1.1596e-09, 0, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 8.26204e-38, 7.8824e-14, 8.26204e-38, 2.27019e-13, 8.26204e-38, 1.15929e-09, 8.26204e-38, 8.26204e-38, 8.26204e-38
0.364809, 0, 1.80203e-09, 7.69616e-37, 1.41421, -1.80203e-09, 0, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 7.69616e-37, 1.29554e-13, 7.69616e-37, 3.7397e-13, 7.69616e-37, 1.80153e-09, 7.69616e-37, 7.69616e-37, 7.69616e-37
0.37268, 0, 2.77893e-09, 6.55459e-36, 1.41421, -2.77893e-09, 0, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 6.55459e-36, 2.12404e-13, 6.55459e-36, 6.14036e-13, 6.55459e-36, 2.7781e-09, 6.55459e-36, 6.55459e-36, 6.55459e-36
0.380552, 0, 4.25278e-09, 5.1248e-35, 1.41421, -4.25278e-09, 0, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 5.1248e-35, 3.47553e-13, 5.1248e-35, 1.00536e-12, 5.1248e-35, 4.25143e-09, 5.1248e-35, 5.1248e-35, 5.1248e-35
0.388423, 0, 6.4591e-09, 3.69451e-34, 1.41421, -6.4591e-09, 0, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 3.69451e-34, 5.67842e-13, 3.69451e-34, 1.64211e-12, 3.69451e-34, 6.45689e-09, 3.69451e-34, 3.69451e-34, 3.69451e-34
0.396294, 0, 9.73629e-09, 2.53934e-33, 1.41421, -9.73629e-09, 0, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 2.53934e-33, 9.26745e-13, 2.53934e-33, 2.67675e-12, 2.53934e-33, 9.73269e-09, 2.53934e-33, 2.53934e-33, 2.53934e-33
0.404165, 0, 1.45667e-08, 1.49264e-32, 1.41421, -1.45667e-08, 0, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.49264e-32, 1.51133e-12, 1.49264e-32, 4.35603e-12, 1.49264e-32, 1.45609e-08, 1.49264e-32, 1.49264e-32, 1.49264e-32
0.412036, 0, 2.16322e-08, 8.84886e-32, 1.41421, -2.16322e-08, 0, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 8.84886e-32, 2.46332e-12, 8.84886e-32, 7.07905e-12, 8.84886e-32, 2.16226e-08, 8.84886e-32, 8.84886e-32, 8.84886e-32
0.419907, 0, 3.18884e-08, 4.69451e-31, 1.41421, -3.18884e-08, 0, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.69451e-31, 4.01319e-12, 4.69451e-31, 1.14907e-11, 4.69451e-31, 3.18729e-08, 4.69451e-31, 4.69451e-31, 4.69451e-31
0.427778, 0, 4.66646e-08, 2.43421e-30, 1.41421, -4.66646e-08, 0, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 2.43421e-30, 6.53512e-12, 2.43421e-30, 1.86317e-11, 2.43421e-30, 4.66394e-08, 2.43421e-30, 2.43421e-30, 2.43421e-30
0.435649, 0, 6.77939e-08, 1.20427e-29, 1.41421, -6.77939e-08, 0, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.20427e-29, 1.06353e-11, 1.20427e-29, 3.01775e-11, 1.20427e-29, 6.77531e-08, 1.20427e-29, 1.20427e-29, 1.20427e-29
0.44352, 0, 9.77845e-08, 5.64809e-29, 1.41421, -9.77845e-08, 0, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 5.64809e-29, 1.72927e-11, 5.64809e-29, 4.88184e-11, 5.64809e-29, 9.77184e-08, 5.64809e-29, 5.64809e-29, 5.64809e-29
0.451391, 0, 1.40042e-07, 2.56163e-28, 1.41421, -1.40042e-07, 0, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.56163e-28, 2.80823e-11, 2.56163e-28, 7.88584e-11, 2.56163e-28, 1.39935e-07, 2.56163e-28, 2.56163e-28, 2.56163e-28
0.459262, 0, 1.99151e-07, 1.11209e-27, 1.41421, -1.99151e-07, 0, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 1.11209e-27, 4.55273e-11, 1.11209e-27, 1.27152e-10, 1.11209e-27, 1.98979e-07, 1.11209e-27, 1.11209e-27, 1.11209e-27
0.467134, 0, 2.81243e-07, 4.60475e-27, 1.41421, -2.81243e-07, 0, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 4.60475e-27, 7.3648e-11, 4.60475e-27, 2.04556e-10, 4.60475e-27, 2.80964e-07, 4.60475e-27, 4.60475e-27, 4.60475e-27
0.475005, 0, 3.94443e-07, 1.81983e-26, 1.41421, -3.94443e-07, 0, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.81983e-26, 1.18814e-10, 1.81983e-26, 3.28165e-10, 1.81983e-26, 3.93996e-07, 1.81983e-26, 1.81983e-26, 1.81983e-26
0.482876, 0, 5.49451e-07, 6.87297e-26, 1.41421, -5.49451e-07, 0, 6.87297e-26, 6.87297e-26, 6.87297e-26, 6.87297e-26, 6.87297e-26, 6.87297e-26, 2.57473e-12, 6.87297e-26, 6.87297e-26, 6.87297e-26, 6.87297e-26, 6.87297e-26, 1.91053e-10, 6.87297e-26, 5.24698e-10, 6.87297e-26, 5.48733e-07, 6.87297e-26, 6.87297e-26, 6.87297e-26
0.490747, 0, 7.60241e-07, 2.48493e-25, 1.41421, -7.60241e-07, 0, 2.48493e-25, 2.48493e-25, 2.48493e-25, 2.48493e-25, 2.48493e-25, 2.48493e-25, 8.73963e-12, 2.48493e-25, 2.48493e-25, 2.48493e-25, 2.48493e-25, 2.48493e-25, 3.06046e-10, 2.48493e-25, 8.35605e-10, 2.48493e-25, 7.59091e-07, 2.48493e-25, 2.48493e-25, 2.48493e-25
0.498618, 0, 1.0468e-06, 1.4287e-10, 1.41421, -1.0468e-06, 1.4287e-10, 1.42969e-10, 1.429e-10, 5.2489e-10, 1.53375e-10, 1.42887e-10, 1.60554e-10, 2.16882e-10, 8.38867e-10, 1.43684e-10, 5.93417e-10, 1.4487e-10, 1.44798e-10, 6.31122e-10, 1.4287e-10, 1.46765e-09, 1.42871e-10, 1.04334e-06, 1.4287e-10, 1.4287e-10, 1.53227e-10
0.506489, 0, 1.43325e-06, 4.88865e-10, 1.41421, -1.43325e-06, 4.88865e-10, 4.89207e-10, 4.8897e-10, 1.80118e-09, 5.24954e-10, 4.88926e-10, 5.49615e-10, 7.16484e-10, 2.87975e-09, 4.91663e-10, 2.03658e-09, 4.95738e-10, 4.95489e-10, 1.26391e-09, 4.88865e-10, 2.57799e-09, 4.8887e-10, 1.42476e-06, 4.88865e-10, 4.88865e-10, 5.24445e-10
0.51436, 0, 1.95313e-06, 1.3033e-09, 1.41421, -1.95313e-06, 1.3033e-09, 1.30421e-09, 1.30358e-09, 4.81467e-09, 1.39986e-09, 1.30346e-09, 1.46585e-09, 1.88874e-09, 7.70062e-09, 1.31078e-09, 5.44455e-09, 1.32169e-09, 1.32102e-09, 2.52713e-09, 1.3033e-09, 4.57869e-09, 1.30331e-09, 1.9336e-06, 1.3033e-09, 1.3033e-09, 1.3985e-09
0.522231, 0, 2.65214e-06, 3.1749e-09, 1.41421, -2.65214e-06, 3.1749e-09, 3.17714e-09, 3.17559e-09, 1.17498e-08, 3.41071e-09, 3.1753e-09, 3.57186e-09, 4.57327e-09, 1.87973e-08, 3.19318e-09, 1.32879e-08, 3.21981e-09, 3.21818e-09, 5.0965e-09, 3.1749e-09, 8.27756e-09, 3.17493e-09, 2.60843e-06, 3.1749e-09, 3.1749e-09, 3.40739e-09
0.530102, 0, 3.59511e-06, 7.37321e-09, 1.41421, -3.59511e-06, 7.37321e-09, 7.37841e-09, 7.37482e-09, 2.73212e-08, 7.92179e-09, 7.37414e-09, 8.29666e-09, 1.05735e-08, 4.37162e-08, 7.41574e-09, 3.08995e-08, 7.47769e-09, 7.4739e-09, 1.03723e-08, 7.37321e-09, 1.52679e-08, 7.37329e-09, 3.49893e-06, 7.37321e-09, 7.37321e-09, 7.91406e-09
0.537973, 0, 4.87846e-06, 1.65685e-08, 1.41421, -4.87846e-06, 1.65685e-08, 1.65802e-08, 1.65721e-08, 6.14513e-08, 1.78028e-08, 1.65706e-08, 1.86462e-08, 2.41783e-08, 9.83399e-08, 1.66642e-08, 6.95025e-08, 1.68036e-08, 1.6795e-08, 2.12199e-08, 1.65685e-08, 2.87063e-08, 1.65687e-08, 4.66936e-06, 1.65685e-08, 1.65685e-08, 1.77854e-08
0.545845, 0, 6.65155e-06, 3.62352e-08, 1.41421, -6.65155e-06, 3.62352e-08, 3.62608e-08, 3.62431e-08, 1.34497e-07, 3.89375e-08, 3.62398e-08, 4.0784e-08, 5.3838e-08, 2.15258e-07, 3.64447e-08, 1.52124e-07, 3.67498e-08, 3.67312e-08, 4.34019e-08, 3.62352e-08, 5.4743e-08, 3.62356e-08, 6.20393e-06, 3.62352e-08, 3.62352e-08, 3.88994e-08
0.553716, 0, 9.16673e-06, 7.73181e-08, 1.41421, -9.16673e-06, 7.73181e-08, 7.73728e-08, 7.73349e-08, 2.8718e-07, 8.30893e-08, 7.73278e-08, 8.70331e-08, 1.26412e-07, 4.59662e-07, 7.77655e-08, 3.24825e-07, 7.84172e-08, 7.83774e-08, 8.82856e-08, 7.73181e-08, 1.05317e-07, 7.73188e-08, 8.21509e-06, 7.73181e-08, 7.73181e-08, 8.3008e-08
0.561587, 0, 1.28355e-05, 1.61143e-07, 1.41421, -1.28355e-05, 1.61143e-07, 1.61257e-07, 1.61178e-07, 5.989e-07, 1.73181e-07, 1.61163e-07, 1.81408e-07, 2.79223e-07, 9.58686e-07, 1.62076e-07, 6.77425e-07, 1.63436e-07, 1.63353e-07, 1.77812e-07, 1.61143e-07, 2.03159e-07, 1.61144e-07, 1.08574e-05, 1.61143e-07, 1.61143e-07, 1.73012e-07
0.569458, 0, 1.83763e-05, 3.28214e-07, 1.41421, -1.83763e-05, 3.28214e-07, 3.28446e-07, 3.28285e-07, 1.22058e-06, 3.52754e-07, 3.28255e-07, 3.69524e-07, 5.94529e-07, 1.954e-06, 3.30116e-07, 1.38066e-06, 3.32887e-07, 3.32718e-07, 3.53377e-07, 3.28214e-07, 3.90749e-07, 3.28217e-07, 1.43502e-05, 3.28214e-07, 3.28214e-07, 3.52408e-07
0.577329, 0, 2.70412e-05, 6.53514e-07, 1.41421, -2.70412e-05, 6.53514e-07, 6.53977e-07, 6.53656e-07, 2.43185e-06, 7.02418e-07, 6.53596e-07, 7.35838e-07, 1.2315e-06, 3.89344e-06, 6.57305e-07, 2.75085e-06, 6.62827e-07, 6.6249e-07, 6.91224e-07, 6.53514e-07, 7.45827e-07, 6.5352e-07, 1.90153e-05, 6.53514e-07, 6.53514e-07, 7.01729e-07
0.5852, 0, 4.10108e-05, 1.27233e-06, 1.41421, -4.10108e-05, 1.27233e-06, 1.27323e-06, 1.27261e-06, 4.73768e-06, 1.36763e-06, 1.27249e-06, 1.43275e-06, 2.4916e-06, 7.5858e-06, 1.27972e-06, 5.3593e-06, 1.29048e-06, 1.28982e-06, 1.32844e-06, 1.27233e-06, 1.4075e-06, 1.27234e-06, 2.53404e-05, 1.27233e-06, 1.27233e-06, 1.36628e-06
0.593071, 0, 6.40517e-05, 2.42251e-06, 1.41421, -6.40517e-05, 2.42251e-06, 2.42423e-06, 2.42304e-06, 9.02675e-06, 2.60413e-06, 2.42281e-06, 2.72824e-06, 4.93841e-06, 1.44547e-05, 2.43659e-06, 1.02114e-05, 2.4571e-06, 2.45585e-06, 2.50543e-06, 2.42251e-06, 2.61886e-06, 2.42253e-06, 3.40802e-05, 2.42251e-06, 2.42251e-06, 2.60157e-06
0.600942, 0, 0.00010259, 4.5115e-06, 1.41421, -0.00010259, 4.5115e-06, 4.5147e-06, 4.51249e-06, 1.68231e-05, 4.85007e-06, 4.51207e-06, 5.08143e-06, 9.61454e-06, 2.69418e-05, 4.53775e-06, 1.90315e-05, 4.57598e-06, 4.57364e-06, 4.63317e-06, 4.5115e-06, 4.79457e-06, 4.51154e-06, 4.64199e-05, 4.5115e-06, 4.5115e-06, 4.8453e-06
0.608813, 0, 0.000167377, 8.21922e-06, 1.41421, -0.000167377, 8.21922e-06, 8.22507e-06, 8.22103e-06, 3.06729e-05, 8.83671e-06, 8.22026e-06, 9.25867e-06, 1.83916e-05, 4.91272e-05, 8.26709e-06, 3.47007e-05, 8.33682e-06, 8.33256e-06, 8.39657e-06, 8.21922e-06, 8.62443e-06, 8.21931e-06, 6.42254e-05, 8.21922e-06, 8.21922e-06, 8.828e-06
