   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_227.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.99689, 4, 7.38941, 7.12311, 2.44949, -3.38941, 0, 7.12312, 7.12334, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.12311, 7.38917, 7.12311
8.00476, 10, 7.41029, 7.09577, 3.4641, 2.58971, 0, 7.09578, 7.09599, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09577, 7.09578, 7.09577, 7.09577, 7.41006, 7.09577
8.01263, 14, 7.43645, 7.06849, 4, 6.56355, 0, 7.0685, 7.0687, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.06849, 7.43623, 7.06849
8.02049, 10, 7.46788, 7.04143, 3.4641, 2.53212, 0, 7.04144, 7.04163, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.04143, 7.46766, 7.04143
8.02836, 10, 7.50383, 7.01424, 3.4641, 2.49617, 0, 7.01425, 7.01444, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.01424, 7.50362, 7.01424
8.03623, 16, 7.54391, 6.9871, 4.24264, 8.45609, 0, 6.98711, 6.98729, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 6.9871, 7.5437, 6.9871
8.04409, 6, 7.58724, 6.9599, 2.82843, -1.58724, 0, 6.95991, 6.96009, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.9599, 6.95991, 6.9599, 6.9599, 7.58704, 6.9599
8.05196, 10, 7.63275, 6.93257, 3.4641, 2.36725, 0, 6.93258, 6.93276, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 6.93257, 7.63255, 6.93257
8.05983, 4, 7.67948, 6.90529, 2.44949, -3.67948, 0, 6.9053, 6.90547, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 6.90529, 7.67928, 6.90529
8.06769, 6, 7.72631, 6.87827, 2.82843, -1.72631, 0, 6.87828, 6.87845, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 6.87827, 7.72611, 6.87827
8.07556, 10, 7.77138, 6.85109, 3.4641, 2.22862, 0, 6.8511, 6.85127, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 6.85109, 7.77118, 6.85109
8.08343, 10, 7.81339, 6.82396, 3.4641, 2.18661, 0, 6.82397, 6.82414, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 6.82396, 7.81319, 6.82396
8.09129, 14, 7.85078, 6.79688, 4, 6.14922, 0, 6.79689, 6.79706, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 6.79688, 7.85058, 6.79688
8.09916, 12, 7.88181, 6.76962, 3.74166, 4.11819, 0, 6.76964, 6.76981, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76962, 6.76963, 6.76962, 6.76962, 7.88161, 6.76962
8.10703, 4, 7.90527, 6.74243, 2.44949, -3.90527, 0, 6.74244, 6.74261, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 6.74243, 7.90507, 6.74243
8.11489, 6, 7.92013, 6.71552, 2.82843, -1.92013, 0, 6.71553, 6.7157, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 6.71552, 7.91993, 6.71552
8.12276, 14, 7.92481, 6.68842, 4, 6.07519, 0, 6.68843, 6.68861, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 6.68842, 7.92461, 6.68842
8.13063, 4, 7.91872, 6.66138, 2.44949, -3.91872, 0, 6.66139, 6.66157, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 6.66138, 7.91852, 6.66138
8.13849, 14, 7.90141, 6.63449, 4, 6.09859, 0, 6.6345, 6.63468, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 6.63449, 7.90121, 6.63449
8.14636, 6, 7.8723, 6.6074, 2.82843, -1.8723, 0, 6.60741, 6.60759, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 6.6074, 7.8721, 6.6074
8.15423, 16, 7.8317, 6.58037, 4.24264, 8.1683, 0, 6.58038, 6.58055, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 6.58037, 7.8315, 6.58037
8.16209, 4, 7.78028, 6.55365, 2.44949, -3.78028, 0, 6.55366, 6.55384, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 6.55365, 7.78008, 6.55365
8.16996, 8, 7.71819, 6.52672, 3.16228, 0.281813, 0, 6.52673, 6.52691, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 6.52672, 7.71798, 6.52672
8.17783, 6, 7.64664, 6.49984, 2.82843, -1.64664, 0, 6.49985, 6.50004, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49984, 6.49985, 6.49984, 6.49984, 7.64643, 6.49984
8.18569, 6, 7.56702, 6.47322, 2.82843, -1.56702, 0, 6.47323, 6.47341, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 6.47322, 7.5668, 6.47322
8.19356, 6, 7.48018, 6.44637, 2.82843, -1.48018, 0, 6.44639, 6.44658, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44637, 6.44638, 6.44637, 6.44637, 7.47996, 6.44637
8.20143, 14, 7.38785, 6.41959, 4, 6.61215, 0, 6.4196, 6.41979, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 6.41959, 7.38764, 6.41959
8.20929, 10, 7.29185, 6.39313, 3.4641, 2.70815, 0, 6.39314, 6.39334, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39313, 6.39314, 6.39313, 6.39313, 7.29163, 6.39313
8.21716, 12, 7.19311, 6.36646, 3.74166, 4.80689, 0, 6.36647, 6.36667, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 6.36646, 7.19288, 6.36646
8.22503, 8, 7.09338, 6.33983, 3.16228, 0.906622, 0, 6.33985, 6.34006, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33983, 6.33984, 6.33983, 6.33983, 7.09314, 6.33983
8.23289, 4, 6.9943, 6.31355, 2.44949, -2.9943, 0, 6.31356, 6.31379, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.31355, 6.99405, 6.31355
8.24076, 8, 6.89655, 6.28703, 3.16228, 1.10345, 0, 6.28705, 6.2873, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28703, 6.28704, 6.28703, 6.28703, 6.89627, 6.28703
8.24862, 8, 6.80144, 6.26058, 3.16228, 1.19856, 0, 6.26059, 6.26087, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.26058, 6.80113, 6.26058
8.25649, 10, 6.71017, 6.23446, 3.4641, 3.28983, 0, 6.23447, 6.2348, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.23446, 6.70982, 6.23446
8.26436, 6, 6.62284, 6.20811, 2.82843, -0.622845, 0, 6.20812, 6.20851, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.20811, 6.62243, 6.20811
8.27222, 8, 6.54024, 6.18182, 3.16228, 1.45976, 0, 6.18183, 6.18231, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.53974, 6.18182
8.28009, 6, 6.50664, 6.19952, 2.82843, -0.506637, 0, 6.19953, 6.20014, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.19952, 6.506, 6.19952
8.28796, 0, 6.47803, 6.21706, 1.41421, -6.47803, 0, 6.21707, 6.21786, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.21706, 6.47722, 6.21706
8.29582, 4, 6.45462, 6.23462, 2.44949, -2.45462, 0, 6.23463, 6.23568, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.23462, 6.45354, 6.23462
8.30369, 8, 6.43648, 6.25238, 3.16228, 1.56352, 0, 6.25239, 6.25381, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.25238, 6.43504, 6.25238
8.31156, 6, 6.42309, 6.27, 2.82843, -0.423093, 0, 6.27001, 6.27193, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.27, 6.42114, 6.27
8.31942, 8, 6.41411, 6.28739, 3.16228, 1.58589, 0, 6.2874, 6.29003, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.28739, 6.41146, 6.28739
8.32729, 8, 6.40907, 6.30438, 3.16228, 1.59093, 0, 6.30439, 6.30798, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.30438, 6.40545, 6.30438
8.33516, 14, 6.40789, 6.32117, 4, 7.59211, 0, 6.32118, 6.32609, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.32117, 6.40296, 6.32117
8.34302, 12, 6.4105, 6.33798, 3.74166, 5.5895, 0, 6.338, 6.34469, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33798, 6.33799, 6.33798, 6.33798, 6.40379, 6.33798
8.35089, 6, 6.41671, 6.35489, 2.82843, -0.416708, 0, 6.3549, 6.36397, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.35489, 6.40761, 6.35489
8.35876, 12, 6.4261, 6.37167, 3.74166, 5.5739, 0, 6.37168, 6.38391, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.37167, 6.41385, 6.37167
8.36662, 8, 6.43816, 6.38796, 3.16228, 1.56184, 0, 6.38798, 6.40435, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38796, 6.38797, 6.38796, 6.38796, 6.42176, 6.38796
8.37449, 18, 6.45288, 6.40381, 4.47214, 11.5471, 0, 6.40382, 6.42559, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.40381, 6.43108, 6.40381
8.38236, 8, 6.47049, 6.41944, 3.16228, 1.52951, 0, 6.41945, 6.44817, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.41944, 6.44174, 6.41944
8.39022, 12, 6.49133, 6.43508, 3.74166, 5.50867, 0, 6.4351, 6.4727, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43508, 6.43509, 6.43508, 6.43508, 6.4537, 6.43508
8.39809, 10, 6.51555, 6.4507, 3.4641, 3.48445, 0, 6.45071, 6.49953, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.4507, 6.46671, 6.4507
8.40596, 6, 6.54315, 6.466, 2.82843, -0.543152, 0, 6.46601, 6.52886, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.466, 6.48027, 6.466
8.41382, 10, 6.57429, 6.48078, 3.4641, 3.42571, 0, 6.48079, 6.56103, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.48078, 6.49403, 6.48078
8.42169, 6, 6.6095, 6.49513, 2.82843, -0.609503, 0, 6.49514, 6.59669, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.49513, 6.50793, 6.49513
8.42956, 8, 6.64951, 6.50927, 3.16228, 1.35049, 0, 6.50928, 6.6367, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.50927, 6.52207, 6.50927
8.43742, 2, 6.69498, 6.52335, 2, -4.69498, 0, 6.52336, 6.68182, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.52335, 6.5365, 6.52335
8.44529, 12, 6.74636, 6.5372, 3.74166, 5.25364, 0, 6.53721, 6.73257, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.5372, 6.55098, 6.5372
8.45316, 8, 6.80399, 6.55063, 3.16228, 1.19601, 0, 6.55064, 6.78938, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.55063, 6.56523, 6.55063
8.46102, 6, 6.86833, 6.56356, 2.82843, -0.868328, 0, 6.56357, 6.85274, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.56356, 6.57914, 6.56356
8.46889, 16, 6.93996, 6.57612, 4.24264, 9.06004, 0, 6.57613, 6.92331, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.57612, 6.59276, 6.57612
8.47676, 16, 7.01939, 6.58846, 4.24264, 8.98061, 0, 6.58847, 7.00162, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.58846, 6.60621, 6.58846
8.48462, 14, 7.10667, 6.60047, 4, 6.89333, 0, 6.60048, 7.08778, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.60047, 6.61934, 6.60047
8.49249, 6, 7.20181, 6.61209, 2.82843, -1.20181, 0, 6.6121, 7.18182, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.61209, 6.63207, 6.61209
8.50036, 6, 7.30456, 6.62331, 2.82843, -1.30456, 0, 6.62332, 7.28351, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.62331, 6.64435, 6.62331
8.50822, 6, 7.41448, 6.63416, 2.82843, -1.41448, 0, 6.63417, 7.39243, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.63416, 6.6562, 6.63416
8.51609, 10, 7.53086, 6.64461, 3.4641, 2.46914, 0, 6.64462, 7.50788, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.64461, 6.66757, 6.64461
8.52396, 12, 7.65267, 6.6547, 3.74166, 4.34733, 0, 6.65471, 7.62886, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6547, 6.6785, 6.6547
8.53182, 6, 7.77854, 6.66436, 2.82843, -1.77854, 0, 6.66437, 7.75397, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.66436, 6.68892, 6.66436
8.53969, 10, 7.90691, 6.67361, 3.4641, 2.09309, 0, 6.67363, 7.88165, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67361, 6.67362, 6.67361, 6.67361, 6.69885, 6.67361
8.54755, 12, 8.03581, 6.68233, 3.74166, 3.96419, 0, 6.68234, 8.00994, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.68233, 6.70819, 6.68233
8.55542, 2, 8.16317, 6.69048, 2, -6.16317, 0, 6.69049, 8.13671, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.69048, 6.71693, 6.69048
8.56329, 6, 8.28677, 6.69806, 2.82843, -2.28677, 0, 6.69808, 8.25972, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69806, 6.69807, 6.69806, 6.69806, 6.7251, 6.69806
8.57115, 4, 8.4044, 6.70513, 2.44949, -4.4044, 0, 6.70514, 8.37671, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.70513, 6.7328, 6.70513
8.57902, 12, 8.5137, 6.71164, 3.74166, 3.4863, 0, 6.71165, 8.48528, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71164, 6.71165, 6.71164, 6.71164, 6.74005, 6.71164
8.58689, 10, 8.61246, 6.71764, 3.4641, 1.38754, 0, 6.71765, 8.58315, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.71764, 6.74693, 6.71764
8.59475, 10, 8.69854, 6.72303, 3.4641, 1.30146, 0, 6.72304, 8.66813, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.72303, 6.75343, 6.72303
8.60262, 2, 8.7701, 6.72781, 2, -6.7701, 0, 6.72782, 8.73828, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.72781, 6.75962, 6.72781
8.61049, 10, 8.82559, 6.73199, 3.4641, 1.17441, 0, 6.732, 8.792, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.73199, 6.76557, 6.73199
8.61835, 14, 8.86396, 6.73564, 4, 5.13604, 0, 6.73565, 8.82814, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.73564, 6.77145, 6.73564
8.62622, 14, 8.88439, 6.73869, 4, 5.11561, 0, 6.7387, 8.84582, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.73869, 6.77726, 6.73869
8.63409, 12, 8.88663, 6.74115, 3.74166, 3.11337, 0, 6.74116, 8.84469, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74115, 6.74116, 6.74115, 6.74115, 6.78308, 6.74115
8.64195, 12, 8.87087, 6.74304, 3.74166, 3.12913, 0, 6.74305, 8.8249, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.74304, 6.789, 6.74304
8.64982, 14, 8.83782, 6.74442, 4, 5.16218, 0, 6.74443, 8.7871, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.74442, 6.79513, 6.74442
8.65769, 10, 8.78866, 6.74539, 3.4641, 1.21134, 0, 6.7454, 8.73241, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.74539, 6.80163, 6.74539
8.66555, 16, 8.72474, 6.74589, 4.24264, 7.27526, 0, 6.7459, 8.66218, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.80843, 6.74589
8.67342, 10, 8.64781, 6.74589, 3.4641, 1.35219, 0, 6.7459, 8.57814, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.74589, 6.81554, 6.74589
8.68129, 14, 8.55984, 6.74538, 4, 5.44016, 0, 6.74539, 8.4823, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.74538, 6.8229, 6.74538
8.68915, 6, 8.46286, 6.74423, 2.82843, -2.46286, 0, 6.74424, 8.37673, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.74423, 6.83035, 6.74423
8.69702, 10, 8.35909, 6.74245, 3.4641, 1.64091, 0, 6.74247, 8.26372, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74245, 6.74246, 6.74245, 6.74245, 6.83782, 6.74245
8.70489, 8, 8.25082, 6.7401, 3.16228, -0.25082, 0, 6.74011, 8.14565, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.7401, 6.84525, 6.7401
8.71275, 14, 8.14027, 6.73727, 4, 5.85973, 0, 6.73728, 8.02488, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.73727, 6.85264, 6.73727
8.72062, 10, 8.02954, 6.73411, 3.4641, 1.97046, 0, 6.73412, 7.90366, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.73411, 6.85998, 6.73411
