   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_223.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.341069, 0, 2.54488e-10, 6.33471e-41, 1.41421, -2.54488e-10, 0, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 6.33471e-41, 5.99353e-13, 6.33471e-41, 6.33471e-41, 4.53009e-15, 6.33471e-41, 2.4366e-14, 6.33471e-41, 2.5386e-10, 6.33471e-41, 6.33471e-41, 6.33471e-41
0.348938, 0, 4.13257e-10, 8.07871e-40, 1.41421, -4.13257e-10, 0, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 8.07871e-40, 9.73555e-13, 8.07871e-40, 8.07871e-40, 7.67922e-15, 8.07871e-40, 4.135e-14, 8.07871e-40, 4.12234e-10, 8.07871e-40, 8.07871e-40, 8.07871e-40
0.356807, 0, 6.6546e-10, 9.21143e-39, 1.41421, -6.6546e-10, 0, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 9.21143e-39, 1.56828e-12, 9.21143e-39, 9.21143e-39, 1.29596e-14, 9.21143e-39, 6.98134e-14, 9.21143e-39, 6.63809e-10, 9.21143e-39, 9.21143e-39, 9.21143e-39
0.364676, 0, 1.06267e-09, 9.4951e-38, 1.41421, -1.06267e-09, 0, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 9.4951e-38, 2.50554e-12, 9.4951e-38, 9.4951e-38, 2.1786e-14, 9.4951e-38, 1.17319e-13, 9.4951e-38, 1.06002e-09, 9.4951e-38, 9.4951e-38, 9.4951e-38
0.372545, 0, 1.68292e-09, 8.89177e-37, 1.41421, -1.68292e-09, 0, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 8.89177e-37, 3.9703e-12, 8.89177e-37, 8.89177e-37, 3.65025e-14, 8.89177e-37, 1.9632e-13, 8.89177e-37, 1.67872e-09, 8.89177e-37, 8.89177e-37, 8.89177e-37
0.380414, 0, 2.64332e-09, 7.61636e-36, 1.41421, -2.64332e-09, 0, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 7.61636e-36, 6.24056e-12, 7.61636e-36, 7.61636e-36, 6.0993e-14, 7.61636e-36, 3.273e-13, 7.61636e-36, 2.63669e-09, 7.61636e-36, 7.61636e-36, 7.61636e-36
0.388283, 0, 4.11786e-09, 5.9897e-35, 1.41421, -4.11786e-09, 0, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 5.9897e-35, 9.7305e-12, 5.9897e-35, 5.9897e-35, 1.01692e-13, 5.9897e-35, 5.43923e-13, 5.9897e-35, 4.10748e-09, 5.9897e-35, 5.9897e-35, 5.9897e-35
0.396152, 0, 6.3629e-09, 4.34387e-34, 1.41421, -6.3629e-09, 0, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 4.34387e-34, 1.50521e-11, 4.34387e-34, 4.34387e-34, 1.69264e-13, 4.34387e-34, 9.0149e-13, 4.34387e-34, 6.34677e-09, 4.34387e-34, 4.34387e-34, 4.34387e-34
0.404021, 0, 9.75271e-09, 2.99498e-33, 1.41421, -9.75271e-09, 0, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.99498e-33, 2.3102e-11, 2.99498e-33, 2.99498e-33, 2.81388e-13, 2.99498e-33, 1.49086e-12, 2.99498e-33, 9.72784e-09, 2.99498e-33, 2.99498e-33, 2.99498e-33
0.411891, 0, 1.48288e-08, 1.73502e-32, 1.41421, -1.48288e-08, 0, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 1.73502e-32, 3.51831e-11, 1.73502e-32, 1.73502e-32, 4.67358e-13, 1.73502e-32, 2.46127e-12, 1.73502e-32, 1.47907e-08, 1.73502e-32, 1.73502e-32, 1.73502e-32
0.41976, 0, 2.23679e-08, 1.02199e-31, 1.41421, -2.23679e-08, 0, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 1.02199e-31, 5.31739e-11, 1.02199e-31, 1.02199e-31, 7.75701e-13, 1.02199e-31, 4.05792e-12, 1.02199e-31, 2.23099e-08, 1.02199e-31, 1.02199e-31, 1.02199e-31
0.427629, 0, 3.34741e-08, 5.37618e-31, 1.41421, -3.34741e-08, 0, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 5.37618e-31, 7.97614e-11, 5.37618e-31, 5.37618e-31, 1.28669e-12, 5.37618e-31, 6.68342e-12, 5.37618e-31, 3.33864e-08, 5.37618e-31, 5.37618e-31, 5.37618e-31
0.435498, 0, 4.97036e-08, 2.77719e-30, 1.41421, -4.97036e-08, 0, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 2.77719e-30, 1.1876e-10, 2.77719e-30, 2.77719e-30, 2.13285e-12, 2.77719e-30, 1.09984e-11, 2.77719e-30, 4.95717e-08, 2.77719e-30, 2.77719e-30, 2.77719e-30
0.443367, 0, 7.32302e-08, 1.37269e-29, 1.41421, -7.32302e-08, 0, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.37269e-29, 1.75544e-10, 1.37269e-29, 1.37269e-29, 3.53241e-12, 1.37269e-29, 1.8085e-11, 1.37269e-29, 7.3033e-08, 1.37269e-29, 1.37269e-29, 1.37269e-29
0.451236, 0, 1.07065e-07, 6.43778e-29, 1.41421, -1.07065e-07, 0, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 6.43778e-29, 2.57634e-10, 6.43778e-29, 6.43778e-29, 5.84337e-12, 6.43778e-29, 2.97116e-11, 6.43778e-29, 1.06772e-07, 6.43778e-29, 6.43778e-29, 6.43778e-29
0.459105, 0, 1.55345e-07, 2.92774e-28, 1.41421, -1.55345e-07, 0, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 2.92774e-28, 3.75476e-10, 2.92774e-28, 2.92774e-28, 9.6506e-12, 2.92774e-28, 4.87588e-11, 2.92774e-28, 1.54911e-07, 2.92774e-28, 2.92774e-28, 2.92774e-28
0.466974, 0, 2.23701e-07, 1.27667e-27, 1.41421, -2.23701e-07, 0, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 1.27667e-27, 5.43485e-10, 1.27667e-27, 1.27667e-27, 1.59046e-11, 1.27667e-27, 7.98982e-11, 1.27667e-27, 2.23062e-07, 1.27667e-27, 1.27667e-27, 1.27667e-27
0.474843, 0, 3.19743e-07, 5.31407e-27, 1.41421, -3.19743e-07, 0, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 5.31407e-27, 7.81425e-10, 5.31407e-27, 5.31407e-27, 2.61413e-11, 5.31407e-27, 1.30667e-10, 5.31407e-27, 3.18805e-07, 5.31407e-27, 5.31407e-27, 5.31407e-27
0.482712, 0, 4.53659e-07, 2.11247e-26, 1.41421, -4.53659e-07, 0, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 2.11247e-26, 1.11621e-09, 2.11247e-26, 2.11247e-26, 4.28265e-11, 2.11247e-26, 2.13147e-10, 2.11247e-26, 4.52287e-07, 2.11247e-26, 2.11247e-26, 2.11247e-26
0.490582, 0, 6.38998e-07, 8.02791e-26, 1.41421, -6.38998e-07, 0, 8.02791e-26, 8.02791e-26, 8.02791e-26, 8.02791e-26, 8.02791e-26, 8.02791e-26, 8.02791e-26, 6.64582e-12, 8.02791e-26, 8.02791e-26, 1.58429e-09, 8.02791e-26, 8.02791e-26, 6.98921e-11, 8.02791e-26, 3.46574e-10, 8.02791e-26, 6.36991e-07, 8.02791e-26, 8.02791e-26, 8.02791e-26
0.498451, 0, 8.93603e-07, 2.92131e-25, 1.41421, -8.93603e-07, 0, 2.92131e-25, 2.92131e-25, 2.92131e-25, 2.92131e-25, 2.92131e-25, 2.92131e-25, 2.92131e-25, 2.30494e-11, 2.92131e-25, 2.92131e-25, 2.23467e-09, 2.92131e-25, 2.92131e-25, 1.13559e-10, 2.92131e-25, 5.6131e-10, 2.92131e-25, 8.90671e-07, 2.92131e-25, 2.92131e-25, 2.92131e-25
0.50632, 0, 1.24082e-06, 1.02775e-24, 1.41421, -1.24082e-06, 0, 1.02775e-24, 1.02775e-24, 1.02775e-24, 1.02775e-24, 1.02775e-24, 1.02775e-24, 1.02775e-24, 6.21888e-11, 1.02775e-24, 1.02775e-24, 3.1329e-09, 1.02775e-24, 1.02775e-24, 1.83593e-10, 1.02775e-24, 9.04878e-10, 1.02775e-24, 1.23653e-06, 1.02775e-24, 1.02775e-24, 1.02775e-24
0.514189, 0, 1.7154e-06, 3.80846e-10, 1.41421, -1.7154e-06, 3.80846e-10, 3.80863e-10, 3.80931e-10, 3.80897e-10, 1.41555e-09, 4.13853e-10, 4.50717e-10, 3.81743e-10, 8.45925e-10, 1.90215e-09, 1.18287e-09, 4.74704e-09, 3.85297e-10, 3.86141e-10, 6.76049e-10, 3.80846e-10, 1.83177e-09, 3.80849e-10, 1.70531e-06, 3.80846e-10, 3.80846e-10, 4.17263e-10
0.522058, 0, 2.35839e-06, 1.29747e-09, 1.41421, -2.35839e-06, 1.29747e-09, 1.29752e-09, 1.29776e-09, 1.29764e-09, 4.86587e-09, 1.4113e-09, 1.53843e-09, 1.30056e-09, 2.73168e-09, 6.54401e-09, 4.0634e-09, 7.34707e-09, 1.31282e-09, 1.31573e-09, 1.76942e-09, 1.29747e-09, 3.60993e-09, 1.29748e-09, 2.33602e-06, 1.29747e-09, 1.29747e-09, 1.42306e-09
0.529927, 0, 3.2288e-06, 3.45715e-09, 1.41421, -3.2288e-06, 3.45715e-09, 3.45731e-09, 3.45794e-09, 3.45763e-09, 1.30363e-08, 3.76273e-09, 4.10401e-09, 3.46546e-09, 7.15491e-09, 1.75411e-08, 1.08821e-08, 1.17914e-08, 3.49836e-09, 3.50617e-09, 4.20693e-09, 3.45715e-09, 7.11811e-09, 3.45718e-09, 3.17988e-06, 3.45715e-09, 3.45715e-09, 3.7943e-09
0.537796, 0, 4.41137e-06, 8.56697e-09, 1.41421, -4.41137e-06, 8.56697e-09, 8.56737e-09, 8.56895e-09, 8.56816e-09, 3.2473e-08, 9.32958e-09, 1.01813e-08, 8.58772e-09, 1.75519e-08, 4.37155e-08, 2.7097e-08, 1.99845e-08, 8.66983e-09, 8.68931e-09, 9.75043e-09, 8.56697e-09, 1.43208e-08, 8.56704e-09, 4.30298e-06, 8.56697e-09, 8.56697e-09, 9.40838e-09
0.545665, 0, 6.02463e-06, 1.96917e-08, 1.41421, -6.02463e-06, 1.96917e-08, 1.96927e-08, 1.96963e-08, 1.96945e-08, 7.47631e-08, 2.14485e-08, 2.34106e-08, 1.97395e-08, 4.13821e-08, 1.00662e-07, 6.23785e-08, 3.52465e-08, 1.99287e-08, 1.99736e-08, 2.15466e-08, 1.96917e-08, 2.86733e-08, 1.96919e-08, 5.78983e-06, 1.96917e-08, 1.96917e-08, 2.163e-08
0.553534, 0, 8.26071e-06, 4.4011e-08, 1.41421, -8.26071e-06, 4.4011e-08, 4.4013e-08, 4.40212e-08, 4.40171e-08, 1.67312e-07, 4.79443e-08, 5.23372e-08, 4.4118e-08, 9.49039e-08, 2.25298e-07, 1.39584e-07, 6.50866e-08, 4.45415e-08, 4.46419e-08, 4.68975e-08, 4.4011e-08, 5.79086e-08, 4.40113e-08, 7.75391e-06, 4.4011e-08, 4.4011e-08, 4.83507e-08
0.561403, 0, 1.14539e-05, 9.58507e-08, 1.41421, -1.14539e-05, 9.58507e-08, 9.58552e-08, 9.5873e-08, 9.58641e-08, 3.64805e-07, 1.0443e-07, 1.14013e-07, 9.60841e-08, 2.36406e-07, 4.91288e-07, 3.04322e-07, 1.24253e-07, 9.70079e-08, 9.72271e-08, 1.0031e-07, 9.58507e-08, 1.17175e-07, 9.58515e-08, 1.03473e-05, 9.58507e-08, 9.58507e-08, 1.05317e-07
0.569272, 0, 1.61386e-05, 2.03614e-07, 1.41421, -1.61386e-05, 2.03614e-07, 2.03624e-07, 2.03662e-07, 2.03643e-07, 7.75801e-07, 2.21867e-07, 2.42253e-07, 2.04111e-07, 5.43903e-07, 1.04489e-06, 6.47127e-07, 2.41686e-07, 2.06076e-07, 2.06543e-07, 2.10453e-07, 2.03614e-07, 2.36052e-07, 2.03616e-07, 1.3781e-05, 2.03614e-07, 2.03614e-07, 2.23753e-07
0.577142, 0, 2.32717e-05, 4.22094e-07, 1.41421, -2.32717e-05, 4.22094e-07, 4.22114e-07, 4.22192e-07, 4.22153e-07, 1.61001e-06, 4.59989e-07, 5.02311e-07, 4.23125e-07, 1.19849e-06, 2.16866e-06, 1.34287e-06, 4.72857e-07, 4.27205e-07, 4.28173e-07, 4.32506e-07, 4.22094e-07, 4.71004e-07, 4.22097e-07, 1.83577e-05, 4.22094e-07, 4.22094e-07, 4.63904e-07
0.585011, 0, 3.45547e-05, 8.54141e-07, 1.41421, -3.45547e-05, 8.54141e-07, 8.54182e-07, 8.54341e-07, 8.54261e-07, 3.26168e-06, 9.30943e-07, 1.01672e-06, 8.56231e-07, 2.56217e-06, 4.39389e-06, 2.72027e-06, 9.21478e-07, 8.645e-07, 8.66462e-07, 8.69872e-07, 8.54141e-07, 9.27245e-07, 8.54149e-07, 2.45278e-05, 8.54141e-07, 8.54141e-07, 9.38878e-07
