   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_305.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0827537, 0, 1.59377e-19, 0, 1.41421, -1.59377e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46081e-21, 0, 0, 1.34515e-24, 0, 2.61966e-23, 0, 1.57889e-19, 0, 0, 0
0.0906164, 0, 3.57395e-19, 0, 1.41421, -3.57395e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27577e-21, 0, 0, 3.0459e-24, 0, 6.00177e-23, 0, 3.54056e-19, 0, 0, 0
0.098479, 0, 7.90503e-19, 0, 1.41421, -7.90503e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24547e-21, 0, 0, 6.80484e-24, 0, 1.35574e-22, 0, 7.83115e-19, 0, 0, 0
0.106342, 0, 1.72553e-18, 0, 1.41421, -1.72553e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58155e-20, 0, 0, 1.50076e-23, 0, 3.02142e-22, 0, 1.7094e-18, 0, 0, 0
0.114204, 0, 3.71884e-18, 0, 1.41421, -3.71884e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40853e-20, 0, 0, 3.26891e-23, 0, 6.64682e-22, 0, 3.68406e-18, 0, 0, 0
0.122067, 0, 7.91659e-18, 0, 1.41421, -7.91659e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25599e-20, 0, 0, 7.03522e-23, 0, 1.4441e-21, 0, 7.84252e-18, 0, 0, 0
0.12993, 0, 1.66524e-17, 0, 1.41421, -1.66524e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52628e-19, 0, 0, 1.4966e-22, 0, 3.09996e-21, 0, 1.64966e-17, 0, 0, 0
0.137792, 0, 3.46235e-17, 0, 1.41421, -3.46235e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17341e-19, 0, 0, 3.14797e-22, 0, 6.57746e-21, 0, 3.42992e-17, 0, 0, 0
0.145655, 0, 7.11778e-17, 0, 1.41421, -7.11778e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52375e-19, 0, 0, 6.54926e-22, 0, 1.37994e-20, 0, 7.0511e-17, 0, 0, 0
0.153518, 0, 1.44716e-16, 0, 1.41421, -1.44716e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32638e-18, 0, 0, 1.34806e-21, 0, 2.86352e-20, 0, 1.43359e-16, 0, 0, 0
0.16138, 0, 2.91065e-16, 0, 1.41421, -2.91065e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66772e-18, 0, 0, 2.74597e-21, 0, 5.87912e-20, 0, 2.88336e-16, 0, 0, 0
0.169243, 0, 5.79244e-16, 0, 1.41421, -5.79244e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30896e-18, 0, 0, 5.53667e-21, 0, 1.19457e-19, 0, 5.73811e-16, 0, 0, 0
0.177106, 0, 1.14082e-15, 0, 1.41421, -1.14082e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04559e-17, 0, 0, 1.10526e-20, 0, 2.40277e-19, 0, 1.13011e-15, 0, 0, 0
0.184968, 0, 2.22401e-15, 0, 1.41421, -2.22401e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03835e-17, 0, 0, 2.18486e-20, 0, 4.78536e-19, 0, 2.20312e-15, 0, 0, 0
0.192831, 0, 4.29228e-15, 0, 1.41421, -4.29228e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93395e-17, 0, 0, 4.27767e-20, 0, 9.43874e-19, 0, 4.25196e-15, 0, 0, 0
0.200693, 0, 8.2024e-15, 0, 1.41421, -8.2024e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51759e-17, 0, 0, 8.29636e-20, 0, 1.84417e-18, 0, 8.12529e-15, 0, 0, 0
0.208556, 0, 1.55222e-14, 0, 1.41421, -1.55222e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42262e-16, 0, 0, 1.59416e-19, 0, 3.56995e-18, 0, 1.53762e-14, 0, 0, 0
0.216419, 0, 2.90924e-14, 0, 1.41421, -2.90924e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66632e-16, 0, 0, 3.03531e-19, 0, 6.84818e-18, 0, 2.88186e-14, 0, 0, 0
0.224281, 0, 5.40098e-14, 0, 1.41421, -5.40098e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94997e-16, 0, 0, 5.72759e-19, 0, 1.30203e-17, 0, 5.35012e-14, 0, 0, 0
0.232144, 0, 9.93295e-14, 0, 1.41421, -9.93295e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10345e-16, 0, 0, 1.07128e-18, 0, 2.45397e-17, 0, 9.83936e-14, 0, 0, 0
0.240007, 0, 1.80984e-13, 0, 1.41421, -1.80984e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65869e-15, 0, 0, 1.98638e-18, 0, 4.58559e-17, 0, 1.79277e-13, 0, 0, 0
0.247869, 0, 3.26735e-13, 0, 1.41421, -3.26735e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99448e-15, 0, 0, 3.65185e-18, 0, 8.49701e-17, 0, 3.23652e-13, 0, 0, 0
0.255732, 0, 5.8542e-13, 0, 1.41421, -5.8542e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36532e-15, 0, 0, 6.6764e-18, 0, 1.56669e-16, 0, 5.79891e-13, 0, 0, 0
0.263595, 0, 1.03758e-12, 0, 1.41421, -1.03758e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50943e-15, 0, 0, 1.20685e-17, 0, 2.85511e-16, 0, 1.02778e-12, 0, 0, 0
0.271457, 0, 1.8226e-12, 0, 1.41421, -1.8226e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67044e-14, 0, 0, 2.16413e-17, 0, 5.16226e-16, 0, 1.80536e-12, 0, 0, 0
0.27932, 0, 3.17324e-12, 0, 1.41421, -3.17324e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90839e-14, 0, 0, 3.85042e-17, 0, 9.26203e-16, 0, 3.14319e-12, 0, 0, 0
0.287183, 0, 5.47623e-12, 0, 1.41421, -5.47623e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01934e-14, 0, 0, 6.79852e-17, 0, 1.64928e-15, 0, 5.42432e-12, 0, 0, 0
0.295045, 0, 9.36817e-12, 0, 1.41421, -9.36817e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58702e-14, 0, 0, 1.19153e-16, 0, 2.91532e-15, 0, 9.27927e-12, 0, 0, 0
0.302908, 0, 1.58871e-11, 0, 1.41421, -1.58871e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45635e-13, 0, 0, 2.07346e-16, 0, 5.11645e-15, 0, 1.57362e-11, 0, 0, 0
0.310771, 0, 2.67103e-11, 0, 1.41421, -2.67103e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44874e-13, 0, 0, 3.58351e-16, 0, 8.91735e-15, 0, 2.64561e-11, 0, 0, 0
0.318633, 0, 4.4522e-11, 0, 1.41421, -4.4522e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08222e-13, 0, 0, 6.15301e-16, 0, 1.5438e-14, 0, 4.40977e-11, 0, 0, 0
0.326496, 0, 7.35794e-11, 2.38221e-43, 1.41421, -7.35794e-11, 2.38221e-43, 0, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 6.74769e-13, 2.38221e-43, 2.38221e-43, 1.05001e-15, 2.38221e-43, 2.65551e-14, 2.38221e-43, 7.2877e-11, 2.38221e-43, 2.38221e-43, 2.38221e-43
0.334359, 0, 1.20572e-10, 4.08759e-42, 1.41421, -1.20572e-10, 4.08759e-42, 0, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 4.08759e-42, 1.10597e-12, 4.08759e-42, 4.08759e-42, 1.78159e-15, 4.08759e-42, 4.5398e-14, 4.08759e-42, 1.19419e-10, 4.08759e-42, 4.08759e-42, 4.08759e-42
0.342221, 0, 1.95913e-10, 5.79213e-41, 1.41421, -1.95913e-10, 5.79213e-41, 0, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 5.79213e-41, 1.79759e-12, 5.79213e-41, 5.79213e-41, 3.00697e-15, 5.79213e-41, 7.71614e-14, 5.79213e-41, 1.94035e-10, 5.79213e-41, 5.79213e-41, 5.79213e-41
0.350084, 0, 3.15668e-10, 7.27862e-40, 1.41421, -3.15668e-10, 7.27862e-40, 0, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 7.27862e-40, 2.89747e-12, 7.27862e-40, 7.27862e-40, 5.05097e-15, 7.27862e-40, 1.30435e-13, 7.27862e-40, 3.12635e-10, 7.27862e-40, 7.27862e-40, 7.27862e-40
0.357946, 0, 5.04392e-10, 8.18784e-39, 1.41421, -5.04392e-10, 8.18784e-39, 0, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 8.18784e-39, 4.63193e-12, 8.18784e-39, 8.18784e-39, 8.44856e-15, 8.18784e-39, 2.1938e-13, 8.18784e-39, 4.99532e-10, 8.18784e-39, 8.18784e-39, 8.18784e-39
0.365809, 0, 7.99282e-10, 8.33152e-38, 1.41421, -7.99282e-10, 8.33152e-38, 0, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 8.33152e-38, 7.34428e-12, 8.33152e-38, 8.33152e-38, 1.408e-14, 8.33152e-38, 3.67281e-13, 8.33152e-38, 7.91557e-10, 8.33152e-38, 8.33152e-38, 8.33152e-38
0.373672, 0, 1.25616e-09, 7.71024e-37, 1.41421, -1.25616e-09, 7.71024e-37, 0, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 7.71024e-37, 1.15508e-11, 7.71024e-37, 7.71024e-37, 2.33931e-14, 7.71024e-37, 6.12353e-13, 7.71024e-37, 1.24398e-09, 7.71024e-37, 7.71024e-37, 7.71024e-37
0.381534, 0, 1.95807e-09, 6.52806e-36, 1.41421, -1.95807e-09, 6.52806e-36, 0, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 6.52806e-36, 1.80212e-11, 6.52806e-36, 6.52806e-36, 3.877e-14, 6.52806e-36, 1.01725e-12, 6.52806e-36, 1.93899e-09, 6.52806e-36, 6.52806e-36, 6.52806e-36
0.389397, 0, 3.02742e-09, 5.07754e-35, 1.41421, -3.02742e-09, 5.07754e-35, 0, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 5.07754e-35, 2.78936e-11, 5.07754e-35, 5.07754e-35, 6.41324e-14, 5.07754e-35, 1.6846e-12, 5.07754e-35, 2.99778e-09, 5.07754e-35, 5.07754e-35, 5.07754e-35
0.39726, 0, 4.64304e-09, 3.64408e-34, 1.41421, -4.64304e-09, 3.64408e-34, 0, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 3.64408e-34, 4.28366e-11, 3.64408e-34, 3.64408e-34, 1.05939e-13, 3.64408e-34, 2.78254e-12, 3.64408e-34, 4.59732e-09, 3.64408e-34, 3.64408e-34, 3.64408e-34
0.405122, 0, 7.06387e-09, 2.50588e-33, 1.41421, -7.06387e-09, 2.50588e-33, 0, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 2.50588e-33, 6.52761e-11, 2.50588e-33, 2.50588e-33, 1.74835e-13, 2.50588e-33, 4.58649e-12, 2.50588e-33, 6.99384e-09, 2.50588e-33, 2.50588e-33, 2.50588e-33
0.412985, 0, 1.06616e-08, 1.44616e-32, 1.41421, -1.06616e-08, 1.44616e-32, 0, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 1.44616e-32, 9.87122e-11, 1.44616e-32, 1.44616e-32, 2.88363e-13, 1.44616e-32, 7.54774e-12, 1.44616e-32, 1.0555e-08, 1.44616e-32, 1.44616e-32, 1.44616e-32
0.420848, 0, 1.59648e-08, 8.45834e-32, 1.41421, -1.59648e-08, 8.45834e-32, 0, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 8.45834e-32, 1.48154e-10, 8.45834e-32, 8.45834e-32, 4.7543e-13, 8.45834e-32, 1.24059e-11, 8.45834e-32, 1.58038e-08, 8.45834e-32, 8.45834e-32, 8.45834e-32
0.42871, 0, 2.37194e-08, 4.42205e-31, 1.41421, -2.37194e-08, 4.42205e-31, 0, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 4.42205e-31, 2.20719e-10, 4.42205e-31, 4.42205e-31, 7.83617e-13, 4.42205e-31, 2.03728e-11, 4.42205e-31, 2.34776e-08, 4.42205e-31, 4.42205e-31, 4.42205e-31
0.436573, 0, 3.49679e-08, 2.268e-30, 1.41421, -3.49679e-08, 2.268e-30, 0, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 2.268e-30, 3.26438e-10, 2.268e-30, 2.268e-30, 1.2911e-12, 2.268e-30, 3.34329e-11, 2.268e-30, 3.46068e-08, 2.268e-30, 2.268e-30, 2.268e-30
0.444436, 0, 5.11558e-08, 1.113e-29, 1.41421, -5.11558e-08, 1.113e-29, 0, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 1.113e-29, 4.79357e-10, 1.113e-29, 1.113e-29, 2.12603e-12, 1.113e-29, 5.48308e-11, 1.113e-29, 5.06194e-08, 1.113e-29, 1.113e-29, 1.113e-29
0.452298, 0, 7.42699e-08, 5.19735e-29, 1.41421, -7.42699e-08, 5.19735e-29, 0, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 5.19735e-29, 6.98999e-10, 5.19735e-29, 5.19735e-29, 3.4977e-12, 5.19735e-29, 8.98611e-11, 5.19735e-29, 7.34776e-08, 5.19735e-29, 5.19735e-29, 5.19735e-29
0.460161, 0, 1.07019e-07, 2.35016e-28, 1.41421, -1.07019e-07, 2.35016e-28, 0, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 2.35016e-28, 1.01232e-09, 2.35016e-28, 2.35016e-28, 5.74656e-12, 2.35016e-28, 1.47136e-10, 2.35016e-28, 1.05854e-07, 2.35016e-28, 2.35016e-28, 2.35016e-28
0.468024, 0, 1.53066e-07, 1.0185e-27, 1.41421, -1.53066e-07, 1.0185e-27, 0, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.0185e-27, 1.4563e-09, 1.0185e-27, 1.0185e-27, 9.4236e-12, 1.0185e-27, 2.40604e-10, 1.0185e-27, 1.51359e-07, 1.0185e-27, 1.0185e-27, 1.0185e-27
0.475886, 0, 2.1732e-07, 4.21379e-27, 1.41421, -2.1732e-07, 4.21379e-27, 0, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 4.21379e-27, 2.08134e-09, 4.21379e-27, 4.21379e-27, 1.54156e-11, 4.21379e-27, 3.92749e-10, 4.21379e-27, 2.14831e-07, 4.21379e-27, 4.21379e-27, 4.21379e-27
0.483749, 0, 3.06316e-07, 1.66517e-26, 1.41421, -3.06316e-07, 1.66517e-26, 0, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 1.66517e-26, 2.95568e-09, 1.66517e-26, 1.66517e-26, 2.51407e-11, 1.66517e-26, 6.3958e-10, 1.66517e-26, 3.02696e-07, 1.66517e-26, 1.66517e-26, 1.66517e-26
0.491612, 0, 4.28678e-07, 6.29221e-26, 1.41421, -4.28678e-07, 6.29221e-26, 0, 6.29221e-26, 6.29221e-26, 6.29221e-26, 6.29221e-26, 6.29221e-26, 6.29221e-26, 6.29221e-26, 1.32725e-12, 6.29221e-26, 6.29221e-26, 6.29221e-26, 4.17122e-09, 6.29221e-26, 6.29221e-26, 4.08514e-11, 6.29221e-26, 1.03837e-09, 6.29221e-26, 4.23426e-07, 6.29221e-26, 6.29221e-26, 6.29221e-26
0.499474, 0, 5.95694e-07, 2.27735e-25, 1.41421, -5.95694e-07, 2.27735e-25, 0, 2.27735e-25, 2.27735e-25, 2.27735e-25, 2.27735e-25, 2.27735e-25, 2.27735e-25, 2.27735e-25, 4.60228e-12, 2.27735e-25, 2.27735e-25, 2.27735e-25, 5.85085e-09, 2.27735e-25, 2.27735e-25, 6.60986e-11, 2.27735e-25, 1.6795e-09, 2.27735e-25, 5.88093e-07, 2.27735e-25, 2.27735e-25, 2.27735e-25
0.507337, 0, 8.24616e-07, 7.97878e-25, 1.41421, -8.24616e-07, 1.09771e-11, 0, 3.22353e-14, 4.47576e-14, 1.50731e-13, 8.89209e-10, 2.39442e-11, 1.50448e-12, 3.19989e-11, 7.34435e-11, 2.73924e-10, 1.13116e-11, 1.12994e-09, 8.15824e-09, 2.4288e-12, 4.23513e-12, 1.06439e-10, 7.97878e-25, 2.7043e-09, 2.3368e-15, 8.1118e-07, 7.97878e-25, 7.97878e-25, 1.42816e-11
0.515199, 0, 1.13599e-06, 4.56693e-10, 1.41421, -1.13599e-06, 4.94581e-10, 4.56693e-10, 4.56804e-10, 4.56848e-10, 4.57213e-10, 3.52583e-09, 5.39337e-10, 4.61886e-10, 5.67138e-10, 6.97858e-10, 1.40215e-09, 4.95736e-10, 4.35673e-09, 1.17661e-08, 4.65076e-10, 4.71311e-10, 6.272e-10, 4.56693e-10, 4.7885e-09, 4.56701e-10, 1.11167e-06, 4.56693e-10, 4.56693e-10, 5.05987e-10
0.523062, 0, 1.5592e-06, 1.58299e-09, 1.41421, -1.5592e-06, 1.68479e-09, 1.58299e-09, 1.58329e-09, 1.58341e-09, 1.58439e-09, 9.82974e-09, 1.80505e-09, 1.59694e-09, 1.87976e-09, 2.22037e-09, 4.12343e-09, 1.6879e-09, 1.20624e-08, 1.71713e-08, 1.60552e-09, 1.62227e-09, 1.85458e-09, 1.58299e-09, 8.48082e-09, 1.58301e-09, 1.5136e-06, 1.58299e-09, 1.58299e-09, 1.71544e-09
0.530925, 0, 2.13718e-06, 4.26474e-09, 1.41421, -2.13718e-06, 4.51417e-09, 4.26474e-09, 4.26547e-09, 4.26575e-09, 4.26816e-09, 2.44704e-08, 4.80882e-09, 4.29892e-09, 4.99185e-09, 5.81272e-09, 1.04892e-08, 4.52177e-09, 2.99406e-08, 2.56302e-08, 4.31993e-09, 4.36097e-09, 4.6947e-09, 4.26474e-09, 1.51766e-08, 4.26479e-09, 2.04853e-06, 4.26474e-09, 4.26474e-09, 4.58926e-09
0.538787, 0, 2.93604e-06, 1.06802e-08, 1.41421, -2.93604e-06, 1.12668e-08, 1.06802e-08, 1.0682e-08, 1.06826e-08, 1.06883e-08, 5.81933e-08, 1.19596e-08, 1.07606e-08, 1.239e-08, 1.42949e-08, 2.53168e-08, 1.12846e-08, 7.10564e-08, 3.98024e-08, 1.081e-08, 1.09065e-08, 1.13566e-08, 1.06802e-08, 2.78193e-08, 1.06804e-08, 2.75757e-06, 1.06802e-08, 1.06802e-08, 1.14433e-08
0.54665, 0, 4.05614e-06, 2.46293e-08, 1.41421, -4.05614e-06, 2.5944e-08, 2.46293e-08, 2.46331e-08, 2.46346e-08, 2.46473e-08, 1.31133e-07, 2.74972e-08, 2.48095e-08, 2.84619e-08, 3.29517e-08, 5.74381e-08, 2.59841e-08, 1.59966e-07, 6.41072e-08, 2.49202e-08, 2.51365e-08, 2.5686e-08, 2.46293e-08, 5.13673e-08, 2.46296e-08, 3.69381e-06, 2.46293e-08, 2.46293e-08, 2.63398e-08
0.554513, 0, 5.67152e-06, 5.5191e-08, 1.41421, -5.67152e-06, 5.80622e-08, 5.5191e-08, 5.51995e-08, 5.52027e-08, 5.52304e-08, 2.87778e-07, 6.1454e-08, 5.55845e-08, 6.35608e-08, 7.38861e-08, 1.2684e-07, 5.81498e-08, 3.50746e-07, 1.08419e-07, 5.58263e-08, 5.62988e-08, 5.68305e-08, 5.5191e-08, 9.6545e-08, 5.51916e-08, 4.93042e-06, 5.5191e-08, 5.5191e-08, 5.89266e-08
0.562375, 0, 8.08623e-06, 1.20481e-07, 1.41421, -8.08623e-06, 1.26597e-07, 1.20481e-07, 1.20499e-07, 1.20506e-07, 1.20565e-07, 6.15871e-07, 1.33821e-07, 1.2132e-07, 1.38308e-07, 1.6688e-07, 2.73088e-07, 1.26783e-07, 7.49987e-07, 1.91864e-07, 1.21835e-07, 1.22841e-07, 1.23007e-07, 1.20481e-07, 1.83909e-07, 1.20483e-07, 6.56878e-06, 1.20481e-07, 1.20481e-07, 1.28438e-07
