   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.4138, 0.997522, 0.600422, 0.60042, 1.73134, 0.3971, 0, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.60042, 0.600422, 0.60042, 0.60042, 0.60042, 0.60042
15.4217, 0.997522, 0.597167, 0.597165, 1.73134, 0.400355, 0, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597165, 0.597167, 0.597165, 0.597165, 0.597165, 0.597165
15.4296, 0.241264, 0.593921, 0.593919, 1.49709, -0.352657, 0, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.593919, 0.59392, 0.593919, 0.593919, 0.593919, 0.593919
15.4374, 1, 0.593813, 0.593811, 1.73205, 0.406187, 0, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593811, 0.593812, 0.593811, 0.593811, 0.593811, 0.593811
15.4453, 1, 0.592352, 0.59235, 1.73205, 0.407648, 0, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.59235, 0.592352, 0.59235, 0.59235, 0.59235, 0.59235
15.4532, 0.749195, 0.589711, 0.589709, 1.65807, 0.159483, 0, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589709, 0.589711, 0.589709, 0.589709, 0.589709, 0.589709
15.461, 0.997522, 0.586487, 0.586485, 1.73134, 0.411034, 0, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586485, 0.586487, 0.586485, 0.586486, 0.586485, 0.586485
15.4689, 0.253284, 0.583272, 0.58327, 1.50109, -0.329988, 0, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.58327, 0.583272, 0.58327, 0.58327, 0.58327, 0.58327
15.4768, 0.742007, 0.583105, 0.583102, 1.6559, 0.158903, 0, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583102, 0.583104, 0.583102, 0.583103, 0.583102, 0.583102
15.4846, 1.99752, 0.581613, 0.58161, 1.99938, 1.41591, 0, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.58161, 0.581612, 0.58161, 0.581611, 0.58161, 0.58161
15.4925, 0.99743, 0.578963, 0.57896, 1.73131, 0.418467, 0, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.57896, 0.578962, 0.57896, 0.578961, 0.57896, 0.57896
15.5004, 2.26304, 0.57574, 0.575737, 2.06471, 1.6873, 0, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575737, 0.575739, 0.575737, 0.575739, 0.575737, 0.575737
15.5082, 0, 0.572527, 0.572523, 1.41421, -0.572527, 0, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572523, 0.572525, 0.572523, 0.572525, 0.572523, 0.572523
15.5161, 1.45948, 0.572342, 0.572338, 1.85997, 0.887137, 0, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.572338, 0.57234, 0.572338, 0.572341, 0.572338, 0.572338
15.524, 0.54052, 0.570861, 0.570857, 1.5939, -0.030341, 0, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570857, 0.570858, 0.570857, 0.57086, 0.570857, 0.570857
15.5318, 1.45006, 0.568241, 0.568236, 1.85743, 0.881821, 0, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568236, 0.568237, 0.568236, 0.568239, 0.568236, 0.568236
15.5397, 2.54994, 0.565058, 0.565051, 2.13306, 1.98488, 0, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565051, 0.565053, 0.565051, 0.565056, 0.565051, 0.565051
15.5476, 1, 0.561884, 0.561876, 1.73205, 0.438116, 0, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561876, 0.561878, 0.561876, 0.561883, 0.561876, 0.561876
15.5554, 0.71772, 0.561587, 0.561578, 1.64855, 0.156133, 0, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561578, 0.561579, 0.561578, 0.561585, 0.561578, 0.561578
15.5633, 0.28228, 0.560044, 0.560032, 1.51072, -0.277764, 0, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560032, 0.560034, 0.560032, 0.560042, 0.560032, 0.560032
15.5712, 1.71301, 0.557405, 0.557391, 1.92692, 1.15561, 0, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557391, 0.557393, 0.557391, 0.557403, 0.557391, 0.557391
15.579, 0.286989, 0.554225, 0.554209, 1.51228, -0.267236, 0, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554209, 0.554211, 0.554209, 0.554223, 0.554209, 0.554209
15.5869, 0.708178, 0.551055, 0.551036, 1.64565, 0.157124, 0, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551036, 0.551038, 0.551036, 0.551053, 0.551036, 0.551036
15.5948, 2.99765, 0.550503, 0.55048, 2.23554, 2.44714, 0, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.55048, 0.550482, 0.55048, 0.550501, 0.55048, 0.55048
15.6026, 0.294176, 0.548912, 0.548885, 1.51465, -0.254736, 0, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548885, 0.548887, 0.548885, 0.54891, 0.548885, 0.548885
15.6105, 0, 0.546367, 0.546335, 1.41421, -0.546367, 0, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546335, 0.546337, 0.546335, 0.546365, 0.546335, 0.546335
15.6184, 1, 0.543352, 0.543314, 1.73205, 0.456648, 0, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543314, 0.543315, 0.543314, 0.54335, 0.543314, 0.543314
15.6262, 2, 0.540346, 0.540301, 2, 1.45965, 0, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540301, 0.540303, 0.540301, 0.540344, 0.540301, 0.540301
15.6341, 0, 0.538708, 0.538655, 1.41421, -0.538708, 0, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538655, 0.538657, 0.538655, 0.538706, 0.538655, 0.538655
15.642, 0.69124, 0.536687, 0.536625, 1.6405, 0.154554, 0, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536625, 0.536626, 0.536625, 0.536685, 0.536625, 0.536625
15.6498, 0.997483, 0.53435, 0.534277, 1.73132, 0.463134, 0, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534277, 0.534279, 0.534277, 0.534348, 0.534277, 0.534277
15.6577, 1.31128, 0.531604, 0.531519, 1.81969, 0.779672, 0, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531519, 0.531521, 0.531519, 0.531602, 0.531519, 0.531519
15.6656, 1, 0.528533, 0.528434, 1.73205, 0.471467, 0, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528434, 0.528436, 0.528434, 0.528531, 0.528434, 0.528434
15.6734, 1, 0.525242, 0.525129, 1.73205, 0.474758, 0, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.525129, 0.52513, 0.525129, 0.525241, 0.525129, 0.525129
15.6813, 1, 0.521818, 0.521687, 1.73205, 0.478182, 0, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521687, 0.521689, 0.521687, 0.521816, 0.521687, 0.521687
15.6892, 1, 0.518334, 0.518184, 1.73205, 0.481666, 0, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518184, 0.518186, 0.518184, 0.518332, 0.518184, 0.518184
15.697, 1, 0.514864, 0.514693, 1.73205, 0.485136, 0, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514695, 0.514693, 0.514863, 0.514693, 0.514693
15.7049, 0.672036, 0.511749, 0.511554, 1.63464, 0.160286, 0, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511554, 0.511556, 0.511554, 0.511747, 0.511554, 0.511554
15.7128, 1.32796, 0.508041, 0.507819, 1.82427, 0.819924, 0, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507819, 0.507821, 0.507819, 0.508039, 0.507819, 0.507819
15.7206, 0.667038, 0.503825, 0.503575, 1.63311, 0.163213, 0, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503575, 0.503577, 0.503575, 0.503823, 0.503575, 0.503575
15.7285, 0.332962, 0.49937, 0.499089, 1.5274, -0.166408, 0, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499089, 0.499091, 0.499089, 0.499368, 0.499089, 0.499089
15.7364, 0, 0.494937, 0.494622, 1.41421, -0.494937, 0, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494622, 0.494624, 0.494622, 0.494935, 0.494622, 0.494622
15.7442, 0.659851, 0.49243, 0.492079, 1.63091, 0.167421, 0, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492079, 0.492081, 0.492079, 0.492429, 0.492079, 0.492079
15.7521, 1.99769, 0.488972, 0.488582, 1.99942, 1.50872, 0, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488582, 0.488583, 0.488582, 0.48897, 0.488582, 0.488582
15.76, 0.342461, 0.484719, 0.484287, 1.53051, -0.142258, 0, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484287, 0.484288, 0.484287, 0.484717, 0.484287, 0.484287
15.7678, 1, 0.480084, 0.479607, 1.73205, 0.519916, 0, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479607, 0.479609, 0.479607, 0.480082, 0.479607, 0.479607
15.7757, 0, 0.475475, 0.474951, 1.41421, -0.475475, 0, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474951, 0.474953, 0.474951, 0.475473, 0.474951, 0.474951
15.7836, 1, 0.473412, 0.472838, 1.73205, 0.526588, 0, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.472838, 0.47284, 0.472838, 0.47341, 0.472838, 0.472838
15.7914, 0, 0.470141, 0.469515, 1.41421, -0.470141, 0, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469515, 0.469517, 0.469515, 0.47014, 0.469515, 0.469515
15.7993, 1.28625, 0.465833, 0.465152, 1.8128, 0.820412, 0, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465152, 0.465154, 0.465152, 0.465831, 0.465152, 0.465152
15.8072, 0.713755, 0.461024, 0.460286, 1.64735, 0.25273, 0, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460286, 0.460288, 0.460286, 0.461022, 0.460286, 0.460286
15.815, 0, 0.456243, 0.455446, 1.41421, -0.456243, 0, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455446, 0.455447, 0.455446, 0.456241, 0.455446, 0.455446
15.8229, 1.63581, 0.454497, 0.453639, 1.90678, 1.18131, 0, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453639, 0.453641, 0.453639, 0.454496, 0.453639, 0.453639
15.8308, 3.26419, 0.451402, 0.450481, 2.29438, 2.81279, 0, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450481, 0.450482, 0.450481, 0.4514, 0.450481, 0.450481
15.8386, 2.1, 0.447127, 0.446142, 2.02485, 1.65287, 0, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446142, 0.446144, 0.446142, 0.447126, 0.446142, 0.446142
15.8465, 2.62862, 0.442283, 0.441232, 2.15142, 2.18634, 0, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441232, 0.441234, 0.441232, 0.442281, 0.441232, 0.441232
15.8544, 0.371375, 0.437467, 0.436349, 1.53993, -0.0660912, 0, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436349, 0.436351, 0.436349, 0.437465, 0.436349, 0.436349
15.8622, 0.623715, 0.435943, 0.434758, 1.61979, 0.187772, 0, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.434758, 0.43476, 0.434758, 0.435941, 0.434758, 0.434758
15.8701, 2.37629, 0.432968, 0.431716, 2.09196, 1.94332, 0, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431716, 0.431718, 0.431716, 0.432966, 0.431716, 0.431716
15.878, 0.618835, 0.428717, 0.427397, 1.61828, 0.190118, 0, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427397, 0.427398, 0.427397, 0.428715, 0.427397, 0.427397
15.8858, 0.381165, 0.423847, 0.422459, 1.5431, -0.0426821, 0, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422459, 0.422461, 0.422459, 0.423845, 0.422459, 0.422459
15.8937, 0, 0.419005, 0.41755, 1.41421, -0.419005, 0, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.41755, 0.417552, 0.41755, 0.419004, 0.41755, 0.41755
15.9016, 0, 0.417707, 0.416185, 1.41421, -0.417707, 0, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416185, 0.416187, 0.416185, 0.417705, 0.416185, 0.416185
15.9094, 3.21884, 0.414866, 0.413277, 2.28448, 2.80397, 0, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413277, 0.413279, 0.413277, 0.414864, 0.413277, 0.413277
15.9173, 0.781165, 0.410658, 0.409004, 1.66768, 0.370507, 0, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409004, 0.409006, 0.409004, 0.410656, 0.409004, 0.409004
15.9252, 0.604386, 0.405787, 0.404069, 1.61381, 0.198599, 0, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404069, 0.404071, 0.404069, 0.405785, 0.404069, 0.404069
15.933, 1.59983, 0.400946, 0.399165, 1.89732, 1.19888, 0, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399165, 0.399167, 0.399165, 0.400944, 0.399165, 0.399165
15.9409, 1.39542, 0.399877, 0.398035, 1.84267, 0.995538, 0, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398035, 0.398037, 0.398035, 0.399875, 0.398035, 0.398035
15.9488, 0.400372, 0.397168, 0.395266, 1.54931, 0.00320384, 0, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395266, 0.395268, 0.395266, 0.397166, 0.395266, 0.395266
15.9566, 0.594919, 0.392997, 0.391037, 1.61088, 0.201923, 0, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391037, 0.391038, 0.391037, 0.392995, 0.391037, 0.391037
15.9645, 0.405081, 0.388116, 0.386099, 1.55083, 0.0169647, 0, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386099, 0.386101, 0.386099, 0.388114, 0.386099, 0.386099
15.9724, 0, 0.383265, 0.381194, 1.41421, -0.383265, 0, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381194, 0.381196, 0.381194, 0.383263, 0.381194, 0.381194
15.9802, 0, 0.382563, 0.380439, 1.41421, -0.382563, 0, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380439, 0.380441, 0.380439, 0.382561, 0.380439, 0.380439
15.9881, 1, 0.380031, 0.377855, 1.73205, 0.619969, 0, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377855, 0.377857, 0.377855, 0.380029, 0.377855, 0.377855
15.996, 1, 0.375859, 0.373633, 1.73205, 0.624141, 0, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373633, 0.373635, 0.373633, 0.375857, 0.373633, 0.373633
16.0038, 0, 0.370891, 0.368618, 1.41421, -0.370891, 0, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.368618, 0.36862, 0.368618, 0.37089, 0.368618, 0.368618
16.0117, 0, 0.365956, 0.363636, 1.41421, -0.365956, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363638, 0.363636, 0.365955, 0.363636, 0.363636
16.0196, 1.15093, 0.366715, 0.36435, 1.77509, 0.784214, 0, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.36435, 0.364352, 0.36435, 0.366714, 0.36435, 0.36435
16.0274, 0.849071, 0.365575, 0.363167, 1.68792, 0.483495, 0, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363167, 0.363169, 0.363167, 0.365574, 0.363167, 0.363167
16.0353, 0, 0.362704, 0.360253, 1.41421, -0.362704, 0, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360253, 0.360255, 0.360253, 0.362703, 0.360253, 0.360253
16.0432, 0, 0.358983, 0.356491, 1.41421, -0.358983, 0, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356491, 0.356493, 0.356491, 0.358981, 0.356491, 0.356491
