   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_27.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0476613, 0, 7.21263e-19, 0, 1.41421, -7.21263e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67402e-21, 0, 0, 1.39491e-23, 1.54983e-22, 0, 7.1442e-19, 0, 0, 0
0.0555575, 0, 1.4898e-18, 0, 1.41421, -1.4898e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37854e-20, 0, 0, 2.93229e-23, 3.25363e-22, 0, 1.47566e-18, 0, 0, 0
0.0634537, 0, 3.0432e-18, 0, 1.41421, -3.0432e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81592e-20, 0, 0, 6.09621e-23, 6.75512e-22, 0, 3.0143e-18, 0, 0, 0
0.07135, 0, 6.14972e-18, 0, 1.41421, -6.14972e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69042e-20, 0, 0, 1.25391e-22, 1.38759e-21, 0, 6.0913e-18, 0, 0, 0
0.0792462, 0, 1.22981e-17, 0, 1.41421, -1.22981e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13796e-19, 0, 0, 2.55255e-22, 2.82104e-21, 0, 1.21813e-17, 0, 0, 0
0.0871424, 0, 2.43447e-17, 0, 1.41421, -2.43447e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25263e-19, 0, 0, 5.14415e-22, 5.67842e-21, 0, 2.41133e-17, 0, 0, 0
0.0950386, 0, 4.77163e-17, 0, 1.41421, -4.77163e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4152e-19, 0, 0, 1.02662e-21, 1.13201e-20, 0, 4.72625e-17, 0, 0, 0
0.102935, 0, 9.26257e-17, 0, 1.41421, -9.26257e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.57063e-19, 0, 0, 2.02944e-21, 2.23568e-20, 0, 9.17443e-17, 0, 0, 0
0.110831, 0, 1.78112e-16, 0, 1.41421, -1.78112e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64805e-18, 0, 0, 3.97477e-21, 4.37537e-20, 0, 1.76416e-16, 0, 0, 0
0.118727, 0, 3.39342e-16, 0, 1.41421, -3.39342e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13989e-18, 0, 0, 7.71467e-21, 8.48746e-20, 0, 3.3611e-16, 0, 0, 0
0.126623, 0, 6.40691e-16, 0, 1.41421, -6.40691e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9282e-18, 0, 0, 1.48414e-20, 1.63229e-19, 0, 6.34584e-16, 0, 0, 0
0.13452, 0, 1.19894e-15, 0, 1.41421, -1.19894e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10935e-17, 0, 0, 2.83054e-20, 3.11291e-19, 0, 1.18751e-15, 0, 0, 0
0.142416, 0, 2.2241e-15, 0, 1.41421, -2.2241e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05789e-17, 0, 0, 5.35265e-20, 5.88807e-19, 0, 2.20288e-15, 0, 0, 0
0.150312, 0, 4.0905e-15, 0, 1.41421, -4.0905e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78479e-17, 0, 0, 1.00379e-19, 1.10483e-18, 0, 4.05144e-15, 0, 0, 0
0.158208, 0, 7.45971e-15, 0, 1.41421, -7.45971e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90216e-17, 0, 0, 1.86703e-19, 2.05688e-18, 0, 7.38845e-15, 0, 0, 0
0.166105, 0, 1.34909e-14, 0, 1.41421, -1.34909e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24825e-16, 0, 0, 3.4447e-19, 3.80002e-18, 0, 1.3362e-14, 0, 0, 0
0.174001, 0, 2.41982e-14, 0, 1.41421, -2.41982e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23892e-16, 0, 0, 6.30518e-19, 6.96771e-18, 0, 2.39667e-14, 0, 0, 0
0.181897, 0, 4.30516e-14, 0, 1.41421, -4.30516e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98328e-16, 0, 0, 1.14513e-18, 1.2682e-17, 0, 4.26394e-14, 0, 0, 0
0.189793, 0, 7.59798e-14, 0, 1.41421, -7.59798e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02986e-16, 0, 0, 2.06385e-18, 2.29156e-17, 0, 7.52519e-14, 0, 0, 0
0.197689, 0, 1.33029e-13, 0, 1.41421, -1.33029e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23081e-15, 0, 0, 3.69155e-18, 4.11134e-17, 0, 1.31754e-13, 0, 0, 0
0.205586, 0, 2.31083e-13, 0, 1.41421, -2.31083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13801e-15, 0, 0, 6.55392e-18, 7.32474e-17, 0, 2.28865e-13, 0, 0, 0
0.213482, 0, 3.98282e-13, 0, 1.41421, -3.98282e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68496e-15, 0, 0, 1.15506e-17, 1.29602e-16, 0, 3.94456e-13, 0, 0, 0
0.221378, 0, 6.81153e-13, 0, 1.41421, -6.81153e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30211e-15, 0, 0, 2.02103e-17, 2.27764e-16, 0, 6.74603e-13, 0, 0, 0
0.229274, 0, 1.15599e-12, 0, 1.41421, -1.15599e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06954e-14, 0, 0, 3.51125e-17, 3.9766e-16, 0, 1.14487e-12, 0, 0, 0
0.237171, 0, 1.94692e-12, 0, 1.41421, -1.94692e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80134e-14, 0, 0, 6.05803e-17, 6.89793e-16, 0, 1.92816e-12, 0, 0, 0
0.245067, 0, 3.2542e-12, 0, 1.41421, -3.2542e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01092e-14, 0, 0, 1.03812e-16, 1.18894e-15, 0, 3.2228e-12, 0, 0, 0
0.252963, 0, 5.39841e-12, 0, 1.41421, -5.39841e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99497e-14, 0, 0, 1.76719e-16, 2.03658e-15, 0, 5.34624e-12, 0, 0, 0
0.260859, 0, 8.88858e-12, 0, 1.41421, -8.88858e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22466e-14, 0, 0, 2.98898e-16, 3.46736e-15, 0, 8.80256e-12, 0, 0, 0
0.268755, 0, 1.45266e-11, 0, 1.41421, -1.45266e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34424e-13, 0, 0, 5.02417e-16, 5.86851e-15, 0, 1.43858e-11, 0, 0, 0
0.276652, 0, 2.35766e-11, 0, 1.41421, -2.35766e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1819e-13, 0, 0, 8.41044e-16, 9.89522e-15, 0, 2.33476e-11, 0, 0, 0
0.284548, 0, 3.79635e-11, 0, 1.41421, -3.79635e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51374e-13, 0, 0, 1.3972e-15, 1.65581e-14, 0, 3.75942e-11, 0, 0, 0
0.292444, 0, 6.06842e-11, 0, 1.41421, -6.06842e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6175e-13, 0, 0, 2.30858e-15, 2.75597e-14, 0, 6.00926e-11, 0, 0, 0
0.30034, 0, 9.62995e-11, 1.05097e-43, 1.41421, -9.62995e-11, 0, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 1.05097e-43, 8.91607e-13, 1.05097e-43, 1.05097e-43, 3.79505e-15, 4.56371e-14, 1.05097e-43, 9.53585e-11, 1.05097e-43, 1.05097e-43, 1.05097e-43
0.308237, 0, 1.51714e-10, 1.81328e-42, 1.41421, -1.51714e-10, 0, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.81328e-42, 1.40501e-12, 1.81328e-42, 1.81328e-42, 6.20908e-15, 7.52041e-14, 1.81328e-42, 1.50228e-10, 1.81328e-42, 1.81328e-42, 1.81328e-42
0.316133, 0, 2.37301e-10, 2.6301e-41, 1.41421, -2.37301e-10, 0, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.6301e-41, 2.1983e-12, 2.6301e-41, 2.6301e-41, 1.01146e-14, 1.23356e-13, 2.6301e-41, 2.34969e-10, 2.6301e-41, 2.6301e-41, 2.6301e-41
0.324029, 0, 3.68519e-10, 3.37413e-40, 1.41421, -3.68519e-10, 0, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.37413e-40, 3.41517e-12, 3.37413e-40, 3.37413e-40, 1.64119e-14, 2.01463e-13, 3.37413e-40, 3.64886e-10, 3.37413e-40, 3.37413e-40, 3.37413e-40
0.331925, 0, 5.68229e-10, 3.87976e-39, 1.41421, -5.68229e-10, 0, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 3.87976e-39, 5.26842e-12, 3.87976e-39, 3.87976e-39, 2.65375e-14, 3.27702e-13, 3.87976e-39, 5.62606e-10, 3.87976e-39, 3.87976e-39, 3.87976e-39
0.339821, 0, 8.69974e-10, 4.02601e-38, 1.41421, -8.69974e-10, 0, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 4.02601e-38, 8.07079e-12, 4.02601e-38, 4.02601e-38, 4.27812e-14, 5.31063e-13, 4.02601e-38, 8.61329e-10, 4.02601e-38, 4.02601e-38, 4.02601e-38
0.347718, 0, 1.32259e-09, 3.79129e-37, 1.41421, -1.32259e-09, 0, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 3.79129e-37, 1.22784e-11, 3.79129e-37, 3.79129e-37, 6.8793e-14, 8.57707e-13, 3.79129e-37, 1.30938e-09, 3.79129e-37, 3.79129e-37, 3.79129e-37
0.355614, 0, 1.99663e-09, 3.25762e-36, 1.41421, -1.99663e-09, 0, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 3.25762e-36, 1.8552e-11, 3.25762e-36, 3.25762e-36, 1.10394e-13, 1.38103e-12, 3.25762e-36, 1.97659e-09, 3.25762e-36, 3.25762e-36, 3.25762e-36
0.36351, 0, 2.99325e-09, 2.56682e-35, 1.41421, -2.99325e-09, 0, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.56682e-35, 2.78412e-11, 2.56682e-35, 2.56682e-35, 1.76868e-13, 2.21757e-12, 2.56682e-35, 2.96301e-09, 2.56682e-35, 2.56682e-35, 2.56682e-35
0.371406, 0, 4.45632e-09, 1.86333e-34, 1.41421, -4.45632e-09, 0, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 1.86333e-34, 4.15015e-11, 1.86333e-34, 1.86333e-34, 2.83033e-13, 3.55222e-12, 1.86333e-34, 4.41098e-09, 1.86333e-34, 1.86333e-34, 1.86333e-34
0.379302, 0, 6.58902e-09, 1.28931e-33, 1.41421, -6.58902e-09, 0, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 1.28931e-33, 6.14549e-11, 1.28931e-33, 1.28931e-33, 4.52553e-13, 5.67798e-12, 1.28931e-33, 6.52144e-09, 1.28931e-33, 1.28931e-33, 1.28931e-33
0.387199, 0, 9.676e-09, 8.39066e-33, 1.41421, -9.676e-09, 0, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 8.39066e-33, 9.04066e-11, 8.39066e-33, 8.39066e-33, 7.23214e-13, 9.05876e-12, 8.39066e-33, 9.57582e-09, 8.39066e-33, 8.39066e-33, 8.39066e-33
0.395095, 0, 1.41131e-08, 5.25899e-32, 1.41421, -1.41131e-08, 0, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 5.25899e-32, 1.3214e-10, 5.25899e-32, 5.25899e-32, 1.15535e-12, 1.44281e-11, 5.25899e-32, 1.39654e-08, 5.25899e-32, 5.25899e-32, 5.25899e-32
0.402991, 0, 2.04468e-08, 3.02582e-31, 1.41421, -2.04468e-08, 0, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 3.02582e-31, 1.91911e-10, 3.02582e-31, 3.02582e-31, 1.84519e-12, 2.29442e-11, 3.02582e-31, 2.02301e-08, 3.02582e-31, 3.02582e-31, 3.02582e-31
0.410887, 0, 2.94257e-08, 1.6519e-30, 1.41421, -2.94257e-08, 0, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 1.6519e-30, 2.76977e-10, 1.6519e-30, 1.6519e-30, 2.94609e-12, 3.64321e-11, 1.6519e-30, 2.91093e-08, 1.6519e-30, 1.6519e-30, 1.6519e-30
0.418784, 0, 4.2068e-08, 8.49391e-30, 1.41421, -4.2068e-08, 0, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 8.49391e-30, 3.97293e-10, 8.49391e-30, 8.49391e-30, 4.70185e-12, 5.77611e-11, 8.49391e-30, 4.16082e-08, 8.49391e-30, 8.49391e-30, 8.49391e-30
0.42668, 0, 5.97484e-08, 4.11323e-29, 1.41421, -5.97484e-08, 0, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 4.11323e-29, 5.66437e-10, 4.11323e-29, 4.11323e-29, 7.49902e-12, 9.14278e-11, 4.11323e-29, 5.9083e-08, 4.11323e-29, 4.11323e-29, 4.11323e-29
0.434576, 0, 8.431e-08, 1.89595e-28, 1.41421, -8.431e-08, 0, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 1.89595e-28, 8.02815e-10, 1.89595e-28, 1.89595e-28, 1.19485e-11, 1.44454e-10, 1.89595e-28, 8.33508e-08, 1.89595e-28, 1.89595e-28, 1.89595e-28
0.442472, 0, 1.18206e-07, 8.30041e-28, 1.41421, -1.18206e-07, 0, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 8.30041e-28, 1.13124e-09, 8.30041e-28, 8.30041e-28, 1.90116e-11, 2.27757e-10, 8.30041e-28, 1.16828e-07, 8.30041e-28, 8.30041e-28, 8.30041e-28
0.450368, 0, 1.64678e-07, 3.45379e-27, 1.41421, -1.64678e-07, 0, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 3.45379e-27, 1.585e-09, 3.45379e-27, 3.45379e-27, 3.01946e-11, 3.58226e-10, 3.45379e-27, 1.62705e-07, 3.45379e-27, 3.45379e-27, 3.45379e-27
0.458265, 0, 2.27983e-07, 1.36843e-26, 1.41421, -2.27983e-07, 0, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 1.36843e-26, 2.20843e-09, 1.36843e-26, 1.36843e-26, 4.78441e-11, 5.61834e-10, 1.36843e-26, 2.25165e-07, 1.36843e-26, 1.36843e-26, 1.36843e-26
0.466161, 0, 3.13672e-07, 5.17404e-26, 1.41421, -3.13672e-07, 0, 5.17404e-26, 5.17404e-26, 5.17404e-26, 5.17404e-26, 5.17404e-26, 5.17404e-26, 5.17404e-26, 5.17404e-26, 4.60024e-12, 5.17404e-26, 5.17404e-26, 5.17404e-26, 3.0604e-09, 5.17404e-26, 5.17404e-26, 7.5596e-11, 8.78282e-10, 5.17404e-26, 3.09653e-07, 5.17404e-26, 5.17404e-26, 5.17404e-26
0.474057, 0, 4.28928e-07, 1.87112e-25, 1.41421, -4.28928e-07, 0, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.87112e-25, 1.52954e-11, 1.87112e-25, 1.87112e-25, 1.87112e-25, 4.21853e-09, 1.87112e-25, 1.87112e-25, 1.19047e-10, 1.36781e-09, 1.87112e-25, 4.23207e-07, 1.87112e-25, 1.87112e-25, 1.87112e-25
0.481953, 0, 5.82998e-07, 6.54326e-25, 1.41421, -5.82998e-07, 0, 6.54326e-25, 6.54326e-25, 6.54326e-25, 6.54326e-25, 6.54326e-25, 6.54326e-25, 6.54326e-25, 6.54326e-25, 3.94436e-11, 6.54326e-25, 6.54326e-25, 6.54326e-25, 5.78474e-09, 6.54326e-25, 6.54326e-25, 1.86756e-10, 2.12114e-09, 6.54326e-25, 5.74866e-07, 6.54326e-25, 6.54326e-25, 6.54326e-25
0.48985, 0, 7.91824e-07, 6.24596e-10, 1.41421, -7.91824e-07, 6.24596e-10, 6.24636e-10, 6.24696e-10, 6.24721e-10, 8.72758e-10, 6.26195e-10, 6.26092e-10, 6.40356e-10, 6.25581e-10, 9.31068e-10, 9.70729e-10, 6.30438e-10, 3.14144e-09, 8.5169e-09, 6.2617e-10, 6.25752e-10, 9.16315e-10, 3.89838e-09, 6.24599e-10, 7.76879e-07, 6.24596e-10, 6.24596e-10, 6.65099e-10
0.497746, 0, 1.0717e-06, 2.06213e-09, 1.41421, -1.0717e-06, 2.06213e-09, 2.06226e-09, 2.06246e-09, 2.06255e-09, 2.88313e-09, 2.06742e-09, 2.06708e-09, 2.11427e-09, 2.06539e-09, 2.97664e-09, 3.20725e-09, 2.08146e-09, 1.03886e-08, 1.27762e-08, 2.06734e-09, 2.06596e-09, 2.51571e-09, 7.08855e-09, 2.06214e-09, 1.04407e-06, 2.06213e-09, 2.06213e-09, 2.19613e-09
0.505642, 0, 1.4483e-06, 5.28716e-09, 1.41421, -1.4483e-06, 5.28716e-09, 5.2875e-09, 5.28801e-09, 5.28822e-09, 7.39507e-09, 5.30074e-09, 5.29987e-09, 5.42103e-09, 5.29553e-09, 7.55133e-09, 8.22725e-09, 5.33678e-09, 2.66655e-08, 1.97607e-08, 5.30053e-09, 5.29698e-09, 5.98879e-09, 1.29605e-08, 5.28719e-09, 1.39617e-06, 5.28716e-09, 5.28716e-09, 5.63119e-09
0.513538, 0, 1.95914e-06, 1.23519e-08, 1.41421, -1.95914e-06, 1.23519e-08, 1.23527e-08, 1.23539e-08, 1.23544e-08, 1.72822e-08, 1.23837e-08, 1.23816e-08, 1.2665e-08, 1.23715e-08, 1.75435e-08, 1.92286e-08, 1.24679e-08, 6.23548e-08, 3.181e-08, 1.23832e-08, 1.23748e-08, 1.34313e-08, 2.39943e-08, 1.23519e-08, 1.85858e-06, 1.23519e-08, 1.23519e-08, 1.31566e-08
0.521434, 0, 2.66245e-06, 2.74894e-08, 1.41421, -2.66245e-06, 2.74894e-08, 2.74912e-08, 2.74938e-08, 2.74949e-08, 3.84702e-08, 2.75602e-08, 2.75556e-08, 2.81868e-08, 2.7533e-08, 3.88867e-08, 4.28053e-08, 2.77479e-08, 1.38856e-07, 5.35246e-08, 2.75591e-08, 2.75406e-08, 2.91405e-08, 4.50383e-08, 2.74896e-08, 2.4651e-06, 2.74894e-08, 2.74894e-08, 2.92816e-08
0.529331, 0, 3.65482e-06, 5.92181e-08, 1.41421, -3.65482e-06, 5.92181e-08, 5.92219e-08, 5.92277e-08, 5.923e-08, 8.28856e-08, 5.93706e-08, 5.93608e-08, 6.07212e-08, 5.93121e-08, 8.56458e-08, 9.22292e-08, 5.97753e-08, 2.99252e-07, 9.38902e-08, 5.93683e-08, 5.93284e-08, 6.17283e-08, 8.55226e-08, 5.92184e-08, 3.2616e-06, 5.92181e-08, 5.92181e-08, 6.30809e-08
0.537227, 0, 5.09775e-06, 1.24288e-07, 1.41421, -5.09775e-06, 1.24288e-07, 1.24296e-07, 1.24308e-07, 1.24313e-07, 1.73982e-07, 1.24608e-07, 1.24588e-07, 1.27444e-07, 1.24485e-07, 1.83968e-07, 1.93601e-07, 1.25458e-07, 6.28282e-07, 1.70248e-07, 1.24603e-07, 1.2452e-07, 1.28081e-07, 1.63405e-07, 1.24289e-07, 4.31235e-06, 1.24288e-07, 1.24288e-07, 1.32399e-07
0.545123, 0, 7.31248e-06, 2.54877e-07, 1.41421, -7.31248e-06, 2.54877e-07, 2.54893e-07, 2.54918e-07, 2.54928e-07, 3.56819e-07, 2.55533e-07, 2.55491e-07, 2.61351e-07, 2.55281e-07, 4.26097e-07, 3.97064e-07, 2.57276e-07, 1.28877e-06, 3.15519e-07, 2.55523e-07, 2.55351e-07, 2.6057e-07, 3.12625e-07, 2.54878e-07, 5.71073e-06, 2.54877e-07, 2.54877e-07, 2.71515e-07
0.553019, 0, 1.08002e-05, 5.11375e-07, 1.41421, -1.08002e-05, 5.11375e-07, 5.11408e-07, 5.11457e-07, 5.11478e-07, 7.15973e-07, 5.12693e-07, 5.12609e-07, 5.24369e-07, 5.12187e-07, 9.19263e-07, 7.96746e-07, 5.16191e-07, 2.5864e-06, 5.91027e-07, 5.12673e-07, 5.12328e-07, 5.19866e-07, 5.96e-07, 5.11378e-07, 7.59753e-06, 5.11375e-07, 5.11375e-07, 5.44768e-07
0.560916, 0, 1.6484e-05, 1.00449e-06, 1.41421, -1.6484e-05, 1.00449e-06, 1.00456e-06, 1.00466e-06, 1.0047e-06, 1.40651e-06, 1.00708e-06, 1.00692e-06, 1.03002e-06, 1.00609e-06, 1.90514e-06, 1.56522e-06, 1.01396e-06, 5.08173e-06, 1.10864e-06, 1.00704e-06, 1.00637e-06, 1.01708e-06, 1.12758e-06, 1.0045e-06, 1.01915e-05, 1.00449e-06, 1.00449e-06, 1.07011e-06
