   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0517422, 0, 3.20936e-20, 0, 1.41421, -3.20936e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4271e-22, 0, 3.68169e-25, 0, 1.6227e-24, 0, 3.19489e-20, 0, 0, 0
0.0596041, 0, 7.70582e-20, 0, 1.41421, -7.70582e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42652e-22, 0, 8.98236e-25, 0, 4.03048e-24, 0, 7.67106e-20, 0, 0, 0
0.0674661, 0, 1.7317e-19, 0, 1.41421, -1.7317e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70029e-22, 0, 2.0402e-24, 0, 9.25883e-24, 0, 1.72389e-19, 0, 0, 0
0.0753281, 0, 3.83885e-19, 0, 1.41421, -3.83885e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.707e-21, 0, 4.57223e-24, 0, 2.09697e-23, 0, 3.82153e-19, 0, 0, 0
0.08319, 0, 8.39905e-19, 0, 1.41421, -8.39905e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73476e-21, 0, 1.01156e-23, 0, 4.68532e-23, 0, 8.36113e-19, 0, 0, 0
0.091052, 0, 1.81452e-18, 0, 1.41421, -1.81452e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06851e-21, 0, 2.21037e-23, 0, 1.03333e-22, 0, 1.80632e-18, 0, 0, 0
0.0989139, 0, 3.87234e-18, 0, 1.41421, -3.87234e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72189e-20, 0, 4.77233e-23, 0, 2.25062e-22, 0, 3.85485e-18, 0, 0, 0
0.106776, 0, 8.16637e-18, 0, 1.41421, -8.16637e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63128e-20, 0, 1.01849e-22, 0, 4.84313e-22, 0, 8.12948e-18, 0, 0, 0
0.114638, 0, 1.70244e-17, 0, 1.41421, -1.70244e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57011e-20, 0, 2.14926e-22, 0, 1.03011e-21, 0, 1.69475e-17, 0, 0, 0
0.1225, 0, 3.50939e-17, 0, 1.41421, -3.50939e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56049e-19, 0, 4.48603e-22, 0, 2.16636e-21, 0, 3.49353e-17, 0, 0, 0
0.130362, 0, 7.1553e-17, 0, 1.41421, -7.1553e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18168e-19, 0, 9.264e-22, 0, 4.50625e-21, 0, 7.12294e-17, 0, 0, 0
0.138224, 0, 1.44333e-16, 0, 1.41421, -1.44333e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41792e-19, 0, 1.89326e-21, 0, 9.27401e-21, 0, 1.4368e-16, 0, 0, 0
0.146086, 0, 2.88102e-16, 0, 1.41421, -2.88102e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28107e-18, 0, 3.83003e-21, 0, 1.88891e-20, 0, 2.86799e-16, 0, 0, 0
0.153948, 0, 5.69193e-16, 0, 1.41421, -5.69193e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53097e-18, 0, 7.67132e-21, 0, 3.80858e-20, 0, 5.66616e-16, 0, 0, 0
0.16181, 0, 1.11323e-15, 0, 1.41421, -1.11323e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95008e-18, 0, 1.52161e-20, 0, 7.60376e-20, 0, 1.10819e-15, 0, 0, 0
0.169672, 0, 2.15579e-15, 0, 1.41421, -2.15579e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58586e-18, 0, 2.9894e-20, 0, 1.50352e-19, 0, 2.14602e-15, 0, 0, 0
0.177534, 0, 4.13418e-15, 0, 1.41421, -4.13418e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83829e-17, 0, 5.81824e-20, 0, 2.94513e-19, 0, 4.11544e-15, 0, 0, 0
0.185395, 0, 7.85238e-15, 0, 1.41421, -7.85238e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4916e-17, 0, 1.12202e-19, 0, 5.71612e-19, 0, 7.81678e-15, 0, 0, 0
0.193257, 0, 1.47742e-14, 0, 1.41421, -1.47742e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56938e-17, 0, 2.14425e-19, 0, 1.09948e-18, 0, 1.47072e-14, 0, 0, 0
0.201119, 0, 2.75392e-14, 0, 1.41421, -2.75392e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22454e-16, 0, 4.06149e-19, 0, 2.09626e-18, 0, 2.74143e-14, 0, 0, 0
0.208981, 0, 5.08627e-14, 0, 1.41421, -5.08627e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26162e-16, 0, 7.62604e-19, 0, 3.96237e-18, 0, 5.06318e-14, 0, 0, 0
0.216843, 0, 9.3088e-14, 0, 1.41421, -9.3088e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13917e-16, 0, 1.41965e-18, 0, 7.42662e-18, 0, 9.26653e-14, 0, 0, 0
0.224705, 0, 1.68842e-13, 0, 1.41421, -1.68842e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50756e-16, 0, 2.62053e-18, 0, 1.38046e-17, 0, 1.68075e-13, 0, 0, 0
0.232567, 0, 3.03529e-13, 0, 1.41421, -3.03529e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34965e-15, 0, 4.79719e-18, 0, 2.54523e-17, 0, 3.02149e-13, 0, 0, 0
0.240429, 0, 5.40867e-13, 0, 1.41421, -5.40867e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40499e-15, 0, 8.71029e-18, 0, 4.65546e-17, 0, 5.38407e-13, 0, 0, 0
0.248291, 0, 9.55406e-13, 0, 1.41421, -9.55406e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24829e-15, 0, 1.56887e-17, 0, 8.44881e-17, 0, 9.51058e-13, 0, 0, 0
0.256153, 0, 1.6731e-12, 0, 1.41421, -1.6731e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43969e-15, 0, 2.8036e-17, 0, 1.52156e-16, 0, 1.66548e-12, 0, 0, 0
0.264015, 0, 2.90487e-12, 0, 1.41421, -2.90487e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29172e-14, 0, 4.97151e-17, 0, 2.71982e-16, 0, 2.89163e-12, 0, 0, 0
0.271877, 0, 5.00066e-12, 0, 1.41421, -5.00066e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22373e-14, 0, 8.74939e-17, 0, 4.82615e-16, 0, 4.97785e-12, 0, 0, 0
0.279739, 0, 8.53592e-12, 0, 1.41421, -8.53592e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79599e-14, 0, 1.5285e-16, 0, 8.5024e-16, 0, 8.49696e-12, 0, 0, 0
0.287601, 0, 1.44484e-11, 0, 1.41421, -1.44484e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4257e-14, 0, 2.65119e-16, 0, 1.48743e-15, 0, 1.43824e-11, 0, 0, 0
0.295463, 0, 2.42526e-11, 0, 1.41421, -2.42526e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07869e-13, 0, 4.56679e-16, 0, 2.58448e-15, 0, 2.41417e-11, 0, 0, 0
0.303325, 0, 4.03728e-11, 0, 1.41421, -4.03728e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79587e-13, 0, 7.81431e-16, 0, 4.46103e-15, 0, 4.0188e-11, 0, 0, 0
0.311187, 0, 6.66548e-11, 0, 1.41421, -6.66548e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96538e-13, 0, 1.32863e-15, 0, 7.65108e-15, 0, 6.63493e-11, 0, 0, 0
0.319049, 0, 1.09146e-10, 0, 1.41421, -1.09146e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85667e-13, 0, 2.24544e-15, 0, 1.3042e-14, 0, 1.08645e-10, 0, 0, 0
0.326911, 0, 1.77271e-10, 4.69435e-43, 1.41421, -1.77271e-10, 0, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 7.88992e-13, 4.69435e-43, 3.77346e-15, 4.69435e-43, 2.21013e-14, 4.69435e-43, 1.76456e-10, 4.69435e-43, 4.69435e-43, 4.69435e-43
0.334773, 0, 2.85587e-10, 7.94256e-42, 1.41421, -2.85587e-10, 0, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 7.94256e-42, 1.27147e-12, 7.94256e-42, 6.30812e-15, 7.94256e-42, 3.72458e-14, 7.94256e-42, 2.84272e-10, 7.94256e-42, 7.94256e-42, 7.94256e-42
0.342635, 0, 4.56385e-10, 1.11674e-40, 1.41421, -4.56385e-10, 0, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 1.11674e-40, 2.03267e-12, 1.11674e-40, 1.0495e-14, 1.11674e-40, 6.2441e-14, 1.11674e-40, 4.54279e-10, 1.11674e-40, 1.11674e-40, 1.11674e-40
0.350497, 0, 7.23596e-10, 6.32823e-39, 1.41421, -7.23596e-10, 0, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 6.32823e-39, 3.22442e-12, 6.32823e-39, 1.74147e-14, 6.32823e-39, 1.04343e-13, 6.32823e-39, 7.20249e-10, 6.32823e-39, 6.32823e-39, 6.32823e-39
0.358359, 0, 1.13795e-09, 6.40806e-38, 1.41421, -1.13795e-09, 0, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 6.40806e-38, 5.07384e-12, 6.40806e-38, 2.87411e-14, 6.40806e-38, 1.73313e-13, 6.40806e-38, 1.13267e-09, 6.40806e-38, 6.40806e-38, 6.40806e-38
0.366221, 0, 1.77541e-09, 5.90082e-37, 1.41421, -1.77541e-09, 0, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 5.90082e-37, 7.92198e-12, 5.90082e-37, 4.72815e-14, 5.90082e-37, 2.86717e-13, 5.90082e-37, 1.76716e-09, 5.90082e-37, 5.90082e-37, 5.90082e-37
0.374083, 0, 2.74821e-09, 4.9691e-36, 1.41421, -2.74821e-09, 0, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 4.9691e-36, 1.22737e-11, 4.9691e-36, 7.75756e-14, 4.9691e-36, 4.72639e-13, 4.9691e-36, 2.73539e-09, 4.9691e-36, 4.9691e-36, 4.9691e-36
0.381945, 0, 4.22081e-09, 3.84419e-35, 1.41421, -4.22081e-09, 0, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 3.84419e-35, 1.88712e-11, 3.84419e-35, 1.27012e-13, 3.84419e-35, 7.76716e-13, 3.84419e-35, 4.20103e-09, 3.84419e-35, 3.84419e-35, 3.84419e-35
0.389806, 0, 6.43216e-09, 2.74444e-34, 1.41421, -6.43216e-09, 0, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.74444e-34, 2.87963e-11, 2.74444e-34, 2.07624e-13, 2.74444e-34, 1.27308e-12, 2.74444e-34, 6.40188e-09, 2.74444e-34, 2.74444e-34, 2.74444e-34
0.397668, 0, 9.72648e-09, 1.88896e-33, 1.41421, -9.72648e-09, 0, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 1.88896e-33, 4.36142e-11, 1.88896e-33, 3.39022e-13, 1.88896e-33, 2.08212e-12, 1.88896e-33, 9.68044e-09, 1.88896e-33, 1.88896e-33, 1.88896e-33
0.40553, 0, 1.45955e-08, 1.1853e-32, 1.41421, -1.45955e-08, 0, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 1.1853e-32, 6.55723e-11, 1.1853e-32, 5.53179e-13, 1.1853e-32, 3.39937e-12, 1.1853e-32, 1.45259e-08, 1.1853e-32, 1.1853e-32, 1.1853e-32
0.413392, 0, 2.17354e-08, 6.98388e-32, 1.41421, -2.17354e-08, 0, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 6.98388e-32, 9.78718e-11, 6.98388e-32, 9.02227e-13, 6.98388e-32, 5.54236e-12, 6.98388e-32, 2.16311e-08, 6.98388e-32, 6.98388e-32, 6.98388e-32
0.421254, 0, 3.21242e-08, 3.96515e-31, 1.41421, -3.21242e-08, 0, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 3.96515e-31, 1.4504e-10, 3.96515e-31, 1.47113e-12, 3.96515e-31, 9.02653e-12, 3.96515e-31, 3.19687e-08, 3.96515e-31, 3.96515e-31, 3.96515e-31
0.429116, 0, 4.71237e-08, 2.12968e-30, 1.41421, -4.71237e-08, 0, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.12968e-30, 2.13435e-10, 2.12968e-30, 2.39822e-12, 2.12968e-30, 1.4688e-11, 2.12968e-30, 4.68932e-08, 2.12968e-30, 2.12968e-30, 2.12968e-30
0.436978, 0, 6.86147e-08, 1.07705e-29, 1.41421, -6.86147e-08, 0, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 1.07705e-29, 3.11923e-10, 1.07705e-29, 3.90829e-12, 1.07705e-29, 2.38813e-11, 1.07705e-29, 6.8275e-08, 1.07705e-29, 1.07705e-29, 1.07705e-29
0.44484, 0, 9.91736e-08, 5.14312e-29, 1.41421, -9.91736e-08, 0, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 5.14312e-29, 4.52782e-10, 5.14312e-29, 6.36566e-12, 5.14312e-29, 3.87958e-11, 5.14312e-29, 9.86756e-08, 5.14312e-29, 5.14312e-29, 5.14312e-29
0.452702, 0, 1.42301e-07, 2.34616e-28, 1.41421, -1.42301e-07, 0, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 2.34616e-28, 6.52911e-10, 2.34616e-28, 1.03589e-11, 2.34616e-28, 6.29606e-11, 2.34616e-28, 1.41575e-07, 2.34616e-28, 2.34616e-28, 2.34616e-28
0.460564, 0, 2.02717e-07, 1.01907e-27, 1.41421, -2.02717e-07, 0, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 1.01907e-27, 9.35412e-10, 1.01907e-27, 1.68347e-11, 1.01907e-27, 1.02042e-10, 1.01907e-27, 2.01662e-07, 1.01907e-27, 1.01907e-27, 1.01907e-27
0.468426, 0, 2.86729e-07, 4.21384e-27, 1.41421, -2.86729e-07, 0, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 4.21384e-27, 1.33168e-09, 4.21384e-27, 2.73088e-11, 4.21384e-27, 1.65095e-10, 4.21384e-27, 2.85204e-07, 4.21384e-27, 4.21384e-27, 4.21384e-27
0.476288, 0, 4.02707e-07, 1.66175e-26, 1.41421, -4.02707e-07, 0, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.66175e-26, 1.88411e-09, 1.66175e-26, 4.41939e-11, 1.66175e-26, 2.66509e-10, 1.66175e-26, 4.00512e-07, 1.66175e-26, 1.66175e-26, 1.66175e-26
0.48415, 0, 5.61672e-07, 6.26186e-26, 1.41421, -5.61672e-07, 0, 6.26186e-26, 6.26186e-26, 6.26186e-26, 6.26186e-26, 6.26186e-26, 6.26186e-26, 6.26186e-26, 6.26186e-26, 1.79664e-12, 6.26186e-26, 6.26186e-26, 6.26186e-26, 2.64965e-09, 6.26186e-26, 7.13078e-11, 6.26186e-26, 4.29e-10, 6.26186e-26, 5.5852e-07, 6.26186e-26, 6.26186e-26, 6.26186e-26
0.492012, 0, 7.78014e-07, 2.2594e-25, 1.41421, -7.78014e-07, 0, 2.2594e-25, 2.2594e-25, 2.2594e-25, 2.2594e-25, 2.2594e-25, 2.2594e-25, 2.2594e-25, 2.2594e-25, 6.19955e-12, 2.2594e-25, 2.2594e-25, 2.2594e-25, 3.70426e-09, 2.2594e-25, 1.14651e-10, 2.2594e-25, 6.88163e-10, 2.2594e-25, 7.735e-07, 2.2594e-25, 2.2594e-25, 2.2594e-25
0.499874, 0, 1.07397e-06, 7.89523e-25, 1.41421, -1.07397e-06, 0, 2.22867e-14, 8.53203e-14, 6.38852e-14, 3.4862e-10, 8.93842e-12, 1.16362e-12, 1.28912e-11, 1.05415e-12, 9.88575e-11, 1.73124e-09, 8.74864e-13, 1.23408e-09, 5.14888e-09, 2.97972e-12, 1.83588e-10, 3.07293e-14, 1.09932e-09, 2.5291e-15, 1.06407e-06, 7.89523e-25, 7.89523e-25, 2.57e-11
0.507736, 0, 1.47579e-06, 6.94322e-10, 1.41421, -1.47579e-06, 6.94322e-10, 6.94398e-10, 6.94615e-10, 6.94541e-10, 1.89193e-09, 7.25028e-10, 6.98319e-10, 7.38607e-10, 6.97943e-10, 1.01749e-09, 6.64161e-09, 6.97327e-10, 4.93372e-09, 7.81085e-09, 7.04558e-10, 9.86966e-10, 6.94656e-10, 2.44203e-09, 6.94331e-10, 1.45474e-06, 6.94322e-10, 6.94322e-10, 7.82609e-10
0.515598, 0, 2.02118e-06, 2.37347e-09, 1.41421, -2.02118e-06, 2.37347e-09, 2.37367e-09, 2.37425e-09, 2.37405e-09, 5.57673e-09, 2.4556e-09, 2.38416e-09, 2.49192e-09, 2.38315e-09, 3.2238e-09, 1.82808e-08, 2.3815e-09, 1.37127e-08, 1.21552e-08, 2.40084e-09, 2.8376e-09, 2.37485e-09, 5.13682e-09, 2.37349e-09, 1.97638e-06, 2.37347e-09, 2.37347e-09, 2.60961e-09
0.52346, 0, 2.76548e-06, 6.328e-09, 1.41421, -2.76548e-06, 6.328e-09, 6.3285e-09, 6.32991e-09, 6.32943e-09, 1.41438e-08, 6.52839e-09, 6.35409e-09, 6.61701e-09, 6.35163e-09, 8.38492e-09, 4.51413e-08, 6.34761e-09, 3.39953e-08, 1.96999e-08, 6.3948e-09, 7.06009e-09, 6.33204e-09, 1.06707e-08, 6.32806e-09, 2.66947e-06, 6.328e-09, 6.328e-09, 6.90418e-09
0.531322, 0, 3.79262e-06, 1.54021e-08, 1.41421, -3.79262e-06, 1.54021e-08, 1.54032e-08, 1.54065e-08, 1.54054e-08, 3.35591e-08, 1.58676e-08, 1.54627e-08, 1.60735e-08, 1.5457e-08, 2.01519e-08, 1.0557e-07, 1.54476e-08, 7.96762e-08, 3.35842e-08, 1.55573e-08, 1.655e-08, 1.54125e-08, 2.21813e-08, 1.54022e-08, 3.58635e-06, 1.54021e-08, 1.54021e-08, 1.67406e-08
0.539184, 0, 5.23768e-06, 3.57089e-08, 1.41421, -5.23768e-06, 3.57089e-08, 3.57115e-08, 3.57189e-08, 3.57164e-08, 7.64831e-08, 3.67543e-08, 3.5845e-08, 3.72166e-08, 3.58322e-08, 4.63211e-08, 2.38193e-07, 3.58112e-08, 1.80045e-07, 6.03008e-08, 3.60574e-08, 3.74977e-08, 3.57339e-08, 4.62158e-08, 3.57092e-08, 4.79627e-06, 3.57089e-08, 3.57089e-08, 3.87147e-08
0.547046, 0, 7.32892e-06, 8.00496e-08, 1.41421, -7.32892e-06, 8.00496e-08, 8.00553e-08, 8.00714e-08, 8.00659e-08, 1.69095e-07, 8.23327e-08, 8.03468e-08, 8.33423e-08, 8.03189e-08, 1.0402e-07, 5.22245e-07, 8.02731e-08, 3.95259e-07, 1.13138e-07, 8.08107e-08, 8.28192e-08, 8.01072e-08, 9.62298e-08, 8.00502e-08, 6.39267e-06, 8.00496e-08, 8.00496e-08, 8.66139e-08
0.554908, 0, 1.04635e-05, 1.74534e-07, 1.41421, -1.04635e-05, 1.74534e-07, 1.74546e-07, 1.7458e-07, 1.74569e-07, 3.6413e-07, 1.79395e-07, 1.75167e-07, 1.81545e-07, 1.75107e-07, 2.27378e-07, 1.11606e-06, 1.7501e-07, 8.45683e-07, 2.18823e-07, 1.76154e-07, 1.78793e-07, 1.74662e-07, 1.99235e-07, 1.74535e-07, 8.50573e-06, 1.74534e-07, 1.74534e-07, 1.88511e-07
0.56277, 0, 1.53663e-05, 3.7106e-07, 1.41421, -1.53663e-05, 3.7106e-07, 3.71085e-07, 3.71157e-07, 3.71132e-07, 7.6512e-07, 3.81164e-07, 3.72375e-07, 3.85632e-07, 3.72252e-07, 5.03522e-07, 2.32795e-06, 3.72049e-07, 1.76599e-06, 4.30039e-07, 3.74428e-07, 3.77565e-07, 3.71337e-07, 4.08463e-07, 3.71063e-07, 1.1324e-05, 3.7106e-07, 3.7106e-07, 4.0011e-07
0.570632, 0, 2.33051e-05, 7.70095e-07, 1.41421, -2.33051e-05, 7.70095e-07, 7.70146e-07, 7.70291e-07, 7.70242e-07, 1.57005e-06, 7.90606e-07, 7.72765e-07, 7.99676e-07, 7.72514e-07, 1.07125e-06, 4.74267e-06, 7.72103e-07, 3.60186e-06, 8.48241e-07, 7.76933e-07, 7.79962e-07, 7.70679e-07, 8.26262e-07, 7.70101e-07, 1.51314e-05, 7.70095e-07, 7.70095e-07, 8.29068e-07
