   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_186.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.22268, 10.9919, 15.68, 9.53332, 3.60443, -4.68805, 9.9179, 0, 9.53334, 9.53334, 9.53332, 9.70389, 9.53857, 9.55743, 12.3412, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 9.53332, 12.2875, 9.53332, 9.53335, 9.53332
3.23055, 15.9748, 16.0141, 9.57154, 4.23967, -0.0393391, 9.93083, 0, 9.57156, 9.57156, 9.57154, 9.74211, 9.57679, 9.59621, 12.8696, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 9.57154, 12.1562, 9.57154, 9.57158, 9.57154
3.23842, 17.9559, 16.3867, 9.61584, 4.4672, 1.56918, 9.94672, 0, 9.61586, 9.61586, 9.61585, 9.78641, 9.62109, 9.64109, 13.4329, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61584, 9.61585, 12.0376, 9.61584, 9.61592, 9.61584
3.24629, 18.029, 16.7865, 9.66567, 4.47538, 1.24256, 9.966, 0, 9.66569, 9.66569, 9.66568, 9.83624, 9.67092, 9.69151, 14.0185, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66567, 9.66568, 11.9315, 9.66567, 9.6658, 9.66567
3.25415, 13.9647, 17.2, 9.72039, 3.99559, -3.23525, 9.98908, 0, 9.72041, 9.72041, 9.7204, 9.89096, 9.72564, 9.74681, 14.6113, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.72039, 9.7204, 11.8379, 9.72039, 9.72059, 9.72039
3.26202, 12.9832, 17.6117, 9.77927, 3.87081, -4.62847, 10.0162, 0, 9.77929, 9.77929, 9.77927, 9.94984, 9.78452, 9.80628, 15.1942, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 9.77927, 11.7566, 9.77927, 9.77957, 9.77927
3.26989, 17.4994, 18.0048, 9.84156, 4.41581, -0.505362, 10.0475, 0, 9.84158, 9.84158, 9.84157, 10.0121, 9.84681, 9.86917, 15.7489, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84156, 9.84157, 11.6875, 9.84156, 9.84203, 9.84156
3.27776, 19.9102, 18.3618, 9.90649, 4.68083, 1.54835, 10.0829, 0, 9.90651, 9.90651, 9.9065, 10.0771, 9.91174, 9.9347, 16.2569, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.90649, 9.9065, 11.6302, 9.90649, 9.90718, 9.90649
3.28562, 23.9757, 18.6661, 9.97329, 5.09663, 5.30959, 10.1223, 0, 9.97331, 9.97331, 9.97329, 10.1439, 9.97854, 10.0021, 16.7004, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 9.97329, 11.5843, 9.97329, 9.97431, 9.97329
3.29349, 22.9755, 18.9022, 10.0412, 4.99755, 4.07328, 10.1652, 0, 10.0412, 10.0412, 10.0412, 10.2118, 10.0464, 10.0706, 17.0636, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 10.0412, 11.549, 10.0412, 10.0427, 10.0412
3.30136, 23.5024, 19.0576, 10.1094, 5.04999, 4.44483, 10.2112, 0, 10.1095, 10.1095, 10.1095, 10.28, 10.1147, 10.1395, 17.3337, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 10.1094, 11.5235, 10.1094, 10.1116, 10.1094
3.30923, 23.5068, 19.1229, 10.1774, 5.05043, 4.38388, 10.2598, 0, 10.1774, 10.1774, 10.1774, 10.348, 10.1826, 10.2081, 17.5017, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 10.1774, 11.5068, 10.1774, 10.1804, 10.1774
3.31709, 15.5737, 19.0931, 10.2444, 4.1921, -3.51939, 10.3101, 0, 10.2444, 10.2444, 10.2444, 10.415, 10.2497, 10.2757, 17.5628, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 10.2444, 11.4977, 10.2444, 10.2485, 10.2444
3.32496, 19.321, 18.9673, 10.3099, 4.61747, 0.353724, 10.3616, 0, 10.3099, 10.3099, 10.3099, 10.4805, 10.3152, 10.3419, 17.5172, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 10.3099, 11.495, 10.3099, 10.3155, 10.3099
3.33283, 18.904, 18.7493, 10.3734, 4.57209, 0.154757, 10.4135, 0, 10.3734, 10.3734, 10.3734, 10.544, 10.3787, 10.406, 17.3692, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 11.4975, 10.3734, 10.3809, 10.3734
3.3407, 19.5861, 18.4469, 10.4346, 4.64609, 1.13922, 10.4652, 0, 10.4346, 10.4346, 10.4346, 10.6051, 10.4398, 10.4678, 17.1279, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 10.4346, 11.5039, 10.4346, 10.4445, 10.4346
3.34856, 19.2748, 18.0715, 10.493, 4.61247, 1.20336, 10.5161, 0, 10.493, 10.493, 10.493, 10.6636, 10.4983, 10.5269, 16.8055, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 10.493, 11.5132, 10.493, 10.506, 10.493
3.35643, 23.7674, 17.6372, 10.5486, 5.07616, 6.1302, 10.5658, 0, 10.5486, 10.5486, 10.5486, 10.7192, 10.5539, 10.5832, 16.4174, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 10.5486, 11.5241, 10.5486, 10.5653, 10.5486
3.3643, 20.8019, 17.1598, 10.6013, 4.77513, 3.64204, 10.6139, 0, 10.6013, 10.6013, 10.6013, 10.7719, 10.6065, 10.6366, 15.9804, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 10.6013, 11.5359, 10.6013, 10.6224, 10.6013
3.37217, 20.2603, 16.6561, 10.6511, 4.71809, 3.60428, 10.6602, 0, 10.6511, 10.6511, 10.6511, 10.8217, 10.6564, 10.6872, 15.5121, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 10.6511, 11.5478, 10.6511, 10.6774, 10.6511
3.38003, 18.7869, 16.1423, 10.6983, 4.55926, 2.64453, 10.7048, 0, 10.6983, 10.6983, 10.6983, 10.8689, 10.7035, 10.7352, 15.03, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 10.6983, 11.5592, 10.6983, 10.7305, 10.6983
3.3879, 12.847, 15.6341, 10.7431, 3.85318, -2.78707, 10.7476, 0, 10.7431, 10.7431, 10.7431, 10.9137, 10.7483, 10.7809, 14.55, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 10.7431, 11.5699, 10.7431, 10.7821, 10.7431
3.39577, 14.44, 15.1449, 10.7859, 4.05463, -0.704853, 10.7891, 0, 10.7859, 10.7859, 10.7859, 10.9565, 10.7912, 10.8249, 14.0867, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 10.7859, 11.5796, 10.7859, 10.8324, 10.7859
3.40364, 14.2054, 14.6862, 10.8273, 4.0256, -0.480788, 10.8295, 0, 10.8273, 10.8273, 10.8273, 10.9979, 10.8326, 10.8678, 13.6519, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 10.8273, 11.5885, 10.8273, 10.8819, 10.8273
3.4115, 12.2202, 14.2671, 10.8678, 3.77097, -2.04696, 10.8693, 0, 10.8678, 10.8678, 10.8678, 11.0384, 10.8731, 10.9104, 13.2551, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 10.8678, 11.5968, 10.8678, 10.9309, 10.8678
3.41937, 9.42801, 13.8942, 10.908, 3.38053, -4.46617, 10.909, 0, 10.908, 10.908, 10.908, 11.0786, 10.9133, 10.9535, 12.9031, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 10.908, 11.6048, 10.908, 10.98, 10.908
3.42724, 10.9881, 13.5716, 10.9486, 3.6039, -2.5835, 10.9492, 0, 10.9486, 10.9486, 10.9486, 11.1192, 10.9538, 10.9983, 12.6001, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 10.9486, 11.613, 10.9486, 11.0295, 10.9486
3.43511, 10.2564, 13.3017, 10.9901, 3.50091, -3.04532, 10.9905, 0, 10.9901, 10.9901, 10.9901, 11.1607, 10.9954, 11.0461, 12.3481, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 10.9901, 11.6219, 10.9901, 11.0797, 10.9901
3.44297, 10.8717, 13.0853, 11.0332, 3.58771, -2.21362, 11.0334, 0, 11.0332, 11.0332, 11.0332, 11.2037, 11.0384, 11.0985, 12.1471, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.0332, 11.6321, 11.0332, 11.1309, 11.0332
3.45084, 12.6955, 12.9222, 11.0783, 3.83347, -0.226678, 11.0784, 0, 11.0783, 11.0783, 11.0783, 11.2488, 11.0835, 11.1576, 11.9957, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.0783, 11.6442, 11.0783, 11.1834, 11.0783
3.45871, 4.85121, 12.8115, 11.1258, 2.61748, -7.9603, 11.1259, 0, 11.1258, 11.1259, 11.1258, 11.2964, 11.1311, 11.2258, 11.8913, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.1258, 11.6586, 11.1258, 11.2373, 11.1258
3.46658, 8.26496, 12.7527, 11.1762, 3.2039, -4.48775, 11.1763, 0, 11.1762, 11.1762, 11.1762, 11.3468, 11.1814, 11.3064, 11.8304, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.1762, 11.6759, 11.1762, 11.2927, 11.1762
3.47444, 6.98792, 12.7456, 11.2296, 2.99799, -5.75772, 11.2296, 0, 11.2296, 11.2296, 11.2296, 11.4002, 11.2348, 11.4035, 11.809, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.2296, 11.6965, 11.2296, 11.3495, 11.2296
3.48231, 6.98779, 12.7912, 11.2861, 2.99796, -5.80343, 11.2862, 0, 11.2862, 11.2862, 11.2861, 11.4567, 11.2914, 11.5224, 11.8229, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.2861, 11.7205, 11.2861, 11.4079, 11.2861
3.49018, 6.98805, 12.8918, 11.3459, 2.99801, -5.90377, 11.3459, 0, 11.3459, 11.3459, 11.3459, 11.5164, 11.3511, 11.6697, 11.8677, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.3459, 11.7484, 11.3459, 11.4677, 11.3459
3.49805, 8.16078, 13.0516, 11.4087, 3.1876, -4.89079, 11.4087, 0, 11.4087, 11.4087, 11.4087, 11.5793, 11.414, 11.8538, 11.939, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.4087, 11.7801, 11.4087, 11.529, 11.4087
3.50591, 7.40398, 13.2767, 11.4746, 3.06659, -5.8727, 11.4746, 0, 11.4746, 11.4746, 11.4746, 11.6452, 11.4798, 12.0849, 12.0324, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.4746, 11.8158, 11.4746, 11.5915, 11.4746
3.51378, 10.5816, 13.5754, 11.5433, 3.54705, -2.99386, 11.5433, 0, 11.5433, 11.5433, 11.5433, 11.7138, 11.5485, 12.3751, 12.1435, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.5433, 11.8553, 11.5433, 11.6554, 11.5433
3.52165, 6.21166, 13.9584, 11.6145, 2.8656, -7.74671, 11.6145, 0, 11.6145, 11.6145, 11.6145, 11.7851, 11.6197, 12.7388, 12.268, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.6145, 11.8987, 11.6145, 11.7205, 11.6145
3.52952, 8.17794, 14.4379, 11.6881, 3.19029, -6.25996, 11.6881, 0, 11.6881, 11.6881, 11.6881, 11.8586, 11.6933, 13.1917, 12.4019, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.6881, 11.9457, 11.6881, 11.7869, 11.6881
3.53738, 16.8009, 15.0281, 11.7637, 4.336, 1.77285, 11.7637, 0, 11.7637, 11.7637, 11.7637, 11.9342, 11.7689, 13.7515, 12.5411, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.7637, 11.9962, 11.7637, 11.8545, 11.7637
3.54525, 18.9777, 15.7438, 11.841, 4.58014, 3.23387, 11.841, 0, 11.8411, 11.8411, 11.8411, 12.0116, 11.8463, 14.4362, 12.6816, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 12.0499, 11.841, 11.9233, 11.841
3.55312, 15.1596, 16.6001, 11.92, 4.14242, -1.44054, 11.92, 0, 11.92, 11.92, 11.92, 12.0905, 11.9252, 15.264, 12.8198, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 11.92, 12.1068, 11.92, 11.9935, 11.92
3.56099, 20.3888, 17.6109, 12.0002, 4.73169, 2.77797, 12.0002, 0, 12.0002, 12.0002, 12.0002, 12.1707, 12.0054, 16.2515, 12.9525, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.0002, 12.1665, 12.0002, 12.065, 12.0002
3.56885, 16.584, 18.7874, 12.0814, 4.31091, -2.20341, 12.0814, 0, 12.0814, 12.0814, 12.0814, 12.252, 12.0867, 17.4124, 13.0768, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.0814, 12.2288, 12.0814, 12.1377, 12.0814
3.57672, 16.9257, 20.1367, 12.1636, 4.35037, -3.21099, 12.1636, 0, 12.1636, 12.1636, 12.1636, 12.3342, 12.1688, 18.7559, 13.1902, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.1636, 12.2937, 12.1636, 12.2119, 12.1636
3.58459, 28.5144, 21.6604, 12.2465, 5.52398, 6.854, 12.2465, 0, 12.2465, 12.2465, 12.2465, 12.4171, 12.2518, 20.2848, 13.2912, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.2465, 12.3607, 12.2465, 12.2873, 12.2465
3.59246, 27.8798, 23.3524, 12.3301, 5.46624, 4.52746, 12.3301, 0, 12.3301, 12.3301, 12.3301, 12.5006, 12.3353, 21.994, 13.3786, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.3301, 12.4299, 12.3301, 12.3641, 12.3301
3.60032, 27.0332, 25.1978, 12.4141, 5.38825, 1.83537, 12.4141, 0, 12.4142, 12.4142, 12.4141, 12.5847, 12.4194, 23.8691, 13.4521, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.4141, 12.5011, 12.4141, 12.4421, 12.4141
3.60819, 24.7787, 27.1724, 12.4987, 5.17481, -2.39372, 12.4987, 0, 12.4987, 12.4987, 12.4987, 12.6693, 12.5039, 25.8853, 13.512, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.4987, 12.574, 12.4987, 12.5213, 12.4987
3.61606, 34.2675, 29.2416, 12.5836, 6.02225, 5.02593, 12.5836, 0, 12.5836, 12.5836, 12.5836, 12.7542, 12.5889, 28.0071, 13.5592, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.6486, 12.5836, 12.6018, 12.5836
3.62393, 34.1987, 31.361, 12.669, 6.01654, 2.83775, 12.669, 0, 12.669, 12.669, 12.669, 12.8395, 12.6742, 30.1889, 13.5951, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.669, 12.7247, 12.669, 12.6833, 12.669
3.63179, 39.072, 33.4777, 12.7546, 6.40874, 5.59427, 12.7546, 0, 12.7547, 12.7547, 12.7546, 12.9252, 12.7599, 32.3759, 13.6218, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.7546, 12.8023, 12.7546, 12.7658, 12.7546
3.63966, 46.0197, 35.532, 12.8406, 6.92963, 10.4877, 12.8406, 0, 12.8407, 12.8407, 12.8407, 13.0112, 12.8459, 34.5063, 13.6413, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8406, 12.8407, 12.8812, 12.8406, 12.8492, 12.8406
3.64753, 49.1386, 37.4602, 12.927, 7.15113, 11.6784, 12.927, 0, 12.927, 12.927, 12.927, 13.0976, 12.9323, 36.5143, 13.6562, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.927, 12.9614, 12.927, 12.9335, 12.927
3.6554, 47.5868, 39.1981, 13.0137, 7.04179, 8.38865, 13.0137, 0, 13.0137, 13.0137, 13.0137, 13.1843, 13.0189, 38.3335, 13.6686, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0137, 13.0427, 13.0137, 13.0185, 13.0137
3.66326, 44.7688, 40.6842, 13.1007, 6.83877, 4.08459, 13.1007, 0, 13.1007, 13.1007, 13.1007, 13.2713, 13.106, 39.9004, 13.6808, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.1007, 13.125, 13.1007, 13.1043, 13.1007
3.67113, 59.4654, 41.8641, 13.1881, 7.83999, 17.6013, 13.1881, 0, 13.1881, 13.1881, 13.1881, 13.3586, 13.1933, 41.1584, 13.695, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.1881, 13.2084, 13.1881, 13.1907, 13.1881
3.679, 54.9261, 42.6932, 13.2758, 7.54494, 12.2328, 13.2758, 0, 13.2758, 13.2758, 13.2758, 13.4463, 13.281, 42.0618, 13.7126, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2758, 13.2927, 13.2758, 13.2776, 13.2758
3.68687, 47.2131, 43.1405, 13.3638, 7.0152, 4.0726, 13.3638, 0, 13.3638, 13.3638, 13.3638, 13.5344, 13.3691, 42.5779, 13.7352, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3638, 13.3778, 13.3638, 13.3651, 13.3638
3.69473, 63.164, 43.19, 13.4522, 8.07242, 19.974, 13.4522, 0, 13.4522, 13.4522, 13.4522, 13.6228, 13.4574, 42.6903, 13.7636, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4522, 13.4637, 13.4522, 13.4531, 13.4522
3.7026, 65.4509, 42.8423, 13.5409, 8.21285, 22.6085, 13.5409, 0, 13.5409, 13.5409, 13.5409, 13.7115, 13.5462, 42.3987, 13.7985, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5409, 13.5504, 13.5409, 13.5416, 13.5409
3.71047, 71.1749, 42.1144, 13.63, 8.55423, 29.0605, 13.63, 0, 13.63, 13.63, 13.63, 13.8005, 13.6352, 41.7201, 13.8402, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.63, 13.6377, 13.63, 13.6304, 13.63
3.71834, 57.5856, 41.0382, 13.7194, 7.71917, 16.5475, 13.7194, 0, 13.7194, 13.7194, 13.7194, 13.8899, 13.7246, 40.6864, 13.8886, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7194, 13.7257, 13.7194, 13.7197, 13.7194
3.7262, 53.2447, 39.6588, 13.8091, 7.43268, 13.5859, 13.8091, 0, 13.8091, 13.8091, 13.8091, 13.9797, 13.8143, 39.3432, 13.9435, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8091, 13.8142, 13.8091, 13.8093, 13.8091
3.73407, 46.2539, 38.0316, 13.8991, 6.9465, 8.22235, 13.8991, 0, 13.8992, 13.8992, 13.8992, 14.0697, 13.9044, 37.7461, 14.0045, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8991, 13.8992, 13.9033, 13.8991, 13.8993, 13.8991
3.74194, 45.9099, 36.218, 13.9895, 6.9217, 9.69191, 13.9895, 0, 13.9895, 13.9895, 13.9895, 14.1601, 13.9948, 35.9573, 14.071, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9895, 13.9928, 13.9895, 13.9896, 13.9895
3.74981, 28.6106, 34.2828, 14.0802, 5.53269, -5.67217, 14.0802, 0, 14.0802, 14.0802, 14.0802, 14.2508, 14.0855, 34.0421, 14.1424, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0802, 14.0829, 14.0802, 14.0803, 14.0802
3.75767, 24.9642, 32.2897, 14.1712, 5.1927, -7.32555, 14.1712, 0, 14.1712, 14.1712, 14.1712, 14.3418, 14.1765, 32.0649, 14.218, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1712, 14.1733, 14.1712, 14.1713, 14.1712
3.76554, 35.3051, 30.2987, 14.2625, 6.10779, 5.00643, 14.2625, 0, 14.2626, 14.2626, 14.2625, 14.4331, 14.2678, 30.0864, 14.2973, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2625, 14.2642, 14.2625, 14.2626, 14.2625
3.77341, 27.3002, 28.363, 14.3542, 5.41296, -1.06282, 14.3542, 0, 14.3542, 14.3542, 14.3542, 14.5247, 14.3594, 28.1603, 14.3796, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3542, 14.3555, 14.3542, 14.3542, 14.3542
3.78128, 32.6033, 26.5274, 14.4461, 5.88246, 6.07597, 14.4461, 0, 14.4461, 14.4461, 14.4461, 14.6167, 14.4514, 26.3319, 14.4645, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4461, 14.4471, 14.4461, 14.4462, 14.4461
3.78914, 24.7122, 24.8271, 14.5383, 5.16839, -0.114807, 14.5383, 0, 14.5384, 14.5384, 14.5383, 14.7089, 14.5436, 24.6371, 14.5515, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5383, 14.5391, 14.5383, 14.5385, 14.5383
3.79701, 15.3024, 23.2874, 14.6309, 4.15962, -7.98499, 14.6309, 0, 14.6309, 14.6309, 14.6309, 14.8014, 14.6361, 23.1014, 14.6401, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6309, 14.6315, 14.6309, 14.6311, 14.6309
3.80488, 14.7004, 21.924, 14.7237, 4.08662, -7.22357, 14.7237, 0, 14.7237, 14.7237, 14.7237, 14.8943, 14.729, 21.7408, 14.7302, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7237, 14.7242, 14.7237, 14.7241, 14.7237
3.81275, 12.9391, 20.744, 14.8169, 3.86512, -7.80491, 14.8169, 0, 14.8169, 14.8169, 14.8169, 14.9874, 14.8222, 20.5628, 14.8213, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8169, 14.8172, 14.8169, 14.8174, 14.8169
3.82061, 13.6102, 19.7471, 14.9103, 3.95097, -6.13696, 14.9103, 0, 14.9103, 14.9103, 14.9103, 15.0809, 14.9156, 19.5671, 14.9133, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9103, 14.9106, 14.9103, 14.9112, 14.9103
3.82848, 12.1022, 18.9273, 15.004, 3.75529, -6.82514, 15.004, 0, 15.0041, 15.0041, 15.0041, 15.1746, 15.0094, 18.7478, 15.006, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.0043, 15.004, 15.0054, 15.004
3.83635, 12.5398, 18.2742, 15.0981, 3.81311, -5.73439, 15.0981, 0, 15.0981, 15.0981, 15.0981, 15.2686, 15.1034, 18.0948, 15.0994, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0981, 15.0982, 15.0981, 15.1, 15.0981
