   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_156.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.124236, 0, 3.10962e-16, 0, 1.41421, -3.10962e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81491e-18, 0, 0, 8.61937e-21, 0, 2.68212e-20, 0, 3.09112e-16, 0, 0, 0
0.132102, 0, 5.9619e-16, 0, 1.41421, -5.9619e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47962e-18, 0, 0, 1.67816e-20, 0, 5.23956e-20, 0, 5.92641e-16, 0, 0, 0
0.139969, 0, 1.13255e-15, 0, 1.41421, -1.13255e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61003e-18, 0, 0, 3.23842e-20, 0, 1.01454e-19, 0, 1.1258e-15, 0, 0, 0
0.147835, 0, 2.13202e-15, 0, 1.41421, -2.13202e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24433e-17, 0, 0, 6.19506e-20, 0, 1.94754e-19, 0, 2.11932e-15, 0, 0, 0
0.155702, 0, 3.97788e-15, 0, 1.41421, -3.97788e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32165e-17, 0, 0, 1.175e-19, 0, 3.70706e-19, 0, 3.95418e-15, 0, 0, 0
0.163568, 0, 7.35695e-15, 0, 1.41421, -7.35695e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29378e-17, 0, 0, 2.20991e-19, 0, 6.99811e-19, 0, 7.31309e-15, 0, 0, 0
0.171434, 0, 1.3489e-14, 0, 1.41421, -1.3489e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87263e-17, 0, 0, 4.12205e-19, 0, 1.31042e-18, 0, 1.34085e-14, 0, 0, 0
0.179301, 0, 2.46205e-14, 0, 1.41421, -2.46205e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43693e-16, 0, 0, 7.67184e-19, 0, 2.45073e-18, 0, 2.44736e-14, 0, 0, 0
0.187167, 0, 4.43577e-14, 0, 1.41421, -4.43577e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58885e-16, 0, 0, 1.40711e-18, 0, 4.51445e-18, 0, 4.40929e-14, 0, 0, 0
0.195034, 0, 7.92574e-14, 0, 1.41421, -7.92574e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6257e-16, 0, 0, 2.56075e-18, 0, 8.25324e-18, 0, 7.8784e-14, 0, 0, 0
0.2029, 0, 1.40458e-13, 0, 1.41421, -1.40458e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.19754e-16, 0, 0, 4.6244e-18, 0, 1.49765e-17, 0, 1.39618e-13, 0, 0, 0
0.210767, 0, 2.46899e-13, 0, 1.41421, -2.46899e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44098e-15, 0, 0, 8.28787e-18, 0, 2.69783e-17, 0, 2.45423e-13, 0, 0, 0
0.218633, 0, 4.30518e-13, 0, 1.41421, -4.30518e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51264e-15, 0, 0, 1.47428e-17, 0, 4.82499e-17, 0, 4.27942e-13, 0, 0, 0
0.226499, 0, 7.44716e-13, 0, 1.41421, -7.44716e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34644e-15, 0, 0, 2.60327e-17, 0, 8.56856e-17, 0, 7.40258e-13, 0, 0, 0
0.234366, 0, 1.27804e-12, 0, 1.41421, -1.27804e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45921e-15, 0, 0, 4.56366e-17, 0, 1.51121e-16, 0, 1.27039e-12, 0, 0, 0
0.242232, 0, 2.17609e-12, 0, 1.41421, -2.17609e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27008e-14, 0, 0, 7.94367e-17, 0, 2.6472e-16, 0, 2.16304e-12, 0, 0, 0
0.250099, 0, 3.67629e-12, 0, 1.41421, -3.67629e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14574e-14, 0, 0, 1.37311e-16, 0, 4.60631e-16, 0, 3.65423e-12, 0, 0, 0
0.257965, 0, 6.16263e-12, 0, 1.41421, -6.16263e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59708e-14, 0, 0, 2.35742e-16, 0, 7.96314e-16, 0, 6.12563e-12, 0, 0, 0
0.265831, 0, 1.0251e-11, 0, 1.41421, -1.0251e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98376e-14, 0, 0, 4.02068e-16, 0, 1.36786e-15, 0, 1.01894e-11, 0, 0, 0
0.273698, 0, 1.69213e-11, 0, 1.41421, -1.69213e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87801e-14, 0, 0, 6.81361e-16, 0, 2.33504e-15, 0, 1.68195e-11, 0, 0, 0
0.281564, 0, 2.77192e-11, 0, 1.41421, -2.77192e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61829e-13, 0, 0, 1.14754e-15, 0, 3.96197e-15, 0, 2.75522e-11, 0, 0, 0
0.289431, 0, 4.50638e-11, 0, 1.41421, -4.50638e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63122e-13, 0, 0, 1.92122e-15, 0, 6.68296e-15, 0, 4.47921e-11, 0, 0, 0
0.297297, 0, 7.27099e-11, 0, 1.41421, -7.27099e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2461e-13, 0, 0, 3.1984e-15, 0, 1.12087e-14, 0, 7.22709e-11, 0, 0, 0
0.305164, 0, 1.16438e-10, 3.78351e-44, 1.41421, -1.16438e-10, 0, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 3.78351e-44, 6.80104e-13, 3.78351e-44, 3.78351e-44, 5.29629e-15, 3.78351e-44, 1.86963e-14, 3.78351e-44, 1.15734e-10, 3.78351e-44, 3.78351e-44, 3.78351e-44
0.31303, 0, 1.85074e-10, 7.39886e-43, 1.41421, -1.85074e-10, 0, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 7.39886e-43, 1.08127e-12, 7.39886e-43, 7.39886e-43, 8.72665e-15, 7.39886e-43, 3.10226e-14, 7.39886e-43, 1.83953e-10, 7.39886e-43, 7.39886e-43, 7.39886e-43
0.320896, 0, 2.91987e-10, 1.08769e-41, 1.41421, -2.91987e-10, 0, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.08769e-41, 1.70644e-12, 1.08769e-41, 1.08769e-41, 1.4313e-14, 1.08769e-41, 5.12189e-14, 1.08769e-41, 2.90215e-10, 1.08769e-41, 1.08769e-41, 1.08769e-41
0.328763, 0, 4.57264e-10, 1.45564e-40, 1.41421, -4.57264e-10, 0, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 1.45564e-40, 2.67339e-12, 1.45564e-40, 1.45564e-40, 2.33777e-14, 1.45564e-40, 8.41652e-14, 1.45564e-40, 4.54483e-10, 1.45564e-40, 1.45564e-40, 1.45564e-40
0.336629, 0, 7.10839e-10, 1.75124e-39, 1.41421, -7.10839e-10, 0, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 1.75124e-39, 4.15792e-12, 1.75124e-39, 1.75124e-39, 3.8042e-14, 1.75124e-39, 1.37694e-13, 1.75124e-39, 7.06506e-10, 1.75124e-39, 1.75124e-39, 1.75124e-39
0.344496, 0, 1.09696e-09, 1.89964e-38, 1.41421, -1.09696e-09, 0, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 1.89964e-38, 6.42027e-12, 1.89964e-38, 1.89964e-38, 6.17054e-14, 1.89964e-38, 2.24347e-13, 1.89964e-38, 1.09026e-09, 1.89964e-38, 1.89964e-38, 1.89964e-38
0.352362, 0, 1.68054e-09, 1.86556e-37, 1.41421, -1.68054e-09, 0, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 1.86556e-37, 9.84288e-12, 1.86556e-37, 1.86556e-37, 9.98165e-14, 1.86556e-37, 3.64163e-13, 1.86556e-37, 1.67023e-09, 1.86556e-37, 1.86556e-37, 1.86556e-37
0.360229, 0, 2.55597e-09, 1.66912e-36, 1.41421, -2.55597e-09, 0, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.66912e-36, 1.49834e-11, 1.66912e-36, 1.66912e-36, 1.61108e-13, 1.66912e-36, 5.89109e-13, 1.66912e-36, 2.54024e-09, 1.66912e-36, 1.66912e-36, 1.66912e-36
0.368095, 0, 3.85954e-09, 1.36751e-35, 1.41421, -3.85954e-09, 0, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 1.36751e-35, 2.26489e-11, 1.36751e-35, 1.36751e-35, 2.59589e-13, 1.36751e-35, 9.5012e-13, 1.36751e-35, 3.83568e-09, 1.36751e-35, 1.36751e-35, 1.36751e-35
0.375961, 0, 5.78633e-09, 1.03045e-34, 1.41421, -5.78633e-09, 0, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 1.03045e-34, 3.39988e-11, 1.03045e-34, 1.03045e-34, 4.1774e-13, 1.03045e-34, 1.52828e-12, 1.03045e-34, 5.75038e-09, 1.03045e-34, 1.03045e-34, 1.03045e-34
0.383828, 0, 8.61349e-09, 7.17198e-34, 1.41421, -8.61349e-09, 0, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 7.17198e-34, 5.06869e-11, 7.17198e-34, 7.17198e-34, 6.71669e-13, 7.17198e-34, 2.45258e-12, 7.17198e-34, 8.55967e-09, 7.17198e-34, 7.17198e-34, 7.17198e-34
0.391694, 0, 1.27317e-08, 4.90367e-33, 1.41421, -1.27317e-08, 0, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 4.90367e-33, 7.50553e-11, 4.90367e-33, 4.90367e-33, 1.0794e-12, 4.90367e-33, 3.92807e-12, 4.90367e-33, 1.26516e-08, 4.90367e-33, 4.90367e-33, 4.90367e-33
0.399561, 0, 1.86872e-08, 2.90466e-32, 1.41421, -1.86872e-08, 0, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 2.90466e-32, 1.10397e-10, 2.90466e-32, 2.90466e-32, 1.73418e-12, 2.90466e-32, 6.28054e-12, 2.90466e-32, 1.85687e-08, 2.90466e-32, 2.90466e-32, 2.90466e-32
0.407427, 0, 2.7238e-08, 1.61207e-31, 1.41421, -2.7238e-08, 0, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61207e-31, 1.61314e-10, 1.61207e-31, 1.61207e-31, 2.78579e-12, 1.61207e-31, 1.00272e-11, 1.61207e-31, 2.70638e-08, 1.61207e-31, 1.61207e-31, 1.61207e-31
0.415293, 0, 3.9428e-08, 8.76079e-31, 1.41421, -3.9428e-08, 0, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 8.76079e-31, 2.34188e-10, 8.76079e-31, 8.76079e-31, 4.47463e-12, 8.76079e-31, 1.59879e-11, 8.76079e-31, 3.91733e-08, 8.76079e-31, 8.76079e-31, 8.76079e-31
0.42316, 0, 5.66834e-08, 4.53442e-30, 1.41421, -5.66834e-08, 0, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 4.53442e-30, 3.3782e-10, 4.53442e-30, 4.53442e-30, 7.18582e-12, 4.53442e-30, 2.54607e-11, 4.53442e-30, 5.6313e-08, 4.53442e-30, 4.53442e-30, 4.53442e-30
0.431026, 0, 8.09391e-08, 2.21605e-29, 1.41421, -8.09391e-08, 0, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 2.21605e-29, 4.84269e-10, 2.21605e-29, 2.21605e-29, 1.1535e-11, 2.21605e-29, 4.0496e-11, 2.21605e-29, 8.04028e-08, 2.21605e-29, 2.21605e-29, 2.21605e-29
0.438893, 0, 1.14799e-07, 1.03046e-28, 1.41421, -1.14799e-07, 0, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 1.03046e-28, 6.89951e-10, 1.03046e-28, 1.03046e-28, 1.85031e-11, 1.03046e-28, 6.43232e-11, 1.03046e-28, 1.14026e-07, 1.03046e-28, 1.03046e-28, 1.03046e-28
0.446759, 0, 1.61742e-07, 4.5932e-28, 1.41421, -1.61742e-07, 0, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 4.5932e-28, 9.77093e-10, 4.5932e-28, 4.5932e-28, 2.96472e-11, 4.5932e-28, 1.02012e-10, 4.5932e-28, 1.60633e-07, 4.5932e-28, 4.5932e-28, 4.5932e-28
0.454626, 0, 2.26383e-07, 1.95181e-27, 1.41421, -2.26383e-07, 0, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.95181e-27, 1.3756e-09, 1.95181e-27, 1.95181e-27, 4.74281e-11, 1.95181e-27, 1.61483e-10, 1.95181e-27, 2.24799e-07, 1.95181e-27, 1.95181e-27, 1.95181e-27
0.462492, 0, 3.14797e-07, 7.90712e-27, 1.41421, -3.14797e-07, 0, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 7.90712e-27, 1.92551e-09, 7.90712e-27, 7.90712e-27, 7.57147e-11, 7.90712e-27, 2.55057e-10, 7.90712e-27, 3.12541e-07, 7.90712e-27, 7.90712e-27, 7.90712e-27
0.470358, 0, 4.34928e-07, 3.05701e-26, 1.41421, -4.34928e-07, 0, 3.05701e-26, 3.05701e-26, 3.05701e-26, 3.05701e-26, 3.05701e-26, 3.05701e-26, 3.05701e-26, 3.05701e-26, 8.69228e-13, 3.05701e-26, 3.05701e-26, 2.6801e-09, 3.05701e-26, 3.05701e-26, 1.20556e-10, 3.05701e-26, 4.0178e-10, 3.05701e-26, 4.31725e-07, 3.05701e-26, 3.05701e-26, 3.05701e-26
0.478225, 0, 5.97085e-07, 1.12987e-25, 1.41421, -5.97085e-07, 0, 1.12987e-25, 1.12987e-25, 1.12987e-25, 1.12987e-25, 1.12987e-25, 1.12987e-25, 1.12987e-25, 1.12987e-25, 3.41782e-12, 1.12987e-25, 1.12987e-25, 3.70988e-09, 1.12987e-25, 1.12987e-25, 1.91351e-10, 1.12987e-25, 6.30908e-10, 1.12987e-25, 5.9255e-07, 1.12987e-25, 1.12987e-25, 1.12987e-25
0.486091, 0, 8.14553e-07, 4.0049e-25, 1.41421, -8.14553e-07, 0, 4.0049e-25, 4.0049e-25, 4.0049e-25, 4.0049e-25, 4.0049e-25, 4.0049e-25, 4.0049e-25, 4.0049e-25, 9.24747e-12, 4.0049e-25, 4.0049e-25, 5.10767e-09, 4.0049e-25, 4.0049e-25, 3.02604e-10, 4.0049e-25, 9.87054e-10, 4.0049e-25, 8.08147e-07, 4.0049e-25, 4.0049e-25, 4.0049e-25
0.493958, 0, 1.10908e-06, 1.37792e-24, 1.41421, -1.10908e-06, 0, 3.34743e-14, 1.85606e-13, 7.75733e-14, 6.57907e-10, 2.27137e-11, 8.75068e-13, 1.99218e-11, 2.176e-12, 9.17132e-11, 2.85788e-09, 9.00913e-10, 6.9952e-09, 2.9271e-12, 4.84622e-12, 4.7655e-10, 4.88152e-14, 1.53773e-09, 2.86548e-15, 1.09548e-06, 1.37792e-24, 1.37792e-24, 2.40719e-11
0.501824, 0, 1.50454e-06, 7.33113e-10, 1.41421, -1.50454e-06, 7.33113e-10, 7.33224e-10, 7.3373e-10, 7.33371e-10, 2.92146e-09, 8.08664e-10, 7.36024e-10, 7.99377e-10, 7.40351e-10, 1.01469e-09, 1.02391e-08, 3.72975e-09, 1.02638e-08, 7.42849e-10, 7.49232e-10, 1.48019e-09, 7.33841e-10, 3.11732e-09, 7.33122e-10, 1.47665e-06, 7.33113e-10, 7.33113e-10, 8.13181e-10
0.50969, 0, 2.03876e-06, 2.74065e-09, 1.41421, -2.03876e-06, 2.74065e-09, 2.74096e-09, 2.74233e-09, 2.74136e-09, 8.68867e-09, 2.946e-09, 2.74857e-09, 2.92076e-09, 2.76033e-09, 3.47999e-09, 2.85782e-08, 1.08856e-08, 1.56601e-08, 2.76712e-09, 2.78447e-09, 3.90617e-09, 2.74387e-09, 6.41797e-09, 2.74068e-09, 1.97962e-06, 2.74065e-09, 2.74065e-09, 2.95828e-09
0.517557, 0, 2.75849e-06, 6.56109e-09, 1.41421, -2.75849e-06, 6.56109e-09, 6.56178e-09, 6.56492e-09, 6.56269e-09, 2.01625e-08, 7.03066e-09, 6.57918e-09, 6.97294e-09, 6.60607e-09, 8.2334e-09, 6.56444e-08, 2.51864e-08, 2.39865e-08, 6.6216e-09, 6.66128e-09, 8.36911e-09, 6.56912e-09, 1.22e-08, 6.56114e-09, 2.63902e-06, 6.56109e-09, 6.56109e-09, 7.05874e-09
0.525423, 0, 3.74512e-06, 1.49738e-08, 1.41421, -3.74512e-06, 1.49738e-08, 1.49753e-08, 1.49823e-08, 1.49773e-08, 4.50764e-08, 1.60131e-08, 1.50138e-08, 1.58853e-08, 1.50734e-08, 1.86414e-08, 1.45737e-07, 5.61951e-08, 3.83608e-08, 1.51077e-08, 1.51955e-08, 1.77623e-08, 1.49927e-08, 2.35694e-08, 1.49739e-08, 3.50102e-06, 1.49738e-08, 1.49738e-08, 1.60752e-08
0.53329, 0, 5.12572e-06, 3.30859e-08, 1.41421, -5.12572e-06, 3.30859e-08, 3.30892e-08, 3.31042e-08, 3.30936e-08, 9.79713e-08, 3.5326e-08, 3.31722e-08, 3.50507e-08, 3.33005e-08, 4.15382e-08, 3.14941e-07, 1.21937e-07, 6.43212e-08, 3.33746e-08, 3.35639e-08, 3.73607e-08, 3.31285e-08, 4.61065e-08, 3.30862e-08, 4.62542e-06, 3.30859e-08, 3.30859e-08, 3.546e-08
0.541156, 0, 7.11309e-06, 7.12136e-08, 1.41421, -7.11309e-06, 7.12136e-08, 7.12206e-08, 7.12522e-08, 7.12297e-08, 2.07794e-07, 7.5929e-08, 7.13953e-08, 7.53494e-08, 7.16654e-08, 9.15075e-08, 6.64506e-07, 2.58242e-07, 1.1273e-07, 7.18213e-08, 7.22197e-08, 7.77256e-08, 7.13067e-08, 9.07946e-08, 7.12142e-08, 6.09203e-06, 7.12136e-08, 7.12136e-08, 7.62109e-08
0.549023, 0, 1.00748e-05, 1.49698e-07, 1.41421, -1.00748e-05, 1.49698e-07, 1.49713e-07, 1.49778e-07, 1.49731e-07, 4.30797e-07, 1.59403e-07, 1.50072e-07, 1.5821e-07, 1.50628e-07, 1.99512e-07, 1.37076e-06, 5.34624e-07, 2.04617e-07, 1.50949e-07, 1.51769e-07, 1.59554e-07, 1.49897e-07, 1.78934e-07, 1.49699e-07, 8.01041e-06, 1.49698e-07, 1.49698e-07, 1.59983e-07
0.556889, 0, 1.46461e-05, 3.077e-07, 1.41421, -1.46461e-05, 3.077e-07, 3.07729e-07, 3.0786e-07, 3.07767e-07, 8.73721e-07, 3.27241e-07, 3.08453e-07, 3.24839e-07, 3.09572e-07, 4.19742e-07, 2.76644e-06, 1.08279e-06, 3.80004e-07, 3.10218e-07, 3.11869e-07, 3.22521e-07, 3.08113e-07, 3.51033e-07, 3.07702e-07, 1.05364e-05, 3.077e-07, 3.077e-07, 3.2841e-07
0.564755, 0, 2.19417e-05, 6.18802e-07, 1.41421, -2.19417e-05, 6.18802e-07, 6.18859e-07, 6.19117e-07, 6.18934e-07, 1.73427e-06, 6.57313e-07, 6.20286e-07, 6.52579e-07, 6.22492e-07, 8.59366e-07, 5.46427e-06, 2.14628e-06, 7.13553e-07, 6.23765e-07, 6.27019e-07, 6.40937e-07, 6.19643e-07, 6.82555e-07, 6.18807e-07, 1.38993e-05, 6.18802e-07, 6.18802e-07, 6.59616e-07
