   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_860.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
18.4666, 0, 0.0269258, 0, 1.41421, -0.0269258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0269258, 0
18.4746, 0, 0.0276101, 0, 1.41421, -0.0276101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0276101, 0
18.4826, 0, 0.0283111, 0, 1.41421, -0.0283111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0283111, 0
18.4905, 0, 0.0290286, 0, 1.41421, -0.0290286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0290286, 0
18.4985, 0, 0.029763, 0, 1.41421, -0.029763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029763, 0
18.5065, 1, 0.030513, 0, 1.73205, 0.969487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.030513, 0
18.5144, 0, 0.031278, 0, 1.41421, -0.031278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031278, 0
18.5224, 0, 0.0320573, 0, 1.41421, -0.0320573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0320573, 0
18.5304, 0, 0.0328492, 0, 1.41421, -0.0328492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0328492, 0
18.5383, 0, 0.0336523, 0, 1.41421, -0.0336523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0336523, 0
18.5463, 0, 0.034465, 0, 1.41421, -0.034465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.034465, 0
18.5543, 0, 0.0352846, 0, 1.41421, -0.0352846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0352846, 0
18.5623, 0, 0.0361091, 0, 1.41421, -0.0361091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0361091, 0
18.5702, 0, 0.0369355, 0, 1.41421, -0.0369355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0369355, 0
18.5782, 0, 0.0377611, 0, 1.41421, -0.0377611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377611, 0
18.5862, 0, 0.0385826, 0, 1.41421, -0.0385826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0385826, 0
18.5941, 0, 0.0393967, 0, 1.41421, -0.0393967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0393967, 0
18.6021, 0, 0.0401997, 0, 1.41421, -0.0401997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0401997, 0
18.6101, 0, 0.0409879, 0, 1.41421, -0.0409879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0409879, 0
18.618, 0, 0.0417578, 0, 1.41421, -0.0417578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0417578, 0
18.626, 0, 0.0425051, 0, 1.41421, -0.0425051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0425051, 0
18.634, 0, 0.0432263, 0, 1.41421, -0.0432263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0432263, 0
18.6419, 1, 0.0439174, 0, 1.73205, 0.956083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0439174, 0
18.6499, 0, 0.0445743, 0, 1.41421, -0.0445743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0445743, 0
18.6579, 0, 0.0451935, 0, 1.41421, -0.0451935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0451935, 0
18.6658, 0, 0.0457713, 0, 1.41421, -0.0457713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0457713, 0
18.6738, 0, 0.0463035, 0, 1.41421, -0.0463035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463035, 0
18.6818, 0, 0.0467866, 0, 1.41421, -0.0467866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0467866, 0
18.6897, 0, 0.0472172, 0, 1.41421, -0.0472172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0472172, 0
18.6977, 0, 0.0475917, 0, 1.41421, -0.0475917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0475917, 0
18.7057, 0, 0.0479068, 0, 1.41421, -0.0479068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0479068, 0
18.7136, 0, 0.0481595, 0, 1.41421, -0.0481595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0481595, 0
18.7216, 0, 0.048347, 0, 1.41421, -0.048347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048347, 0
18.7296, 0, 0.0484669, 0, 1.41421, -0.0484669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0484669, 0
18.7375, 0, 0.0485172, 0, 1.41421, -0.0485172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0485172, 0
18.7455, 0, 0.0484963, 0, 1.41421, -0.0484963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0484963, 0
18.7535, 0, 0.0484033, 0, 1.41421, -0.0484033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0484033, 0
18.7614, 0, 0.0482379, 0, 1.41421, -0.0482379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0482379, 0
18.7694, 0, 0.0480005, 0, 1.41421, -0.0480005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0480005, 0
18.7774, 0, 0.0476922, 0, 1.41421, -0.0476922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0476922, 0
18.7853, 0, 0.0473149, 0, 1.41421, -0.0473149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473149, 0
18.7933, 0, 0.0468713, 0, 1.41421, -0.0468713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0468713, 0
18.8013, 0, 0.0463648, 0, 1.41421, -0.0463648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463648, 0
18.8092, 0, 0.0457993, 0, 1.41421, -0.0457993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0457993, 0
18.8172, 0, 0.0451795, 0, 1.41421, -0.0451795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0451795, 0
18.8252, 0, 0.0445104, 0, 1.41421, -0.0445104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0445104, 0
18.8331, 0, 0.0437978, 0, 1.41421, -0.0437978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0437978, 0
18.8411, 0, 0.0430473, 0, 1.41421, -0.0430473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0430473, 0
18.8491, 0, 0.0422647, 0, 1.41421, -0.0422647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0422647, 0
18.857, 0, 0.0414563, 0, 1.41421, -0.0414563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0414563, 0
18.865, 0, 0.0406277, 0, 1.41421, -0.0406277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0406277, 0
18.873, 0, 0.0397844, 0, 1.41421, -0.0397844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0397844, 0
18.8809, 0, 0.0389317, 0, 1.41421, -0.0389317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0389317, 0
18.8889, 0, 0.0380745, 0, 1.41421, -0.0380745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0380745, 0
18.8969, 0, 0.0372169, 0, 1.41421, -0.0372169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0372169, 0
18.9048, 0, 0.0363632, 0, 1.41421, -0.0363632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0363632, 0
18.9128, 0, 0.0355165, 0, 1.41421, -0.0355165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0355165, 0
18.9208, 0, 0.0346795, 0, 1.41421, -0.0346795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0346795, 0
18.9287, 0, 0.0338549, 0, 1.41421, -0.0338549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0338549, 0
18.9367, 0, 0.0330445, 0, 1.41421, -0.0330445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0330445, 0
18.9447, 0, 0.0322493, 0, 1.41421, -0.0322493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0322493, 0
18.9526, 0, 0.0314711, 0, 1.41421, -0.0314711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314711, 0
18.9606, 0, 0.0307098, 0, 1.41421, -0.0307098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0307098, 0
18.9686, 0, 0.029966, 0, 1.41421, -0.029966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029966, 0
18.9765, 0, 0.0292402, 0, 1.41421, -0.0292402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0292402, 0
18.9845, 0, 0.0285319, 0, 1.41421, -0.0285319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0285319, 0
18.9925, 0, 0.0278413, 0, 1.41421, -0.0278413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0278413, 0
19.0005, 0, 0.027168, 0, 1.41421, -0.027168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.027168, 0
19.0084, 0, 0.0265114, 0, 1.41421, -0.0265114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0265114, 0
19.0164, 0, 0.0258714, 0, 1.41421, -0.0258714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0258714, 0
19.0243, 0, 0.0252476, 0, 1.41421, -0.0252476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0252476, 0
19.0323, 0, 0.024639, 0, 1.41421, -0.024639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.024639, 0
19.0403, 0, 0.0240456, 0, 1.41421, -0.0240456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0240456, 0
19.0483, 0, 0.0234668, 0, 1.41421, -0.0234668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0234668, 0
19.0562, 0, 0.022902, 0, 1.41421, -0.022902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022902, 0
19.0642, 0, 0.0223512, 0, 1.41421, -0.0223512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0223512, 0
19.0722, 0, 0.0218136, 0, 1.41421, -0.0218136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0218136, 0
19.0801, 0, 0.021289, 0, 1.41421, -0.021289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.021289, 0
19.0881, 0, 0.020777, 0, 1.41421, -0.020777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.020777, 0
19.0961, 0, 0.0202774, 0, 1.41421, -0.0202774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0202774, 0
19.104, 0, 0.0197898, 0, 1.41421, -0.0197898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0197898, 0
19.112, 0, 0.0193139, 0, 1.41421, -0.0193139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0193139, 0
19.12, 0, 0.0188494, 0, 1.41421, -0.0188494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0188494, 0
19.1279, 0, 0.0183962, 0, 1.41421, -0.0183962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0183962, 0
19.1359, 0, 0.0179541, 0, 1.41421, -0.0179541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0179541, 0
19.1439, 0, 0.0175229, 0, 1.41421, -0.0175229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0175229, 0
19.1518, 0, 0.0171022, 0, 1.41421, -0.0171022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0171022, 0
19.1598, 0, 0.0166922, 0, 1.41421, -0.0166922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0166922, 0
19.1678, 0, 0.0162927, 0, 1.41421, -0.0162927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162927, 0
19.1757, 0, 0.0159034, 0, 1.41421, -0.0159034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159034, 0
19.1837, 0, 0.0155241, 0, 1.41421, -0.0155241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0155241, 0
19.1917, 0, 0.0151549, 0, 1.41421, -0.0151549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0151549, 0
19.1996, 0, 0.0147953, 0, 1.41421, -0.0147953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0147953, 0
19.2076, 0, 0.0144455, 0, 1.41421, -0.0144455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0144455, 0
19.2156, 0, 0.0141052, 0, 1.41421, -0.0141052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0141052, 0
19.2235, 1, 0.013774, 0, 1.73205, 0.986226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013774, 0
19.2315, 0, 0.013452, 0, 1.41421, -0.013452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013452, 0
19.2395, 0, 0.0131387, 0, 1.41421, -0.0131387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0131387, 0
19.2474, 0, 0.0128342, 0, 1.41421, -0.0128342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0128342, 0
19.2554, 0, 0.0125381, 0, 1.41421, -0.0125381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0125381, 0
19.2634, 0, 0.0122501, 0, 1.41421, -0.0122501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0122501, 0
19.2713, 0, 0.0119701, 0, 1.41421, -0.0119701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0119701, 0
19.2793, 0, 0.0116977, 0, 1.41421, -0.0116977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0116977, 0
19.2873, 0, 0.0114327, 0, 1.41421, -0.0114327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0114327, 0
19.2952, 0, 0.0111749, 0, 1.41421, -0.0111749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0111749, 0
19.3032, 0, 0.0109241, 0, 1.41421, -0.0109241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0109241, 0
19.3112, 0, 0.0106799, 0, 1.41421, -0.0106799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0106799, 0
19.3191, 0, 0.0104423, 0, 1.41421, -0.0104423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0104423, 0
19.3271, 0, 0.0102109, 0, 1.41421, -0.0102109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0102109, 0
19.3351, 0, 0.00998541, 0, 1.41421, -0.00998541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00998541, 0
19.343, 0, 0.00976573, 0, 1.41421, -0.00976573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00976573, 0
19.351, 0, 0.00955158, 0, 1.41421, -0.00955158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00955158, 0
19.359, 0, 0.00934266, 0, 1.41421, -0.00934266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00934266, 0
19.3669, 0, 0.00913885, 0, 1.41421, -0.00913885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00913885, 0
19.3749, 0, 0.00893983, 0, 1.41421, -0.00893983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00893983, 0
19.3829, 0, 0.0087453, 0, 1.41421, -0.0087453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0087453, 0
19.3908, 0, 0.0085551, 0, 1.41421, -0.0085551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0085551, 0
19.3988, 0, 0.0083689, 0, 1.41421, -0.0083689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0083689, 0
19.4068, 0, 0.00818643, 0, 1.41421, -0.00818643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00818643, 0
19.4147, 0, 0.0080074, 0, 1.41421, -0.0080074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0080074, 0
19.4227, 0, 0.00783153, 0, 1.41421, -0.00783153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00783153, 0
19.4307, 0, 0.00765852, 0, 1.41421, -0.00765852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00765852, 0
19.4386, 0, 0.00748819, 0, 1.41421, -0.00748819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00748819, 0
19.4466, 0, 0.00732025, 0, 1.41421, -0.00732025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00732025, 0
19.4546, 0, 0.00715444, 0, 1.41421, -0.00715444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00715444, 0
19.4626, 0, 0.00699068, 0, 1.41421, -0.00699068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00699068, 0
19.4705, 0, 0.00682871, 0, 1.41421, -0.00682871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00682871, 0
19.4785, 0, 0.00666851, 0, 1.41421, -0.00666851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00666851, 0
19.4865, 0, 0.00650999, 0, 1.41421, -0.00650999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00650999, 0
19.4944, 0, 0.00635297, 0, 1.41421, -0.00635297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00635297, 0
19.5024, 0, 0.00619755, 0, 1.41421, -0.00619755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00619755, 0
19.5104, 0, 0.0060437, 0, 1.41421, -0.0060437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0060437, 0
19.5183, 0, 0.00589138, 0, 1.41421, -0.00589138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00589138, 0
19.5263, 0, 0.00574067, 0, 1.41421, -0.00574067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00574067, 0
19.5343, 0, 0.00559156, 0, 1.41421, -0.00559156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00559156, 0
19.5422, 0, 0.005444, 0, 1.41421, -0.005444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005444, 0
19.5502, 0, 0.00529805, 0, 1.41421, -0.00529805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00529805, 0
19.5582, 0, 0.00515367, 0, 1.41421, -0.00515367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00515367, 0
19.5661, 0, 0.0050107, 0, 1.41421, -0.0050107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0050107, 0
19.5741, 0, 0.00486917, 0, 1.41421, -0.00486917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00486917, 0
19.5821, 0, 0.00472897, 0, 1.41421, -0.00472897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00472897, 0
19.59, 0, 0.00458999, 0, 1.41421, -0.00458999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00458999, 0
19.598, 0, 0.00445223, 0, 1.41421, -0.00445223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00445223, 0
19.606, 0, 0.00431561, 0, 1.41421, -0.00431561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00431561, 0
19.6139, 0, 0.0041801, 0, 1.41421, -0.0041801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041801, 0
19.6219, 0, 0.00404579, 0, 1.41421, -0.00404579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00404579, 0
19.6299, 0, 0.00391274, 0, 1.41421, -0.00391274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00391274, 0
19.6378, 0, 0.0037811, 0, 1.41421, -0.0037811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0037811, 0
19.6458, 0, 0.00365107, 0, 1.41421, -0.00365107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00365107, 0
19.6538, 0, 0.00352291, 0, 1.41421, -0.00352291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00352291, 0
