   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_438.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
5.79357, 132.089, 124.512, 49.3363, 11.5797, 7.57774, 49.3363, 0, 49.3363, 50.4692, 49.921, 93.1507, 78.9797, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363, 49.3363
5.80143, 150.604, 137.835, 49.3634, 12.3533, 12.7687, 49.3634, 0, 49.3634, 50.4033, 49.954, 99.6716, 85.8965, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634, 49.3634
5.8093, 206.573, 152.574, 49.3802, 14.4421, 53.9991, 49.3802, 0, 49.3802, 50.3253, 49.9767, 106.506, 93.9063, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802, 49.3802
5.81716, 207.533, 168.654, 49.3845, 14.4753, 38.8791, 49.3845, 0, 49.3845, 50.2351, 49.9868, 113.536, 103.05, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845, 49.3845
5.82503, 227.497, 185.951, 49.3739, 15.1492, 41.546, 49.3739, 0, 49.3739, 50.1319, 49.9821, 120.621, 113.338, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739, 49.3739
5.83289, 226.276, 204.277, 49.3455, 15.1088, 21.9998, 49.3455, 0, 49.3455, 50.0147, 49.9596, 127.602, 124.737, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455, 49.3455
5.84075, 251.225, 223.388, 49.2963, 15.913, 27.8364, 49.2963, 0, 49.2963, 49.8815, 49.9164, 134.308, 137.172, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963, 49.2963
5.84862, 273.838, 242.988, 49.2231, 16.6084, 30.8503, 49.2231, 0, 49.2231, 49.7302, 49.8491, 140.56, 150.518, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231, 49.2231
5.85648, 292.196, 262.719, 49.1223, 17.1521, 29.4764, 49.1223, 0, 49.1223, 49.5579, 49.7543, 146.181, 164.593, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223, 49.1223
5.86435, 303.379, 282.19, 48.9903, 17.4751, 21.1885, 48.9903, 0, 48.9903, 49.3613, 49.6283, 151.003, 179.168, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903, 48.9903
5.87221, 315.946, 300.975, 48.8236, 17.831, 14.9704, 48.8236, 0, 48.8236, 49.1372, 49.4677, 154.874, 193.967, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236, 48.8236
5.88007, 321.727, 318.631, 48.6188, 17.9924, 3.0957, 48.6188, 0, 48.6188, 48.8819, 49.2689, 157.668, 208.669, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188, 48.6188
5.88794, 341.854, 334.714, 48.3727, 18.5433, 7.14075, 48.3727, 0, 48.3727, 48.5921, 49.0289, 159.288, 222.923, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727, 48.3727
5.8958, 343.625, 348.796, 48.0827, 18.591, -5.17126, 48.0827, 0, 48.0827, 48.2647, 48.745, 159.673, 236.362, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827, 48.0827
5.90367, 357.337, 360.49, 47.7468, 18.9562, -3.15338, 47.7468, 0, 47.7468, 47.8972, 48.4152, 158.803, 248.616, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468, 47.7468
5.91153, 354.637, 369.457, 47.3636, 18.8848, -14.8201, 47.3636, 0, 47.3636, 47.4877, 48.0382, 156.695, 259.326, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636, 47.3636
5.91939, 331.368, 375.426, 46.9329, 18.2584, -44.058, 46.9329, 0, 46.9329, 47.0353, 47.6137, 153.408, 268.167, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329, 46.9329
5.92726, 373.583, 378.21, 46.4552, 19.38, -4.62674, 46.4552, 0, 46.4552, 46.54, 47.1423, 149.035, 274.859, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552, 46.4552
5.93512, 384.37, 377.712, 45.9323, 19.6563, 6.65741, 45.9323, 0, 45.9323, 46.0029, 46.6258, 143.698, 279.182, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323, 45.9323
5.94299, 334.338, 373.931, 45.3674, 18.3395, -39.5928, 45.3674, 0, 45.3674, 45.4268, 46.0671, 137.549, 280.99, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674, 45.3674
5.95085, 327.332, 366.959, 44.7642, 18.1475, -39.627, 44.7642, 0, 44.7642, 44.8148, 45.4704, 130.753, 280.214, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642, 44.7642
5.95871, 347.767, 356.985, 44.128, 18.7021, -9.21811, 44.128, 0, 44.128, 44.1719, 44.8408, 123.485, 276.872, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128, 44.128
5.96658, 309.229, 344.277, 43.4649, 17.6417, -35.0484, 43.4649, 0, 43.465, 43.5036, 44.1843, 115.923, 271.062, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649, 43.4649
5.97444, 306.267, 329.176, 42.7818, 17.5575, -22.9089, 42.7818, 0, 42.7818, 42.8166, 43.5081, 108.238, 262.958, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818, 42.7818
5.98231, 312.911, 312.078, 42.0861, 17.7457, 0.833588, 42.0861, 0, 42.0861, 42.1181, 42.8195, 100.592, 252.806, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861, 42.0861
5.99017, 275.263, 293.413, 41.3856, 16.6512, -18.1505, 41.3856, 0, 41.3856, 41.4155, 42.1265, 93.1264, 240.901, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856, 41.3856
5.99803, 233.316, 273.636, 40.6881, 15.34, -40.3206, 40.6881, 0, 40.6882, 40.7167, 41.4373, 85.9637, 227.583, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881, 40.6881
6.0059, 246.622, 253.202, 40.0017, 15.7677, -6.57973, 40.0017, 0, 40.0017, 40.0292, 40.76, 79.2033, 213.214, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017, 40.0017
6.01376, 214.71, 232.542, 39.3334, 14.7211, -17.8329, 39.3334, 0, 39.3334, 39.3603, 40.1025, 72.919, 198.161, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334
6.02163, 200.869, 212.07, 38.6901, 14.2432, -11.201, 38.6901, 0, 38.6901, 38.7167, 39.4725, 67.1635, 182.787, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901, 38.6901
6.02949, 184.029, 192.144, 38.0777, 13.6393, -8.11435, 38.0777, 0, 38.0777, 38.1042, 38.8772, 61.9647, 167.431, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777, 38.0777
6.03736, 159.84, 173.074, 37.5012, 12.7217, -13.2336, 37.5012, 0, 37.5012, 37.5276, 38.3238, 57.3313, 152.395, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012, 37.5012
6.04522, 143.862, 155.114, 36.9643, 12.0773, -11.2529, 36.9643, 0, 36.9643, 36.9908, 37.8193, 53.2553, 137.942, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643, 36.9643
6.05308, 137.239, 138.459, 36.4699, 11.8, -1.21985, 36.4699, 0, 36.4699, 36.4966, 37.3715, 49.7145, 124.286, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699, 36.4699
6.06095, 106.885, 123.245, 36.0196, 10.4348, -16.3597, 36.0196, 0, 36.0196, 36.0465, 36.9895, 46.6762, 111.592, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196, 36.0196
6.06881, 103.274, 109.553, 35.614, 10.2603, -6.2784, 35.614, 0, 35.6141, 35.6412, 36.6848, 44.0995, 99.9694, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614, 35.614
6.07668, 83.937, 97.4202, 35.2528, 9.27022, -13.4832, 35.2528, 0, 35.2528, 35.2802, 36.4729, 41.9399, 89.4854, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528, 35.2528
6.08454, 89.0199, 86.8473, 34.9345, 9.54043, 2.1726, 34.9345, 0, 34.9345, 34.9622, 36.376, 40.1504, 80.1623, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345, 34.9345
6.0924, 83.4621, 77.8066, 34.6573, 9.24457, 5.65553, 34.6573, 0, 34.6573, 34.6854, 36.425, 38.684, 71.9843, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573, 34.6573
6.10027, 83.4204, 70.256, 34.4185, 9.24232, 13.1644, 34.4185, 0, 34.4185, 34.4469, 36.664, 37.4953, 64.9054, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185, 34.4185
6.10813, 54.5197, 64.1547, 34.2152, 7.51796, -9.63501, 34.2152, 0, 34.2152, 34.2439, 37.1549, 36.5424, 58.8591, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152, 34.2152
6.116, 54.6802, 59.4704, 34.0441, 7.52862, -4.79019, 34.0441, 0, 34.0441, 34.0731, 37.9835, 35.7865, 53.7595, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441, 34.0441
6.12386, 59.6272, 56.1982, 33.9018, 7.8503, 3.42899, 33.9018, 0, 33.9018, 33.9312, 39.2667, 35.1933, 49.5123, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018, 33.9018
6.13172, 54.0224, 54.3729, 33.7848, 7.48481, -0.350544, 33.7848, 0, 33.7848, 33.8145, 41.1615, 34.7328, 46.0186, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848, 33.7848
6.13959, 54.8369, 54.0839, 33.6899, 7.53902, 0.753002, 33.6899, 0, 33.6899, 33.72, 43.8755, 34.3789, 43.1792, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899, 33.6899
6.14745, 68.817, 55.49, 33.6139, 8.41529, 13.327, 33.6139, 0, 33.6139, 33.6444, 47.678, 34.11, 40.8993, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139, 33.6139
6.15532, 57.6034, 58.8345, 33.5539, 7.72032, -1.23119, 33.5539, 0, 33.5539, 33.5847, 52.913, 33.908, 39.0905, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539, 33.5539
6.16318, 56.505, 64.4601, 33.5072, 7.64885, -7.95517, 33.5072, 0, 33.5072, 33.5384, 60.0133, 33.7581, 37.672, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072, 33.5072
6.17104, 82.964, 72.8207, 33.4714, 9.21759, 10.1433, 33.4714, 0, 33.4714, 33.503, 69.5111, 33.6482, 36.5726, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714, 33.4714
6.17891, 123.285, 84.497, 33.4446, 11.1931, 38.7881, 33.4446, 0, 33.4446, 33.4765, 82.0547, 33.5691, 35.7304, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446, 33.4446
6.18677, 120.466, 100.197, 33.4248, 11.0665, 20.2691, 33.4248, 0, 33.4248, 33.4572, 98.4086, 33.5132, 35.0927, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248, 33.4248
6.19464, 143.12, 120.771, 33.4107, 12.0466, 22.3492, 33.4107, 0, 33.4107, 33.4434, 119.469, 33.4751, 34.6155, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107, 33.4107
6.2025, 167.584, 147.203, 33.4009, 13.0224, 20.3809, 33.4009, 0, 33.4009, 33.434, 146.259, 33.4504, 34.2624, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009, 33.4009
6.21037, 209.066, 180.592, 33.3944, 14.5281, 28.4736, 33.3944, 0, 33.3944, 33.428, 179.907, 33.4362, 34.0043, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944, 33.3944
6.21823, 246.235, 222.151, 33.3904, 15.7555, 24.0842, 33.3904, 0, 33.3904, 33.4244, 221.649, 33.4305, 33.8179, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904, 33.3904
6.22609, 316.275, 273.16, 33.3882, 17.8403, 43.1152, 33.3882, 0, 33.3882, 33.4227, 272.785, 33.4321, 33.6848, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882, 33.3882
6.23396, 373.927, 334.924, 33.3873, 19.3888, 39.0029, 33.3873, 0, 33.3873, 33.4223, 334.632, 33.4406, 33.5911, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873
6.24182, 467.799, 408.714, 33.3873, 21.6748, 59.0842, 33.3873, 0, 33.3873, 33.4229, 408.471, 33.4563, 33.5259, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873, 33.3873
6.24969, 558.205, 495.697, 33.3879, 23.6686, 62.5084, 33.3879, 0, 33.3879, 33.424, 495.475, 33.4799, 33.4812, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879, 33.3879
6.25755, 631.948, 596.866, 33.3887, 25.1783, 35.0818, 33.3887, 0, 33.3887, 33.4256, 596.643, 33.5129, 33.451, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887, 33.3887
6.26541, 803.854, 712.93, 33.3897, 28.3876, 90.9234, 33.3897, 0, 33.3897, 33.4273, 712.684, 33.5575, 33.4308, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897, 33.3897
6.27328, 940.612, 844.227, 33.3907, 30.702, 96.385, 33.3907, 0, 33.3907, 33.4292, 843.936, 33.6161, 33.4176, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907, 33.3907
6.28114, 1068.06, 990.651, 33.3916, 32.7118, 77.412, 33.3916, 0, 33.3917, 33.431, 990.294, 33.6922, 33.409, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916, 33.3916
6.28901, 1236.27, 1151.58, 33.3923, 35.1891, 84.6945, 33.3923, 0, 33.3924, 33.4328, 1151.13, 33.7895, 33.4035, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923, 33.3923
6.29687, 1401.81, 1325.71, 33.3928, 37.4675, 76.1025, 33.3928, 0, 33.3928, 33.4346, 1325.14, 33.9124, 33.3999, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928, 33.3928
6.30473, 1598.66, 1511.19, 33.3929, 40.0082, 87.4706, 33.3929, 0, 33.3929, 33.4363, 1510.47, 34.0659, 33.3974, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929, 33.3929
6.3126, 1841.48, 1705.44, 33.3927, 42.9357, 136.033, 33.3927, 0, 33.3927, 33.4378, 1704.53, 34.2552, 33.3954, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927, 33.3927
6.32046, 1944.05, 1905.27, 33.392, 44.1141, 38.7761, 33.392, 0, 33.392, 33.4393, 1904.13, 34.4858, 33.3937, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392, 33.392
6.32833, 2151.09, 2106.94, 33.3908, 46.4014, 44.1477, 33.3908, 0, 33.3908, 33.4406, 2105.52, 34.7633, 33.3918, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908, 33.3908
6.33619, 2399.72, 2306.19, 33.389, 49.0073, 93.5266, 33.389, 0, 33.389, 33.4417, 2304.43, 35.0928, 33.3896, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389, 33.389
6.34406, 2612.26, 2498.47, 33.3865, 51.1298, 113.792, 33.3865, 0, 33.3865, 33.4427, 2496.32, 35.4792, 33.3869, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865, 33.3865
6.35192, 2679.55, 2679.02, 33.3833, 51.7837, 0.533447, 33.3833, 0, 33.3833, 33.4435, 2676.41, 35.9261, 33.3835, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833, 33.3833
6.35978, 2878.09, 2843.11, 33.3791, 53.6665, 34.9802, 33.3791, 0, 33.3792, 33.444, 2839.99, 36.436, 33.3793, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791, 33.3791
6.36765, 2975.78, 2986.28, 33.374, 54.569, -10.498, 33.374, 0, 33.374, 33.4441, 2982.57, 37.0097, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374, 33.374
6.37551, 3145.54, 3104.43, 33.3676, 56.1029, 41.1094, 33.3676, 0, 33.3676, 33.4439, 3100.07, 37.6458, 33.3677, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676, 33.3676
6.38338, 3140.91, 3194.14, 33.3599, 56.0617, -53.2251, 33.3599, 0, 33.3599, 33.443, 3189.07, 38.3405, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599, 33.3599
6.39124, 3184.13, 3252.76, 33.3507, 56.4458, -68.6235, 33.3507, 0, 33.3507, 33.4414, 3246.93, 39.0876, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507, 33.3507
6.3991, 3241.35, 3278.56, 33.3397, 56.9504, -37.2065, 33.3397, 0, 33.3397, 33.4388, 3271.92, 39.8778, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397, 33.3397
6.40697, 3168.88, 3270.81, 33.3267, 56.3106, -101.933, 33.3267, 0, 33.3267, 33.435, 3263.33, 40.699, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267
6.41483, 3132.07, 3229.84, 33.3116, 55.9828, -97.7639, 33.3116, 0, 33.3116, 33.4299, 3221.5, 41.5369, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116, 33.3116
6.4227, 3168.73, 3156.97, 33.2941, 56.3092, 11.7585, 33.2941, 0, 33.2941, 33.4229, 3147.76, 42.3745, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941, 33.2941
6.43056, 3100.32, 3054.49, 33.2741, 55.6985, 45.8286, 33.2741, 0, 33.2741, 33.4139, 3044.43, 43.1929, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741, 33.2741
6.43842, 2918.55, 2925.52, 33.2513, 54.0421, -6.96826, 33.2513, 0, 33.2513, 33.4026, 2914.64, 43.9723, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513, 33.2513
6.44629, 2696.65, 2773.82, 33.2256, 51.9485, -77.1736, 33.2256, 0, 33.2256, 33.3886, 2762.19, 44.6923, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256, 33.2256
6.45415, 2672.62, 2603.66, 33.197, 51.7167, 68.9578, 33.197, 0, 33.197, 33.3715, 2591.35, 45.3331, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197
6.46202, 2364.05, 2419.64, 33.1653, 48.642, -55.5898, 33.1653, 0, 33.1653, 33.3512, 2406.74, 45.8759, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653, 33.1653
6.46988, 2202.02, 2226.38, 33.1305, 46.947, -24.3625, 33.1305, 0, 33.1305, 33.3273, 2213.01, 46.3042, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305
6.47775, 2079.1, 2028.43, 33.0927, 45.6191, 50.6714, 33.0927, 0, 33.0927, 33.2997, 2014.71, 46.6047, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927, 33.0927
6.48561, 1870.37, 1830.11, 33.052, 43.2709, 40.2589, 33.052, 0, 33.0521, 33.2683, 1816.18, 46.7672, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052, 33.052
6.49347, 1650.16, 1635.27, 33.0087, 40.6467, 14.8866, 33.0087, 0, 33.0087, 33.2329, 1621.27, 46.7861, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087, 33.0087
6.50134, 1492.86, 1447.29, 32.9629, 38.6635, 45.5709, 32.9629, 0, 32.9629, 33.1938, 1433.36, 46.66, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629, 32.9629
6.5092, 1293.81, 1268.93, 32.9149, 35.9973, 24.8829, 32.9149, 0, 32.915, 33.1509, 1255.21, 46.392, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149, 32.9149
6.51707, 1177.02, 1102.33, 32.8652, 34.3368, 74.6821, 32.8652, 0, 32.8653, 33.1046, 1088.97, 45.9894, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652, 32.8652
6.52493, 1009.33, 949.056, 32.8142, 31.8015, 60.2781, 32.8142, 0, 32.8142, 33.0551, 936.166, 45.4636, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142, 32.8142
6.53279, 831.072, 810.007, 32.7623, 28.863, 21.0649, 32.7623, 0, 32.7623, 33.0029, 797.699, 44.8294, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623, 32.7623
6.54066, 717.591, 685.591, 32.7099, 26.8252, 31.9994, 32.7099, 0, 32.7099, 32.9485, 673.959, 44.1039, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099, 32.7099
6.54852, 586.407, 575.74, 32.6575, 24.2571, 10.6667, 32.6575, 0, 32.6575, 32.8924, 564.857, 43.3064, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575, 32.6575
