   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_67.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
21.1348, 0, 0.0484066, 0.000583171, 1.41421, -0.0484066, 0.000583171, 0, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.000583171, 0.00058383, 0.000583171, 0.0484059, 0.000583171, 0.000583171
21.1428, 0, 0.0473889, 0.000461351, 1.41421, -0.0473889, 0.000461351, 0, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461351, 0.000461937, 0.000461351, 0.0473883, 0.000461351, 0.000461351
21.1508, 0, 0.0464026, 0.000353787, 1.41421, -0.0464026, 0.000353787, 0, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000353787, 0.000354309, 0.000353787, 0.0464021, 0.000353787, 0.000353787
21.1587, 0, 0.045527, 0.000338295, 1.41421, -0.045527, 0.000338295, 0, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.000338295, 0.00033876, 0.000338295, 0.0455266, 0.000338295, 0.000338295
21.1667, 0, 0.0446367, 0.000289202, 1.41421, -0.0446367, 0.000289202, 0, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289202, 0.000289618, 0.000289202, 0.0446363, 0.000289202, 0.000289202
21.1747, 0, 0.0437428, 0.000217825, 1.41421, -0.0437428, 0.000217825, 0, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000217825, 0.000218199, 0.000217825, 0.0437424, 0.000217825, 0.000217825
21.1826, 1, 0.0428676, 0.000145969, 1.73205, 0.957132, 0.000145969, 0, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000145969, 0.000146308, 0.000145969, 0.0428673, 0.000145969, 0.000145969
21.1906, 0, 0.0420256, 8.84468e-05, 1.41421, -0.0420256, 8.84468e-05, 0, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.84468e-05, 8.87563e-05, 8.84468e-05, 0.0420253, 8.84468e-05, 8.84468e-05
21.1985, 0, 0.041255, 8.44657e-05, 1.41421, -0.041255, 8.44657e-05, 0, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.44657e-05, 8.47513e-05, 8.44657e-05, 0.0412547, 8.44657e-05, 8.44657e-05
21.2065, 0, 0.0404837, 6.19966e-05, 1.41421, -0.0404837, 6.19966e-05, 0, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.19966e-05, 6.22634e-05, 6.19966e-05, 0.0404834, 6.19966e-05, 6.19966e-05
21.2145, 0, 0.0397207, 3.10936e-05, 1.41421, -0.0397207, 3.10936e-05, 0, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.10936e-05, 3.1346e-05, 3.10936e-05, 0.0397205, 3.10936e-05, 3.10936e-05
21.2224, 0, 0.0389812, 7.77339e-06, 1.41421, -0.0389812, 7.77339e-06, 0, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 7.77339e-06, 8.01538e-06, 7.77339e-06, 0.0389809, 7.77339e-06, 7.77339e-06
21.2304, 0, 0.0382725, 0, 1.41421, -0.0382725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35074e-07, 0, 0.0382723, 0, 0
21.2384, 0, 0.0375876, 2.07023e-06, 1.41421, -0.0375876, 2.07023e-06, 0, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.07023e-06, 2.3015e-06, 2.07023e-06, 0.0375874, 2.07023e-06, 2.07023e-06
21.2463, 0, 0.0369152, 3.79613e-06, 1.41421, -0.0369152, 3.79613e-06, 0, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 3.79613e-06, 4.02638e-06, 3.79613e-06, 0.036915, 3.79613e-06, 3.79613e-06
21.2543, 0, 0.036252, 2.52384e-06, 1.41421, -0.036252, 2.52384e-06, 0, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.52384e-06, 2.75553e-06, 2.52384e-06, 0.0362517, 2.52384e-06, 2.52384e-06
21.2622, 0, 0.0355991, 6.30959e-07, 1.41421, -0.0355991, 6.30959e-07, 0, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 6.30959e-07, 8.6631e-07, 6.30959e-07, 0.0355989, 6.30959e-07, 6.30959e-07
21.2702, 0, 0.0349574, 0, 1.41421, -0.0349574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40975e-07, 0, 0.0349571, 0, 0
21.2782, 1, 0.0343261, 3.69943e-07, 1.73205, 0.965674, 3.69943e-07, 0, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 3.69943e-07, 6.18298e-07, 3.69943e-07, 0.0343258, 3.69943e-07, 3.69943e-07
21.2861, 0, 0.0337027, 6.68448e-07, 1.41421, -0.0337027, 6.68448e-07, 0, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 6.68448e-07, 9.25749e-07, 6.68448e-07, 0.0337024, 6.68448e-07, 6.68448e-07
21.2941, 0, 0.0330865, 4.42929e-07, 1.41421, -0.0330865, 4.42929e-07, 0, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 4.42929e-07, 7.10546e-07, 4.42929e-07, 0.0330863, 4.42929e-07, 4.42929e-07
21.3021, 0, 0.0324771, 1.10732e-07, 1.41421, -0.0324771, 1.10732e-07, 0, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 1.10732e-07, 3.8985e-07, 1.10732e-07, 0.0324768, 1.10732e-07, 1.10732e-07
21.31, 0, 0.0318741, 0, 1.41421, -0.0318741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91613e-07, 0, 0.0318738, 0, 0
21.318, 0.727318, 0.0312774, 0, 1.65146, 0.69604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04895e-07, 0, 0.0312771, 0, 0
21.326, 0.272682, 0.030686, 0, 1.50754, 0.241996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18763e-07, 0, 0.0306857, 0, 0
21.3339, 0, 0.0300998, 0, 1.41421, -0.0300998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32997e-07, 0, 0.0300995, 0, 0
21.3419, 0, 0.0295188, 0, 1.41421, -0.0295188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47359e-07, 0, 0.0295185, 0, 0
21.3498, 0, 0.0289429, 0, 1.41421, -0.0289429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61616e-07, 0, 0.0289425, 0, 0
21.3578, 0, 0.0283719, 0, 1.41421, -0.0283719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75527e-07, 0, 0.0283715, 0, 0
21.3658, 0, 0.0278063, 0, 1.41421, -0.0278063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8884e-07, 0, 0.0278059, 0, 0
21.3737, 0, 0.0272458, 0, 1.41421, -0.0272458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01325e-07, 0, 0.0272454, 0, 0
21.3817, 0, 0.0266908, 0, 1.41421, -0.0266908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12754e-07, 0, 0.0266904, 0, 0
21.3897, 0, 0.0261417, 0, 1.41421, -0.0261417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22905e-07, 0, 0.0261413, 0, 0
21.3976, 0, 0.0255987, 0, 1.41421, -0.0255987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31587e-07, 0, 0.0255983, 0, 0
21.4056, 0, 0.025062, 0, 1.41421, -0.025062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38632e-07, 0, 0.0250615, 0, 0
21.4135, 0, 0.0245322, 0, 1.41421, -0.0245322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43895e-07, 0, 0.0245318, 0, 0
21.4215, 0, 0.0240094, 0, 1.41421, -0.0240094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47271e-07, 0, 0.0240089, 0, 0
21.4295, 0, 0.0234939, 0, 1.41421, -0.0234939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48688e-07, 0, 0.0234934, 0, 0
21.4374, 0, 0.0229862, 0, 1.41421, -0.0229862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48109e-07, 0, 0.0229857, 0, 0
21.4454, 0, 0.0224866, 0, 1.41421, -0.0224866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45539e-07, 0, 0.0224861, 0, 0
21.4534, 0, 0.0219953, 0, 1.41421, -0.0219953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4102e-07, 0, 0.0219949, 0, 0
21.4613, 0, 0.0215127, 0, 1.41421, -0.0215127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34634e-07, 0, 0.0215123, 0, 0
21.4693, 0.681705, 0.0210389, 0, 1.63759, 0.660667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26496e-07, 0, 0.0210385, 0, 0
21.4773, 0.318294, 0.0205742, 1.96827e-17, 1.52259, 0.29772, 1.96827e-17, 0, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 1.96827e-17, 4.16752e-07, 1.96827e-17, 0.0205737, 1.96827e-17, 1.96827e-17
21.4852, 0, 0.0201188, 5.28274e-17, 1.41421, -0.0201188, 5.28274e-17, 0, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 5.28274e-17, 4.05584e-07, 5.28274e-17, 0.0201183, 5.28274e-17, 5.28274e-17
21.4932, 0, 0.0196728, 7.2168e-17, 1.41421, -0.0196728, 7.2168e-17, 0, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 7.2168e-17, 3.9319e-07, 7.2168e-17, 0.0196724, 7.2168e-17, 7.2168e-17
21.5011, 0, 0.0192363, 6.1562e-17, 1.41421, -0.0192363, 6.1562e-17, 0, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 6.1562e-17, 3.7979e-07, 6.1562e-17, 0.0192359, 6.1562e-17, 6.1562e-17
21.5091, 0, 0.0188095, 3.27453e-17, 1.41421, -0.0188095, 3.27453e-17, 0, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.27453e-17, 3.65614e-07, 3.27453e-17, 0.0188092, 3.27453e-17, 3.27453e-17
21.5171, 0, 0.0183923, 8.18632e-18, 1.41421, -0.0183923, 8.18632e-18, 0, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 8.18632e-18, 3.50895e-07, 8.18632e-18, 0.0183919, 8.18632e-18, 8.18632e-18
21.525, 0, 0.0179849, 0, 1.41421, -0.0179849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35876e-07, 0, 0.0179846, 0, 0
21.533, 0, 0.0175872, 1.58997e-17, 1.41421, -0.0175872, 1.58997e-17, 0, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 1.58997e-17, 3.2078e-07, 1.58997e-17, 0.0175869, 1.58997e-17, 1.58997e-17
21.541, 0, 0.0171992, 2.90943e-17, 1.41421, -0.0171992, 2.90943e-17, 0, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 2.90943e-17, 3.05825e-07, 2.90943e-17, 0.0171989, 2.90943e-17, 2.90943e-17
21.5489, 0, 0.0168208, 1.94436e-17, 1.41421, -0.0168208, 1.94436e-17, 0, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 1.94436e-17, 2.91206e-07, 1.94436e-17, 0.0168205, 1.94436e-17, 1.94436e-17
21.5569, 0, 0.016452, 4.9712e-18, 1.41421, -0.016452, 4.9712e-18, 0, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 4.9712e-18, 2.771e-07, 4.9712e-18, 0.0164517, 4.9712e-18, 4.9712e-18
21.5648, 0, 0.0160925, 2.47498e-21, 1.41421, -0.0160925, 2.47498e-21, 0, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.47498e-21, 2.63652e-07, 2.47498e-21, 0.0160922, 2.47498e-21, 2.47498e-21
21.5728, 1, 0.0157425, 1.41758e-17, 1.73205, 0.984258, 1.41758e-17, 0, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 1.41758e-17, 2.50991e-07, 1.41758e-17, 0.0157422, 1.41758e-17, 1.41758e-17
21.5808, 0, 0.0154016, 2.5631e-17, 1.41421, -0.0154016, 2.5631e-17, 0, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.5631e-17, 2.39206e-07, 2.5631e-17, 0.0154014, 2.5631e-17, 2.5631e-17
21.5887, 0, 0.0150698, 1.71919e-17, 1.41421, -0.0150698, 1.71919e-17, 0, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 1.71919e-17, 2.28362e-07, 1.71919e-17, 0.0150695, 1.71919e-17, 1.71919e-17
21.5967, 0, 0.0147468, 4.50672e-18, 1.41421, -0.0147468, 4.50672e-18, 0, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 4.50672e-18, 2.18496e-07, 4.50672e-18, 0.0147466, 4.50672e-18, 4.50672e-18
21.6047, 0, 0.0144326, 9.89991e-21, 1.41421, -0.0144326, 9.89991e-21, 0, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 9.89991e-21, 2.09619e-07, 9.89991e-21, 0.0144324, 9.89991e-21, 9.89991e-21
21.6126, 0, 0.0141267, 1.33046e-17, 1.41421, -0.0141267, 1.33046e-17, 0, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 1.33046e-17, 2.01719e-07, 1.33046e-17, 0.0141265, 1.33046e-17, 1.33046e-17
21.6206, 0.635778, 0.0138293, 2.34031e-17, 1.62351, 0.621949, 2.34031e-17, 0, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 2.34031e-17, 1.94768e-07, 2.34031e-17, 0.0138291, 2.34031e-17, 2.34031e-17
21.6286, 0.364222, 0.0135401, 1.56382e-17, 1.5376, 0.350682, 1.56382e-17, 0, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.56382e-17, 1.8872e-07, 1.56382e-17, 0.0135399, 1.56382e-17, 1.56382e-17
21.6365, 0, 0.0132586, 4.13997e-18, 1.41421, -0.0132586, 4.13997e-18, 0, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 4.13997e-18, 1.83511e-07, 4.13997e-18, 0.0132585, 4.13997e-18, 4.13997e-18
21.6445, 0, 0.012985, 1.31955e-20, 1.41421, -0.012985, 1.31955e-20, 0, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.31955e-20, 1.79079e-07, 1.31955e-20, 0.0129848, 1.31955e-20, 1.31955e-20
21.6524, 0, 0.0127188, 1.22441e-17, 1.41421, -0.0127188, 1.22441e-17, 0, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.22441e-17, 1.75348e-07, 1.22441e-17, 0.0127186, 1.22441e-17, 1.22441e-17
21.6604, 1, 0.0124599, 2.1539e-17, 1.73205, 0.98754, 2.1539e-17, 0, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 2.1539e-17, 1.72243e-07, 2.1539e-17, 0.0124597, 2.1539e-17, 2.1539e-17
21.6684, 1, 0.0122081, 1.44308e-17, 1.73205, 0.987792, 1.44308e-17, 0, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.44308e-17, 1.6969e-07, 1.44308e-17, 0.0122079, 1.44308e-17, 1.44308e-17
21.6763, 0, 0.0119633, 3.85932e-18, 1.41421, -0.0119633, 3.85932e-18, 0, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 3.85932e-18, 1.67617e-07, 3.85932e-18, 0.0119631, 3.85932e-18, 3.85932e-18
21.6843, 0, 0.011725, 1.69637e-20, 1.41421, -0.011725, 1.69637e-20, 0, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.69637e-20, 1.65954e-07, 1.69637e-20, 0.0117249, 1.69637e-20, 1.69637e-20
21.6923, 0, 0.0114933, 8.40025e-18, 1.41421, -0.0114933, 8.40025e-18, 0, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 8.40025e-18, 1.64639e-07, 8.40025e-18, 0.0114931, 8.40025e-18, 8.40025e-18
21.7002, 0, 0.0112679, 1.47888e-17, 1.41421, -0.0112679, 1.47888e-17, 0, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.47888e-17, 1.63615e-07, 1.47888e-17, 0.0112677, 1.47888e-17, 1.47888e-17
