   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_269.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.122598, 0, 9.7577e-17, 0, 1.41421, -9.7577e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94645e-17, 0, 7.81126e-17, 0, 0
0.130459, 0, 1.86931e-16, 0, 1.41421, -1.86931e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79168e-17, 0, 1.49014e-16, 0, 0
0.13832, 0, 3.5797e-16, 0, 1.41421, -3.5797e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40738e-17, 0, 2.83896e-16, 0, 0
0.146182, 0, 6.73088e-16, 0, 1.41421, -6.73088e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41674e-16, 0, 5.31414e-16, 0, 0
0.154043, 0, 1.25485e-15, 0, 1.41421, -1.25485e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68745e-16, 0, 9.86103e-16, 0, 0
0.161905, 0, 2.31986e-15, 0, 1.41421, -2.31986e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05693e-16, 0, 1.81417e-15, 0, 0
0.169766, 0, 4.25341e-15, 0, 1.41421, -4.25341e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44048e-16, 0, 3.30936e-15, 0, 0
0.177627, 0, 7.73517e-15, 0, 1.41421, -7.73517e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74876e-15, 0, 5.9864e-15, 0, 0
0.185489, 0, 1.39542e-14, 0, 1.41421, -1.39542e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21482e-15, 0, 1.07394e-14, 0, 0
0.19335, 0, 2.49742e-14, 0, 1.41421, -2.49742e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86584e-15, 0, 1.91084e-14, 0, 0
0.201211, 0, 4.43479e-14, 0, 1.41421, -4.43479e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06245e-14, 0, 3.37234e-14, 0, 0
0.209073, 0, 7.81431e-14, 0, 1.41421, -7.81431e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91049e-14, 0, 5.90381e-14, 0, 0
0.216934, 0, 1.36642e-13, 0, 1.41421, -1.36642e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4111e-14, 0, 1.02531e-13, 0, 0
0.224796, 0, 2.37137e-13, 0, 1.41421, -2.37137e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04791e-14, 0, 1.76658e-13, 0, 0
0.232657, 0, 4.08486e-13, 0, 1.41421, -4.08486e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06502e-13, 0, 3.01983e-13, 0, 0
0.240518, 0, 6.98483e-13, 0, 1.41421, -6.98483e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86293e-13, 0, 5.12191e-13, 0, 0
0.24838, 0, 1.18571e-12, 0, 1.41421, -1.18571e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23723e-13, 0, 8.61991e-13, 0, 0
0.256241, 0, 1.99844e-12, 0, 1.41421, -1.99844e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58922e-13, 0, 1.43952e-12, 0, 0
0.264102, 0, 3.34451e-12, 0, 1.41421, -3.34451e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58941e-13, 0, 2.38556e-12, 0, 0
0.271964, 0, 5.55843e-12, 0, 1.41421, -5.55843e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63517e-12, 0, 3.92326e-12, 0, 0
0.279825, 0, 9.17495e-12, 0, 1.41421, -9.17495e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77168e-12, 0, 6.40327e-12, 0, 0
0.287686, 0, 1.50433e-11, 0, 1.41421, -1.50433e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67101e-12, 0, 1.03723e-11, 0, 0
0.295548, 0, 2.45036e-11, 0, 1.41421, -2.45036e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82805e-12, 0, 1.66756e-11, 0, 0
0.303409, 0, 3.96583e-11, 0, 1.41421, -3.96583e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30488e-11, 0, 2.66095e-11, 0, 0
0.311271, 0, 6.3787e-11, 4.83448e-43, 1.41421, -6.3787e-11, 4.83448e-43, 0, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 4.83448e-43, 2.16406e-11, 4.83448e-43, 4.21464e-11, 4.83448e-43, 4.83448e-43
0.319132, 0, 1.01979e-10, 8.14014e-42, 1.41421, -1.01979e-10, 8.14014e-42, 0, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 8.14014e-42, 3.57165e-11, 8.14014e-42, 6.62624e-11, 8.14014e-42, 8.14014e-42
0.326993, 0, 1.62094e-10, 1.13648e-40, 1.41421, -1.62094e-10, 1.13648e-40, 0, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 1.13648e-40, 5.86809e-11, 1.13648e-40, 1.03413e-10, 1.13648e-40, 1.13648e-40
0.334855, 0, 2.56218e-10, 1.40943e-39, 1.41421, -2.56218e-10, 1.40943e-39, 0, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 1.40943e-39, 9.60048e-11, 1.40943e-39, 1.60213e-10, 1.40943e-39, 1.40943e-39
0.342716, 0, 4.02869e-10, 1.56562e-38, 1.41421, -4.02869e-10, 1.56562e-38, 0, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.56562e-38, 1.5646e-10, 1.56562e-38, 2.46409e-10, 1.56562e-38, 1.56562e-38
0.350577, 0, 6.30329e-10, 1.5743e-37, 1.41421, -6.30329e-10, 1.5743e-37, 0, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 1.5743e-37, 2.5409e-10, 1.5743e-37, 3.76239e-10, 1.5743e-37, 1.5743e-37
0.358439, 0, 9.81692e-10, 1.43992e-36, 1.41421, -9.81692e-10, 1.43992e-36, 0, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 1.43992e-36, 4.11343e-10, 1.43992e-36, 5.70349e-10, 1.43992e-36, 1.43992e-36
0.3663, 0, 1.5225e-09, 1.20486e-35, 1.41421, -1.5225e-09, 1.20486e-35, 0, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 1.20486e-35, 6.64075e-10, 1.20486e-35, 8.58428e-10, 1.20486e-35, 1.20486e-35
0.374161, 0, 2.35235e-09, 9.262e-35, 1.41421, -2.35235e-09, 9.262e-35, 0, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 9.262e-35, 1.06951e-09, 9.262e-35, 1.28284e-09, 9.262e-35, 9.262e-35
0.382023, 0, 3.62249e-09, 6.46515e-34, 1.41421, -3.62249e-09, 6.46515e-34, 0, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 6.46515e-34, 1.71893e-09, 6.46515e-34, 1.90356e-09, 6.46515e-34, 6.46515e-34
0.389884, 0, 5.5627e-09, 4.39499e-33, 1.41421, -5.5627e-09, 4.39499e-33, 0, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 4.39499e-33, 2.75787e-09, 4.39499e-33, 2.80484e-09, 4.39499e-33, 4.39499e-33
0.397746, 0, 8.52225e-09, 2.54665e-32, 1.41421, -8.52225e-09, 2.54665e-32, 0, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 2.54665e-32, 4.41818e-09, 2.54665e-32, 4.10408e-09, 2.54665e-32, 2.54665e-32
0.405607, 0, 1.30326e-08, 1.39223e-31, 1.41421, -1.30326e-08, 1.39223e-31, 0, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 1.39223e-31, 7.06896e-09, 1.39223e-31, 5.96368e-09, 1.39223e-31, 1.39223e-31
0.413468, 0, 1.99034e-08, 7.56301e-31, 1.41421, -1.99034e-08, 7.56301e-31, 0, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 7.56301e-31, 1.12969e-08, 7.56301e-31, 8.6065e-09, 7.56301e-31, 7.56301e-31
0.42133, 0, 3.0369e-08, 3.93333e-30, 1.41421, -3.0369e-08, 3.93333e-30, 0, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 3.93333e-30, 1.80329e-08, 3.93333e-30, 1.23361e-08, 3.93333e-30, 3.93333e-30
0.429191, 0, 4.63135e-08, 1.93428e-29, 1.41421, -4.63135e-08, 1.93428e-29, 0, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 1.93428e-29, 2.87506e-08, 1.93428e-29, 1.75628e-08, 1.93428e-29, 1.93428e-29
0.437052, 0, 7.06121e-08, 9.01283e-29, 1.41421, -7.06121e-08, 9.01283e-29, 0, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 9.01283e-29, 4.5775e-08, 9.01283e-29, 2.48371e-08, 9.01283e-29, 9.01283e-29
0.444914, 0, 1.07653e-07, 4.04992e-28, 1.41421, -1.07653e-07, 4.04992e-28, 0, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 4.04992e-28, 7.27604e-08, 4.04992e-28, 3.48921e-08, 4.04992e-28, 4.04992e-28
0.452775, 0, 1.64167e-07, 3.09925e-27, 1.41421, -1.64167e-07, 3.09925e-27, 0, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 3.09925e-27, 1.1547e-07, 3.09925e-27, 4.86974e-08, 3.09925e-27, 3.09925e-27
0.460636, 0, 2.50244e-07, 1.21504e-26, 1.41421, -2.50244e-07, 1.21504e-26, 0, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.21504e-26, 1.8272e-07, 1.21504e-26, 6.7524e-08, 1.21504e-26, 1.21504e-26
0.468498, 0, 3.81334e-07, 4.55342e-26, 1.41421, -3.81334e-07, 4.55342e-26, 0, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 3.74095e-13, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 4.55342e-26, 2.88305e-07, 4.55342e-26, 9.30291e-08, 4.55342e-26, 4.55342e-26
0.476359, 0, 5.8071e-07, 1.6342e-25, 1.41421, -5.8071e-07, 1.6342e-25, 0, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.26414e-12, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 1.6342e-25, 4.53353e-07, 1.6342e-25, 1.27356e-07, 1.6342e-25, 1.6342e-25
0.484221, 0, 8.84083e-07, 5.67817e-25, 1.41421, -8.84083e-07, 2.2763e-11, 0, 2.2563e-11, 1.96405e-10, 8.18146e-12, 1.44778e-10, 2.28705e-11, 5.65633e-12, 2.03872e-11, 1.15326e-10, 1.31326e-11, 1.59666e-10, 6.56377e-12, 2.60665e-13, 6.18633e-14, 7.10072e-07, 6.95335e-16, 1.73273e-07, 5.67817e-25, 5.67817e-25
0.492082, 0, 1.34399e-06, 4.02383e-11, 1.41421, -1.34399e-06, 1.1683e-10, 4.02383e-11, 1.16157e-10, 7.01092e-10, 6.77669e-11, 5.27382e-10, 1.17192e-10, 5.92705e-11, 1.05612e-10, 4.28282e-10, 8.44264e-11, 5.77477e-10, 6.23238e-11, 4.11154e-11, 4.09108e-11, 1.10721e-06, 4.02406e-11, 2.34337e-07, 4.02383e-11, 4.02383e-11
0.499943, 0, 2.03917e-06, 1.34198e-10, 1.41421, -2.03917e-06, 3.34574e-10, 1.34198e-10, 3.32814e-10, 1.86309e-09, 2.06217e-10, 1.40864e-09, 3.35521e-10, 1.83989e-10, 3.02547e-10, 1.14938e-09, 2.49801e-10, 1.5397e-09, 1.91977e-10, 1.36492e-10, 1.36931e-10, 1.71778e-06, 1.34204e-10, 3.15035e-07, 1.34198e-10, 1.34198e-10
0.507805, 0, 3.08652e-06, 3.48675e-10, 1.41421, -3.08652e-06, 8.26753e-10, 3.48675e-10, 8.22552e-10, 4.47365e-09, 5.20505e-10, 3.38937e-09, 8.29011e-10, 4.67472e-10, 7.47068e-10, 2.7708e-09, 6.24492e-10, 3.70205e-09, 4.8653e-10, 3.54149e-10, 3.56526e-10, 2.65026e-06, 3.48689e-10, 4.21122e-07, 3.48675e-10, 3.48675e-10
0.515666, 0, 4.65852e-06, 8.28481e-10, 1.41421, -4.65852e-06, 1.91515e-09, 8.28481e-10, 1.9056e-09, 1.02045e-08, 1.21905e-09, 7.73994e-09, 1.92028e-09, 1.0985e-09, 1.72901e-09, 6.33394e-09, 1.45541e-09, 8.45067e-09, 1.14182e-09, 8.40924e-10, 8.4829e-10, 4.06428e-06, 8.28514e-10, 5.59865e-07, 8.28481e-10, 8.28481e-10
0.523527, 0, 7.00855e-06, 1.87885e-09, 1.41421, -7.00855e-06, 4.26918e-09, 1.87885e-09, 4.24818e-09, 2.25031e-08, 2.73798e-09, 1.70819e-08, 4.28047e-09, 2.47282e-09, 3.85045e-09, 1.39891e-08, 3.2579e-09, 1.86453e-08, 2.56811e-09, 1.90623e-09, 1.92553e-09, 6.19244e-06, 1.87893e-09, 7.40552e-07, 1.87885e-09, 1.87885e-09
0.531389, 0, 1.05179e-05, 4.12681e-09, 1.41421, -1.05179e-05, 9.24771e-09, 4.12681e-09, 9.20272e-09, 4.83112e-08, 5.96736e-09, 3.6697e-08, 9.2719e-09, 5.39929e-09, 8.51797e-09, 3.00712e-08, 7.0812e-09, 4.00463e-08, 5.60344e-09, 4.18545e-09, 4.23209e-09, 9.38085e-06, 4.12696e-09, 9.75152e-07, 4.12681e-09, 4.12681e-09
0.53925, 0, 1.57185e-05, 8.83002e-09, 1.41421, -1.57185e-05, 1.95441e-08, 8.83002e-09, 1.945e-08, 1.01274e-07, 1.26809e-08, 7.69743e-08, 1.95947e-08, 1.14923e-08, 1.83914e-08, 6.31116e-08, 1.50113e-08, 8.39818e-08, 1.19195e-08, 8.95271e-09, 9.05992e-09, 1.41002e-05, 8.83035e-09, 1.27931e-06, 8.83002e-09, 8.83002e-09
0.547111, 0, 2.34112e-05, 1.84521e-08, 1.41421, -2.34112e-05, 4.03718e-08, 1.84521e-08, 4.01792e-08, 2.07581e-07, 2.63305e-08, 1.57867e-07, 4.04753e-08, 2.38989e-08, 4.26386e-08, 1.29505e-07, 3.10982e-08, 1.72203e-07, 2.47727e-08, 1.87031e-08, 1.89409e-08, 2.10394e-05, 1.84528e-08, 1.67399e-06, 1.84521e-08, 1.84521e-08
0.554973, 0, 3.47513e-05, 3.77057e-08, 1.41421, -3.47513e-05, 8.15858e-08, 3.77057e-08, 8.12002e-08, 4.16314e-07, 5.3477e-08, 3.16794e-07, 8.1793e-08, 4.86093e-08, 9.25187e-08, 2.60019e-07, 6.30213e-08, 3.45493e-07, 5.03586e-08, 3.82081e-08, 3.87205e-08, 3.11607e-05, 3.7707e-08, 2.18808e-06, 3.77057e-08, 3.77057e-08
0.562834, 0, 5.14251e-05, 7.53903e-08, 1.41421, -5.14251e-05, 1.61371e-07, 7.53903e-08, 1.60616e-07, 8.17256e-07, 1.06294e-07, 6.22252e-07, 1.61778e-07, 9.67556e-08, 1.93192e-07, 5.11003e-07, 1.24995e-07, 6.78487e-07, 1.00183e-07, 7.63749e-08, 7.74508e-08, 4.58052e-05, 7.53929e-08, 2.86275e-06, 7.53903e-08, 7.53903e-08
0.570696, 0, 7.58947e-05, 1.4755e-07, 1.41421, -7.58947e-05, 3.125e-07, 1.4755e-07, 3.1105e-07, 1.57077e-06, 2.06836e-07, 1.19667e-06, 3.13279e-07, 1.88538e-07, 3.92573e-07, 9.83245e-07, 2.42714e-07, 1.30455e-06, 1.95114e-07, 1.49439e-07, 1.51646e-07, 6.68305e-05, 1.47555e-07, 3.75852e-06, 1.4755e-07, 1.4755e-07
0.578557, 0, 0.000111756, 2.82737e-07, 1.41421, -0.000111756, 5.9261e-07, 2.82737e-07, 5.89887e-07, 2.95639e-06, 3.94111e-07, 2.2536e-06, 5.94073e-07, 3.59737e-07, 7.76695e-07, 1.85267e-06, 4.61512e-07, 2.45627e-06, 3.7209e-07, 2.86286e-07, 2.9071e-07, 9.67933e-05, 2.82747e-07, 4.9669e-06, 2.82737e-07, 2.82737e-07
0.586418, 0, 0.000164281, 5.30554e-07, 1.41421, -0.000164281, 1.10068e-06, 5.30554e-07, 1.09567e-06, 5.44975e-06, 7.35469e-07, 4.1567e-06, 1.10337e-06, 6.72224e-07, 1.51134e-06, 3.41903e-06, 8.59477e-07, 4.52959e-06, 6.94952e-07, 5.37083e-07, 5.45762e-07, 0.000139199, 5.30572e-07, 6.62879e-06, 5.30554e-07, 5.30554e-07
0.59428, 0, 0.000241192, 9.75101e-07, 1.41421, -0.000241192, 2.00259e-06, 9.75101e-07, 1.99356e-06, 9.84051e-06, 1.3444e-06, 7.51017e-06, 2.00744e-06, 1.23042e-06, 2.89314e-06, 6.18073e-06, 1.56789e-06, 8.18219e-06, 1.27138e-06, 9.86867e-07, 1.00353e-06, 0.00019884, 9.75133e-07, 8.96332e-06, 9.75101e-07, 9.75101e-07
0.602141, 0, 0.000353799, 1.75552e-06, 1.41421, -0.000353799, 3.56961e-06, 1.75552e-06, 3.55367e-06, 1.74079e-05, 2.40754e-06, 1.32936e-05, 3.57818e-06, 2.2063e-06, 5.44952e-06, 1.09463e-05, 2.80212e-06, 1.448e-05, 2.27862e-06, 1.7763e-06, 1.80762e-06, 0.000282263, 1.75558e-06, 1.23114e-05, 1.75552e-06, 1.75552e-06
0.610002, 0, 0.000518632, 3.09649e-06, 1.41421, -0.000518632, 6.23469e-06, 3.09649e-06, 6.20712e-06, 3.01737e-05, 4.22442e-06, 2.30562e-05, 6.24951e-06, 3.87629e-06, 1.01018e-05, 1.89958e-05, 4.90701e-06, 2.51088e-05, 4.0014e-06, 3.13242e-06, 3.19009e-06, 0.000398418, 3.09658e-06, 1.72023e-05, 3.09649e-06, 3.09649e-06
0.617864, 0, 0.000759724, 5.35178e-06, 1.41421, -0.000759724, 1.06717e-05, 5.35178e-06, 1.0625e-05, 5.12535e-05, 7.26387e-06, 3.91879e-05, 1.06968e-05, 6.67373e-06, 1.84304e-05, 3.23045e-05, 8.42101e-06, 4.26674e-05, 6.8858e-06, 5.4127e-06, 5.51671e-06, 0.000559547, 5.35195e-06, 2.44429e-05, 5.35178e-06, 5.35178e-06
0.625725, 0, 0.00111181, 9.06495e-06, 1.41421, -0.00111181, 1.79039e-05, 9.06495e-06, 1.78263e-05, 8.53299e-05, 1.22418e-05, 6.52831e-05, 1.79457e-05, 1.12613e-05, 3.30969e-05, 5.38465e-05, 1.41644e-05, 7.10642e-05, 1.16137e-05, 9.16616e-06, 9.35e-06, 0.000782436, 9.06522e-06, 3.52513e-05, 9.06495e-06, 9.06495e-06
0.633586, 0, 0.00162459, 1.50499e-05, 1.41421, -0.00162459, 2.94456e-05, 1.50499e-05, 2.93191e-05, 0.000139259, 2.0224e-05, 0.00010661, 2.95136e-05, 1.86271e-05, 5.84998e-05, 8.79837e-05, 2.33552e-05, 0.000116025, 1.9201e-05, 1.52148e-05, 1.55333e-05, 0.0010901, 1.50504e-05, 5.14289e-05, 1.50499e-05, 1.50499e-05
0.641448, 0, 0.00236844, 2.44952e-05, 1.41421, -0.00236844, 4.74815e-05, 2.44952e-05, 4.72795e-05, 0.000222827, 3.27569e-05, 0.000170694, 4.759e-05, 3.0207e-05, 0.000101769, 0.000140952, 3.77566e-05, 0.000185728, 3.11233e-05, 2.47584e-05, 2.52994e-05, 0.00151406, 2.44959e-05, 7.55891e-05, 2.44952e-05, 2.44952e-05
