   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_142.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
9.95492, 8.26815, 6.91661, 6.89018, 3.2044, 1.35154, 6.89018, 0, 6.89028, 6.8902, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.89018, 6.91649, 6.89018
9.96279, 10.9851, 6.89969, 6.87191, 3.60349, 4.08544, 6.87191, 0, 6.87202, 6.87192, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.87191, 6.89955, 6.87191
9.97066, 9.85192, 6.88253, 6.85355, 3.44266, 2.96939, 6.85355, 0, 6.85368, 6.85356, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.85355, 6.88238, 6.85355
9.97854, 8.59343, 6.86513, 6.83512, 3.25476, 1.7283, 6.83512, 0, 6.83528, 6.83513, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83512, 6.83513, 6.83512, 6.83512, 6.86497, 6.83512
9.98641, 10.5115, 6.84749, 6.81664, 3.53716, 3.66404, 6.81664, 0, 6.81682, 6.81665, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.8473, 6.81664
9.99428, 11.7323, 6.82955, 6.79807, 3.70572, 4.90279, 6.79807, 0, 6.79828, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.79807, 6.82934, 6.79807
10.0022, 4.99052, 6.81126, 6.77935, 2.64396, -1.82074, 6.77935, 0, 6.77958, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.77935, 6.81102, 6.77935
10.01, 8.98965, 6.79263, 6.76051, 3.31506, 2.19702, 6.76051, 0, 6.76078, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.76051, 6.79236, 6.76051
10.0179, 7.34895, 6.77369, 6.74157, 3.0576, 0.575253, 6.74157, 0, 6.74187, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.74157, 6.77339, 6.74157
10.0258, 8.74932, 6.75449, 6.72256, 3.27862, 1.99483, 6.72256, 0, 6.7229, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.72256, 6.75415, 6.72256
10.0336, 5.75836, 6.73502, 6.70346, 2.78538, -0.976652, 6.70346, 0, 6.70384, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.70346, 6.73463, 6.70346
10.0415, 4.44287, 6.71529, 6.68428, 2.53828, -2.27242, 6.68428, 0, 6.6847, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.68428, 6.71487, 6.68428
10.0494, 8.54296, 6.69537, 6.66504, 3.24699, 1.84759, 6.66504, 0, 6.66551, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66504, 6.66505, 6.66504, 6.66504, 6.6949, 6.66504
10.0573, 8.20686, 6.67519, 6.64567, 3.19482, 1.53167, 6.64567, 0, 6.64619, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64567, 6.64568, 6.64567, 6.64567, 6.67467, 6.64567
10.0651, 10.8838, 6.6548, 6.62619, 3.5894, 4.22897, 6.62619, 0, 6.62676, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.62619, 6.65423, 6.62619
10.073, 9.68228, 6.63427, 6.60664, 3.41793, 3.04801, 6.60664, 0, 6.60725, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.60664, 6.63365, 6.60664
10.0809, 5.19777, 6.61365, 6.58705, 2.68287, -1.41588, 6.58705, 0, 6.58771, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.58705, 6.61299, 6.58705
10.0887, 5.99331, 6.59301, 6.56745, 2.82724, -0.599699, 6.56745, 0, 6.56817, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.56745, 6.59229, 6.56745
10.0966, 6.99257, 6.57224, 6.54773, 2.99876, 0.420326, 6.54773, 0, 6.5485, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54773, 6.54774, 6.54773, 6.54773, 6.57147, 6.54773
10.1045, 8.80669, 6.55137, 6.52791, 3.28735, 2.25532, 6.52791, 0, 6.52872, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.52791, 6.55056, 6.52791
10.1124, 9.17915, 6.53047, 6.50801, 3.34352, 2.64868, 6.50801, 0, 6.50886, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.50801, 6.52961, 6.50801
10.1202, 7.16844, 6.50956, 6.48808, 3.02794, 0.658873, 6.48808, 0, 6.48897, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.48808, 6.50867, 6.48808
10.1281, 8.55948, 6.4887, 6.46814, 3.24954, 2.07078, 6.46814, 0, 6.46907, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.46814, 6.48777, 6.46814
10.136, 3.16679, 6.46772, 6.44803, 2.27306, -3.30093, 6.44803, 0, 6.44899, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.44803, 6.46676, 6.44803
10.1438, 7.99504, 6.44661, 6.42774, 3.16149, 1.54843, 6.42774, 0, 6.42872, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.42774, 6.44562, 6.42774
10.1517, 3.30954, 6.42535, 6.40725, 2.30424, -3.11581, 6.40725, 0, 6.40825, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.40725, 6.42435, 6.40725
10.1596, 11.6048, 6.40401, 6.38662, 3.68847, 5.20082, 6.38662, 0, 6.38764, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38662, 6.38663, 6.38662, 6.38662, 6.40299, 6.38662
10.1675, 3.14462, 6.38265, 6.36594, 2.26818, -3.23804, 6.36594, 0, 6.36696, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36594, 6.36595, 6.36594, 6.36594, 6.38164, 6.36594
10.1753, 7.85043, 6.36138, 6.3453, 3.13854, 1.48906, 6.3453, 0, 6.34631, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.3453, 6.36036, 6.3453
10.1832, 5.13544, 6.34084, 6.32535, 2.67122, -1.2054, 6.32535, 0, 6.32636, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32535, 6.32536, 6.32535, 6.32535, 6.33983, 6.32535
10.1911, 8.99257, 6.31999, 6.30508, 3.3155, 2.67257, 6.30508, 0, 6.30606, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.30508, 6.319, 6.30508
10.199, 6.18513, 6.29889, 6.28452, 2.86097, -0.113765, 6.28452, 0, 6.28549, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.28452, 6.29793, 6.28452
10.2068, 9.80074, 6.2777, 6.26384, 3.43522, 3.52305, 6.26384, 0, 6.26478, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.26384, 6.27675, 6.26384
10.2147, 6.0518, 6.25655, 6.24319, 2.83757, -0.20475, 6.24319, 0, 6.2441, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.24319, 6.25564, 6.24319
10.2226, 6.87681, 6.23567, 6.2228, 2.9794, 0.641143, 6.2228, 0, 6.22367, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2228, 6.2348, 6.2228
10.2304, 6.04946, 6.21439, 6.202, 2.83716, -0.164934, 6.202, 0, 6.20282, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.202, 6.21356, 6.202
10.2383, 7.99257, 6.19274, 6.18081, 3.1611, 1.79982, 6.18081, 0, 6.18159, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.18081, 6.19196, 6.18081
10.2462, 10.9929, 6.17093, 6.15945, 3.60457, 4.82201, 6.15945, 0, 6.16019, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15945, 6.15946, 6.15945, 6.15945, 6.1702, 6.15945
10.2541, 5.99294, 6.14917, 6.13814, 2.82718, -0.156232, 6.13814, 0, 6.13882, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.13814, 6.14848, 6.13814
10.2619, 9.1715, 6.12871, 6.11811, 3.34238, 3.04279, 6.11811, 0, 6.11875, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11811, 6.11812, 6.11811, 6.11811, 6.12808, 6.11811
10.2698, 6.77186, 6.10772, 6.09754, 2.96173, 0.664145, 6.09754, 0, 6.09812, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.09754, 6.10713, 6.09754
10.2777, 3.95491, 6.08625, 6.07649, 2.44027, -2.13134, 6.07649, 0, 6.07702, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.07649, 6.08571, 6.07649
10.2855, 2.07237, 6.06457, 6.05521, 2.01801, -3.9922, 6.05521, 0, 6.05569, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.05521, 6.06408, 6.05521
10.2934, 6.92292, 6.04294, 6.03397, 2.98713, 0.879982, 6.03397, 0, 6.03441, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.03397, 6.0425, 6.03397
10.3013, 6.12838, 6.02211, 6.01351, 2.85103, 0.106272, 6.01351, 0, 6.0139, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.01351, 6.02171, 6.01351
10.3092, 8.92714, 6.00067, 5.99244, 3.30562, 2.92647, 5.99244, 0, 5.99279, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 5.99244, 6.00031, 5.99244
10.317, 8.02131, 5.97868, 5.97081, 3.16565, 2.04263, 5.97081, 0, 5.97112, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97081, 5.97837, 5.97081
10.3249, 6.01561, 5.95645, 5.94892, 2.83119, 0.059166, 5.94892, 0, 5.94919, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.94892, 5.95617, 5.94892
10.3328, 10.9645, 5.93427, 5.92707, 3.60063, 5.03028, 5.92707, 0, 5.92731, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.92707, 5.93402, 5.92707
10.3406, 6.94921, 5.91386, 5.90698, 2.99152, 1.03535, 5.90698, 0, 5.90719, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.90698, 5.91365, 5.90698
10.3485, 4.08612, 5.89272, 5.88615, 2.46701, -1.8066, 5.88615, 0, 5.88633, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.88615, 5.89253, 5.88615
10.3564, 9.9197, 5.87093, 5.86466, 3.45249, 4.04877, 5.86466, 0, 5.86482, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.86466, 5.87077, 5.86466
10.3643, 5.00682, 5.84886, 5.84287, 2.64704, -0.842041, 5.84287, 0, 5.84301, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84287, 5.84871, 5.84287
10.3721, 9.957, 5.82683, 5.82112, 3.45789, 4.13017, 5.82112, 0, 5.82124, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.82112, 5.8267, 5.82112
10.38, 8.04027, 5.80611, 5.80067, 3.16864, 2.23416, 5.80067, 0, 5.80078, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.80067, 5.806, 5.80067
10.3879, 7.9611, 5.78458, 5.77941, 3.15612, 2.17652, 5.77941, 0, 5.7795, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.77941, 5.78449, 5.77941
10.3958, 8.01735, 5.76232, 5.7574, 3.16502, 2.25503, 5.7574, 0, 5.75748, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.7574, 5.75741, 5.7574, 5.7574, 5.76224, 5.7574
10.4036, 12.9784, 5.73972, 5.73505, 3.8702, 7.23872, 5.73505, 0, 5.73513, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73505, 5.73506, 5.73505, 5.73505, 5.73965, 5.73505
10.4115, 11.9859, 5.71717, 5.71275, 3.73977, 6.2687, 5.71275, 0, 5.71281, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71275, 5.71711, 5.71275
10.4194, 6.99207, 5.69688, 5.6927, 2.99868, 1.29519, 5.6927, 0, 5.69276, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.6927, 5.69682, 5.6927
10.4272, 5.99641, 5.67564, 5.67169, 2.82779, 0.320765, 5.67169, 0, 5.67174, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.67169, 5.6717, 5.67169, 5.67169, 5.67559, 5.67169
10.4351, 1.00929, 5.65356, 5.64985, 1.73473, -4.64427, 5.64985, 0, 5.64989, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.64985, 5.65351, 5.64985
10.443, 7.96555, 5.63109, 5.6276, 3.15683, 2.33446, 5.6276, 0, 5.62764, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.6276, 5.63104, 5.6276
10.4509, 3.02949, 5.60867, 5.6054, 2.24265, -2.57917, 5.6054, 0, 5.60544, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.6054, 5.60862, 5.6054
10.4587, 10.9667, 5.58814, 5.58509, 3.60093, 5.37853, 5.58509, 0, 5.58513, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.58509, 5.5881, 5.58509
10.4666, 5.9746, 5.56657, 5.56374, 2.82393, 0.408023, 5.56374, 0, 5.56378, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56374, 5.56653, 5.56374
10.4745, 3.03123, 5.54408, 5.54145, 2.24304, -2.51285, 5.54145, 0, 5.54149, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54145, 5.54146, 5.54145, 5.54145, 5.54404, 5.54145
10.4823, 6.99529, 5.52114, 5.51872, 2.99922, 1.47415, 5.51872, 0, 5.51876, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51872, 5.51873, 5.51872, 5.51872, 5.52111, 5.51872
10.4902, 5.94473, 5.49826, 5.49604, 2.81864, 0.446472, 5.49604, 0, 5.49608, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49822, 5.49604
10.4981, 8.9901, 5.47818, 5.47616, 3.31513, 3.51192, 5.47616, 0, 5.47619, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47616, 5.47815, 5.47616
10.506, 6.02056, 5.45693, 5.45508, 2.83206, 0.56363, 5.45508, 0, 5.45512, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45508, 5.45689, 5.45508
10.5138, 6.0575, 5.43463, 5.43296, 2.83857, 0.62287, 5.43296, 0, 5.43299, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43296, 5.43459, 5.43296
10.5217, 4.99777, 5.41184, 5.41034, 2.64533, -0.414068, 5.41034, 0, 5.41037, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.41034, 5.4118, 5.41034
10.5296, 7.84882, 5.3891, 5.38776, 3.13828, 2.45972, 5.38776, 0, 5.38779, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38776, 5.38907, 5.38776
10.5374, 4.10657, 5.36893, 5.36773, 2.47115, -1.26236, 5.36773, 0, 5.36777, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36773, 5.36774, 5.36773, 5.36773, 5.36889, 5.36773
10.5453, 5.95366, 5.34748, 5.34642, 2.82022, 0.60618, 5.34642, 0, 5.34645, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34642, 5.34744, 5.34642
10.5532, 7.85948, 5.32488, 5.32395, 3.13998, 2.5346, 5.32395, 0, 5.32398, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32395, 5.32484, 5.32395
10.5611, 8.17225, 5.30174, 5.30093, 3.1894, 2.87051, 5.30093, 0, 5.30096, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30093, 5.30171, 5.30093
10.5689, 5.09392, 5.27867, 5.27796, 2.66344, -0.184754, 5.27796, 0, 5.27799, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27796, 5.27864, 5.27796
10.5768, 12.6383, 5.25899, 5.25838, 3.826, 7.3793, 5.25838, 0, 5.25841, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25896, 5.25838
10.5847, 10.9827, 5.23788, 5.23735, 3.60314, 5.74477, 5.23735, 0, 5.23739, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23735, 5.23736, 5.23735, 5.23735, 5.23785, 5.23735
10.5926, 4.15353, 5.21551, 5.21506, 2.48063, -1.06198, 5.21506, 0, 5.21509, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21506, 5.21548, 5.21506
10.6004, 5.10781, 5.19254, 5.19215, 2.66605, -0.0847325, 5.19215, 0, 5.19218, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.19215, 5.1925, 5.19215
10.6083, 5.05627, 5.16963, 5.16929, 2.65636, -0.11336, 5.16929, 0, 5.16933, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16929, 5.16959, 5.16929
10.6162, 7.80668, 5.14996, 5.14968, 3.13156, 2.65672, 5.14968, 0, 5.14971, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14968, 5.14993, 5.14968
10.624, 13.9239, 5.12876, 5.12852, 3.99048, 8.79515, 5.12852, 0, 5.12855, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12852, 5.12873, 5.12852
10.6319, 4.26221, 5.10619, 5.10598, 2.50244, -0.843988, 5.10598, 0, 5.10602, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10598, 5.10599, 5.10598, 5.10598, 5.10616, 5.10598
10.6398, 4.85601, 5.08297, 5.08279, 2.6184, -0.22696, 5.08279, 0, 5.08282, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08279, 5.08293, 5.08279
10.6477, 6.06592, 5.0598, 5.05964, 2.84006, 1.00612, 5.05964, 0, 5.05968, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05964, 5.05965, 5.05964, 5.05964, 5.05977, 5.05964
10.6555, 3.071, 5.04062, 5.04048, 2.25189, -1.96962, 5.04048, 0, 5.04051, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04048, 5.04059, 5.04048
10.6634, 5.68538, 5.01976, 5.01963, 2.77225, 0.665623, 5.01963, 0, 5.01966, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01963, 5.01972, 5.01963
