   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_142.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0913525, 0, 2.41708e-17, 0, 1.41421, -2.41708e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25786e-19, 0, 0, 5.54402e-22, 5.45265e-19, 0, 2.33992e-17, 0, 0, 0
0.0992244, 0, 4.67613e-17, 0, 1.41421, -4.67613e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36622e-19, 0, 0, 1.08813e-21, 1.07453e-18, 0, 4.5249e-17, 0, 0, 0
0.107096, 0, 8.96304e-17, 0, 1.41421, -8.96304e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3653e-19, 0, 0, 2.11656e-21, 2.09854e-18, 0, 8.66932e-17, 0, 0, 0
0.114968, 0, 1.70248e-16, 0, 1.41421, -1.70248e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58821e-18, 0, 0, 4.08093e-21, 4.06261e-18, 0, 1.64593e-16, 0, 0, 0
0.12284, 0, 3.20513e-16, 0, 1.41421, -3.20513e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98858e-18, 0, 0, 7.80098e-21, 7.79795e-18, 0, 3.09719e-16, 0, 0, 0
0.130712, 0, 5.98158e-16, 0, 1.41421, -5.98158e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57465e-18, 0, 0, 1.47869e-20, 1.48435e-17, 0, 5.77725e-16, 0, 0, 0
0.138584, 0, 1.10677e-15, 0, 1.41421, -1.10677e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03094e-17, 0, 0, 2.77976e-20, 2.80253e-17, 0, 1.0684e-15, 0, 0, 0
0.146456, 0, 2.0306e-15, 0, 1.41421, -2.0306e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89044e-17, 0, 0, 5.18326e-20, 5.24935e-17, 0, 1.95915e-15, 0, 0, 0
0.154328, 0, 3.69466e-15, 0, 1.41421, -3.69466e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43769e-17, 0, 0, 9.58786e-20, 9.75601e-17, 0, 3.56263e-15, 0, 0, 0
0.1622, 0, 6.66742e-15, 0, 1.41421, -6.66742e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.19997e-17, 0, 0, 1.75962e-19, 1.79937e-16, 0, 6.42531e-15, 0, 0, 0
0.170072, 0, 1.19349e-14, 0, 1.41421, -1.19349e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10911e-16, 0, 0, 3.20435e-19, 3.29395e-16, 0, 1.14942e-14, 0, 0, 0
0.177944, 0, 2.11932e-14, 0, 1.41421, -2.11932e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96818e-16, 0, 0, 5.7909e-19, 5.98578e-16, 0, 2.03972e-14, 0, 0, 0
0.185816, 0, 3.73363e-14, 0, 1.41421, -3.73363e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46496e-16, 0, 0, 1.03869e-18, 1.07992e-15, 0, 3.59088e-14, 0, 0, 0
0.193688, 0, 6.52618e-14, 0, 1.41421, -6.52618e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05208e-16, 0, 0, 1.8493e-18, 1.93459e-15, 0, 6.27201e-14, 0, 0, 0
0.20156, 0, 1.13191e-13, 0, 1.41421, -1.13191e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04887e-15, 0, 0, 3.26855e-18, 3.44163e-15, 0, 1.08698e-13, 0, 0, 0
0.209432, 0, 1.94816e-13, 0, 1.41421, -1.94816e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80373e-15, 0, 0, 5.73558e-18, 6.08089e-15, 0, 1.86925e-13, 0, 0, 0
0.217304, 0, 3.32752e-13, 0, 1.41421, -3.32752e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07814e-15, 0, 0, 9.99367e-18, 1.06721e-14, 0, 3.18991e-13, 0, 0, 0
0.225176, 0, 5.64065e-13, 0, 1.41421, -5.64065e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21309e-15, 0, 0, 1.72921e-17, 1.86064e-14, 0, 5.40228e-13, 0, 0, 0
0.233048, 0, 9.49025e-13, 0, 1.41421, -9.49025e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76227e-15, 0, 0, 2.97171e-17, 3.22324e-14, 0, 9.08001e-13, 0, 0, 0
0.24092, 0, 1.58486e-12, 0, 1.41421, -1.58486e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46176e-14, 0, 0, 5.07291e-17, 5.54846e-14, 0, 1.51471e-12, 0, 0, 0
0.248792, 0, 2.62935e-12, 0, 1.41421, -2.62935e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42231e-14, 0, 0, 8.6206e-17, 9.51482e-14, 0, 2.5099e-12, 0, 0, 0
0.256664, 0, 4.32628e-12, 0, 1.41421, -4.32628e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98089e-14, 0, 0, 1.45262e-16, 1.61766e-13, 0, 4.12456e-12, 0, 0, 0
0.264536, 0, 7.06679e-12, 0, 1.41421, -7.06679e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49441e-14, 0, 0, 2.43279e-16, 2.7341e-13, 0, 6.72819e-12, 0, 0, 0
0.272408, 0, 1.14602e-11, 0, 1.41421, -1.14602e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05178e-13, 0, 0, 4.05028e-16, 4.59466e-13, 0, 1.08952e-11, 0, 0, 0
0.28028, 0, 1.84523e-11, 0, 1.41421, -1.84523e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69105e-13, 0, 0, 6.70501e-16, 7.67849e-13, 0, 1.75146e-11, 0, 0, 0
0.288152, 0, 2.94996e-11, 0, 1.41421, -2.94996e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6993e-13, 0, 0, 1.10399e-15, 1.27633e-12, 0, 2.79522e-11, 0, 0, 0
0.296023, 0, 4.68291e-11, 7.00649e-45, 1.41421, -4.68291e-11, 7.00649e-45, 0, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 4.2779e-13, 7.00649e-45, 7.00649e-45, 1.80848e-15, 2.11058e-12, 7.00649e-45, 4.42889e-11, 7.00649e-45, 7.00649e-45, 7.00649e-45
0.303895, 0, 7.38198e-11, 1.41531e-43, 1.41421, -7.38198e-11, 1.41531e-43, 0, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 6.73151e-13, 1.41531e-43, 1.41531e-43, 2.94844e-15, 3.47285e-12, 1.41531e-43, 6.96709e-11, 1.41531e-43, 1.41531e-43, 1.41531e-43
0.311767, 0, 1.15562e-10, 2.12577e-42, 1.41421, -1.15562e-10, 2.12577e-42, 0, 2.12577e-42, 2.12577e-42, 2.12577e-42, 2.12577e-42, 2.12577e-42, 2.12577e-42, 2.12577e-42, 2.12577e-42, 1.05177e-12, 2.12577e-42, 2.12577e-42, 4.7859e-15, 5.68751e-12, 2.12577e-42, 1.08818e-10, 2.12577e-42, 2.12577e-42, 2.12577e-42
0.319639, 0, 1.79669e-10, 2.89985e-41, 1.41421, -1.79669e-10, 2.89985e-41, 0, 2.89985e-41, 2.89985e-41, 2.89985e-41, 2.89985e-41, 2.89985e-41, 2.89985e-41, 2.89985e-41, 2.89985e-41, 1.63181e-12, 2.89985e-41, 2.89985e-41, 7.73754e-15, 9.27303e-12, 2.89985e-41, 1.68756e-10, 2.89985e-41, 2.89985e-41, 2.89985e-41
0.327511, 0, 2.77445e-10, 3.54987e-40, 1.41421, -2.77445e-10, 3.54987e-40, 0, 3.54987e-40, 3.54987e-40, 3.54987e-40, 3.54987e-40, 3.54987e-40, 3.54987e-40, 3.54987e-40, 3.54987e-40, 2.51414e-12, 3.54987e-40, 3.54987e-40, 1.24653e-14, 1.50559e-11, 3.54987e-40, 2.59863e-10, 3.54987e-40, 3.54987e-40, 3.54987e-40
0.335383, 0, 4.25562e-10, 3.91553e-39, 1.41421, -4.25562e-10, 3.91553e-39, 0, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.91553e-39, 3.84681e-12, 3.91553e-39, 3.91553e-39, 2.00199e-14, 2.43504e-11, 3.91553e-39, 3.97345e-10, 3.91553e-39, 3.91553e-39, 3.91553e-39
0.343255, 0, 6.48437e-10, 3.9074e-38, 1.41421, -6.48437e-10, 3.9074e-38, 0, 3.9074e-38, 3.9074e-38, 3.9074e-38, 3.9074e-38, 3.9074e-38, 3.9074e-38, 3.9074e-38, 3.9074e-38, 5.84556e-12, 3.9074e-38, 3.9074e-38, 3.20695e-14, 3.92423e-11, 3.9074e-38, 6.03317e-10, 3.9074e-38, 3.9074e-38, 3.9074e-38
0.351127, 0, 9.81607e-10, 3.54656e-37, 1.41421, -9.81607e-10, 3.54656e-37, 0, 3.54656e-37, 3.54656e-37, 3.54656e-37, 3.54656e-37, 3.54656e-37, 3.54656e-37, 3.54656e-37, 3.54656e-37, 8.8226e-12, 3.54656e-37, 3.54656e-37, 5.12629e-14, 6.30367e-11, 3.54656e-37, 9.09696e-10, 3.54656e-37, 3.54656e-37, 3.54656e-37
0.358999, 0, 1.47645e-09, 2.94333e-36, 1.41421, -1.47645e-09, 2.94333e-36, 0, 2.94333e-36, 2.94333e-36, 2.94333e-36, 2.94333e-36, 2.94333e-36, 2.94333e-36, 2.94333e-36, 2.94333e-36, 1.32263e-11, 2.94333e-36, 2.94333e-36, 8.18095e-14, 1.00964e-10, 2.94333e-36, 1.36218e-09, 2.94333e-36, 2.94333e-36, 2.94333e-36
0.366871, 0, 2.20685e-09, 2.24437e-35, 1.41421, -2.20685e-09, 2.24437e-35, 0, 2.24437e-35, 2.24437e-35, 2.24437e-35, 2.24437e-35, 2.24437e-35, 2.24437e-35, 2.24437e-35, 2.24437e-35, 1.96964e-11, 2.24437e-35, 2.24437e-35, 1.30403e-13, 1.61291e-10, 2.24437e-35, 2.02573e-09, 2.24437e-35, 2.24437e-35, 2.24437e-35
0.374743, 0, 3.27835e-09, 1.5794e-34, 1.41421, -3.27835e-09, 1.5794e-34, 0, 1.5794e-34, 1.5794e-34, 1.5794e-34, 1.5794e-34, 1.5794e-34, 1.5794e-34, 1.5794e-34, 1.5794e-34, 2.91387e-11, 1.5794e-34, 1.5794e-34, 2.07698e-13, 2.57077e-10, 1.5794e-34, 2.99193e-09, 1.5794e-34, 1.5794e-34, 1.5794e-34
0.382615, 0, 4.84108e-09, 1.08623e-33, 1.41421, -4.84108e-09, 1.08623e-33, 0, 1.08623e-33, 1.08623e-33, 1.08623e-33, 1.08623e-33, 1.08623e-33, 1.08623e-33, 1.08623e-33, 1.08623e-33, 4.2828e-11, 1.08623e-33, 1.08623e-33, 3.30659e-13, 4.08929e-10, 1.08623e-33, 4.389e-09, 1.08623e-33, 1.08623e-33, 1.08623e-33
0.390487, 0, 7.10744e-09, 7.20221e-33, 1.41421, -7.10744e-09, 7.20221e-33, 0, 7.20221e-33, 7.20221e-33, 7.20221e-33, 7.20221e-33, 7.20221e-33, 7.20221e-33, 7.20221e-33, 7.20221e-33, 6.25457e-11, 7.20221e-33, 7.20221e-33, 5.26311e-13, 6.49339e-10, 7.20221e-33, 6.39503e-09, 7.20221e-33, 7.20221e-33, 7.20221e-33
0.398359, 0, 1.03767e-08, 4.4868e-32, 1.41421, -1.03767e-08, 4.4868e-32, 0, 4.4868e-32, 4.4868e-32, 4.4868e-32, 4.4868e-32, 4.4868e-32, 4.4868e-32, 4.4868e-32, 4.4868e-32, 9.07657e-11, 4.4868e-32, 4.4868e-32, 8.3769e-13, 1.02948e-09, 4.4868e-32, 9.25558e-09, 4.4868e-32, 4.4868e-32, 4.4868e-32
0.406231, 0, 1.50688e-08, 2.61308e-31, 1.41421, -1.50688e-08, 2.61308e-31, 0, 2.61308e-31, 2.61308e-31, 2.61308e-31, 2.61308e-31, 2.61308e-31, 2.61308e-31, 2.61308e-31, 2.61308e-31, 1.30901e-10, 2.61308e-31, 2.61308e-31, 1.33328e-12, 1.62985e-09, 2.61308e-31, 1.33067e-08, 2.61308e-31, 2.61308e-31, 2.61308e-31
0.414103, 0, 2.17716e-08, 1.42423e-30, 1.41421, -2.17716e-08, 1.42423e-30, 0, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.42423e-30, 1.87634e-10, 1.42423e-30, 1.42423e-30, 2.12189e-12, 2.57684e-09, 1.42423e-30, 1.9005e-08, 1.42423e-30, 1.42423e-30, 1.42423e-30
0.421975, 0, 3.13053e-08, 7.28407e-30, 1.41421, -3.13053e-08, 7.28407e-30, 0, 7.28407e-30, 7.28407e-30, 7.28407e-30, 7.28407e-30, 7.28407e-30, 7.28407e-30, 7.28407e-30, 7.28407e-30, 2.67345e-10, 7.28407e-30, 7.28407e-30, 3.37606e-12, 4.0684e-09, 7.28407e-30, 2.69661e-08, 7.28407e-30, 7.28407e-30, 7.28407e-30
0.429847, 0, 4.48121e-08, 3.50674e-29, 1.41421, -4.48121e-08, 3.50674e-29, 0, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.50674e-29, 3.78684e-10, 3.50674e-29, 3.50674e-29, 5.36858e-12, 6.41381e-09, 3.50674e-29, 3.80143e-08, 3.50674e-29, 3.50674e-29, 3.50674e-29
0.437719, 0, 6.38812e-08, 1.59414e-28, 1.41421, -6.38812e-08, 1.59414e-28, 0, 1.59414e-28, 1.59414e-28, 1.59414e-28, 1.59414e-28, 1.59414e-28, 1.59414e-28, 1.59414e-28, 1.59414e-28, 5.33308e-10, 1.59414e-28, 1.59414e-28, 8.52925e-12, 1.00944e-08, 1.59414e-28, 5.32449e-08, 1.59414e-28, 1.59414e-28, 1.59414e-28
0.445591, 0, 9.07205e-08, 6.86368e-28, 1.41421, -9.07205e-08, 6.86368e-28, 0, 6.86368e-28, 6.86368e-28, 6.86368e-28, 6.86368e-28, 6.86368e-28, 6.86368e-28, 6.86368e-28, 6.86368e-28, 7.46845e-10, 6.86368e-28, 6.86368e-28, 1.35324e-11, 1.58562e-08, 6.86368e-28, 7.41039e-08, 6.86368e-28, 6.86368e-28, 6.86368e-28
0.453463, 0, 1.28397e-07, 2.80694e-27, 1.41421, -1.28397e-07, 2.80694e-27, 0, 2.80694e-27, 2.80694e-27, 2.80694e-27, 2.80694e-27, 2.80694e-27, 2.80694e-27, 2.80694e-27, 2.80694e-27, 1.04012e-09, 2.80694e-27, 2.80694e-27, 2.14311e-11, 2.48501e-08, 2.80694e-27, 1.02485e-07, 2.80694e-27, 2.80694e-27, 2.80694e-27
0.461335, 0, 1.8117e-07, 1.09326e-26, 1.41421, -1.8117e-07, 1.09326e-26, 0, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.09326e-26, 1.44078e-09, 1.09326e-26, 1.09326e-26, 3.38605e-11, 3.88411e-08, 1.09326e-26, 1.40854e-07, 1.09326e-26, 1.09326e-26, 1.09326e-26
0.469207, 0, 2.54954e-07, 4.0658e-26, 1.41421, -2.54954e-07, 4.0658e-26, 0, 4.0658e-26, 4.0658e-26, 4.0658e-26, 4.0658e-26, 8.55661e-14, 4.0658e-26, 4.0658e-26, 4.0658e-26, 1.98526e-09, 4.0658e-26, 4.0658e-26, 5.33457e-11, 6.05198e-08, 4.0658e-26, 1.92395e-07, 4.0658e-26, 4.0658e-26, 4.0658e-26
0.477079, 0, 3.57958e-07, 1.44722e-25, 1.41421, -3.57958e-07, 1.44722e-25, 0, 1.44722e-25, 1.44722e-25, 1.44722e-25, 1.44722e-25, 2.83694e-13, 1.44722e-25, 1.44722e-25, 1.44722e-25, 2.7214e-09, 1.44722e-25, 1.44722e-25, 8.376e-11, 9.39589e-08, 1.44722e-25, 2.61193e-07, 1.44722e-25, 1.44722e-25, 1.44722e-25
0.484951, 0, 5.02869e-07, 4.9978e-25, 1.41421, -5.02869e-07, 5.79633e-12, 0, 2.45854e-14, 7.89184e-14, 1.1913e-11, 2.39104e-12, 4.63402e-12, 6.13359e-12, 3.91128e-12, 1.19553e-09, 3.71178e-09, 3.3588e-13, 8.9801e-15, 1.31006e-10, 1.45278e-07, 3.23707e-15, 3.52504e-07, 4.9978e-25, 4.9978e-25, 1.41105e-11
0.492823, 0, 7.06494e-07, 6.16404e-10, 1.41421, -7.06494e-07, 6.35542e-10, 6.16404e-10, 6.16485e-10, 6.16665e-10, 6.55738e-10, 6.24299e-10, 6.31004e-10, 6.36656e-10, 6.29318e-10, 4.56371e-09, 5.65396e-09, 6.17513e-10, 6.16434e-10, 8.20435e-10, 2.24214e-07, 6.16415e-10, 4.73546e-07, 6.16404e-10, 6.16404e-10, 6.62993e-10
0.500694, 0, 9.92902e-07, 2.02595e-09, 1.41421, -9.92902e-07, 2.07499e-09, 2.02595e-09, 2.02616e-09, 2.02662e-09, 2.12674e-09, 2.04618e-09, 2.06279e-09, 2.07785e-09, 2.05904e-09, 1.21405e-08, 8.82962e-09, 2.02879e-09, 2.02603e-09, 2.34221e-09, 3.44419e-07, 2.02598e-09, 6.32859e-07, 2.02595e-09, 2.02595e-09, 2.14533e-09
0.508566, 0, 1.39761e-06, 5.17697e-09, 1.41421, -1.39761e-06, 5.29144e-09, 5.17697e-09, 5.17745e-09, 5.17852e-09, 5.41225e-09, 5.22419e-09, 5.26229e-09, 5.29811e-09, 5.25421e-09, 2.87887e-08, 1.4322e-08, 5.1836e-09, 5.17714e-09, 5.66466e-09, 5.26578e-07, 5.17703e-09, 8.41993e-07, 5.17697e-09, 5.17697e-09, 5.45565e-09
0.516438, 0, 1.97303e-06, 1.2061e-08, 1.41421, -1.97303e-06, 1.23155e-08, 1.2061e-08, 1.20621e-08, 1.20645e-08, 1.25841e-08, 1.2166e-08, 1.22497e-08, 1.23303e-08, 1.22327e-08, 6.45519e-08, 2.42953e-08, 1.20758e-08, 1.20614e-08, 1.28089e-08, 8.01354e-07, 1.20612e-08, 1.11611e-06, 1.2061e-08, 1.2061e-08, 1.26805e-08
0.52431, 0, 2.79839e-06, 2.67704e-08, 1.41421, -2.79839e-06, 2.73179e-08, 2.67704e-08, 2.67727e-08, 2.67778e-08, 2.78958e-08, 2.69963e-08, 2.71745e-08, 2.73498e-08, 2.71399e-08, 1.39709e-07, 4.30613e-08, 2.68021e-08, 2.67712e-08, 2.79108e-08, 1.21423e-06, 2.67707e-08, 1.47593e-06, 2.67704e-08, 2.67704e-08, 2.81034e-08
0.532182, 0, 3.99661e-06, 5.75183e-08, 1.41421, -3.99661e-06, 5.86661e-08, 5.75183e-08, 5.75232e-08, 5.75339e-08, 5.98774e-08, 5.79918e-08, 5.84344e-08, 5.87329e-08, 5.82928e-08, 2.94263e-07, 7.91108e-08, 5.75848e-08, 5.75201e-08, 5.92467e-08, 1.83371e-06, 5.7519e-08, 1.95058e-06, 5.75183e-08, 5.75183e-08, 6.03126e-08
0.540054, 0, 5.75568e-06, 1.20422e-07, 1.41421, -5.75568e-06, 1.22773e-07, 1.20422e-07, 1.20432e-07, 1.20454e-07, 1.25254e-07, 1.21392e-07, 1.22382e-07, 1.2291e-07, 1.22008e-07, 6.05343e-07, 1.48911e-07, 1.20558e-07, 1.20426e-07, 1.23025e-07, 2.75715e-06, 1.20423e-07, 2.58284e-06, 1.20422e-07, 1.20422e-07, 1.26145e-07
0.547926, 0, 8.37899e-06, 2.46372e-07, 1.41421, -8.37899e-06, 2.51084e-07, 2.46372e-07, 2.46392e-07, 2.46436e-07, 2.56056e-07, 2.48316e-07, 2.51345e-07, 2.51358e-07, 2.49552e-07, 1.21824e-06, 2.8379e-07, 2.46645e-07, 2.46379e-07, 2.50267e-07, 4.13286e-06, 2.46375e-07, 3.438e-06, 2.46372e-07, 2.46372e-07, 2.57843e-07
0.555798, 0, 1.23512e-05, 4.93228e-07, 1.41421, -1.23512e-05, 5.02474e-07, 4.93228e-07, 4.93267e-07, 4.93353e-07, 5.12232e-07, 4.97042e-07, 5.04417e-07, 5.03012e-07, 4.99467e-07, 2.40039e-06, 5.42152e-07, 4.93763e-07, 4.93242e-07, 4.9902e-07, 6.18079e-06, 4.93233e-07, 4.61924e-06, 4.93228e-07, 4.93228e-07, 5.15737e-07
0.56367, 0, 1.84557e-05, 9.66842e-07, 1.41421, -1.84557e-05, 9.84616e-07, 9.66842e-07, 9.66918e-07, 9.67084e-07, 1.00337e-06, 9.74174e-07, 9.90631e-07, 9.8565e-07, 9.78835e-07, 4.63269e-06, 1.03053e-06, 9.67872e-07, 9.6687e-07, 9.75399e-07, 9.23004e-06, 9.66852e-07, 6.29356e-06, 9.66842e-07, 9.66842e-07, 1.01011e-06
0.571542, 0, 2.79599e-05, 1.85645e-06, 1.41421, -2.79599e-05, 1.88992e-06, 1.85645e-06, 1.85659e-06, 1.8569e-06, 1.92524e-06, 1.87025e-06, 1.90531e-06, 1.89186e-06, 1.87903e-06, 8.76006e-06, 1.93899e-06, 1.85838e-06, 1.8565e-06, 1.869e-06, 1.37757e-05, 1.85646e-06, 8.73495e-06, 1.85645e-06, 1.85645e-06, 1.93793e-06
0.579414, 0, 4.29054e-05, 3.49247e-06, 1.41421, -4.29054e-05, 3.55423e-06, 3.49247e-06, 3.49273e-06, 3.49331e-06, 3.61942e-06, 3.51795e-06, 3.58958e-06, 3.55783e-06, 3.53415e-06, 1.62326e-05, 3.59901e-06, 3.49604e-06, 3.49256e-06, 3.51077e-06, 2.05646e-05, 3.4925e-06, 1.23947e-05, 3.49247e-06, 3.49247e-06, 3.64283e-06
0.587286, 0, 6.65585e-05, 6.43878e-06, 1.41421, -6.65585e-05, 6.5505e-06, 6.43878e-06, 6.43925e-06, 6.4403e-06, 6.66839e-06, 6.48486e-06, 6.62887e-06, 6.557e-06, 6.51417e-06, 2.9482e-05, 6.57572e-06, 6.44525e-06, 6.43895e-06, 6.46528e-06, 3.07259e-05, 6.43884e-06, 1.8013e-05, 6.43878e-06, 6.43878e-06, 6.71075e-06
0.595158, 0, 0.000104078, 1.16335e-05, 1.41421, -0.000104078, 1.18315e-05, 1.16335e-05, 1.16343e-05, 1.16362e-05, 1.20406e-05, 1.17152e-05, 1.2e-05, 1.18431e-05, 1.17671e-05, 5.24856e-05, 1.18088e-05, 1.1645e-05, 1.16338e-05, 1.16716e-05, 4.59628e-05, 1.16336e-05, 2.67893e-05, 1.16335e-05, 1.16335e-05, 1.21156e-05
0.60303, 0, 0.000163504, 2.06035e-05, 1.41421, -0.000163504, 2.09478e-05, 2.06035e-05, 2.0605e-05, 2.06082e-05, 2.1311e-05, 2.07455e-05, 2.12994e-05, 2.09678e-05, 2.08358e-05, 9.16046e-05, 2.08272e-05, 2.06235e-05, 2.06041e-05, 2.06581e-05, 6.88374e-05, 2.06037e-05, 4.06398e-05, 2.06035e-05, 2.06035e-05, 2.14415e-05
0.610902, 0, 0.00025715, 3.57732e-05, 1.41421, -0.00025715, 3.63598e-05, 3.57732e-05, 3.57757e-05, 3.57812e-05, 3.69788e-05, 3.60152e-05, 3.70743e-05, 3.6394e-05, 3.61691e-05, 0.000156764, 3.60576e-05, 3.58072e-05, 3.57741e-05, 3.58507e-05, 0.000103175, 3.57735e-05, 6.25701e-05, 3.57732e-05, 3.57732e-05, 3.72012e-05
0.618774, 0, 0.000403538, 6.08998e-05, 1.41421, -0.000403538, 6.188e-05, 6.08998e-05, 6.09039e-05, 6.09131e-05, 6.29144e-05, 6.13041e-05, 6.32945e-05, 6.1937e-05, 6.15612e-05, 0.00026308, 6.12602e-05, 6.09566e-05, 6.09013e-05, 6.10093e-05, 0.00015463, 6.09003e-05, 9.72022e-05, 6.08998e-05, 6.08998e-05, 6.3286e-05
