   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.61372, 3.99755, 3.57185, 3.44707, 2.44899, 0.425706, 0, 3.44708, 3.44712, 3.44711, 3.44717, 3.45154, 3.44736, 3.52078, 3.44707, 3.44707, 3.44707, 3.44707, 3.44707, 3.44707, 3.44707, 3.44707, 3.44707, 3.47268, 3.44707, 3.46757, 3.44707
3.6216, 2.99762, 3.59746, 3.47088, 2.23554, -0.599843, 0, 3.47089, 3.47093, 3.47092, 3.47098, 3.47566, 3.47117, 3.55273, 3.47088, 3.47088, 3.47088, 3.47088, 3.47088, 3.47088, 3.47088, 3.47088, 3.47088, 3.49347, 3.47088, 3.48774, 3.47088
3.62948, 1.92051, 3.62378, 3.49481, 1.98003, -1.70327, 0, 3.49482, 3.49486, 3.49485, 3.49491, 3.49987, 3.49511, 3.58464, 3.49481, 3.49481, 3.49481, 3.49481, 3.49481, 3.49481, 3.49481, 3.49481, 3.49481, 3.51467, 3.49481, 3.50852, 3.49481
3.63736, 1.29862, 3.65054, 3.51885, 1.81621, -2.35192, 0, 3.51886, 3.5189, 3.51889, 3.51895, 3.52415, 3.51916, 3.61629, 3.51885, 3.51885, 3.51885, 3.51885, 3.51885, 3.51885, 3.51885, 3.51885, 3.51885, 3.53625, 3.51885, 3.52988, 3.51885
3.64524, 8.70138, 3.67745, 3.543, 3.2713, 5.02393, 0, 3.543, 3.54305, 3.54303, 3.5431, 3.54849, 3.54332, 3.64748, 3.543, 3.543, 3.543, 3.543, 3.543, 3.543, 3.543, 3.543, 3.543, 3.55817, 3.543, 3.55177, 3.543
3.65312, 3.34913, 3.70424, 3.56724, 2.31282, -0.355104, 0, 3.56724, 3.56729, 3.56727, 3.56734, 3.57287, 3.56756, 3.67797, 3.56724, 3.56724, 3.56724, 3.56724, 3.56724, 3.56724, 3.56724, 3.56724, 3.56724, 3.58043, 3.56724, 3.57414, 3.56724
3.661, 6.98806, 3.73064, 3.59156, 2.99801, 3.25743, 0, 3.59157, 3.59162, 3.5916, 3.59167, 3.59728, 3.5919, 3.70758, 3.59156, 3.59156, 3.59156, 3.59156, 3.59156, 3.59156, 3.59156, 3.59156, 3.59157, 3.60299, 3.59156, 3.59693, 3.59156
3.66888, 9.72783, 3.75641, 3.61598, 3.42459, 5.97141, 0, 3.61599, 3.61603, 3.61602, 3.61608, 3.62172, 3.61633, 3.73613, 3.61598, 3.61598, 3.61598, 3.61598, 3.61598, 3.61598, 3.61598, 3.61598, 3.61598, 3.62585, 3.61598, 3.62011, 3.61598
3.67676, 2.93498, 3.78137, 3.64048, 2.22148, -0.846391, 0, 3.64049, 3.64053, 3.64052, 3.64058, 3.64617, 3.64084, 3.76348, 3.64048, 3.64048, 3.64048, 3.64048, 3.64048, 3.64048, 3.64048, 3.64048, 3.64048, 3.64896, 3.64048, 3.64362, 3.64048
3.68464, 6.06022, 3.80536, 3.66507, 2.83905, 2.25486, 0, 3.66508, 3.66512, 3.6651, 3.66517, 3.67066, 3.66543, 3.78956, 3.66507, 3.66507, 3.66507, 3.66507, 3.66507, 3.66507, 3.66507, 3.66507, 3.66507, 3.67233, 3.66507, 3.66743, 3.66507
3.69252, 3.99755, 3.82828, 3.68973, 2.44899, 0.169277, 0, 3.68974, 3.68979, 3.68977, 3.68984, 3.69517, 3.69011, 3.81429, 3.68973, 3.68973, 3.68973, 3.68973, 3.68973, 3.68973, 3.68973, 3.68973, 3.68974, 3.69594, 3.68973, 3.6915, 3.68973
3.7004, 3.94223, 3.85009, 3.71448, 2.43767, 0.0921378, 0, 3.71449, 3.71454, 3.71452, 3.71459, 3.71971, 3.71487, 3.8377, 3.71448, 3.71448, 3.71448, 3.71448, 3.71448, 3.71448, 3.71448, 3.71448, 3.71449, 3.71976, 3.71448, 3.71578, 3.71448
3.70828, 2.10595, 3.87081, 3.73932, 2.02631, -1.76486, 0, 3.73933, 3.73937, 3.73936, 3.73942, 3.74429, 3.73972, 3.85982, 3.73932, 3.73932, 3.73932, 3.73932, 3.73932, 3.73932, 3.73932, 3.73932, 3.73932, 3.74379, 3.73932, 3.74026, 3.73932
3.71616, 5.14683, 3.8905, 3.76424, 2.67336, 1.25633, 0, 3.76425, 3.76429, 3.76428, 3.76434, 3.76892, 3.76465, 3.88075, 3.76424, 3.76424, 3.76424, 3.76424, 3.76424, 3.76424, 3.76424, 3.76424, 3.76424, 3.76801, 3.76424, 3.76492, 3.76424
3.72404, 8.79536, 3.90928, 3.78924, 3.28563, 4.88608, 0, 3.78925, 3.7893, 3.78928, 3.78935, 3.7936, 3.78966, 3.90064, 3.78924, 3.78924, 3.78924, 3.78924, 3.78924, 3.78924, 3.78924, 3.78924, 3.78925, 3.79242, 3.78924, 3.78973, 3.78924
3.73192, 1.95186, 3.92729, 3.81433, 1.98793, -1.97543, 0, 3.81434, 3.81439, 3.81437, 3.81444, 3.81835, 3.81476, 3.91964, 3.81433, 3.81433, 3.81433, 3.81433, 3.81433, 3.81433, 3.81433, 3.81433, 3.81434, 3.817, 3.81433, 3.81468, 3.81433
3.7398, 3.04331, 3.94471, 3.83951, 2.24573, -0.901404, 0, 3.83952, 3.83956, 3.83955, 3.83961, 3.84317, 3.83995, 3.93794, 3.83951, 3.83951, 3.83951, 3.83951, 3.83951, 3.83951, 3.83951, 3.83951, 3.83951, 3.84174, 3.83951, 3.83975, 3.83951
3.74768, 6.03854, 3.96174, 3.86478, 2.83523, 2.0768, 0, 3.86479, 3.86483, 3.86482, 3.86488, 3.86808, 3.86523, 3.95577, 3.86478, 3.86478, 3.86478, 3.86478, 3.86478, 3.86478, 3.86478, 3.86478, 3.86478, 3.86663, 3.86478, 3.86494, 3.86478
3.75556, 2.99511, 3.97857, 3.89014, 2.23497, -0.983467, 0, 3.89014, 3.89019, 3.89017, 3.89024, 3.89308, 3.8906, 3.97331, 3.89014, 3.89014, 3.89014, 3.89014, 3.89014, 3.89014, 3.89014, 3.89014, 3.89014, 3.89167, 3.89014, 3.89025, 3.89014
3.76344, 6.06729, 3.99541, 3.91558, 2.8403, 2.07187, 0, 3.91559, 3.91563, 3.91562, 3.91568, 3.91819, 3.91605, 3.99078, 3.91558, 3.91558, 3.91558, 3.91558, 3.91558, 3.91558, 3.91558, 3.91558, 3.91558, 3.91685, 3.91558, 3.91566, 3.91558
3.77132, 5.85576, 4.01244, 3.94112, 2.80281, 1.84332, 0, 3.94113, 3.94117, 3.94116, 3.94122, 3.9434, 3.9416, 4.00837, 3.94112, 3.94112, 3.94112, 3.94112, 3.94112, 3.94112, 3.94112, 3.94112, 3.94112, 3.94216, 3.94112, 3.94117, 3.94112
3.7792, 4.03126, 4.02982, 3.96675, 2.45586, 0.00143433, 0, 3.96676, 3.96681, 3.96679, 3.96685, 3.96873, 3.96725, 4.02626, 3.96675, 3.96675, 3.96675, 3.96675, 3.96675, 3.96675, 3.96675, 3.96675, 3.96676, 3.96761, 3.96675, 3.96679, 3.96675
3.78708, 3.99758, 4.0477, 3.99248, 2.449, -0.0501173, 0, 3.99249, 3.99253, 3.99252, 3.99258, 3.99417, 3.99298, 4.04457, 3.99248, 3.99248, 3.99248, 3.99248, 3.99248, 3.99248, 3.99248, 3.99248, 3.99248, 3.99318, 3.99248, 3.9925, 3.99248
3.79496, 2.97116, 4.0662, 4.0183, 2.22961, -1.09504, 0, 4.01831, 4.01835, 4.01834, 4.0184, 4.01974, 4.01882, 4.06345, 4.0183, 4.0183, 4.0183, 4.0183, 4.0183, 4.0183, 4.0183, 4.0183, 4.0183, 4.01887, 4.0183, 4.01831, 4.0183
3.80284, 3.02401, 4.08539, 4.04421, 2.24143, -1.06138, 0, 4.04422, 4.04426, 4.04425, 4.04431, 4.04542, 4.04474, 4.08296, 4.04421, 4.04421, 4.04421, 4.04421, 4.04421, 4.04421, 4.04421, 4.04421, 4.04421, 4.04467, 4.04421, 4.04422, 4.04421
3.81072, 3.99762, 4.10534, 4.07022, 2.449, -0.107722, 0, 4.07023, 4.07027, 4.07026, 4.07032, 4.07123, 4.07076, 4.10319, 4.07022, 4.07022, 4.07022, 4.07022, 4.07022, 4.07022, 4.07022, 4.07022, 4.07022, 4.07059, 4.07022, 4.07023, 4.07022
3.8186, 2.01679, 4.12608, 4.09632, 2.00419, -2.10929, 0, 4.09633, 4.09638, 4.09636, 4.09642, 4.09716, 4.09688, 4.12417, 4.09632, 4.09632, 4.09632, 4.09632, 4.09632, 4.09632, 4.09632, 4.09632, 4.09633, 4.09662, 4.09632, 4.09633, 4.09632
3.82648, 5.01196, 4.14762, 4.12252, 2.64801, 0.864334, 0, 4.12253, 4.12257, 4.12256, 4.12262, 4.12321, 4.12309, 4.14591, 4.12252, 4.12252, 4.12252, 4.12252, 4.12252, 4.12252, 4.12252, 4.12252, 4.12252, 4.12276, 4.12252, 4.12253, 4.12252
3.83436, 4.02165, 4.16995, 4.14881, 2.45391, -0.148299, 0, 4.14882, 4.14887, 4.14885, 4.14891, 4.14938, 4.14939, 4.1684, 4.14881, 4.14881, 4.14881, 4.14881, 4.14881, 4.14881, 4.14881, 4.14881, 4.14882, 4.14901, 4.14881, 4.14882, 4.14881
3.84224, 7.96385, 4.19305, 4.1752, 3.15656, 3.7708, 0, 4.17521, 4.17525, 4.17524, 4.1753, 4.17566, 4.17579, 4.19163, 4.1752, 4.1752, 4.1752, 4.1752, 4.1752, 4.1752, 4.1752, 4.1752, 4.1752, 4.17535, 4.1752, 4.17521, 4.1752
3.85012, 5.00242, 4.21687, 4.20167, 2.64621, 0.785548, 0, 4.20168, 4.20172, 4.20171, 4.20177, 4.20205, 4.20228, 4.21555, 4.20167, 4.20167, 4.20167, 4.20167, 4.20167, 4.20167, 4.20167, 4.20167, 4.20167, 4.2018, 4.20167, 4.20168, 4.20167
3.858, 4.96887, 4.24137, 4.22824, 2.63986, 0.727502, 0, 4.22825, 4.22829, 4.22827, 4.22834, 4.22854, 4.22885, 4.24013, 4.22824, 4.22824, 4.22824, 4.22824, 4.22824, 4.22824, 4.22824, 4.22824, 4.22824, 4.22833, 4.22824, 4.22825, 4.22824
3.86588, 3.00697, 4.26649, 4.25488, 2.23763, -1.25952, 0, 4.25489, 4.25494, 4.25492, 4.25498, 4.25513, 4.25551, 4.26531, 4.25488, 4.25488, 4.25488, 4.25488, 4.25488, 4.25488, 4.25488, 4.25488, 4.25489, 4.25496, 4.25488, 4.2549, 4.25488
3.87376, 3.99058, 4.29218, 4.28161, 2.44757, -0.3016, 0, 4.28162, 4.28167, 4.28165, 4.28171, 4.28181, 4.28225, 4.29105, 4.28161, 4.28161, 4.28161, 4.28161, 4.28161, 4.28161, 4.28161, 4.28161, 4.28162, 4.28167, 4.28161, 4.28164, 4.28161
3.88164, 2.99517, 4.31839, 4.30842, 2.23499, -1.32322, 0, 4.30843, 4.30847, 4.30846, 4.30852, 4.30858, 4.30907, 4.31728, 4.30842, 4.30842, 4.30842, 4.30842, 4.30842, 4.30842, 4.30842, 4.30842, 4.30842, 4.30846, 4.30842, 4.30845, 4.30842
3.88952, 5.98996, 4.34504, 4.33529, 2.82665, 1.64492, 0, 4.3353, 4.33534, 4.33533, 4.33539, 4.33543, 4.33596, 4.34396, 4.33529, 4.33529, 4.33529, 4.33529, 4.33529, 4.33529, 4.33529, 4.33529, 4.33529, 4.33533, 4.33529, 4.33533, 4.33529
3.8974, 3.01016, 4.3721, 4.36223, 2.23834, -1.36194, 0, 4.36224, 4.36228, 4.36227, 4.36233, 4.36235, 4.36291, 4.37102, 4.36223, 4.36223, 4.36223, 4.36223, 4.36223, 4.36223, 4.36223, 4.36223, 4.36223, 4.36226, 4.36223, 4.36228, 4.36223
3.90528, 3.99269, 4.3995, 4.38923, 2.448, -0.406808, 0, 4.38924, 4.38928, 4.38927, 4.38933, 4.38933, 4.38992, 4.39841, 4.38923, 4.38923, 4.38923, 4.38923, 4.38923, 4.38923, 4.38923, 4.38923, 4.38923, 4.38925, 4.38923, 4.38929, 4.38923
3.91316, 0.00731103, 4.42717, 4.41627, 1.4168, -4.41986, 0, 4.41628, 4.41632, 4.41631, 4.41637, 4.41636, 4.41698, 4.42608, 4.41627, 4.41627, 4.41627, 4.41627, 4.41627, 4.41627, 4.41627, 4.41627, 4.41627, 4.41629, 4.41627, 4.41635, 4.41627
3.92104, 3.98786, 4.45508, 4.44335, 2.44701, -0.467221, 0, 4.44336, 4.4434, 4.44339, 4.44345, 4.44343, 4.44407, 4.45397, 4.44335, 4.44335, 4.44335, 4.44335, 4.44335, 4.44335, 4.44335, 4.44335, 4.44335, 4.44337, 4.44335, 4.44345, 4.44335
3.92892, 6.99758, 4.48315, 4.47047, 2.9996, 2.51443, 0, 4.47048, 4.47052, 4.4705, 4.47057, 4.47054, 4.4712, 4.48202, 4.47047, 4.47047, 4.47047, 4.47047, 4.47047, 4.47047, 4.47047, 4.47047, 4.47047, 4.47048, 4.47047, 4.47058, 4.47047
3.9368, 7.96382, 4.51135, 4.4976, 3.15655, 3.45247, 0, 4.49761, 4.49765, 4.49764, 4.4977, 4.49767, 4.49835, 4.51018, 4.4976, 4.4976, 4.4976, 4.4976, 4.4976, 4.4976, 4.4976, 4.4976, 4.4976, 4.49761, 4.4976, 4.49773, 4.4976
3.94468, 8.97318, 4.5396, 4.52475, 3.31258, 4.43357, 0, 4.52476, 4.5248, 4.52479, 4.52485, 4.52481, 4.52551, 4.53841, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.52475, 4.5249, 4.52475
3.95256, 7.99033, 4.56786, 4.55189, 3.16075, 3.42247, 0, 4.5519, 4.55195, 4.55193, 4.552, 4.55196, 4.55267, 4.56663, 4.55189, 4.55189, 4.55189, 4.55189, 4.55189, 4.55189, 4.55189, 4.55189, 4.5519, 4.5519, 4.55189, 4.55207, 4.55189
3.96044, 9.01475, 4.59608, 4.57903, 3.31885, 4.41866, 0, 4.57904, 4.57909, 4.57907, 4.57913, 4.5791, 4.57982, 4.59481, 4.57903, 4.57903, 4.57903, 4.57903, 4.57903, 4.57903, 4.57903, 4.57903, 4.57904, 4.57904, 4.57903, 4.57924, 4.57903
3.96832, 1.04588, 4.62421, 4.60616, 1.74525, -3.57833, 0, 4.60617, 4.60621, 4.6062, 4.60626, 4.60623, 4.60696, 4.6229, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60616, 4.60639, 4.60616
3.9762, 4.99758, 4.65221, 4.63327, 2.64529, 0.345374, 0, 4.63328, 4.63332, 4.6333, 4.63337, 4.63334, 4.63408, 4.65085, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63327, 4.63353, 4.63327
3.98408, 2.99761, 4.68004, 4.66035, 2.23553, -1.68242, 0, 4.66035, 4.6604, 4.66038, 4.66045, 4.66042, 4.66118, 4.67864, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66035, 4.66063, 4.66035
3.99196, 3.99758, 4.70766, 4.68739, 2.449, -0.710079, 0, 4.6874, 4.68744, 4.68743, 4.68749, 4.68747, 4.68824, 4.70622, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68739, 4.68771, 4.68739
3.99984, 4.96134, 4.73506, 4.71441, 2.63844, 0.226278, 0, 4.71442, 4.71446, 4.71444, 4.71451, 4.71449, 4.71527, 4.73357, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71441, 4.71475, 4.71441
4.00772, 6.91784, 4.76223, 4.74139, 2.98628, 2.15561, 0, 4.7414, 4.74144, 4.74143, 4.74149, 4.74148, 4.74226, 4.76069, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74139, 4.74175, 4.74139
4.0156, 6.07249, 4.78915, 4.76833, 2.84121, 1.28335, 0, 4.76834, 4.76838, 4.76837, 4.76843, 4.76843, 4.76922, 4.78756, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76833, 4.76872, 4.76833
4.02348, 6.90831, 4.81582, 4.79524, 2.98468, 2.09248, 0, 4.79525, 4.79529, 4.79528, 4.79534, 4.79535, 4.79614, 4.81419, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79524, 4.79565, 4.79524
4.03136, 9.9443, 4.84227, 4.82212, 3.45605, 5.10203, 0, 4.82213, 4.82217, 4.82216, 4.82222, 4.82225, 4.82304, 4.8406, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82212, 4.82255, 4.82212
4.03924, 5.03649, 4.86851, 4.84898, 2.65264, 0.167973, 0, 4.84899, 4.84903, 4.84902, 4.84908, 4.84913, 4.84992, 4.86679, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84898, 4.84941, 4.84898
4.04712, 4.04102, 4.89457, 4.87582, 2.45785, -0.853557, 0, 4.87583, 4.87587, 4.87586, 4.87592, 4.87599, 4.87677, 4.89281, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87582, 4.87626, 4.87582
4.055, 5.93942, 4.92048, 4.90265, 2.8177, 1.01894, 0, 4.90266, 4.90271, 4.90269, 4.90275, 4.90284, 4.90362, 4.91868, 4.90265, 4.90265, 4.90265, 4.90265, 4.90265, 4.90265, 4.90265, 4.90265, 4.90266, 4.90265, 4.90265, 4.90309, 4.90265
4.06288, 3.1016, 4.94628, 4.92948, 2.25867, -1.84469, 0, 4.92949, 4.92954, 4.92952, 4.92958, 4.9297, 4.93046, 4.94445, 4.92948, 4.92948, 4.92948, 4.92948, 4.92948, 4.92948, 4.92948, 4.92948, 4.92949, 4.92948, 4.92948, 4.92992, 4.92948
4.07076, 8.87931, 4.97201, 4.95632, 3.29838, 3.9073, 0, 4.95633, 4.95637, 4.95636, 4.95642, 4.95656, 4.95732, 4.97014, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95632, 4.95675, 4.95632
4.07864, 2.17138, 4.99771, 4.98318, 2.04239, -2.82633, 0, 4.98319, 4.98323, 4.98322, 4.98328, 4.98345, 4.98419, 4.9958, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98318, 4.98359, 4.98318
4.08652, 10.6838, 5.0234, 5.01006, 3.56143, 5.66037, 0, 5.01006, 5.01011, 5.01009, 5.01016, 5.01037, 5.01108, 5.02146, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01006, 5.01045, 5.01006
4.0944, 4.24621, 5.04915, 5.03697, 2.49924, -0.80294, 0, 5.03698, 5.03703, 5.03701, 5.03708, 5.03732, 5.03802, 5.04717, 5.03697, 5.03697, 5.03697, 5.03697, 5.03697, 5.03697, 5.03697, 5.03697, 5.03698, 5.03697, 5.03697, 5.03735, 5.03697
4.10228, 5.86022, 5.07496, 5.06393, 2.80361, 0.78526, 0, 5.06394, 5.06398, 5.06397, 5.06403, 5.06432, 5.06499, 5.07295, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06393, 5.06429, 5.06393
4.11016, 3.20013, 5.10088, 5.09094, 2.28038, -1.90076, 0, 5.09095, 5.09099, 5.09098, 5.09104, 5.09137, 5.09202, 5.09883, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09094, 5.09127, 5.09094
4.11804, 1.92515, 5.12693, 5.11801, 1.9812, -3.20178, 0, 5.11802, 5.11806, 5.11805, 5.11811, 5.11849, 5.1191, 5.12484, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11801, 5.11831, 5.11801
4.12592, 5.77094, 5.15313, 5.14514, 2.78764, 0.617814, 0, 5.14515, 5.1452, 5.14518, 5.14525, 5.14567, 5.14626, 5.151, 5.14514, 5.14514, 5.14514, 5.14514, 5.14514, 5.14514, 5.14514, 5.14514, 5.14515, 5.14514, 5.14514, 5.14543, 5.14514
4.1338, 4.98763, 5.17949, 5.17236, 2.64341, -0.191859, 0, 5.17237, 5.17241, 5.1724, 5.17246, 5.17293, 5.17349, 5.17732, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17236, 5.17261, 5.17236
4.14168, 3.22693, 5.20603, 5.19965, 2.28625, -1.9791, 0, 5.19966, 5.1997, 5.19969, 5.19975, 5.20027, 5.20081, 5.20382, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19965, 5.19988, 5.19965
4.14956, 1.99529, 5.23274, 5.22703, 1.99882, -3.23745, 0, 5.22703, 5.22708, 5.22706, 5.22713, 5.22769, 5.22821, 5.23048, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22703, 5.22724, 5.22703
4.15744, 2.99529, 5.25965, 5.25449, 2.23501, -2.26435, 0, 5.2545, 5.25455, 5.25453, 5.2546, 5.2552, 5.25571, 5.25733, 5.25449, 5.25449, 5.25449, 5.25449, 5.25449, 5.25449, 5.25449, 5.25449, 5.2545, 5.25449, 5.25449, 5.25469, 5.25449
4.16532, 5.82109, 5.28674, 5.28205, 2.79662, 0.534352, 0, 5.28206, 5.28211, 5.28209, 5.28215, 5.28279, 5.28331, 5.28436, 5.28205, 5.28205, 5.28205, 5.28205, 5.28205, 5.28205, 5.28205, 5.28205, 5.28206, 5.28205, 5.28205, 5.28223, 5.28205
4.1732, 6.07984, 5.31401, 5.30971, 2.84251, 0.76583, 0, 5.30972, 5.30976, 5.30975, 5.30981, 5.31048, 5.31101, 5.31157, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30971, 5.30988, 5.30971
4.18108, 4.99294, 5.34148, 5.33746, 2.64442, -0.348547, 0, 5.33747, 5.33752, 5.3375, 5.33757, 5.33826, 5.33884, 5.33894, 5.33746, 5.33746, 5.33746, 5.33746, 5.33746, 5.33746, 5.33746, 5.33746, 5.33747, 5.33746, 5.33746, 5.33763, 5.33746
4.18896, 7.89823, 5.36915, 5.36532, 3.14614, 2.52908, 0, 5.36533, 5.36537, 5.36536, 5.36542, 5.36613, 5.3668, 5.36649, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36532, 5.36549, 5.36532
4.19684, 5.89403, 5.39702, 5.39328, 2.80963, 0.497008, 0, 5.39329, 5.39333, 5.39332, 5.39338, 5.3941, 5.39491, 5.39419, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39328, 5.39345, 5.39328
4.20472, 3.48265, 5.42511, 5.42135, 2.34151, -1.94246, 0, 5.42135, 5.4214, 5.42138, 5.42145, 5.42217, 5.42319, 5.42205, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42135, 5.42153, 5.42135
4.2126, 11.2909, 5.45344, 5.44952, 3.64567, 5.83745, 0, 5.44953, 5.44957, 5.44956, 5.44962, 5.45034, 5.45167, 5.45005, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44952, 5.44973, 5.44952
4.22048, 3.60533, 5.48205, 5.47779, 2.36756, -1.87672, 0, 5.4778, 5.47784, 5.47783, 5.47789, 5.4786, 5.48038, 5.4782, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47779, 5.47804, 5.47779
4.22836, 6.89151, 5.51099, 5.50617, 2.98186, 1.38052, 0, 5.50618, 5.50622, 5.50621, 5.50627, 5.50696, 5.50939, 5.50648, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50617, 5.50647, 5.50617
4.23624, 6.88662, 5.54032, 5.53466, 2.98104, 1.3463, 0, 5.53467, 5.53471, 5.5347, 5.53476, 5.53543, 5.53877, 5.53488, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53466, 5.53501, 5.53466
4.24412, 3.99259, 5.57014, 5.56325, 2.44798, -1.57755, 0, 5.56326, 5.5633, 5.56329, 5.56335, 5.56399, 5.5686, 5.56342, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56325, 5.56368, 5.56325
4.252, 7.99292, 5.60057, 5.59195, 3.16116, 2.39235, 0, 5.59196, 5.592, 5.59199, 5.59205, 5.59265, 5.59903, 5.59207, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59195, 5.59246, 5.59195
4.25988, 3.22435, 5.63177, 5.62075, 2.28568, -2.40742, 0, 5.62076, 5.6208, 5.62079, 5.62085, 5.62142, 5.6302, 5.62084, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62075, 5.62137, 5.62075
4.26776, 7.87937, 5.66395, 5.64966, 3.14315, 2.21542, 0, 5.64967, 5.64972, 5.6497, 5.64977, 5.65029, 5.66232, 5.64973, 5.64966, 5.64966, 5.64966, 5.64966, 5.64966, 5.64966, 5.64966, 5.64966, 5.64967, 5.64966, 5.64966, 5.65041, 5.64966
4.27564, 6.87456, 5.69735, 5.67868, 2.97902, 1.1772, 0, 5.67869, 5.67873, 5.67872, 5.67878, 5.67926, 5.69564, 5.67872, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67868, 5.67957, 5.67868
4.28352, 3.86993, 5.73228, 5.7078, 2.42279, -1.86235, 0, 5.70781, 5.70785, 5.70784, 5.7079, 5.70833, 5.73046, 5.70783, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.7078, 5.70885, 5.7078
4.2914, 7.99009, 5.7691, 5.73702, 3.16071, 2.22099, 0, 5.73703, 5.73707, 5.73706, 5.73712, 5.73751, 5.76714, 5.73704, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73702, 5.73826, 5.73702
