,PMC,emblem,Na ox%,Na peak area,Na abs error,Mg ox%,Mg peak area,Mg abs error,Al ox%,Al peak area,Al abs error,Si ox%,Si peak area,Si abs error,P ox%,P peak area,P abs error,S ox%,S peak area,S abs error,Cl ox%,Cl peak area,Cl abs error,K ox%,K peak area,K abs error,Ca ox%,Ca peak area,Ca error,Ti ox%,Ti peak area,Ti abs error,Cr ox%,Cr peak area,Cr abs error,Mn ox%,Mn peak area,Mn abs error,Fe ox%,Fe peak area,Fe abs error,Ni ox%,Ni peak,Ni abs error,Zn ox%,Zn peak area%,Zn abs error,Br ox%,Br peak area,Br abs error
138,211,shot_138,0.33,3.1,0.96%,0.42,25.2,0.27%,1.04,191.3,0.35%,90.35,36681.2,4.55%,0.26,90.2,0.22%,0.32,214.9,0.23%,0.191,268.5,0.19%,0,0,,0.06,86.2,0.07%,0.04,76.7,0.06%,0.02,76.8,0.05%,0,0,,0.09,394.5,0.10%,0.0084,47.2,0.02%,0.0118,53.6,0.03%,0.022,40.6,0.04%
139,212,shot_139,0,0,,0.59,35.7,0.26%,0.63,115.1,0.24%,83.85,34185.5,4.23%,0.24,84.3,0.22%,0.3,204.5,0.23%,0.2062,289.5,0.20%,0.01,9.4,0.02%,0.06,85.5,0.07%,0.02,38.3,0.04%,0.01,41.9,0.03%,0,0,,0.08,363.2,0.10%,0.0079,44.2,0.02%,0.0098,44.7,0.02%,0.0048,8.7,0.02%
140,213,shot_140,0,0,,0.53,32,0.24%,0.62,113.1,0.24%,75.44,30715.3,3.80%,0.27,94.4,0.22%,0.3,204.3,0.23%,0.2389,335.3,0.21%,0,0,,0.06,92.4,0.08%,0.04,81.1,0.06%,0,10.5,,0,0,,0.07,302.4,0.08%,0.0083,46.6,0.02%,0.0023,10.6,0.01%,0.0201,36.8,0.04%
141,214,shot_141,0,0,,0.62,37.3,0.27%,0.75,136.9,0.28%,91.53,37302.6,4.61%,0.26,90.4,0.22%,0.39,262.9,0.23%,0.1444,202.7,0.16%,0,0,,0.05,79,0.07%,0.02,40.5,0.05%,0,5.5,0.01%,0,0,,0.09,396.4,0.10%,0.0004,2,0.00%,0.0151,68.8,0.03%,0.0174,32.1,0.04%
142,215,shot_142,0,0,,0.49,29.5,0.25%,0.92,169.2,0.32%,90.96,37032.8,4.58%,0.28,96.7,0.23%,0.45,301.2,0.21%,0.169,237.3,0.17%,0,0,,0.09,130.8,0.10%,0.03,70.4,0.06%,0.01,33.3,0.03%,0,0,,0.1,439.6,0.11%,0.0067,37.4,0.02%,0.0136,61.7,0.03%,0.0199,36.5,0.04%
143,216,shot_143,0,0,,0.54,32.5,0.25%,0.95,173.1,0.33%,82.41,33473.2,4.15%,0.25,86.9,0.22%,0.33,219.3,0.23%,0.2279,320.1,0.21%,0,0,,0.07,109.9,0.09%,0.02,46.4,0.05%,0.01,32,0.02%,0,0,,0.07,316.3,0.09%,0.011,61.9,0.03%,0.0056,25.3,0.02%,0.0202,37.1,0.04%
144,217,shot_144,0,0,,0.57,34.2,0.26%,0.81,148.6,0.29%,90.32,36798.9,4.55%,0.28,97,0.23%,0.41,277.6,0.22%,0.2166,304.1,0.20%,0,0,,0.05,82.8,0.07%,0.04,83.3,0.06%,0.01,18,0.02%,0,0,,0.1,425.8,0.11%,0.0048,27,0.01%,0.0117,53.2,0.03%,0.0268,49.1,0.04%
145,218,shot_145,0,0,,0.71,42.4,0.29%,0.74,134.1,0.27%,82.12,33409.6,4.14%,0.24,83,0.21%,0.4,267.3,0.23%,0.1945,273.4,0.19%,0,0,,0.07,107.6,0.09%,0.03,62.4,0.06%,0,2.7,0.01%,0,0,,0.07,332.4,0.09%,0.0019,10.9,0.01%,0.0122,55.4,0.03%,0.0127,23.4,0.03%
146,219,shot_146,0,0,,0.31,18.6,0.28%,0.58,107,0.23%,90.89,37207.5,4.58%,0.22,76.3,0.21%,0.33,219.7,0.23%,0.1762,246.9,0.18%,0,0,,0.05,81.2,0.07%,0.01,14.3,0.02%,0,15.8,0.01%,0,0,,0.07,328.6,0.09%,0.0036,20,0.01%,0.0033,15.2,0.01%,0.0197,36.3,0.04%
147,220,shot_147,0,0,,0.59,35.5,0.27%,0.81,149.5,0.29%,91.34,37217.8,4.60%,0.25,86.8,0.22%,0.3,204.6,0.23%,0.1912,268.5,0.19%,0,0,,0.05,79.2,0.07%,0.05,100.9,0.06%,0.02,80.9,0.05%,0,0,,0.07,333.4,0.09%,0.0084,47.1,0.02%,0.0159,72.4,0.03%,0.0051,9.3,0.02%
148,221,shot_148,0,0,,0.57,34.5,0.26%,0.54,99.8,0.22%,92.05,37598.6,4.64%,0.25,85.7,0.22%,0.28,187.6,0.23%,0.1183,165.8,0.14%,0,0,,0.03,48.3,0.06%,0.03,73.7,0.06%,0.02,54.8,0.04%,0,0,,0.07,296.1,0.08%,0.0085,47.7,0.02%,0.0097,44.1,0.02%,0.0201,37,0.04%
149,222,shot_149,0,0,,0.63,37.8,0.28%,0.62,114.1,0.24%,92.69,37792.6,4.67%,0.21,71.7,0.20%,0.26,177.6,0.22%,0.1404,196.9,0.15%,0,0,,0.04,61.8,0.07%,0.03,61,0.06%,0.01,46.8,0.03%,0,0,,0.06,289.3,0.08%,0.0131,73.7,0.03%,0.0245,111.8,0.04%,0.0195,35.9,0.04%
150,223,shot_150,0,0,,0.6,36,0.26%,0.69,125.4,0.26%,79.92,32528.5,4.03%,0.21,72.3,0.20%,0.22,148.3,0.20%,0.2112,296.2,0.20%,0,0,,0.02,29.1,0.05%,0.01,29.2,0.04%,0,10.1,0.01%,0,0,,0.05,216.3,0.06%,0.0003,1.7,0.00%,0.015,68.5,0.03%,0.0112,20.6,0.03%
151,224,shot_151,0,0,,0.6,36.4,0.27%,0.46,85.4,0.22%,92.55,37806.6,4.66%,0.25,86.9,0.22%,0.3,201.7,0.23%,0.1449,203.1,0.16%,0,0,,0.06,94.7,0.08%,0.02,36.9,0.04%,0.01,36.7,0.03%,0,0,,0.07,294.7,0.08%,0.0039,21.9,0.01%,0.0136,61.9,0.03%,0.028,51.5,0.04%
152,225,shot_152,0,0,,0.5,30.3,0.24%,0.56,103.6,0.22%,92.16,37697.8,4.64%,0.23,78.5,0.21%,0.3,200.5,0.23%,0.1852,259.8,0.19%,0,0,,0.06,90.2,0.07%,0.04,81.7,0.06%,0.01,48.9,0.04%,0,0,,0.08,336.8,0.09%,0.0094,52.6,0.02%,0.0094,42.9,0.02%,0.0153,28.1,0.03%
153,229,shot_153,11.79,111.5,2.50%,49.2,2968.2,2.67%,92.48,15654.8,4.70%,399.85,126759.5,20.06%,4.1,1660.4,0.48%,3.02,2409.9,0.57%,1.0188,1769.4,0.34%,3.27,5595.8,0.56%,80.22,152805.4,4.02%,19.33,41970.7,0.97%,0.11,435.7,0.12%,1.15,3714.1,0.36%,94.65,285827,4.74%,0.0736,207.4,0.04%,0.1629,363.4,0.07%,0.1624,140.4,0.08%
154,230,shot_154,20.84,199,2.83%,49.94,2998,2.71%,92.91,15651,4.72%,402.81,127305.4,20.21%,3.79,1537.6,0.53%,3.26,2601,0.56%,0.8958,1557.3,0.31%,3.21,5507.6,0.56%,79.69,152274.8,4.00%,19.28,42155.9,0.97%,0.11,460.6,0.13%,1.12,3667,0.36%,93.41,285095.2,4.67%,0.0442,126.6,0.03%,0.0986,223.5,0.05%,0.0922,81.1,0.06%
155,231,shot_155,20.03,191.3,2.79%,50.75,3051.3,2.75%,92.31,15561.5,4.69%,402.95,127542.9,20.22%,3.94,1601,0.51%,3.2,2559.8,0.56%,1.032,1796.7,0.34%,3.15,5419.5,0.56%,79.87,152820.3,4.01%,19.38,42414.6,0.97%,0.12,496.4,0.14%,1.14,3740,0.36%,93.63,285809.9,4.68%,0.0981,280.6,0.04%,0.1475,334,0.07%,0.0784,68.9,0.05%
156,232,shot_156,26.62,255,3.07%,50.73,3026.7,2.75%,92.13,15427.2,4.68%,404.11,127327.5,20.28%,3.8,1541.9,0.52%,2.75,2191,0.57%,0.8881,1544.6,0.30%,3.34,5729.4,0.56%,79.51,152135,3.99%,19.42,42577.3,0.98%,0.13,518,0.14%,1.17,3844.2,0.37%,93.18,285360.1,4.66%,0.0651,187.2,0.03%,0.1167,265.7,0.05%,0.0285,25.2,0.06%
157,233,shot_157,22.98,220.2,2.94%,51.04,3063.2,2.77%,93.07,15654.1,4.73%,403.85,127545.3,20.27%,3.86,1567.6,0.52%,2.94,2349.4,0.57%,0.95,1653.6,0.32%,3.25,5585,0.56%,79.48,152199.6,3.99%,19.3,42346.3,0.97%,0.15,616.2,0.16%,1.18,3875,0.37%,93.42,286134,4.67%,0.0606,174.1,0.03%,0.1279,291.1,0.06%,0.0913,80.6,0.06%
158,234,shot_158,19.48,185.2,2.78%,49.87,2986.9,2.71%,91.4,15374,4.65%,401.55,127000.1,20.15%,3.92,1592.2,0.51%,3.34,2668.4,0.56%,0.9385,1632.7,0.32%,3.3,5670.8,0.56%,79.91,152843.6,4.01%,19.09,41786.3,0.96%,0.1,428.1,0.12%,1.17,3808.1,0.37%,95.07,289081.7,4.76%,0.0357,101.3,0.03%,0.1465,329.2,0.06%,0.0872,76,0.05%
159,235,shot_159,19.78,188.7,2.78%,49.55,2977,2.69%,92.88,15665.2,4.72%,402.58,127316.5,20.20%,3.99,1617.8,0.50%,2.71,2163.5,0.57%,0.9252,1608.8,0.31%,3.24,5554,0.56%,79.63,152185.3,3.99%,19.2,41985.6,0.97%,0.16,648,0.17%,1.14,3729.4,0.36%,93.8,285989.8,4.69%,0.0061,17.3,0.03%,0.0996,225.3,0.05%,0.1698,148.9,0.08%
160,236,shot_160,15.87,150.8,2.67%,50.14,3018.1,2.72%,91.54,15454.1,4.65%,401.36,127174.6,20.14%,3.88,1575.3,0.51%,3.24,2584,0.56%,0.9009,1565.9,0.31%,3.27,5598.8,0.56%,79.45,151775.5,3.99%,19.27,42089.6,0.97%,0.16,652,0.17%,1.15,3740.3,0.36%,94.42,286868.6,4.72%,0.0164,46.6,0.04%,0.1437,322.8,0.06%,0.128,111.5,0.07%
161,237,shot_161,15.02,142.4,2.59%,47.31,2848.2,2.58%,92.6,15692.8,4.71%,400.2,127035.1,20.08%,3.91,1589.1,0.51%,3.18,2536.6,0.57%,0.8961,1559.3,0.31%,3.25,5586.4,0.56%,80.27,153242.6,4.03%,19.43,42293.3,0.98%,0.15,593.4,0.16%,1.11,3602.5,0.35%,94.39,285776.3,4.72%,0.072,203.7,0.04%,0.1076,240.9,0.05%,0.1426,123.8,0.07%
162,238,shot_162,16.81,159.9,2.65%,49.52,2980.4,2.69%,93.47,15784.7,4.75%,400.75,126833.8,20.11%,3.96,1605.3,0.50%,3.22,2571.4,0.56%,0.9601,1670.1,0.32%,3.24,5557.8,0.56%,79.64,152269.2,4.00%,19.44,42494.8,0.98%,0.13,508,0.14%,1.11,3602.5,0.35%,94.37,286933.1,4.72%,0.0567,161.1,0.03%,0.125,281.4,0.06%,0.1127,98.4,0.06%
163,239,shot_163,16.33,155.3,2.65%,48.53,2923.3,2.64%,92.52,15664.1,4.70%,401.45,127387.5,20.14%,4.17,1694.2,0.47%,3.2,2554.3,0.57%,0.8315,1447.1,0.29%,3.23,5550.9,0.56%,79.8,152550.5,4.00%,19.36,42268.4,0.97%,0.14,557.3,0.15%,1.13,3673.6,0.36%,94.1,286064.1,4.71%,0.048,136.6,0.03%,0.2244,505,0.09%,0.0498,43.4,0.05%
164,240,shot_164,21.1,201.7,2.85%,51.92,3118.5,2.81%,93.26,15677.4,4.74%,402.81,127176,20.21%,4.02,1630.8,0.50%,3.4,2720,0.55%,0.9656,1680.9,0.33%,3.3,5664,0.56%,79.9,152918.7,4.01%,19.36,42425.1,0.97%,0.13,513,0.14%,1.19,3889.6,0.37%,93.91,286906.4,4.70%,0.059,168.8,0.03%,0.1101,249.7,0.05%,0.0827,72.7,0.05%
165,241,shot_165,19.73,188.5,2.75%,50.36,3028.2,2.73%,92.17,15544.7,4.69%,402.35,127400.6,20.19%,4.1,1665,0.48%,3.16,2523.8,0.57%,0.9663,1682.1,0.33%,3.24,5566.4,0.56%,79.42,151984.7,3.98%,19.35,42382.8,0.97%,0.15,602.9,0.16%,1.16,3800.6,0.37%,93.65,286003.3,4.69%,0.0757,216.5,0.04%,0.2177,493,0.09%,0.1512,132.8,0.07%
166,242,shot_166,17.79,169,2.68%,50.24,3014.1,2.72%,92.69,15597.1,4.71%,400.2,126489.4,20.08%,4.04,1641.9,0.49%,3.16,2526.4,0.57%,0.929,1616.7,0.32%,3.21,5519,0.56%,79.8,152767,4.00%,19.22,42108.6,0.97%,0.11,458.9,0.13%,1.13,3690.7,0.36%,95.37,289791.8,4.77%,0.0611,173,0.03%,0.1067,239.4,0.05%,0.0919,80,0.06%
167,243,shot_167,23.02,220.2,2.90%,48.66,2917,2.65%,92.76,15640.4,4.71%,403.8,127765.5,20.26%,3.65,1480.9,0.54%,3.1,2478.8,0.57%,0.8237,1434.1,0.29%,3.16,5438.8,0.56%,79.53,152358.6,3.99%,19.33,42403.5,0.97%,0.13,516.2,0.14%,1.17,3823.5,0.37%,93.6,286325.8,4.68%,0.0793,227.3,0.04%,0.1403,318.5,0.06%,0.0711,62.7,0.05%
168,244,shot_168,22.41,213.9,2.89%,51.64,3089.4,2.80%,92.51,15502.8,4.70%,401.23,126519.8,20.13%,4.1,1663.4,0.48%,3.57,2854.8,0.54%,1.0087,1755.6,0.34%,3.33,5725.1,0.56%,79.94,152935.7,4.01%,19.31,42304.9,0.97%,0.16,642.6,0.17%,1.18,3840.6,0.37%,94.18,287340.8,4.71%,0.0681,194.5,0.03%,0.1326,300.1,0.06%,0.0949,83.3,0.06%
169,245,shot_169,21.03,200.5,2.82%,47.75,2861.4,2.60%,91.39,15430.8,4.65%,403.07,127790.6,20.23%,3.97,1610.8,0.50%,3.53,2821.5,0.54%,0.943,1641,0.32%,3.25,5579.4,0.56%,79.76,152573.6,4.00%,19.39,42424,0.98%,0.11,457.5,0.13%,1.1,3602.2,0.35%,94.14,286786.7,4.71%,0.0725,206.6,0.04%,0.1325,299,0.06%,0.1112,97.3,0.06%
170,246,shot_170,20.59,195.8,2.81%,50.45,3016.6,2.73%,91.33,15329.4,4.64%,400.23,126533.9,20.08%,3.97,1615.5,0.50%,3.31,2650.2,0.56%,0.8187,1427.5,0.29%,3.26,5615,0.56%,79.84,153286.5,4.01%,19.3,42413.3,0.97%,0.14,586.4,0.15%,1.19,3886.7,0.37%,95.83,291633.5,4.80%,0.0426,120.8,0.03%,0.1114,250.1,0.05%,0.0755,65.8,0.05%
171,247,shot_171,17.09,161.9,2.68%,49.67,2977.3,2.70%,91.19,15354.6,4.64%,400.63,126838.4,20.10%,4.3,1747.7,0.45%,3.25,2598.4,0.56%,0.9891,1721.5,0.33%,3.2,5496.3,0.56%,79.95,153100,4.01%,19.38,42433.3,0.97%,0.12,508.3,0.14%,1.14,3696.7,0.36%,96.03,291048.2,4.80%,0.0325,91.8,0.03%,0.1399,312.8,0.06%,0.1004,87,0.06%
172,248,shot_172,20.85,199.2,2.82%,48.91,2937.9,2.66%,92.46,15614.6,4.70%,402.65,127652.1,20.20%,3.94,1602.9,0.51%,3.37,2698,0.56%,0.9453,1648,0.32%,3.2,5507,0.56%,80.03,153371.4,4.02%,19.45,42593.9,0.98%,0.12,496.2,0.14%,1.18,3839.9,0.37%,94.03,286949.3,4.70%,0.0223,63.8,0.04%,0.1548,350.2,0.07%,0.0473,41.5,0.05%
173,249,shot_173,21.28,202.1,2.83%,49.23,2937.9,2.67%,91.02,15282.5,4.63%,401.02,126783.1,20.12%,4.09,1660.4,0.48%,3.87,3092.1,0.51%,1.0856,1890.6,0.35%,3.21,5523.6,0.56%,79.78,153037,4.00%,19.18,42154.7,0.96%,0.15,610.2,0.16%,1.09,3563.3,0.35%,96.42,293144.4,4.82%,0.0389,110,0.03%,0.1441,323.1,0.06%,0.184,159.9,0.09%
174,250,shot_174,17.49,166.4,2.69%,50.88,3060.3,2.76%,92.64,15613.7,4.71%,401.38,127009.6,20.14%,3.98,1617.9,0.50%,3.2,2553.6,0.57%,0.8986,1564.7,0.31%,3.23,5552.1,0.56%,79.74,152755.3,4.00%,19.23,42167.4,0.97%,0.14,587.7,0.16%,1.15,3742,0.36%,95.12,289576,4.76%,0.0487,138.5,0.03%,0.1225,275.6,0.06%,0.1177,102.7,0.06%
175,251,shot_175,21.79,208.2,2.84%,49.43,2964.4,2.69%,93.14,15689.7,4.73%,402.9,127354.6,20.22%,4.03,1636.2,0.49%,3.28,2617.7,0.56%,0.8935,1554.8,0.31%,3.19,5484.4,0.56%,79.52,152285.8,3.99%,19.49,42735.6,0.98%,0.13,531.6,0.14%,1.14,3718.4,0.36%,93.93,286883.9,4.70%,0.0009,2.5,0.02%,0.1761,399.1,0.08%,0.0879,77.2,0.05%
176,252,shot_176,15.63,148.7,2.60%,50.21,3027.7,2.72%,90.69,15341.8,4.61%,402.5,127861.3,20.20%,4.03,1637.7,0.49%,2.97,2371,0.57%,1.0469,1823.2,0.35%,3.3,5674.7,0.56%,80.06,153093.9,4.02%,19.61,42795.7,0.99%,0.13,543.6,0.15%,1.14,3714.7,0.36%,94.48,286806.5,4.73%,0.0582,165,0.03%,0.109,244.8,0.05%,0.1186,103.3,0.06%
177,253,shot_177,19.59,186.9,2.78%,49.81,2994.3,2.70%,92.02,15534.2,4.68%,403.57,127850.8,20.25%,3.74,1518.7,0.53%,2.86,2288.5,0.57%,0.8655,1507.3,0.30%,3.2,5503.5,0.56%,79.88,152984.5,4.01%,19.36,42399.1,0.97%,0.13,523.4,0.14%,1.21,3941.5,0.38%,94.28,287468.7,4.72%,0.0482,137.5,0.03%,0.1101,248.7,0.05%,0.1556,136.3,0.08%
178,257,shot_178,0,0,,0,4,,2.13,339,0.55%,11.35,3692,0.60%,0.45,159.4,0.22%,0.77,523.5,0.27%,0,103.8,,0,0,,0,19.1,,0,0,,0,275.4,,0,0,,0,20.2,,0.6491,3232.7,0.22%,0.0632,208,0.03%,0.1624,197.7,0.08%
179,258,shot_179,0,0,,0,5,,2.21,338.8,0.56%,11.46,3577.3,0.61%,0.39,140.9,0.23%,1.06,723.2,0.34%,0.0964,132.7,0.13%,0,0,,0,98,,0,0,,0,274.1,,0,0,,0,91.6,,0.9779,4536.2,0.31%,0.0767,220,0.04%,0.3151,326.5,0.14%
180,259,shot_180,0,0,,3.44,198.6,0.68%,2.03,299.8,0.55%,12.72,3987.5,0.67%,0,14.3,,0.31,225.7,0.24%,0.2813,392.4,0.28%,0,0,,0,65.5,,0,0,,0,268,,0,0,,0,0,,0.1614,727.2,0.07%,0.0906,317.9,0.05%,0.4718,608.2,0.19%
181,260,shot_181,0,0,,0,3.4,,1.13,178.2,0.39%,9.67,3046.7,0.52%,0,20.5,,0.76,500.8,0.27%,0,19.4,,0,0,,0,46.1,,0,0,,0,333.8,,0,0,,0,7.7,,0.2952,1457.7,0.11%,0.1977,691.9,0.09%,0.5626,631.1,0.22%
182,261,shot_182,0,0,,0,1,,2.51,422.5,0.58%,11.55,3810.1,0.61%,0.28,100.3,0.23%,0.87,598.5,0.30%,0,74.7,,0,0,,0,0,,0,0,,0,421.2,,0,0,,0,16.8,,0.1847,988.4,0.07%,0.0706,282.5,0.04%,0.2065,302.7,0.09%
183,262,shot_183,0,0,,0,0.6,,2.07,334.8,0.54%,10.65,3545.3,0.56%,0.34,123.5,0.24%,0.65,449.1,0.23%,0.1818,254.7,0.19%,0,0,,0,0,,0,0,,0,266.7,,0,0,,0,47.3,,0.4558,2292.7,0.16%,0.0672,231.5,0.04%,0.0818,106,0.06%
184,263,shot_184,0,0,,2.06,116.6,0.62%,2.96,456.9,0.59%,15.19,4888.1,0.79%,0.29,109.2,0.23%,1.18,848.2,0.37%,1.75,2458,0.49%,0,0,,0,104.4,,0,0,,0,0.5,,0,0,,0.33,1263.3,0.23%,0.1144,526.9,0.05%,0.0506,182.8,0.03%,0.2594,354.5,0.11%
185,264,shot_185,0,0,,2.99,171.2,0.69%,3.12,463.9,0.59%,15.51,4809.1,0.81%,0.27,99.5,0.23%,1.28,898.1,0.40%,0,1424.8,,0,0,,0,0,,0,0,,0,133,,0,0,,0.03,154.8,0.07%,0.1489,824.7,0.06%,0.1122,479.6,0.05%,0.2711,427.6,0.12%
186,265,shot_186,0,0,,0,3.4,,2.77,468,0.58%,12.89,4313.9,0.68%,0.33,117,0.24%,0.9,617.3,0.30%,0,281.7,,0,0,,0,56.3,,0,0,,0,329.4,,0,0,,0,22.2,,0.2298,1238.4,0.09%,0.0308,123.9,0.04%,0.1534,234.4,0.08%
187,266,shot_187,0,0,,0.28,15.7,0.38%,2.19,363.5,0.55%,10.66,3495.4,0.57%,0.26,92.8,0.23%,0.54,371.1,0.20%,0,202.5,,0,0,,0,0,,0,0,,0,281.3,,0,0,,0,40.6,,0.084,459.2,0.04%,0.0303,128.6,0.04%,0.2407,375,0.10%
188,267,shot_188,0,0,,0.08,4.4,0.32%,2.74,451.2,0.58%,13.6,4531.4,0.71%,0.53,193.6,0.20%,1.16,801.6,0.37%,0,432.8,,0,0,,0,63.6,,0,0,,0,111.9,,0,0,,0,226.1,,0.3984,2096,0.15%,0.0628,237.4,0.03%,0.1458,207.6,0.07%
189,268,shot_189,0,0,,0.28,15.6,0.38%,2.74,449.7,0.58%,12.63,4132.8,0.66%,0.38,137.5,0.23%,1.04,717.7,0.34%,0,181.4,,0,0,,0,33.3,,0,0,,0,126.7,,0,0,,0,76.3,,0.2993,1594.6,0.11%,0.0553,216,0.03%,0.1864,271.8,0.09%
190,269,shot_190,0,0,,2.52,143.6,0.66%,3.86,593.7,0.53%,16.28,5191,0.85%,0.39,146.3,0.23%,1.37,995.1,0.42%,1.6755,2375.6,0.48%,0,0,,0,141.6,,0,0,,0,111.1,,0,0,,0.29,1176.7,0.23%,0.0825,395.2,0.04%,0.0767,290.7,0.04%,0.1332,194.2,0.07%
191,270,shot_191,0,0,,0.5,27.9,0.36%,2.99,491.7,0.59%,14.5,4764.2,0.76%,0.47,167.6,0.21%,0.96,662.4,0.32%,0,25.4,,0,0,,0,89.7,,0,0,,0,32.3,,0,0,,0,21.2,,0.1964,1064.3,0.08%,0.088,360.8,0.04%,0.2119,321.2,0.09%
192,271,shot_192,0,0,,5.25,306.9,0.51%,3.69,519.1,0.57%,16.4,4892.3,0.86%,0.2,73.9,0.21%,1.72,1225.1,0.48%,0,821.8,,0,0,,0,228.5,,0,0,,0,230.7,,0,0,,0,71.3,,0.0999,570.2,0.04%,0.1416,633.2,0.06%,0.2489,413.6,0.11%
193,272,shot_193,0,0,,0.79,44.5,0.42%,2.62,424.4,0.58%,13.02,4284.7,0.68%,0.46,166.6,0.21%,0.77,529.7,0.27%,0.0879,123.9,0.13%,0,0,,0,0,,0,0,,0,81.3,,0,0,,0,4.6,,0.147,801.6,0.06%,0.089,371.3,0.04%,0.149,232.2,0.07%
194,273,shot_194,0,0,,0.74,41.3,0.41%,3.17,515.9,0.58%,15.43,5044.1,0.80%,0.58,209.8,0.21%,1.36,943.3,0.42%,0,220,,0,0,,0,9.3,,0,0,,0,0,,0,0,,0,56.8,,0.2551,1374.8,0.10%,0.0404,163.6,0.03%,0.2822,427.1,0.12%
195,274,shot_195,Si,Fe,=,,,,elements,,,0,0,,1.51,86.3,0.53%,2.97,471.9,0.58%,13.97,4587.3,0.73%,0.41,154.1,0.23%,1.28,928.9,0.40%,1.5129,2125.8,0.44%,0,0,,0,4.3,,0,0,,0,0,,0,0,,0,171.5,
196,275,shot_196,0,0,,1.19,67,0.49%,3.8,612.8,0.53%,17.55,5725.1,0.91%,0.62,227.3,0.23%,1.41,985.5,0.42%,0.3609,508.2,0.24%,0,0,,0,44.8,,0,0,,0,0,,0,0,,0,69.8,,0.2891,1538.9,0.11%,0.0756,304.1,0.04%,0.195,297.7,0.09%
197,276,shot_197,0,0,,0.54,29.8,0.38%,3.71,609.8,0.54%,17.82,5879.9,0.92%,0.52,188.1,0.20%,1.34,929.4,0.41%,0,99.7,,0,0,,0,6.2,,0,0,,0,0,,0,0,,0,47.6,,0.4229,2242.5,0.15%,0.0899,344,0.04%,0.2039,293.5,0.09%
198,277,shot_198,0,0,,2.67,153,0.66%,3.68,563.4,0.55%,16.13,5129.2,0.84%,0.33,125.3,0.24%,1.17,844.3,0.37%,1.4212,2024.3,0.43%,0,0,,0.1,139.5,0.12%,0,0,,0,33.1,,0,0,,0.28,1147.2,0.23%,0.0844,408.4,0.04%,0.0377,144.6,0.03%,0.1497,222.2,0.08%
199,278,shot_199,0,0,,2.45,139.2,0.65%,3.55,545.6,0.56%,16.33,5162.4,0.85%,0.38,142.8,0.24%,1.08,775.3,0.35%,1.7111,2409.5,0.48%,0,0,,0,143.9,,0,0,,0,22.8,,0,0,,0.27,1072.5,0.22%,0.125,592.1,0.05%,0.0783,290.3,0.04%,0.3109,431.7,0.13%
200,279,shot_200,0,0,,2.75,157.6,0.69%,3.01,454.5,0.60%,15.2,4744.7,0.80%,0.14,51.1,0.17%,1.3,912.4,0.40%,0,954,,0,0,,0,203.7,,0,0,,0,287,,0,0,,0,1.5,,0.1442,804.9,0.06%,0.1042,449.3,0.05%,0.2472,394.8,0.11%
201,280,shot_201,0,0,,3.86,220.3,0.63%,4.81,731.7,0.36%,21.84,6953.8,1.13%,0.51,192.7,0.19%,2.15,1565.2,0.54%,2.1108,3004.4,0.54%,0,0,,0.15,219.3,0.17%,0,0,,0,0,,0,0,,0.53,2117.2,0.19%,0.1356,638.4,0.06%,0.0498,184.9,0.03%,0.1975,284.4,0.09%
202,281,shot_202,0,0,,0,0.6,,2.14,350.7,0.55%,11.05,3654.7,0.58%,0.24,84.6,0.22%,0.83,570,0.29%,0,37.2,,0,0,,0,0,,0,0,,0,197.6,,0,0,,0,24.5,,0.3132,1631.6,0.12%,0.1011,375.7,0.05%,0.1623,220.1,0.08%
