,PMC,emblem,Na ox%,Na peak area,Na abs error,Mg ox%,Mg peak area,Mg abs error,Al ox%,Al peak area,Al abs error,Si ox%,Si peak area,Si abs error,P ox%,P peak area,P abs error,S ox%,S peak area,S abs error,Cl ox%,Cl peak area,Cl abs error,K ox%,K peak area,K abs error,Ca ox%,Ca peak area,Ca error,Ti ox%,Ti peak area,Ti abs error,Cr ox%,Cr peak area,Cr abs error,Mn ox%,Mn peak area,Mn abs error,Fe ox%,Fe peak area,Fe abs error,Ni ox%,Ni peak,Ni abs error,Zn ox%,Zn peak area%,Zn abs error,Br ox%,Br peak area,Br abs error
15,88,shot_15,0,0,,0.41,25,0.27%,0.74,135.9,0.27%,89.93,36699.7,4.53%,0.24,83,0.21%,0.4,266.7,0.23%,0.2355,330.2,0.21%,0,0,,0.06,89.9,0.07%,0.02,45.9,0.05%,0.01,41.1,0.03%,0,0,,0.08,361.2,0.10%,0.0113,63.1,0.03%,0.0116,52.6,0.03%,0.0315,57.7,0.04%
16,89,shot_16,0,0,,0.72,43.5,0.30%,0.65,118.9,0.25%,88.11,35837.3,4.44%,0.29,102.3,0.23%,0.3,202,0.23%,0.1818,254.9,0.18%,0,0,,0.08,125.2,0.10%,0.02,40.3,0.05%,0.01,36.1,0.03%,0,0,,0.08,362.4,0.10%,0.0111,62.3,0.03%,0.0126,57.1,0.03%,0.0382,70.1,0.04%
17,90,shot_17,0,0,,0.63,38.3,0.28%,0.67,123.1,0.26%,93.9,38310.7,4.73%,0.17,57.8,0.18%,0.37,250.7,0.23%,0.1649,231.4,0.17%,0,0.7,0.01%,0.04,59.2,0.06%,0.03,72.5,0.06%,0.01,25.1,0.02%,0,0,,0.08,363,0.10%,0.0109,61.4,0.03%,0.0133,60.6,0.03%,0.0194,35.8,0.04%
18,91,shot_18,0,0,,0.33,19.8,0.27%,0.71,131.4,0.27%,86.78,35457.2,4.37%,0.26,89,0.22%,0.33,222,0.23%,0.2016,282.6,0.19%,0,0,,0.05,75.3,0.06%,0.02,41.1,0.05%,0.01,28.8,0.02%,0,0,,0.06,257.2,0.07%,0.0015,8.4,0.01%,0.0206,93.8,0.03%,0.0248,45.6,0.04%
19,92,shot_19,0,0,,0.4,24.5,0.28%,0.51,94.8,0.22%,93.94,38519.9,4.73%,0.15,51,0.16%,0.33,220.3,0.23%,0.155,217.6,0.17%,0,0,,0.06,90.1,0.07%,0.05,98.7,0.07%,0.01,19.8,0.02%,0,0,,0.08,344.8,0.09%,0.0094,52.8,0.02%,0.0192,87.5,0.03%,0.0179,32.9,0.04%
20,93,shot_20,0,0,,0.35,21.3,0.27%,0.56,103.2,0.22%,81.61,33406.1,4.11%,0.25,86.6,0.22%,0.31,207.5,0.23%,0.2057,288.9,0.20%,0,0,,0.06,89.7,0.07%,0.03,61.7,0.06%,0.01,35.7,0.03%,0,0,,0.05,242.1,0.07%,0.0044,24.5,0.01%,0.0148,67.4,0.03%,0.0072,13.3,0.02%
21,94,shot_21,0,0,,0.35,20.9,0.27%,0.72,132.2,0.27%,88.33,36123.5,4.45%,0.17,58.6,0.18%,0.34,226.6,0.23%,0.2094,294,0.20%,0,0,,0.06,98.2,0.08%,0.02,40.6,0.05%,0.01,33.3,0.03%,0,0,,0.07,322.7,0.09%,0.0148,83.1,0.03%,0.0174,79.2,0.03%,0.0217,39.7,0.04%
22,95,shot_22,0.98,9.2,0.96%,0.4,23.6,0.27%,0.76,137.3,0.28%,81.04,32763.2,4.09%,0.2,71,0.20%,0.36,242,0.23%,0.2626,369.9,0.22%,0,4.1,0.01%,0.03,48.6,0.06%,0.03,70.7,0.06%,0.01,36,0.03%,0,0,,0.06,270.2,0.07%,0.0038,21.4,0.01%,0.0037,16.8,0.01%,0.0125,23.1,0.03%
23,96,shot_23,0,0,,0.45,26.9,0.26%,0.79,143.6,0.28%,79.61,32447.5,4.01%,0.28,96.4,0.23%,0.32,218.7,0.23%,0.222,311.7,0.20%,0,0,,0.06,96.6,0.08%,0.01,19.4,0.03%,0.01,25.6,0.02%,0,0,,0.08,354.8,0.10%,0.0006,3.1,0.00%,0.007,31.8,0.02%,0.0125,23,0.03%
24,97,shot_24,0,0,,0.34,20.4,0.27%,0.94,171.9,0.33%,84.45,34439.4,4.26%,0.3,103.7,0.23%,0.34,226.8,0.23%,0.2267,318.3,0.21%,0,0,,0.06,98.3,0.08%,0.03,58.1,0.06%,0.01,19.5,0.02%,0,0,,0.06,269.4,0.08%,0.0029,16.1,0.01%,0.0086,39,0.02%,0.0087,16.1,0.02%
25,98,shot_25,0,0,,0.35,21.4,0.28%,0.69,126.4,0.26%,91.37,37379.1,4.60%,0.21,74.4,0.20%,0.38,256.4,0.23%,0.2046,287.1,0.20%,0,1.9,0.01%,0.06,86.9,0.07%,0.03,58.3,0.06%,0.01,29.9,0.02%,0,0,,0.09,401.7,0.11%,0.0055,31,0.02%,0.0132,60,0.03%,0.0215,39.4,0.04%
26,99,shot_26,0,0,,0.48,29.2,0.25%,0.93,171.6,0.33%,91,37071.2,4.58%,0.26,89.8,0.22%,0.41,273.9,0.22%,0.2013,282.5,0.19%,0,0,,0.06,95,0.08%,0.03,66.1,0.06%,0.01,21.3,0.02%,0,0,,0.07,327.7,0.09%,0.0096,53.8,0.02%,0.0193,87.9,0.03%,0.0015,2.8,0.01%
27,100,shot_27,0,0,,0.63,37.8,0.28%,0.73,132.9,0.27%,88.62,36085.8,4.46%,0.27,92.3,0.22%,0.32,214,0.23%,0.1742,244.4,0.18%,0,0,,0.08,116.4,0.09%,0.02,45.2,0.05%,0,8.2,,0,0,,0.08,364.3,0.10%,0.0087,49.1,0.02%,0.0069,31.4,0.02%,0.0361,66.2,0.04%
28,101,shot_28,0,0,,0.61,36.6,0.27%,0.79,144.2,0.29%,88.8,36182.3,4.47%,0.35,122.6,0.23%,0.33,223.3,0.23%,0.1517,213,0.16%,0,0,,0.05,77.9,0.06%,0.04,76,0.06%,0.01,34.8,0.03%,0,0,,0.07,325.1,0.09%,0.0144,81.2,0.03%,0.0147,66.8,0.03%,0.0113,20.7,0.03%
29,102,shot_29,0,0,,0.49,29.1,0.24%,0.51,92.6,0.20%,79.21,32348.2,3.99%,0.28,97.7,0.23%,0.26,178,0.22%,0.2314,324.5,0.21%,0,0,,0.03,46.1,0.06%,0.03,61.3,0.06%,0.01,30.4,0.02%,0,0,,0.06,273.2,0.08%,0.0084,47.2,0.02%,0.0074,33.4,0.02%,0.0114,21,0.03%
30,103,shot_30,0,0,,0.41,24.5,0.27%,0.61,112.3,0.24%,88.5,36233.4,4.46%,0.27,95.2,0.23%,0.32,216.9,0.23%,0.2024,283.9,0.19%,0,0,,0.05,72.8,0.06%,0,4.6,0.01%,0.01,31.8,0.02%,0,0,,0.05,246.1,0.07%,0.0027,14.9,0.01%,0.0076,34.6,0.02%,0.006,11.1,0.02%
31,104,shot_31,0,0,,0.58,35,0.26%,0.62,113.6,0.24%,81.29,33112.1,4.10%,0.25,88.2,0.22%,0.3,199.2,0.23%,0.2334,327.5,0.21%,0,0,,0.04,60.7,0.06%,0.03,58.8,0.06%,0.01,30,0.02%,0,0,,0.05,227,0.06%,0.0121,68,0.03%,0.0071,32.2,0.02%,0.0216,39.8,0.04%
32,105,shot_32,0,0,,0.57,34.5,0.27%,0.93,170.9,0.33%,90.77,36951.2,4.57%,0.22,75.4,0.20%,0.28,188.8,0.23%,0.1999,280.5,0.19%,0.01,9.5,0.03%,0.03,39.7,0.05%,0.03,63,0.06%,0,3.8,0.01%,0,0,,0.06,286.3,0.08%,0.0094,52.6,0.02%,0.0112,50.9,0.03%,0.0151,27.9,0.03%
33,106,shot_33,0.37,3.5,0.94%,0.62,37.1,0.27%,0.85,154.9,0.30%,87.74,35585.6,4.42%,0.29,102.2,0.23%,0.29,196.7,0.23%,0.2442,343.1,0.21%,0.01,6.6,0.02%,0.04,53.8,0.06%,0.03,52.8,0.05%,0.01,39.6,0.03%,0,0,,0.06,271,0.08%,0.0117,65.5,0.03%,0.0147,67.1,0.03%,0.0034,6.3,0.01%
34,107,shot_34,0,0,,0.7,42.3,0.30%,0.66,121.3,0.26%,94.12,38391.9,4.74%,0.2,68.9,0.20%,0.32,216,0.23%,0.1561,219.1,0.17%,0,5.2,0.02%,0.05,78.1,0.07%,0.04,76.5,0.06%,0.02,68.3,0.04%,0,0,,0.07,331.8,0.09%,0.0047,26.5,0.01%,0.0168,76.8,0.03%,0.0185,34.1,0.04%
35,108,shot_35,0,0,,0.5,30.1,0.24%,0.79,144.9,0.29%,86.92,35482.4,4.38%,0.26,92.1,0.22%,0.3,203.3,0.23%,0.1906,267.8,0.19%,0.01,13.1,0.03%,0.05,77.4,0.06%,0.02,47.5,0.05%,0,5.2,,0,0,,0.07,301.5,0.08%,0.0056,31.7,0.02%,0.0074,33.7,0.02%,0.0079,14.5,0.02%
36,109,shot_36,0,0,,0.6,36.1,0.27%,0.75,138.5,0.28%,89.18,36319.6,4.49%,0.27,93.7,0.22%,0.4,267.4,0.23%,0.2258,316.8,0.21%,0,0,,0.06,98.8,0.08%,0.04,90.5,0.07%,0.01,34.5,0.03%,0,0,,0.07,307.2,0.08%,0.0082,45.8,0.02%,0.0117,53.1,0.03%,0.0358,65.7,0.04%
37,110,shot_37,0.55,5.1,0.89%,0.47,27.9,0.25%,0.83,151.7,0.30%,84.76,34365.3,4.27%,0.23,78.3,0.21%,0.35,234.2,0.23%,0.2208,310.4,0.20%,0,0,,0.05,80.4,0.07%,0.03,58.2,0.06%,0,7.7,,0,0,,0.08,353.4,0.10%,0.0063,35.5,0.02%,0.0144,65.7,0.03%,0.011,20.3,0.03%
38,111,shot_38,0,0,,0.54,32.3,0.24%,0.58,106.1,0.22%,75.27,30673.8,3.80%,0.25,86,0.22%,0.35,237.1,0.23%,0.2279,320,0.21%,0,0,,0.07,108.1,0.09%,0.02,41.6,0.05%,0.01,18.8,0.02%,0,0,,0.06,260.5,0.07%,0.0019,10.4,0.01%,0.0088,40.2,0.02%,0.0063,11.5,0.02%
39,112,shot_39,0,0,,0.51,30.6,0.23%,0.7,127.7,0.26%,78.6,32022.4,3.96%,0.24,84.5,0.22%,0.31,209.5,0.23%,0.2065,289.9,0.20%,0,3.4,0.01%,0.05,71.3,0.07%,0.01,17.5,0.02%,0,9,0.01%,0,0,,0.06,252.2,0.07%,0.0063,35.2,0.02%,0.0039,17.7,0.01%,0.0142,26.2,0.03%
40,113,shot_40,0,0,,0.39,23.5,0.28%,0.77,142.2,0.28%,89.91,36742.8,4.53%,0.24,83.5,0.21%,0.34,232.3,0.23%,0.1867,262,0.19%,0,0,,0.05,72.2,0.07%,0.03,65.3,0.06%,0.01,19.5,0.02%,0,0,,0.07,317.7,0.09%,0.0066,37,0.02%,0.0067,30.4,0.02%,0.0054,10,0.02%
41,114,shot_41,0,0,,0.54,32.9,0.26%,0.75,138,0.28%,92.77,37838.1,4.67%,0.21,71.7,0.20%,0.33,223,0.23%,0.2159,302.8,0.20%,0,0,,0.04,57.5,0.06%,0.03,69.4,0.06%,0,12.5,0.01%,0,0,,0.06,253.5,0.07%,0.004,22.6,0.01%,0.0178,81.3,0.03%,0.0191,35.1,0.04%
42,115,shot_42,0.47,4.4,0.94%,0.49,29.6,0.24%,0.68,124.9,0.26%,88.23,35877.5,4.45%,0.21,74.3,0.20%,0.29,194.9,0.23%,0.2053,288.3,0.20%,0,0,,0.07,110.8,0.09%,0.01,29.7,0.04%,0.01,29.8,0.02%,0,0,,0.06,248.6,0.07%,0.004,22.3,0.01%,0.0107,48.7,0.02%,0.0151,27.9,0.03%
43,116,shot_43,0.26,2.4,0.92%,0.42,25.2,0.27%,0.79,145.5,0.29%,90.24,36738,4.55%,0.26,89.8,0.22%,0.32,213.8,0.23%,0.1975,277.3,0.19%,0,0,,0.07,113.8,0.09%,0.03,62.4,0.06%,0.02,58.2,0.04%,0,0,,0.06,285.6,0.08%,0.0115,64.4,0.03%,0.0165,75.2,0.03%,0.0161,29.5,0.04%
44,117,shot_44,0,0,,0.52,31.5,0.25%,0.63,116.3,0.24%,90.79,37097.9,4.57%,0.23,80.5,0.21%,0.29,198.2,0.23%,0.169,237.2,0.17%,0,0,,0.04,64.7,0.07%,0.03,59.5,0.06%,0.01,53.4,0.04%,0,0,,0.07,309.2,0.08%,0.0047,26.4,0.01%,0.0127,58,0.03%,0.0245,45.1,0.04%
45,118,shot_45,0,0,,0.38,22.9,0.27%,0.69,128,0.26%,89.35,36551.5,4.50%,0.22,75.2,0.20%,0.29,193.8,0.23%,0.163,228.7,0.17%,0,0,,0.04,61.1,0.07%,0.01,27.5,0.03%,0.01,22.3,0.02%,0,0,,0.06,271.7,0.08%,0.0111,62.4,0.03%,0.0068,31.1,0.02%,0.0094,17.4,0.03%
46,119,shot_46,0,0,,0.59,35.4,0.26%,0.64,116.3,0.24%,80.72,32882.5,4.07%,0.25,88.3,0.22%,0.26,172.1,0.22%,0.1844,258.7,0.18%,0,0,,0.04,65.4,0.07%,0.02,44.8,0.05%,0,16.8,0.01%,0,0,,0.05,244.8,0.07%,0.0004,2,0.00%,0.0132,60.3,0.03%,0.0187,34.5,0.04%
47,120,shot_47,0,0,,0.56,34,0.26%,0.6,110.6,0.23%,90.73,37127,4.57%,0.27,94,0.22%,0.28,186.4,0.22%,0.1746,245.4,0.18%,0,1.1,0.01%,0.04,57.7,0.06%,0.04,77.8,0.06%,0.01,20.1,0.02%,0,0,,0.07,294,0.08%,0.0075,42.5,0.02%,0.0076,34.6,0.02%,0.031,57.2,0.04%
48,121,shot_48,0,0.1,,0.48,29.2,0.26%,0.53,98.2,0.22%,94.83,38889.6,4.78%,0.18,63.9,0.19%,0.31,206.2,0.23%,0.1334,187.2,0.15%,0,0,,0.04,64.2,0.07%,0.04,77.2,0.06%,0.01,19.3,0.02%,0,0,,0.06,279.1,0.08%,0.0066,37,0.02%,0.0068,31.1,0.02%,0.0186,34.3,0.04%
49,122,shot_49,0,0,,0.7,42.4,0.30%,0.52,96.4,0.21%,90.24,36870.2,4.55%,0.27,92.3,0.22%,0.32,214.2,0.23%,0.1734,243.4,0.18%,0,0,,0.04,69.1,0.07%,0.03,53.7,0.05%,0.01,40,0.03%,0,0,,0.05,229.6,0.06%,0.0061,34.5,0.02%,0.0098,44.6,0.02%,0.012,22.1,0.03%
50,123,shot_50,0,0,,0.75,45.1,0.31%,0.72,131.8,0.27%,89.42,36422.4,4.50%,0.2,70.2,0.20%,0.28,187.8,0.23%,0.1706,239.7,0.18%,0.01,6.4,0.02%,0.04,58,0.06%,0.02,49.9,0.05%,0.01,51.3,0.04%,0,0,,0.08,348.1,0.09%,0.0124,69.8,0.03%,0.0127,58,0.03%,0.0053,9.8,0.02%
51,124,shot_51,0,0,,0.53,31.8,0.26%,0.36,65.5,0.25%,87.78,35806.1,4.42%,0.14,50.1,0.16%,0.34,232.2,0.23%,0.1072,150.7,0.13%,0,0,,0.08,120.4,0.10%,0.04,93,0.07%,0.73,2578.4,0.25%,0,0,,0.05,199.8,0.06%,0.0051,27.6,0.01%,0.0049,21.8,0.01%,0.0143,25.4,0.03%
52,125,shot_52,0,0,,0.88,52.8,0.36%,0.59,106.8,0.24%,86.66,35031.4,4.37%,0.16,55.2,0.17%,0.27,179.7,0.22%,0.0782,110,0.10%,0,0,,0.03,44,0.06%,0.03,59.6,0.06%,0.84,2982.1,0.28%,0,0,,0.05,220.8,0.06%,0.0127,69,0.03%,0.0088,38.7,0.02%,0.0239,42.4,0.04%
53,126,shot_53,0,0,,0.58,34.5,0.28%,0.45,81.9,0.23%,83.25,33817.3,4.20%,0.13,46.4,0.15%,0.32,214.7,0.23%,0.1169,164.9,0.13%,0,0,,0.02,33.9,0.05%,0.01,19.2,0.03%,1.15,4071,0.36%,0,0,,0.05,223.3,0.07%,0.0107,57.1,0.02%,0.0097,42.3,0.02%,0.01,17.5,0.03%
54,127,shot_54,0,0,,0.05,21.1,0.07%,0.06,76.1,0.07%,10.54,33805.5,0.53%,0.01,31.4,0.03%,0.04,218.6,0.06%,0.0167,186.1,0.04%,0,0,,0.01,75.9,0.02%,0,38.6,0.01%,0.17,4805.1,0.17%,0,0,,0.01,196.7,0.02%,0.0008,34.4,0.00%,0.0018,62.4,0.01%,0.0042,56.7,0.01%
55,128,shot_55,0,0,,0.06,25.6,0.08%,0.09,119.3,0.11%,9.62,30693.5,0.49%,0.03,93.2,0.06%,0.03,170.2,0.06%,0.0213,237.5,0.05%,0,0,,0,16.9,0.00%,0,20.1,0.00%,0.19,5306.1,0.19%,0,0,,0.01,169.3,0.01%,0.0004,18.6,0.00%,0.0009,31.8,0.00%,0.0012,16.5,0.00%
56,129,shot_56,0,0,,0.06,27.7,0.08%,0.05,62.6,0.07%,9.75,31066.2,0.49%,0.01,39.2,0.04%,0.04,224.7,0.06%,0.0149,166.2,0.04%,0,0,,0,4,0.00%,0,17.2,0.00%,0.27,7387.3,0.22%,0,0,,0.01,213.7,0.02%,0.0022,89.7,0.01%,0.0026,83.8,0.01%,0.0018,23.2,0.01%
57,130,shot_57,0,0,,0.06,25.3,0.08%,0.08,105.2,0.10%,9.52,30211.8,0.48%,0.02,59.1,0.05%,0.03,160.9,0.06%,0.0114,128,0.03%,0,0,,0,5.9,0.00%,0,23.6,0.00%,0.3,8302.7,0.23%,0,0,,0.01,159.3,0.01%,0.0006,23.5,0.00%,0.0017,55.9,0.01%,0.0014,18.2,0.00%
58,131,shot_58,0,0,,0.06,24.6,0.07%,0.06,85.3,0.08%,9.45,29998,0.48%,0.02,62.4,0.05%,0.03,171.9,0.06%,0.0106,118.4,0.03%,0,0,,0,32.1,0.01%,0,45,0.01%,0.3,8403.2,0.23%,0,0,,0.01,186.1,0.02%,0.0006,24.3,0.00%,0.0025,80.9,0.01%,0.0034,44.2,0.01%
59,132,shot_59,0,0,,0.08,33.9,0.10%,0.06,82.9,0.08%,9.37,29618.9,0.47%,0.01,40.5,0.04%,0.03,168.3,0.06%,0.0076,85.5,0.02%,0,0,,0,5.9,0.00%,0,34.6,0.01%,0.33,9118.4,0.23%,0,0,,0,137.4,0.01%,0.0013,51.9,0.00%,0.0021,66.3,0.01%,0.0051,64.5,0.01%
60,133,shot_60,0,0,,0.04,17.2,0.07%,0.05,60.2,0.07%,9.18,29133.8,0.46%,0.02,64.8,0.05%,0.03,172.2,0.06%,0.0046,51.4,0.01%,0,0,,0,24.4,0.01%,0,0,,0.34,9291.1,0.23%,0,0,,0.01,163.6,0.01%,0.001,38.7,0.00%,0.0021,66.3,0.01%,0.0066,83.3,0.02%
61,134,shot_61,0,0,,0.1,43.9,0.12%,0.05,71.9,0.07%,9.23,29169.7,0.47%,0.01,36.8,0.03%,0.04,201.6,0.06%,0.0098,110.1,0.03%,0,0,,0,23.8,0.01%,0,35.7,0.01%,0.33,9026.3,0.23%,0,0,,0.01,237.1,0.02%,0.0005,19,0.00%,0.0005,17.3,0.00%,0.0024,30,0.01%
62,135,shot_62,0,0,,0.07,28.7,0.08%,0.03,39.2,0.06%,9.29,29541.9,0.47%,0.02,61.1,0.05%,0.03,174.5,0.06%,0.0045,50.4,0.01%,0,0,,0.01,69.3,0.02%,0,26.9,0.00%,0.32,8750.2,0.23%,0,0,,0.01,218,0.02%,0.0008,31.6,0.00%,0.0014,45.8,0.00%,0.0034,42.8,0.01%
63,136,shot_63,0.01,0.9,0.14%,0.05,23.8,0.07%,0.08,109.1,0.10%,9.56,30293,0.48%,0.02,52.5,0.04%,0.04,195.7,0.06%,0.0107,119.8,0.03%,0,0,,0,5.5,0.00%,0,5.3,0.00%,0.3,8169.6,0.23%,0,0,,0.01,257.5,0.02%,0.0013,51.4,0.00%,0.0011,34.5,0.00%,0.0018,23,0.01%
64,137,shot_64,0,0,,0.05,20.4,0.07%,0.07,92.5,0.09%,9.71,30917.1,0.49%,0.02,62.9,0.05%,0.03,157.8,0.06%,0.0197,220.1,0.05%,0,0.7,0.00%,0,15.8,0.00%,0,8,0.00%,0.27,7566.9,0.22%,0,0,,0.01,238.8,0.02%,0.0009,35.8,0.00%,0.0009,29.5,0.00%,0.0018,23.3,0.01%
65,138,shot_65,0,0,,0.08,36.2,0.10%,0.05,63.2,0.07%,9.92,31601.9,0.50%,0.03,70.6,0.05%,0.04,212.5,0.06%,0.0164,183,0.04%,0,0,,0.01,67.3,0.02%,0,20.3,0.00%,0.24,6581.1,0.21%,0,0,,0.01,244.5,0.02%,0.0013,52.5,0.00%,0.0017,57.3,0.01%,0.0026,34.7,0.01%
66,139,shot_66,0,0,,0.07,31.2,0.09%,0.09,118.1,0.11%,10.28,32721.8,0.52%,0.02,64.2,0.05%,0.04,209.8,0.06%,0.0123,137.5,0.03%,0,0,,0,46,0.01%,0,15.7,0.00%,0.19,5432.7,0.19%,0,0,,0.01,283.7,0.02%,0.002,84.4,0.01%,0.0013,44.9,0.00%,0.004,53.9,0.01%
67,140,shot_67,0,0,,0.06,26.9,0.08%,0.08,106.9,0.10%,10.6,33973.1,0.53%,0.02,49.7,0.04%,0.04,201.6,0.06%,0.0142,158.5,0.04%,0,0,,0,59.9,0.01%,0,59.1,0.01%,0.14,3788.8,0.15%,0,0,,0.01,304.3,0.02%,0.001,43.5,0.00%,0.002,68.6,0.01%,0.0026,36.4,0.01%
