   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_24.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.11612, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.124408, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.132695, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.140983, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14927, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157558, 0, 1.3505e-28, 0, 1.41421, -1.3505e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03272e-31, 0, 4.04596e-34, 0, 7.82084e-34, 0, 1.34746e-28, 0, 0
0.165846, 0, 1.68379e-27, 0, 1.41421, -1.68379e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78076e-30, 0, 5.04392e-33, 0, 1.87617e-31, 0, 1.67982e-27, 0, 0
0.174133, 0, 1.31863e-26, 0, 1.41421, -1.31863e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96064e-29, 0, 3.9498e-32, 0, 2.25607e-30, 0, 1.31544e-26, 0, 0
0.182421, 0, 8.2436e-26, 0, 1.41421, -8.2436e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85082e-28, 0, 2.47289e-31, 0, 1.73797e-29, 0, 8.22333e-26, 0, 0
0.190709, 0, 4.47794e-25, 0, 1.41421, -4.47794e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00534e-27, 0, 1.34729e-30, 0, 1.07558e-28, 0, 4.4668e-25, 0, 0
0.198996, 0, 2.20112e-24, 0, 1.41421, -2.20112e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94161e-27, 0, 6.64889e-30, 0, 5.80037e-28, 0, 2.1956e-24, 0, 0
0.207284, 0, 1.00172e-23, 0, 1.41421, -1.00172e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24885e-26, 0, 3.03974e-29, 0, 2.83497e-27, 0, 9.99181e-24, 0, 0
0.215572, 0, 4.28147e-23, 0, 1.41421, -4.28147e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.61172e-26, 0, 1.30573e-28, 0, 1.28416e-26, 0, 4.27057e-23, 0, 0
0.223859, 0, 1.73531e-22, 0, 1.41421, -1.73531e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89564e-25, 0, 5.32051e-28, 0, 5.46689e-26, 0, 1.73087e-22, 0, 0
0.232147, 0, 6.71578e-22, 0, 1.41421, -6.71578e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50762e-24, 0, 2.0707e-27, 0, 2.20811e-25, 0, 6.69847e-22, 0, 0
0.240435, 0, 2.49452e-21, 0, 1.41421, -2.49452e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59985e-24, 0, 7.73719e-27, 0, 8.51938e-25, 0, 2.48806e-21, 0, 0
0.248722, 0, 8.92858e-21, 0, 1.41421, -8.92858e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00432e-23, 0, 2.78665e-26, 0, 3.1558e-24, 0, 8.90535e-21, 0, 0
0.25701, 0, 3.09446e-20, 0, 1.41421, -3.09446e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94648e-23, 0, 9.7253e-26, 0, 1.12979e-23, 0, 3.08638e-20, 0, 0
0.265297, 0, 1.03893e-19, 0, 1.41421, -1.03893e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33217e-22, 0, 3.28874e-25, 0, 3.90786e-23, 0, 1.0362e-19, 0, 0
0.273585, 0, 3.38664e-19, 0, 1.41421, -3.38664e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6022e-22, 0, 1.08009e-24, 0, 1.30965e-22, 0, 3.37772e-19, 0, 0
0.281873, 0, 1.07383e-18, 0, 1.41421, -1.07383e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41046e-21, 0, 3.45148e-24, 0, 4.26203e-22, 0, 1.07099e-18, 0, 0
0.29016, 0, 3.31695e-18, 0, 1.41421, -3.31695e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4456e-21, 0, 1.0748e-23, 0, 1.3493e-21, 0, 3.30814e-18, 0, 0
0.298448, 0, 9.99374e-18, 0, 1.41421, -9.99374e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24328e-20, 0, 3.26573e-23, 0, 4.16182e-21, 0, 9.96712e-18, 0, 0
0.306736, 0, 2.94016e-17, 0, 1.41421, -2.94016e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59959e-20, 0, 9.69267e-23, 0, 1.25224e-20, 0, 2.9323e-17, 0, 0
0.315023, 0, 8.45387e-17, 0, 1.41421, -8.45387e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89754e-19, 0, 2.81266e-22, 0, 3.67947e-20, 0, 8.43119e-17, 0, 0
0.323311, 0, 2.37757e-16, 0, 1.41421, -2.37757e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.33648e-19, 0, 7.98665e-22, 0, 1.05678e-19, 0, 2.37117e-16, 0, 0
0.331599, 0.0631263, 6.54494e-16, 0, 1.43636, 0.0631263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46896e-18, 0, 2.22076e-21, 0, 2.9692e-19, 0, 6.52725e-16, 0, 0
0.339886, 0.936874, 1.76456e-15, 0, 1.71373, 0.936874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96019e-18, 0, 6.05072e-21, 0, 8.167e-19, 0, 1.75978e-15, 0, 0
0.348174, 0, 4.66194e-15, 0, 1.41421, -4.66194e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04621e-17, 0, 1.61637e-20, 0, 2.20059e-18, 0, 4.64926e-15, 0, 0
0.356461, 0, 1.20756e-14, 0, 1.41421, -1.20756e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70972e-17, 0, 4.2358e-20, 0, 5.81191e-18, 0, 1.20426e-14, 0, 0
0.364749, 0, 3.06794e-14, 0, 1.41421, -3.06794e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88367e-17, 0, 1.08941e-19, 0, 1.50531e-17, 0, 3.05954e-14, 0, 0
0.373037, 0, 7.64805e-14, 0, 1.41421, -7.64805e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71582e-16, 0, 2.7511e-19, 0, 3.82522e-17, 0, 7.62704e-14, 0, 0
0.381324, 0, 1.87138e-13, 0, 1.41421, -1.87138e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19779e-16, 0, 6.8249e-19, 0, 9.54097e-17, 0, 1.86622e-13, 0, 0
0.389612, 0, 4.49583e-13, 0, 1.41421, -4.49583e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00832e-15, 0, 1.66395e-18, 0, 2.33665e-16, 0, 4.4834e-13, 0, 0
0.3979, 0, 1.06073e-12, 0, 1.41421, -1.06073e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37855e-15, 0, 3.98865e-18, 0, 5.62081e-16, 0, 1.05778e-12, 0, 0
0.406187, 0, 2.45831e-12, 9.09443e-43, 1.41421, -2.45831e-12, 9.09443e-43, 0, 9.09443e-43, 9.09443e-43, 9.09443e-43, 9.09443e-43, 9.09443e-43, 9.09443e-43, 9.09443e-43, 5.5113e-15, 9.09443e-43, 9.40489e-18, 9.09443e-43, 1.32842e-15, 9.09443e-43, 2.45146e-12, 9.09443e-43, 9.09443e-43
0.414475, 0, 5.59749e-12, 1.92188e-41, 1.41421, -5.59749e-12, 1.92188e-41, 0, 1.92188e-41, 1.92188e-41, 1.92188e-41, 1.92188e-41, 1.92188e-41, 1.92188e-41, 1.92188e-41, 1.25462e-14, 1.92188e-41, 2.18254e-17, 1.92188e-41, 3.08548e-15, 1.92188e-41, 5.58184e-12, 1.92188e-41, 1.92188e-41
0.422763, 0, 1.2524e-11, 3.26063e-40, 1.41421, -1.2524e-11, 3.26063e-40, 0, 3.26063e-40, 3.26063e-40, 3.26063e-40, 3.26063e-40, 3.26063e-40, 3.26063e-40, 3.26063e-40, 2.80644e-14, 3.26063e-40, 4.98794e-17, 3.26063e-40, 7.04482e-15, 3.26063e-40, 1.24888e-11, 3.26063e-40, 3.26063e-40
0.43105, 0, 2.75387e-11, 4.80951e-39, 1.41421, -2.75387e-11, 4.80951e-39, 0, 4.80951e-39, 4.80951e-39, 4.80951e-39, 4.80951e-39, 4.80951e-39, 4.80951e-39, 4.80951e-39, 6.1695e-14, 4.80951e-39, 1.12347e-16, 4.80951e-39, 1.58161e-14, 4.80951e-39, 2.7461e-11, 4.80951e-39, 4.80951e-39
0.439338, 0, 5.95192e-11, 6.291e-38, 1.41421, -5.95192e-11, 6.291e-38, 0, 6.291e-38, 6.291e-38, 6.291e-38, 6.291e-38, 6.291e-38, 6.291e-38, 6.291e-38, 1.33309e-13, 6.291e-38, 2.49632e-16, 6.291e-38, 3.49246e-14, 6.291e-38, 5.93507e-11, 6.291e-38, 6.291e-38
0.447625, 0, 1.26453e-10, 7.36195e-37, 1.41421, -1.26453e-10, 7.36195e-37, 0, 7.36195e-37, 7.36195e-37, 7.36195e-37, 7.36195e-37, 7.36195e-37, 7.36195e-37, 7.36195e-37, 2.83165e-13, 7.36195e-37, 5.47807e-16, 7.36195e-37, 7.58741e-14, 7.36195e-37, 1.26094e-10, 7.36195e-37, 7.36195e-37
0.455913, 0, 2.64123e-10, 7.75855e-36, 1.41421, -2.64123e-10, 7.75855e-36, 0, 7.75855e-36, 7.75855e-36, 7.75855e-36, 7.75855e-36, 7.75855e-36, 7.75855e-36, 7.75855e-36, 5.91346e-13, 7.75855e-36, 1.1889e-15, 7.75855e-36, 1.62233e-13, 7.75855e-36, 2.63368e-10, 7.75855e-36, 7.75855e-36
0.464201, 0, 5.42414e-10, 7.41e-35, 1.41421, -5.42414e-10, 7.41e-35, 0, 7.41e-35, 7.41e-35, 7.41e-35, 7.41e-35, 7.41e-35, 7.41e-35, 7.41e-35, 1.2143e-12, 7.41e-35, 2.556e-15, 7.41e-35, 3.41552e-13, 7.41e-35, 5.40856e-10, 7.41e-35, 7.41e-35
0.472488, 0, 1.09556e-09, 1.41021e-33, 1.41421, -1.09556e-09, 1.41021e-33, 0, 1.41021e-33, 1.41021e-33, 1.41021e-33, 1.41021e-33, 1.41021e-33, 1.41021e-33, 1.41021e-33, 2.45278e-12, 1.41021e-33, 5.46873e-15, 1.41021e-33, 7.09027e-13, 1.41021e-33, 1.09239e-09, 1.41021e-33, 1.41021e-33
0.480776, 0, 2.17549e-09, 1.08886e-32, 1.41421, -2.17549e-09, 1.08886e-32, 0, 1.08886e-32, 1.08886e-32, 1.08886e-32, 1.08886e-32, 1.08886e-32, 1.08886e-32, 1.08886e-32, 4.87156e-12, 1.08886e-32, 1.16026e-14, 1.08886e-32, 1.44981e-12, 1.08886e-32, 2.16915e-09, 1.08886e-32, 1.08886e-32
0.489064, 0, 4.24867e-09, 8.05902e-32, 1.41421, -4.24867e-09, 8.05902e-32, 0, 8.05902e-32, 8.05902e-32, 8.05902e-32, 8.05902e-32, 8.05902e-32, 8.05902e-32, 8.05902e-32, 9.51832e-12, 8.05902e-32, 2.45269e-14, 8.05902e-32, 2.92527e-12, 8.05902e-32, 4.2362e-09, 8.05902e-32, 8.05902e-32
0.497351, 0, 8.16143e-09, 5.60603e-31, 1.41421, -8.16143e-09, 5.60603e-31, 0, 5.60603e-31, 5.60603e-31, 5.60603e-31, 5.60603e-31, 5.60603e-31, 5.60603e-31, 5.60603e-31, 1.82984e-11, 5.60603e-31, 5.17559e-14, 5.60603e-31, 5.83065e-12, 5.60603e-31, 8.13725e-09, 5.60603e-31, 5.60603e-31
0.505639, 0, 1.5422e-08, 3.64445e-30, 1.41421, -1.5422e-08, 3.64445e-30, 0, 3.64445e-30, 3.64445e-30, 3.64445e-30, 3.64445e-30, 3.64445e-30, 3.64445e-30, 3.64445e-30, 3.46191e-11, 3.64445e-30, 1.09183e-13, 3.64445e-30, 1.14972e-11, 3.64445e-30, 1.53758e-08, 3.64445e-30, 3.64445e-30
0.513927, 0, 2.867e-08, 2.21451e-29, 1.41421, -2.867e-08, 2.21451e-29, 0, 2.21451e-29, 2.21451e-29, 2.21451e-29, 2.21451e-29, 2.21451e-29, 2.21451e-29, 2.21451e-29, 6.44724e-11, 2.21451e-29, 2.30473e-13, 2.21451e-29, 2.24683e-11, 2.21451e-29, 2.85828e-08, 2.21451e-29, 2.21451e-29
0.522214, 0, 5.24415e-08, 1.26085e-28, 1.41421, -5.24415e-08, 1.26085e-28, 0, 1.26085e-28, 1.26085e-28, 1.26085e-28, 1.26085e-28, 1.26085e-28, 1.26085e-28, 1.26085e-28, 1.18224e-10, 1.26085e-28, 4.86874e-13, 1.26085e-28, 4.36114e-11, 1.26085e-28, 5.22792e-08, 1.26085e-28, 1.26085e-28
0.530502, 0, 9.43944e-08, 6.74866e-28, 1.41421, -9.43944e-08, 6.74866e-28, 0, 6.74866e-28, 6.74866e-28, 6.74866e-28, 6.74866e-28, 6.74866e-28, 6.74866e-28, 6.74866e-28, 2.13525e-10, 6.74866e-28, 1.02862e-12, 6.74866e-28, 8.42913e-11, 6.74866e-28, 9.40956e-08, 6.74866e-28, 6.74866e-28
0.538789, 0, 1.67226e-07, 3.40754e-27, 1.41421, -1.67226e-07, 3.40754e-27, 0, 3.40754e-27, 3.40754e-27, 3.40754e-27, 3.40754e-27, 3.40754e-27, 3.40754e-27, 3.40754e-27, 3.79972e-10, 3.40754e-27, 2.17032e-12, 3.40754e-27, 1.62675e-10, 3.40754e-27, 1.66681e-07, 3.40754e-27, 3.40754e-27
0.547077, 0, 2.91622e-07, 1.62875e-26, 1.41421, -2.91622e-07, 1.62875e-26, 0, 1.62875e-26, 1.62875e-26, 1.62875e-26, 1.62875e-26, 1.62875e-26, 1.62875e-26, 1.62875e-26, 6.6648e-10, 1.62875e-26, 4.56423e-12, 1.62875e-26, 3.14362e-10, 1.62875e-26, 2.90637e-07, 1.62875e-26, 1.62875e-26
0.555365, 0, 5.00703e-07, 7.39431e-26, 1.41421, -5.00703e-07, 7.39431e-26, 0, 7.39431e-26, 7.39431e-26, 7.39431e-26, 7.39431e-26, 7.39431e-26, 7.39431e-26, 7.39431e-26, 1.15276e-09, 7.39431e-26, 9.54545e-12, 7.39431e-26, 6.09804e-10, 7.39431e-26, 4.98931e-07, 7.39431e-26, 7.39431e-26
0.563652, 0, 8.4658e-07, 3.19832e-25, 1.41421, -8.4658e-07, 3.19832e-25, 0, 3.19832e-25, 3.19832e-25, 3.19832e-25, 7.30093e-13, 3.19832e-25, 3.19832e-25, 3.19832e-25, 1.96699e-09, 3.19832e-25, 1.98053e-11, 3.19832e-25, 1.18953e-09, 3.19832e-25, 8.43403e-07, 3.19832e-25, 3.19832e-25
0.57194, 0, 1.40989e-06, 1.32194e-24, 1.41421, -1.40989e-06, 1.32194e-24, 0, 1.32194e-24, 1.32194e-24, 1.32194e-24, 3.47018e-12, 1.32194e-24, 1.32194e-24, 1.32194e-24, 3.31265e-09, 1.32194e-24, 4.0677e-11, 1.32194e-24, 2.3351e-09, 1.32194e-24, 1.4042e-06, 1.32194e-24, 1.32194e-24
0.580228, 0, 2.31331e-06, 5.25333e-24, 1.41421, -2.31331e-06, 5.25333e-24, 0, 5.25333e-24, 5.25333e-24, 5.25333e-24, 1.31808e-11, 5.25333e-24, 5.25333e-24, 5.25333e-24, 5.50884e-09, 5.25333e-24, 8.25339e-11, 5.25333e-24, 4.61062e-09, 5.25333e-24, 2.3031e-06, 5.25333e-24, 5.25333e-24
0.588515, 0, 3.7548e-06, 1.30154e-08, 1.41421, -3.7548e-06, 1.32664e-08, 1.30154e-08, 1.30155e-08, 1.30155e-08, 1.30171e-08, 1.30949e-08, 1.30447e-08, 1.30204e-08, 1.31105e-08, 2.20655e-08, 1.30191e-08, 1.31806e-08, 1.30155e-08, 2.21563e-08, 1.30154e-08, 3.73555e-06, 1.30154e-08, 1.34441e-08
0.596803, 0, 6.02956e-06, 6.13874e-08, 1.41421, -6.02956e-06, 6.25737e-08, 6.13874e-08, 6.13876e-08, 6.13879e-08, 6.13955e-08, 6.16964e-08, 6.15257e-08, 6.14112e-08, 6.18367e-08, 7.60809e-08, 6.14048e-08, 6.1713e-08, 6.139e-08, 7.9536e-08, 6.13874e-08, 5.99223e-06, 6.13874e-08, 6.34136e-08
0.605091, 0.983581, 9.6262e-06, 2.31707e-07, 1.7273, 0.983572, 2.36191e-07, 2.31707e-07, 2.31708e-07, 2.31709e-07, 2.31738e-07, 2.32774e-07, 2.3223e-07, 2.31797e-07, 2.33405e-07, 2.55291e-07, 2.31773e-07, 2.32339e-07, 2.31719e-07, 2.67673e-07, 2.31707e-07, 9.55039e-06, 2.31707e-07, 2.39366e-07
0.613378, 0.997576, 1.54119e-05, 8.01216e-07, 1.73135, 0.997561, 8.16733e-07, 8.01216e-07, 8.0122e-07, 8.01224e-07, 8.01322e-07, 8.04672e-07, 8.03025e-07, 8.01528e-07, 8.07094e-07, 8.3865e-07, 8.01444e-07, 8.02422e-07, 8.01262e-07, 8.72122e-07, 8.01216e-07, 1.52485e-05, 8.01216e-07, 8.27719e-07
0.621666, 0.0188425, 2.51064e-05, 2.6101e-06, 1.42086, 0.0188174, 2.66067e-06, 2.6101e-06, 2.61011e-06, 2.61012e-06, 2.61044e-06, 2.62074e-06, 2.61599e-06, 2.61111e-06, 2.62925e-06, 2.66887e-06, 2.61084e-06, 2.61236e-06, 2.61026e-06, 2.74872e-06, 2.6101e-06, 2.47318e-05, 2.6101e-06, 2.69648e-06
0.629953, 0, 4.24784e-05, 8.06894e-06, 1.41421, -4.24784e-05, 8.22536e-06, 8.06894e-06, 8.06898e-06, 8.06902e-06, 8.07002e-06, 8.10094e-06, 8.08718e-06, 8.07208e-06, 8.12819e-06, 8.16021e-06, 8.07124e-06, 8.07312e-06, 8.06946e-06, 8.3372e-06, 8.06895e-06, 4.15745e-05, 8.06894e-06, 8.3361e-06
0.638241, 0, 7.62966e-05, 2.37241e-05, 1.41421, -7.62966e-05, 2.41842e-05, 2.37241e-05, 2.37242e-05, 2.37244e-05, 2.37273e-05, 2.38168e-05, 2.37778e-05, 2.37334e-05, 2.38984e-05, 2.38644e-05, 2.37309e-05, 2.37317e-05, 2.37257e-05, 2.42361e-05, 2.37242e-05, 7.40493e-05, 2.37241e-05, 2.451e-05
0.646529, 0, 0.000147299, 6.63982e-05, 1.41421, -0.000147299, 6.76864e-05, 6.63982e-05, 6.63985e-05, 6.63988e-05, 6.6407e-05, 6.66597e-05, 6.65484e-05, 6.64241e-05, 6.68862e-05, 6.66114e-05, 6.64171e-05, 6.64118e-05, 6.64029e-05, 6.73609e-05, 6.63982e-05, 0.000141663, 6.63982e-05, 6.85985e-05
0.654816, 0, 0.000303739, 0.000176978, 1.41421, -0.000303739, 0.000180413, 0.000176978, 0.000176979, 0.00017698, 0.000177002, 0.000177682, 0.000177379, 0.000177047, 0.000178279, 0.000177299, 0.000177029, 0.000177002, 0.000176991, 0.00017876, 0.000176978, 0.000289746, 0.000176978, 0.000182846
0.663104, 0, 0.000654063, 0.000449424, 1.41421, -0.000654063, 0.000458152, 0.000449424, 0.000449426, 0.000449429, 0.000449484, 0.000451248, 0.000450442, 0.0004496, 0.00045273, 0.000449902, 0.000449552, 0.000449466, 0.000449459, 0.000452672, 0.000449424, 0.000620108, 0.000449424, 0.000464332
0.671392, 0.96429, 0.00143112, 0.00108773, 1.72171, 0.962858, 0.00110887, 0.00108773, 0.00108773, 0.00108774, 0.00108787, 0.00109231, 0.00109019, 0.00108815, 0.00109574, 0.00108843, 0.00108804, 0.0010878, 0.00108782, 0.00109356, 0.00108773, 0.00135125, 0.00108773, 0.00112383
0.679679, 0.0357104, 0.00310991, 0.00251006, 1.42678, 0.0326005, 0.00255887, 0.00251006, 0.00251007, 0.00251008, 0.00251039, 0.00252122, 0.00251575, 0.00251104, 0.00252855, 0.00251109, 0.00251078, 0.00251018, 0.00251028, 0.00252038, 0.00251006, 0.00292865, 0.00251006, 0.00259342
0.687967, 2.91893, 0.00660762, 0.0055249, 2.21787, 2.91232, 0.0056324, 0.0055249, 0.00552492, 0.00552495, 0.00552564, 0.00555139, 0.00553743, 0.00552706, 0.00556562, 0.0055264, 0.00552648, 0.0055251, 0.00552541, 0.00554297, 0.0055249, 0.00621193, 0.0055249, 0.00570851
0.696254, 0.08107, 0.0135963, 0.0116045, 1.44259, 0.0674737, 0.0118304, 0.0116045, 0.0116045, 0.0116046, 0.011606, 0.0116659, 0.0116308, 0.011609, 0.0116901, 0.0116066, 0.0116078, 0.0116048, 0.0116056, 0.0116358, 0.0116045, 0.0127665, 0.0116045, 0.0119904
0.704542, 0.954648, 0.0269477, 0.02327, 1.71891, 0.9277, 0.0237235, 0.02327, 0.0232701, 0.0232702, 0.0232731, 0.023409, 0.0233229, 0.0232791, 0.0234418, 0.0232731, 0.0232767, 0.0232706, 0.0232724, 0.0233239, 0.02327, 0.0252767, 0.02327, 0.0240446
0.71283, 0.0453525, 0.051297, 0.0445714, 1.43016, -0.00594452, 0.0454409, 0.0445714, 0.0445716, 0.0445718, 0.0445773, 0.0448787, 0.0446728, 0.0445888, 0.0449007, 0.0445758, 0.0445841, 0.0445723, 0.0445762, 0.0446636, 0.0445714, 0.0480651, 0.0445714, 0.0460565
0.721117, 0, 0.0936555, 0.0815925, 1.41421, -0.0936555, 0.0831859, 0.0815925, 0.0815929, 0.0815933, 0.0816034, 0.0822559, 0.0817783, 0.0816245, 0.0821961, 0.0815988, 0.0816159, 0.081594, 0.0816019, 0.0817493, 0.0815926, 0.0876465, 0.0815925, 0.084314
0.729405, 1, 0.163923, 0.14284, 1.73205, 0.836077, 0.145633, 0.14284, 0.142841, 0.142842, 0.142859, 0.144235, 0.143166, 0.142896, 0.143898, 0.142849, 0.142881, 0.142843, 0.142858, 0.143105, 0.14284, 0.15317, 0.14284, 0.14761
0.737693, 0.944998, 0.27507, 0.239305, 1.7161, 0.669929, 0.24399, 0.239305, 0.239306, 0.239307, 0.239337, 0.242158, 0.239851, 0.239399, 0.241079, 0.239317, 0.239373, 0.239309, 0.239336, 0.239746, 0.239305, 0.256521, 0.239305, 0.247307
