   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cl_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.37357, 0, 2.63728e-07, 2.28638e-30, 1.41421, -2.63728e-07, 0, 2.28638e-30, 2.28638e-30, 2.28638e-30, 2.28638e-30, 2.28638e-30, 1.76305e-09, 2.28638e-30, 2.28638e-30, 3.54361e-11, 4.83157e-10, 2.28638e-30, 2.61446e-07, 2.28638e-30, 2.28638e-30
0.380968, 0, 3.57765e-07, 1.17172e-29, 1.41421, -3.57765e-07, 0, 1.17172e-29, 1.17172e-29, 1.17172e-29, 1.17172e-29, 1.17172e-29, 2.39899e-09, 1.17172e-29, 1.17172e-29, 5.31046e-11, 7.16312e-10, 1.17172e-29, 3.54597e-07, 1.17172e-29, 1.17172e-29
0.388366, 0, 4.82879e-07, 5.66708e-29, 1.41421, -4.82879e-07, 0, 5.66708e-29, 5.66708e-29, 5.66708e-29, 5.66708e-29, 5.66708e-29, 3.24907e-09, 5.66708e-29, 5.66708e-29, 7.95585e-11, 1.05963e-09, 5.66708e-29, 4.78491e-07, 5.66708e-29, 5.66708e-29
0.395764, 0, 6.48491e-07, 2.5932e-28, 1.41421, -6.48491e-07, 0, 2.5932e-28, 2.5932e-28, 2.5932e-28, 2.5932e-28, 2.5932e-28, 4.38029e-09, 2.5932e-28, 2.5932e-28, 1.19128e-10, 1.56392e-09, 2.5932e-28, 6.42427e-07, 2.5932e-28, 2.5932e-28
0.403161, 0, 8.66608e-07, 1.12569e-27, 1.41421, -8.66608e-07, 0, 1.12569e-27, 1.12569e-27, 1.12569e-27, 1.12569e-27, 1.12569e-27, 5.87896e-09, 1.12569e-27, 1.12569e-27, 1.78236e-10, 2.30268e-09, 1.12569e-27, 8.58248e-07, 1.12569e-27, 1.12569e-27
0.410559, 0, 1.15245e-06, 4.64748e-27, 1.41421, -1.15245e-06, 0, 4.64748e-27, 4.64748e-27, 4.64748e-27, 4.64748e-27, 4.64748e-27, 7.85584e-09, 4.64748e-27, 4.64748e-27, 2.6637e-10, 3.38181e-09, 4.64748e-27, 1.14095e-06, 4.64748e-27, 4.64748e-27
0.417957, 0, 1.52523e-06, 1.82932e-26, 1.41421, -1.52523e-06, 0, 1.82932e-26, 1.82932e-26, 1.82932e-26, 1.82932e-26, 1.82932e-26, 1.04526e-08, 1.82932e-26, 1.82932e-26, 3.97496e-10, 4.95317e-09, 1.82932e-26, 1.50943e-06, 1.82932e-26, 1.82932e-26
0.425355, 0, 2.00905e-06, 6.88034e-26, 1.41421, -2.00905e-06, 0, 6.88034e-26, 6.88034e-26, 6.88034e-26, 6.88034e-26, 6.88034e-26, 1.38495e-08, 6.88034e-26, 6.88034e-26, 5.92079e-10, 7.23352e-09, 6.88034e-26, 1.98737e-06, 6.88034e-26, 6.88034e-26
0.432753, 0, 2.63401e-06, 2.47828e-25, 1.41421, -2.63401e-06, 0, 2.47828e-25, 2.47828e-25, 2.47828e-25, 5.52095e-12, 2.47828e-25, 1.82752e-08, 2.47828e-25, 2.47828e-25, 8.79952e-10, 1.05305e-08, 2.47828e-25, 2.60432e-06, 2.47828e-25, 2.47828e-25
0.440151, 0, 3.43752e-06, 8.5665e-25, 1.41421, -3.43752e-06, 0, 8.5665e-25, 8.5665e-25, 8.5665e-25, 2.05055e-11, 8.5665e-25, 2.40187e-08, 8.5665e-25, 8.5665e-25, 1.30439e-09, 1.52782e-08, 8.5665e-25, 3.3969e-06, 8.5665e-25, 8.5665e-25
0.447549, 0, 4.46588e-06, 2.85103e-24, 1.41421, -4.46588e-06, 0, 2.85103e-24, 2.85103e-24, 2.85103e-24, 5.14568e-11, 2.85103e-24, 3.14434e-08, 2.85103e-24, 2.85103e-24, 1.92782e-09, 2.20858e-08, 2.85103e-24, 4.41038e-06, 2.85103e-24, 2.85103e-24
0.454947, 0, 5.77834e-06, 9.24517e-24, 1.41421, -5.77834e-06, 0, 1.94415e-13, 7.11095e-13, 8.58492e-13, 5.61965e-10, 1.59424e-10, 4.10059e-08, 6.12102e-12, 6.49086e-13, 2.8398e-09, 3.18022e-08, 6.25947e-15, 5.70147e-06, 9.24517e-24, 4.89615e-10
0.462345, 0, 7.45769e-06, 1.27653e-08, 1.41421, -7.45769e-06, 1.27653e-08, 1.27659e-08, 1.27675e-08, 1.2768e-08, 1.43888e-08, 1.32586e-08, 6.60402e-08, 1.27843e-08, 1.27673e-08, 1.69336e-08, 5.83683e-08, 1.27654e-08, 7.35098e-06, 1.27653e-08, 1.42802e-08
0.469743, 0, 9.59277e-06, 3.92311e-08, 1.41421, -9.59277e-06, 3.92311e-08, 3.92325e-08, 3.92363e-08, 3.92374e-08, 4.30051e-08, 4.04046e-08, 1.08189e-07, 3.92761e-08, 3.92359e-08, 4.53253e-08, 1.04335e-07, 3.92311e-08, 9.444e-06, 3.92311e-08, 4.28351e-08
0.477141, 0, 1.23082e-05, 9.28987e-08, 1.41421, -1.23082e-05, 9.28987e-08, 9.29018e-08, 9.29099e-08, 9.29123e-08, 1.00937e-07, 9.5428e-08, 1.81831e-07, 9.29958e-08, 9.2909e-08, 1.01771e-07, 1.8541e-07, 9.28988e-08, 1.20994e-05, 9.28987e-08, 1.00667e-07
0.484538, 0, 1.5764e-05, 1.99498e-07, 1.41421, -1.5764e-05, 1.99498e-07, 1.99504e-07, 1.99521e-07, 1.99526e-07, 2.15833e-07, 2.04677e-07, 3.13778e-07, 1.99697e-07, 1.99519e-07, 2.12359e-07, 3.30311e-07, 1.99498e-07, 1.54684e-05, 1.99498e-07, 2.15404e-07
0.491936, 0, 2.01917e-05, 4.14118e-07, 1.41421, -2.01917e-05, 4.14118e-07, 4.14131e-07, 4.14164e-07, 4.14174e-07, 4.49075e-07, 4.24477e-07, 5.60447e-07, 4.14516e-07, 4.1416e-07, 4.32676e-07, 5.98304e-07, 4.14118e-07, 1.97649e-05, 4.14118e-07, 4.45932e-07
0.499334, 0, 2.58793e-05, 8.11869e-07, 1.41421, -2.58793e-05, 8.11869e-07, 8.11894e-07, 8.11958e-07, 8.11977e-07, 8.8442e-07, 8.31815e-07, 9.98574e-07, 8.12635e-07, 8.1195e-07, 8.38516e-07, 1.0697e-06, 8.1187e-07, 2.52532e-05, 8.11869e-07, 8.73126e-07
0.506732, 0, 3.33291e-05, 1.55977e-06, 1.41421, -3.33291e-05, 1.55977e-06, 1.55981e-06, 1.55994e-06, 1.55997e-06, 1.75217e-06, 1.59747e-06, 1.79716e-06, 1.56121e-06, 1.55992e-06, 1.59784e-06, 1.91876e-06, 1.55977e-06, 3.23468e-05, 1.55977e-06, 1.67555e-06
0.51413, 0, 4.32101e-05, 2.94215e-06, 1.41421, -4.32101e-05, 2.94215e-06, 2.94223e-06, 2.94246e-06, 2.94252e-06, 3.36983e-06, 3.01217e-06, 3.24293e-06, 2.94483e-06, 2.94243e-06, 2.99626e-06, 3.43926e-06, 2.94215e-06, 4.16415e-05, 2.94215e-06, 3.15722e-06
0.521528, 0, 5.65888e-05, 5.45417e-06, 1.41421, -5.65888e-05, 5.45417e-06, 5.45433e-06, 5.45474e-06, 5.45486e-06, 6.33557e-06, 5.58208e-06, 5.83397e-06, 5.45908e-06, 5.45469e-06, 5.53075e-06, 6.13874e-06, 5.45418e-06, 5.40389e-05, 5.45417e-06, 5.84699e-06
0.528926, 0, 7.51324e-05, 9.94263e-06, 1.41421, -7.51324e-05, 9.94263e-06, 9.94291e-06, 9.94365e-06, 9.94386e-06, 1.16791e-05, 1.01724e-05, 1.04206e-05, 9.95145e-06, 9.94356e-06, 1.00504e-05, 1.08801e-05, 9.94264e-06, 7.09249e-05, 9.94263e-06, 1.06484e-05
0.536324, 0, 0.000101498, 1.78295e-05, 1.41421, -0.000101498, 1.78295e-05, 1.783e-05, 1.78313e-05, 1.78317e-05, 2.11641e-05, 1.82357e-05, 1.84289e-05, 1.78451e-05, 1.78311e-05, 1.79803e-05, 1.9106e-05, 1.78295e-05, 9.44607e-05, 1.78295e-05, 1.9077e-05
0.543722, 0, 0.000139841, 3.14594e-05, 1.41421, -0.000139841, 3.14594e-05, 3.14602e-05, 3.14625e-05, 3.14632e-05, 3.76775e-05, 3.2166e-05, 3.22086e-05, 3.14865e-05, 3.14622e-05, 3.16694e-05, 3.31881e-05, 3.14594e-05, 0.00012802, 3.14594e-05, 3.36297e-05
0.55112, 0, 0.000196843, 5.46284e-05, 1.41421, -0.000196843, 5.46284e-05, 5.46299e-05, 5.46338e-05, 5.46349e-05, 6.60695e-05, 5.58385e-05, 5.5562e-05, 5.46749e-05, 5.46334e-05, 5.49195e-05, 5.69569e-05, 5.46285e-05, 0.000176858, 5.46284e-05, 5.83447e-05
0.558518, 0, 0.000282979, 9.33722e-05, 1.41421, -0.000282979, 9.33722e-05, 9.33747e-05, 9.33813e-05, 9.33832e-05, 0.000114143, 9.54119e-05, 9.45316e-05, 9.34505e-05, 9.33805e-05, 9.37735e-05, 9.6492e-05, 9.33723e-05, 0.000249115, 9.33722e-05, 9.96365e-05
0.565915, 0, 0.000414616, 0.000157115, 1.41421, -0.000414616, 0.000157115, 0.000157119, 0.00015713, 0.000157133, 0.000194318, 0.0001605, 0.000158551, 0.000157245, 0.000157129, 0.000157666, 0.000161274, 0.000157115, 0.000357305, 0.000157115, 0.000167512
0.573313, 0, 0.00061691, 0.0002603, 1.41421, -0.00061691, 0.0002603, 0.000260307, 0.000260325, 0.00026033, 0.000326039, 0.000265833, 0.000262073, 0.000260513, 0.000260323, 0.000261052, 0.000265818, 0.000260301, 0.000520308, 0.0002603, 0.000277292
0.580711, 0, 0.000928122, 0.000424673, 1.41421, -0.000928122, 0.000424673, 0.000424684, 0.000424713, 0.000424721, 0.000539266, 0.000433578, 0.000426855, 0.000425015, 0.000424709, 0.000425695, 0.000431961, 0.000424673, 0.000766303, 0.000424673, 0.000452023
0.588109, 0, 0.00140566, 0.000682367, 1.41421, -0.00140566, 0.000682367, 0.000682384, 0.00068243, 0.000682443, 0.00087941, 0.000696487, 0.000685046, 0.000682909, 0.000682425, 0.00068375, 0.000691955, 0.000682368, 0.00113672, 0.000682367, 0.000725731
0.595507, 0, 0.00213435, 0.00108, 1.41421, -0.00213435, 0.00108, 0.00108002, 0.0010801, 0.00108012, 0.00141419, 0.00110205, 0.00108328, 0.00108084, 0.00108009, 0.00108186, 0.00109257, 0.00108, 0.00169148, 0.00108, 0.00114773
0.602905, 0, 0.00323776, 0.00168396, 1.41421, -0.00323776, 0.00168396, 0.001684, 0.00168411, 0.00168415, 0.002243, 0.0017179, 0.00168797, 0.00168527, 0.0016841, 0.00168646, 0.00170038, 0.00168396, 0.0025158, 0.00168396, 0.0017882
0.610303, 0, 0.00489302, 0.00258705, 1.41421, -0.00489302, 0.00258705, 0.00258711, 0.00258728, 0.00258733, 0.00350934, 0.00263852, 0.00259194, 0.00258903, 0.00258726, 0.00259039, 0.00260844, 0.00258705, 0.00372879, 0.00258705, 0.00274514
0.617701, 0, 0.00735023, 0.00391654, 1.41421, -0.00735023, 0.00391654, 0.00391663, 0.00391688, 0.00391696, 0.00541711, 0.00399348, 0.0039225, 0.00391949, 0.00391685, 0.003921, 0.00394434, 0.00391654, 0.00549409, 0.00391654, 0.00415283
0.625099, 0, 0.010957, 0.00584371, 1.41421, -0.010957, 0.00584371, 0.00584385, 0.00584421, 0.00584432, 0.00825137, 0.00595706, 0.00585094, 0.00584806, 0.00584417, 0.00584963, 0.00587975, 0.00584371, 0.00803254, 0.00584371, 0.00619185
0.632497, 0, 0.0161887, 0.00859462, 1.41421, -0.0161887, 0.00859462, 0.00859482, 0.00859535, 0.0085955, 0.0124041, 0.00875927, 0.00860339, 0.00860094, 0.00859529, 0.00860246, 0.00864127, 0.00859462, 0.0116368, 0.00859462, 0.00910033
0.639895, 0, 0.0236854, 0.0124617, 1.41421, -0.0236854, 0.0124617, 0.012462, 0.0124628, 0.012463, 0.0184055, 0.0126975, 0.0124724, 0.0124708, 0.0124627, 0.0124721, 0.012522, 0.0124617, 0.0166876, 0.0124617, 0.013186
0.647292, 0, 0.0342948, 0.017816, 1.41421, -0.0342948, 0.017816, 0.0178164, 0.0178174, 0.0178177, 0.0269607, 0.018149, 0.0178288, 0.0178287, 0.0178173, 0.0178296, 0.0178936, 0.017816, 0.0236719, 0.017816, 0.018839
0.65469, 0, 0.0491214, 0.0251181, 1.41421, -0.0491214, 0.0251181, 0.0251187, 0.0251202, 0.0251206, 0.0389917, 0.0255821, 0.0251336, 0.0251359, 0.02512, 0.025136, 0.025218, 0.0251181, 0.0332001, 0.0251181, 0.0265435
0.662088, 0, 0.0695804, 0.0349282, 1.41421, -0.0695804, 0.0349282, 0.034929, 0.034931, 0.0349316, 0.0556832, 0.0355659, 0.0349469, 0.0349527, 0.0349308, 0.0349517, 0.0350565, 0.0349282, 0.046024, 0.0349282, 0.0368873
0.669486, 0, 0.097455, 0.0479124, 1.41421, -0.097455, 0.0479124, 0.0479135, 0.0479163, 0.0479171, 0.07853, 0.0487772, 0.0479349, 0.0479456, 0.047916, 0.0479431, 0.0480765, 0.0479125, 0.0630524, 0.0479124, 0.0505692
0.676884, 0, 0.134954, 0.0648445, 1.41421, -0.134954, 0.0648445, 0.0648459, 0.0648497, 0.0648508, 0.109383, 0.0660017, 0.0648715, 0.0648889, 0.0648493, 0.0648845, 0.0650537, 0.0648446, 0.0853639, 0.0648445, 0.0684002
0.684282, 0, 0.184762, 0.0866009, 1.41421, -0.184762, 0.0866009, 0.0866027, 0.0866077, 0.0866091, 0.150491, 0.0881293, 0.0866331, 0.0866595, 0.0866071, 0.0866527, 0.0868663, 0.0866009, 0.114214, 0.0866009, 0.0912979
0.69168, 0, 0.250088, 0.114148, 1.41421, -0.250088, 0.114148, 0.114151, 0.114157, 0.114159, 0.204529, 0.116141, 0.114187, 0.114225, 0.114157, 0.114216, 0.114484, 0.114149, 0.151042, 0.114148, 0.120274
0.699078, 0, 0.334693, 0.148523, 1.41421, -0.334693, 0.148523, 0.148526, 0.148535, 0.148537, 0.274609, 0.151089, 0.148569, 0.148622, 0.148534, 0.14861, 0.148944, 0.148523, 0.197463, 0.148523, 0.156411
0.706476, 0, 0.442896, 0.190797, 1.41421, -0.442896, 0.190797, 0.190801, 0.190812, 0.190815, 0.364268, 0.194059, 0.190851, 0.190922, 0.19081, 0.190908, 0.191322, 0.190797, 0.255265, 0.190797, 0.20083
0.713874, 0, 0.579558, 0.242038, 1.41421, -0.579558, 0.242038, 0.242043, 0.242057, 0.242061, 0.477423, 0.246135, 0.242102, 0.242196, 0.242055, 0.242181, 0.242688, 0.242039, 0.326396, 0.242038, 0.254645
0.721272, 0, 0.750024, 0.303261, 1.41421, -0.750024, 0.303261, 0.303267, 0.303284, 0.303289, 0.61828, 0.308344, 0.303335, 0.303456, 0.303282, 0.303443, 0.304059, 0.303261, 0.412946, 0.303261, 0.318912
0.72867, 0, 0.960037, 0.375368, 1.41421, -0.960037, 0.375368, 0.375375, 0.375396, 0.375401, 0.791206, 0.3816, 0.375454, 0.375607, 0.375394, 0.375598, 0.37634, 0.375368, 0.517138, 0.375368, 0.394574
0.736067, 0, 1.21559, 0.459086, 1.41421, -1.21559, 0.459086, 0.459095, 0.45912, 0.459127, 1.00054, 0.466639, 0.459186, 0.459375, 0.459118, 0.459377, 0.460259, 0.459086, 0.641308, 0.459086, 0.482387
0.743465, 0, 1.52276, 0.55491, 1.41421, -1.52276, 0.55491, 0.554921, 0.554951, 0.554959, 1.25038, 0.563961, 0.555025, 0.555256, 0.554949, 0.555277, 0.556311, 0.554911, 0.787909, 0.55491, 0.582867
0.750863, 0, 1.88748, 0.663044, 1.41421, -1.88748, 0.663044, 0.663057, 0.663092, 0.663102, 1.5443, 0.673768, 0.663175, 0.663453, 0.66309, 0.663503, 0.664701, 0.663044, 0.959502, 0.663044, 0.696228
0.758261, 0, 2.31531, 0.783345, 1.41421, -2.31531, 0.783345, 0.783361, 0.783402, 0.783413, 1.885, 0.795916, 0.783494, 0.783825, 0.7834, 0.783917, 0.785286, 0.783346, 1.15876, 0.783345, 0.822327
0.765659, 0, 2.81111, 0.915301, 1.41421, -2.81111, 0.915301, 0.915318, 0.915366, 0.915379, 2.27408, 0.929879, 0.915468, 0.915856, 0.915365, 0.91601, 0.917547, 0.915301, 1.38851, 0.915301, 0.960637
0.773057, 0, 3.37881, 1.058, 1.41421, -3.37881, 1.058, 1.05802, 1.05808, 1.05809, 2.71162, 1.07473, 1.05819, 1.05864, 1.05808, 1.05888, 1.06057, 1.058, 1.6517, 1.058, 1.11023
0.780455, 0, 4.0211, 1.21014, 1.41421, -4.0211, 1.21014, 1.21016, 1.21023, 1.21024, 3.19594, 1.22916, 1.21035, 1.21086, 1.21023, 1.21122, 1.21305, 1.21014, 1.95143, 1.21014, 1.26977
0.787853, 0, 4.73914, 1.37005, 1.41421, -4.73914, 1.37005, 1.37007, 1.37014, 1.37016, 3.72335, 1.39145, 1.37028, 1.37086, 1.37015, 1.37137, 1.37331, 1.37005, 2.29096, 1.37005, 1.43755
0.795251, 2.92858, 5.53239, 1.53573, 2.22004, -2.60381, 1.53573, 1.53576, 1.53584, 1.53586, 4.28802, 1.55959, 1.53598, 1.53663, 1.53585, 1.53735, 1.53934, 1.53573, 2.67365, 1.53573, 1.61155
0.802649, 2.03329, 6.3984, 1.70493, 2.00831, -4.36511, 1.70493, 1.70496, 1.70505, 1.70507, 4.88192, 1.73129, 1.7052, 1.70592, 1.70507, 1.70691, 1.70888, 1.70493, 3.10286, 1.70493, 1.7895
0.810046, 0.0381267, 7.33269, 1.87521, 1.42763, -7.29456, 1.87521, 1.87525, 1.87534, 1.87537, 5.49491, 1.90409, 1.8755, 1.87629, 1.87538, 1.87763, 1.87949, 1.87521, 3.58183, 1.87521, 1.96896
0.817444, 0, 8.32873, 2.04406, 1.41421, -8.32873, 2.04406, 2.0441, 2.0442, 2.04423, 6.11504, 2.07543, 2.04437, 2.04522, 2.04426, 2.04699, 2.04863, 2.04406, 4.11348, 2.04406, 2.14744
