   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0742011, 0, 1.47967e-11, 0, 1.41421, -1.47967e-11, 0, 0, 0, 0, 0, 0, 0, 5.44051e-14, 0, 0, 2.89549e-16, 8.18543e-15, 0, 1.47338e-11, 0, 0
0.0820813, 0, 2.26026e-11, 0, 1.41421, -2.26026e-11, 0, 0, 0, 0, 0, 0, 0, 8.31058e-14, 0, 0, 4.52732e-16, 1.29947e-14, 0, 2.2506e-11, 0, 0
0.0899615, 0, 3.43391e-11, 0, 1.41421, -3.43391e-11, 0, 0, 0, 0, 0, 0, 0, 1.26259e-13, 0, 0, 7.04338e-16, 2.05266e-14, 0, 3.41916e-11, 0, 0
0.0978417, 0, 5.18889e-11, 0, 1.41421, -5.18889e-11, 0, 0, 0, 0, 0, 0, 0, 1.90789e-13, 0, 0, 1.09042e-15, 3.22637e-14, 0, 5.16647e-11, 0, 0
0.105722, 0, 7.80375e-11, 0, 1.41421, -7.80375e-11, 0, 0, 0, 0, 0, 0, 0, 2.86941e-13, 0, 0, 1.6831e-15, 5.05776e-14, 0, 7.76983e-11, 0, 0
0.113602, 0, 1.16661e-10, 0, 1.41421, -1.16661e-10, 0, 0, 0, 0, 0, 0, 0, 4.2897e-13, 0, 0, 2.58097e-15, 7.87163e-14, 0, 1.1615e-10, 0, 0
0.121482, 0, 1.73483e-10, 0, 1.41421, -1.73483e-10, 0, 0, 0, 0, 0, 0, 0, 6.37937e-13, 0, 0, 3.93992e-15, 1.21928e-13, 0, 1.72719e-10, 0, 0
0.129363, 0, 2.56634e-10, 0, 1.41421, -2.56634e-10, 0, 0, 0, 0, 0, 0, 0, 9.43762e-13, 0, 0, 5.98803e-15, 1.87974e-13, 0, 2.55497e-10, 0, 0
0.137243, 0, 3.77672e-10, 0, 1.41421, -3.77672e-10, 0, 0, 0, 0, 0, 0, 0, 1.38898e-12, 0, 0, 9.06231e-15, 2.88456e-13, 0, 3.75986e-10, 0, 0
0.145123, 0, 5.52935e-10, 0, 1.41421, -5.52935e-10, 0, 0, 0, 0, 0, 0, 0, 2.03377e-12, 0, 0, 1.36593e-14, 4.40635e-13, 0, 5.50447e-10, 0, 0
0.153003, 0, 8.05388e-10, 0, 1.41421, -8.05388e-10, 0, 0, 0, 0, 0, 0, 0, 2.96271e-12, 0, 0, 2.05082e-14, 6.70081e-13, 0, 8.01735e-10, 0, 0
0.160883, 0, 1.16714e-09, 0, 1.41421, -1.16714e-09, 0, 0, 0, 0, 0, 0, 0, 4.29418e-12, 0, 0, 3.06784e-14, 1.01452e-12, 0, 1.16181e-09, 0, 0
0.168763, 0, 1.68286e-09, 0, 1.41421, -1.68286e-09, 0, 0, 0, 0, 0, 0, 0, 6.19287e-12, 0, 0, 4.57334e-14, 1.52937e-12, 0, 1.67509e-09, 0, 0
0.176644, 0, 2.41428e-09, 0, 1.41421, -2.41428e-09, 0, 0, 0, 0, 0, 0, 0, 8.88673e-12, 0, 0, 6.79572e-14, 2.29575e-12, 0, 2.40303e-09, 0, 0
0.184524, 0, 3.44636e-09, 0, 1.41421, -3.44636e-09, 0, 0, 0, 0, 0, 0, 0, 1.26896e-11, 0, 0, 1.00681e-13, 3.43192e-12, 0, 3.43013e-09, 0, 0
0.192404, 0, 4.89531e-09, 0, 1.41421, -4.89531e-09, 0, 0, 0, 0, 0, 0, 0, 1.80314e-11, 0, 0, 1.48761e-13, 5.10968e-12, 0, 4.87202e-09, 0, 0
0.200284, 0, 6.9193e-09, 0, 1.41421, -6.9193e-09, 0, 0, 0, 0, 0, 0, 0, 2.54978e-11, 0, 0, 2.1927e-13, 7.57775e-12, 0, 6.886e-09, 0, 0
0.208164, 0, 9.73243e-09, 0, 1.41421, -9.73243e-09, 0, 0, 0, 0, 0, 0, 0, 3.58832e-11, 0, 0, 3.22517e-13, 1.1195e-11, 0, 9.68503e-09, 0, 0
0.216045, 0, 1.36229e-08, 0, 1.41421, -1.36229e-08, 0, 0, 0, 0, 0, 0, 0, 5.0259e-11, 0, 0, 4.73514e-13, 1.64778e-11, 0, 1.35557e-08, 0, 0
0.223925, 0, 1.8977e-08, 8.7441e-43, 1.41421, -1.8977e-08, 0, 8.7441e-43, 8.7441e-43, 8.7441e-43, 8.7441e-43, 8.7441e-43, 8.7441e-43, 7.00634e-11, 8.7441e-43, 8.7441e-43, 6.94145e-13, 2.41663e-11, 8.7441e-43, 1.88821e-08, 8.7441e-43, 8.7441e-43
0.231805, 0, 2.63091e-08, 1.51592e-41, 1.41421, -2.63091e-08, 0, 1.51592e-41, 1.51592e-41, 1.51592e-41, 1.51592e-41, 1.51592e-41, 1.51592e-41, 9.72178e-11, 1.51592e-41, 1.51592e-41, 1.01632e-12, 3.53196e-11, 1.51592e-41, 2.61756e-08, 1.51592e-41, 1.51592e-41
0.239685, 0, 3.63034e-08, 1.45777e-39, 1.41421, -3.63034e-08, 0, 1.45777e-39, 1.45777e-39, 1.45777e-39, 1.45777e-39, 1.45777e-39, 1.45777e-39, 1.34287e-10, 1.45777e-39, 1.45777e-39, 1.48907e-12, 5.14875e-11, 1.45777e-39, 3.61161e-08, 1.45777e-39, 1.45777e-39
0.247565, 0, 4.98555e-08, 1.70181e-38, 1.41421, -4.98555e-08, 0, 1.70181e-38, 1.70181e-38, 1.70181e-38, 1.70181e-38, 1.70181e-38, 1.70181e-38, 1.84634e-10, 1.70181e-38, 1.70181e-38, 2.17654e-12, 7.47541e-11, 1.70181e-38, 4.95939e-08, 1.70181e-38, 1.70181e-38
0.255446, 0, 6.81474e-08, 1.79169e-37, 1.41421, -6.81474e-08, 0, 1.79169e-37, 1.79169e-37, 1.79169e-37, 1.79169e-37, 1.79169e-37, 1.79169e-37, 2.52719e-10, 1.79169e-37, 1.79169e-37, 3.17985e-12, 1.08198e-10, 1.79169e-37, 6.77833e-08, 1.79169e-37, 1.79169e-37
0.263326, 0, 9.27193e-08, 1.71041e-36, 1.41421, -9.27193e-08, 0, 1.71041e-36, 1.71041e-36, 1.71041e-36, 1.71041e-36, 1.71041e-36, 1.71041e-36, 3.44381e-10, 1.71041e-36, 1.71041e-36, 4.64416e-12, 1.56136e-10, 1.71041e-36, 9.22141e-08, 1.71041e-36, 1.71041e-36
0.271206, 0, 1.25572e-07, 1.48856e-35, 1.41421, -1.25572e-07, 0, 1.48856e-35, 1.48856e-35, 1.48856e-35, 1.48856e-35, 1.48856e-35, 1.48856e-35, 4.67243e-10, 1.48856e-35, 1.48856e-35, 6.78156e-12, 2.24665e-10, 1.48856e-35, 1.24873e-07, 1.48856e-35, 1.48856e-35
0.279086, 0, 1.69292e-07, 1.18709e-34, 1.41421, -1.69292e-07, 0, 1.18709e-34, 1.18709e-34, 1.18709e-34, 1.18709e-34, 1.18709e-34, 1.18709e-34, 6.31216e-10, 1.18709e-34, 1.18709e-34, 9.90178e-12, 3.22377e-10, 1.18709e-34, 1.68328e-07, 1.18709e-34, 1.18709e-34
0.286966, 0, 2.27204e-07, 8.71525e-34, 1.41421, -2.27204e-07, 0, 8.71525e-34, 8.71525e-34, 8.71525e-34, 8.71525e-34, 8.71525e-34, 8.71525e-34, 8.49129e-10, 8.71525e-34, 8.71525e-34, 1.44567e-11, 4.61343e-10, 8.71525e-34, 2.25879e-07, 8.71525e-34, 8.71525e-34
0.294847, 0, 3.03563e-07, 6.09879e-33, 1.41421, -3.03563e-07, 0, 6.09879e-33, 6.09879e-33, 6.09879e-33, 6.09879e-33, 6.09879e-33, 6.09879e-33, 1.13752e-09, 6.09879e-33, 6.09879e-33, 2.11049e-11, 6.58492e-10, 6.09879e-33, 3.01746e-07, 6.09879e-33, 6.09879e-33
0.302727, 0, 4.03791e-07, 4.19572e-32, 1.41421, -4.03791e-07, 0, 4.19572e-32, 4.19572e-32, 4.19572e-32, 4.19572e-32, 4.19572e-32, 4.19572e-32, 1.51764e-09, 4.19572e-32, 4.19572e-32, 3.08054e-11, 9.37501e-10, 4.19572e-32, 4.01305e-07, 4.19572e-32, 4.19572e-32
0.310607, 0, 5.34757e-07, 2.71613e-31, 1.41421, -5.34757e-07, 0, 2.71613e-31, 2.71613e-31, 2.71613e-31, 2.71613e-31, 2.71613e-31, 2.71613e-31, 2.01666e-09, 2.71613e-31, 2.71613e-31, 4.49507e-11, 1.33139e-09, 2.71613e-31, 5.31364e-07, 2.71613e-31, 2.71613e-31
0.318487, 0, 7.05127e-07, 1.63971e-30, 1.41421, -7.05127e-07, 0, 1.63971e-30, 1.63971e-30, 1.63971e-30, 1.63971e-30, 1.63971e-30, 1.63971e-30, 2.66922e-09, 1.63971e-30, 1.63971e-30, 6.55595e-11, 1.88609e-09, 1.63971e-30, 7.00506e-07, 1.63971e-30, 1.63971e-30
0.326367, 0, 9.25781e-07, 9.24204e-30, 1.41421, -9.25781e-07, 0, 9.24204e-30, 9.24204e-30, 9.24204e-30, 9.24204e-30, 9.24204e-30, 9.24204e-30, 3.51932e-09, 9.24204e-30, 9.24204e-30, 9.55494e-11, 2.66528e-09, 9.24204e-30, 9.19501e-07, 9.24204e-30, 9.24204e-30
0.334248, 0, 1.21033e-06, 4.87608e-29, 1.41421, -1.21033e-06, 0, 4.87608e-29, 4.87608e-29, 4.87608e-29, 4.87608e-29, 4.87608e-29, 4.87608e-29, 4.62264e-09, 4.87608e-29, 4.87608e-29, 1.39125e-10, 3.75701e-09, 4.87608e-29, 1.20181e-06, 4.87608e-29, 4.87608e-29
0.342128, 0, 1.57568e-06, 2.41589e-28, 1.41421, -1.57568e-06, 0, 2.41589e-28, 2.41589e-28, 2.41589e-28, 2.41589e-28, 2.41589e-28, 2.41589e-28, 6.04939e-09, 2.41589e-28, 2.41589e-28, 2.02325e-10, 5.28252e-09, 2.41589e-28, 1.56414e-06, 2.41589e-28, 2.41589e-28
0.350008, 0, 2.0428e-06, 1.12774e-27, 1.41421, -2.0428e-06, 0, 1.12774e-27, 1.12774e-27, 1.12774e-27, 1.12774e-27, 1.12774e-27, 1.12774e-27, 7.88784e-09, 1.12774e-27, 1.12774e-27, 2.93788e-10, 7.40819e-09, 1.12774e-27, 2.02721e-06, 1.12774e-27, 1.12774e-27
0.357888, 0, 2.63755e-06, 4.97475e-27, 1.41421, -2.63755e-06, 0, 4.97475e-27, 4.97475e-27, 4.97475e-27, 4.97475e-27, 4.97475e-27, 4.97475e-27, 1.02486e-08, 4.97475e-27, 4.97475e-27, 4.25824e-10, 1.03615e-08, 4.97475e-27, 2.61651e-06, 4.97475e-27, 4.97475e-27
0.365768, 0, 3.39165e-06, 2.07979e-26, 1.41421, -3.39165e-06, 0, 2.07979e-26, 2.07979e-26, 2.07979e-26, 2.07979e-26, 2.07979e-26, 2.07979e-26, 1.32697e-08, 2.07979e-26, 2.07979e-26, 6.15901e-10, 1.44519e-08, 2.07979e-26, 3.36332e-06, 2.07979e-26, 2.07979e-26
0.373649, 0, 4.34394e-06, 1.61555e-25, 1.41421, -4.34394e-06, 0, 1.61555e-25, 1.61555e-25, 1.61555e-25, 1.61555e-25, 1.61555e-25, 1.61555e-25, 1.71233e-08, 1.61555e-25, 1.61555e-25, 8.89043e-10, 2.01004e-08, 1.61555e-25, 4.30583e-06, 1.61555e-25, 1.61555e-25
0.381529, 0, 5.5416e-06, 5.85532e-25, 1.41421, -5.5416e-06, 0, 5.85532e-25, 5.85532e-25, 5.85532e-25, 5.85532e-25, 5.85532e-25, 5.85532e-25, 2.20223e-08, 5.85532e-25, 5.85532e-25, 1.27934e-09, 2.78699e-08, 5.85532e-25, 5.49043e-06, 5.85532e-25, 5.85532e-25
0.389409, 0, 7.0419e-06, 2.0529e-24, 1.41421, -7.0419e-06, 0, 2.0529e-24, 2.0529e-24, 2.0529e-24, 2.0529e-24, 2.0529e-24, 2.0529e-24, 2.82307e-08, 2.0529e-24, 2.0529e-24, 1.83561e-09, 3.85204e-08, 2.0529e-24, 6.97332e-06, 2.0529e-24, 2.0529e-24
0.397289, 0, 8.92719e-06, 1.15446e-08, 1.41421, -8.92719e-06, 1.15446e-08, 1.15448e-08, 1.1545e-08, 1.15455e-08, 1.15448e-08, 1.15881e-08, 1.16873e-08, 4.76189e-08, 1.15487e-08, 1.15448e-08, 1.417e-08, 6.46097e-08, 1.15446e-08, 8.83452e-06, 1.15446e-08, 1.2257e-08
0.405169, 0, 1.12805e-05, 3.43846e-08, 1.41421, -1.12805e-05, 3.43846e-08, 3.43852e-08, 3.43858e-08, 3.43874e-08, 3.43852e-08, 3.45147e-08, 3.4811e-08, 8.03372e-08, 3.43969e-08, 3.43852e-08, 3.81272e-08, 1.07233e-07, 3.43847e-08, 1.11552e-05, 3.43846e-08, 3.65138e-08
0.41305, 0, 1.42145e-05, 7.8576e-08, 1.41421, -1.42145e-05, 7.8576e-08, 7.85773e-08, 7.85788e-08, 7.85824e-08, 7.85774e-08, 7.88739e-08, 7.95528e-08, 1.36931e-07, 7.86042e-08, 7.85773e-08, 8.38921e-08, 1.78221e-07, 7.85761e-08, 1.40449e-05, 7.8576e-08, 8.34543e-08
0.42093, 0, 1.7869e-05, 1.62453e-07, 1.41421, -1.7869e-05, 1.62453e-07, 1.62456e-07, 1.62459e-07, 1.62466e-07, 1.62456e-07, 1.6307e-07, 1.64477e-07, 2.36333e-07, 1.62511e-07, 1.62456e-07, 1.69976e-07, 2.98236e-07, 1.62453e-07, 1.7639e-05, 1.62453e-07, 1.72562e-07
0.42881, 0, 2.24248e-05, 3.19127e-07, 1.41421, -2.24248e-05, 3.19127e-07, 3.19132e-07, 3.19138e-07, 3.19153e-07, 3.19133e-07, 3.20342e-07, 3.2311e-07, 4.12381e-07, 3.19242e-07, 3.19132e-07, 3.29732e-07, 5.03426e-07, 3.19127e-07, 2.21114e-05, 3.19127e-07, 3.39017e-07
0.43669, 0, 2.81192e-05, 6.07227e-07, 1.41421, -2.81192e-05, 6.07227e-07, 6.07237e-07, 6.07248e-07, 6.07277e-07, 6.07238e-07, 6.09541e-07, 6.14814e-07, 7.24586e-07, 6.07446e-07, 6.07237e-07, 6.22116e-07, 8.56561e-07, 6.07227e-07, 2.76895e-05, 6.07227e-07, 6.45119e-07
0.44457, 0, 3.52716e-05, 1.12906e-06, 1.41421, -3.52716e-05, 1.12906e-06, 1.12908e-06, 1.1291e-06, 1.12915e-06, 1.12908e-06, 1.13337e-06, 1.14318e-06, 1.27632e-06, 1.12947e-06, 1.12908e-06, 1.14988e-06, 1.46479e-06, 1.12906e-06, 3.46783e-05, 1.12906e-06, 1.19958e-06
0.452451, 0, 4.43243e-05, 2.06035e-06, 1.41421, -4.43243e-05, 2.06035e-06, 2.06039e-06, 2.06042e-06, 2.06052e-06, 2.06039e-06, 2.06822e-06, 2.08614e-06, 2.24459e-06, 2.06109e-06, 2.06039e-06, 2.08934e-06, 2.51049e-06, 2.06035e-06, 4.34974e-05, 2.06035e-06, 2.18913e-06
0.460331, 0, 5.59055e-05, 3.69834e-06, 1.41421, -5.59055e-05, 3.69834e-06, 3.6984e-06, 3.69847e-06, 3.69864e-06, 3.69841e-06, 3.71246e-06, 3.74465e-06, 3.92818e-06, 3.69967e-06, 3.6984e-06, 3.73854e-06, 4.29926e-06, 3.69834e-06, 5.47408e-05, 3.69834e-06, 3.92964e-06
0.468211, 0, 7.09271e-05, 6.53807e-06, 1.41421, -7.09271e-05, 6.53807e-06, 6.53818e-06, 6.5383e-06, 6.53861e-06, 6.53819e-06, 6.56305e-06, 6.61999e-06, 6.82397e-06, 6.54043e-06, 6.53818e-06, 6.5936e-06, 7.33674e-06, 6.53808e-06, 6.92675e-05, 6.53807e-06, 6.9472e-06
0.476091, 0, 9.07324e-05, 1.13914e-05, 1.41421, -9.07324e-05, 1.13914e-05, 1.13915e-05, 1.13918e-05, 1.13923e-05, 1.13916e-05, 1.14349e-05, 1.15342e-05, 1.1746e-05, 1.13955e-05, 1.13915e-05, 1.14677e-05, 1.24481e-05, 1.13914e-05, 8.8339e-05, 1.13914e-05, 1.21046e-05
0.483971, 0, 0.00011733, 1.95691e-05, 1.41421, -0.00011733, 1.95691e-05, 1.95695e-05, 1.95698e-05, 1.95708e-05, 1.95695e-05, 1.9644e-05, 1.98146e-05, 2.00077e-05, 1.95762e-05, 1.95695e-05, 1.96737e-05, 2.09612e-05, 1.95692e-05, 0.000113838, 1.95691e-05, 2.07949e-05
0.491852, 0, 0.000153731, 3.31562e-05, 1.41421, -0.000153731, 3.31562e-05, 3.31567e-05, 3.31574e-05, 3.31589e-05, 3.31568e-05, 3.32831e-05, 3.35722e-05, 3.36971e-05, 3.31682e-05, 3.31567e-05, 3.32988e-05, 3.49818e-05, 3.31562e-05, 0.000148583, 3.31562e-05, 3.52341e-05
0.499732, 0, 0.00020446, 5.54168e-05, 1.41421, -0.00020446, 5.54168e-05, 5.54177e-05, 5.54187e-05, 5.54213e-05, 5.54177e-05, 5.56289e-05, 5.61125e-05, 5.6082e-05, 5.54368e-05, 5.54177e-05, 5.56104e-05, 5.78005e-05, 5.54168e-05, 0.000196805, 5.54168e-05, 5.88915e-05
0.507612, 0, 0.000276346, 9.13945e-05, 1.41421, -0.000276346, 9.13945e-05, 9.1396e-05, 9.13977e-05, 9.1402e-05, 9.13961e-05, 9.17446e-05, 9.25425e-05, 9.22103e-05, 9.14276e-05, 9.1396e-05, 9.16564e-05, 9.44936e-05, 9.13945e-05, 0.000264889, 9.13945e-05, 9.71281e-05
0.515492, 0, 0.000379381, 0.000148717, 1.41421, -0.000379381, 0.000148717, 0.000148719, 0.000148722, 0.000148729, 0.000148719, 0.000149287, 0.000150586, 0.000149715, 0.000148771, 0.000148719, 0.00014907, 0.000152729, 0.000148717, 0.000362165, 0.000148717, 0.000158051
0.523372, 0, 0.000528397, 0.000238825, 1.41421, -0.000528397, 0.000238825, 0.000238829, 0.000238833, 0.000238844, 0.000238829, 0.000239741, 0.000241828, 0.000240042, 0.000238911, 0.000238829, 0.000239298, 0.000243999, 0.000238825, 0.000502487, 0.000238825, 0.000253823
0.531253, 0, 0.000744982, 0.000378555, 1.41421, -0.000744982, 0.000378555, 0.000378561, 0.000378569, 0.000378586, 0.000378562, 0.000380008, 0.000383318, 0.000380037, 0.000378692, 0.000378561, 0.000379188, 0.000385202, 0.000378555, 0.000706016, 0.000378555, 0.000402342
0.539133, 0, 0.00106022, 0.000592323, 1.41421, -0.00106022, 0.000592323, 0.000592332, 0.000592344, 0.000592372, 0.000592333, 0.000594597, 0.000599779, 0.000594121, 0.000592538, 0.000592333, 0.000593166, 0.000600831, 0.000592323, 0.00100178, 0.000592323, 0.000629566
0.547013, 0, 0.00151833, 0.000914992, 1.41421, -0.00151833, 0.000914992, 0.000915007, 0.000915025, 0.000915068, 0.000915009, 0.000918507, 0.000926518, 0.00091717, 0.000915324, 0.000915008, 0.000916112, 0.000925848, 0.000914993, 0.00143108, 0.000914992, 0.000972561
0.554893, 0, 0.0021813, 0.00139557, 1.41421, -0.0021813, 0.00139557, 0.00139559, 0.00139562, 0.00139569, 0.0013956, 0.00140094, 0.00141316, 0.0013982, 0.00139608, 0.00139559, 0.00139705, 0.00140938, 0.00139557, 0.00205181, 0.00139557, 0.00148344
0.562773, 0, 0.00313494, 0.0021019, 1.41421, -0.00313494, 0.0021019, 0.00210193, 0.00210197, 0.00210207, 0.00210194, 0.00210999, 0.00212841, 0.00210507, 0.00210266, 0.00210194, 0.00210385, 0.00211942, 0.0021019, 0.00294414, 0.0021019, 0.00223433
0.570653, 0, 0.00449624, 0.00312642, 1.41421, -0.00449624, 0.00312642, 0.00312647, 0.00312653, 0.00312668, 0.00312647, 0.00313845, 0.00316588, 0.00313024, 0.00312755, 0.00312647, 0.00312898, 0.00314859, 0.00312642, 0.00421738, 0.00312642, 0.00332355
0.578534, 0, 0.00642262, 0.00459311, 1.41421, -0.00642262, 0.00459311, 0.00459319, 0.00459328, 0.00459349, 0.00459319, 0.0046108, 0.00465113, 0.0045977, 0.00459478, 0.00459319, 0.00459648, 0.00462112, 0.00459312, 0.00601864, 0.00459311, 0.00488295
0.586414, 0, 0.00912253, 0.00666561, 1.41421, -0.00912253, 0.00666561, 0.00666572, 0.00666584, 0.00666616, 0.00666573, 0.0066913, 0.00674986, 0.00667111, 0.00666803, 0.00666572, 0.00667001, 0.00670092, 0.00666561, 0.00854281, 0.00666561, 0.00708658
0.594294, 0, 0.0128682, 0.00955644, 1.41421, -0.0128682, 0.00955644, 0.00955659, 0.00955678, 0.00955723, 0.00955661, 0.0095933, 0.00967733, 0.00956303, 0.00955992, 0.0095566, 0.00956217, 0.00960089, 0.00955644, 0.0120444, 0.00955644, 0.0101605
0.602174, 0, 0.0180095, 0.0135372, 1.41421, -0.0180095, 0.0135372, 0.0135374, 0.0135376, 0.0135383, 0.0135374, 0.0135894, 0.0137086, 0.013545, 0.0135421, 0.0135374, 0.0135446, 0.013593, 0.0135372, 0.0168508, 0.0135372, 0.0143937
0.610054, 0, 0.0249902, 0.018949, 1.41421, -0.0249902, 0.018949, 0.0189493, 0.0189497, 0.0189506, 0.0189494, 0.0190222, 0.0191891, 0.0189584, 0.0189559, 0.0189493, 0.0189587, 0.0190191, 0.018949, 0.0233772, 0.018949, 0.0201493
0.617935, 0, 0.0343632, 0.0262134, 1.41421, -0.0343632, 0.0262134, 0.0262138, 0.0262143, 0.0262155, 0.0262138, 0.0263147, 0.0265458, 0.0262246, 0.0262229, 0.0262138, 0.0262258, 0.0263012, 0.0262134, 0.0321415, 0.0262134, 0.0278756
0.625815, 0, 0.0468088, 0.0358419, 1.41421, -0.0468088, 0.0358419, 0.0358425, 0.0358431, 0.0358449, 0.0358425, 0.0359806, 0.0362969, 0.0358552, 0.035855, 0.0358425, 0.035858, 0.0359517, 0.0358419, 0.0437809, 0.0358419, 0.0381174
0.633695, 0, 0.0631501, 0.0484444, 1.41421, -0.0631501, 0.0484444, 0.0484452, 0.0484461, 0.0484484, 0.0484453, 0.0486321, 0.04906, 0.0484603, 0.0484621, 0.0484452, 0.0484651, 0.0485815, 0.0484444, 0.0590672, 0.0484444, 0.0515242
0.641575, 0, 0.0843689, 0.0647348, 1.41421, -0.0843689, 0.0647348, 0.0647359, 0.0647371, 0.0647402, 0.064736, 0.064986, 0.0655583, 0.0647537, 0.0647585, 0.0647359, 0.0647613, 0.0649054, 0.0647349, 0.0789218, 0.0647348, 0.0688563
0.649455, 0, 0.111617, 0.0855319, 1.41421, -0.111617, 0.0855319, 0.0855333, 0.0855349, 0.085539, 0.0855334, 0.0858641, 0.0866212, 0.0855542, 0.0855632, 0.0855333, 0.0855657, 0.0857436, 0.0855319, 0.104427, 0.0855319, 0.0909864
0.657336, 0.985982, 0.146229, 0.111756, 1.728, 0.839754, 0.111756, 0.111758, 0.11176, 0.111766, 0.111758, 0.112191, 0.113181, 0.111783, 0.111797, 0.111758, 0.111799, 0.112018, 0.111756, 0.136837, 0.111756, 0.118896
0.665216, 0.0140178, 0.189721, 0.14442, 1.41916, -0.175704, 0.14442, 0.144423, 0.144425, 0.144432, 0.144423, 0.144982, 0.146264, 0.144451, 0.144473, 0.144423, 0.144475, 0.144743, 0.14442, 0.177583, 0.14442, 0.153665
0.673096, 0, 0.243802, 0.184611, 1.41421, -0.243802, 0.184611, 0.184614, 0.184617, 0.184626, 0.184614, 0.18533, 0.18697, 0.184647, 0.184678, 0.184614, 0.18468, 0.185006, 0.184611, 0.228276, 0.184611, 0.196456
0.680976, 0, 0.310356, 0.233463, 1.41421, -0.310356, 0.233463, 0.233467, 0.233472, 0.233483, 0.233468, 0.234375, 0.236452, 0.233506, 0.233549, 0.233467, 0.233551, 0.233946, 0.233463, 0.290698, 0.233463, 0.248482
0.688856, 0, 0.391442, 0.292131, 1.41421, -0.391442, 0.292131, 0.292136, 0.292142, 0.292156, 0.292137, 0.293273, 0.295876, 0.292181, 0.292239, 0.292137, 0.292241, 0.292717, 0.292132, 0.366803, 0.292131, 0.310979
0.696737, 2.94786, 0.489275, 0.361744, 2.22438, 2.45859, 0.361744, 0.36175, 0.361757, 0.361774, 0.36175, 0.36316, 0.366388, 0.361802, 0.361877, 0.36175, 0.361881, 0.362449, 0.361744, 0.458699, 0.361744, 0.385161
0.704617, 1.02365, 0.606204, 0.443356, 1.73887, 0.417448, 0.443356, 0.443364, 0.443372, 0.443394, 0.443364, 0.445095, 0.449057, 0.443424, 0.44352, 0.443365, 0.443528, 0.444201, 0.443357, 0.568626, 0.443356, 0.472169
0.712497, 0.0284847, 0.744692, 0.537904, 1.42425, -0.716207, 0.537904, 0.537913, 0.537923, 0.537949, 0.537913, 0.540017, 0.544832, 0.537981, 0.538102, 0.537914, 0.538117, 0.538907, 0.537904, 0.698947, 0.537904, 0.573019
0.720377, 0, 0.907289, 0.646141, 1.41421, -0.907289, 0.646141, 0.646152, 0.646165, 0.646196, 0.646153, 0.648684, 0.654479, 0.646231, 0.64638, 0.646154, 0.646406, 0.647325, 0.646142, 0.852114, 0.646141, 0.688546
