   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.27585, 65.6856, 87.5522, 87.5509, 8.22713, -21.8666, 87.5509, 0, 87.551, 87.551, 87.5521, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509, 87.5509
4.28415, 53.3466, 88.0164, 88.0151, 7.43953, -34.6698, 88.0151, 0, 88.0151, 88.0152, 88.0163, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151, 88.0151
4.29245, 46.5839, 88.4821, 88.4808, 6.97021, -41.8982, 88.4808, 0, 88.4808, 88.4809, 88.482, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808, 88.4808
4.30076, 64.659, 88.9492, 88.9479, 8.1645, -24.2902, 88.9479, 0, 88.948, 88.948, 88.9491, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479, 88.9479
4.30906, 44.1112, 89.4179, 89.4166, 6.79052, -45.3067, 89.4166, 0, 89.4166, 89.4167, 89.4178, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166, 89.4166
4.31736, 58.1934, 89.8879, 89.8867, 7.75844, -31.6945, 89.8867, 0, 89.8867, 89.8867, 89.8878, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867, 89.8867
4.32566, 66.8697, 90.3594, 90.3581, 8.29878, -23.4897, 90.3581, 0, 90.3581, 90.3582, 90.3593, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581, 90.3581
4.33396, 50.7846, 90.8324, 90.8311, 7.2653, -40.0477, 90.8311, 0, 90.8311, 90.8311, 90.8322, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311, 90.8311
4.34227, 58.1388, 91.3067, 91.3054, 7.75492, -33.1678, 91.3054, 0, 91.3054, 91.3054, 91.3065, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054, 91.3054
4.35057, 63.0981, 91.7824, 91.7811, 8.06834, -28.6843, 91.7811, 0, 91.7811, 91.7812, 91.7823, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811, 91.7811
4.35887, 63.974, 92.2595, 92.2582, 8.12244, -28.2855, 92.2582, 0, 92.2582, 92.2583, 92.2594, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582, 92.2582
4.36717, 58.0433, 92.738, 92.7367, 7.74876, -34.6947, 92.7367, 0, 92.7368, 92.7368, 92.7379, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367, 92.7367
4.37548, 56.1586, 93.218, 93.2168, 7.62618, -37.0595, 93.2168, 0, 93.2168, 93.2168, 93.2179, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168, 93.2168
4.38378, 64.6953, 93.6995, 93.6982, 8.16672, -29.0042, 93.6982, 0, 93.6983, 93.6983, 93.6994, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982, 93.6982
4.39208, 51.8418, 94.1825, 94.1812, 7.3377, -42.3407, 94.1812, 0, 94.1812, 94.1813, 94.1824, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812, 94.1812
4.40038, 58.989, 94.667, 94.6657, 7.80955, -35.678, 94.6657, 0, 94.6658, 94.6658, 94.6669, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657, 94.6657
4.40868, 41.2076, 95.1531, 95.1518, 6.57325, -53.9455, 95.1518, 0, 95.1518, 95.1519, 95.153, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518, 95.1518
4.41699, 54.7323, 95.6407, 95.6394, 7.53209, -40.9084, 95.6394, 0, 95.6395, 95.6395, 95.6406, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394, 95.6394
4.42529, 59.6809, 96.1299, 96.1286, 7.85372, -36.449, 96.1286, 0, 96.1286, 96.1287, 96.1298, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286, 96.1286
4.43359, 64.0412, 96.6206, 96.6193, 8.12657, -32.5794, 96.6193, 0, 96.6193, 96.6193, 96.6204, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193, 96.6193
4.44189, 59.5685, 97.1128, 97.1115, 7.84656, -37.5443, 97.1115, 0, 97.1115, 97.1115, 97.1126, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115, 97.1115
4.45019, 61.9257, 97.6064, 97.6051, 7.99535, -35.6807, 97.6051, 0, 97.6051, 97.6051, 97.6063, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051, 97.6051
4.4585, 54.6047, 98.1015, 98.1002, 7.52361, -43.4968, 98.1002, 0, 98.1003, 98.1003, 98.1014, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002, 98.1002
4.4668, 63.7025, 98.5981, 98.5968, 8.10571, -34.8955, 98.5968, 0, 98.5968, 98.5968, 98.598, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968, 98.5968
4.4751, 62.1974, 99.0959, 99.0946, 8.01233, -36.8986, 99.0946, 0, 99.0947, 99.0947, 99.0958, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946, 99.0946
4.4834, 53.2073, 99.5952, 99.5939, 7.43016, -46.3879, 99.5939, 0, 99.5939, 99.594, 99.5951, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939, 99.5939
4.49171, 71.0594, 100.096, 100.094, 8.54748, -29.0362, 100.094, 0, 100.094, 100.094, 100.096, 100.094, 100.094, 100.094, 100.094, 100.094, 100.094, 100.094, 100.094, 100.094, 100.094
4.50001, 77.7655, 100.597, 100.596, 8.93116, -22.8319, 100.596, 0, 100.596, 100.596, 100.597, 100.596, 100.596, 100.596, 100.596, 100.596, 100.596, 100.596, 100.596, 100.596, 100.596
4.50831, 67.761, 101.101, 101.099, 8.35231, -33.3395, 101.099, 0, 101.099, 101.099, 101.1, 101.099, 101.099, 101.099, 101.099, 101.099, 101.099, 101.099, 101.099, 101.099, 101.099
4.51661, 58.8221, 101.605, 101.603, 7.79885, -42.7827, 101.603, 0, 101.604, 101.604, 101.605, 101.603, 101.603, 101.603, 101.603, 101.603, 101.603, 101.603, 101.603, 101.603, 101.603
4.52491, 66.6859, 102.11, 102.109, 8.28769, -35.4244, 102.109, 0, 102.109, 102.109, 102.11, 102.109, 102.109, 102.109, 102.109, 102.109, 102.109, 102.109, 102.109, 102.109, 102.109
4.53322, 83.8644, 102.617, 102.616, 9.2663, -18.7526, 102.616, 0, 102.616, 102.616, 102.617, 102.616, 102.616, 102.616, 102.616, 102.616, 102.616, 102.616, 102.616, 102.616, 102.616
4.54152, 67.6953, 103.125, 103.124, 8.34837, -35.4295, 103.124, 0, 103.124, 103.124, 103.125, 103.124, 103.124, 103.124, 103.124, 103.124, 103.124, 103.124, 103.124, 103.124, 103.124
4.54982, 60.0612, 103.634, 103.633, 7.8779, -43.5726, 103.633, 0, 103.633, 103.633, 103.634, 103.633, 103.633, 103.633, 103.633, 103.633, 103.633, 103.633, 103.633, 103.633, 103.633
4.55812, 62.7968, 104.144, 104.143, 8.04965, -41.3473, 104.143, 0, 104.143, 104.143, 104.144, 104.143, 104.143, 104.143, 104.143, 104.143, 104.143, 104.143, 104.143, 104.143, 104.143
4.56642, 57.5989, 104.655, 104.654, 7.72003, -47.0565, 104.654, 0, 104.654, 104.654, 104.655, 104.654, 104.654, 104.654, 104.654, 104.654, 104.654, 104.654, 104.654, 104.654, 104.654
4.57473, 63.2772, 105.168, 105.167, 8.07943, -41.8907, 105.167, 0, 105.167, 105.167, 105.168, 105.167, 105.167, 105.167, 105.167, 105.167, 105.167, 105.167, 105.167, 105.167, 105.167
4.58303, 74.7149, 105.681, 105.68, 8.7587, -30.9664, 105.68, 0, 105.68, 105.68, 105.681, 105.68, 105.68, 105.68, 105.68, 105.68, 105.68, 105.68, 105.68, 105.68, 105.68
4.59133, 74.0465, 106.196, 106.195, 8.72047, -32.1493, 106.195, 0, 106.195, 106.195, 106.196, 106.195, 106.195, 106.195, 106.195, 106.195, 106.195, 106.195, 106.195, 106.195, 106.195
4.59963, 71.7274, 106.712, 106.71, 8.58647, -34.9841, 106.71, 0, 106.71, 106.71, 106.711, 106.71, 106.71, 106.71, 106.71, 106.71, 106.71, 106.71, 106.71, 106.71, 106.71
4.60793, 59.5737, 107.228, 107.227, 7.84689, -47.6545, 107.227, 0, 107.227, 107.227, 107.228, 107.227, 107.227, 107.227, 107.227, 107.227, 107.227, 107.227, 107.227, 107.227, 107.227
4.61624, 74.9444, 107.746, 107.745, 8.77179, -32.8016, 107.745, 0, 107.745, 107.745, 107.746, 107.745, 107.745, 107.745, 107.745, 107.745, 107.745, 107.745, 107.745, 107.745, 107.745
4.62454, 72.7432, 108.265, 108.263, 8.64542, -35.5215, 108.263, 0, 108.263, 108.264, 108.265, 108.263, 108.263, 108.263, 108.263, 108.263, 108.263, 108.263, 108.263, 108.263, 108.263
4.63284, 70.0755, 108.785, 108.783, 8.48973, -38.7092, 108.783, 0, 108.783, 108.783, 108.785, 108.783, 108.783, 108.783, 108.783, 108.783, 108.783, 108.783, 108.783, 108.783, 108.783
4.64114, 85.5892, 109.306, 109.304, 9.35891, -23.7165, 109.304, 0, 109.304, 109.304, 109.306, 109.304, 109.304, 109.304, 109.304, 109.304, 109.304, 109.304, 109.304, 109.304, 109.304
4.64945, 81.0367, 109.828, 109.826, 9.11244, -28.7911, 109.826, 0, 109.827, 109.827, 109.828, 109.826, 109.826, 109.826, 109.826, 109.826, 109.826, 109.826, 109.826, 109.826, 109.826
4.65775, 70.8337, 110.351, 110.35, 8.53426, -39.5172, 110.35, 0, 110.35, 110.35, 110.351, 110.35, 110.35, 110.35, 110.35, 110.35, 110.35, 110.35, 110.35, 110.35, 110.35
4.66605, 80.1479, 110.875, 110.874, 9.06355, -30.7272, 110.874, 0, 110.874, 110.874, 110.875, 110.874, 110.874, 110.874, 110.874, 110.874, 110.874, 110.874, 110.874, 110.874, 110.874
4.67435, 76.7134, 111.4, 111.399, 8.87206, -34.687, 111.399, 0, 111.399, 111.399, 111.4, 111.399, 111.399, 111.399, 111.399, 111.399, 111.399, 111.399, 111.399, 111.399, 111.399
4.68265, 89.3301, 111.927, 111.925, 9.55668, -22.5966, 111.925, 0, 111.925, 111.926, 111.927, 111.925, 111.925, 111.925, 111.925, 111.925, 111.925, 111.925, 111.925, 111.925, 111.925
4.69096, 74.5037, 112.454, 112.453, 8.74664, -37.9503, 112.453, 0, 112.453, 112.453, 112.454, 112.453, 112.453, 112.453, 112.453, 112.453, 112.453, 112.453, 112.453, 112.453, 112.453
4.69926, 77.7263, 112.982, 112.981, 8.92896, -35.2559, 112.981, 0, 112.981, 112.981, 112.982, 112.981, 112.981, 112.981, 112.981, 112.981, 112.981, 112.981, 112.981, 112.981, 112.981
4.70756, 79.5024, 113.511, 113.51, 9.02787, -34.0088, 113.51, 0, 113.51, 113.51, 113.511, 113.51, 113.51, 113.51, 113.51, 113.51, 113.51, 113.51, 113.51, 113.51, 113.51
4.71586, 74.4867, 114.041, 114.04, 8.74567, -39.5545, 114.04, 0, 114.04, 114.04, 114.041, 114.04, 114.04, 114.04, 114.04, 114.04, 114.04, 114.04, 114.04, 114.04, 114.04
4.72416, 89.2095, 114.572, 114.571, 9.55037, -25.3623, 114.571, 0, 114.571, 114.571, 114.572, 114.571, 114.571, 114.571, 114.571, 114.571, 114.571, 114.571, 114.571, 114.571, 114.571
4.73247, 93.8893, 115.103, 115.102, 9.79231, -21.2141, 115.102, 0, 115.102, 115.102, 115.103, 115.102, 115.102, 115.102, 115.102, 115.102, 115.102, 115.102, 115.102, 115.102, 115.102
4.74077, 87.7546, 115.636, 115.634, 9.47389, -27.881, 115.634, 0, 115.634, 115.634, 115.635, 115.634, 115.634, 115.634, 115.634, 115.634, 115.634, 115.634, 115.634, 115.634, 115.634
4.74907, 91.0183, 116.169, 116.167, 9.6446, -25.1503, 116.167, 0, 116.167, 116.167, 116.168, 116.167, 116.167, 116.167, 116.167, 116.167, 116.167, 116.167, 116.167, 116.167, 116.167
4.75737, 82.8871, 116.702, 116.701, 9.21342, -33.8151, 116.701, 0, 116.701, 116.701, 116.702, 116.701, 116.701, 116.701, 116.701, 116.701, 116.701, 116.701, 116.701, 116.701, 116.701
4.76568, 77.3158, 117.236, 117.235, 8.90594, -39.9207, 117.235, 0, 117.235, 117.235, 117.236, 117.235, 117.235, 117.235, 117.235, 117.235, 117.235, 117.235, 117.235, 117.235, 117.235
4.77398, 94.9077, 117.771, 117.77, 9.84417, -22.8637, 117.77, 0, 117.77, 117.77, 117.771, 117.77, 117.77, 117.77, 117.77, 117.77, 117.77, 117.77, 117.77, 117.77, 117.77
4.78228, 88.6643, 118.307, 118.306, 9.52178, -29.6427, 118.306, 0, 118.306, 118.306, 118.307, 118.306, 118.306, 118.306, 118.306, 118.306, 118.306, 118.306, 118.306, 118.306, 118.306
4.79058, 78.3519, 118.843, 118.842, 8.96392, -40.4912, 118.842, 0, 118.842, 118.842, 118.843, 118.842, 118.842, 118.842, 118.842, 118.842, 118.842, 118.842, 118.842, 118.842, 118.842
4.79888, 92.256, 119.38, 119.379, 9.70855, -27.1238, 119.379, 0, 119.379, 119.379, 119.38, 119.379, 119.379, 119.379, 119.379, 119.379, 119.379, 119.379, 119.379, 119.379, 119.379
4.80719, 84.6436, 119.917, 119.916, 9.30826, -35.2734, 119.916, 0, 119.916, 119.916, 119.917, 119.916, 119.916, 119.916, 119.916, 119.916, 119.916, 119.916, 119.916, 119.916, 119.916
4.81549, 102.159, 120.455, 120.454, 10.2058, -18.2959, 120.454, 0, 120.454, 120.454, 120.455, 120.454, 120.454, 120.454, 120.454, 120.454, 120.454, 120.454, 120.454, 120.454, 120.454
4.82379, 90.0337, 120.993, 120.992, 9.59342, -30.9595, 120.992, 0, 120.992, 120.992, 120.993, 120.992, 120.992, 120.992, 120.992, 120.992, 120.992, 120.992, 120.992, 120.992, 120.992
4.83209, 89.6715, 121.532, 121.531, 9.57452, -31.8604, 121.531, 0, 121.531, 121.531, 121.532, 121.531, 121.531, 121.531, 121.531, 121.531, 121.531, 121.531, 121.531, 121.531, 121.531
4.84039, 82.5849, 122.071, 122.07, 9.197, -39.4864, 122.07, 0, 122.07, 122.07, 122.071, 122.07, 122.07, 122.07, 122.07, 122.07, 122.07, 122.07, 122.07, 122.07, 122.07
4.8487, 88.9257, 122.611, 122.61, 9.53549, -33.6852, 122.61, 0, 122.61, 122.61, 122.611, 122.61, 122.61, 122.61, 122.61, 122.61, 122.61, 122.61, 122.61, 122.61, 122.61
4.857, 88.1286, 123.151, 123.15, 9.49361, -35.0223, 123.15, 0, 123.15, 123.15, 123.151, 123.15, 123.15, 123.15, 123.15, 123.15, 123.15, 123.15, 123.15, 123.15, 123.15
4.8653, 77.8988, 123.691, 123.69, 8.93861, -45.7927, 123.69, 0, 123.69, 123.69, 123.691, 123.69, 123.69, 123.69, 123.69, 123.69, 123.69, 123.69, 123.69, 123.69, 123.69
4.8736, 88.6385, 124.232, 124.231, 9.52042, -35.5939, 124.231, 0, 124.231, 124.231, 124.232, 124.231, 124.231, 124.231, 124.231, 124.231, 124.231, 124.231, 124.231, 124.231, 124.231
4.88191, 88.6349, 124.774, 124.772, 9.52024, -36.1386, 124.772, 0, 124.772, 124.772, 124.773, 124.772, 124.772, 124.772, 124.772, 124.772, 124.772, 124.772, 124.772, 124.772, 124.772
4.89021, 93.2874, 125.315, 125.314, 9.76153, -32.0277, 125.314, 0, 125.314, 125.314, 125.315, 125.314, 125.314, 125.314, 125.314, 125.314, 125.314, 125.314, 125.314, 125.314, 125.314
4.89851, 98.9178, 125.857, 125.856, 10.0458, -26.9392, 125.856, 0, 125.856, 125.856, 125.857, 125.856, 125.856, 125.856, 125.856, 125.856, 125.856, 125.856, 125.856, 125.856, 125.856
4.90681, 102.02, 126.399, 126.398, 10.199, -24.3795, 126.398, 0, 126.398, 126.398, 126.399, 126.398, 126.398, 126.398, 126.398, 126.398, 126.398, 126.398, 126.398, 126.398, 126.398
4.91511, 110.793, 126.942, 126.94, 10.6204, -16.1487, 126.94, 0, 126.94, 126.94, 126.941, 126.94, 126.94, 126.94, 126.94, 126.94, 126.94, 126.94, 126.94, 126.94, 126.94
4.92342, 114.23, 127.484, 127.483, 10.781, -13.2544, 127.483, 0, 127.483, 127.483, 127.484, 127.483, 127.483, 127.483, 127.483, 127.483, 127.483, 127.483, 127.483, 127.483, 127.483
4.93172, 117.013, 128.027, 128.026, 10.9093, -11.0141, 128.026, 0, 128.026, 128.026, 128.027, 128.026, 128.026, 128.026, 128.026, 128.026, 128.026, 128.026, 128.026, 128.026, 128.026
4.94002, 108.858, 128.57, 128.569, 10.5289, -19.7124, 128.569, 0, 128.569, 128.569, 128.57, 128.569, 128.569, 128.569, 128.569, 128.569, 128.569, 128.569, 128.569, 128.569, 128.569
4.94832, 103.133, 129.113, 129.112, 10.2535, -25.9801, 129.112, 0, 129.112, 129.112, 129.113, 129.112, 129.112, 129.112, 129.112, 129.112, 129.112, 129.112, 129.112, 129.112, 129.112
4.95662, 105.614, 129.657, 129.656, 10.3737, -24.0426, 129.656, 0, 129.656, 129.656, 129.657, 129.656, 129.656, 129.656, 129.656, 129.656, 129.656, 129.656, 129.656, 129.656, 129.656
4.96493, 113.407, 130.201, 130.199, 10.7427, -16.794, 130.199, 0, 130.199, 130.199, 130.2, 130.199, 130.199, 130.199, 130.199, 130.199, 130.199, 130.199, 130.199, 130.199, 130.199
4.97323, 119.416, 130.744, 130.743, 11.0189, -11.3283, 130.743, 0, 130.743, 130.743, 130.744, 130.743, 130.743, 130.743, 130.743, 130.743, 130.743, 130.743, 130.743, 130.743, 130.743
4.98153, 106.409, 131.288, 131.287, 10.412, -24.8792, 131.287, 0, 131.287, 131.287, 131.288, 131.287, 131.287, 131.287, 131.287, 131.287, 131.287, 131.287, 131.287, 131.287, 131.287
4.98983, 108.863, 131.832, 131.831, 10.5291, -22.9694, 131.831, 0, 131.831, 131.831, 131.832, 131.831, 131.831, 131.831, 131.831, 131.831, 131.831, 131.831, 131.831, 131.831, 131.831
4.99814, 119.354, 132.376, 132.375, 11.0161, -13.0217, 132.375, 0, 132.375, 132.375, 132.376, 132.375, 132.375, 132.375, 132.375, 132.375, 132.375, 132.375, 132.375, 132.375, 132.375
5.00644, 118.645, 132.92, 132.918, 10.9839, -14.2744, 132.918, 0, 132.918, 132.918, 132.92, 132.918, 132.918, 132.918, 132.918, 132.918, 132.918, 132.918, 132.918, 132.918, 132.918
5.01474, 118.667, 133.463, 133.462, 10.9849, -14.7961, 133.462, 0, 133.462, 133.462, 133.463, 133.462, 133.462, 133.462, 133.462, 133.462, 133.462, 133.462, 133.462, 133.462, 133.462
5.02304, 126.354, 134.007, 134.006, 11.3294, -7.65263, 134.006, 0, 134.006, 134.006, 134.007, 134.006, 134.006, 134.006, 134.006, 134.006, 134.006, 134.006, 134.006, 134.006, 134.006
5.03134, 115.23, 134.55, 134.549, 10.8273, -19.3198, 134.549, 0, 134.549, 134.549, 134.55, 134.549, 134.549, 134.549, 134.549, 134.549, 134.549, 134.549, 134.549, 134.549, 134.549
5.03965, 136.563, 135.093, 135.092, 11.7713, 1.46974, 135.092, 0, 135.092, 135.092, 135.093, 135.092, 135.092, 135.092, 135.092, 135.092, 135.092, 135.092, 135.092, 135.092, 135.092
5.04795, 117.851, 135.636, 135.635, 10.9477, -17.7846, 135.635, 0, 135.635, 135.635, 135.636, 135.635, 135.635, 135.635, 135.635, 135.635, 135.635, 135.635, 135.635, 135.635, 135.635
5.05625, 115.54, 136.178, 136.177, 10.8416, -20.6379, 136.177, 0, 136.177, 136.177, 136.178, 136.177, 136.177, 136.177, 136.177, 136.177, 136.177, 136.177, 136.177, 136.177, 136.177
5.06455, 121.09, 136.72, 136.719, 11.0946, -15.6304, 136.719, 0, 136.719, 136.719, 136.72, 136.719, 136.719, 136.719, 136.719, 136.719, 136.719, 136.719, 136.719, 136.719, 136.719
5.07285, 139.038, 137.261, 137.26, 11.876, 1.77699, 137.26, 0, 137.26, 137.26, 137.261, 137.26, 137.26, 137.26, 137.26, 137.26, 137.26, 137.26, 137.26, 137.26, 137.26
5.08116, 131.576, 137.802, 137.801, 11.5575, -6.22571, 137.801, 0, 137.801, 137.801, 137.802, 137.801, 137.801, 137.801, 137.801, 137.801, 137.801, 137.801, 137.801, 137.801, 137.801
5.08946, 130.458, 138.342, 138.341, 11.5091, -7.88408, 138.341, 0, 138.341, 138.341, 138.342, 138.341, 138.341, 138.341, 138.341, 138.341, 138.341, 138.341, 138.341, 138.341, 138.341
5.09776, 129.873, 138.882, 138.881, 11.4836, -9.00874, 138.881, 0, 138.881, 138.881, 138.882, 138.881, 138.881, 138.881, 138.881, 138.881, 138.881, 138.881, 138.881, 138.881, 138.881
5.10606, 143.333, 139.421, 139.419, 12.0554, 3.91179, 139.419, 0, 139.419, 139.42, 139.421, 139.419, 139.419, 139.419, 139.419, 139.419, 139.419, 139.419, 139.419, 139.419, 139.419
5.11437, 125.868, 139.959, 139.958, 11.3079, -14.0905, 139.958, 0, 139.958, 139.958, 139.959, 139.958, 139.958, 139.958, 139.958, 139.958, 139.958, 139.958, 139.958, 139.958, 139.958
5.12267, 118.891, 140.496, 140.495, 10.995, -21.6057, 140.495, 0, 140.495, 140.495, 140.496, 140.495, 140.495, 140.495, 140.495, 140.495, 140.495, 140.495, 140.495, 140.495, 140.495
5.13097, 130.176, 141.033, 141.032, 11.4968, -10.8571, 141.032, 0, 141.032, 141.032, 141.033, 141.032, 141.032, 141.032, 141.032, 141.032, 141.032, 141.032, 141.032, 141.032, 141.032
5.13927, 139.854, 141.569, 141.568, 11.9102, -1.71521, 141.568, 0, 141.568, 141.568, 141.569, 141.568, 141.568, 141.568, 141.568, 141.568, 141.568, 141.568, 141.568, 141.568, 141.568
5.14757, 123.843, 142.104, 142.103, 11.218, -18.2614, 142.103, 0, 142.103, 142.103, 142.104, 142.103, 142.103, 142.103, 142.103, 142.103, 142.103, 142.103, 142.103, 142.103, 142.103
5.15588, 137.115, 142.638, 142.637, 11.7947, -5.52318, 142.637, 0, 142.637, 142.637, 142.638, 142.637, 142.637, 142.637, 142.637, 142.637, 142.637, 142.637, 142.637, 142.637, 142.637
5.16418, 148.83, 143.171, 143.17, 12.2813, 5.65878, 143.17, 0, 143.17, 143.17, 143.171, 143.17, 143.17, 143.17, 143.17, 143.17, 143.17, 143.17, 143.17, 143.17, 143.17
5.17248, 130.134, 143.703, 143.702, 11.495, -13.5695, 143.702, 0, 143.702, 143.702, 143.703, 143.702, 143.702, 143.702, 143.702, 143.702, 143.702, 143.702, 143.702, 143.702, 143.702
5.18078, 126.988, 144.234, 144.233, 11.3573, -17.2463, 144.233, 0, 144.233, 144.233, 144.234, 144.233, 144.233, 144.233, 144.233, 144.233, 144.233, 144.233, 144.233, 144.233, 144.233
5.18908, 123.376, 144.764, 144.763, 11.1971, -21.3882, 144.763, 0, 144.763, 144.763, 144.764, 144.763, 144.763, 144.763, 144.763, 144.763, 144.763, 144.763, 144.763, 144.763, 144.763
5.19739, 131.728, 145.293, 145.292, 11.5641, -13.5652, 145.292, 0, 145.292, 145.292, 145.293, 145.292, 145.292, 145.292, 145.292, 145.292, 145.292, 145.292, 145.292, 145.292, 145.292
5.20569, 145.056, 145.821, 145.819, 12.1267, -0.764557, 145.819, 0, 145.819, 145.819, 145.821, 145.819, 145.819, 145.819, 145.819, 145.819, 145.819, 145.819, 145.819, 145.819, 145.819
5.21399, 144.991, 146.347, 146.346, 12.124, -1.35577, 146.346, 0, 146.346, 146.346, 146.347, 146.346, 146.346, 146.346, 146.346, 146.346, 146.346, 146.346, 146.346, 146.346, 146.346
5.22229, 137.387, 146.872, 146.871, 11.8062, -9.48479, 146.871, 0, 146.871, 146.871, 146.872, 146.871, 146.871, 146.871, 146.871, 146.871, 146.871, 146.871, 146.871, 146.871, 146.871
5.23059, 145.098, 147.396, 147.395, 12.1284, -2.29802, 147.395, 0, 147.395, 147.395, 147.396, 147.395, 147.395, 147.395, 147.395, 147.395, 147.395, 147.395, 147.395, 147.395, 147.395
5.2389, 154.085, 147.918, 147.917, 12.4934, 6.16693, 147.917, 0, 147.917, 147.917, 147.918, 147.917, 147.917, 147.917, 147.917, 147.917, 147.917, 147.917, 147.917, 147.917, 147.917
5.2472, 141.534, 148.439, 148.438, 11.9806, -6.90556, 148.438, 0, 148.438, 148.438, 148.439, 148.438, 148.438, 148.438, 148.438, 148.438, 148.438, 148.438, 148.438, 148.438, 148.438
5.2555, 116.598, 148.959, 148.958, 10.8903, -32.3607, 148.958, 0, 148.958, 148.958, 148.959, 148.958, 148.958, 148.958, 148.958, 148.958, 148.958, 148.958, 148.958, 148.958, 148.958
5.2638, 140.384, 149.477, 149.476, 11.9325, -9.09389, 149.476, 0, 149.476, 149.476, 149.477, 149.476, 149.476, 149.476, 149.476, 149.476, 149.476, 149.476, 149.476, 149.476, 149.476
5.27211, 133.148, 149.994, 149.993, 11.6253, -16.8462, 149.993, 0, 149.993, 149.993, 149.994, 149.993, 149.993, 149.993, 149.993, 149.993, 149.993, 149.993, 149.993, 149.993, 149.993
5.28041, 142.718, 150.51, 150.509, 12.0299, -7.79243, 150.509, 0, 150.509, 150.509, 150.51, 150.509, 150.509, 150.509, 150.509, 150.509, 150.509, 150.509, 150.509, 150.509, 150.509
5.28871, 122.965, 151.024, 151.023, 11.1788, -28.0588, 151.023, 0, 151.023, 151.023, 151.024, 151.023, 151.023, 151.023, 151.023, 151.023, 151.023, 151.023, 151.023, 151.023, 151.023
5.29701, 133.053, 151.537, 151.535, 11.6212, -18.4841, 151.535, 0, 151.535, 151.535, 151.537, 151.535, 151.535, 151.535, 151.535, 151.535, 151.535, 151.535, 151.535, 151.535, 151.535
5.30531, 130.824, 152.048, 152.046, 11.5249, -21.2233, 152.046, 0, 152.046, 152.046, 152.048, 152.046, 152.046, 152.046, 152.046, 152.046, 152.046, 152.046, 152.046, 152.046, 152.046
5.31362, 156.597, 152.557, 152.556, 12.5935, 4.04031, 152.556, 0, 152.556, 152.556, 152.557, 152.556, 152.556, 152.556, 152.556, 152.556, 152.556, 152.556, 152.556, 152.556, 152.556
5.32192, 123.607, 153.065, 153.063, 11.2074, -29.4579, 153.063, 0, 153.063, 153.063, 153.064, 153.063, 153.063, 153.063, 153.063, 153.063, 153.063, 153.063, 153.063, 153.063, 153.063
