   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.82931, 56.8243, 65.7042, 64.8347, 7.6697, -8.87991, 64.8347, 0, 64.8349, 64.8349, 64.8353, 64.8355, 65.6583, 64.8347, 64.8347, 64.8347, 64.8347, 64.8347, 64.8347, 64.8347, 64.8347, 64.8347, 64.8789, 64.8347, 64.8347
3.8372, 45.9404, 66.0212, 65.2478, 6.9239, -20.0808, 65.2478, 0, 65.2479, 65.248, 65.2483, 65.2486, 65.9815, 65.2478, 65.2478, 65.2478, 65.2478, 65.2478, 65.2478, 65.2478, 65.2478, 65.2478, 65.2857, 65.2478, 65.2478
3.8451, 48.9627, 66.3497, 65.6619, 7.13882, -17.387, 65.6619, 0, 65.662, 65.6621, 65.6624, 65.6626, 66.3156, 65.6619, 65.6619, 65.6619, 65.6619, 65.6619, 65.6619, 65.6619, 65.6619, 65.6619, 65.6943, 65.6619, 65.6619
3.853, 42.9164, 66.6899, 66.0769, 6.70197, -23.7734, 66.0769, 0, 66.077, 66.0771, 66.0774, 66.0777, 66.6605, 66.0769, 66.0769, 66.0769, 66.0769, 66.0769, 66.0769, 66.0769, 66.0769, 66.0769, 66.1046, 66.0769, 66.0769
3.8609, 49.8823, 67.0414, 66.4927, 7.20294, -17.159, 66.4927, 0, 66.4929, 66.4929, 66.4933, 66.4935, 67.0161, 66.4927, 66.4927, 66.4927, 66.4927, 66.4927, 66.4927, 66.4927, 66.4927, 66.4927, 66.5163, 66.4927, 66.4927
3.8688, 37.0479, 67.4037, 66.9092, 6.24883, -30.3559, 66.9092, 0, 66.9094, 66.9094, 66.9098, 66.91, 67.382, 66.9092, 66.9092, 66.9092, 66.9092, 66.9092, 66.9092, 66.9092, 66.9092, 66.9092, 66.9293, 66.9092, 66.9092
3.8767, 67.92, 67.7764, 67.3264, 8.36182, 0.143539, 67.3264, 0, 67.3265, 67.3266, 67.3269, 67.3271, 67.7577, 67.3264, 67.3264, 67.3264, 67.3264, 67.3264, 67.3264, 67.3264, 67.3264, 67.3264, 67.3434, 67.3264, 67.3264
3.88459, 59.9082, 68.1586, 67.744, 7.86818, -8.25047, 67.744, 0, 67.7441, 67.7442, 67.7445, 67.7448, 68.1426, 67.744, 67.744, 67.744, 67.744, 67.744, 67.744, 67.744, 67.744, 67.744, 67.7584, 67.744, 67.744
3.89249, 43.9389, 68.5495, 68.1619, 6.77782, -24.6106, 68.1619, 0, 68.1621, 68.1621, 68.1625, 68.1627, 68.5357, 68.1619, 68.1619, 68.1619, 68.1619, 68.1619, 68.1619, 68.1619, 68.1619, 68.1619, 68.1741, 68.1619, 68.1619
3.90039, 68.8775, 68.948, 68.58, 8.41888, -0.0705185, 68.58, 0, 68.5802, 68.5802, 68.5806, 68.5808, 68.9361, 68.58, 68.58, 68.58, 68.58, 68.58, 68.58, 68.58, 68.58, 68.58, 68.5903, 68.58, 68.58
3.90829, 43.0032, 69.3532, 68.9982, 6.70844, -26.35, 68.9982, 0, 68.9983, 68.9984, 68.9987, 68.9989, 69.3429, 68.9982, 68.9982, 68.9982, 68.9982, 68.9982, 68.9982, 68.9982, 68.9982, 68.9982, 69.0068, 68.9982, 68.9982
3.91619, 62.8131, 69.764, 69.4163, 8.05066, -6.95086, 69.4163, 0, 69.4164, 69.4165, 69.4168, 69.417, 69.7551, 69.4163, 69.4163, 69.4163, 69.4163, 69.4163, 69.4163, 69.4163, 69.4163, 69.4163, 69.4235, 69.4163, 69.4163
3.92408, 48.0782, 70.1793, 69.8341, 7.07659, -22.1011, 69.8341, 0, 69.8342, 69.8343, 69.8346, 69.8349, 70.1716, 69.8341, 69.8341, 69.8341, 69.8341, 69.8341, 69.8341, 69.8341, 69.8341, 69.8341, 69.8401, 69.8341, 69.8341
3.93198, 48.9129, 70.5981, 70.2516, 7.13533, -21.6853, 70.2516, 0, 70.2517, 70.2518, 70.2521, 70.2523, 70.5914, 70.2516, 70.2516, 70.2516, 70.2516, 70.2516, 70.2516, 70.2516, 70.2516, 70.2516, 70.2566, 70.2516, 70.2516
3.93988, 46.0064, 71.0194, 70.6686, 6.92867, -25.013, 70.6686, 0, 70.6687, 70.6688, 70.6691, 70.6693, 71.0135, 70.6686, 70.6686, 70.6686, 70.6686, 70.6686, 70.6686, 70.6686, 70.6686, 70.6686, 70.6727, 70.6686, 70.6686
3.94778, 50.8873, 71.4421, 71.0849, 7.27237, -20.5548, 71.0849, 0, 71.0851, 71.0851, 71.0855, 71.0857, 71.437, 71.0849, 71.0849, 71.0849, 71.0849, 71.0849, 71.0849, 71.0849, 71.0849, 71.0849, 71.0884, 71.0849, 71.0849
3.95568, 59.7215, 71.8654, 71.5006, 7.8563, -12.1439, 71.5006, 0, 71.5008, 71.5008, 71.5012, 71.5014, 71.8608, 71.5006, 71.5006, 71.5006, 71.5006, 71.5006, 71.5006, 71.5006, 71.5006, 71.5006, 71.5035, 71.5006, 71.5006
3.96358, 55.0867, 72.2884, 71.9155, 7.55558, -17.2017, 71.9155, 0, 71.9157, 71.9157, 71.9161, 71.9163, 72.2843, 71.9155, 71.9155, 71.9155, 71.9155, 71.9155, 71.9155, 71.9155, 71.9155, 71.9155, 71.9179, 71.9155, 71.9155
3.97147, 44.1444, 72.7104, 72.3296, 6.79297, -28.566, 72.3296, 0, 72.3298, 72.3298, 72.3301, 72.3304, 72.7068, 72.3296, 72.3296, 72.3296, 72.3296, 72.3296, 72.3296, 72.3296, 72.3296, 72.3296, 72.3316, 72.3296, 72.3296
3.97937, 52.7195, 73.1307, 72.7428, 7.39726, -20.4113, 72.7428, 0, 72.743, 72.743, 72.7434, 72.7436, 73.1274, 72.7428, 72.7428, 72.7428, 72.7428, 72.7428, 72.7428, 72.7428, 72.7428, 72.7428, 72.7444, 72.7428, 72.7428
3.98727, 61.8389, 73.5488, 73.1552, 7.98993, -11.7099, 73.1552, 0, 73.1553, 73.1554, 73.1557, 73.1559, 73.5458, 73.1552, 73.1552, 73.1552, 73.1552, 73.1552, 73.1552, 73.1552, 73.1552, 73.1552, 73.1565, 73.1552, 73.1552
3.99517, 74.756, 73.9643, 73.5666, 8.76105, 0.791649, 73.5666, 0, 73.5668, 73.5668, 73.5672, 73.5674, 73.9615, 73.5666, 73.5666, 73.5666, 73.5666, 73.5666, 73.5666, 73.5666, 73.5666, 73.5666, 73.5677, 73.5666, 73.5666
4.00307, 48.3118, 74.3769, 73.9773, 7.09308, -26.0651, 73.9773, 0, 73.9774, 73.9775, 73.9778, 73.9781, 74.3743, 73.9773, 73.9773, 73.9773, 73.9773, 73.9773, 73.9773, 73.9773, 73.9773, 73.9773, 73.9782, 73.9773, 73.9773
4.01097, 61.5143, 74.7864, 74.3872, 7.96958, -13.2722, 74.3872, 0, 74.3874, 74.3874, 74.3878, 74.388, 74.784, 74.3872, 74.3872, 74.3872, 74.3872, 74.3872, 74.3872, 74.3872, 74.3872, 74.3873, 74.388, 74.3872, 74.3872
4.01886, 60.2827, 75.1928, 74.7965, 7.89194, -14.9101, 74.7965, 0, 74.7967, 74.7967, 74.7971, 74.7973, 75.1905, 74.7965, 74.7965, 74.7965, 74.7965, 74.7965, 74.7965, 74.7965, 74.7965, 74.7966, 74.7971, 74.7965, 74.7965
4.02676, 55.7618, 75.5961, 75.2053, 7.60012, -19.8343, 75.2053, 0, 75.2054, 75.2055, 75.2058, 75.2061, 75.5939, 75.2053, 75.2053, 75.2053, 75.2053, 75.2053, 75.2053, 75.2053, 75.2053, 75.2053, 75.2058, 75.2053, 75.2053
4.03466, 56.7864, 75.9965, 75.6137, 7.66723, -19.2101, 75.6137, 0, 75.6138, 75.6139, 75.6142, 75.6145, 75.9944, 75.6137, 75.6137, 75.6137, 75.6137, 75.6137, 75.6137, 75.6137, 75.6137, 75.6137, 75.6141, 75.6137, 75.6137
4.04256, 52.113, 76.3942, 76.0218, 7.35615, -24.2812, 76.0218, 0, 76.022, 76.022, 76.0224, 76.0226, 76.3922, 76.0218, 76.0218, 76.0218, 76.0218, 76.0218, 76.0218, 76.0218, 76.0218, 76.0218, 76.0221, 76.0218, 76.0218
4.05046, 66.5727, 76.7896, 76.4298, 8.28087, -10.2168, 76.4298, 0, 76.43, 76.43, 76.4304, 76.4306, 76.7877, 76.4298, 76.4298, 76.4298, 76.4298, 76.4298, 76.4298, 76.4298, 76.4298, 76.4299, 76.4301, 76.4298, 76.4298
4.05835, 54.4931, 77.183, 76.838, 7.51619, -22.6899, 76.838, 0, 76.8381, 76.8382, 76.8385, 76.8387, 77.1811, 76.838, 76.838, 76.838, 76.838, 76.838, 76.838, 76.838, 76.838, 76.838, 76.8382, 76.838, 76.838
4.06625, 58.9942, 77.575, 77.2464, 7.80988, -18.5808, 77.2464, 0, 77.2465, 77.2466, 77.2469, 77.2471, 77.5731, 77.2464, 77.2464, 77.2464, 77.2464, 77.2464, 77.2464, 77.2464, 77.2464, 77.2464, 77.2465, 77.2464, 77.2464
4.07415, 65.2444, 77.9659, 77.6552, 8.20027, -12.7215, 77.6552, 0, 77.6554, 77.6554, 77.6558, 77.656, 77.9641, 77.6552, 77.6552, 77.6552, 77.6552, 77.6552, 77.6552, 77.6552, 77.6552, 77.6553, 77.6554, 77.6552, 77.6552
4.08205, 52.6348, 78.3564, 78.0648, 7.39154, -25.7216, 78.0648, 0, 78.0649, 78.065, 78.0653, 78.0655, 78.3547, 78.0648, 78.0648, 78.0648, 78.0648, 78.0648, 78.0648, 78.0648, 78.0648, 78.0648, 78.0649, 78.0648, 78.0648
4.08995, 65.1237, 78.7469, 78.475, 8.19291, -13.6232, 78.475, 0, 78.4752, 78.4752, 78.4756, 78.4758, 78.7451, 78.475, 78.475, 78.475, 78.475, 78.475, 78.475, 78.475, 78.475, 78.475, 78.4751, 78.475, 78.475
4.09785, 51.234, 79.1379, 78.8863, 7.29616, -27.9039, 78.8863, 0, 78.8865, 78.8865, 78.8869, 78.8871, 79.1362, 78.8863, 78.8863, 78.8863, 78.8863, 78.8863, 78.8863, 78.8863, 78.8863, 78.8863, 78.8864, 78.8863, 78.8863
4.10574, 41.26, 79.5298, 79.2987, 6.57723, -38.2699, 79.2987, 0, 79.2988, 79.2989, 79.2992, 79.2995, 79.5281, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987, 79.2987
4.11364, 46.2808, 79.9232, 79.7123, 6.94844, -33.6424, 79.7123, 0, 79.7124, 79.7125, 79.7128, 79.7131, 79.9215, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123, 79.7123
4.12154, 62.0027, 80.3184, 80.1274, 8.00017, -18.3157, 80.1274, 0, 80.1275, 80.1276, 80.1279, 80.1281, 80.3167, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274, 80.1274
4.12944, 57.8874, 80.7157, 80.5438, 7.7387, -22.8283, 80.5438, 0, 80.544, 80.544, 80.5444, 80.5446, 80.714, 80.5438, 80.5438, 80.5438, 80.5438, 80.5438, 80.5438, 80.5438, 80.5438, 80.5439, 80.5439, 80.5438, 80.5438
4.13734, 56.7113, 81.1155, 80.962, 7.66233, -24.4041, 80.962, 0, 80.9621, 80.9622, 80.9625, 80.9627, 81.1138, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962, 80.962
4.14524, 57.9012, 81.5179, 81.3817, 7.73959, -23.6166, 81.3817, 0, 81.3819, 81.3819, 81.3823, 81.3825, 81.5162, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817, 81.3817
4.15313, 58.1387, 81.9232, 81.8032, 7.75491, -23.7845, 81.8032, 0, 81.8034, 81.8034, 81.8038, 81.804, 81.9215, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032, 81.8032
4.16103, 54.6903, 82.3315, 82.2266, 7.5293, -27.6412, 82.2266, 0, 82.2267, 82.2268, 82.2271, 82.2273, 82.3298, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266, 82.2266
4.16893, 57.0623, 82.7428, 82.6516, 7.6852, -25.6805, 82.6516, 0, 82.6517, 82.6518, 82.6521, 82.6524, 82.7411, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516, 82.6516
4.17683, 42.3412, 83.1573, 83.0785, 6.65892, -40.8161, 83.0785, 0, 83.0786, 83.0787, 83.079, 83.0793, 83.1556, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785, 83.0785
4.18473, 49.6757, 83.5749, 83.5073, 7.18858, -33.8992, 83.5073, 0, 83.5074, 83.5075, 83.5078, 83.508, 83.5732, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073, 83.5073
4.19263, 61.5266, 83.9955, 83.9379, 7.97036, -22.4689, 83.9379, 0, 83.938, 83.9381, 83.9384, 83.9386, 83.9938, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379, 83.9379
4.20052, 52.8733, 84.4192, 84.3703, 7.40765, -31.5459, 84.3703, 0, 84.3704, 84.3705, 84.3708, 84.3711, 84.4175, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703, 84.3703
4.20842, 56.3384, 84.8458, 84.8046, 7.63796, -28.5073, 84.8046, 0, 84.8047, 84.8048, 84.8051, 84.8054, 84.8441, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046, 84.8046
4.21632, 52.7258, 85.2752, 85.2406, 7.39769, -32.5493, 85.2406, 0, 85.2408, 85.2408, 85.2412, 85.2414, 85.2735, 85.2406, 85.2406, 85.2406, 85.2406, 85.2406, 85.2406, 85.2406, 85.2406, 85.2407, 85.2406, 85.2406, 85.2406
4.22422, 49.1408, 85.7074, 85.6786, 7.15128, -36.5666, 85.6786, 0, 85.6787, 85.6788, 85.6791, 85.6794, 85.7057, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786, 85.6786
4.23212, 66.8796, 86.1421, 86.1182, 8.29938, -19.2625, 86.1182, 0, 86.1184, 86.1184, 86.1188, 86.119, 86.1404, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182, 86.1182
4.24001, 59.3496, 86.5794, 86.5596, 7.8326, -27.2297, 86.5596, 0, 86.5597, 86.5598, 86.5601, 86.5604, 86.5777, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596, 86.5596
4.24791, 72.8132, 87.019, 87.0027, 8.64946, -14.2059, 87.0027, 0, 87.0029, 87.0029, 87.0033, 87.0035, 87.0173, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027, 87.0027
4.25581, 56.3772, 87.461, 87.4475, 7.6405, -31.0838, 87.4475, 0, 87.4477, 87.4477, 87.4481, 87.4483, 87.4593, 87.4475, 87.4475, 87.4475, 87.4475, 87.4475, 87.4475, 87.4475, 87.4475, 87.4476, 87.4475, 87.4475, 87.4475
4.26371, 66.8902, 87.9051, 87.894, 8.30001, -21.0149, 87.894, 0, 87.8942, 87.8942, 87.8946, 87.8948, 87.9034, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894, 87.894
4.27161, 46.4474, 88.3513, 88.3422, 6.96042, -41.9039, 88.3422, 0, 88.3423, 88.3424, 88.3427, 88.343, 88.3496, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422, 88.3422
4.27951, 55.5803, 88.7994, 88.7919, 7.58817, -33.2191, 88.7919, 0, 88.792, 88.7921, 88.7924, 88.7927, 88.7977, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919, 88.7919
4.2874, 53.0592, 89.2496, 89.2433, 7.42019, -36.1904, 89.2433, 0, 89.2434, 89.2435, 89.2438, 89.2441, 89.2479, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433, 89.2433
4.2953, 52.5592, 89.7015, 89.6962, 7.38642, -37.1424, 89.6962, 0, 89.6964, 89.6964, 89.6968, 89.6971, 89.6998, 89.6962, 89.6962, 89.6962, 89.6962, 89.6962, 89.6962, 89.6962, 89.6962, 89.6963, 89.6962, 89.6962, 89.6962
4.3032, 51.4187, 90.1553, 90.1508, 7.30881, -38.7366, 90.1508, 0, 90.1509, 90.151, 90.1513, 90.1516, 90.1535, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508, 90.1508
4.3111, 60.2709, 90.6107, 90.6068, 7.89119, -30.3398, 90.6068, 0, 90.6069, 90.607, 90.6073, 90.6077, 90.6089, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068, 90.6068
4.319, 60.5694, 91.0678, 91.0644, 7.91008, -30.4984, 91.0644, 0, 91.0645, 91.0646, 91.0649, 91.0653, 91.066, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644, 91.0644
4.3269, 58.7872, 91.5266, 91.5235, 7.79662, -32.7394, 91.5235, 0, 91.5236, 91.5237, 91.524, 91.5245, 91.5247, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235, 91.5235
4.33479, 60.468, 91.987, 91.9841, 7.90367, -31.519, 91.9841, 0, 91.9843, 91.9843, 91.9847, 91.9852, 91.985, 91.9841, 91.9841, 91.9841, 91.9841, 91.9841, 91.9841, 91.9841, 91.9841, 91.9842, 91.9841, 91.9841, 91.9841
4.34269, 75.1085, 92.449, 92.4463, 8.78115, -17.3405, 92.4463, 0, 92.4465, 92.4465, 92.4469, 92.4474, 92.447, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463, 92.4463
4.35059, 61.6039, 92.9126, 92.9099, 7.97521, -31.3087, 92.9099, 0, 92.9101, 92.9101, 92.9105, 92.9112, 92.9104, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099, 92.9099
4.35849, 63.6359, 93.3776, 93.375, 8.1016, -29.7417, 93.375, 0, 93.3752, 93.3752, 93.3756, 93.3764, 93.3754, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375, 93.375
4.36639, 62.3614, 93.8443, 93.8416, 8.02256, -31.4828, 93.8416, 0, 93.8417, 93.8418, 93.8421, 93.8431, 93.8418, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416, 93.8416
4.37429, 65.1327, 94.3124, 94.3096, 8.19346, -29.1797, 94.3096, 0, 94.3098, 94.3098, 94.3102, 94.3113, 94.3098, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096, 94.3096
4.38218, 55.4838, 94.7821, 94.7791, 7.5818, -39.2983, 94.7791, 0, 94.7792, 94.7793, 94.7796, 94.7811, 94.7792, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791, 94.7791
4.39008, 61.9312, 95.2533, 95.25, 7.9957, -33.3221, 95.25, 0, 95.2502, 95.2502, 95.2506, 95.2523, 95.2501, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25
4.39798, 68.8101, 95.726, 95.7224, 8.41487, -26.9159, 95.7224, 0, 95.7225, 95.7226, 95.7229, 95.725, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224, 95.7224
4.40588, 78.5307, 96.2002, 96.1962, 8.97389, -17.6695, 96.1962, 0, 96.1963, 96.1964, 96.1967, 96.1992, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962, 96.1962
4.41378, 67.194, 96.6759, 96.6714, 8.31829, -29.4819, 96.6714, 0, 96.6715, 96.6716, 96.6719, 96.675, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714, 96.6714
4.42167, 65.7694, 97.1531, 97.148, 8.23222, -31.3837, 97.148, 0, 97.1481, 97.1482, 97.1485, 97.1522, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148, 97.148
4.42957, 68.5715, 97.6318, 97.6259, 8.40068, -29.0603, 97.6259, 0, 97.6261, 97.6261, 97.6265, 97.6309, 97.626, 97.6259, 97.6259, 97.6259, 97.6259, 97.6259, 97.6259, 97.6259, 97.6259, 97.626, 97.6259, 97.6259, 97.6259
4.43747, 80.4089, 98.112, 98.1053, 9.07794, -17.7031, 98.1053, 0, 98.1055, 98.1055, 98.1059, 98.1111, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053, 98.1053
4.44537, 77.5587, 98.5938, 98.5861, 8.91957, -21.0351, 98.5861, 0, 98.5862, 98.5863, 98.5866, 98.5929, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861, 98.5861
4.45327, 73.945, 99.0771, 99.0682, 8.71465, -25.132, 99.0682, 0, 99.0684, 99.0684, 99.0687, 99.0761, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682, 99.0682
4.46117, 67.9176, 99.5619, 99.5517, 8.36167, -31.6443, 99.5517, 0, 99.5519, 99.5519, 99.5523, 99.561, 99.5517, 99.5517, 99.5517, 99.5517, 99.5517, 99.5517, 99.5517, 99.5517, 99.5517, 99.5518, 99.5517, 99.5517, 99.5517
4.46906, 81.8427, 100.048, 100.036, 9.15657, -18.2054, 100.036, 0, 100.037, 100.037, 100.037, 100.047, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036, 100.036
4.47696, 63.8051, 100.536, 100.523, 8.11203, -36.7309, 100.523, 0, 100.523, 100.523, 100.523, 100.535, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523, 100.523
4.48486, 69.6323, 101.025, 101.01, 8.46359, -31.3928, 101.01, 0, 101.01, 101.01, 101.011, 101.024, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01, 101.01
4.49276, 84.3816, 101.516, 101.499, 9.29417, -17.1343, 101.499, 0, 101.499, 101.499, 101.499, 101.515, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499, 101.499
4.50066, 87.9032, 102.008, 101.989, 9.48173, -14.1049, 101.989, 0, 101.989, 101.989, 101.989, 102.007, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989, 101.989
4.50856, 83.2604, 102.502, 102.48, 9.23365, -19.2413, 102.48, 0, 102.48, 102.48, 102.48, 102.501, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48, 102.48
4.51645, 66.809, 102.997, 102.972, 8.29512, -36.1877, 102.972, 0, 102.972, 102.972, 102.973, 102.996, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972
4.52435, 84.9053, 103.493, 103.466, 9.3223, -18.588, 103.466, 0, 103.466, 103.466, 103.467, 103.492, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466, 103.466
4.53225, 65.6993, 103.991, 103.961, 8.22796, -38.2918, 103.961, 0, 103.961, 103.961, 103.961, 103.99, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961, 103.961
4.54015, 85.1165, 104.49, 104.457, 9.33362, -19.3737, 104.457, 0, 104.457, 104.457, 104.458, 104.489, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457, 104.457
4.54805, 77.3092, 104.991, 104.954, 8.90557, -27.6814, 104.954, 0, 104.954, 104.954, 104.955, 104.99, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954, 104.954
4.55594, 85.5011, 105.492, 105.453, 9.3542, -19.9911, 105.453, 0, 105.453, 105.453, 105.453, 105.491, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453, 105.453
4.56384, 78.9077, 105.995, 105.952, 8.99487, -27.0873, 105.952, 0, 105.952, 105.952, 105.953, 105.994, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952, 105.952
4.57174, 81.1113, 106.499, 106.453, 9.11654, -25.3875, 106.453, 0, 106.453, 106.453, 106.453, 106.498, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453, 106.453
4.57964, 78.6978, 107.004, 106.955, 8.98319, -28.306, 106.955, 0, 106.955, 106.955, 106.955, 107.003, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955, 106.955
4.58754, 80.9766, 107.51, 107.458, 9.10915, -26.5331, 107.458, 0, 107.458, 107.458, 107.458, 107.509, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458, 107.458
4.59544, 85.0544, 108.017, 107.962, 9.33029, -22.9622, 107.962, 0, 107.962, 107.962, 107.962, 108.016, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962, 107.962
