   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_260.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.60426, 296.279, 304.267, 42.3982, 17.2708, -7.98813, 42.3982, 0, 42.3982, 42.3983, 42.4108, 50.4968, 42.4096, 42.6552, 295.888, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982, 42.3982
4.61213, 263.522, 271.316, 42.5755, 16.2948, -7.79425, 42.5755, 0, 42.5756, 42.5756, 42.5881, 51.22, 42.5882, 42.8368, 262.385, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755, 42.5755
4.62, 235.925, 240.672, 42.753, 15.4248, -4.74706, 42.753, 0, 42.753, 42.753, 42.7656, 51.8852, 42.7672, 43.0187, 231.247, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753, 42.753
4.62787, 183.85, 212.635, 42.9305, 13.6327, -28.7842, 42.9305, 0, 42.9306, 42.9306, 42.9431, 52.4783, 42.9465, 43.2007, 202.788, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305, 42.9305
4.63574, 171.808, 187.369, 43.1083, 13.1836, -15.5615, 43.1083, 0, 43.1083, 43.1083, 43.1209, 52.9867, 43.1261, 43.3828, 177.186, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083, 43.1083
4.64361, 157.121, 164.939, 43.2861, 12.6143, -7.81781, 43.2861, 0, 43.2861, 43.2862, 43.2987, 53.4002, 43.306, 43.5652, 154.513, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861, 43.2861
4.65148, 120.704, 145.297, 43.464, 11.0772, -24.5926, 43.464, 0, 43.464, 43.4641, 43.4766, 53.7111, 43.4861, 43.7477, 134.731, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464, 43.464
4.65935, 117.473, 128.328, 43.6421, 10.9304, -10.8554, 43.6421, 0, 43.6421, 43.6421, 43.6547, 53.9151, 43.6664, 43.9302, 117.73, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421, 43.6421
4.66722, 107.178, 113.857, 43.8201, 10.4488, -6.67928, 43.8201, 0, 43.8202, 43.8202, 43.8327, 54.0112, 43.8469, 44.1129, 103.334, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201, 43.8201
4.67509, 81.8384, 101.666, 43.9983, 9.15633, -19.8278, 43.9983, 0, 43.9983, 43.9984, 44.0109, 54.0018, 44.0275, 44.2957, 91.3233, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983, 43.9983
4.68296, 71.4411, 91.5231, 44.1764, 8.56978, -20.0819, 44.1764, 0, 44.1764, 44.1765, 44.189, 53.8929, 44.2081, 44.4785, 81.4601, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764, 44.1764
4.69083, 63.4348, 83.1855, 44.3545, 8.08918, -19.7506, 44.3545, 0, 44.3545, 44.3546, 44.3671, 53.6931, 44.3886, 44.6613, 73.4933, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545, 44.3545
4.6987, 59.6786, 76.4201, 44.5325, 7.85357, -16.7416, 44.5325, 0, 44.5325, 44.5325, 44.5451, 53.4139, 44.5688, 44.844, 67.1781, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325, 44.5325
4.70657, 55.2717, 71.0111, 44.7102, 7.56781, -15.7394, 44.7102, 0, 44.7102, 44.7103, 44.7228, 53.0686, 44.7487, 45.0265, 62.2853, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102, 44.7102
4.71444, 30.9684, 66.7631, 44.8876, 5.74181, -35.7947, 44.8876, 0, 44.8876, 44.8877, 44.9002, 52.6716, 44.9281, 45.2087, 58.6049, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876, 44.8876
4.72231, 35.2293, 63.51, 45.0646, 6.10158, -28.2807, 45.0646, 0, 45.0646, 45.0646, 45.0772, 52.2384, 45.1066, 45.3905, 55.9555, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646, 45.0646
4.73018, 30.9708, 61.1127, 45.2408, 5.74202, -30.1419, 45.2408, 0, 45.2408, 45.2409, 45.2534, 51.7839, 45.2842, 45.5716, 54.1827, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408, 45.2408
4.73805, 35.6445, 59.4614, 45.4161, 6.13551, -23.817, 45.4161, 0, 45.4161, 45.4161, 45.4287, 51.3225, 45.4605, 45.7517, 53.1623, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161, 45.4161
4.74592, 27.5659, 58.4733, 45.59, 5.43746, -30.9074, 45.59, 0, 45.59, 45.5901, 45.6026, 50.8674, 45.635, 45.9305, 52.7976, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59, 45.59
4.75379, 33.4625, 58.0891, 45.7622, 5.95504, -24.6267, 45.7622, 0, 45.7622, 45.7622, 45.7748, 50.4299, 45.8074, 46.1076, 53.018, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622, 45.7622
4.76166, 25.029, 58.2708, 45.932, 5.19894, -33.2418, 45.932, 0, 45.932, 45.9321, 45.9446, 50.0194, 45.9771, 46.2825, 53.7752, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932, 45.932
4.76953, 32.4805, 58.9965, 46.0989, 5.87201, -26.516, 46.0989, 0, 46.0989, 46.0989, 46.1115, 49.6429, 46.1434, 46.4543, 55.0399, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989, 46.0989
4.7774, 33.7035, 60.2572, 46.2619, 5.97524, -26.5537, 46.2619, 0, 46.2619, 46.262, 46.2745, 49.3053, 46.3055, 46.6223, 56.7971, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619, 46.2619
4.78527, 39.2738, 62.0507, 46.4201, 6.42447, -22.7769, 46.4201, 0, 46.4201, 46.4202, 46.4327, 49.0094, 46.4624, 46.7856, 59.0409, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201, 46.4201
4.79314, 51.2482, 64.3784, 46.5724, 7.29714, -13.1302, 46.5724, 0, 46.5724, 46.5725, 46.585, 48.7555, 46.6131, 46.9429, 61.7712, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724, 46.5724
4.80101, 55.3748, 67.2397, 46.7174, 7.57462, -11.8649, 46.7174, 0, 46.7174, 46.7174, 46.73, 48.5425, 46.7563, 47.093, 64.9874, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174, 46.7174
4.80888, 69.6055, 70.6281, 46.8535, 8.462, -1.02264, 46.8535, 0, 46.8535, 46.8535, 46.8661, 48.3673, 46.8904, 47.2342, 68.6839, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535, 46.8535
4.81675, 68.1653, 74.5266, 46.9791, 8.37648, -6.36125, 46.9791, 0, 46.9791, 46.9791, 46.9917, 48.2259, 47.0139, 47.3649, 72.8464, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791, 46.9791
4.82462, 81.1803, 78.9046, 47.0923, 9.12032, 2.27563, 47.0923, 0, 47.0923, 47.0924, 47.1049, 48.113, 47.125, 47.4833, 77.4476, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923, 47.0923
4.83249, 85.3562, 83.7149, 47.1912, 9.34645, 1.64133, 47.1912, 0, 47.1912, 47.1913, 47.2038, 48.023, 47.2217, 47.5874, 82.4438, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912, 47.1912
4.84036, 97.8588, 88.8915, 47.2738, 9.99294, 8.96728, 47.2738, 0, 47.2738, 47.2739, 47.2864, 47.9498, 47.3021, 47.6751, 87.7733, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738, 47.2738
4.84823, 107.574, 94.3493, 47.338, 10.4678, 13.225, 47.338, 0, 47.338, 47.3381, 47.3506, 47.887, 47.3642, 47.7445, 93.3549, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338, 47.338
4.8561, 115.216, 99.9843, 47.3818, 10.8266, 15.2319, 47.3818, 0, 47.3818, 47.3819, 47.3944, 47.8287, 47.406, 47.7936, 99.0887, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818, 47.3818
4.86397, 118.45, 105.675, 47.4034, 10.975, 12.7752, 47.4034, 0, 47.4034, 47.4035, 47.416, 47.7692, 47.4257, 47.8204, 104.857, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034, 47.4034
4.87184, 140.341, 111.287, 47.4011, 11.9307, 29.0545, 47.4011, 0, 47.4012, 47.4012, 47.4137, 47.7035, 47.4218, 47.8235, 110.529, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011, 47.4011
4.87971, 149.695, 116.674, 47.3738, 12.3165, 33.021, 47.3738, 0, 47.3738, 47.3739, 47.3864, 47.627, 47.3929, 47.8015, 115.962, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738, 47.3738
4.88758, 141.349, 121.689, 47.3204, 11.9728, 19.6599, 47.3204, 0, 47.3205, 47.3205, 47.333, 47.5361, 47.3382, 47.7534, 121.01, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204, 47.3204
4.89545, 148.991, 126.185, 47.2407, 12.2878, 22.8058, 47.2407, 0, 47.2407, 47.2408, 47.2533, 47.4282, 47.2572, 47.6791, 125.53, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407, 47.2407
4.90332, 160.002, 130.024, 47.1346, 12.728, 29.9781, 47.1346, 0, 47.1347, 47.1347, 47.1472, 47.3014, 47.1502, 47.5784, 129.386, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346, 47.1346
4.91119, 168.071, 133.085, 47.0031, 13.0411, 34.9856, 47.0031, 0, 47.0031, 47.0032, 47.0157, 47.1548, 47.0178, 47.4523, 132.457, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031, 47.0031
4.91906, 192.126, 135.266, 46.8476, 13.9329, 56.8591, 46.8476, 0, 46.8476, 46.8476, 46.8602, 46.9886, 46.8616, 47.3022, 134.644, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476, 46.8476
4.92693, 164.697, 136.495, 46.6699, 12.9111, 28.2013, 46.6699, 0, 46.6699, 46.67, 46.6825, 46.8037, 46.6834, 47.1301, 135.875, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699, 46.6699
4.9348, 170.111, 136.729, 46.4729, 13.1191, 33.3829, 46.4729, 0, 46.4729, 46.473, 46.4855, 46.6019, 46.486, 46.9386, 136.108, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729, 46.4729
4.94267, 202.488, 135.956, 46.2597, 14.2999, 66.5313, 46.2597, 0, 46.2597, 46.2597, 46.2723, 46.3858, 46.2724, 46.731, 135.334, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597, 46.2597
4.95054, 203.389, 134.202, 46.0338, 14.3314, 69.1867, 46.0338, 0, 46.0338, 46.0339, 46.0464, 46.1585, 46.0463, 46.5107, 133.575, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338, 46.0338
4.95841, 177.089, 131.521, 45.7994, 13.3824, 45.5674, 45.7994, 0, 45.7994, 45.7995, 45.812, 45.9237, 45.8118, 46.282, 130.889, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994, 45.7994
4.96628, 183.779, 127.998, 45.5606, 13.6301, 55.7814, 45.5606, 0, 45.5606, 45.5606, 45.5732, 45.6852, 45.5729, 46.0488, 127.36, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606, 45.5606
4.97415, 184.092, 123.742, 45.3217, 13.6415, 60.3501, 45.3217, 0, 45.3217, 45.3217, 45.3343, 45.4472, 45.334, 45.8157, 123.097, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217, 45.3217
4.98202, 183.504, 118.88, 45.0869, 13.62, 64.6241, 45.0869, 0, 45.0869, 45.087, 45.0995, 45.2139, 45.0992, 45.5867, 118.228, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869, 45.0869
4.98989, 164.107, 113.552, 44.8603, 12.8883, 50.5558, 44.8603, 0, 44.8603, 44.8604, 44.8729, 44.989, 44.8727, 45.366, 112.892, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603, 44.8603
4.99776, 173.272, 107.904, 44.6456, 13.239, 65.3684, 44.6456, 0, 44.6456, 44.6457, 44.6582, 44.7763, 44.6581, 45.1573, 107.236, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456, 44.6456
5.00563, 151.248, 102.081, 44.4461, 12.3793, 49.1672, 44.4461, 0, 44.4461, 44.4462, 44.4587, 44.579, 44.4587, 44.964, 101.405, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461, 44.4461
5.0135, 131.529, 96.2202, 44.2645, 11.5555, 35.3087, 44.2645, 0, 44.2645, 44.2646, 44.2771, 44.3998, 44.2773, 44.7889, 95.5351, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645, 44.2645
5.02137, 160.682, 90.4491, 44.1031, 12.7547, 70.2333, 44.1031, 0, 44.1031, 44.1032, 44.1157, 44.2411, 44.116, 44.6343, 89.7543, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031, 44.1031
5.02924, 126.871, 84.8763, 43.9634, 11.3522, 41.995, 43.9634, 0, 43.9634, 43.9635, 43.976, 44.1043, 43.9765, 44.5021, 84.1709, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634, 43.9634
5.03711, 91.1128, 79.5949, 43.8464, 9.6495, 11.5179, 43.8464, 0, 43.8464, 43.8465, 43.859, 43.9906, 43.8597, 44.3937, 78.8775, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464, 43.8464
5.04498, 108.095, 74.6764, 43.7526, 10.4926, 33.4188, 43.7526, 0, 43.7526, 43.7526, 43.7652, 43.9004, 43.766, 44.31, 73.9451, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526, 43.7526
5.05285, 103.027, 70.1719, 43.6817, 10.2482, 32.8547, 43.6817, 0, 43.6817, 43.6818, 43.6943, 43.8335, 43.6953, 44.2518, 69.4237, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817, 43.6817
5.06072, 80.0041, 66.1153, 43.6332, 9.05561, 13.8888, 43.6332, 0, 43.6332, 43.6333, 43.6458, 43.7896, 43.647, 44.2201, 65.3455, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332, 43.6332
5.06859, 71.3967, 62.5211, 43.6061, 8.56718, 8.87553, 43.6061, 0, 43.6061, 43.6062, 43.6187, 43.7677, 43.6201, 44.2159, 61.723, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061, 43.6061
5.07646, 66.1986, 59.3912, 43.5991, 8.25825, 6.80743, 43.5991, 0, 43.5991, 43.5992, 43.6117, 43.7667, 43.6133, 44.2414, 58.5544, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991
5.08433, 62.8996, 56.7154, 43.6106, 8.05603, 6.18423, 43.6106, 0, 43.6106, 43.6107, 43.6232, 43.7852, 43.625, 44.2998, 55.8244, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106, 43.6106
5.09221, 54.3226, 54.4753, 43.6389, 7.50484, -0.152752, 43.6389, 0, 43.6389, 43.639, 43.6515, 43.8218, 43.6535, 44.3968, 53.5072, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.6389, 43.639, 43.6389
5.10007, 38.5859, 52.6497, 43.6822, 6.37071, -14.0638, 43.6822, 0, 43.6822, 43.6823, 43.6948, 43.8747, 43.697, 44.541, 51.5708, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6822, 43.6823, 43.6822
5.10794, 41.0751, 51.2168, 43.7388, 6.56316, -10.1417, 43.7388, 0, 43.7388, 43.7389, 43.7514, 43.9428, 43.7538, 44.7458, 49.9779, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.7388, 43.739, 43.7388
5.11582, 51.6698, 50.1585, 43.8069, 7.32597, 1.51131, 43.8069, 0, 43.8069, 43.807, 43.8195, 44.0244, 43.8221, 45.0308, 48.689, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8069, 43.8071, 43.8069
5.12368, 31.9276, 49.4657, 43.8848, 5.82474, -17.538, 43.8848, 0, 43.8848, 43.8849, 43.8974, 44.1183, 43.9003, 45.4238, 47.6648, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8848, 43.8852, 43.8848
5.13156, 34.1879, 49.1409, 43.9711, 6.01563, -14.953, 43.9711, 0, 43.9711, 43.9712, 43.9837, 44.2234, 43.9867, 45.9641, 46.8667, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9711, 43.9716, 43.9711
5.13943, 34.3703, 49.2038, 44.0643, 6.03078, -14.8335, 44.0643, 0, 44.0643, 44.0644, 44.0769, 44.3387, 44.0801, 46.7052, 46.2591, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0643, 44.0651, 44.0643
5.14729, 18.7527, 49.6957, 44.1632, 4.55552, -30.943, 44.1632, 0, 44.1632, 44.1632, 44.1758, 44.4634, 44.1792, 47.7194, 45.8094, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1632, 44.1643, 44.1632
5.15517, 28.4395, 50.6845, 44.2667, 5.5172, -22.245, 44.2667, 0, 44.2667, 44.2667, 44.2793, 44.5969, 44.283, 49.102, 45.4884, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2667, 44.2682, 44.2667
5.16304, 35.1836, 52.2696, 44.3739, 6.09784, -17.086, 44.3739, 0, 44.3739, 44.3739, 44.3865, 44.7386, 44.3904, 50.9762, 45.271, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3739, 44.3761, 44.3739
5.17091, 31.7234, 54.5885, 44.484, 5.80719, -22.8651, 44.484, 0, 44.484, 44.484, 44.4966, 44.8882, 44.5007, 53.4999, 45.1359, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.484, 44.487, 44.484
5.17878, 29.7545, 57.8219, 44.5963, 5.63512, -28.0674, 44.5963, 0, 44.5963, 44.5964, 44.6089, 45.0452, 44.6133, 56.8705, 45.0651, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.5963, 44.6005, 44.5963
5.18665, 39.7255, 62.1976, 44.7104, 6.45953, -22.4721, 44.7104, 0, 44.7104, 44.7104, 44.723, 45.2091, 44.7275, 61.3299, 45.044, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.7104, 44.716, 44.7104
5.19452, 37.9264, 67.9986, 44.8257, 6.31873, -30.0722, 44.8257, 0, 44.8257, 44.8258, 44.8383, 45.3797, 44.8431, 67.1721, 45.0606, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8257, 44.8332, 44.8257
5.20239, 58.1862, 75.5608, 44.942, 7.75797, -17.3746, 44.942, 0, 44.942, 44.9421, 44.9546, 45.5564, 44.9596, 74.7426, 45.1057, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.942, 44.9518, 44.942
5.21026, 71.0618, 85.2804, 45.0589, 8.54762, -14.2187, 45.0589, 0, 45.0589, 45.059, 45.0715, 45.7385, 45.0767, 84.4446, 45.1718, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0589, 45.0718, 45.0589
5.21813, 77.576, 97.6076, 45.1763, 8.92054, -20.0316, 45.1763, 0, 45.1763, 45.1764, 45.1889, 45.9254, 45.1944, 96.7341, 45.2534, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1763, 45.1929, 45.1763
5.226, 106.247, 113.039, 45.294, 10.4042, -6.7922, 45.294, 0, 45.294, 45.2941, 45.3066, 46.1159, 45.3122, 112.113, 45.346, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.294, 45.3152, 45.294
5.23387, 139.938, 132.115, 45.4118, 11.9138, 7.82259, 45.4118, 0, 45.4118, 45.4119, 45.4244, 46.309, 45.4303, 131.125, 45.4466, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4118, 45.4385, 45.4118
5.24174, 173.6, 155.396, 45.5297, 13.2514, 18.2037, 45.5297, 0, 45.5297, 45.5297, 45.5423, 46.5033, 45.5484, 154.335, 45.5527, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5297, 45.5631, 45.5297
5.24961, 182.377, 183.446, 45.6475, 13.5786, -1.06865, 45.6475, 0, 45.6475, 45.6476, 45.6601, 46.6974, 45.6665, 182.308, 45.6626, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6475, 45.6888, 45.6475
5.25748, 226.785, 216.803, 45.7653, 15.1256, 9.9826, 45.7653, 0, 45.7653, 45.7653, 45.7779, 46.8895, 45.7844, 215.586, 45.775, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.7653, 45.8158, 45.7653
5.26535, 264.578, 255.938, 45.8829, 16.3272, 8.63997, 45.8829, 0, 45.8829, 45.883, 45.8955, 47.0781, 45.9023, 254.644, 45.8892, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.8829, 45.944, 45.8829
5.27322, 301.943, 301.242, 46.0004, 17.434, 0.700562, 46.0004, 0, 46.0004, 46.0005, 46.013, 47.2613, 46.02, 299.872, 46.0044, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0004, 46.0734, 46.0004
