   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_406.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.527329, 0, 3.48642e-06, 1.60049e-08, 1.41421, -3.48642e-06, 1.60049e-08, 1.60107e-08, 1.94575e-08, 1.60416e-08, 1.95887e-08, 6.42584e-08, 4.16775e-07, 8.07352e-08, 4.32696e-08, 3.59687e-08, 2.06751e-07, 3.1523e-08, 1.9321e-08, 1.61858e-08, 4.68189e-07, 1.94356e-08, 5.37762e-08, 2.19359e-06, 1.60049e-08, 3.76235e-08
0.535229, 0, 4.9284e-06, 2.89695e-08, 1.41421, -4.9284e-06, 2.89695e-08, 2.898e-08, 3.52084e-08, 2.90359e-08, 3.54456e-08, 1.16165e-07, 7.5317e-07, 1.55596e-07, 7.82376e-08, 6.50447e-08, 3.73653e-07, 4.86766e-08, 3.49619e-08, 2.92964e-08, 6.73304e-07, 3.53206e-08, 8.13633e-08, 2.77939e-06, 2.89695e-08, 6.80349e-08
0.543128, 0, 7.10256e-06, 5.16185e-08, 1.41421, -7.10256e-06, 5.16185e-08, 5.16372e-08, 6.27162e-08, 5.17366e-08, 6.3138e-08, 2.0672e-07, 1.33981e-06, 2.93197e-07, 1.39256e-07, 1.15788e-07, 6.64735e-07, 7.65593e-08, 6.22776e-08, 5.22e-08, 9.64999e-07, 6.31906e-08, 1.23897e-07, 3.52711e-06, 5.16185e-08, 1.21107e-07
0.551028, 0, 1.04332e-05, 9.05505e-08, 1.41421, -1.04332e-05, 9.05505e-08, 9.05833e-08, 1.09984e-07, 9.07573e-08, 1.10723e-07, 3.62153e-07, 2.34635e-06, 5.45299e-07, 2.44015e-07, 2.02921e-07, 1.1642e-06, 1.22008e-07, 1.09216e-07, 9.15687e-08, 1.37866e-06, 1.1131e-07, 1.89725e-07, 4.49086e-06, 9.05505e-08, 2.12235e-07
0.558927, 0, 1.55908e-05, 1.56399e-07, 1.41421, -1.55908e-05, 1.56399e-07, 1.56456e-07, 1.89904e-07, 1.56756e-07, 1.91177e-07, 6.24654e-07, 4.04549e-06, 1.00092e-06, 4.20978e-07, 3.5013e-07, 2.00741e-06, 1.95946e-07, 1.88579e-07, 1.58155e-07, 1.96379e-06, 1.93074e-07, 2.91771e-07, 5.74817e-06, 1.56399e-07, 3.66188e-07
0.566827, 0, 2.36275e-05, 2.65994e-07, 1.41421, -2.36275e-05, 2.65994e-07, 2.6609e-07, 3.22867e-07, 2.66599e-07, 3.25029e-07, 1.06084e-06, 6.86762e-06, 1.81313e-06, 7.15109e-07, 5.94846e-07, 3.40804e-06, 3.15551e-07, 3.20619e-07, 2.68974e-07, 2.78945e-06, 3.29808e-07, 4.4986e-07, 7.41286e-06, 2.65994e-07, 6.22104e-07
0.574726, 0, 3.61714e-05, 4.45476e-07, 1.41421, -3.61714e-05, 4.45476e-07, 4.45636e-07, 5.40532e-07, 4.46487e-07, 5.44145e-07, 1.77398e-06, 1.14794e-05, 3.24098e-06, 1.19612e-06, 9.95116e-07, 5.69706e-06, 5.07385e-07, 5.36775e-07, 4.50456e-07, 3.95177e-06, 5.54853e-07, 6.94043e-07, 9.64905e-06, 4.45476e-07, 1.04068e-06
0.582626, 0, 5.57133e-05, 7.3472e-07, 1.41421, -5.57133e-05, 7.3472e-07, 7.34984e-07, 8.91164e-07, 7.36385e-07, 8.97111e-07, 2.92119e-06, 1.88944e-05, 5.7162e-06, 1.97014e-06, 1.63932e-06, 9.37783e-06, 8.11834e-07, 8.84981e-07, 7.42917e-07, 5.58411e-06, 9.19413e-07, 1.06932e-06, 1.26979e-05, 7.3472e-07, 1.7143e-06
0.590525, 0, 8.60084e-05, 1.19341e-06, 1.41421, -8.60084e-05, 1.19341e-06, 1.19384e-06, 1.44696e-06, 1.19611e-06, 1.4566e-06, 4.73701e-06, 3.06248e-05, 9.94653e-06, 3.19565e-06, 2.6595e-06, 1.52013e-05, 1.2892e-06, 1.43694e-06, 1.20669e-06, 7.87073e-06, 1.50068e-06, 1.64205e-06, 1.69108e-05, 1.19341e-06, 2.78102e-06
0.598425, 0, 0.000132635, 1.90923e-06, 1.41421, -0.000132635, 1.90923e-06, 1.90991e-06, 2.31391e-06, 1.91354e-06, 2.32929e-06, 7.56506e-06, 4.88838e-05, 1.70736e-05, 5.10494e-06, 4.24921e-06, 2.42668e-05, 2.02791e-06, 2.29791e-06, 1.93043e-06, 1.1065e-05, 2.41295e-06, 2.50871e-06, 2.27963e-05, 1.90923e-06, 4.4432e-06
