   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_84.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.28649, 5.4297, 7.74802, 1.27032, 2.72575, -2.31832, 1.27164, 4.58625e-11, 1.27032, 1.27033, 1.27035, 1.27044, 1.27827, 1.27039, 1.28169, 7.2912, 1.27694, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.68405, 1.27032, 1.27032, 1.28588
2.29436, 12.0141, 8.04542, 1.29794, 3.74354, 3.96867, 1.29935, 2.4093e-11, 1.29794, 1.29795, 1.29797, 1.29806, 1.30589, 1.29801, 1.30971, 7.53304, 1.303, 1.29794, 1.29794, 1.29794, 1.29794, 1.29794, 1.29794, 1.76748, 1.29794, 1.29794, 1.31433
2.30223, 6.05962, 8.26371, 1.32582, 2.83895, -2.20409, 1.32731, 1.23216e-11, 1.32582, 1.32584, 1.32585, 1.32594, 1.33377, 1.32589, 1.338, 7.6926, 1.32964, 1.32582, 1.32582, 1.32582, 1.32582, 1.32582, 1.32582, 1.85397, 1.32582, 1.32582, 1.34307
2.3101, 5.99758, 8.39676, 1.35396, 2.828, -2.39918, 1.35554, 6.07022e-12, 1.35396, 1.35398, 1.35399, 1.35408, 1.36191, 1.35403, 1.36657, 7.76494, 1.3568, 1.35396, 1.35396, 1.35396, 1.35396, 1.35396, 1.35396, 1.94241, 1.35396, 1.35396, 1.37209
2.31798, 6.95225, 8.44199, 1.38235, 2.99203, -1.48974, 1.38403, 3.16385e-12, 1.38236, 1.38237, 1.38238, 1.38247, 1.3903, 1.38242, 1.39542, 7.74882, 1.38444, 1.38235, 1.38235, 1.38235, 1.38235, 1.38235, 1.38235, 2.03144, 1.38235, 1.38235, 1.40138
2.32585, 8.94238, 8.40052, 1.41099, 3.30793, 0.541862, 1.41277, 1.47572e-12, 1.41099, 1.41101, 1.41102, 1.41111, 1.41894, 1.41106, 1.42455, 7.64691, 1.41251, 1.41099, 1.41099, 1.41099, 1.41099, 1.41099, 1.41099, 2.11958, 1.41099, 1.41099, 1.43094
2.33372, 8.46027, 8.27709, 1.43987, 3.23423, 0.183175, 1.44175, 6.45347e-13, 1.43987, 1.43989, 1.4399, 1.43999, 1.44782, 1.43994, 1.45397, 7.46552, 1.44096, 1.43987, 1.43987, 1.43987, 1.43987, 1.43987, 1.43987, 2.20527, 1.43987, 1.43987, 1.46077
2.34159, 14.6355, 8.07965, 1.46899, 4.07866, 6.55584, 1.47098, 2.593e-13, 1.46899, 1.469, 1.46902, 1.46911, 1.47694, 1.46906, 1.48371, 7.21415, 1.46975, 1.46899, 1.46899, 1.46899, 1.46899, 1.46899, 1.46899, 2.28693, 1.46899, 1.46899, 1.49085
2.34947, 9.99755, 7.8188, 1.49834, 3.46375, 2.17875, 1.50044, 9.32854e-14, 1.49834, 1.49835, 1.49837, 1.49846, 1.50629, 1.49841, 1.51382, 6.90486, 1.49887, 1.49834, 1.49834, 1.49834, 1.49834, 1.49834, 1.49834, 2.36309, 1.49834, 1.49834, 1.52118
2.35734, 4.92802, 7.50712, 1.52791, 2.63211, -2.5791, 1.53013, 3.12116e-14, 1.52791, 1.52793, 1.52794, 1.52803, 1.53586, 1.52798, 1.54436, 6.55146, 1.52828, 1.52791, 1.52791, 1.52791, 1.52791, 1.52791, 1.52791, 2.43247, 1.52791, 1.52791, 1.55176
2.36521, 10.9928, 7.15831, 1.5577, 3.60456, 3.83453, 1.56004, 9.26963e-15, 1.55771, 1.55772, 1.55774, 1.55783, 1.56565, 1.55777, 1.57541, 6.16858, 1.55795, 1.5577, 1.5577, 1.5577, 1.5577, 1.5577, 1.5577, 2.49404, 1.5577, 1.5577, 1.58258
2.37308, 8.61152, 6.7864, 1.58771, 3.25753, 1.82512, 1.59018, 2.40375e-15, 1.58772, 1.58773, 1.58774, 1.58783, 1.59566, 1.58778, 1.60714, 5.77081, 1.58788, 1.58771, 1.58771, 1.58771, 1.58771, 1.58771, 1.58771, 2.54711, 1.58771, 1.58771, 1.61363
2.38096, 6, 6.40506, 1.61793, 2.82843, -0.405062, 1.62052, 5.28348e-16, 1.61793, 1.61794, 1.61796, 1.61805, 1.62588, 1.618, 1.63974, 5.3719, 1.61804, 1.61793, 1.61793, 1.61793, 1.61793, 1.61793, 1.61793, 2.59138, 1.61793, 1.61793, 1.64491
2.38883, 5.8223, 6.02685, 1.64834, 2.79684, -0.204542, 1.65107, 8.99665e-17, 1.64835, 1.64836, 1.64838, 1.64847, 1.6563, 1.64842, 1.67351, 4.984, 1.64842, 1.64834, 1.64834, 1.64834, 1.64834, 1.64834, 1.64835, 2.62695, 1.64834, 1.64834, 1.67641
2.3967, 6.08399, 5.66285, 1.67896, 2.84324, 0.421135, 1.68182, 1.55355e-17, 1.67896, 1.67898, 1.67899, 1.67908, 1.68691, 1.67903, 1.70886, 4.61728, 1.679, 1.67896, 1.67896, 1.67896, 1.67896, 1.67896, 1.67896, 2.65434, 1.67896, 1.67896, 1.70813
2.40457, 5.44599, 5.32231, 1.70977, 2.72873, 0.123683, 1.71277, 2.31345e-18, 1.70977, 1.70978, 1.7098, 1.70989, 1.71772, 1.70984, 1.74631, 4.2795, 1.70979, 1.70977, 1.70977, 1.70977, 1.70977, 1.70977, 1.70977, 2.6745, 1.70977, 1.70977, 1.74005
2.41245, 5.64772, 5.01256, 1.74076, 2.76545, 0.63516, 1.74391, 2.90977e-19, 1.74076, 1.74077, 1.74079, 1.74088, 1.74871, 1.74083, 1.7866, 3.97594, 1.74078, 1.74076, 1.74076, 1.74076, 1.74076, 1.74076, 1.74076, 2.68874, 1.74076, 1.74076, 1.77218
2.42032, 7.89188, 4.7391, 1.77193, 3.14514, 3.15278, 1.77523, 2.82505e-20, 1.77194, 1.77195, 1.77197, 1.77206, 1.77989, 1.77201, 1.83064, 3.70951, 1.77195, 1.77193, 1.77193, 1.77193, 1.77193, 1.77193, 1.77194, 2.69873, 1.77193, 1.77193, 1.80451
2.42819, 3.9952, 4.50584, 1.80328, 2.44851, -0.510637, 1.80673, 1.22926e-21, 1.80329, 1.8033, 1.80332, 1.80341, 1.81124, 1.80336, 1.87958, 3.48093, 1.80329, 1.80328, 1.80328, 1.80328, 1.80328, 1.80328, 1.80329, 2.7065, 1.80328, 1.80328, 1.83703
2.43606, 2.4362, 4.31543, 1.83481, 2.10623, -1.87923, 1.83841, 3.61859e-23, 1.83482, 1.83483, 1.83484, 1.83493, 1.84276, 1.83488, 1.93485, 3.28904, 1.83481, 1.83481, 1.83481, 1.83481, 1.83481, 1.83481, 1.83481, 2.71442, 1.83481, 1.83481, 1.86974
2.44394, 6.11544, 4.16979, 1.8665, 2.84876, 1.94565, 1.87027, 2.18942e-26, 1.86651, 1.86652, 1.86654, 1.86663, 1.87446, 1.86658, 1.99814, 3.13128, 1.86651, 1.8665, 1.8665, 1.8665, 1.8665, 1.8665, 1.86651, 2.72529, 1.8665, 1.8665, 1.90263
2.45181, 1.99757, 4.07061, 1.89837, 1.99939, -2.07304, 1.90229, 0, 1.89837, 1.89838, 1.8984, 1.89849, 1.90632, 1.89844, 2.07142, 3.00407, 1.89837, 1.89837, 1.89837, 1.89837, 1.89837, 1.89837, 1.89837, 2.74238, 1.89837, 1.89837, 1.93571
2.45968, 3.86525, 4.0199, 1.93039, 2.42183, -0.154658, 1.93448, 0, 1.9304, 1.93041, 1.93043, 1.93052, 1.93834, 1.93046, 2.1569, 2.90328, 1.93039, 1.93039, 1.93039, 1.93039, 1.93039, 1.93039, 1.93039, 2.76964, 1.93039, 1.93039, 1.96897
2.46755, 4.12994, 4.02055, 1.96258, 2.47587, 0.109385, 1.96683, 0, 1.96258, 1.96259, 1.96261, 1.9627, 1.97053, 1.96265, 2.25699, 2.82454, 1.96258, 1.96258, 1.96258, 1.96258, 1.96258, 1.96258, 1.96258, 2.81189, 1.96258, 1.96258, 2.00241
2.47543, 3.28476, 4.07681, 1.99492, 2.29886, -0.79205, 1.99935, 0, 1.99493, 1.99494, 1.99496, 1.99505, 2.00287, 1.995, 2.3742, 2.76362, 1.99492, 1.99492, 1.99492, 1.99492, 1.99492, 1.99492, 1.99492, 2.8751, 1.99492, 1.99492, 2.03602
2.4833, 5.71041, 4.19476, 2.02742, 2.77676, 1.51565, 2.03203, 0, 2.02743, 2.02744, 2.02746, 2.02755, 2.03538, 2.0275, 2.51099, 2.71667, 2.02742, 2.02742, 2.02742, 2.02742, 2.02742, 2.02742, 2.02743, 2.96676, 2.02742, 2.02742, 2.0698
2.49117, 4.69448, 4.38268, 2.06008, 2.58737, 0.311805, 2.06486, 0, 2.06008, 2.0601, 2.06011, 2.0602, 2.06803, 2.06016, 2.66961, 2.68035, 2.06008, 2.06008, 2.06008, 2.06008, 2.06008, 2.06008, 2.06008, 3.09619, 2.06008, 2.06008, 2.10377
2.49904, 4.72249, 4.65128, 2.09289, 2.59278, 0.0712137, 2.09785, 0, 2.09289, 2.0929, 2.09292, 2.09301, 2.10084, 2.09297, 2.85196, 2.65193, 2.09289, 2.09289, 2.09289, 2.09289, 2.09289, 2.09289, 2.09289, 3.27496, 2.09289, 2.09289, 2.13791
2.50692, 2.83415, 5.01384, 2.12584, 2.19867, -2.17969, 2.13099, 0, 2.12585, 2.12586, 2.12588, 2.12596, 2.13379, 2.12593, 3.05926, 2.62932, 2.12584, 2.12584, 2.12584, 2.12584, 2.12584, 2.12584, 2.12584, 3.51718, 2.12584, 2.12584, 2.17224
2.51479, 7.24119, 5.48618, 2.15894, 3.03993, 1.75501, 2.16428, 0, 2.15895, 2.15896, 2.15898, 2.15907, 2.1669, 2.15903, 3.29189, 2.61104, 2.15894, 2.15894, 2.15894, 2.15894, 2.15894, 2.15894, 2.15895, 3.83976, 2.15894, 2.15894, 2.20677
2.52266, 6.91016, 6.0864, 2.19219, 2.98499, 0.82376, 2.19771, 0, 2.19219, 2.1922, 2.19222, 2.19231, 2.20014, 2.19228, 3.54915, 2.59613, 2.19219, 2.19219, 2.19219, 2.19219, 2.19219, 2.19219, 2.19219, 4.26241, 2.19219, 2.19219, 2.24152
2.53053, 5.23191, 6.83452, 2.22557, 2.68922, -1.60261, 2.23129, 0, 2.22558, 2.22559, 2.22561, 2.22569, 2.23352, 2.22568, 3.82908, 2.58406, 2.22557, 2.22557, 2.22557, 2.22557, 2.22557, 2.22557, 2.22557, 4.8076, 2.22557, 2.22557, 2.27654
2.53841, 12.2171, 7.75168, 2.25909, 3.77055, 4.4654, 2.265, 0, 2.2591, 2.25911, 2.25913, 2.25921, 2.26704, 2.25921, 4.12832, 2.57464, 2.25909, 2.25909, 2.25909, 2.25909, 2.25909, 2.25909, 2.25909, 5.49994, 2.25909, 2.25909, 2.3119
2.54628, 12.3513, 8.85923, 2.29274, 3.78831, 3.49203, 2.29886, 0, 2.29275, 2.29276, 2.29278, 2.29287, 2.30069, 2.29287, 4.44205, 2.56789, 2.29274, 2.29274, 2.29274, 2.29274, 2.29274, 2.29274, 2.29274, 6.36544, 2.29274, 2.29274, 2.3477
2.55415, 8.01524, 10.1774, 2.32652, 3.16469, -2.16212, 2.33283, 0, 2.32652, 2.32654, 2.32655, 2.32664, 2.33447, 2.32667, 4.76406, 2.56397, 2.32652, 2.32652, 2.32652, 2.32652, 2.32652, 2.32652, 2.32652, 7.43018, 2.32652, 2.32652, 2.38411
2.56202, 14.9908, 11.7239, 2.36042, 4.12199, 3.26686, 2.36694, 0, 2.36042, 2.36044, 2.36045, 2.36054, 2.36837, 2.3606, 5.08697, 2.56307, 2.36042, 2.36042, 2.36042, 2.36042, 2.36042, 2.36042, 2.36042, 8.71892, 2.36042, 2.36042, 2.42139
2.5699, 15.7662, 13.5122, 2.39444, 4.21499, 2.25401, 2.40116, 0, 2.39444, 2.39445, 2.39447, 2.39456, 2.40239, 2.39465, 5.40238, 2.56538, 2.39444, 2.39444, 2.39444, 2.39444, 2.39444, 2.39444, 2.39444, 10.2527, 2.39444, 2.39444, 2.45993
2.57777, 15.1663, 15.5492, 2.42856, 4.14323, -0.38283, 2.4355, 0, 2.42857, 2.42858, 2.4286, 2.42869, 2.43652, 2.42882, 5.70136, 2.57102, 2.42856, 2.42856, 2.42856, 2.42856, 2.42856, 2.42856, 2.42857, 12.0469, 2.42856, 2.42856, 2.50029
2.58564, 22.7568, 17.8337, 2.4628, 4.97562, 4.92304, 2.46995, 0, 2.4628, 2.46281, 2.46283, 2.46292, 2.47075, 2.46311, 5.97484, 2.58005, 2.4628, 2.4628, 2.4628, 2.4628, 2.4628, 2.4628, 2.4628, 14.1083, 2.4628, 2.4628, 2.54329
2.59351, 17.1761, 20.3548, 2.49713, 4.37905, -3.17867, 2.5045, 0, 2.49714, 2.49715, 2.49717, 2.49726, 2.50509, 2.49751, 6.21421, 2.59242, 2.49713, 2.49713, 2.49713, 2.49713, 2.49713, 2.49713, 2.49714, 16.4336, 2.49713, 2.49713, 2.59006
2.60139, 27.7466, 23.0897, 2.53156, 5.45404, 4.65685, 2.53914, 0, 2.53157, 2.53158, 2.5316, 2.53169, 2.53952, 2.53203, 6.41175, 2.60801, 2.53156, 2.53156, 2.53156, 2.53156, 2.53156, 2.53156, 2.53157, 19.0063, 2.53156, 2.53156, 2.64218
2.60926, 28.6783, 26.0034, 2.56608, 5.5388, 2.67495, 2.57389, 0, 2.56609, 2.5661, 2.56612, 2.56621, 2.57404, 2.56665, 6.56118, 2.62662, 2.56608, 2.56608, 2.56608, 2.56608, 2.56608, 2.56608, 2.56609, 21.7955, 2.56608, 2.56608, 2.7018
2.61713, 26.2451, 29.048, 2.60069, 5.31461, -2.8029, 2.60872, 0, 2.60069, 2.6007, 2.60072, 2.60081, 2.60864, 2.60139, 6.65802, 2.64801, 2.60069, 2.60069, 2.60069, 2.60069, 2.60069, 2.60069, 2.60069, 24.7555, 2.60069, 2.60069, 2.77175
2.625, 30.4938, 32.1641, 2.63537, 5.70033, -1.67034, 2.64363, 0, 2.63537, 2.63539, 2.6354, 2.63549, 2.64332, 2.63622, 6.7, 2.67187, 2.63537, 2.63537, 2.63537, 2.63537, 2.63537, 2.63537, 2.63537, 27.8254, 2.63537, 2.63537, 2.85571
2.63288, 34.5717, 35.2815, 2.67012, 6.04745, -0.709785, 2.67863, 0, 2.67013, 2.67014, 2.67016, 2.67025, 2.67807, 2.67116, 6.68707, 2.69791, 2.67012, 2.67012, 2.67012, 2.67012, 2.67012, 2.67012, 2.67012, 30.9308, 2.67012, 2.67012, 2.95835
2.64075, 32.2247, 38.3225, 2.70494, 5.85019, -6.09779, 2.7137, 0, 2.70495, 2.70496, 2.70498, 2.70507, 2.71289, 2.7062, 6.62152, 2.72582, 2.70494, 2.70494, 2.70494, 2.70494, 2.70494, 2.70494, 2.70494, 33.9863, 2.70494, 2.70494, 3.0855
2.64862, 36.683, 41.2055, 2.73982, 6.21957, -4.5225, 2.74886, 0, 2.73983, 2.73984, 2.73986, 2.73995, 2.74778, 2.74134, 6.50781, 2.7553, 2.73982, 2.73982, 2.73982, 2.73982, 2.73982, 2.73982, 2.73983, 36.899, 2.73982, 2.73982, 3.24417
2.65649, 39.3281, 43.8494, 2.77476, 6.4287, -4.52128, 2.7841, 0, 2.77477, 2.77478, 2.7748, 2.77488, 2.78271, 2.77656, 6.3522, 2.78609, 2.77476, 2.77476, 2.77476, 2.77476, 2.77476, 2.77476, 2.77476, 39.5734, 2.77476, 2.77476, 3.44269
2.66437, 40.4364, 46.1781, 2.80975, 6.51433, -5.74163, 2.81945, 0, 2.80975, 2.80976, 2.80978, 2.80987, 2.8177, 2.81187, 6.16246, 2.81793, 2.80975, 2.80975, 2.80975, 2.80975, 2.80975, 2.80975, 2.80975, 41.9164, 2.80975, 2.80975, 3.69059
2.67224, 52.0489, 48.1255, 2.84478, 7.35179, 3.92339, 2.85491, 0, 2.84478, 2.84479, 2.84481, 2.8449, 2.85273, 2.84726, 5.94727, 2.85061, 2.84478, 2.84478, 2.84478, 2.84478, 2.84478, 2.84478, 2.84478, 43.8427, 2.84478, 2.84478, 3.99848
2.68011, 54.0339, 49.6401, 2.87984, 7.48558, 4.39381, 2.89054, 0, 2.87985, 2.87986, 2.87988, 2.87997, 2.8878, 2.88271, 5.71581, 2.88394, 2.87984, 2.87984, 2.87984, 2.87984, 2.87984, 2.87984, 2.87985, 45.2805, 2.87984, 2.87984, 4.37767
2.68798, 48.5596, 50.6887, 2.91494, 7.11053, -2.12909, 2.92639, 0, 2.91495, 2.91496, 2.91498, 2.91507, 2.9229, 2.91822, 5.47714, 2.91779, 2.91494, 2.91494, 2.91494, 2.91494, 2.91494, 2.91494, 2.91495, 46.1759, 2.91494, 2.91494, 4.83987
2.69586, 51.6579, 51.2587, 2.95007, 7.32515, 0.399151, 2.96254, 0, 2.95007, 2.95009, 2.9501, 2.95019, 2.95802, 2.95378, 5.23979, 2.95202, 2.95007, 2.95007, 2.95007, 2.95007, 2.95007, 2.95007, 2.95007, 46.4965, 2.95007, 2.95007, 5.39634
2.70373, 60.4102, 51.3593, 2.98521, 7.90002, 9.05097, 2.99914, 0, 2.98522, 2.98523, 2.98525, 2.98534, 2.99316, 2.98935, 5.01136, 2.98653, 2.98521, 2.98521, 2.98521, 2.98521, 2.98521, 2.98521, 2.98521, 46.2336, 2.98521, 2.98521, 6.05726
2.7116, 59.2982, 51.0205, 3.02037, 7.82932, 8.27774, 3.03637, 0, 3.02037, 3.02038, 3.0204, 3.02049, 3.02832, 3.02494, 4.7982, 3.02125, 3.02037, 3.02037, 3.02037, 3.02037, 3.02037, 3.02037, 3.02037, 45.4028, 3.02037, 3.02037, 6.83064
2.71947, 52.0672, 50.2914, 3.05553, 7.35304, 1.77574, 3.07449, 0, 3.05553, 3.05554, 3.05556, 3.05565, 3.06348, 3.06051, 4.60523, 3.05611, 3.05553, 3.05553, 3.05553, 3.05553, 3.05553, 3.05553, 3.05553, 44.0431, 3.05553, 3.05553, 7.72149
2.72735, 56.2209, 49.2363, 3.09069, 7.63026, 6.98464, 3.11387, 0, 3.09069, 3.0907, 3.09072, 3.09081, 3.09864, 3.09606, 4.43585, 3.09106, 3.09069, 3.09069, 3.09069, 3.09069, 3.09069, 3.09069, 3.09069, 42.2142, 3.09069, 3.09069, 8.73054
2.73522, 47.134, 47.9298, 3.12583, 7.00956, -0.795853, 3.15499, 0, 3.12584, 3.12585, 3.12587, 3.12596, 3.13378, 3.13155, 4.292, 3.12607, 3.12583, 3.12583, 3.12583, 3.12583, 3.12583, 3.12583, 3.12583, 39.9929, 3.12583, 3.12583, 9.85337
2.74309, 41.2553, 46.4516, 3.16096, 6.57688, -5.19627, 3.1985, 0, 3.16096, 3.16097, 3.16099, 3.16108, 3.16891, 3.16696, 4.1742, 3.16111, 3.16096, 3.16096, 3.16096, 3.16096, 3.16096, 3.16096, 3.16096, 37.4678, 3.16096, 3.16096, 11.0797
2.75096, 36.9879, 44.8805, 3.19605, 6.24403, -7.89265, 3.24522, 0, 3.19606, 3.19607, 3.19609, 3.19618, 3.204, 3.20228, 4.08177, 3.19615, 3.19605, 3.19605, 3.19605, 3.19605, 3.19605, 3.19605, 3.19605, 34.7346, 3.19605, 3.19605, 12.3926
2.75884, 37.5248, 43.2897, 3.2311, 6.28687, -5.76497, 3.29618, 0, 3.23111, 3.23112, 3.23114, 3.23123, 3.23905, 3.23748, 4.01301, 3.23116, 3.2311, 3.2311, 3.2311, 3.2311, 3.2311, 3.2311, 3.2311, 31.8905, 3.2311, 3.2311, 13.7688
2.76671, 33.709, 41.7421, 3.26609, 5.9757, -8.03309, 3.35263, 0, 3.26609, 3.26611, 3.26612, 3.26621, 3.27404, 3.27254, 3.96549, 3.26613, 3.26609, 3.26609, 3.26609, 3.26609, 3.26609, 3.26609, 3.26609, 29.0292, 3.26609, 3.26609, 15.1784
2.77458, 52.2941, 40.2867, 3.30099, 7.36845, 12.0074, 3.41608, 0, 3.301, 3.30101, 3.30103, 3.30112, 3.30894, 3.30743, 3.93625, 3.30101, 3.30099, 3.30099, 3.30099, 3.30099, 3.30099, 3.30099, 3.30099, 26.2366, 3.30099, 3.30099, 16.5861
2.78245, 46.2557, 38.9573, 3.33578, 6.94663, 7.29843, 3.48827, 0, 3.33579, 3.3358, 3.33582, 3.33591, 3.34373, 3.34213, 3.92206, 3.3358, 3.33578, 3.33578, 3.33578, 3.33578, 3.33578, 3.33578, 3.33578, 23.5871, 3.33578, 3.33578, 17.9527
2.79033, 41.2839, 37.7717, 3.37042, 6.57905, 3.51227, 3.57115, 0, 3.37043, 3.37044, 3.37046, 3.37055, 3.37837, 3.3766, 3.9196, 3.37043, 3.37042, 3.37042, 3.37042, 3.37042, 3.37042, 3.37042, 3.37042, 21.1416, 3.37042, 3.37042, 19.2363
2.7982, 47.6145, 36.7329, 3.40486, 7.04375, 10.8815, 3.66684, 0, 3.40487, 3.40488, 3.40489, 3.40498, 3.41281, 3.4108, 3.92569, 3.40486, 3.40486, 3.40486, 3.40486, 3.40486, 3.40486, 3.40486, 3.40486, 18.9461, 3.40486, 3.40486, 20.3948
2.80607, 38.6361, 35.8314, 3.43903, 6.37464, 2.80468, 3.77755, 0, 3.43903, 3.43905, 3.43906, 3.43915, 3.44698, 3.44466, 3.93738, 3.43903, 3.43903, 3.43903, 3.43903, 3.43903, 3.43903, 3.43903, 3.43903, 17.0317, 3.43903, 3.43903, 21.3881
2.81394, 40.3052, 35.0475, 3.47284, 6.50425, 5.25772, 3.90544, 0, 3.47285, 3.47286, 3.47288, 3.47297, 3.4808, 3.47811, 3.9521, 3.47284, 3.47284, 3.47284, 3.47284, 3.47284, 3.47284, 3.47284, 3.47285, 15.4144, 3.47284, 3.47284, 22.1807
2.82182, 34.316, 34.3556, 3.50619, 6.02628, -0.0395813, 4.05251, 0, 3.5062, 3.50621, 3.50622, 3.50631, 3.51414, 3.51106, 3.96769, 3.50619, 3.50619, 3.50619, 3.50619, 3.50619, 3.50619, 3.50619, 3.50619, 14.0976, 3.50619, 3.50619, 22.7434
2.82969, 27.6456, 33.7271, 3.53893, 5.44478, -6.08153, 4.22039, 0, 3.53893, 3.53894, 3.53896, 3.53905, 3.54688, 3.54337, 3.98241, 3.53893, 3.53893, 3.53893, 3.53893, 3.53893, 3.53893, 3.53893, 3.53893, 13.0729, 3.53893, 3.53893, 23.0556
2.83756, 33.6047, 33.1339, 3.57087, 5.96697, 0.47084, 4.41014, 0, 3.57088, 3.57089, 3.57091, 3.571, 3.57883, 3.57488, 3.99501, 3.57087, 3.57087, 3.57087, 3.57087, 3.57087, 3.57087, 3.57087, 3.57088, 12.3229, 3.57087, 3.57087, 23.1063
2.84543, 32.9115, 32.5507, 3.60182, 5.9086, 0.36079, 4.62207, 0, 3.60182, 3.60183, 3.60185, 3.60194, 3.60977, 3.60539, 4.0046, 3.60182, 3.60182, 3.60182, 3.60182, 3.60182, 3.60182, 3.60182, 3.60182, 11.8228, 3.60182, 3.60182, 22.895
2.85331, 33.7028, 31.9571, 3.63149, 5.97519, 1.7457, 4.85551, 0, 3.6315, 3.63151, 3.63153, 3.63162, 3.63945, 3.63463, 4.01067, 3.63149, 3.63149, 3.63149, 3.63149, 3.63149, 3.63149, 3.63149, 3.6315, 11.5426, 3.63149, 3.63149, 22.4316
2.86118, 37.9665, 31.3386, 3.6596, 6.3219, 6.62785, 5.10862, 0, 3.6596, 3.65961, 3.65963, 3.65972, 3.66755, 3.66232, 4.013, 3.6596, 3.6596, 3.6596, 3.6596, 3.6596, 3.6596, 3.6596, 3.6596, 11.4495, 3.6596, 3.6596, 21.7354
2.86905, 25.3492, 30.6865, 3.68578, 5.22964, -5.33739, 5.37831, 0, 3.68578, 3.68579, 3.68581, 3.6859, 3.69373, 3.68812, 4.01157, 3.68578, 3.68578, 3.68578, 3.68578, 3.68578, 3.68578, 3.68578, 3.68578, 11.5091, 3.68578, 3.68578, 20.8345
2.87692, 31.889, 29.9977, 3.70964, 5.82142, 1.8913, 5.66016, 0, 3.70965, 3.70966, 3.70967, 3.70976, 3.71759, 3.71162, 4.00651, 3.70964, 3.70964, 3.70964, 3.70964, 3.70964, 3.70964, 3.70964, 3.70964, 11.6867, 3.70964, 3.70964, 19.7631
2.8848, 29.0535, 29.2732, 3.73076, 5.57257, -0.2197, 5.94842, 0, 3.73076, 3.73077, 3.73079, 3.73088, 3.73871, 3.73242, 3.998, 3.73076, 3.73076, 3.73076, 3.73076, 3.73076, 3.73076, 3.73076, 3.73076, 11.9492, 3.73076, 3.73076, 18.5601
2.89267, 24.5735, 28.5175, 3.74867, 5.15495, -3.94406, 6.23618, 0, 3.74867, 3.74868, 3.7487, 3.74879, 3.75662, 3.75005, 3.98627, 3.74867, 3.74867, 3.74867, 3.74867, 3.74867, 3.74867, 3.74867, 3.74867, 12.2652, 3.74867, 3.74867, 17.2664
2.90054, 23.368, 27.7364, 3.76291, 5.03667, -4.36839, 6.51557, 0, 3.76291, 3.76292, 3.76294, 3.76303, 3.77086, 3.76404, 3.97148, 3.76291, 3.76291, 3.76291, 3.76291, 3.76291, 3.76291, 3.76291, 3.76291, 12.6062, 3.76291, 3.76291, 15.9226
2.90841, 28.9715, 26.9361, 3.77302, 5.5652, 2.03539, 6.77813, 0, 3.77302, 3.77303, 3.77305, 3.77314, 3.78097, 3.77394, 3.95377, 3.77302, 3.77302, 3.77302, 3.77302, 3.77302, 3.77302, 3.77302, 3.77302, 12.9469, 3.77302, 3.77302, 14.5673
2.91628, 24.6769, 26.1219, 3.77856, 5.16496, -1.44504, 7.01519, 0, 3.77857, 3.77858, 3.7786, 3.77869, 3.78651, 3.77931, 3.93319, 3.77856, 3.77856, 3.77856, 3.77856, 3.77856, 3.77856, 3.77856, 3.77856, 13.2654, 3.77856, 3.77856, 13.2349
2.92416, 26.3902, 25.2976, 3.77917, 5.32824, 1.09257, 7.21833, 0, 3.77917, 3.77918, 3.7792, 3.77929, 3.78712, 3.77976, 3.90973, 3.77917, 3.77917, 3.77917, 3.77917, 3.77917, 3.77917, 3.77917, 3.77917, 13.5434, 3.77917, 3.77917, 11.9549
2.93203, 20.1107, 24.4652, 3.77452, 4.7022, -4.35453, 7.37988, 0, 3.77453, 3.77454, 3.77455, 3.77464, 3.78247, 3.775, 3.88332, 3.77452, 3.77452, 3.77452, 3.77452, 3.77452, 3.77452, 3.77452, 3.77452, 13.7663, 3.77452, 3.77452, 10.7507
2.9399, 18.5591, 23.6248, 3.76442, 4.53422, -5.06565, 7.4934, 0, 3.76443, 3.76444, 3.76445, 3.76454, 3.77237, 3.7648, 3.85391, 3.76442, 3.76442, 3.76442, 3.76442, 3.76442, 3.76442, 3.76442, 3.76442, 13.9229, 3.76442, 3.76442, 9.63928
2.94777, 26.8343, 22.7749, 3.74879, 5.36976, 4.05943, 7.55409, 0, 3.74879, 3.7488, 3.74882, 3.74891, 3.75674, 3.74909, 3.82143, 3.74879, 3.74879, 3.74879, 3.74879, 3.74879, 3.74879, 3.74879, 3.74879, 14.0055, 3.74879, 3.74879, 8.63179
2.95565, 18.409, 21.9132, 3.72767, 4.51763, -3.50421, 7.55908, 0, 3.72767, 3.72768, 3.7277, 3.72779, 3.73562, 3.72791, 3.78587, 3.72767, 3.72767, 3.72767, 3.72767, 3.72767, 3.72767, 3.72767, 3.72767, 14.0093, 3.72767, 3.72767, 7.73352
