   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_84.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
19.0628, 2, 0.270242, 0.0131835, 2, 1.72976, 0.0131835, 0, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131835, 0.0131868, 0.0131835, 0.270239, 0.0131835, 0.0131835
19.0706, 1, 0.262105, 0.0120092, 1.73205, 0.737895, 0.0120092, 0, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120092, 0.0120125, 0.0120092, 0.262101, 0.0120092, 0.0120092
19.0785, 0.3444, 0.253867, 0.0105398, 1.53114, 0.0905332, 0.0105398, 0, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105398, 0.0105431, 0.0105398, 0.253864, 0.0105398, 0.0105398
19.0864, 0.6556, 0.245921, 0.0091662, 1.6296, 0.409678, 0.0091662, 0, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.0091662, 0.00916949, 0.0091662, 0.245918, 0.0091662, 0.0091662
19.0942, 0, 0.23995, 0.00957802, 1.41421, -0.23995, 0.00957802, 0, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00957802, 0.00958131, 0.00957802, 0.239947, 0.00957802, 0.00957802
19.1021, 0, 0.233416, 0.00923182, 1.41421, -0.233416, 0.00923182, 0, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923182, 0.00923511, 0.00923182, 0.233412, 0.00923182, 0.00923182
19.11, 1.33499, 0.226428, 0.00824466, 1.82619, 1.10856, 0.00824466, 0, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824466, 0.00824796, 0.00824466, 0.226425, 0.00824466, 0.00824466
19.1179, 0.665015, 0.219383, 0.00701728, 1.63249, 0.445632, 0.00701728, 0, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00701728, 0.00702059, 0.00701728, 0.21938, 0.00701728, 0.00701728
19.1257, 0, 0.212621, 0.00588878, 1.41421, -0.212621, 0.00588878, 0, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00588878, 0.00589208, 0.00588878, 0.212618, 0.00588878, 0.00588878
19.1336, 0, 0.207519, 0.00624359, 1.41421, -0.207519, 0.00624359, 0, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.00624359, 0.0062469, 0.00624359, 0.207516, 0.00624359, 0.00624359
19.1415, 0, 0.201961, 0.00596912, 1.41421, -0.201961, 0.00596912, 0, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00596912, 0.00597243, 0.00596912, 0.201958, 0.00596912, 0.00596912
19.1494, 0, 0.196049, 0.00516881, 1.41421, -0.196049, 0.00516881, 0, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00516881, 0.00517212, 0.00516881, 0.196045, 0.00516881, 0.00516881
19.1572, 1, 0.19012, 0.00418921, 1.73205, 0.80988, 0.00418921, 0, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00418921, 0.00419253, 0.00418921, 0.190117, 0.00418921, 0.00418921
19.1651, 0, 0.184455, 0.00331244, 1.41421, -0.184455, 0.00331244, 0, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331244, 0.00331576, 0.00331244, 0.184452, 0.00331244, 0.00331244
19.173, 0, 0.180114, 0.00360333, 1.41421, -0.180114, 0.00360333, 0, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360333, 0.00360665, 0.00360333, 0.180111, 0.00360333, 0.00360333
19.1808, 0, 0.175432, 0.00340339, 1.41421, -0.175432, 0.00340339, 0, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340339, 0.00340672, 0.00340339, 0.175428, 0.00340339, 0.00340339
19.1887, 0, 0.170493, 0.00280094, 1.41421, -0.170493, 0.00280094, 0, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280094, 0.00280428, 0.00280094, 0.17049, 0.00280094, 0.00280094
19.1966, 0, 0.16558, 0.00208361, 1.41421, -0.16558, 0.00208361, 0, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208361, 0.00208694, 0.00208361, 0.165577, 0.00208361, 0.00208361
19.2045, 0, 0.160911, 0.00147219, 1.41421, -0.160911, 0.00147219, 0, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147219, 0.00147553, 0.00147219, 0.160908, 0.00147219, 0.00147219
19.2123, 0, 0.157209, 0.00169702, 1.41421, -0.157209, 0.00169702, 0, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00169702, 0.00170037, 0.00169702, 0.157205, 0.00169702, 0.00169702
19.2202, 0, 0.153282, 0.00157101, 1.41421, -0.153282, 0.00157101, 0, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157101, 0.00157435, 0.00157101, 0.153279, 0.00157101, 0.00157101
19.2281, 0, 0.1492, 0.00116509, 1.41421, -0.1492, 0.00116509, 0, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116509, 0.00116843, 0.00116509, 0.149196, 0.00116509, 0.00116509
19.236, 1, 0.145186, 0.000710701, 1.73205, 0.854814, 0.000710701, 0, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000710701, 0.000714052, 0.000710701, 0.145182, 0.000710701, 0.000710701
19.2438, 0, 0.141397, 0.000368048, 1.41421, -0.141397, 0.000368048, 0, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000368048, 0.000371403, 0.000368048, 0.141393, 0.000368048, 0.000368048
19.2517, 0, 0.138215, 0.00052226, 1.41421, -0.138215, 0.00052226, 0, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.00052226, 0.000525618, 0.00052226, 0.138212, 0.00052226, 0.00052226
19.2596, 0, 0.134927, 0.00046547, 1.41421, -0.134927, 0.00046547, 0, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.00046547, 0.000468831, 0.00046547, 0.134923, 0.00046547, 0.00046547
19.2674, 0, 0.131583, 0.000251587, 1.41421, -0.131583, 0.000251587, 0, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000251587, 0.000254952, 0.000251587, 0.131579, 0.000251587, 0.000251587
19.2753, 0, 0.128362, 6.28968e-05, 1.41421, -0.128362, 6.28968e-05, 0, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.28968e-05, 6.62654e-05, 6.28968e-05, 0.128358, 6.28968e-05, 6.28968e-05
19.2832, 0, 0.125358, 0, 1.41421, -0.125358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37225e-06, 0, 0.125355, 0, 0
19.2911, 0, 0.122574, 6.5789e-05, 1.41421, -0.122574, 6.5789e-05, 0, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.5789e-05, 6.9165e-05, 6.5789e-05, 0.122571, 6.5789e-05, 6.5789e-05
19.2989, 0, 0.119864, 0.000118722, 1.41421, -0.119864, 0.000118722, 0, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000118722, 0.000122102, 0.000118722, 0.11986, 0.000118722, 0.000118722
19.3068, 0, 0.117141, 7.86453e-05, 1.41421, -0.117141, 7.86453e-05, 0, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 7.86453e-05, 8.20295e-05, 7.86453e-05, 0.117137, 7.86453e-05, 7.86453e-05
19.3147, 0, 0.114479, 1.96613e-05, 1.41421, -0.114479, 1.96613e-05, 0, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 1.96613e-05, 2.30502e-05, 1.96613e-05, 0.114476, 1.96613e-05, 1.96613e-05
19.3225, 0, 0.111932, 1.16525e-32, 1.41421, -0.111932, 1.16525e-32, 0, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 3.39398e-06, 1.16525e-32, 0.111928, 1.16525e-32, 1.16525e-32
19.3304, 0.267592, 0.109532, 5.52912e-05, 1.50585, 0.15806, 5.52912e-05, 0, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.52912e-05, 5.8691e-05, 5.52912e-05, 0.109528, 5.52912e-05, 5.52912e-05
19.3383, 0.732408, 0.107189, 9.91009e-05, 1.653, 0.625219, 9.91009e-05, 0, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 9.91009e-05, 0.000102507, 9.91009e-05, 0.107186, 9.91009e-05, 9.91009e-05
19.3462, 0, 0.104834, 6.55451e-05, 1.41421, -0.104834, 6.55451e-05, 0, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.55451e-05, 6.89597e-05, 6.55451e-05, 0.104831, 6.55451e-05, 6.55451e-05
19.354, 0, 0.102528, 1.63863e-05, 1.41421, -0.102528, 1.63863e-05, 0, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.63863e-05, 1.98106e-05, 1.63863e-05, 0.102524, 1.63863e-05, 1.63863e-05
19.3619, 0, 0.100314, 4.66099e-32, 1.41421, -0.100314, 4.66099e-32, 0, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 3.43618e-06, 4.66099e-32, 0.10031, 4.66099e-32, 4.66099e-32
19.3698, 0, 0.0982258, 5.43306e-05, 1.41421, -0.0982258, 5.43306e-05, 0, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.43306e-05, 5.77816e-05, 5.43306e-05, 0.0982224, 5.43306e-05, 5.43306e-05
19.3777, 0, 0.096182, 9.74036e-05, 1.41421, -0.096182, 9.74036e-05, 0, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 9.74036e-05, 0.000100873, 9.74036e-05, 0.0961785, 9.74036e-05, 9.74036e-05
19.3855, 0.25062, 0.0941132, 6.44262e-05, 1.50021, 0.156507, 6.44262e-05, 0, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.44262e-05, 6.79194e-05, 6.44262e-05, 0.0941097, 6.44262e-05, 6.44262e-05
19.3934, 0.74938, 0.0920768, 1.61066e-05, 1.65813, 0.657304, 1.61066e-05, 0, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.61066e-05, 1.96298e-05, 1.61066e-05, 0.0920733, 1.61066e-05, 1.61066e-05
19.4013, 0.245788, 0.0901197, 4.66099e-32, 1.4986, 0.155668, 4.66099e-32, 0, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 3.56145e-06, 4.66099e-32, 0.0901162, 4.66099e-32, 4.66099e-32
19.4091, 0.997395, 0.0882757, 5.34209e-05, 1.7313, 0.909119, 5.34209e-05, 0, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.34209e-05, 5.70311e-05, 5.34209e-05, 0.0882721, 5.34209e-05, 5.34209e-05
19.417, 0.756817, 0.086461, 9.58008e-05, 1.66037, 0.670356, 9.58008e-05, 0, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.58008e-05, 9.94731e-05, 9.58008e-05, 0.0864573, 9.58008e-05, 9.58008e-05
19.4249, 0.238473, 0.0846115, 6.33703e-05, 1.49615, 0.153861, 6.33703e-05, 0, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.33703e-05, 6.71214e-05, 6.33703e-05, 0.0846077, 6.33703e-05, 6.33703e-05
19.4328, 0.761527, 0.0827833, 1.58426e-05, 1.66178, 0.678744, 1.58426e-05, 0, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.58426e-05, 1.96935e-05, 1.58426e-05, 0.0827794, 1.58426e-05, 1.58426e-05
19.4406, 1.23352, 0.0810216, 4.66099e-32, 1.7982, 1.15249, 4.66099e-32, 0, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 4.66099e-32, 3.97703e-06, 4.66099e-32, 0.0810176, 4.66099e-32, 4.66099e-32
19.4485, 0.766485, 0.079361, 5.19587e-05, 1.66328, 0.687124, 5.19587e-05, 0, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.19587e-05, 5.60942e-05, 5.19587e-05, 0.0793569, 5.19587e-05, 5.19587e-05
19.4564, 0, 0.0777204, 9.31836e-05, 1.41421, -0.0777204, 9.31836e-05, 0, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.31836e-05, 9.75177e-05, 9.31836e-05, 0.0777161, 9.31836e-05, 9.31836e-05
19.4643, 0, 0.0760364, 6.16399e-05, 1.41421, -0.0760364, 6.16399e-05, 0, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.16399e-05, 6.62246e-05, 6.16399e-05, 0.0760318, 6.16399e-05, 6.16399e-05
19.4721, 1, 0.0743661, 1.541e-05, 1.73205, 0.925634, 1.541e-05, 0, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 1.541e-05, 2.03053e-05, 1.541e-05, 0.0743612, 1.541e-05, 1.541e-05
19.48, 0, 0.0727526, 2.62181e-32, 1.41421, -0.0727526, 2.62181e-32, 0, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 2.62181e-32, 5.27701e-06, 2.62181e-32, 0.0727474, 2.62181e-32, 2.62181e-32
19.4879, 0.219137, 0.0712301, 5.03547e-05, 1.48968, 0.147907, 5.03547e-05, 0, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.03547e-05, 5.61004e-05, 5.03547e-05, 0.0712243, 5.03547e-05, 5.03547e-05
19.4957, 0.780863, 0.069721, 9.02988e-05, 1.66759, 0.711142, 9.02988e-05, 0, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.02988e-05, 9.66177e-05, 9.02988e-05, 0.0697147, 9.02988e-05, 9.02988e-05
19.5036, 0, 0.0681648, 5.97303e-05, 1.41421, -0.0681648, 5.97303e-05, 0, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 5.97303e-05, 6.67467e-05, 5.97303e-05, 0.0681578, 5.97303e-05, 5.97303e-05
19.5115, 1, 0.0666159, 1.49326e-05, 1.73205, 0.933384, 1.49326e-05, 0, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 1.49326e-05, 2.27944e-05, 1.49326e-05, 0.066608, 1.49326e-05, 1.49326e-05
19.5194, 0, 0.0651181, 1.16525e-32, 1.41421, -0.0651181, 1.16525e-32, 0, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 1.16525e-32, 8.88194e-06, 1.16525e-32, 0.0651092, 1.16525e-32, 1.16525e-32
19.5272, 0, 0.0637055, 4.94482e-05, 1.41421, -0.0637055, 4.94482e-05, 0, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 4.94482e-05, 5.95557e-05, 4.94482e-05, 0.0636954, 4.94482e-05, 4.94482e-05
19.5351, 0, 0.0623023, 8.85997e-05, 1.41421, -0.0623023, 8.85997e-05, 0, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 8.85997e-05, 0.000100175, 8.85997e-05, 0.0622907, 8.85997e-05, 8.85997e-05
19.543, 1, 0.0608495, 5.85953e-05, 1.73205, 0.939151, 5.85953e-05, 0, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 5.85953e-05, 7.19222e-05, 5.85953e-05, 0.0608361, 5.85953e-05, 5.85953e-05
19.5508, 1, 0.0594024, 1.46488e-05, 1.73205, 0.940598, 1.46488e-05, 0, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 1.46488e-05, 3.00599e-05, 1.46488e-05, 0.0593869, 1.46488e-05, 1.46488e-05
19.5587, 0, 0.058003, 2.91312e-33, 1.41421, -0.058003, 2.91312e-33, 0, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 2.91312e-33, 1.78872e-05, 2.91312e-33, 0.0579851, 2.91312e-33, 2.91312e-33
19.5666, 0, 0.0566895, 5.13397e-05, 1.41421, -0.0566895, 5.13397e-05, 0, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 5.13397e-05, 7.21612e-05, 5.13397e-05, 0.0566687, 5.13397e-05, 5.13397e-05
19.5745, 0, 0.0553842, 9.20418e-05, 1.41421, -0.0553842, 9.20418e-05, 0, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 9.20418e-05, 0.00011634, 9.20418e-05, 0.0553599, 9.20418e-05, 9.20418e-05
19.5823, 0, 0.0540267, 6.08798e-05, 1.41421, -0.0540267, 6.08798e-05, 0, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 6.08798e-05, 8.92966e-05, 6.08798e-05, 0.0539983, 6.08798e-05, 6.08798e-05
19.5902, 0, 0.0526749, 1.52199e-05, 1.41421, -0.0526749, 1.52199e-05, 0, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 1.52199e-05, 4.85177e-05, 1.52199e-05, 0.0526416, 1.52199e-05, 1.52199e-05
19.5981, 0, 0.0513737, 0, 1.41421, -0.0513737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90978e-05, 0, 0.0513346, 0, 0
19.606, 0, 0.0501841, 7.5208e-05, 1.41421, -0.0501841, 7.5208e-05, 0, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 7.5208e-05, 0.000121209, 7.5208e-05, 0.0501381, 7.5208e-05, 7.5208e-05
