   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_37.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.248067, 0, 1.22158e-17, 0, 1.41421, -1.22158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56919e-19, 0, 0, 2.08606e-22, 3.9233e-21, 0, 1.20548e-17, 0, 0, 0
0.255773, 0, 2.81999e-17, 0, 1.41421, -2.81999e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6224e-19, 0, 0, 4.86775e-22, 9.21115e-21, 0, 2.78279e-17, 0, 0, 0
0.263478, 0, 6.4145e-17, 0, 1.41421, -6.4145e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23966e-19, 0, 0, 1.11967e-21, 2.13053e-20, 0, 6.32986e-17, 0, 0, 0
0.271183, 0, 1.43823e-16, 0, 1.41421, -1.43823e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84744e-18, 0, 0, 2.53968e-21, 4.85689e-20, 0, 1.41924e-16, 0, 0, 0
0.278888, 0, 3.17972e-16, 0, 1.41421, -3.17972e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08439e-18, 0, 0, 5.68269e-21, 1.09169e-19, 0, 3.13772e-16, 0, 0, 0
0.286594, 0, 6.93385e-16, 0, 1.41421, -6.93385e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.9065e-18, 0, 0, 1.25475e-20, 2.42028e-19, 0, 6.84224e-16, 0, 0, 0
0.294299, 0, 1.49176e-15, 0, 1.41421, -1.49176e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91614e-17, 0, 0, 2.73472e-20, 5.29413e-19, 0, 1.47205e-15, 0, 0, 0
0.302004, 0, 3.16718e-15, 0, 1.41421, -3.16718e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06812e-17, 0, 0, 5.88492e-20, 1.14293e-18, 0, 3.1253e-15, 0, 0, 0
0.30971, 0, 6.63728e-15, 0, 1.41421, -6.63728e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52517e-17, 0, 0, 1.2507e-19, 2.43589e-18, 0, 6.54946e-15, 0, 0, 0
0.317415, 0, 1.3732e-14, 0, 1.41421, -1.3732e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76376e-16, 0, 0, 2.62584e-19, 5.12651e-18, 0, 1.35503e-14, 0, 0, 0
0.32512, 0, 2.80533e-14, 0, 1.41421, -2.80533e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60314e-16, 0, 0, 5.44745e-19, 1.06564e-17, 0, 2.76818e-14, 0, 0, 0
0.332826, 0, 5.65991e-14, 0, 1.41421, -5.65991e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26938e-16, 0, 0, 1.11694e-18, 2.18837e-17, 0, 5.58492e-14, 0, 0, 0
0.340531, 0, 1.1279e-13, 0, 1.41421, -1.1279e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4486e-15, 0, 0, 2.26401e-18, 4.44057e-17, 0, 1.11295e-13, 0, 0, 0
0.348236, 0, 2.22035e-13, 0, 1.41421, -2.22035e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85163e-15, 0, 0, 4.53786e-18, 8.90538e-17, 0, 2.1909e-13, 0, 0, 0
0.355941, 0, 4.31833e-13, 0, 1.41421, -4.31833e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54602e-15, 0, 0, 8.99638e-18, 1.76541e-16, 0, 4.26101e-13, 0, 0, 0
0.363647, 0, 8.29845e-13, 0, 1.41421, -8.29845e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06576e-14, 0, 0, 1.76467e-17, 3.46023e-16, 0, 8.18824e-13, 0, 0, 0
0.371352, 0, 1.57582e-12, 0, 1.41421, -1.57582e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02382e-14, 0, 0, 3.42599e-17, 6.70706e-16, 0, 1.55488e-12, 0, 0, 0
0.379057, 0, 2.95722e-12, 1.38729e-43, 1.41421, -2.95722e-12, 0, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 3.79804e-14, 1.38729e-43, 1.38729e-43, 6.58588e-17, 1.28592e-15, 1.38729e-43, 2.91789e-12, 1.38729e-43, 1.38729e-43, 1.38729e-43
0.386763, 0, 5.48486e-12, 2.30373e-42, 1.41421, -5.48486e-12, 0, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 2.30373e-42, 7.0447e-14, 2.30373e-42, 2.30373e-42, 1.25415e-16, 2.43928e-15, 2.30373e-42, 5.41185e-12, 2.30373e-42, 2.30373e-42, 2.30373e-42
0.394468, 0, 1.00551e-11, 3.14199e-41, 1.41421, -1.00551e-11, 0, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 3.14199e-41, 1.29158e-13, 3.14199e-41, 3.14199e-41, 2.36714e-16, 4.57925e-15, 3.14199e-41, 9.92114e-12, 3.14199e-41, 3.14199e-41, 3.14199e-41
0.402173, 0, 1.82213e-11, 3.78932e-40, 1.41421, -1.82213e-11, 0, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 3.78932e-40, 2.34083e-13, 3.78932e-40, 3.78932e-40, 4.4311e-16, 8.51039e-15, 3.78932e-40, 1.79783e-11, 3.78932e-40, 3.78932e-40, 3.78932e-40
0.409878, 0, 3.26512e-11, 1.39587e-38, 1.41421, -3.26512e-11, 0, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 1.39587e-38, 4.19549e-13, 1.39587e-38, 1.39587e-38, 8.24897e-16, 1.56818e-14, 1.39587e-38, 3.22151e-11, 1.39587e-38, 1.39587e-38, 1.39587e-38
0.417584, 0, 5.78237e-11, 1.26046e-37, 1.41421, -5.78237e-11, 0, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 1.26046e-37, 7.43207e-13, 1.26046e-37, 1.26046e-37, 1.52221e-15, 2.85976e-14, 1.26046e-37, 5.70504e-11, 1.26046e-37, 1.26046e-37, 1.26046e-37
0.425289, 0, 1.01247e-10, 1.044e-36, 1.41421, -1.01247e-10, 0, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.044e-36, 1.30183e-12, 1.044e-36, 1.044e-36, 2.79244e-15, 5.16996e-14, 1.044e-36, 9.9891e-11, 1.044e-36, 1.044e-36, 1.044e-36
0.432994, 0, 1.75291e-10, 7.96978e-36, 1.41421, -1.75291e-10, 0, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 7.96978e-36, 2.25504e-12, 7.96978e-36, 7.96978e-36, 5.0971e-15, 9.27132e-14, 7.96978e-36, 1.72939e-10, 7.96978e-36, 7.96978e-36, 7.96978e-36
0.4407, 0, 3.00102e-10, 5.63261e-35, 1.41421, -3.00102e-10, 0, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 5.63261e-35, 3.8633e-12, 5.63261e-35, 5.63261e-35, 9.26628e-15, 1.6505e-13, 5.63261e-35, 2.96064e-10, 5.63261e-35, 5.63261e-35, 5.63261e-35
0.448405, 0, 5.0809e-10, 3.78611e-34, 1.41421, -5.0809e-10, 0, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 3.78611e-34, 6.54665e-12, 3.78611e-34, 3.78611e-34, 1.67934e-14, 2.91936e-13, 3.78611e-34, 5.01235e-10, 3.78611e-34, 3.78611e-34, 3.78611e-34
0.45611, 0, 8.50764e-10, 2.4907e-33, 1.41421, -8.50764e-10, 0, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 2.4907e-33, 1.09746e-11, 2.4907e-33, 2.4907e-33, 3.0367e-14, 5.1356e-13, 2.4907e-33, 8.39245e-10, 2.4907e-33, 2.4907e-33, 2.4907e-33
0.463815, 0, 1.40899e-09, 1.55693e-32, 1.41421, -1.40899e-09, 0, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.55693e-32, 1.82023e-11, 1.55693e-32, 1.55693e-32, 5.48296e-14, 8.99523e-13, 1.55693e-32, 1.38983e-09, 1.55693e-32, 1.55693e-32, 1.55693e-32
0.471521, 0, 2.30821e-09, 9.16126e-32, 1.41421, -2.30821e-09, 0, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 9.16126e-32, 2.98746e-11, 9.16126e-32, 9.16126e-32, 9.89046e-14, 1.57065e-12, 9.16126e-32, 2.27666e-09, 9.16126e-32, 9.16126e-32, 9.16126e-32
0.479226, 0, 3.74066e-09, 5.06758e-31, 1.41421, -3.74066e-09, 0, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 5.06758e-31, 4.85271e-11, 5.06758e-31, 5.06758e-31, 1.78295e-13, 2.73744e-12, 5.06758e-31, 3.68921e-09, 5.06758e-31, 5.06758e-31, 5.06758e-31
0.486931, 0, 5.99749e-09, 2.6392e-30, 1.41421, -5.99749e-09, 0, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 2.6392e-30, 7.80287e-11, 2.6392e-30, 2.6392e-30, 3.21218e-13, 4.76817e-12, 2.6392e-30, 5.91437e-09, 2.6392e-30, 2.6392e-30, 2.6392e-30
0.494637, 0, 9.51441e-09, 1.29741e-29, 1.41421, -9.51441e-09, 0, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.29741e-29, 1.24222e-10, 1.29741e-29, 1.29741e-29, 5.7821e-13, 8.30989e-12, 1.29741e-29, 9.3813e-09, 1.29741e-29, 1.29741e-29, 1.29741e-29
0.502342, 0, 1.4936e-08, 6.0374e-29, 1.41421, -1.4936e-08, 0, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 6.0374e-29, 1.95843e-10, 6.0374e-29, 6.0374e-29, 1.03938e-12, 1.45039e-11, 6.0374e-29, 1.47246e-08, 6.0374e-29, 6.0374e-29, 6.0374e-29
0.510047, 0, 2.32047e-08, 2.66711e-28, 1.41421, -2.32047e-08, 0, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 2.66711e-28, 3.05832e-10, 2.66711e-28, 2.66711e-28, 1.86447e-12, 2.5368e-11, 2.66711e-28, 2.28716e-08, 2.66711e-28, 2.66711e-28, 2.66711e-28
0.517753, 0, 3.56831e-08, 1.12171e-27, 1.41421, -3.56831e-08, 0, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 1.12171e-27, 4.73182e-10, 1.12171e-27, 1.12171e-27, 3.33456e-12, 4.44735e-11, 1.12171e-27, 3.51621e-08, 1.12171e-27, 1.12171e-27, 1.12171e-27
0.525458, 0, 5.43181e-08, 4.50287e-27, 1.41421, -5.43181e-08, 0, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 4.50287e-27, 7.25516e-10, 4.50287e-27, 4.50287e-27, 5.94019e-12, 7.81322e-11, 4.50287e-27, 5.35086e-08, 4.50287e-27, 4.50287e-27, 4.50287e-27
0.533163, 0, 8.18636e-08, 1.7297e-26, 1.41421, -8.18636e-08, 0, 1.7297e-26, 1.7297e-26, 1.7297e-26, 1.7297e-26, 1.7297e-26, 1.7297e-26, 3.15358e-13, 1.7297e-26, 1.7297e-26, 1.7297e-26, 1.10269e-09, 1.7297e-26, 1.7297e-26, 1.05296e-11, 1.37467e-10, 1.7297e-26, 8.06126e-08, 1.7297e-26, 1.7297e-26, 1.7297e-26
0.540868, 0, 1.22169e-07, 6.37338e-26, 1.41421, -1.22169e-07, 0, 6.37338e-26, 6.37338e-26, 6.37338e-26, 6.37338e-26, 6.37338e-26, 6.37338e-26, 1.23066e-12, 6.37338e-26, 6.37338e-26, 6.37338e-26, 1.66171e-09, 6.37338e-26, 6.37338e-26, 1.85548e-11, 2.41968e-10, 6.37338e-26, 1.20245e-07, 6.37338e-26, 6.37338e-26, 6.37338e-26
0.548574, 0, 1.80557e-07, 2.2643e-25, 1.41421, -1.80557e-07, 0, 2.2643e-25, 2.2643e-25, 2.2643e-25, 2.2643e-25, 2.2643e-25, 2.2643e-25, 3.77584e-12, 2.2643e-25, 2.2643e-25, 2.2643e-25, 2.48343e-09, 2.2643e-25, 2.2643e-25, 3.24745e-11, 4.25532e-10, 2.2643e-25, 1.77612e-07, 2.2643e-25, 2.2643e-25, 2.2643e-25
0.556279, 0, 2.6655e-07, 4.58392e-10, 1.41421, -2.6655e-07, 4.58392e-10, 4.58419e-10, 4.58443e-10, 4.58516e-10, 4.58443e-10, 4.58648e-10, 4.58532e-10, 4.83957e-10, 4.66851e-10, 4.65672e-10, 2.1503e-09, 4.14016e-09, 4.59605e-10, 4.58437e-10, 5.14799e-10, 1.20496e-09, 4.58393e-10, 2.60316e-07, 4.58392e-10, 4.58392e-10, 4.72526e-10
0.563984, 0, 3.91973e-07, 1.7738e-09, 1.41421, -3.91973e-07, 1.7738e-09, 1.77391e-09, 1.774e-09, 1.77428e-09, 1.774e-09, 1.77479e-09, 1.77435e-09, 1.86009e-09, 1.80661e-09, 1.80204e-09, 8.33608e-09, 7.18941e-09, 1.77851e-09, 1.77398e-09, 1.87099e-09, 3.07847e-09, 1.77381e-09, 3.78384e-07, 1.7738e-09, 1.7738e-09, 1.82862e-09
0.571689, 0, 5.77203e-07, 5.40592e-09, 1.41421, -5.77203e-07, 5.40592e-09, 5.40624e-09, 5.40653e-09, 5.40739e-09, 5.40652e-09, 5.40895e-09, 5.40758e-09, 5.65532e-09, 5.50603e-09, 5.49208e-09, 2.54281e-08, 1.3311e-08, 5.42027e-09, 5.40645e-09, 5.5719e-09, 7.67333e-09, 5.40593e-09, 5.46217e-07, 5.40592e-09, 5.40592e-09, 5.57318e-09
0.579395, 0, 8.58082e-07, 1.50778e-08, 1.41421, -8.58082e-07, 1.50778e-08, 1.50787e-08, 1.50795e-08, 1.50819e-08, 1.50795e-08, 1.50863e-08, 1.50825e-08, 1.57507e-08, 1.53572e-08, 1.53183e-08, 7.09606e-08, 2.65302e-08, 1.51179e-08, 1.50793e-08, 1.53587e-08, 1.89909e-08, 1.50779e-08, 7.8483e-07, 1.50778e-08, 1.50778e-08, 1.55447e-08
0.5871, 0, 1.30256e-06, 3.99463e-08, 1.41421, -1.30256e-06, 3.99463e-08, 3.99486e-08, 3.99508e-08, 3.99572e-08, 3.99508e-08, 3.99687e-08, 3.99586e-08, 4.16827e-08, 4.0687e-08, 4.05837e-08, 1.88075e-07, 5.64156e-08, 4.00525e-08, 3.99502e-08, 4.04172e-08, 4.66449e-08, 3.99464e-08, 1.12627e-06, 3.99463e-08, 3.99463e-08, 4.11838e-08
0.594805, 0, 2.04718e-06, 1.01729e-07, 1.41421, -2.04718e-06, 1.01729e-07, 1.01735e-07, 1.01741e-07, 1.01757e-07, 1.01741e-07, 1.01786e-07, 1.01761e-07, 1.06051e-07, 1.03616e-07, 1.03353e-07, 4.79108e-07, 1.25241e-07, 1.02e-07, 1.01739e-07, 1.02511e-07, 1.131e-07, 1.0173e-07, 1.62273e-06, 1.01729e-07, 1.01729e-07, 1.04882e-07
0.602511, 0, 3.37456e-06, 2.5007e-07, 1.41421, -3.37456e-06, 2.5007e-07, 2.50084e-07, 2.50098e-07, 2.50138e-07, 2.50098e-07, 2.5021e-07, 2.50147e-07, 2.60798e-07, 2.5471e-07, 2.54063e-07, 1.17804e-06, 2.83393e-07, 2.50735e-07, 2.50094e-07, 2.51355e-07, 2.69173e-07, 2.5007e-07, 2.36471e-06, 2.5007e-07, 2.5007e-07, 2.57822e-07
0.610216, 0, 5.87237e-06, 5.94352e-07, 1.41421, -5.87237e-06, 5.94352e-07, 5.94387e-07, 5.94419e-07, 5.94514e-07, 5.94418e-07, 5.94685e-07, 5.94535e-07, 6.2084e-07, 6.05383e-07, 6.03845e-07, 2.80061e-06, 6.41247e-07, 5.95933e-07, 5.9441e-07, 5.96445e-07, 6.26097e-07, 5.94353e-07, 3.51745e-06, 5.94352e-07, 5.94352e-07, 6.12783e-07
0.617921, 0, 1.07485e-05, 1.36686e-06, 1.41421, -1.07485e-05, 1.36686e-06, 1.36694e-06, 1.36701e-06, 1.36723e-06, 1.36701e-06, 1.36762e-06, 1.36728e-06, 1.43173e-06, 1.39223e-06, 1.3887e-06, 6.4423e-06, 1.43239e-06, 1.37049e-06, 1.36699e-06, 1.37023e-06, 1.41903e-06, 1.36686e-06, 5.39181e-06, 1.36686e-06, 1.36686e-06, 1.40926e-06
0.625627, 0, 2.04261e-05, 3.04296e-06, 1.41421, -2.04261e-05, 3.04296e-06, 3.04313e-06, 3.0433e-06, 3.04379e-06, 3.0433e-06, 3.04466e-06, 3.04389e-06, 3.19455e-06, 3.09947e-06, 3.09159e-06, 1.43459e-05, 3.1339e-06, 3.05106e-06, 3.04326e-06, 3.04835e-06, 3.12775e-06, 3.04296e-06, 8.57809e-06, 3.04296e-06, 3.04296e-06, 3.13738e-06
0.633332, 0, 3.96348e-05, 6.55989e-06, 1.41421, -3.96348e-05, 6.55989e-06, 6.56028e-06, 6.56063e-06, 6.56169e-06, 6.56062e-06, 6.56358e-06, 6.56191e-06, 6.9029e-06, 6.68177e-06, 6.66478e-06, 3.0935e-05, 6.68526e-06, 6.57737e-06, 6.56054e-06, 6.56844e-06, 6.69621e-06, 6.55991e-06, 1.41886e-05, 6.55989e-06, 6.55989e-06, 6.76352e-06
0.641037, 0, 7.73129e-05, 1.36978e-05, 1.41421, -7.73129e-05, 1.36978e-05, 1.36986e-05, 1.36993e-05, 1.37015e-05, 1.36993e-05, 1.37055e-05, 1.3702e-05, 1.44549e-05, 1.39523e-05, 1.39168e-05, 6.46149e-05, 1.38695e-05, 1.37343e-05, 1.36991e-05, 1.37112e-05, 1.39146e-05, 1.36978e-05, 2.42802e-05, 1.36978e-05, 1.36978e-05, 1.41231e-05
0.648742, 0, 0.000149775, 2.77123e-05, 1.41421, -0.000149775, 2.77123e-05, 2.77139e-05, 2.77154e-05, 2.77199e-05, 2.77154e-05, 2.77279e-05, 2.77208e-05, 2.93442e-05, 2.82276e-05, 2.81557e-05, 0.000130766, 2.79461e-05, 2.77862e-05, 2.7715e-05, 2.77332e-05, 2.80539e-05, 2.77124e-05, 4.25568e-05, 2.77123e-05, 2.77123e-05, 2.85732e-05
