   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_149.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.82158, 700.54, 670.168, 0.443138, 26.5055, 30.3721, 0.444148, 0.00262938, 0.443145, 0.443155, 0.444392, 0.444197, 0.444059, 0.448486, 0.456287, 670.13, 0.445737, 0.443138, 0.443138, 0.443138, 0.443139, 0.452856, 0.443138, 0.443138, 0.446239
1.82945, 611.211, 578.92, 0.439583, 24.7631, 32.2917, 0.4406, 0.00246197, 0.43959, 0.4396, 0.440882, 0.440665, 0.440508, 0.445358, 0.456242, 578.878, 0.441936, 0.439583, 0.439583, 0.439583, 0.439583, 0.44932, 0.439583, 0.439583, 0.442703
1.83732, 515.15, 494.129, 0.434897, 22.7409, 21.021, 0.435924, 0.00229377, 0.434905, 0.434915, 0.436244, 0.436004, 0.435829, 0.441127, 0.45622, 494.082, 0.437035, 0.434897, 0.434897, 0.434897, 0.434898, 0.444677, 0.434897, 0.434897, 0.438042
1.84518, 424.115, 416.903, 0.429419, 20.6426, 7.21234, 0.430456, 0.0021254, 0.429427, 0.429438, 0.430815, 0.430552, 0.43036, 0.436127, 0.456852, 416.849, 0.431366, 0.429419, 0.429419, 0.429419, 0.429419, 0.439262, 0.429419, 0.429419, 0.432592
1.85305, 359.576, 347.858, 0.423511, 19.0152, 11.7182, 0.424561, 0.0019578, 0.42352, 0.423531, 0.424956, 0.424671, 0.424464, 0.430722, 0.458836, 347.796, 0.425287, 0.423511, 0.423511, 0.423511, 0.423512, 0.433435, 0.423511, 0.423511, 0.426717
1.86091, 291.257, 287.188, 0.417549, 17.1248, 4.06894, 0.41861, 0.0017921, 0.417558, 0.41757, 0.419042, 0.418734, 0.418514, 0.425284, 0.462902, 287.116, 0.419171, 0.417549, 0.417549, 0.417549, 0.41755, 0.427567, 0.417549, 0.417549, 0.420787
1.86878, 252.925, 234.73, 0.411898, 15.9664, 18.1954, 0.412971, 0.00162956, 0.411908, 0.411919, 0.413437, 0.413108, 0.412876, 0.420179, 0.469791, 234.644, 0.413379, 0.411898, 0.411898, 0.411898, 0.411899, 0.422021, 0.411898, 0.411898, 0.41517
1.87665, 177.944, 190.049, 0.406901, 13.4143, -12.1054, 0.407986, 0.00147153, 0.406911, 0.406923, 0.408484, 0.408134, 0.407895, 0.415748, 0.480209, 189.947, 0.408254, 0.406901, 0.406901, 0.406901, 0.406902, 0.417138, 0.406901, 0.406901, 0.410206
1.88451, 137.827, 152.52, 0.402864, 11.8248, -14.6937, 0.403961, 0.00131929, 0.402875, 0.402887, 0.404488, 0.40412, 0.403876, 0.412297, 0.494789, 152.399, 0.404099, 0.402864, 0.402864, 0.402864, 0.402865, 0.413222, 0.402864, 0.402864, 0.406201
1.89238, 116.342, 121.405, 0.400046, 10.8785, -5.0638, 0.401154, 0.00117406, 0.400057, 0.40007, 0.401708, 0.401323, 0.401078, 0.410083, 0.514049, 121.261, 0.401173, 0.400046, 0.400046, 0.400046, 0.400048, 0.410532, 0.400046, 0.400046, 0.403413
1.90024, 102.977, 95.9142, 0.398652, 10.2458, 7.06278, 0.399769, 0.00103691, 0.398664, 0.398676, 0.400347, 0.399947, 0.399707, 0.409311, 0.538352, 95.7436, 0.399677, 0.398652, 0.398652, 0.398652, 0.398653, 0.409271, 0.398652, 0.398652, 0.402046
1.90811, 76.0921, 75.2586, 0.398827, 8.83698, 0.833542, 0.399953, 0.000908721, 0.398839, 0.398852, 0.400552, 0.400139, 0.399907, 0.410124, 0.567858, 75.0579, 0.399758, 0.398827, 0.398827, 0.398827, 0.398828, 0.409585, 0.398827, 0.398827, 0.402246
1.91598, 53.383, 58.6881, 0.400661, 7.44197, -5.30515, 0.401795, 0.000790138, 0.400673, 0.400686, 0.402412, 0.401987, 0.40177, 0.412612, 0.602502, 58.4538, 0.401505, 0.400661, 0.400661, 0.400661, 0.400662, 0.411565, 0.400661, 0.400661, 0.404102
1.92384, 38.779, 45.5167, 0.404188, 6.38584, -6.73776, 0.405328, 0.000681584, 0.4042, 0.404213, 0.405961, 0.405526, 0.40533, 0.41681, 0.641961, 45.2456, 0.40495, 0.404188, 0.404188, 0.404188, 0.404189, 0.415247, 0.404188, 0.404188, 0.407648
1.93171, 32.5966, 35.1345, 0.409396, 5.88189, -2.53791, 0.410542, 0.000583237, 0.409408, 0.409421, 0.411188, 0.410745, 0.410577, 0.422704, 0.685652, 34.8241, 0.410083, 0.409396, 0.409396, 0.409396, 0.409397, 0.420621, 0.409396, 0.409396, 0.412872
1.93958, 35.988, 27.0144, 0.416233, 6.16344, 8.97357, 0.417384, 0.000495059, 0.416245, 0.416259, 0.418041, 0.41759, 0.417458, 0.430242, 0.732732, 26.6628, 0.41685, 0.416233, 0.416233, 0.416233, 0.416234, 0.42764, 0.416233, 0.416233, 0.419723
1.94744, 20.9879, 20.7094, 0.424616, 4.79457, 0.278538, 0.425771, 0.000416805, 0.424629, 0.424642, 0.426438, 0.425981, 0.425892, 0.43934, 0.782124, 20.3158, 0.425169, 0.424616, 0.424616, 0.424616, 0.424617, 0.436222, 0.424616, 0.424616, 0.428118
1.95531, 16.8116, 15.8476, 0.434441, 4.33723, 0.96401, 0.435599, 0.000348063, 0.434453, 0.434467, 0.436273, 0.435811, 0.435774, 0.449895, 0.832559, 15.4124, 0.434934, 0.434441, 0.434441, 0.434441, 0.434442, 0.446269, 0.434441, 0.434441, 0.437953
1.96317, 12.8212, 12.1238, 0.44559, 3.84983, 0.697398, 0.44675, 0.00028828, 0.445602, 0.445616, 0.44743, 0.446965, 0.446989, 0.461789, 0.882639, 11.6487, 0.446028, 0.44559, 0.44559, 0.44559, 0.445591, 0.457667, 0.44559, 0.44559, 0.449111
1.97104, 10.4142, 9.29102, 0.457939, 3.52338, 1.12321, 0.459102, 0.000236805, 0.457952, 0.457965, 0.459786, 0.459318, 0.459413, 0.474899, 0.930899, 8.77893, 0.458327, 0.457939, 0.457939, 0.457939, 0.45794, 0.470299, 0.457939, 0.457939, 0.461468
1.97891, 4.58096, 7.1506, 0.471368, 2.56534, -2.56964, 0.472532, 0.000192915, 0.471381, 0.471394, 0.47322, 0.47275, 0.472926, 0.489103, 0.975905, 6.60578, 0.47171, 0.471368, 0.471368, 0.471368, 0.471369, 0.484048, 0.471368, 0.471368, 0.474904
1.98677, 11.1547, 5.54457, 0.485759, 3.62694, 5.61011, 0.486925, 0.000155856, 0.485772, 0.485786, 0.487616, 0.487143, 0.487412, 0.504289, 1.01633, 4.97249, 0.48606, 0.485759, 0.485759, 0.485759, 0.485761, 0.498803, 0.485759, 0.485759, 0.489302
1.99464, 5.26436, 4.34788, 0.501007, 2.69525, 0.916481, 0.502174, 0.000124864, 0.50102, 0.501034, 0.502867, 0.502393, 0.502764, 0.520352, 1.05104, 3.75502, 0.50127, 0.501007, 0.501007, 0.501007, 0.501009, 0.514465, 0.501007, 0.501007, 0.504558
2.0025, 3.57372, 3.46234, 0.517017, 2.36087, 0.111385, 0.518184, 9.9193e-05, 0.51703, 0.517043, 0.518878, 0.518404, 0.518889, 0.537204, 1.07917, 2.85596, 0.517246, 0.517017, 0.517017, 0.517017, 0.517018, 0.530943, 0.517017, 0.517017, 0.520576
2.01037, 4.71156, 2.81124, 0.533706, 2.59067, 1.90032, 0.534874, 7.81302e-05, 0.533719, 0.533732, 0.535569, 0.535093, 0.535704, 0.554773, 1.10016, 2.19903, 0.533904, 0.533706, 0.533706, 0.533706, 0.533707, 0.548161, 0.533706, 0.533706, 0.537276
2.01824, 3.85254, 2.33517, 0.551005, 2.4192, 1.51737, 0.552173, 6.10116e-05, 0.551017, 0.551031, 0.552869, 0.552393, 0.553141, 0.573004, 1.11383, 1.72495, 0.551176, 0.551005, 0.551005, 0.551005, 0.551006, 0.566056, 0.551005, 0.551005, 0.554589
2.0261, 0.862179, 1.98851, 0.568855, 1.6918, -1.12633, 0.570024, 4.723e-05, 0.568868, 0.568882, 0.570721, 0.570244, 0.57114, 0.591867, 1.12033, 1.38781, 0.569003, 0.568855, 0.568855, 0.568855, 0.568857, 0.584573, 0.568855, 0.568855, 0.572457
2.03397, 0, 1.73656, 0.587212, 1.41421, -1.73656, 0.588381, 3.62394e-05, 0.587225, 0.587239, 0.589078, 0.588601, 0.589657, 0.611355, 1.12017, 1.15234, 0.587338, 0.587212, 0.587212, 0.587212, 0.587213, 0.603673, 0.587212, 0.587212, 0.590836
2.04184, 2.80831, 1.55334, 0.606038, 2.19279, 1.25497, 0.607207, 2.75578e-05, 0.60605, 0.606064, 0.607904, 0.607427, 0.608655, 0.631493, 1.11416, 0.99164, 0.606145, 0.606038, 0.606038, 0.606038, 0.606039, 0.623321, 0.606038, 0.606038, 0.60969
2.0497, 5.75094, 1.41967, 0.625302, 2.78405, 4.33126, 0.626472, 2.07661e-05, 0.625315, 0.625329, 0.627169, 0.626692, 0.628102, 0.652347, 1.10332, 0.885374, 0.625394, 0.625302, 0.625302, 0.625302, 0.625304, 0.643493, 0.625302, 0.625302, 0.62899
2.05757, 0.99757, 1.3217, 0.644985, 1.73135, -0.324127, 0.646155, 1.55038e-05, 0.644998, 0.645012, 0.646852, 0.646375, 0.647979, 0.674035, 1.08886, 0.818312, 0.645062, 0.644985, 0.644985, 0.644985, 0.644986, 0.66417, 0.644985, 0.644985, 0.648718
2.06543, 0.997646, 1.24964, 0.665069, 1.73137, -0.251997, 0.66624, 1.14665e-05, 0.665082, 0.665096, 0.666936, 0.666459, 0.668268, 0.696743, 1.07206, 0.779184, 0.665134, 0.665069, 0.665069, 0.665069, 0.665071, 0.685339, 0.665069, 0.665069, 0.668858
2.0733, 1.44554, 1.19684, 0.685541, 1.85622, 0.248695, 0.686713, 8.39972e-06, 0.685554, 0.685568, 0.687408, 0.686931, 0.688955, 0.720747, 1.05419, 0.759745, 0.685595, 0.685541, 0.685541, 0.685541, 0.685542, 0.706989, 0.685541, 0.685541, 0.689399
2.08117, 0.549566, 1.15897, 0.706391, 1.59674, -0.6094, 0.707563, 6.09354e-06, 0.706403, 0.706417, 0.708257, 0.70778, 0.710031, 0.746439, 1.03645, 0.754038, 0.706436, 0.706391, 0.706391, 0.706391, 0.706392, 0.729115, 0.706391, 0.706391, 0.710331
2.08903, 2.45043, 1.13339, 0.727613, 2.10961, 1.31704, 0.728787, 4.37691e-06, 0.727625, 0.727639, 0.729479, 0.729002, 0.731489, 0.774367, 1.0199, 0.757819, 0.72765, 0.727613, 0.727613, 0.727613, 0.727614, 0.751716, 0.727613, 0.727613, 0.731653
2.0969, 1, 1.11877, 0.7492, 1.73205, -0.118772, 0.750377, 3.11238e-06, 0.749213, 0.749227, 0.751067, 0.75059, 0.753323, 0.805264, 1.00543, 0.768104, 0.749231, 0.7492, 0.7492, 0.7492, 0.749202, 0.774793, 0.7492, 0.7492, 0.75336
2.10476, 1.54236, 1.11471, 0.77115, 1.88212, 0.427654, 0.772329, 2.19065e-06, 0.771163, 0.771177, 0.773017, 0.77254, 0.775529, 0.840092, 0.993707, 0.782827, 0.771176, 0.77115, 0.77115, 0.77115, 0.771151, 0.798351, 0.77115, 0.77115, 0.77545
2.11263, 0.9976, 1.12152, 0.793457, 1.73136, -0.123915, 0.79464, 1.52598e-06, 0.79347, 0.793484, 0.795324, 0.794847, 0.798102, 0.880089, 0.985211, 0.800576, 0.793478, 0.793457, 0.793457, 0.793457, 0.793459, 0.822401, 0.793457, 0.793457, 0.797921
2.1205, 1.46004, 1.14009, 0.816121, 1.86012, 0.319952, 0.817309, 1.05182e-06, 0.816134, 0.816148, 0.817988, 0.817511, 0.821041, 0.926804, 0.980202, 0.820403, 0.816138, 0.816121, 0.816121, 0.816121, 0.816122, 0.846963, 0.816121, 0.816121, 0.820773
2.12836, 0.535159, 1.17179, 0.839137, 1.59222, -0.636633, 0.840331, 7.17291e-07, 0.83915, 0.839164, 0.841004, 0.840527, 0.844342, 0.982124, 0.978764, 0.841673, 0.839151, 0.839137, 0.839137, 0.839137, 0.839139, 0.872064, 0.839137, 0.839137, 0.844006
2.13623, 0.997555, 1.21845, 0.862505, 1.73134, -0.220894, 0.863707, 4.83895e-07, 0.862517, 0.862531, 0.864371, 0.863894, 0.868002, 1.04829, 0.98083, 0.86398, 0.862516, 0.862505, 0.862505, 0.862505, 0.862506, 0.897742, 0.862505, 0.862505, 0.867619
2.14409, 0.467286, 1.28226, 0.88622, 1.57076, -0.814977, 0.887432, 3.22893e-07, 0.886233, 0.886246, 0.888087, 0.88761, 0.892019, 1.12787, 0.986215, 0.887073, 0.886229, 0.88622, 0.88622, 0.88622, 0.886221, 0.924054, 0.88622, 0.88622, 0.89161
2.15196, 0, 1.36575, 0.910282, 1.41421, -1.36575, 0.911508, 2.13085e-07, 0.910295, 0.910309, 0.912149, 0.911672, 0.916392, 1.22375, 0.994658, 0.910769, 0.910289, 0.910282, 0.910282, 0.910282, 0.910283, 0.951075, 0.910282, 0.910282, 0.915981
2.15983, 0, 1.47166, 0.934688, 1.41421, -1.47166, 0.93593, 1.39056e-07, 0.934701, 0.934715, 0.936555, 0.936078, 0.941117, 1.33899, 1.00585, 0.934963, 0.934694, 0.934688, 0.934688, 0.934688, 0.934689, 0.978905, 0.934688, 0.934688, 0.940728
2.16769, 1.52308, 1.6029, 0.959436, 1.87699, -0.0798244, 0.960698, 8.97277e-08, 0.959449, 0.959463, 0.961303, 0.960826, 0.966193, 1.47674, 1.01947, 0.959589, 0.959441, 0.959436, 0.959436, 0.959436, 0.959438, 1.00768, 0.959436, 0.959436, 0.965851
2.17556, 1.47692, 1.7623, 0.984523, 1.86465, -0.285383, 0.985808, 5.72431e-08, 0.984536, 0.98455, 0.98639, 0.985913, 0.991615, 1.64002, 1.0352, 0.984607, 0.984527, 0.984523, 0.984523, 0.984523, 0.984524, 1.03755, 0.984523, 0.984523, 0.991346
2.18343, 0, 1.95244, 1.00995, 1.41421, -1.95244, 1.01126, 3.61015e-08, 1.00996, 1.00997, 1.01181, 1.01134, 1.01738, 1.8315, 1.05275, 1.00999, 1.00995, 1.00995, 1.00995, 1.00995, 1.00995, 1.06873, 1.00995, 1.00995, 1.01721
2.19129, 2.03172, 2.17532, 1.03571, 2.00792, -0.1436, 1.03705, 2.25062e-08, 1.03572, 1.03573, 1.03757, 1.0371, 1.04349, 2.05322, 1.07185, 1.03573, 1.03571, 1.03571, 1.03571, 1.03571, 1.03571, 1.10147, 1.03571, 1.03571, 1.04345
2.19916, 4.02206, 2.43216, 1.0618, 2.45399, 1.5899, 1.06318, 1.38678e-08, 1.06181, 1.06182, 1.06366, 1.06319, 1.06994, 2.30631, 1.0923, 1.06181, 1.0618, 1.0618, 1.0618, 1.0618, 1.0618, 1.13605, 1.0618, 1.0618, 1.07005
2.20702, 6.50128, 2.723, 1.08822, 2.9157, 3.77829, 1.08965, 8.44517e-09, 1.08823, 1.08824, 1.09008, 1.08961, 1.09672, 2.59067, 1.1139, 1.08822, 1.08822, 1.08822, 1.08822, 1.08822, 1.08822, 1.17281, 1.08822, 1.08822, 1.09701
2.21489, 6.97082, 3.04651, 1.11496, 2.99513, 3.92431, 1.11645, 5.08201e-09, 1.11497, 1.11499, 1.11683, 1.11635, 1.12384, 2.90474, 1.13652, 1.11496, 1.11496, 1.11496, 1.11496, 1.11496, 1.11496, 1.21213, 1.11496, 1.11496, 1.12434
2.22276, 4.99271, 3.39971, 1.14203, 2.64437, 1.593, 1.14357, 3.02154e-09, 1.14204, 1.14205, 1.14389, 1.14342, 1.15128, 3.24523, 1.16004, 1.14203, 1.14203, 1.14203, 1.14203, 1.14203, 1.14203, 1.25441, 1.14203, 1.14203, 1.15201
2.23062, 3.98521, 3.77783, 1.16941, 2.44647, 0.207377, 1.17103, 1.77467e-09, 1.16942, 1.16944, 1.17128, 1.1708, 1.17906, 3.60706, 1.18437, 1.16941, 1.16941, 1.16941, 1.16941, 1.16941, 1.16941, 1.30005, 1.16941, 1.16941, 1.18004
2.23849, 5.50448, 4.17429, 1.19711, 2.73943, 1.33018, 1.1988, 1.0295e-09, 1.19713, 1.19714, 1.19898, 1.1985, 1.20715, 3.9833, 1.20945, 1.19711, 1.19711, 1.19711, 1.19711, 1.19711, 1.19711, 1.34945, 1.19711, 1.19711, 1.2084
2.24636, 8.48646, 4.58086, 1.22512, 3.23828, 3.90561, 1.2269, 5.89744e-10, 1.22514, 1.22515, 1.22699, 1.22651, 1.23556, 4.36541, 1.23521, 1.22512, 1.22512, 1.22512, 1.22512, 1.22512, 1.22513, 1.40299, 1.22512, 1.22512, 1.23711
2.25422, 7.49164, 4.98779, 1.25345, 3.08085, 2.50384, 1.25532, 3.34896e-10, 1.25346, 1.25347, 1.25531, 1.25484, 1.26428, 4.74338, 1.26162, 1.25345, 1.25345, 1.25345, 1.25345, 1.25345, 1.25345, 1.46096, 1.25345, 1.25345, 1.26616
2.26209, 4.49611, 5.38433, 1.28207, 2.54875, -0.88822, 1.28404, 1.87276e-10, 1.28208, 1.2821, 1.28394, 1.28346, 1.29332, 5.10631, 1.28862, 1.28207, 1.28207, 1.28207, 1.28207, 1.28207, 1.28207, 1.52355, 1.28207, 1.28207, 1.29554
2.26995, 7.45123, 5.75915, 1.31099, 3.07428, 1.69208, 1.31308, 1.03406e-10, 1.31101, 1.31102, 1.31286, 1.31238, 1.32266, 5.44284, 1.31619, 1.31099, 1.31099, 1.31099, 1.31099, 1.31099, 1.311, 1.59081, 1.31099, 1.31099, 1.32524
2.27782, 8.53432, 6.10102, 1.34021, 3.24566, 2.43331, 1.34242, 5.63563e-11, 1.34023, 1.34024, 1.34208, 1.3416, 1.35231, 5.7419, 1.34429, 1.34021, 1.34021, 1.34021, 1.34021, 1.34021, 1.34022, 1.66261, 1.34021, 1.34021, 1.35527
2.28569, 4.99271, 6.39939, 1.36973, 2.64437, -1.40668, 1.37207, 3.0295e-11, 1.36974, 1.36975, 1.37159, 1.37112, 1.38225, 5.99328, 1.37288, 1.36973, 1.36973, 1.36973, 1.36973, 1.36973, 1.36973, 1.73864, 1.36973, 1.36973, 1.38561
2.29355, 6.50826, 6.64508, 1.39953, 2.91689, -0.136825, 1.40201, 1.60218e-11, 1.39954, 1.39955, 1.40139, 1.40092, 1.4125, 6.18838, 1.40194, 1.39953, 1.39953, 1.39953, 1.39953, 1.39953, 1.39953, 1.81833, 1.39953, 1.39953, 1.41626
2.30142, 10.4415, 6.83081, 1.42961, 3.52725, 3.61067, 1.43224, 8.30009e-12, 1.42962, 1.42963, 1.43147, 1.431, 1.44303, 6.32071, 1.43143, 1.42961, 1.42961, 1.42961, 1.42961, 1.42961, 1.42961, 1.90092, 1.42961, 1.42961, 1.44722
2.30928, 7.4676, 6.95173, 1.45997, 3.07695, 0.515867, 1.46275, 4.18326e-12, 1.45998, 1.45999, 1.46183, 1.46136, 1.47386, 6.38642, 1.46133, 1.45997, 1.45997, 1.45997, 1.45997, 1.45997, 1.45997, 1.98543, 1.45997, 1.45997, 1.47848
2.31715, 8.55386, 7.00562, 1.4906, 3.24867, 1.54824, 1.49355, 2.027e-12, 1.49061, 1.49063, 1.49247, 1.49199, 1.50499, 6.38448, 1.4916, 1.4906, 1.4906, 1.4906, 1.4906, 1.4906, 1.4906, 2.07067, 1.4906, 1.4906, 1.51003
2.32502, 9.46752, 6.9931, 1.5215, 3.38637, 2.47442, 1.52463, 9.28634e-13, 1.52151, 1.52153, 1.52337, 1.52289, 1.53642, 6.31682, 1.52223, 1.5215, 1.5215, 1.5215, 1.5215, 1.5215, 1.5215, 2.15533, 1.5215, 1.5215, 1.54187
2.33288, 5.51784, 6.9175, 1.55266, 2.74187, -1.39966, 1.55597, 3.98704e-13, 1.55268, 1.55269, 1.55453, 1.55405, 1.56817, 6.18817, 1.55319, 1.55266, 1.55266, 1.55266, 1.55266, 1.55266, 1.55266, 2.238, 1.55266, 1.55266, 1.574
2.34075, 5.99289, 6.78462, 1.58408, 2.82717, -0.791727, 1.58758, 1.56133e-13, 1.58409, 1.58411, 1.58595, 1.58547, 1.60027, 6.00572, 1.58445, 1.58408, 1.58408, 1.58408, 1.58408, 1.58408, 1.58408, 2.3173, 1.58408, 1.58408, 1.60641
2.34861, 5.05743, 6.60233, 1.61575, 2.65658, -1.5449, 1.61945, 5.43473e-14, 1.61577, 1.61578, 1.61762, 1.61714, 1.63276, 5.77861, 1.61601, 1.61575, 1.61575, 1.61575, 1.61575, 1.61575, 1.61575, 2.39187, 1.61575, 1.61575, 1.63909
2.35648, 3.9976, 6.38002, 1.64767, 2.449, -2.38242, 1.65157, 1.61894e-14, 1.64768, 1.64769, 1.64953, 1.64906, 1.66569, 5.51737, 1.64785, 1.64767, 1.64767, 1.64767, 1.64767, 1.64767, 1.64767, 2.46055, 1.64767, 1.64767, 1.67203
2.36435, 7.77457, 6.12805, 1.67982, 3.12643, 1.64652, 1.68394, 4.49331e-15, 1.67983, 1.67985, 1.68169, 1.68121, 1.69918, 5.23319, 1.67994, 1.67982, 1.67982, 1.67982, 1.67982, 1.67982, 1.67982, 2.52237, 1.67982, 1.67982, 1.70523
2.37221, 7.22062, 5.85707, 1.71221, 3.03655, 1.36355, 1.71655, 1.08224e-15, 1.71222, 1.71224, 1.71408, 1.7136, 1.73338, 4.93723, 1.71229, 1.71221, 1.71221, 1.71221, 1.71221, 1.71221, 1.71221, 2.57668, 1.71221, 1.71221, 1.73869
2.38008, 3.45562, 5.57755, 1.74482, 2.33573, -2.12193, 1.74939, 2.22829e-16, 1.74484, 1.74485, 1.74669, 1.74621, 1.76849, 4.64007, 1.74488, 1.74482, 1.74482, 1.74482, 1.74482, 1.74482, 1.74483, 2.62315, 1.74482, 1.74482, 1.77239
2.38795, 7.45071, 5.29926, 1.77766, 3.0742, 2.15145, 1.78246, 3.78928e-17, 1.77767, 1.77769, 1.77953, 1.77905, 1.80483, 4.35111, 1.77769, 1.77766, 1.77766, 1.77766, 1.77766, 1.77766, 1.77766, 2.66183, 1.77766, 1.77766, 1.80633
2.39581, 3.08642, 5.03089, 1.81071, 2.25531, -1.94447, 1.81575, 4.60103e-18, 1.81072, 1.81074, 1.81258, 1.8121, 1.84282, 4.0782, 1.81073, 1.81071, 1.81071, 1.81071, 1.81071, 1.81071, 1.81071, 2.69313, 1.81071, 1.81071, 1.84051
2.40368, 3.99761, 4.77986, 1.84397, 2.449, -0.78225, 1.84926, 5.85201e-19, 1.84398, 1.844, 1.84584, 1.84536, 1.88302, 3.82739, 1.84398, 1.84397, 1.84397, 1.84397, 1.84397, 1.84397, 1.84397, 2.71785, 1.84397, 1.84397, 1.87491
2.41154, 3.99757, 4.55225, 1.87743, 2.44899, -0.55468, 1.88297, 6.04745e-20, 1.87744, 1.87746, 1.8793, 1.87882, 1.92619, 3.60284, 1.87744, 1.87743, 1.87743, 1.87743, 1.87743, 1.87743, 1.87743, 2.73713, 1.87743, 1.87743, 1.90953
2.41941, 3.44356, 4.35281, 1.9111, 2.33314, -0.909255, 1.9169, 4.16476e-21, 1.91111, 1.91112, 1.91296, 1.91249, 1.97331, 3.40687, 1.9111, 1.9111, 1.9111, 1.9111, 1.9111, 1.9111, 1.9111, 2.75244, 1.9111, 1.9111, 1.94438
2.42728, 1.55166, 4.18521, 1.94495, 1.88458, -2.63355, 1.95102, 1.43501e-22, 1.94496, 1.94498, 1.94682, 1.94634, 2.02558, 3.2401, 1.94495, 1.94495, 1.94495, 1.94495, 1.94495, 1.94495, 1.94495, 2.76559, 1.94495, 1.94495, 1.97943
2.43514, 7.43865, 4.05229, 1.979, 3.07224, 3.38636, 1.98534, 1.68548e-24, 1.97901, 1.97902, 1.98086, 1.98039, 2.08453, 3.10173, 1.979, 1.979, 1.979, 1.979, 1.979, 1.979, 1.979, 2.77869, 1.979, 1.979, 2.01468
2.44301, 1.99526, 3.95643, 2.01323, 1.99881, -1.96117, 2.01985, 0, 2.01324, 2.01325, 2.01509, 2.01462, 2.15198, 2.98981, 2.01323, 2.01323, 2.01323, 2.01323, 2.01323, 2.01323, 2.01323, 2.79426, 2.01323, 2.01323, 2.05015
2.45087, 2.12255, 3.89998, 2.04764, 2.03041, -1.77742, 2.05454, 0, 2.04765, 2.04767, 2.04951, 2.04903, 2.23002, 2.90164, 2.04764, 2.04764, 2.04764, 2.04764, 2.04764, 2.04764, 2.04764, 2.81523, 2.04764, 2.04764, 2.08581
2.45874, 0.433847, 3.88569, 2.08223, 1.56008, -3.45185, 2.08943, 0, 2.08225, 2.08226, 2.0841, 2.08362, 2.32107, 2.83402, 2.08223, 2.08223, 2.08223, 2.08223, 2.08223, 2.08223, 2.08223, 2.84515, 2.08223, 2.08223, 2.12166
2.46661, 2.4291, 3.91716, 2.117, 2.10454, -1.48805, 2.12449, 0, 2.11701, 2.11703, 2.11887, 2.11839, 2.42774, 2.78359, 2.117, 2.117, 2.117, 2.117, 2.117, 2.117, 2.117, 2.88834, 2.117, 2.117, 2.15771
2.47447, 4.28234, 3.99918, 2.15194, 2.50646, 0.283163, 2.15974, 0, 2.15195, 2.15197, 2.15381, 2.15333, 2.55277, 2.74707, 2.15194, 2.15194, 2.15194, 2.15194, 2.15194, 2.15194, 2.15194, 2.95014, 2.15194, 2.15194, 2.19394
2.48234, 9.708, 4.13816, 2.18705, 3.4217, 5.56984, 2.19515, 0, 2.18707, 2.18708, 2.18892, 2.18844, 2.69891, 2.72143, 2.18705, 2.18705, 2.18705, 2.18705, 2.18705, 2.18705, 2.18705, 3.03721, 2.18705, 2.18705, 2.23037
2.49021, 3.14671, 4.34235, 2.22233, 2.26864, -1.19565, 2.23075, 0, 2.22234, 2.22236, 2.2242, 2.22372, 2.86871, 2.70407, 2.22233, 2.22233, 2.22233, 2.22233, 2.22233, 2.22233, 2.22233, 3.15787, 2.22233, 2.22233, 2.26698
2.49807, 3.84362, 4.62207, 2.25777, 2.41736, -0.778453, 2.26651, 0, 2.25778, 2.2578, 2.25964, 2.25916, 3.06435, 2.69284, 2.25777, 2.25777, 2.25777, 2.25777, 2.25777, 2.25777, 2.25777, 3.32238, 2.25777, 2.25777, 2.30378
2.50594, 7.25359, 4.98974, 2.29338, 3.04197, 2.26385, 2.30244, 0, 2.29339, 2.2934, 2.29524, 2.29476, 3.28734, 2.68608, 2.29338, 2.29338, 2.29338, 2.29338, 2.29338, 2.29338, 2.29338, 3.5433, 2.29338, 2.29338, 2.34078
2.5138, 6.73678, 5.45983, 2.32914, 2.9558, 1.27695, 2.33853, 0, 2.32915, 2.32916, 2.331, 2.33053, 3.5383, 2.68262, 2.32914, 2.32914, 2.32914, 2.32914, 2.32914, 2.32914, 2.32914, 3.83563, 2.32914, 2.32914, 2.37799
2.52167, 6.40969, 6.04862, 2.36505, 2.89995, 0.361073, 2.37478, 0, 2.36506, 2.36508, 2.36692, 2.36644, 3.81672, 2.68168, 2.36505, 2.36505, 2.36505, 2.36505, 2.36505, 2.36505, 2.36505, 4.21691, 2.36505, 2.36505, 2.41543
2.52954, 6.64176, 6.77386, 2.40112, 2.93969, -0.132095, 2.41118, 0, 2.40113, 2.40114, 2.40298, 2.40251, 4.12073, 2.68285, 2.40112, 2.40112, 2.40112, 2.40112, 2.40112, 2.40112, 2.40112, 4.70712, 2.40112, 2.40112, 2.45313
2.5374, 11.1634, 7.654, 2.43733, 3.62814, 3.50938, 2.44774, 0, 2.43734, 2.43735, 2.43919, 2.43872, 4.44691, 2.68597, 2.43733, 2.43733, 2.43733, 2.43733, 2.43733, 2.43733, 2.43733, 5.32822, 2.43733, 2.43733, 2.49116
