   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_71.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.105862, 0, 7.08631e-23, 0, 1.41421, -7.08631e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39533e-25, 0, 0, 3.91538e-28, 0, 9.46039e-27, 0, 7.02137e-23, 0, 0
0.113696, 0, 1.92805e-22, 0, 1.41421, -1.92805e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74005e-24, 0, 0, 1.07409e-27, 0, 2.64226e-26, 0, 1.91038e-22, 0, 0
0.121529, 0, 5.12986e-22, 0, 1.41421, -5.12986e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62962e-24, 0, 0, 2.88191e-27, 0, 7.2035e-26, 0, 5.08281e-22, 0, 0
0.129363, 0, 1.33682e-21, 0, 1.41421, -1.33682e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20646e-23, 0, 0, 7.57515e-27, 0, 1.92064e-25, 0, 1.32456e-21, 0, 0
0.137196, 0, 3.41672e-21, 0, 1.41421, -3.41672e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08352e-23, 0, 0, 1.95328e-26, 0, 5.01631e-25, 0, 3.38536e-21, 0, 0
0.14503, 0, 8.5745e-21, 0, 1.41421, -8.5745e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73828e-23, 0, 0, 4.94648e-26, 0, 1.28511e-24, 0, 8.49578e-21, 0, 0
0.152863, 0, 2.11496e-20, 0, 1.41421, -2.11496e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9087e-22, 0, 0, 1.23147e-25, 0, 3.23309e-24, 0, 2.09554e-20, 0, 0
0.160697, 0, 5.1317e-20, 0, 1.41421, -5.1317e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63121e-22, 0, 0, 3.01661e-25, 0, 7.99555e-24, 0, 5.08456e-20, 0, 0
0.16853, 0, 1.22577e-19, 0, 1.41421, -1.22577e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10622e-21, 0, 0, 7.27634e-25, 0, 1.94539e-23, 0, 1.21451e-19, 0, 0
0.176364, 0, 2.88423e-19, 0, 1.41421, -2.88423e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60292e-21, 0, 0, 1.72939e-24, 0, 4.66037e-23, 0, 2.85772e-19, 0, 0
0.184197, 0, 6.68917e-19, 0, 1.41421, -6.68917e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03673e-21, 0, 0, 4.0524e-24, 0, 1.09996e-22, 0, 6.62766e-19, 0, 0
0.192031, 0, 1.52988e-18, 0, 1.41421, -1.52988e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38065e-20, 0, 0, 9.36696e-24, 0, 2.55935e-22, 0, 1.51581e-18, 0, 0
0.199864, 0, 3.45207e-18, 0, 1.41421, -3.45207e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11534e-20, 0, 0, 2.13675e-23, 0, 5.87363e-22, 0, 3.4203e-18, 0, 0
0.207698, 0, 7.68798e-18, 0, 1.41421, -7.68798e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93806e-20, 0, 0, 4.81233e-23, 0, 1.33017e-21, 0, 7.61723e-18, 0, 0
0.215531, 0, 1.69049e-17, 0, 1.41421, -1.69049e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52558e-19, 0, 0, 1.07045e-22, 0, 2.97381e-21, 0, 1.67492e-17, 0, 0
0.223365, 0, 3.67127e-17, 0, 1.41421, -3.67127e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31313e-19, 0, 0, 2.35252e-22, 0, 6.56576e-21, 0, 3.63746e-17, 0, 0
0.231198, 0, 7.87678e-17, 0, 1.41421, -7.87678e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10835e-19, 0, 0, 5.1096e-22, 0, 1.43209e-20, 0, 7.80422e-17, 0, 0
0.239032, 0, 1.67002e-16, 0, 1.41421, -1.67002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50709e-18, 0, 0, 1.0971e-21, 0, 3.08674e-20, 0, 1.65463e-16, 0, 0
0.246865, 0, 3.49973e-16, 0, 1.41421, -3.49973e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15826e-18, 0, 0, 2.32926e-21, 0, 6.57654e-20, 0, 3.46747e-16, 0, 0
0.254699, 0, 7.25063e-16, 0, 1.41421, -7.25063e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54314e-18, 0, 0, 4.89104e-21, 0, 1.38538e-19, 0, 7.18376e-16, 0, 0
0.262532, 0, 1.48535e-15, 0, 1.41421, -1.48535e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34041e-17, 0, 0, 1.01599e-20, 0, 2.88618e-19, 0, 1.47165e-15, 0, 0
0.270366, 0, 3.0093e-15, 0, 1.41421, -3.0093e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7156e-17, 0, 0, 2.08812e-20, 0, 5.94764e-19, 0, 2.98152e-15, 0, 0
0.278199, 0, 6.03044e-15, 0, 1.41421, -6.03044e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44183e-17, 0, 0, 4.24699e-20, 0, 1.21262e-18, 0, 5.97477e-15, 0, 0
0.286033, 0, 1.19547e-14, 0, 1.41421, -1.19547e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07877e-16, 0, 0, 8.5499e-20, 0, 2.44647e-18, 0, 1.18443e-14, 0, 0
0.293866, 0, 2.34471e-14, 0, 1.41421, -2.34471e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1158e-16, 0, 0, 1.704e-19, 0, 4.88508e-18, 0, 2.32305e-14, 0, 0
0.3017, 0, 4.55038e-14, 0, 1.41421, -4.55038e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10607e-16, 0, 0, 3.36265e-19, 0, 9.65579e-18, 0, 4.50832e-14, 0, 0
0.309533, 0, 8.73883e-14, 0, 1.41421, -8.73883e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88545e-16, 0, 0, 6.57159e-19, 0, 1.88954e-17, 0, 8.65802e-14, 0, 0
0.317366, 0, 1.66091e-13, 0, 1.41421, -1.66091e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4987e-15, 0, 0, 1.2721e-18, 0, 3.66137e-17, 0, 1.64555e-13, 0, 0
0.3252, 0, 3.12437e-13, 0, 1.41421, -3.12437e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81922e-15, 0, 0, 2.43964e-18, 0, 7.02616e-17, 0, 3.09545e-13, 0, 0
0.333033, 0, 5.81742e-13, 0, 1.41421, -5.81742e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24925e-15, 0, 0, 4.63643e-18, 0, 1.33554e-16, 0, 5.76355e-13, 0, 0
0.340867, 0, 1.07221e-12, 0, 1.41421, -1.07221e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67499e-15, 0, 0, 8.73386e-18, 0, 2.51499e-16, 0, 1.06227e-12, 0, 0
0.3487, 0, 1.95629e-12, 0, 1.41421, -1.95629e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76529e-14, 0, 0, 1.63126e-17, 0, 4.69275e-16, 0, 1.93815e-12, 0, 0
0.356534, 0, 3.53361e-12, 3.36312e-44, 1.41421, -3.53361e-12, 3.36312e-44, 0, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.36312e-44, 3.18874e-14, 3.36312e-44, 3.36312e-44, 3.02193e-17, 3.36312e-44, 8.67798e-16, 3.36312e-44, 3.50082e-12, 3.36312e-44, 3.36312e-44
0.364367, 0, 6.31905e-12, 5.78736e-43, 1.41421, -6.31905e-12, 5.78736e-43, 0, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.78736e-43, 5.70275e-14, 5.78736e-43, 5.78736e-43, 5.55465e-17, 5.78736e-43, 1.59077e-15, 5.78736e-43, 6.26038e-12, 5.78736e-43, 5.78736e-43
0.372201, 0, 1.11882e-11, 8.35454e-42, 1.41421, -1.11882e-11, 8.35454e-42, 0, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 8.35454e-42, 1.0098e-13, 8.35454e-42, 8.35454e-42, 1.01355e-16, 8.35454e-42, 2.8914e-15, 8.35454e-42, 1.10842e-11, 8.35454e-42, 8.35454e-42
0.380034, 0, 1.96134e-11, 1.06318e-40, 1.41421, -1.96134e-11, 1.06318e-40, 0, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.06318e-40, 1.77052e-13, 1.06318e-40, 1.06318e-40, 1.83682e-16, 1.06318e-40, 5.21255e-15, 1.06318e-40, 1.9431e-11, 1.06318e-40, 1.06318e-40
0.387868, 0, 3.40452e-11, 1.21315e-39, 1.41421, -3.40452e-11, 1.21315e-39, 0, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 1.21315e-39, 3.07395e-13, 1.21315e-39, 1.21315e-39, 3.30802e-16, 1.21315e-39, 9.32368e-15, 1.21315e-39, 3.37282e-11, 1.21315e-39, 1.21315e-39
0.395701, 0, 5.85173e-11, 1.25077e-38, 1.41421, -5.85173e-11, 1.25077e-38, 0, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 1.25077e-38, 5.28509e-13, 1.25077e-38, 1.25077e-38, 5.92424e-16, 1.25077e-38, 1.6554e-14, 1.25077e-38, 5.79716e-11, 1.25077e-38, 1.25077e-38
0.403535, 0, 9.95987e-11, 1.17149e-37, 1.41421, -9.95987e-11, 1.17149e-37, 0, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 1.17149e-37, 8.99896e-13, 1.17149e-37, 1.17149e-37, 1.05574e-15, 1.17149e-37, 2.91883e-14, 1.17149e-37, 9.86685e-11, 1.17149e-37, 1.17149e-37
0.411368, 0, 1.67874e-10, 1.00218e-36, 1.41421, -1.67874e-10, 1.00218e-36, 0, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.00218e-36, 1.51756e-12, 1.00218e-36, 1.00218e-36, 1.87354e-15, 1.00218e-36, 5.11394e-14, 1.00218e-36, 1.66304e-10, 1.00218e-36, 1.00218e-36
0.419202, 0, 2.80215e-10, 7.8697e-36, 1.41421, -2.80215e-10, 7.8697e-36, 0, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 7.8697e-36, 2.53481e-12, 7.8697e-36, 7.8697e-36, 3.31343e-15, 7.8697e-36, 8.909e-14, 7.8697e-36, 2.77588e-10, 7.8697e-36, 7.8697e-36
0.427035, 0, 4.63228e-10, 5.69979e-35, 1.41421, -4.63228e-10, 5.69979e-35, 0, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 5.69979e-35, 4.19392e-12, 5.69979e-35, 5.69979e-35, 5.84418e-15, 5.69979e-35, 1.54439e-13, 5.69979e-35, 4.58873e-10, 5.69979e-35, 5.69979e-35
0.434869, 0, 7.58425e-10, 3.86673e-34, 1.41421, -7.58425e-10, 3.86673e-34, 0, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 3.86673e-34, 6.87403e-12, 3.86673e-34, 3.86673e-34, 1.02874e-14, 3.86673e-34, 2.66626e-13, 3.86673e-34, 7.51274e-10, 3.86673e-34, 3.86673e-34
0.442702, 0, 1.22989e-09, 2.59135e-33, 1.41421, -1.22989e-09, 2.59135e-33, 0, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 2.59135e-33, 1.11624e-11, 2.59135e-33, 2.59135e-33, 1.80835e-14, 2.59135e-33, 4.58844e-13, 2.59135e-33, 1.21825e-09, 2.59135e-33, 2.59135e-33
0.450536, 0, 1.97549e-09, 1.64952e-32, 1.41421, -1.97549e-09, 1.64952e-32, 0, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.64952e-32, 1.79601e-11, 1.64952e-32, 1.64952e-32, 3.1759e-14, 1.64952e-32, 7.87885e-13, 1.64952e-32, 1.95671e-09, 1.64952e-32, 1.64952e-32
0.458369, 0, 3.14316e-09, 9.85686e-32, 1.41421, -3.14316e-09, 9.85686e-32, 0, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 9.85686e-32, 2.8636e-11, 9.85686e-32, 9.85686e-32, 5.57422e-14, 9.85686e-32, 1.35118e-12, 9.85686e-32, 3.11311e-09, 9.85686e-32, 9.85686e-32
0.466203, 0, 4.95407e-09, 5.52045e-31, 1.41421, -4.95407e-09, 5.52045e-31, 0, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 5.52045e-31, 4.5251e-11, 5.52045e-31, 5.52045e-31, 9.77865e-14, 5.52045e-31, 2.31641e-12, 5.52045e-31, 4.9064e-09, 5.52045e-31, 5.52045e-31
0.474036, 0, 7.73555e-09, 2.90284e-30, 1.41421, -7.73555e-09, 2.90284e-30, 0, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 2.90284e-30, 7.0879e-11, 2.90284e-30, 2.90284e-30, 1.71437e-13, 2.90284e-30, 3.97301e-12, 2.90284e-30, 7.66052e-09, 2.90284e-30, 2.90284e-30
0.48187, 0, 1.19669e-08, 1.43704e-29, 1.41421, -1.19669e-08, 1.43704e-29, 0, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.43704e-29, 1.10065e-10, 1.43704e-29, 1.43704e-29, 3.00276e-13, 1.43704e-29, 6.82176e-12, 1.43704e-29, 1.18498e-08, 1.43704e-29, 1.43704e-29
0.489703, 0, 1.8343e-08, 6.71852e-29, 1.41421, -1.8343e-08, 6.71852e-29, 0, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 6.71852e-29, 1.69472e-10, 6.71852e-29, 6.71852e-29, 5.25182e-13, 6.71852e-29, 1.17303e-11, 6.71852e-29, 1.81613e-08, 6.71852e-29, 6.71852e-29
0.497537, 0, 2.78604e-08, 2.97544e-28, 1.41421, -2.78604e-08, 2.97544e-28, 0, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.97544e-28, 2.58785e-10, 2.97544e-28, 2.97544e-28, 9.16624e-13, 2.97544e-28, 2.0202e-11, 2.97544e-28, 2.75805e-08, 2.97544e-28, 2.97544e-28
0.50537, 0, 4.19343e-08, 1.25192e-27, 1.41421, -4.19343e-08, 1.25192e-27, 0, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 1.25192e-27, 3.91974e-10, 1.25192e-27, 1.25192e-27, 1.59527e-12, 1.25192e-27, 3.48374e-11, 1.25192e-27, 4.15059e-08, 1.25192e-27, 1.25192e-27
0.513204, 0, 6.2555e-08, 5.01878e-27, 1.41421, -6.2555e-08, 5.01878e-27, 0, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.01878e-27, 5.89033e-10, 5.01878e-27, 5.01878e-27, 2.76628e-12, 5.01878e-27, 6.01216e-11, 5.01878e-27, 6.19031e-08, 5.01878e-27, 5.01878e-27
0.521037, 0, 9.24915e-08, 1.92205e-26, 1.41421, -9.24915e-08, 1.92205e-26, 0, 1.92205e-26, 1.92205e-26, 1.92205e-26, 1.92205e-26, 1.92205e-26, 1.92205e-26, 1.92205e-26, 2.16652e-13, 1.92205e-26, 1.92205e-26, 1.92205e-26, 8.78355e-10, 1.92205e-26, 1.92205e-26, 4.77548e-12, 1.92205e-26, 1.0375e-10, 1.92205e-26, 9.15044e-08, 1.92205e-26, 1.92205e-26
0.528871, 0, 1.35561e-07, 7.04963e-26, 1.41421, -1.35561e-07, 7.04963e-26, 0, 7.04963e-26, 7.04963e-26, 7.04963e-26, 7.04963e-26, 7.04963e-26, 7.04963e-26, 7.04963e-26, 8.03838e-13, 7.04963e-26, 7.04963e-26, 7.04963e-26, 1.29997e-09, 7.04963e-26, 7.04963e-26, 8.20081e-12, 7.04963e-26, 1.78843e-10, 7.04963e-26, 1.34073e-07, 7.04963e-26, 7.04963e-26
0.536704, 0, 1.96973e-07, 2.49112e-25, 1.41421, -1.96973e-07, 2.49112e-25, 0, 2.49112e-25, 2.49112e-25, 2.49112e-25, 2.49112e-25, 2.49112e-25, 2.49112e-25, 2.49112e-25, 2.3421e-12, 2.49112e-25, 2.49112e-25, 2.49112e-25, 1.9099e-09, 2.49112e-25, 2.49112e-25, 1.3999e-11, 2.49112e-25, 3.07583e-10, 2.49112e-25, 1.94739e-07, 2.49112e-25, 2.49112e-25
0.544538, 0, 2.86381e-07, 5.92244e-10, 1.41421, -2.86381e-07, 5.95075e-10, 5.92244e-10, 5.92268e-10, 5.92267e-10, 5.92323e-10, 5.92399e-10, 5.92368e-10, 5.9292e-10, 5.92477e-10, 6.08222e-10, 5.99202e-10, 6.00277e-10, 2.52104e-09, 3.37833e-09, 5.93776e-10, 5.92272e-10, 6.15983e-10, 5.92253e-10, 1.11938e-09, 5.92246e-10, 2.81061e-07, 5.92244e-10, 6.10665e-10
0.552371, 0, 4.15029e-07, 2.18235e-09, 1.41421, -4.15029e-07, 2.19282e-09, 2.18235e-09, 2.18244e-09, 2.18244e-09, 2.18264e-09, 2.18292e-09, 2.18281e-09, 2.18485e-09, 2.18321e-09, 2.23419e-09, 2.20808e-09, 2.21205e-09, 9.31422e-09, 6.21828e-09, 2.18801e-09, 2.18245e-09, 2.22232e-09, 2.18253e-09, 3.08145e-09, 2.18236e-09, 4.02725e-07, 2.18235e-09, 2.25046e-09
0.560205, 0, 6.0242e-07, 6.32568e-09, 1.41421, -6.0242e-07, 6.3561e-09, 6.32568e-09, 6.32593e-09, 6.32593e-09, 6.32653e-09, 6.32734e-09, 6.32701e-09, 6.33294e-09, 6.32819e-09, 6.46906e-09, 6.40044e-09, 6.412e-09, 2.70514e-08, 1.21323e-08, 6.34213e-09, 6.32598e-09, 6.39248e-09, 6.32636e-09, 7.85004e-09, 6.3257e-09, 5.73732e-07, 6.32568e-09, 6.52362e-09
0.568038, 0, 8.8187e-07, 1.68116e-08, 1.41421, -8.8187e-07, 1.68926e-08, 1.68116e-08, 1.68123e-08, 1.68123e-08, 1.68139e-08, 1.68161e-08, 1.68152e-08, 1.6831e-08, 1.68183e-08, 1.7182e-08, 1.70106e-08, 1.70414e-08, 7.19758e-08, 2.51097e-08, 1.68554e-08, 1.68124e-08, 1.69224e-08, 1.68137e-08, 1.93777e-08, 1.68117e-08, 8.1424e-07, 1.68116e-08, 1.73385e-08
0.575871, 0, 1.31465e-06, 4.25644e-08, 1.41421, -1.31465e-06, 4.27696e-08, 4.25644e-08, 4.25661e-08, 4.25661e-08, 4.25701e-08, 4.25756e-08, 4.25734e-08, 4.26134e-08, 4.25813e-08, 4.34811e-08, 4.30687e-08, 4.31466e-08, 1.82364e-07, 5.43446e-08, 4.26754e-08, 4.25664e-08, 4.27464e-08, 4.25699e-08, 4.68495e-08, 4.25645e-08, 1.15484e-06, 4.25644e-08, 4.38995e-08
0.583705, 0, 2.01941e-06, 1.0394e-07, 1.41421, -2.01941e-06, 1.04441e-07, 1.0394e-07, 1.03944e-07, 1.03944e-07, 1.03954e-07, 1.03967e-07, 1.03962e-07, 1.0406e-07, 1.03981e-07, 1.06154e-07, 1.05172e-07, 1.05363e-07, 4.45561e-07, 1.20554e-07, 1.04211e-07, 1.03945e-07, 1.04237e-07, 1.03954e-07, 1.11042e-07, 1.0394e-07, 1.64462e-06, 1.0394e-07, 1.07202e-07
0.591538, 0, 3.23279e-06, 2.45881e-07, 1.41421, -3.23279e-06, 2.47068e-07, 2.45881e-07, 2.45891e-07, 2.45891e-07, 2.45915e-07, 2.45946e-07, 2.45933e-07, 2.46165e-07, 2.45979e-07, 2.51234e-07, 2.48798e-07, 2.49249e-07, 1.0545e-06, 2.69162e-07, 2.46523e-07, 2.45893e-07, 2.46361e-07, 2.45917e-07, 2.57532e-07, 2.45882e-07, 2.36698e-06, 2.45881e-07, 2.53604e-07
0.599372, 0, 5.43166e-06, 5.64434e-07, 1.41421, -5.43166e-06, 5.67161e-07, 5.64434e-07, 5.64457e-07, 5.64457e-07, 5.6451e-07, 5.64584e-07, 5.64553e-07, 5.65085e-07, 5.64659e-07, 5.78494e-07, 5.71134e-07, 5.7217e-07, 2.4217e-06, 5.96848e-07, 5.65909e-07, 5.64461e-07, 5.65203e-07, 5.64518e-07, 5.83358e-07, 5.64436e-07, 3.47048e-06, 5.64434e-07, 5.82172e-07
