   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_48.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.121084, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.129191, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.137299, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.145406, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.153514, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.161621, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.169729, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.177836, 0, 7.16169e-30, 0, 1.41421, -7.16169e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46967e-32, 0, 0, 2.24656e-34, 1.47572e-35, 0, 7.11676e-30, 0, 0
0.185944, 0, 9.26236e-29, 0, 1.41421, -9.26236e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78056e-31, 0, 0, 2.90544e-33, 2.65807e-33, 0, 9.204e-29, 0, 0
0.194051, 0, 7.51147e-28, 0, 1.41421, -7.51147e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68776e-30, 0, 0, 2.35618e-32, 3.36125e-32, 0, 7.46402e-28, 0, 0
0.202159, 0, 7.20318e-27, 0, 1.41421, -7.20318e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49529e-29, 0, 0, 2.26285e-31, 4.53934e-31, 0, 7.15755e-27, 0, 0
0.210266, 0, 3.72241e-26, 0, 1.41421, -3.72241e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32303e-28, 0, 0, 1.17148e-30, 2.59128e-30, 0, 3.69881e-26, 0, 0
0.218374, 0, 1.77794e-25, 0, 1.41421, -1.77794e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10955e-27, 0, 0, 5.608e-30, 1.33687e-29, 0, 1.76666e-25, 0, 0
0.226481, 0, 7.96235e-25, 0, 1.41421, -7.96235e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96898e-27, 0, 0, 2.51803e-29, 6.37667e-29, 0, 7.91177e-25, 0, 0
0.234589, 0, 3.37607e-24, 0, 1.41421, -3.37607e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10686e-26, 0, 0, 1.07074e-28, 2.85246e-28, 0, 3.35461e-24, 0, 0
0.242696, 0, 1.36475e-23, 0, 1.41421, -1.36475e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.51674e-26, 0, 0, 4.34201e-28, 1.20827e-27, 0, 1.35606e-23, 0, 0
0.250804, 0, 5.28721e-23, 0, 1.41421, -5.28721e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29949e-25, 0, 0, 1.68789e-27, 4.8802e-27, 0, 5.25356e-23, 0, 0
0.258911, 0, 1.97101e-22, 0, 1.41421, -1.97101e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23e-24, 0, 0, 6.31528e-27, 1.88928e-26, 0, 1.95845e-22, 0, 0
0.267019, 0, 7.09308e-22, 0, 1.41421, -7.09308e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42641e-24, 0, 0, 2.28161e-26, 7.0388e-26, 0, 7.04789e-22, 0, 0
0.275126, 0, 2.47057e-21, 0, 1.41421, -2.47057e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54174e-23, 0, 0, 7.98032e-26, 2.53182e-25, 0, 2.45482e-21, 0, 0
0.283234, 0, 8.3465e-21, 0, 1.41421, -8.3465e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20857e-23, 0, 0, 2.70812e-25, 8.81522e-25, 0, 8.29326e-21, 0, 0
0.291341, 0, 2.73992e-20, 0, 1.41421, -2.73992e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70982e-22, 0, 0, 8.93242e-25, 2.97738e-24, 0, 2.72244e-20, 0, 0
0.299449, 0, 8.75284e-20, 0, 1.41421, -8.75284e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46211e-22, 0, 0, 2.86802e-24, 9.77268e-24, 0, 8.69695e-20, 0, 0
0.307556, 0, 2.72455e-19, 0, 1.41421, -2.72455e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70022e-21, 0, 0, 8.97577e-24, 3.12197e-23, 0, 2.70714e-19, 0, 0
0.315664, 0, 8.27268e-19, 0, 1.41421, -8.27268e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16244e-21, 0, 0, 2.74107e-23, 9.71932e-23, 0, 8.21981e-19, 0, 0
0.323771, 0, 2.45253e-18, 0, 1.41421, -2.45253e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53045e-20, 0, 0, 8.17606e-23, 2.95198e-22, 0, 2.43684e-18, 0, 0
0.331879, 0, 7.10482e-18, 0, 1.41421, -7.10482e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4336e-20, 0, 0, 2.38404e-22, 8.75542e-22, 0, 7.05937e-18, 0, 0
0.339986, 0, 2.01266e-17, 0, 1.41421, -2.01266e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25595e-19, 0, 0, 6.80059e-22, 2.53796e-21, 0, 1.99978e-17, 0, 0
0.348094, 0, 5.57876e-17, 0, 1.41421, -5.57876e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48122e-19, 0, 0, 1.89902e-21, 7.1954e-21, 0, 5.54303e-17, 0, 0
0.356201, 0, 1.51387e-16, 0, 1.41421, -1.51387e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44659e-19, 0, 0, 5.19409e-21, 1.99645e-20, 0, 1.50417e-16, 0, 0
0.364309, 0, 4.02371e-16, 0, 1.41421, -4.02371e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51076e-18, 0, 0, 1.39222e-20, 5.42421e-20, 0, 3.99792e-16, 0, 0
0.372416, 0, 1.04794e-15, 0, 1.41421, -1.04794e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53888e-18, 0, 0, 3.65867e-20, 1.44379e-19, 0, 1.04122e-15, 0, 0
0.380524, 0, 2.67533e-15, 0, 1.41421, -2.67533e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66928e-17, 0, 0, 9.43053e-20, 3.76661e-19, 0, 2.65816e-15, 0, 0
0.388631, 0, 6.69719e-15, 0, 1.41421, -6.69719e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17857e-17, 0, 0, 2.38527e-19, 9.63504e-19, 0, 6.6542e-15, 0, 0
0.396739, 0, 1.6444e-14, 0, 1.41421, -1.6444e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02594e-16, 0, 0, 5.92229e-19, 2.41748e-18, 0, 1.63383e-14, 0, 0
0.404846, 0, 3.96121e-14, 0, 1.41421, -3.96121e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47127e-16, 0, 0, 1.44397e-18, 5.95138e-18, 0, 3.93576e-14, 0, 0
0.412954, 0, 9.3639e-14, 5.1848e-44, 1.41421, -9.3639e-14, 5.1848e-44, 0, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.84147e-16, 5.1848e-44, 5.1848e-44, 3.45873e-18, 1.43796e-17, 5.1848e-44, 9.3037e-14, 5.1848e-44, 5.1848e-44
0.421061, 0, 2.17261e-13, 1.05518e-42, 1.41421, -2.17261e-13, 1.05518e-42, 0, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.05518e-42, 1.35525e-15, 1.05518e-42, 1.05518e-42, 8.14252e-18, 3.41093e-17, 1.05518e-42, 2.15863e-13, 1.05518e-42, 1.05518e-42
0.429169, 0, 4.94858e-13, 1.7016e-41, 1.41421, -4.94858e-13, 1.7016e-41, 0, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 1.7016e-41, 3.08668e-15, 1.7016e-41, 1.7016e-41, 1.88497e-17, 7.9453e-17, 1.7016e-41, 4.91673e-13, 1.7016e-41, 1.7016e-41
0.437276, 0, 1.10669e-12, 2.39032e-40, 1.41421, -1.10669e-12, 2.39032e-40, 0, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 2.39032e-40, 6.9026e-15, 2.39032e-40, 2.39032e-40, 4.29351e-17, 1.81796e-16, 2.39032e-40, 1.09956e-12, 2.39032e-40, 2.39032e-40
0.445384, 0, 2.43043e-12, 2.99139e-39, 1.41421, -2.43043e-12, 2.99139e-39, 0, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 2.99139e-39, 1.51584e-14, 2.99139e-39, 2.99139e-39, 9.62952e-17, 4.0871e-16, 2.99139e-39, 2.41476e-12, 2.99139e-39, 2.99139e-39
0.453491, 0, 5.24222e-12, 3.3646e-38, 1.41421, -5.24222e-12, 3.3646e-38, 0, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.3646e-38, 3.26951e-14, 3.3646e-38, 3.3646e-38, 2.12848e-16, 9.03115e-16, 3.3646e-38, 5.20841e-12, 3.3646e-38, 3.3646e-38
0.461599, 0, 1.11065e-11, 3.42345e-37, 1.41421, -1.11065e-11, 3.42345e-37, 0, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 3.42345e-37, 6.92727e-14, 3.42345e-37, 3.42345e-37, 4.64174e-16, 1.96209e-15, 3.42345e-37, 1.10348e-11, 3.42345e-37, 3.42345e-37
0.469706, 0, 2.31167e-11, 3.1697e-36, 1.41421, -2.31167e-11, 3.1697e-36, 0, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 3.1697e-36, 1.442e-13, 3.1697e-36, 3.1697e-36, 1.00005e-15, 4.19314e-15, 3.1697e-36, 2.29674e-11, 3.1697e-36, 3.1697e-36
0.477814, 0, 4.72735e-11, 2.68568e-35, 1.41421, -4.72735e-11, 2.68568e-35, 0, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.68568e-35, 2.94954e-13, 2.68568e-35, 2.68568e-35, 2.13194e-15, 8.81937e-15, 2.68568e-35, 4.69676e-11, 2.68568e-35, 2.68568e-35
0.485921, 0, 9.49955e-11, 2.0932e-34, 1.41421, -9.49955e-11, 2.0932e-34, 0, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 2.0932e-34, 5.92932e-13, 2.0932e-34, 2.0932e-34, 4.50535e-15, 1.82691e-14, 2.0932e-34, 9.43798e-11, 2.0932e-34, 2.0932e-34
0.494029, 0, 1.87602e-10, 1.56455e-33, 1.41421, -1.87602e-10, 1.56455e-33, 0, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.56455e-33, 1.17165e-12, 1.56455e-33, 1.56455e-33, 9.45694e-15, 3.73053e-14, 1.56455e-33, 1.86383e-10, 1.56455e-33, 1.56455e-33
0.502136, 0, 3.64145e-10, 1.12616e-32, 1.41421, -3.64145e-10, 1.12616e-32, 0, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 1.12616e-32, 2.27624e-12, 1.12616e-32, 1.12616e-32, 1.97576e-14, 7.51799e-14, 1.12616e-32, 3.61773e-10, 1.12616e-32, 1.12616e-32
0.510244, 0, 6.94822e-10, 7.64631e-32, 1.41421, -6.94822e-10, 7.64631e-32, 0, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 7.64631e-32, 4.34875e-12, 7.64631e-32, 7.64631e-32, 4.11654e-14, 1.49749e-13, 7.64631e-32, 6.90282e-10, 7.64631e-32, 7.64631e-32
0.518351, 0, 1.30345e-09, 4.86514e-31, 1.41421, -1.30345e-09, 4.86514e-31, 0, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 4.86514e-31, 8.17237e-12, 4.86514e-31, 4.86514e-31, 8.56738e-14, 2.95377e-13, 4.86514e-31, 1.2949e-09, 4.86514e-31, 4.86514e-31
0.526459, 0, 2.40439e-09, 2.89965e-30, 1.41421, -2.40439e-09, 2.89965e-30, 0, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 2.89965e-30, 1.5111e-11, 2.89965e-30, 2.89965e-30, 1.78298e-13, 5.78299e-13, 2.89965e-30, 2.38853e-09, 2.89965e-30, 2.89965e-30
0.534566, 0, 4.36186e-09, 1.62214e-29, 1.41421, -4.36186e-09, 1.62214e-29, 0, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 1.62214e-29, 2.75004e-11, 1.62214e-29, 1.62214e-29, 3.71158e-13, 1.12686e-12, 1.62214e-29, 4.33286e-09, 1.62214e-29, 1.62214e-29
0.542674, 0, 7.78345e-09, 8.54252e-29, 1.41421, -7.78345e-09, 8.54252e-29, 0, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 8.54252e-29, 4.92768e-11, 8.54252e-29, 8.54252e-29, 7.72456e-13, 2.19204e-12, 8.54252e-29, 7.73121e-09, 8.54252e-29, 8.54252e-29
0.550781, 0, 1.36644e-08, 4.24862e-28, 1.41421, -1.36644e-08, 4.24862e-28, 0, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 4.24862e-28, 8.69716e-11, 4.24862e-28, 4.24862e-28, 1.60523e-12, 4.26998e-12, 4.24862e-28, 1.35715e-08, 4.24862e-28, 4.24862e-28
0.558889, 0, 2.36055e-08, 2.60221e-27, 1.41421, -2.36055e-08, 2.60221e-27, 0, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 2.60221e-27, 1.51265e-10, 2.60221e-27, 2.60221e-27, 3.32623e-12, 8.36034e-12, 2.60221e-27, 2.34426e-08, 2.60221e-27, 2.60221e-27
0.566997, 0, 4.01361e-08, 1.12571e-26, 1.41421, -4.01361e-08, 1.12571e-26, 0, 1.12571e-26, 1.12571e-26, 1.12571e-26, 1.12571e-26, 1.12571e-26, 1.12571e-26, 5.93022e-14, 1.12571e-26, 1.12571e-26, 1.12571e-26, 2.59362e-10, 1.12571e-26, 1.12571e-26, 6.84952e-12, 1.64512e-11, 1.12571e-26, 3.98534e-08, 1.12571e-26, 1.12571e-26
0.575104, 0, 6.71829e-08, 4.65833e-26, 1.41421, -6.71829e-08, 4.65833e-26, 0, 4.65833e-26, 4.65833e-26, 4.65833e-26, 4.65833e-26, 4.65833e-26, 4.65833e-26, 2.88052e-13, 4.65833e-26, 4.65833e-26, 4.65833e-26, 4.38629e-10, 4.65833e-26, 4.65833e-26, 1.3993e-11, 3.25978e-11, 4.65833e-26, 6.66974e-08, 4.65833e-26, 4.65833e-26
0.583211, 0, 1.10737e-07, 1.85132e-25, 1.41421, -1.10737e-07, 1.85132e-25, 0, 1.85132e-25, 1.85132e-25, 1.85132e-25, 1.85132e-25, 1.85132e-25, 1.85132e-25, 1.11776e-12, 1.85132e-25, 1.85132e-25, 1.85132e-25, 7.32016e-10, 1.85132e-25, 1.85132e-25, 2.82955e-11, 6.50078e-11, 1.85132e-25, 1.09911e-07, 1.85132e-25, 1.85132e-25
0.591319, 0, 1.81052e-07, 3.87004e-10, 1.41421, -1.81052e-07, 3.90897e-10, 3.87004e-10, 3.8701e-10, 3.87058e-10, 3.87033e-10, 3.87107e-10, 3.87011e-10, 3.87204e-10, 3.93823e-10, 3.91685e-10, 3.91769e-10, 1.21964e-09, 1.5931e-09, 3.87971e-10, 3.87038e-10, 4.43524e-10, 5.17234e-10, 3.87005e-10, 1.78794e-07, 3.87004e-10, 3.97763e-10
0.599427, 0, 2.93678e-07, 1.86264e-09, 1.41421, -2.93678e-07, 1.88141e-09, 1.86264e-09, 1.86267e-09, 1.86291e-09, 1.86278e-09, 1.86314e-09, 1.86268e-09, 1.86361e-09, 1.88962e-09, 1.88521e-09, 1.88561e-09, 5.87649e-09, 3.82539e-09, 1.8673e-09, 1.86281e-09, 1.97399e-09, 2.12396e-09, 1.86265e-09, 2.87179e-07, 1.86264e-09, 1.91451e-09
0.607534, 0, 4.76867e-07, 7.16922e-09, 1.41421, -4.76867e-07, 7.24153e-09, 7.16922e-09, 7.16934e-09, 7.17024e-09, 7.16976e-09, 7.17113e-09, 7.16935e-09, 7.17293e-09, 7.26398e-09, 7.25618e-09, 7.25773e-09, 2.26344e-08, 1.03251e-08, 7.18718e-09, 7.16985e-09, 7.38526e-09, 7.69256e-09, 7.16924e-09, 4.56939e-07, 7.16922e-09, 7.36906e-09
0.615642, 0, 7.87395e-07, 2.52436e-08, 1.41421, -7.87395e-07, 2.54983e-08, 2.52436e-08, 2.5244e-08, 2.52471e-08, 2.52455e-08, 2.52503e-08, 2.5244e-08, 2.52566e-08, 2.55555e-08, 2.55499e-08, 2.55554e-08, 7.97262e-08, 3.02589e-08, 2.53068e-08, 2.52458e-08, 2.5656e-08, 2.62858e-08, 2.52436e-08, 7.24461e-07, 2.52436e-08, 2.59476e-08
0.623749, 0, 1.35419e-06, 8.36007e-08, 1.41421, -1.35419e-06, 8.44446e-08, 8.36007e-08, 8.36021e-08, 8.36125e-08, 8.3607e-08, 8.36229e-08, 8.36021e-08, 8.3644e-08, 8.45757e-08, 8.46155e-08, 8.46336e-08, 2.64097e-07, 9.14801e-08, 8.38102e-08, 8.3608e-08, 8.4375e-08, 8.56576e-08, 8.36009e-08, 1.15649e-06, 8.36007e-08, 8.5933e-08
0.631857, 0, 2.49374e-06, 2.62304e-07, 1.41421, -2.49374e-06, 2.64952e-07, 2.62304e-07, 2.62308e-07, 2.62341e-07, 2.62323e-07, 2.62373e-07, 2.62308e-07, 2.62439e-07, 2.65216e-07, 2.65489e-07, 2.65545e-07, 8.28794e-07, 2.74544e-07, 2.62961e-07, 2.62327e-07, 2.63733e-07, 2.66319e-07, 2.62304e-07, 1.88931e-06, 2.62304e-07, 2.69624e-07
0.639964, 0, 5.00268e-06, 7.81473e-07, 1.41421, -5.00268e-06, 7.89366e-07, 7.81473e-07, 7.81486e-07, 7.81583e-07, 7.81532e-07, 7.81681e-07, 7.81487e-07, 7.81878e-07, 7.89835e-07, 7.90965e-07, 7.91134e-07, 2.4697e-06, 8.00276e-07, 7.83433e-07, 7.81542e-07, 7.84068e-07, 7.89199e-07, 7.81475e-07, 3.22526e-06, 7.81473e-07, 8.03287e-07
0.648072, 0, 1.08611e-05, 2.21285e-06, 1.41421, -1.08611e-05, 2.23521e-06, 2.21285e-06, 2.21289e-06, 2.21317e-06, 2.21302e-06, 2.21344e-06, 2.21289e-06, 2.214e-06, 2.23636e-06, 2.23974e-06, 2.24022e-06, 6.99483e-06, 2.24143e-06, 2.21841e-06, 2.21305e-06, 2.21749e-06, 2.22749e-06, 2.21286e-06, 5.86129e-06, 2.21285e-06, 2.27465e-06
0.656179, 0, 2.482e-05, 5.95909e-06, 1.41421, -2.482e-05, 6.01932e-06, 5.95909e-06, 5.95919e-06, 5.95994e-06, 5.95954e-06, 5.96068e-06, 5.9592e-06, 5.96218e-06, 6.02191e-06, 6.03152e-06, 6.03281e-06, 1.8841e-05, 6.00204e-06, 5.97405e-06, 5.95962e-06, 5.96725e-06, 5.98634e-06, 5.9591e-06, 1.14024e-05, 5.95909e-06, 6.12555e-06
0.664287, 0, 5.77647e-05, 1.52686e-05, 1.41421, -5.77647e-05, 1.54229e-05, 1.52686e-05, 1.52688e-05, 1.52707e-05, 1.52697e-05, 1.52726e-05, 1.52688e-05, 1.52765e-05, 1.54297e-05, 1.54542e-05, 1.54575e-05, 4.82872e-05, 1.53325e-05, 1.53069e-05, 1.52699e-05, 1.52827e-05, 1.53185e-05, 1.52686e-05, 2.34458e-05, 1.52686e-05, 1.56952e-05
0.672394, 0, 0.000133364, 3.72406e-05, 1.41421, -0.000133364, 3.76173e-05, 3.72406e-05, 3.72412e-05, 3.72459e-05, 3.72434e-05, 3.72506e-05, 3.72413e-05, 3.726e-05, 3.76393e-05, 3.76936e-05, 3.77017e-05, 0.000117807, 3.73348e-05, 3.73342e-05, 3.72439e-05, 3.72648e-05, 3.73306e-05, 3.72407e-05, 4.97239e-05, 3.72406e-05, 3.82817e-05
