   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_236.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.173511, 0, 1.51138e-09, 0, 1.41421, -1.51138e-09, 0, 0, 0, 0, 0, 0, 0, 9.21273e-12, 0, 0, 4.78218e-14, 2.22137e-12, 0, 1.49989e-09, 0, 0
0.1815, 0, 2.20982e-09, 0, 1.41421, -2.20982e-09, 0, 0, 0, 0, 0, 0, 0, 1.34734e-11, 0, 0, 7.2601e-14, 3.41807e-12, 0, 2.19286e-09, 0, 0
0.189489, 0, 3.21208e-09, 0, 1.41421, -3.21208e-09, 0, 0, 0, 0, 0, 0, 0, 1.95902e-11, 0, 0, 1.09812e-13, 5.23301e-12, 0, 3.18715e-09, 0, 0
0.197478, 0, 4.64178e-09, 0, 1.41421, -4.64178e-09, 0, 0, 0, 0, 0, 0, 0, 2.83204e-11, 0, 0, 1.65538e-13, 7.97235e-12, 0, 4.60533e-09, 0, 0
0.205467, 0, 6.66923e-09, 0, 1.41421, -6.66923e-09, 0, 0, 0, 0, 0, 0, 0, 4.07089e-11, 0, 0, 2.48788e-13, 1.20875e-11, 0, 6.61618e-09, 0, 0
0.213457, 0, 9.52758e-09, 0, 1.41421, -9.52758e-09, 0, 0, 0, 0, 0, 0, 0, 5.81887e-11, 0, 0, 3.72916e-13, 1.82417e-11, 0, 9.45078e-09, 0, 0
0.221446, 0, 1.35341e-08, 0, 1.41421, -1.35341e-08, 0, 0, 0, 0, 0, 0, 0, 8.27138e-11, 0, 0, 5.57701e-13, 2.7405e-11, 0, 1.34235e-08, 0, 0
0.229435, 0, 1.9118e-08, 1.02855e-42, 1.41421, -1.9118e-08, 1.02855e-42, 0, 1.02855e-42, 1.02855e-42, 1.02855e-42, 1.02855e-42, 1.02855e-42, 1.16933e-10, 1.02855e-42, 1.02855e-42, 8.32463e-13, 4.09915e-11, 1.02855e-42, 1.89592e-08, 1.02855e-42, 1.02855e-42
0.237424, 0, 2.68576e-08, 1.3542e-40, 1.41421, -2.68576e-08, 1.3542e-40, 0, 1.3542e-40, 1.3542e-40, 1.3542e-40, 1.3542e-40, 1.3542e-40, 1.64432e-10, 1.3542e-40, 1.3542e-40, 1.24265e-12, 6.11015e-11, 1.3542e-40, 2.66309e-08, 1.3542e-40, 1.3542e-40
0.245413, 0, 3.75214e-08, 1.83426e-39, 1.41421, -3.75214e-08, 1.83426e-39, 0, 1.83426e-39, 1.83426e-39, 1.83426e-39, 1.83426e-39, 1.83426e-39, 2.29979e-10, 1.83426e-39, 1.83426e-39, 1.84986e-12, 9.06363e-11, 1.83426e-39, 3.7199e-08, 1.83426e-39, 1.83426e-39
0.253402, 0, 5.21349e-08, 2.22269e-38, 1.41421, -5.21349e-08, 2.22269e-38, 0, 2.22269e-38, 2.22269e-38, 2.22269e-38, 2.22269e-38, 2.22269e-38, 3.19971e-10, 2.22269e-38, 2.22269e-38, 2.75135e-12, 1.33921e-10, 2.22269e-38, 5.16782e-08, 2.22269e-38, 2.22269e-38
0.261391, 0, 7.20512e-08, 2.42445e-37, 1.41421, -7.20512e-08, 2.42445e-37, 0, 2.42445e-37, 2.42445e-37, 2.42445e-37, 2.42445e-37, 2.42445e-37, 4.42887e-10, 2.42445e-37, 2.42445e-37, 4.08972e-12, 1.97134e-10, 2.42445e-37, 7.1407e-08, 2.42445e-37, 2.42445e-37
0.26938, 0, 9.90469e-08, 2.39401e-36, 1.41421, -9.90469e-08, 2.39401e-36, 0, 2.39401e-36, 2.39401e-36, 2.39401e-36, 2.39401e-36, 2.39401e-36, 6.09917e-10, 2.39401e-36, 2.39401e-36, 6.07685e-12, 2.89137e-10, 2.39401e-36, 9.81417e-08, 2.39401e-36, 2.39401e-36
0.27737, 0, 1.35443e-07, 2.15179e-35, 1.41421, -1.35443e-07, 2.15179e-35, 0, 2.15179e-35, 2.15179e-35, 2.15179e-35, 2.15179e-35, 2.15179e-35, 8.35766e-10, 2.15179e-35, 2.15179e-35, 9.02763e-12, 4.22607e-10, 2.15179e-35, 1.34175e-07, 2.15179e-35, 2.15179e-35
0.285359, 0, 1.84251e-07, 1.76954e-34, 1.41421, -1.84251e-07, 1.76954e-34, 0, 1.76954e-34, 1.76954e-34, 1.76954e-34, 1.76954e-34, 1.76954e-34, 1.13965e-09, 1.76954e-34, 1.76954e-34, 1.34097e-11, 6.15633e-10, 1.76954e-34, 1.82482e-07, 1.76954e-34, 1.76954e-34
0.293348, 0, 2.49363e-07, 1.33793e-33, 1.41421, -2.49363e-07, 1.33793e-33, 0, 1.33793e-33, 1.33793e-33, 1.33793e-33, 1.33793e-33, 1.33793e-33, 1.5466e-09, 1.33793e-33, 1.33793e-33, 1.99171e-11, 8.93945e-10, 1.33793e-33, 2.46902e-07, 1.33793e-33, 1.33793e-33
0.301337, 0, 3.35774e-07, 9.71746e-33, 1.41421, -3.35774e-07, 9.71746e-33, 0, 9.71746e-33, 9.71746e-33, 9.71746e-33, 9.71746e-33, 9.71746e-33, 2.08901e-09, 9.71746e-33, 9.71746e-33, 2.9578e-11, 1.29405e-09, 9.71746e-33, 3.32362e-07, 9.71746e-33, 9.71746e-33
0.309326, 0, 4.49868e-07, 6.88694e-32, 1.41421, -4.49868e-07, 6.88694e-32, 0, 6.88694e-32, 6.88694e-32, 6.88694e-32, 6.88694e-32, 6.88694e-32, 2.8087e-09, 6.88694e-32, 6.88694e-32, 4.39132e-11, 1.86757e-09, 6.88694e-32, 4.45148e-07, 6.88694e-32, 6.88694e-32
0.317315, 0, 5.99753e-07, 4.57855e-31, 1.41421, -5.99753e-07, 4.57855e-31, 0, 4.57855e-31, 4.57855e-31, 4.57855e-31, 4.57855e-31, 4.57855e-31, 3.75936e-09, 4.57855e-31, 4.57855e-31, 6.5166e-11, 2.68732e-09, 4.57855e-31, 5.93242e-07, 4.57855e-31, 4.57855e-31
0.325304, 0, 7.95682e-07, 2.83497e-30, 1.41421, -7.95682e-07, 2.83497e-30, 0, 2.83497e-30, 2.83497e-30, 2.83497e-30, 2.83497e-30, 2.83497e-30, 5.00972e-09, 2.83497e-30, 2.83497e-30, 9.66362e-11, 3.85565e-09, 2.83497e-30, 7.8672e-07, 2.83497e-30, 2.83497e-30
0.333293, 0, 1.05056e-06, 4.35054e-29, 1.41421, -1.05056e-06, 4.35054e-29, 0, 4.35054e-29, 4.35054e-29, 4.35054e-29, 4.35054e-29, 4.35054e-29, 6.64744e-09, 4.35054e-29, 4.35054e-29, 1.43262e-10, 5.51702e-09, 4.35054e-29, 1.03825e-06, 4.35054e-29, 4.35054e-29
0.341282, 0, 1.38048e-06, 2.2113e-28, 1.41421, -1.38048e-06, 2.2113e-28, 0, 2.2113e-28, 2.2113e-28, 2.2113e-28, 2.2113e-28, 2.2113e-28, 8.78347e-09, 2.2113e-28, 2.2113e-28, 2.11941e-10, 7.86952e-09, 2.2113e-28, 1.36362e-06, 2.2113e-28, 2.2113e-28
0.349272, 0, 1.80556e-06, 1.05805e-27, 1.41421, -1.80556e-06, 1.05805e-27, 0, 1.05805e-27, 1.05805e-27, 1.05805e-27, 1.05805e-27, 1.05805e-27, 1.15585e-08, 1.05805e-27, 1.05805e-27, 3.13019e-10, 1.11921e-08, 1.05805e-27, 1.7825e-06, 1.05805e-27, 1.05805e-27
0.357261, 0, 2.35067e-06, 4.78047e-27, 1.41421, -2.35067e-06, 4.78047e-27, 0, 4.78047e-27, 4.78047e-27, 4.78047e-27, 4.78047e-27, 4.78047e-27, 1.51496e-08, 4.78047e-27, 4.78047e-27, 4.61363e-10, 1.58697e-08, 4.78047e-27, 2.31919e-06, 4.78047e-27, 4.78047e-27
0.36525, 0, 3.0465e-06, 2.0455e-26, 1.41421, -3.0465e-06, 2.0455e-26, 0, 2.0455e-26, 2.0455e-26, 2.0455e-26, 2.0455e-26, 2.0455e-26, 1.97793e-08, 2.0455e-26, 2.0455e-26, 6.78386e-10, 2.24325e-08, 2.0455e-26, 3.00361e-06, 2.0455e-26, 2.0455e-26
0.373239, 0, 3.93071e-06, 8.31194e-26, 1.41421, -3.93071e-06, 8.31194e-26, 0, 8.31194e-26, 8.31194e-26, 8.31194e-26, 8.31194e-26, 8.31194e-26, 2.57258e-08, 8.31194e-26, 8.31194e-26, 9.94765e-10, 3.16076e-08, 8.31194e-26, 3.87238e-06, 8.31194e-26, 8.31194e-26
0.381228, 0, 5.04932e-06, 3.21602e-25, 1.41421, -5.04932e-06, 3.21602e-25, 0, 3.21602e-25, 3.21602e-25, 3.21602e-25, 3.21602e-25, 3.21602e-25, 3.33359e-08, 3.21602e-25, 3.21602e-25, 1.45422e-09, 4.43869e-08, 3.21602e-25, 4.97015e-06, 3.21602e-25, 3.21602e-25
0.389217, 0, 6.45832e-06, 1.18769e-24, 1.41421, -6.45832e-06, 1.18769e-24, 0, 1.18769e-24, 1.18769e-24, 1.18769e-24, 1.18769e-24, 1.18769e-24, 4.30404e-08, 1.18769e-24, 1.18769e-24, 2.11872e-09, 6.21157e-08, 1.18769e-24, 6.35104e-06, 1.18769e-24, 1.18769e-24
0.397206, 0, 8.22784e-06, 4.2535e-24, 1.41421, -8.22784e-06, 4.23948e-11, 0, 2.98444e-13, 6.04055e-13, 2.21661e-12, 6.46991e-11, 1.98155e-10, 5.53736e-08, 4.66323e-12, 1.3114e-13, 3.07556e-09, 8.66092e-08, 9.87855e-15, 8.08122e-06, 4.2535e-24, 1.24926e-09
0.405196, 0, 1.04596e-05, 1.98455e-08, 1.41421, -1.04596e-05, 1.99753e-08, 1.98455e-08, 1.98464e-08, 1.98473e-08, 1.98523e-08, 2.00436e-08, 2.04522e-08, 9.0838e-08, 1.98598e-08, 1.98459e-08, 2.42926e-08, 1.40147e-07, 1.98455e-08, 1.02591e-05, 1.98455e-08, 2.36708e-08
0.413185, 0, 1.32552e-05, 6.04796e-08, 1.41421, -1.32552e-05, 6.07841e-08, 6.04796e-08, 6.04817e-08, 6.04839e-08, 6.04955e-08, 6.09443e-08, 6.1903e-08, 1.51185e-07, 6.05131e-08, 6.04805e-08, 6.68836e-08, 2.26914e-07, 6.04796e-08, 1.29804e-05, 6.04796e-08, 6.94535e-08
0.421174, 0, 1.67715e-05, 1.52454e-07, 1.41421, -1.67715e-05, 1.53126e-07, 1.52454e-07, 1.52459e-07, 1.52464e-07, 1.5249e-07, 1.53479e-07, 1.55593e-07, 2.67957e-07, 1.52528e-07, 1.52457e-07, 1.61638e-07, 3.81765e-07, 1.52455e-07, 1.63928e-05, 1.52454e-07, 1.7224e-07
0.429163, 0, 2.11656e-05, 3.09959e-07, 1.41421, -2.11656e-05, 3.11283e-07, 3.09959e-07, 3.09968e-07, 3.09978e-07, 3.10028e-07, 3.1198e-07, 3.16151e-07, 4.56545e-07, 3.10104e-07, 3.09963e-07, 3.23067e-07, 6.24558e-07, 3.09959e-07, 2.06425e-05, 3.09959e-07, 3.48996e-07
0.437152, 0, 2.66991e-05, 6.09627e-07, 1.41421, -2.66991e-05, 6.12177e-07, 6.09627e-07, 6.09645e-07, 6.09664e-07, 6.0976e-07, 6.13518e-07, 6.21544e-07, 7.95051e-07, 6.09908e-07, 6.09635e-07, 6.28252e-07, 1.0395e-06, 6.09628e-07, 2.59712e-05, 6.09627e-07, 6.84755e-07
0.445141, 0, 3.37155e-05, 1.16987e-06, 1.41421, -3.37155e-05, 1.17467e-06, 1.16987e-06, 1.1699e-06, 1.16993e-06, 1.17012e-06, 1.1772e-06, 1.19233e-06, 1.40365e-06, 1.1704e-06, 1.16988e-06, 1.1962e-06, 1.75437e-06, 1.16987e-06, 3.26938e-05, 1.16987e-06, 1.3115e-06
0.45313, 0, 4.27062e-05, 2.19956e-06, 1.41421, -4.27062e-05, 2.20846e-06, 2.19956e-06, 2.19962e-06, 2.19969e-06, 2.20003e-06, 2.21314e-06, 2.24115e-06, 2.49337e-06, 2.20054e-06, 2.19959e-06, 2.23663e-06, 2.9906e-06, 2.19956e-06, 4.12564e-05, 2.19956e-06, 2.46172e-06
0.461119, 0, 5.43925e-05, 4.06079e-06, 1.41421, -5.43925e-05, 4.07698e-06, 4.06079e-06, 4.0609e-06, 4.06102e-06, 4.06164e-06, 4.08549e-06, 4.13645e-06, 4.42884e-06, 4.06257e-06, 4.06084e-06, 4.11272e-06, 5.12623e-06, 4.06079e-06, 5.23105e-05, 4.06079e-06, 4.53779e-06
0.469108, 0, 6.98574e-05, 7.37029e-06, 1.41421, -6.98574e-05, 7.39927e-06, 7.37029e-06, 7.3705e-06, 7.37071e-06, 7.37181e-06, 7.41451e-06, 7.50572e-06, 7.82988e-06, 7.37348e-06, 7.37038e-06, 7.44269e-06, 8.79839e-06, 7.3703e-06, 6.68295e-05, 7.37029e-06, 8.22406e-06
0.477098, 0, 9.07499e-05, 1.31604e-05, 1.41421, -9.07499e-05, 1.32115e-05, 1.31604e-05, 1.31608e-05, 1.31612e-05, 1.31631e-05, 1.32383e-05, 1.3399e-05, 1.37325e-05, 1.31661e-05, 1.31606e-05, 1.32609e-05, 1.50653e-05, 1.31605e-05, 8.62915e-05, 1.31604e-05, 1.46644e-05
0.485087, 0, 0.000119604, 2.31295e-05, 1.41421, -0.000119604, 2.3218e-05, 2.31295e-05, 2.31301e-05, 2.31307e-05, 2.31341e-05, 2.32646e-05, 2.35432e-05, 2.38393e-05, 2.31392e-05, 2.31297e-05, 2.32681e-05, 2.56579e-05, 2.31295e-05, 0.000112965, 2.31295e-05, 2.57379e-05
0.493076, 0, 0.000160317, 4.00239e-05, 1.41421, -0.000160317, 4.01751e-05, 4.00239e-05, 4.0025e-05, 4.00261e-05, 4.00318e-05, 4.02546e-05, 4.07306e-05, 4.0902e-05, 4.00405e-05, 4.00244e-05, 4.02145e-05, 4.33639e-05, 4.00239e-05, 0.000150337, 4.00239e-05, 4.44791e-05
0.501065, 0, 0.000218866, 6.82084e-05, 1.41421, -0.000218866, 6.84627e-05, 6.82084e-05, 6.82102e-05, 6.8212e-05, 6.82217e-05, 6.85966e-05, 6.93973e-05, 6.92913e-05, 6.82364e-05, 6.82092e-05, 6.84691e-05, 7.25993e-05, 6.82084e-05, 0.000203757, 6.82084e-05, 7.57036e-05
0.509054, 0, 0.000304405, 0.000114503, 1.41421, -0.000304405, 0.000114925, 0.000114503, 0.000114506, 0.000114509, 0.000114525, 0.000115146, 0.000116474, 0.000115835, 0.000114549, 0.000114504, 0.000114858, 0.000120249, 0.000114503, 0.000281435, 0.000114503, 0.000126926
0.517043, 0, 0.000430628, 0.000189384, 1.41421, -0.000430628, 0.000190072, 0.000189384, 0.000189388, 0.000189393, 0.00018942, 0.000190434, 0.000192602, 0.000191016, 0.000189459, 0.000189386, 0.000189865, 0.000196869, 0.000189384, 0.000395652, 0.000189384, 0.000209674
0.525032, 0, 0.000618043, 0.000308681, 1.41421, -0.000618043, 0.000309789, 0.000308681, 0.000308688, 0.000308696, 0.000308739, 0.000310372, 0.000313861, 0.000310676, 0.000308803, 0.000308684, 0.00030933, 0.00031839, 0.000308681, 0.000564838, 0.000308681, 0.000341343
0.533022, 0, 0.000896598, 0.000495859, 1.41421, -0.000896598, 0.000497618, 0.000495859, 0.000495871, 0.000495884, 0.000495951, 0.000498543, 0.000504079, 0.000498292, 0.000496052, 0.000495864, 0.000496732, 0.000508404, 0.000495859, 0.000815928, 0.000495859, 0.000547684
0.541011, 0, 0.00130993, 0.000785214, 1.41421, -0.00130993, 0.000787966, 0.000785214, 0.000785234, 0.000785253, 0.000785358, 0.000789413, 0.000798074, 0.000788174, 0.000785517, 0.000785223, 0.000786384, 0.000801363, 0.000785215, 0.00118825, 0.000785214, 0.000866292
0.549, 0, 0.00192024, 0.00122593, 1.41421, -0.00192024, 0.00123018, 0.00122593, 0.00122596, 0.001226, 0.00122616, 0.00123241, 0.00124577, 0.00122953, 0.0012264, 0.00122595, 0.00122749, 0.00124665, 0.00122594, 0.00173794, 0.00122593, 0.00135101
0.556989, 0, 0.00281504, 0.00188744, 1.41421, -0.00281504, 0.00189389, 0.00188744, 0.00188748, 0.00188753, 0.00188777, 0.00189729, 0.00191762, 0.00189178, 0.00188815, 0.00188746, 0.00188951, 0.00191394, 0.00188744, 0.00254413, 0.00188744, 0.00207773
0.564978, 0, 0.0041154, 0.00286597, 1.41421, -0.0041154, 0.00287566, 0.00286597, 0.00286604, 0.00286611, 0.00286647, 0.00288076, 0.00291126, 0.00287122, 0.00286703, 0.002866, 0.00286871, 0.00289977, 0.00286597, 0.00371643, 0.00286597, 0.00315155
0.572967, 0, 0.00598638, 0.00429279, 1.41421, -0.00598638, 0.00430713, 0.00429279, 0.00429289, 0.00429299, 0.00429354, 0.00431468, 0.00435984, 0.00429912, 0.00429436, 0.00429283, 0.00429641, 0.00433581, 0.00429279, 0.00540458, 0.00429279, 0.00471563
0.580956, 0, 0.00864921, 0.00634372, 1.41421, -0.00864921, 0.00636468, 0.00634372, 0.00634387, 0.00634402, 0.00634482, 0.00637571, 0.00644169, 0.00635135, 0.00634603, 0.00634379, 0.00634849, 0.00639837, 0.00634373, 0.00780956, 0.00634372, 0.0069615
0.588945, 0, 0.0123958, 0.00925044, 1.41421, -0.0123958, 0.00928065, 0.00925044, 0.00925065, 0.00925087, 0.00925202, 0.00929655, 0.00939168, 0.0092596, 0.00925376, 0.00925053, 0.00925669, 0.00931972, 0.00925044, 0.0111971, 0.00925044, 0.0101412
0.596934, 0.000449184, 0.0176048, 0.0133126, 1.41437, -0.0171556, 0.0133556, 0.0133126, 0.0133129, 0.0133132, 0.0133148, 0.0133782, 0.0135136, 0.0133236, 0.0133173, 0.0133127, 0.0133207, 0.0134002, 0.0133126, 0.0159124, 0.0133126, 0.0145804
0.604924, 0.997591, 0.0247598, 0.0189111, 1.73136, 0.972832, 0.0189716, 0.0189111, 0.0189116, 0.018912, 0.0189143, 0.0190033, 0.0191936, 0.0189243, 0.0189178, 0.0189113, 0.0189218, 0.0190219, 0.0189111, 0.0223972, 0.0189111, 0.0206927
0.612913, 0.00195937, 0.0344676, 0.0265216, 1.41491, -0.0325083, 0.0266054, 0.0265216, 0.0265222, 0.0265228, 0.026526, 0.0266495, 0.0269134, 0.0265374, 0.0265308, 0.0265219, 0.0265354, 0.0266614, 0.0265216, 0.031207, 0.0265216, 0.0289936
0.620902, 0, 0.0474781, 0.0367269, 1.41421, -0.0474781, 0.0368417, 0.0367269, 0.0367277, 0.0367285, 0.0367329, 0.0369022, 0.0372637, 0.0367457, 0.0367395, 0.0367272, 0.0367448, 0.0369029, 0.0367269, 0.0430293, 0.0367269, 0.0401144
0.628891, 0, 0.0647012, 0.0502274, 1.41421, -0.0647012, 0.0503828, 0.0502274, 0.0502285, 0.0502296, 0.0502355, 0.0504646, 0.0509539, 0.0502498, 0.0502445, 0.0502279, 0.0502506, 0.0504485, 0.0502274, 0.0587005, 0.0502274, 0.0548131
0.63688, 0, 0.0872242, 0.0678495, 1.41421, -0.0872242, 0.0680573, 0.0678495, 0.067851, 0.0678525, 0.0678604, 0.0681667, 0.0688209, 0.0678762, 0.0678724, 0.0678502, 0.0678793, 0.0681265, 0.0678496, 0.0792224, 0.0678495, 0.0739826
0.644869, 0, 0.116323, 0.0905471, 1.41421, -0.116323, 0.0908217, 0.0905471, 0.0905491, 0.0905511, 0.0905615, 0.0909662, 0.0918305, 0.0905788, 0.0905773, 0.090548, 0.0905854, 0.0908931, 0.0905472, 0.105773, 0.0905471, 0.098653
0.652858, 0, 0.153471, 0.119399, 1.41421, -0.153471, 0.119758, 0.119399, 0.119402, 0.119404, 0.119418, 0.119946, 0.121075, 0.119437, 0.119439, 0.1194, 0.119448, 0.11983, 0.119399, 0.139717, 0.119399, 0.129988
0.660847, 0, 0.200339, 0.155598, 1.41421, -0.200339, 0.15606, 0.155598, 0.155601, 0.155604, 0.155622, 0.156304, 0.15776, 0.155642, 0.155648, 0.155599, 0.15566, 0.156131, 0.155598, 0.182607, 0.155598, 0.169272
0.668837, 0, 0.258793, 0.200427, 1.41421, -0.258793, 0.201018, 0.200427, 0.200431, 0.200436, 0.200458, 0.201328, 0.203186, 0.200479, 0.200492, 0.200429, 0.200506, 0.201085, 0.200427, 0.236181, 0.200427, 0.21789
0.676826, 0, 0.330877, 0.255236, 1.41421, -0.330877, 0.255981, 0.255236, 0.255241, 0.255247, 0.255275, 0.256373, 0.258717, 0.255297, 0.255318, 0.255239, 0.255336, 0.256042, 0.255236, 0.302352, 0.255236, 0.277292
0.684815, 0, 0.418792, 0.321395, 1.41421, -0.418792, 0.322324, 0.321395, 0.321401, 0.321408, 0.321443, 0.322813, 0.325739, 0.321466, 0.321496, 0.321398, 0.321521, 0.322377, 0.321395, 0.383187, 0.321395, 0.348954
0.692804, 0.971515, 0.52487, 0.400247, 1.72381, 0.446645, 0.401394, 0.400247, 0.400255, 0.400263, 0.400307, 0.401998, 0.40561, 0.40033, 0.400373, 0.400251, 0.400405, 0.401436, 0.400247, 0.480888, 0.400247, 0.434324
0.700793, 0.0284847, 0.651535, 0.493053, 1.42425, -0.62305, 0.494454, 0.493053, 0.493062, 0.493073, 0.493126, 0.495191, 0.499603, 0.493149, 0.493206, 0.493057, 0.49325, 0.494481, 0.493053, 0.597753, 0.493053, 0.534761
0.708782, 0, 0.801263, 0.600924, 1.41421, -0.801263, 0.602618, 0.600924, 0.600936, 0.600949, 0.601013, 0.603509, 0.608842, 0.601035, 0.601109, 0.60093, 0.60117, 0.602627, 0.600925, 0.736143, 0.600924, 0.651472
0.716771, 0.96429, 0.976534, 0.72476, 1.72171, -0.012244, 0.726787, 0.72476, 0.724774, 0.724789, 0.724866, 0.727853, 0.734233, 0.724886, 0.724981, 0.724767, 0.725065, 0.726774, 0.72476, 0.898438, 0.72476, 0.785439
0.72476, 0.0357104, 1.17979, 0.865179, 1.42678, -1.14408, 0.86758, 0.865179, 0.865196, 0.865213, 0.865305, 0.868843, 0.876401, 0.865323, 0.86544, 0.865188, 0.865556, 0.867541, 0.86518, 1.08699, 0.865179, 0.937359
