   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_529.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0681291, 0, 6.23679e-13, 0, 1.41421, -6.23679e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17994e-15, 0, 0, 2.2334e-15, 3.73665e-14, 0, 5.809e-13, 0, 0, 0
0.0760023, 0, 9.43982e-13, 0, 1.41421, -9.43982e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80254e-15, 0, 0, 3.4433e-15, 5.84396e-14, 0, 8.77296e-13, 0, 0, 0
0.0838756, 0, 1.42257e-12, 0, 1.41421, -1.42257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22082e-15, 0, 0, 5.28703e-15, 9.10423e-14, 0, 1.31902e-12, 0, 0, 0
0.0917488, 0, 2.13456e-12, 0, 1.41421, -2.13456e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08087e-14, 0, 0, 8.08544e-15, 1.41288e-13, 0, 1.97437e-12, 0, 0, 0
0.0996221, 0, 3.18913e-12, 0, 1.41421, -3.18913e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61081e-14, 0, 0, 1.23169e-14, 2.1843e-13, 0, 2.94228e-12, 0, 0, 0
0.107495, 0, 4.74442e-12, 0, 1.41421, -4.74442e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39003e-14, 0, 0, 1.8691e-14, 3.36416e-13, 0, 4.36542e-12, 0, 0, 0
0.115369, 0, 7.0283e-12, 0, 1.41421, -7.0283e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53071e-14, 0, 0, 2.82572e-14, 5.16199e-13, 0, 6.44854e-12, 0, 0, 0
0.123242, 0, 1.03678e-11, 0, 1.41421, -1.03678e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19311e-14, 0, 0, 4.25634e-14, 7.89137e-13, 0, 9.48415e-12, 0, 0, 0
0.131115, 0, 1.523e-11, 0, 1.41421, -1.523e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.60513e-14, 0, 0, 6.38852e-14, 1.20199e-12, 0, 1.38881e-11, 0, 0, 0
0.138988, 0, 2.22796e-11, 0, 1.41421, -2.22796e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10894e-13, 0, 0, 9.55592e-14, 1.82425e-12, 0, 2.02489e-11, 0, 0, 0
0.146862, 0, 3.24578e-11, 0, 1.41421, -3.24578e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61004e-13, 0, 0, 1.42466e-13, 2.75883e-12, 0, 2.93955e-11, 0, 0, 0
0.154735, 0, 4.70921e-11, 0, 1.41421, -4.70921e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32757e-13, 0, 0, 2.1173e-13, 4.15763e-12, 0, 4.249e-11, 0, 0, 0
0.162608, 0, 6.80469e-11, 0, 1.41421, -6.80469e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35052e-13, 0, 0, 3.13728e-13, 6.24415e-12, 0, 6.1154e-11, 0, 0, 0
0.170481, 0, 9.79294e-11, 0, 1.41421, -9.79294e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80257e-13, 0, 0, 4.63556e-13, 9.3462e-12, 0, 8.76394e-11, 0, 0, 0
0.178355, 0, 1.40371e-10, 0, 1.41421, -1.40371e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85478e-13, 0, 0, 6.83146e-13, 1.39431e-11, 0, 1.2506e-10, 0, 0, 0
0.186228, 0, 2.00411e-10, 0, 1.41421, -2.00411e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74272e-13, 0, 0, 1.00434e-12, 2.07338e-11, 0, 1.77698e-10, 0, 0, 0
0.194101, 0, 2.85008e-10, 0, 1.41421, -2.85008e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37893e-12, 0, 0, 1.47332e-12, 3.07346e-11, 0, 2.51422e-10, 0, 0, 0
0.201974, 0, 4.03746e-10, 0, 1.41421, -4.03746e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94351e-12, 0, 0, 2.1571e-12, 4.54192e-11, 0, 3.54226e-10, 0, 0, 0
0.209848, 0, 5.69762e-10, 0, 1.41421, -5.69762e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72786e-12, 0, 0, 3.1529e-12, 6.69195e-11, 0, 4.96962e-10, 0, 0, 0
0.217721, 0, 8.01007e-10, 4.2039e-44, 1.41421, -8.01007e-10, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 3.81294e-12, 4.2039e-44, 4.2039e-44, 4.6018e-12, 9.83119e-11, 4.2039e-44, 6.94281e-10, 4.2039e-44, 4.2039e-44, 4.2039e-44
0.225594, 0, 1.12192e-09, 7.72115e-43, 1.41421, -1.12192e-09, 0, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 7.72115e-43, 5.30773e-12, 7.72115e-43, 7.72115e-43, 6.70873e-12, 1.44026e-10, 7.72115e-43, 9.65878e-10, 7.72115e-43, 7.72115e-43, 7.72115e-43
0.233467, 0, 1.56566e-09, 1.11389e-41, 1.41421, -1.56566e-09, 0, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 1.11389e-41, 7.35833e-12, 1.11389e-41, 1.11389e-41, 9.77156e-12, 2.10425e-10, 1.11389e-41, 1.3381e-09, 1.11389e-41, 1.11389e-41, 1.11389e-41
0.241341, 0, 2.17707e-09, 1.48001e-40, 1.41421, -2.17707e-09, 0, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.48001e-40, 1.01598e-11, 1.48001e-40, 1.48001e-40, 1.42237e-11, 3.06634e-10, 1.48001e-40, 1.84605e-09, 1.48001e-40, 1.48001e-40, 1.48001e-40
0.249214, 0, 3.01663e-09, 1.76426e-39, 1.41421, -3.01663e-09, 0, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.76426e-39, 1.39712e-11, 1.76426e-39, 1.76426e-39, 2.06961e-11, 4.45708e-10, 1.76426e-39, 2.53625e-09, 1.76426e-39, 1.76426e-39, 1.76426e-39
0.257087, 0, 4.16561e-09, 1.89486e-38, 1.41421, -4.16561e-09, 0, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.89486e-38, 1.91355e-11, 1.89486e-38, 1.89486e-38, 3.01089e-11, 6.46296e-10, 1.89486e-38, 3.47007e-09, 1.89486e-38, 1.89486e-38, 1.89486e-38
0.26496, 0, 5.73305e-09, 1.84105e-37, 1.41421, -5.73305e-09, 0, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 1.84105e-37, 2.61048e-11, 1.84105e-37, 1.84105e-37, 4.38041e-11, 9.34985e-10, 1.84105e-37, 4.72815e-09, 1.84105e-37, 1.84105e-37, 1.84105e-37
0.272834, 0, 7.86472e-09, 1.62662e-36, 1.41421, -7.86472e-09, 0, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 1.62662e-36, 3.54721e-11, 1.62662e-36, 1.62662e-36, 6.37413e-11, 1.34962e-09, 1.62662e-36, 6.41589e-09, 1.62662e-36, 1.62662e-36, 1.62662e-36
0.280707, 0, 1.07552e-08, 1.3136e-35, 1.41421, -1.07552e-08, 0, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 1.3136e-35, 4.80127e-11, 1.3136e-35, 1.3136e-35, 9.27818e-11, 1.94395e-09, 1.3136e-35, 8.67047e-09, 1.3136e-35, 1.3136e-35, 1.3136e-35
0.28858, 0, 1.46637e-08, 9.74602e-35, 1.41421, -1.46637e-08, 0, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 9.74602e-35, 6.47357e-11, 9.74602e-35, 9.74602e-35, 1.35106e-10, 2.79423e-09, 9.74602e-35, 1.16696e-08, 9.74602e-35, 9.74602e-35, 9.74602e-35
0.296453, 0, 1.99347e-08, 6.58192e-34, 1.41421, -1.99347e-08, 0, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 6.58192e-34, 8.69499e-11, 6.58192e-34, 6.58192e-34, 1.96818e-10, 4.0084e-09, 6.58192e-34, 1.56425e-08, 6.58192e-34, 6.58192e-34, 6.58192e-34
0.304327, 0, 2.70255e-08, 4.41689e-33, 1.41421, -2.70255e-08, 0, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 4.41689e-33, 1.16346e-10, 4.41689e-33, 4.41689e-33, 2.86829e-10, 5.73901e-09, 4.41689e-33, 2.08834e-08, 4.41689e-33, 4.41689e-33, 4.41689e-33
0.3122, 0, 3.65427e-08, 2.69043e-32, 1.41421, -3.65427e-08, 0, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 2.69043e-32, 1.55098e-10, 2.69043e-32, 2.69043e-32, 4.18129e-10, 8.20117e-09, 2.69043e-32, 2.77683e-08, 2.69043e-32, 2.69043e-32, 2.69043e-32
0.320073, 0, 4.92888e-08, 1.53614e-31, 1.41421, -4.92888e-08, 0, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 1.53614e-31, 2.05996e-10, 1.53614e-31, 1.53614e-31, 6.09635e-10, 1.16976e-08, 1.53614e-31, 3.67756e-08, 1.53614e-31, 1.53614e-31, 1.53614e-31
0.327946, 0, 6.63263e-08, 8.43499e-31, 1.41421, -6.63263e-08, 0, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 8.43499e-31, 2.72603e-10, 8.43499e-31, 8.43499e-31, 8.88845e-10, 1.66534e-08, 8.43499e-31, 4.85114e-08, 8.43499e-31, 8.43499e-31, 8.43499e-31
0.33582, 0, 8.9059e-08, 4.36794e-30, 1.41421, -8.9059e-08, 0, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 4.36794e-30, 3.59452e-10, 4.36794e-30, 4.36794e-30, 1.29564e-09, 2.36641e-08, 4.36794e-30, 6.37398e-08, 4.36794e-30, 4.36794e-30, 4.36794e-30
0.343693, 0, 1.19342e-07, 2.12531e-29, 1.41421, -1.19342e-07, 0, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 2.12531e-29, 4.72297e-10, 2.12531e-29, 2.12531e-29, 1.88771e-09, 3.35614e-08, 2.12531e-29, 8.34205e-08, 2.12531e-29, 2.12531e-29, 2.12531e-29
0.351566, 0, 1.59623e-07, 9.78103e-29, 1.41421, -1.59623e-07, 0, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 9.78103e-29, 6.18408e-10, 9.78103e-29, 9.78103e-29, 2.74828e-09, 4.75039e-08, 9.78103e-29, 1.08752e-07, 9.78103e-29, 9.78103e-29, 9.78103e-29
0.359439, 0, 2.13133e-07, 4.29067e-28, 1.41421, -2.13133e-07, 0, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 4.29067e-28, 8.06949e-10, 4.29067e-28, 4.29067e-28, 3.99699e-09, 6.71004e-08, 4.29067e-28, 1.41228e-07, 4.29067e-28, 4.29067e-28, 4.29067e-28
0.367313, 0, 2.8413e-07, 1.78851e-27, 1.41421, -2.8413e-07, 0, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.78851e-27, 1.04942e-09, 1.78851e-27, 1.78851e-27, 5.80527e-09, 9.45772e-08, 1.78851e-27, 1.82698e-07, 1.78851e-27, 1.78851e-27, 1.78851e-27
0.375186, 0, 3.78226e-07, 7.08703e-27, 1.41421, -3.78226e-07, 0, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 7.08703e-27, 1.36023e-09, 7.08703e-27, 7.08703e-27, 8.41777e-09, 1.33004e-07, 7.08703e-27, 2.35444e-07, 7.08703e-27, 7.08703e-27, 7.08703e-27
0.383059, 0, 5.02804e-07, 2.67489e-26, 1.41421, -5.02804e-07, 0, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 2.67489e-26, 1.75734e-09, 2.67489e-26, 2.67489e-26, 1.21822e-08, 1.86596e-07, 2.67489e-26, 3.02269e-07, 2.67489e-26, 2.67489e-26, 2.67489e-26
0.390933, 0, 6.67575e-07, 9.63694e-26, 1.41421, -6.67575e-07, 0, 9.63694e-26, 9.63694e-26, 9.63694e-26, 9.63694e-26, 9.63694e-26, 9.63694e-26, 9.63694e-26, 2.25805e-13, 9.63694e-26, 9.63694e-26, 9.63694e-26, 2.26309e-09, 9.63694e-26, 9.63694e-26, 1.75905e-08, 2.61117e-07, 9.63694e-26, 3.86604e-07, 9.63694e-26, 9.63694e-26, 9.63694e-26
0.398806, 0, 8.85287e-07, 3.32353e-25, 1.41421, -8.85287e-07, 0, 3.32353e-25, 3.32353e-25, 3.32353e-25, 3.32353e-25, 3.32353e-25, 3.32353e-25, 3.32353e-25, 6.61097e-13, 3.32353e-25, 3.32353e-25, 3.32353e-25, 2.90516e-09, 3.32353e-25, 3.32353e-25, 2.53361e-08, 3.64418e-07, 3.32353e-25, 4.92627e-07, 3.32353e-25, 3.32353e-25, 3.32353e-25
0.406679, 0, 1.1738e-06, 1.11377e-24, 1.41421, -1.1738e-06, 0, 1.00174e-14, 5.63649e-12, 9.76881e-12, 9.2277e-11, 1.44124e-12, 1.26282e-10, 3.97202e-10, 1.14616e-11, 5.82959e-11, 1.27066e-11, 3.15116e-10, 3.71788e-09, 4.09371e-12, 1.97595e-13, 3.63907e-08, 5.07132e-07, 2.88346e-16, 6.25489e-07, 1.11377e-24, 1.11377e-24, 3.23129e-11
0.414552, 0, 1.55504e-06, 1.67237e-10, 1.41421, -1.55504e-06, 1.67237e-10, 1.67266e-10, 1.83684e-10, 1.95743e-10, 4.36503e-10, 1.71443e-10, 5.3573e-10, 1.32628e-09, 1.99373e-10, 3.37345e-10, 2.04315e-10, 1.08675e-09, 4.91059e-09, 1.79183e-10, 1.67814e-10, 5.22805e-08, 7.0377e-07, 1.67238e-10, 7.91472e-07, 1.67237e-10, 1.67237e-10, 2.61527e-10
0.422426, 0, 2.05846e-06, 4.80142e-10, 1.41421, -2.05846e-06, 4.80142e-10, 4.80208e-10, 5.17032e-10, 5.44076e-10, 1.08407e-09, 4.89575e-10, 1.30663e-09, 3.07972e-09, 5.51298e-10, 8.61674e-10, 5.63304e-10, 2.54249e-09, 6.5135e-09, 5.06934e-10, 4.81435e-10, 7.48676e-08, 9.73543e-07, 4.80144e-10, 9.98001e-07, 4.80142e-10, 4.80142e-10, 6.91622e-10
0.430299, 0, 2.72313e-06, 1.06277e-09, 1.41421, -2.72313e-06, 1.06277e-09, 1.06291e-09, 1.13779e-09, 1.19279e-09, 2.29091e-09, 1.08196e-09, 2.74349e-09, 6.3492e-09, 1.20657e-09, 1.83865e-09, 1.23189e-09, 5.25671e-09, 8.71399e-09, 1.11726e-09, 1.0654e-09, 1.06879e-07, 1.34223e-06, 1.06278e-09, 1.25431e-06, 1.06277e-09, 1.06277e-09, 1.49283e-09
0.438172, 0, 3.60054e-06, 2.13879e-09, 1.41421, -3.60054e-06, 2.13879e-09, 2.13905e-09, 2.28398e-09, 2.39042e-09, 4.5157e-09, 2.17591e-09, 5.39162e-09, 1.23701e-08, 2.41604e-09, 3.6404e-09, 2.46609e-09, 1.02557e-08, 1.1813e-08, 2.24424e-09, 2.14388e-09, 1.52117e-07, 1.84422e-06, 2.1388e-09, 1.57135e-06, 2.13879e-09, 2.13879e-09, 2.97112e-09
0.446045, 0, 4.75944e-06, 4.10728e-09, 1.41421, -4.75944e-06, 4.10728e-09, 4.10777e-09, 4.37991e-09, 4.57978e-09, 8.57056e-09, 4.17699e-09, 1.02153e-08, 2.33193e-08, 4.62623e-09, 6.92696e-09, 4.72188e-09, 1.93489e-08, 1.63036e-08, 4.30529e-09, 4.11684e-09, 2.15875e-07, 2.52548e-06, 4.10729e-09, 1.96254e-06, 4.10728e-09, 4.10728e-09, 5.6702e-09
0.453919, 0, 6.29236e-06, 7.6715e-09, 1.41421, -6.29236e-06, 7.6715e-09, 7.67239e-09, 8.17256e-09, 8.5399e-09, 1.58745e-08, 7.79962e-09, 1.88974e-08, 4.29808e-08, 8.79191e-09, 1.28537e-08, 8.80106e-09, 3.56838e-08, 2.30028e-08, 8.03541e-09, 7.68906e-09, 3.05518e-07, 3.44763e-06, 7.67152e-09, 2.44428e-06, 7.6715e-09, 7.6715e-09, 1.0544e-08
0.461792, 0, 8.31753e-06, 1.40452e-08, 1.41421, -8.31753e-06, 1.40452e-08, 1.40468e-08, 1.49503e-08, 1.56139e-08, 2.8864e-08, 1.42766e-08, 3.4325e-08, 7.78323e-08, 1.66273e-08, 2.3407e-08, 1.60857e-08, 6.465e-08, 3.32617e-08, 1.47026e-08, 1.40769e-08, 4.31275e-07, 4.68628e-06, 1.40452e-08, 3.03679e-06, 1.40452e-08, 1.40452e-08, 1.92343e-08
0.469665, 0, 1.10001e-05, 2.52969e-08, 1.41421, -1.10001e-05, 2.52969e-08, 2.52998e-08, 2.69077e-08, 2.80887e-08, 5.1668e-08, 2.57088e-08, 6.1386e-08, 1.3881e-07, 3.21798e-08, 4.19568e-08, 2.89282e-08, 1.15351e-07, 4.93144e-08, 2.64668e-08, 2.53534e-08, 6.07373e-07, 6.34555e-06, 2.5297e-08, 3.76524e-06, 2.52969e-08, 2.52969e-08, 3.45314e-08
0.477538, 0, 1.45591e-05, 4.49036e-08, 1.41421, -1.45591e-05, 4.49036e-08, 4.49087e-08, 4.77306e-08, 4.98031e-08, 9.11847e-08, 4.56265e-08, 1.0824e-07, 2.44118e-07, 5.97335e-08, 7.41417e-08, 5.12766e-08, 2.02948e-07, 7.48363e-08, 4.69568e-08, 4.50027e-08, 8.53928e-07, 8.5594e-06, 4.49038e-08, 4.66154e-06, 4.49036e-08, 4.49036e-08, 6.111e-08
0.485412, 0, 1.92921e-05, 7.86255e-08, 1.41421, -1.92921e-05, 7.86255e-08, 7.86342e-08, 8.35213e-08, 8.71106e-08, 1.58776e-07, 7.98774e-08, 1.88313e-07, 4.23631e-07, 1.07931e-07, 1.29261e-07, 8.96624e-08, 3.52332e-07, 1.15825e-07, 8.21813e-08, 7.87971e-08, 1.19811e-06, 1.15014e-05, 7.86258e-08, 5.76671e-06, 7.86255e-08, 7.86255e-08, 1.06692e-07
0.493285, 0, 2.56053e-05, 1.3587e-07, 1.41421, -2.56053e-05, 1.3587e-07, 1.35885e-07, 1.4424e-07, 1.50376e-07, 2.72893e-07, 1.38011e-07, 3.23388e-07, 7.25678e-07, 1.91121e-07, 2.22435e-07, 1.54739e-07, 6.03788e-07, 1.81971e-07, 1.41949e-07, 1.36164e-07, 1.6783e-06, 1.53959e-05, 1.35871e-07, 7.13447e-06, 1.3587e-07, 1.3587e-07, 1.83852e-07
0.501158, 0, 3.40554e-05, 2.31786e-07, 1.41421, -3.40554e-05, 2.31786e-07, 2.31811e-07, 2.45914e-07, 2.56271e-07, 4.63072e-07, 2.35399e-07, 5.48303e-07, 1.22734e-06, 3.31126e-07, 3.77901e-07, 2.63634e-07, 1.0216e-06, 2.8876e-07, 2.42047e-07, 2.32281e-07, 2.34803e-06, 2.05325e-05, 2.31787e-07, 8.83702e-06, 2.31786e-07, 2.31786e-07, 3.12776e-07
0.509031, 0, 4.54137e-05, 3.90406e-07, 1.41421, -4.54137e-05, 3.90406e-07, 3.90448e-07, 4.13953e-07, 4.31217e-07, 7.75908e-07, 3.96427e-07, 9.17971e-07, 2.04978e-06, 5.67029e-07, 6.33947e-07, 4.4349e-07, 1.70685e-06, 4.60625e-07, 4.07508e-07, 3.91231e-07, 3.28183e-06, 2.72844e-05, 3.90407e-07, 1.09726e-05, 3.90406e-07, 3.90406e-07, 5.25399e-07
0.516905, 0, 6.07487e-05, 6.49313e-07, 1.41421, -6.07487e-05, 6.49313e-07, 6.49382e-07, 6.88073e-07, 7.16489e-07, 1.28386e-06, 6.59224e-07, 1.5177e-06, 3.3807e-06, 9.5984e-07, 1.05019e-06, 7.36692e-07, 2.81623e-06, 7.35624e-07, 6.77464e-07, 6.50672e-07, 4.58359e-06, 3.6132e-05, 6.49315e-07, 1.36778e-05, 6.49313e-07, 6.49313e-07, 8.71516e-07
0.524778, 0, 8.15518e-05, 1.06643e-06, 1.41421, -8.15518e-05, 1.06643e-06, 1.06654e-06, 1.12944e-06, 1.17563e-06, 2.09798e-06, 1.08254e-06, 2.47812e-06, 5.5067e-06, 1.60625e-06, 1.71811e-06, 1.20847e-06, 4.58907e-06, 1.17224e-06, 1.11219e-06, 1.06864e-06, 6.39805e-06, 4.7694e-05, 1.06643e-06, 1.71494e-05, 1.06643e-06, 1.06643e-06, 1.42765e-06
0.532651, 0, 0.00010989, 1.7297e-06, 1.41421, -0.00010989, 1.7297e-06, 1.72988e-06, 1.83087e-06, 1.90504e-06, 3.38597e-06, 1.75557e-06, 3.99632e-06, 8.85902e-06, 2.65755e-06, 2.77605e-06, 1.95777e-06, 7.38567e-06, 1.85909e-06, 1.80318e-06, 1.73325e-06, 8.92644e-06, 6.2768e-05, 1.72971e-06, 2.16556e-05, 1.7297e-06, 1.7297e-06, 2.30968e-06
0.540524, 0, 0.000148644, 2.7707e-06, 1.41421, -0.000148644, 2.7707e-06, 2.77099e-06, 2.93114e-06, 3.04877e-06, 5.39733e-06, 2.81172e-06, 6.36528e-06, 1.40769e-05, 4.34741e-06, 4.43007e-06, 3.13239e-06, 1.17404e-05, 2.92852e-06, 2.88723e-06, 2.77632e-06, 1.24478e-05, 8.23823e-05, 2.77071e-06, 2.75813e-05, 2.7707e-06, 2.7707e-06, 3.69048e-06
