   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_581.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.172264, 0, 7.78038e-13, 0, 1.41421, -7.78038e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27344e-15, 0, 0, 0, 2.42265e-13, 0, 5.31499e-13, 0, 0
0.180125, 0, 1.24724e-12, 0, 1.41421, -1.24724e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77765e-15, 0, 0, 0, 3.97533e-13, 0, 8.42928e-13, 0, 0
0.187986, 0, 1.98869e-12, 0, 1.41421, -1.98869e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06856e-14, 0, 0, 0, 6.49109e-13, 0, 1.3289e-12, 0, 0
0.195848, 0, 3.1542e-12, 0, 1.41421, -3.1542e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67474e-14, 0, 0, 0, 1.05478e-12, 0, 2.08267e-12, 0, 0
0.203709, 0, 4.97676e-12, 0, 1.41421, -4.97676e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60943e-14, 0, 0, 0, 1.70586e-12, 0, 3.24481e-12, 0, 0
0.211571, 0, 7.81225e-12, 0, 1.41421, -7.81225e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04206e-14, 0, 0, 0, 2.74598e-12, 0, 5.02585e-12, 0, 0
0.219432, 0, 1.22016e-11, 0, 1.41421, -1.22016e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22491e-14, 0, 0, 0, 4.40017e-12, 0, 7.73917e-12, 0, 0
0.227293, 0, 1.8963e-11, 0, 1.41421, -1.8963e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53122e-14, 0, 0, 0, 7.01943e-12, 0, 1.18482e-11, 0, 0
0.235155, 0, 2.93286e-11, 0, 1.41421, -2.93286e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45099e-13, 0, 0, 0, 1.11492e-11, 0, 1.80343e-11, 0, 0
0.243016, 0, 4.51456e-11, 0, 1.41421, -4.51456e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1963e-13, 0, 0, 0, 1.76337e-11, 0, 2.72922e-11, 0, 0
0.250877, 0, 6.91725e-11, 0, 1.41421, -6.91725e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30556e-13, 0, 0, 0, 2.77755e-11, 0, 4.10665e-11, 0, 0
0.258739, 0, 1.05512e-10, 0, 1.41421, -1.05512e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94697e-13, 0, 0, 0, 4.35768e-11, 0, 6.14402e-11, 0, 0
0.2666, 0, 1.60242e-10, 7.70714e-44, 1.41421, -1.60242e-10, 7.70714e-44, 0, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.36182e-13, 7.70714e-44, 7.70714e-44, 7.70714e-44, 6.81065e-11, 7.70714e-44, 9.13993e-11, 7.70714e-44, 7.70714e-44
0.274462, 0, 2.42342e-10, 1.38869e-42, 1.41421, -2.42342e-10, 1.38869e-42, 0, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.08943e-12, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.06055e-10, 1.38869e-42, 1.35198e-10, 1.38869e-42, 1.38869e-42
0.282323, 0, 3.65033e-10, 2.08289e-41, 1.41421, -3.65033e-10, 2.08289e-41, 0, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 2.08289e-41, 1.60324e-12, 2.08289e-41, 2.08289e-41, 2.08289e-41, 1.6457e-10, 2.08289e-41, 1.98859e-10, 2.08289e-41, 2.08289e-41
0.290184, 0, 5.47727e-10, 2.74904e-40, 1.41421, -5.47727e-10, 2.74904e-40, 0, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.34638e-12, 2.74904e-40, 2.74904e-40, 2.74904e-40, 2.54525e-10, 2.74904e-40, 2.90856e-10, 2.74904e-40, 2.74904e-40
0.298046, 0, 8.18864e-10, 3.24755e-39, 1.41421, -8.18864e-10, 3.24755e-39, 0, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.41519e-12, 3.24755e-39, 3.24755e-39, 3.24755e-39, 3.92413e-10, 3.24755e-39, 4.23036e-10, 3.24755e-39, 3.24755e-39
0.305907, 0, 1.22002e-09, 3.46105e-38, 1.41421, -1.22002e-09, 3.46105e-38, 0, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 3.46105e-38, 4.94388e-12, 3.46105e-38, 3.46105e-38, 3.46105e-38, 6.03213e-10, 3.46105e-38, 6.11865e-10, 3.46105e-38, 3.46105e-38
0.313769, 0, 1.81189e-09, 3.3399e-37, 1.41421, -1.81189e-09, 3.3399e-37, 0, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 3.3399e-37, 7.11833e-12, 3.3399e-37, 3.3399e-37, 3.3399e-37, 9.24687e-10, 3.3399e-37, 8.80084e-10, 3.3399e-37, 3.3399e-37
0.32163, 0, 2.68292e-09, 2.93702e-36, 1.41421, -2.68292e-09, 2.93702e-36, 0, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 2.93702e-36, 1.01945e-11, 2.93702e-36, 2.93702e-36, 2.93702e-36, 1.41382e-09, 2.93702e-36, 1.25891e-09, 2.93702e-36, 2.93702e-36
0.329491, 0, 3.96191e-09, 2.36515e-35, 1.41421, -3.96191e-09, 2.36515e-35, 0, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.36515e-35, 1.45229e-11, 2.36515e-35, 2.36515e-35, 2.36515e-35, 2.15646e-09, 2.36515e-35, 1.79092e-09, 2.36515e-35, 2.36515e-35
0.337353, 0, 5.83627e-09, 1.7519e-34, 1.41421, -5.83627e-09, 1.7519e-34, 0, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 1.7519e-34, 2.05809e-11, 1.7519e-34, 1.7519e-34, 1.7519e-34, 3.28181e-09, 1.7519e-34, 2.53388e-09, 1.7519e-34, 1.7519e-34
0.345214, 0, 8.57855e-09, 1.18074e-33, 1.41421, -8.57855e-09, 1.18074e-33, 0, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 1.18074e-33, 2.90154e-11, 1.18074e-33, 1.18074e-33, 1.18074e-33, 4.98391e-09, 1.18074e-33, 3.56562e-09, 1.18074e-33, 1.18074e-33
0.353076, 0, 1.25849e-08, 6.96955e-33, 1.41421, -1.25849e-08, 6.96955e-33, 0, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 6.96955e-33, 4.06978e-11, 6.96955e-33, 6.96955e-33, 6.96955e-33, 7.55378e-09, 6.96955e-33, 4.99042e-09, 6.96955e-33, 6.96955e-33
0.360937, 0, 1.84311e-08, 4.2327e-32, 1.41421, -1.84311e-08, 4.2327e-32, 0, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 4.2327e-32, 5.67965e-11, 4.2327e-32, 4.2327e-32, 4.2327e-32, 1.14271e-08, 4.2327e-32, 6.94715e-09, 4.2327e-32, 4.2327e-32
0.368798, 0, 2.69534e-08, 2.29393e-31, 1.41421, -2.69534e-08, 2.29393e-31, 0, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 2.29393e-31, 7.88701e-11, 2.29393e-31, 2.29393e-31, 2.29393e-31, 1.72549e-08, 2.29393e-31, 9.61963e-09, 2.29393e-31, 2.29393e-31
0.37666, 0, 3.93665e-08, 1.2187e-30, 1.41421, -3.93665e-08, 1.2187e-30, 0, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.2187e-30, 1.08987e-10, 1.2187e-30, 1.2187e-30, 1.2187e-30, 2.60077e-08, 1.2187e-30, 1.32498e-08, 1.2187e-30, 1.2187e-30
0.384521, 0, 5.74325e-08, 6.15906e-30, 1.41421, -5.74325e-08, 6.15906e-30, 0, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 6.15906e-30, 1.4988e-10, 6.15906e-30, 6.15906e-30, 6.15906e-30, 3.91285e-08, 6.15906e-30, 1.81541e-08, 6.15906e-30, 6.15906e-30
0.392382, 0, 8.37063e-08, 2.93584e-29, 1.41421, -8.37063e-08, 2.93584e-29, 0, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.93584e-29, 2.05143e-10, 2.93584e-29, 2.93584e-29, 2.93584e-29, 5.87571e-08, 2.93584e-29, 2.47441e-08, 2.93584e-29, 2.93584e-29
0.400244, 0, 1.21886e-07, 1.33645e-28, 1.41421, -1.21886e-07, 1.33645e-28, 0, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 1.33645e-28, 2.79477e-10, 1.33645e-28, 1.33645e-28, 1.33645e-28, 8.80549e-08, 1.33645e-28, 3.3552e-08, 1.33645e-28, 1.33645e-28
0.408105, 0, 1.77318e-07, 5.84948e-28, 1.41421, -1.77318e-07, 5.84948e-28, 0, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 5.84948e-28, 3.79013e-10, 5.84948e-28, 5.84948e-28, 5.84948e-28, 1.31677e-07, 5.84948e-28, 4.5262e-08, 5.84948e-28, 5.84948e-28
0.415967, 0, 2.57706e-07, 2.44202e-27, 1.41421, -2.57706e-07, 2.44202e-27, 0, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 2.44202e-27, 5.11698e-10, 2.44202e-27, 2.44202e-27, 2.44202e-27, 1.96446e-07, 2.44202e-27, 6.07487e-08, 2.44202e-27, 2.44202e-27
0.423828, 0, 3.74131e-07, 9.7207e-27, 1.41421, -3.74131e-07, 9.7207e-27, 0, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 9.7207e-27, 6.87805e-10, 9.7207e-27, 9.7207e-27, 9.7207e-27, 2.92319e-07, 9.7207e-27, 8.11236e-08, 9.7207e-27, 9.7207e-27
0.431689, 0, 5.42464e-07, 3.69189e-26, 1.41421, -5.42464e-07, 3.69189e-26, 0, 3.69189e-26, 3.69189e-26, 3.69189e-26, 3.69189e-26, 3.69189e-26, 3.69189e-26, 3.69189e-26, 4.8096e-13, 3.69189e-26, 3.69189e-26, 3.69189e-26, 9.20541e-10, 3.69189e-26, 3.69189e-26, 3.69189e-26, 4.33752e-07, 3.69189e-26, 1.07791e-07, 3.69189e-26, 3.69189e-26
0.439551, 0, 7.85363e-07, 1.34e-25, 1.41421, -7.85363e-07, 1.34e-25, 0, 1.34e-25, 1.34e-25, 1.34e-25, 1.34e-25, 1.34e-25, 1.34e-25, 1.34e-25, 1.49954e-12, 1.34e-25, 1.34e-25, 1.34e-25, 1.22683e-09, 1.34e-25, 1.34e-25, 1.34e-25, 6.41617e-07, 1.34e-25, 1.42518e-07, 1.34e-25, 1.34e-25
0.447412, 0, 1.13501e-06, 4.66637e-25, 1.41421, -1.13501e-06, 4.66637e-25, 0, 4.66637e-25, 4.66637e-25, 4.66637e-25, 4.66637e-25, 4.66637e-25, 4.66637e-25, 4.66637e-25, 3.6079e-12, 4.66637e-25, 4.66637e-25, 4.66637e-25, 1.62826e-09, 4.66637e-25, 4.66637e-25, 4.66637e-25, 9.4587e-07, 4.66637e-25, 1.87509e-07, 4.66637e-25, 4.66637e-25
0.455274, 0, 1.63823e-06, 1.57656e-24, 1.41421, -1.63823e-06, 3.34699e-11, 0, 6.27097e-15, 3.87026e-11, 3.44358e-10, 1.34839e-11, 2.61534e-10, 3.93512e-11, 6.38538e-12, 3.29939e-11, 2.0012e-10, 1.85348e-11, 2.93302e-10, 2.15229e-09, 1.19836e-11, 3.53969e-13, 8.03054e-14, 1.38924e-06, 1.63491e-15, 2.45543e-07, 1.57656e-24, 1.57656e-24
0.463135, 0, 2.35923e-06, 1.11304e-10, 1.41421, -2.35923e-06, 2.15225e-10, 1.11304e-10, 1.11323e-10, 2.31472e-10, 1.18051e-09, 1.5317e-10, 9.23346e-10, 2.33486e-10, 1.3113e-10, 2.05668e-10, 7.32659e-10, 1.68853e-10, 1.02198e-09, 2.94491e-09, 1.48512e-10, 1.12403e-10, 1.12546e-10, 2.03237e-06, 1.11309e-10, 3.20123e-07, 1.11304e-10, 1.11304e-10
0.470996, 0, 3.38888e-06, 3.40787e-10, 1.41421, -3.38888e-06, 5.89961e-10, 3.40787e-10, 3.40833e-10, 6.28916e-10, 2.90443e-09, 4.4117e-10, 2.28783e-09, 6.33745e-10, 3.88324e-10, 5.6078e-10, 1.83062e-09, 4.78773e-10, 2.52433e-09, 4.05668e-09, 4.30001e-10, 3.43422e-10, 3.45008e-10, 2.96042e-06, 3.40799e-10, 4.1547e-07, 3.40787e-10, 3.40787e-10
0.478858, 0, 4.85435e-06, 8.0729e-10, 1.41421, -4.85435e-06, 1.35031e-09, 8.0729e-10, 8.07392e-10, 1.43521e-09, 6.39423e-09, 1.02606e-09, 5.05048e-09, 1.44573e-09, 9.10888e-10, 1.27975e-09, 4.05408e-09, 1.108e-09, 5.56589e-09, 5.66128e-09, 1.00172e-09, 8.13033e-10, 8.18131e-10, 4.29239e-06, 8.07317e-10, 5.36952e-07, 8.0729e-10, 8.0729e-10
0.486719, 0, 6.93738e-06, 1.79373e-09, 1.41421, -6.93738e-06, 2.93736e-09, 1.79373e-09, 1.79395e-09, 3.11615e-09, 1.356e-08, 2.25446e-09, 1.073e-08, 3.13831e-09, 2.01191e-09, 2.77724e-09, 8.63155e-09, 2.42704e-09, 1.18155e-08, 8.11011e-09, 2.2032e-09, 1.80583e-09, 1.82007e-09, 6.19747e-06, 1.79379e-09, 6.9127e-07, 1.79373e-09, 1.79373e-09
0.494581, 0, 9.88285e-06, 3.65464e-09, 1.41421, -9.88285e-06, 5.93803e-09, 3.65464e-09, 3.65507e-09, 6.29501e-09, 2.71475e-08, 4.57454e-09, 2.14971e-08, 6.33926e-09, 4.09026e-09, 5.83916e-09, 1.73072e-08, 4.91912e-09, 2.36643e-08, 1.18428e-08, 4.47219e-09, 3.67879e-09, 3.70973e-09, 8.90349e-06, 3.65475e-09, 8.86524e-07, 3.65464e-09, 3.65464e-09
0.502442, 0, 1.40308e-05, 7.2793e-09, 1.41421, -1.40308e-05, 1.17487e-08, 7.2793e-09, 7.28014e-09, 1.24474e-08, 5.32626e-08, 9.07985e-09, 4.22028e-08, 1.2534e-08, 8.13196e-09, 1.25145e-08, 3.40019e-08, 9.75432e-09, 4.64449e-08, 1.78539e-08, 8.87951e-09, 7.32657e-09, 7.39124e-09, 1.27204e-05, 7.27952e-09, 1.13338e-06, 7.2793e-09, 7.2793e-09
0.510303, 0, 1.9858e-05, 1.42182e-08, 1.41421, -1.9858e-05, 2.28082e-08, 1.42182e-08, 1.42198e-08, 2.41512e-08, 1.02597e-07, 1.76788e-08, 8.13407e-08, 2.43177e-08, 1.5857e-08, 2.72479e-08, 6.55788e-08, 1.89751e-08, 8.94939e-08, 2.7824e-08, 1.72938e-08, 1.4309e-08, 1.44404e-08, 1.80761e-05, 1.42186e-08, 1.44548e-06, 1.42182e-08, 1.42182e-08
0.518165, 0, 2.80184e-05, 2.7274e-08, 1.41421, -2.80184e-05, 4.34989e-08, 2.7274e-08, 2.7277e-08, 4.60355e-08, 1.94206e-07, 3.38105e-08, 1.54056e-07, 4.63499e-08, 3.03694e-08, 5.58001e-08, 1.24284e-07, 3.62589e-08, 1.69456e-07, 4.47152e-08, 3.30832e-08, 2.74456e-08, 2.77063e-08, 2.55469e-05, 2.72748e-08, 1.8408e-06, 2.7274e-08, 2.7274e-08
0.526026, 0, 3.94166e-05, 5.14194e-08, 1.41421, -3.94166e-05, 8.15495e-08, 5.14194e-08, 5.14251e-08, 8.626e-08, 3.61415e-07, 6.35578e-08, 2.86856e-07, 8.68439e-08, 5.71676e-08, 1.10138e-07, 2.3157e-07, 6.81047e-08, 3.15453e-07, 7.36953e-08, 6.22072e-08, 5.17381e-08, 5.22451e-08, 3.59067e-05, 5.14209e-08, 2.34372e-06, 5.14194e-08, 5.14194e-08
0.533887, 0, 5.53038e-05, 9.53122e-08, 1.41421, -5.53038e-05, 1.50337e-07, 9.53122e-08, 9.53225e-08, 1.58939e-07, 6.61435e-07, 1.1748e-07, 5.25273e-07, 1.60005e-07, 1.0581e-07, 2.12205e-07, 4.24308e-07, 1.25783e-07, 5.77499e-07, 1.2366e-07, 1.15013e-07, 9.58941e-08, 9.68621e-08, 5.01902e-05, 9.53149e-08, 2.98804e-06, 9.53122e-08, 9.53122e-08
0.541749, 0, 7.74119e-05, 1.73743e-07, 1.41421, -7.74119e-05, 2.72581e-07, 1.73743e-07, 1.73762e-07, 2.88033e-07, 1.19064e-06, 2.13562e-07, 9.46059e-07, 2.89948e-07, 1.926e-07, 3.98606e-07, 7.64701e-07, 2.28477e-07, 1.03987e-06, 2.09689e-07, 2.09131e-07, 1.74789e-07, 1.76605e-07, 6.97745e-05, 1.73748e-07, 3.82205e-06, 1.73743e-07, 1.73743e-07
0.54961, 0, 0.000108151, 3.11509e-07, 1.41421, -0.000108151, 4.86151e-07, 3.11509e-07, 3.11542e-07, 5.13455e-07, 2.10833e-06, 3.81866e-07, 1.67616e-06, 5.16839e-07, 3.44827e-07, 7.38298e-07, 1.35571e-06, 4.08221e-07, 1.84192e-06, 3.56928e-07, 3.74038e-07, 3.13356e-07, 3.16706e-07, 9.64865e-05, 3.11517e-07, 4.91606e-06, 3.11509e-07, 3.11509e-07
0.557472, 0, 0.000150879, 5.49392e-07, 1.41421, -0.000150879, 8.52978e-07, 5.49392e-07, 5.49448e-07, 9.0044e-07, 3.67286e-06, 6.71696e-07, 2.92161e-06, 9.06323e-07, 6.0731e-07, 1.34855e-06, 2.36456e-06, 7.1751e-07, 3.20976e-06, 6.06584e-07, 6.58088e-07, 5.52602e-07, 5.5868e-07, 0.000132745, 5.49406e-07, 6.37409e-06, 5.49392e-07, 5.49392e-07
0.565333, 0, 0.000210285, 9.53198e-07, 1.41421, -0.000210285, 1.47243e-06, 9.53198e-07, 9.53295e-07, 1.5536e-06, 6.2953e-06, 1.16238e-06, 5.01044e-06, 1.56366e-06, 1.05226e-06, 2.42932e-06, 4.0577e-06, 1.24073e-06, 5.50326e-06, 1.02498e-06, 1.1391e-06, 9.58689e-07, 9.69537e-07, 0.000181751, 9.53223e-07, 8.3526e-06, 9.53198e-07, 9.53198e-07
0.573194, 0, 0.000292935, 1.62709e-06, 1.41421, -0.000292935, 2.50089e-06, 1.62709e-06, 1.62725e-06, 2.6375e-06, 1.06173e-05, 1.97911e-06, 8.45498e-06, 2.65443e-06, 1.79379e-06, 4.31633e-06, 6.85162e-06, 2.11098e-06, 9.28434e-06, 1.71689e-06, 1.93995e-06, 1.63633e-06, 1.65538e-06, 0.000247735, 1.62713e-06, 1.10834e-05, 1.62709e-06, 1.62709e-06
