   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_133.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.59926, 6.99522, 4.57607, 3.95777, 2.9992, 2.41916, 3.95777, 0, 3.95778, 3.95781, 3.95783, 3.95785, 4.54427, 3.95802, 3.95777, 3.95777, 3.95777, 3.95777, 3.95777, 3.95777, 3.95777, 3.95777, 3.95777, 3.98913, 3.95777, 3.95777
3.60713, 5.15885, 4.66185, 3.98517, 2.6756, 0.49701, 3.98517, 0, 3.98518, 3.98521, 3.98523, 3.98525, 4.63399, 3.98543, 3.98517, 3.98517, 3.98517, 3.98517, 3.98517, 3.98517, 3.98517, 3.98517, 3.98517, 4.0126, 3.98517, 3.98517
3.61499, 5.83148, 4.74655, 4.01273, 2.79848, 1.08494, 4.01273, 0, 4.01274, 4.01276, 4.01278, 4.01281, 4.72223, 4.01299, 4.01273, 4.01273, 4.01273, 4.01273, 4.01273, 4.01273, 4.01273, 4.01273, 4.01273, 4.0366, 4.01273, 4.01273
3.62286, 2.91809, 4.8284, 4.04042, 2.21768, -1.9103, 4.04042, 0, 4.04043, 4.04046, 4.04048, 4.0405, 4.80725, 4.04069, 4.04042, 4.04042, 4.04042, 4.04042, 4.04042, 4.04042, 4.04042, 4.04042, 4.04042, 4.06112, 4.04042, 4.04042
3.63072, 4.14689, 4.90558, 4.06824, 2.47929, -0.758687, 4.06824, 0, 4.06825, 4.06827, 4.06829, 4.06832, 4.88725, 4.06852, 4.06824, 4.06824, 4.06824, 4.06824, 4.06824, 4.06824, 4.06824, 4.06824, 4.06824, 4.0861, 4.06824, 4.06824
3.63858, 6.06501, 4.97633, 4.09616, 2.8399, 1.08868, 4.09616, 0, 4.09617, 4.0962, 4.09622, 4.09624, 4.96051, 4.09645, 4.09616, 4.09616, 4.09616, 4.09616, 4.09616, 4.09616, 4.09616, 4.09616, 4.09617, 4.11152, 4.09616, 4.09616
3.64645, 4.12999, 5.03906, 4.1242, 2.47588, -0.90907, 4.1242, 0, 4.1242, 4.12423, 4.12425, 4.12428, 5.02544, 4.12449, 4.1242, 4.1242, 4.1242, 4.1242, 4.1242, 4.1242, 4.1242, 4.1242, 4.1242, 4.13733, 4.1242, 4.1242
3.65431, 9.8508, 5.09239, 4.15232, 3.4425, 4.75841, 4.15232, 0, 4.15233, 4.15236, 4.15238, 4.1524, 5.08071, 4.15263, 4.15232, 4.15232, 4.15232, 4.15232, 4.15232, 4.15232, 4.15232, 4.15232, 4.15232, 4.16351, 4.15232, 4.15232
3.66218, 5.86029, 5.13528, 4.18054, 2.80362, 0.72501, 4.18054, 0, 4.18055, 4.18058, 4.1806, 4.18063, 5.12529, 4.18086, 4.18054, 4.18054, 4.18054, 4.18054, 4.18054, 4.18054, 4.18054, 4.18054, 4.18055, 4.19004, 4.18054, 4.18054
3.67004, 6.86995, 5.16707, 4.20886, 2.97825, 1.70288, 4.20886, 0, 4.20887, 4.2089, 4.20892, 4.20894, 5.15855, 4.20918, 4.20886, 4.20886, 4.20886, 4.20886, 4.20886, 4.20886, 4.20886, 4.20886, 4.20886, 4.21688, 4.20886, 4.20886
3.6779, 8.12044, 5.18753, 4.23727, 3.18126, 2.93292, 4.23727, 0, 4.23728, 4.23731, 4.23733, 4.23735, 5.18027, 4.2376, 4.23727, 4.23727, 4.23727, 4.23727, 4.23727, 4.23727, 4.23727, 4.23727, 4.23727, 4.24402, 4.23727, 4.23727
3.68577, 6.05288, 5.19684, 4.26577, 2.83776, 0.856036, 4.26577, 0, 4.26578, 4.2658, 4.26582, 4.26585, 5.19067, 4.26611, 4.26577, 4.26577, 4.26577, 4.26577, 4.26577, 4.26577, 4.26577, 4.26577, 4.26577, 4.27142, 4.26577, 4.26577
3.69363, 3.93734, 5.19565, 4.29436, 2.43666, -1.25831, 4.29436, 0, 4.29437, 4.29439, 4.29441, 4.29444, 5.19041, 4.29471, 4.29436, 4.29436, 4.29436, 4.29436, 4.29436, 4.29436, 4.29436, 4.29436, 4.29436, 4.29907, 4.29436, 4.29436
3.70149, 6.15421, 5.18495, 4.32304, 2.85556, 0.969262, 4.32304, 0, 4.32305, 4.32308, 4.3231, 4.32312, 5.1805, 4.3234, 4.32304, 4.32304, 4.32304, 4.32304, 4.32304, 4.32304, 4.32304, 4.32304, 4.32304, 4.32695, 4.32304, 4.32304
3.70936, 6.83624, 5.16608, 4.35182, 2.97258, 1.67016, 4.35182, 0, 4.35183, 4.35186, 4.35188, 4.3519, 5.1623, 4.35219, 4.35182, 4.35182, 4.35182, 4.35182, 4.35182, 4.35182, 4.35182, 4.35182, 4.35182, 4.35506, 4.35182, 4.35182
3.71722, 6.09145, 5.14062, 4.3807, 2.84455, 0.950824, 4.3807, 0, 4.38071, 4.38073, 4.38075, 4.38078, 5.1374, 4.38107, 4.3807, 4.3807, 4.3807, 4.3807, 4.3807, 4.3807, 4.3807, 4.3807, 4.3807, 4.38336, 4.3807, 4.3807
3.72509, 6.89889, 5.1103, 4.40967, 2.9831, 1.78859, 4.40967, 0, 4.40968, 4.4097, 4.40972, 4.40975, 5.10755, 4.41005, 4.40967, 4.40967, 4.40967, 4.40967, 4.40967, 4.40967, 4.40967, 4.40967, 4.40967, 4.41185, 4.40967, 4.40967
3.73295, 1.95186, 5.07689, 4.43874, 1.98793, -3.12504, 4.43874, 0, 4.43874, 4.43877, 4.43879, 4.43882, 5.07454, 4.43913, 4.43874, 4.43874, 4.43874, 4.43874, 4.43874, 4.43874, 4.43874, 4.43874, 4.43874, 4.44052, 4.43874, 4.43874
3.74081, 3.07946, 5.04217, 4.46791, 2.25377, -1.96271, 4.46791, 0, 4.46792, 4.46794, 4.46796, 4.46799, 5.04014, 4.46831, 4.46791, 4.46791, 4.46791, 4.46791, 4.46791, 4.46791, 4.46791, 4.46791, 4.46791, 4.46936, 4.46791, 4.46791
3.74868, 4.95419, 5.00777, 4.49718, 2.63708, -0.0535817, 4.49718, 0, 4.49719, 4.49721, 4.49723, 4.49726, 5.006, 4.4976, 4.49718, 4.49718, 4.49718, 4.49718, 4.49718, 4.49718, 4.49718, 4.49718, 4.49718, 4.49835, 4.49718, 4.49718
3.75654, 2.99517, 4.97515, 4.52655, 2.23499, -1.97998, 4.52655, 0, 4.52656, 4.52659, 4.52661, 4.52663, 4.9736, 4.52698, 4.52655, 4.52655, 4.52655, 4.52655, 4.52655, 4.52655, 4.52655, 4.52655, 4.52655, 4.5275, 4.52655, 4.52655
3.76441, 2.96159, 4.94554, 4.55603, 2.22746, -1.98396, 4.55603, 0, 4.55604, 4.55607, 4.55609, 4.55611, 4.94417, 4.55647, 4.55603, 4.55603, 4.55603, 4.55603, 4.55603, 4.55603, 4.55603, 4.55603, 4.55603, 4.55679, 4.55603, 4.55603
3.77227, 1.99755, 4.91993, 4.58561, 1.99939, -2.92237, 4.58561, 0, 4.58562, 4.58565, 4.58567, 4.58569, 4.91869, 4.58606, 4.58561, 4.58561, 4.58561, 4.58561, 4.58561, 4.58561, 4.58561, 4.58561, 4.58561, 4.58622, 4.58561, 4.58561
3.78013, 1.05527, 4.899, 4.6153, 1.74793, -3.84374, 4.6153, 0, 4.61531, 4.61534, 4.61536, 4.61539, 4.89788, 4.61576, 4.6153, 4.6153, 4.6153, 4.6153, 4.6153, 4.6153, 4.6153, 4.6153, 4.61531, 4.61579, 4.6153, 4.6153
3.788, 8.0193, 4.88322, 4.6451, 3.16533, 3.13608, 4.6451, 0, 4.64511, 4.64514, 4.64516, 4.64518, 4.88219, 4.64557, 4.6451, 4.6451, 4.6451, 4.6451, 4.6451, 4.6451, 4.6451, 4.6451, 4.6451, 4.64548, 4.6451, 4.6451
3.79586, 4.94219, 4.87277, 4.67501, 2.6348, 0.0694284, 4.67501, 0, 4.67502, 4.67504, 4.67506, 4.67509, 4.87181, 4.67549, 4.67501, 4.67501, 4.67501, 4.67501, 4.67501, 4.67501, 4.67501, 4.67501, 4.67501, 4.67531, 4.67501, 4.67501
3.80373, 3.99523, 4.86764, 4.70503, 2.44852, -0.872408, 4.70503, 0, 4.70503, 4.70506, 4.70508, 4.70511, 4.86673, 4.70552, 4.70503, 4.70503, 4.70503, 4.70503, 4.70503, 4.70503, 4.70503, 4.70503, 4.70503, 4.70526, 4.70503, 4.70503
3.81159, 3.03358, 4.86765, 4.73515, 2.24356, -1.83407, 4.73515, 0, 4.73516, 4.73519, 4.73521, 4.73523, 4.86678, 4.73565, 4.73515, 4.73515, 4.73515, 4.73515, 4.73515, 4.73515, 4.73515, 4.73515, 4.73515, 4.73534, 4.73515, 4.73515
3.81945, 5.97354, 4.87248, 4.76539, 2.82375, 1.10107, 4.76539, 0, 4.7654, 4.76542, 4.76544, 4.76547, 4.87164, 4.7659, 4.76539, 4.76539, 4.76539, 4.76539, 4.76539, 4.76539, 4.76539, 4.76539, 4.76539, 4.76553, 4.76539, 4.76539
3.82732, 5.99284, 4.88171, 4.79574, 2.82716, 1.11113, 4.79574, 0, 4.79574, 4.79577, 4.79579, 4.79582, 4.8809, 4.79626, 4.79574, 4.79574, 4.79574, 4.79574, 4.79574, 4.79574, 4.79574, 4.79574, 4.79574, 4.79585, 4.79574, 4.79574
3.83518, 5.99266, 4.89489, 4.8262, 2.82713, 1.09777, 4.8262, 0, 4.8262, 4.82623, 4.82625, 4.82628, 4.89409, 4.82673, 4.8262, 4.8262, 4.8262, 4.8262, 4.8262, 4.8262, 4.8262, 4.8262, 4.8262, 4.82628, 4.8262, 4.8262
3.84305, 6.9737, 4.91151, 4.85677, 2.99561, 2.06218, 4.85677, 0, 4.85677, 4.8568, 4.85682, 4.85685, 4.91072, 4.85731, 4.85677, 4.85677, 4.85677, 4.85677, 4.85677, 4.85677, 4.85677, 4.85677, 4.85677, 4.85683, 4.85677, 4.85677
3.85091, 2.0119, 4.9311, 4.88744, 2.00297, -2.91921, 4.88744, 0, 4.88745, 4.88748, 4.8875, 4.88752, 4.93031, 4.888, 4.88744, 4.88744, 4.88744, 4.88744, 4.88744, 4.88744, 4.88744, 4.88744, 4.88744, 4.88749, 4.88744, 4.88744
3.85877, 3.98324, 4.9532, 4.91823, 2.44607, -0.969957, 4.91823, 0, 4.91824, 4.91827, 4.91829, 4.91831, 4.95241, 4.9188, 4.91823, 4.91823, 4.91823, 4.91823, 4.91823, 4.91823, 4.91823, 4.91823, 4.91823, 4.91827, 4.91823, 4.91823
3.86664, 0.995291, 4.97737, 4.94912, 1.73069, -3.98208, 4.94912, 0, 4.94913, 4.94916, 4.94918, 4.9492, 4.97657, 4.9497, 4.94912, 4.94912, 4.94912, 4.94912, 4.94912, 4.94912, 4.94912, 4.94912, 4.94912, 4.94915, 4.94912, 4.94912
3.8745, 1, 5.00323, 4.98011, 1.73205, -4.00323, 4.98011, 0, 4.98012, 4.98015, 4.98017, 4.98019, 5.00244, 4.98071, 4.98011, 4.98011, 4.98011, 4.98011, 4.98011, 4.98011, 4.98011, 4.98011, 4.98011, 4.98014, 4.98011, 4.98011
3.88236, 4.99492, 5.03046, 5.0112, 2.64479, -0.035543, 5.0112, 0, 5.01121, 5.01124, 5.01126, 5.01128, 5.02966, 5.01181, 5.0112, 5.0112, 5.0112, 5.0112, 5.0112, 5.0112, 5.0112, 5.0112, 5.0112, 5.01122, 5.0112, 5.0112
3.89023, 5.98061, 5.05878, 5.04238, 2.825, 0.92183, 5.04238, 0, 5.04238, 5.04241, 5.04243, 5.04246, 5.05797, 5.04299, 5.04238, 5.04238, 5.04238, 5.04238, 5.04238, 5.04238, 5.04238, 5.04238, 5.04238, 5.04239, 5.04238, 5.04238
3.89809, 5.99523, 5.08794, 5.07364, 2.82758, 0.907284, 5.07364, 0, 5.07364, 5.07367, 5.07369, 5.07372, 5.08712, 5.07427, 5.07364, 5.07364, 5.07364, 5.07364, 5.07364, 5.07364, 5.07364, 5.07364, 5.07364, 5.07365, 5.07364, 5.07364
3.90596, 3.00979, 5.11777, 5.10497, 2.23826, -2.10798, 5.10497, 0, 5.10498, 5.10501, 5.10503, 5.10505, 5.11694, 5.10561, 5.10497, 5.10497, 5.10497, 5.10497, 5.10497, 5.10497, 5.10497, 5.10497, 5.10497, 5.10498, 5.10497, 5.10497
3.91382, 5.00731, 5.14811, 5.13637, 2.64713, -0.140796, 5.13637, 0, 5.13637, 5.1364, 5.13642, 5.13645, 5.14727, 5.13702, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637, 5.13637
3.92168, 5.99758, 5.17882, 5.16782, 2.828, 0.818758, 5.16782, 0, 5.16782, 5.16785, 5.16787, 5.1679, 5.17797, 5.16848, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782, 5.16782
3.92955, 4.96382, 5.20984, 5.19931, 2.6389, -0.246019, 5.19931, 0, 5.19932, 5.19934, 5.19936, 5.19939, 5.20897, 5.19999, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931, 5.19931
3.93741, 3.03135, 5.24106, 5.23083, 2.24307, -2.20971, 5.23083, 0, 5.23084, 5.23086, 5.23088, 5.23091, 5.24019, 5.23152, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083, 5.23083
3.94528, 4.93215, 5.27245, 5.26237, 2.6329, -0.3403, 5.26237, 0, 5.26237, 5.2624, 5.26242, 5.26245, 5.27157, 5.26307, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237, 5.26237
3.95314, 3.03891, 5.30397, 5.2939, 2.24475, -2.26506, 5.2939, 0, 5.29391, 5.29394, 5.29396, 5.29398, 5.30307, 5.29462, 5.2939, 5.2939, 5.2939, 5.2939, 5.2939, 5.2939, 5.2939, 5.2939, 5.29391, 5.29391, 5.2939, 5.2939
3.961, 2.02172, 5.33558, 5.32543, 2.00542, -3.31386, 5.32543, 0, 5.32544, 5.32547, 5.32549, 5.32551, 5.33467, 5.32616, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543, 5.32543
3.96887, 2.02661, 5.36727, 5.35694, 2.00664, -3.34066, 5.35694, 0, 5.35695, 5.35697, 5.35699, 5.35702, 5.36635, 5.35768, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694, 5.35694
3.97673, 5.87435, 5.39904, 5.38841, 2.80613, 0.475311, 5.38841, 0, 5.38842, 5.38845, 5.38847, 5.38849, 5.3981, 5.38917, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841, 5.38841
3.9846, 3.02416, 5.43089, 5.41984, 2.24146, -2.40673, 5.41984, 0, 5.41985, 5.41988, 5.4199, 5.41992, 5.42994, 5.42061, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984, 5.41984
3.99246, 2.99276, 5.46284, 5.45123, 2.23445, -2.47008, 5.45123, 0, 5.45123, 5.45126, 5.45128, 5.45131, 5.46187, 5.45201, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123, 5.45123
4.00032, 3.07007, 5.4949, 5.48256, 2.25168, -2.42483, 5.48256, 0, 5.48257, 5.48259, 5.48261, 5.48264, 5.49392, 5.48335, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256, 5.48256
4.00819, 5.99758, 5.52711, 5.51383, 2.828, 0.470471, 5.51383, 0, 5.51383, 5.51386, 5.51388, 5.51391, 5.52612, 5.51464, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383, 5.51383
4.01605, 1.99762, 5.55952, 5.54504, 1.9994, -3.5619, 5.54504, 0, 5.54505, 5.54508, 5.5451, 5.54513, 5.55851, 5.54587, 5.54504, 5.54504, 5.54504, 5.54504, 5.54504, 5.54504, 5.54504, 5.54504, 5.54505, 5.54504, 5.54504, 5.54504
4.02391, 2.95164, 5.59217, 5.57621, 2.22523, -2.64052, 5.57621, 0, 5.57622, 5.57624, 5.57626, 5.57629, 5.59115, 5.57705, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621, 5.57621
4.03178, 5.94702, 5.62511, 5.60732, 2.81905, 0.321911, 5.60732, 0, 5.60733, 5.60736, 5.60738, 5.6074, 5.62408, 5.60817, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732, 5.60732
4.03964, 3.04343, 5.65842, 5.63839, 2.24576, -2.61499, 5.63839, 0, 5.6384, 5.63843, 5.63845, 5.63847, 5.65737, 5.63925, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839, 5.63839
4.04751, 7.88874, 5.69215, 5.66942, 3.14464, 2.19658, 5.66942, 0, 5.66943, 5.66946, 5.66948, 5.6695, 5.69109, 5.6703, 5.66942, 5.66942, 5.66942, 5.66942, 5.66942, 5.66942, 5.66942, 5.66942, 5.66943, 5.66942, 5.66942, 5.66942
4.05537, 7.04608, 5.72639, 5.70044, 3.00767, 1.3197, 5.70044, 0, 5.70044, 5.70047, 5.70049, 5.70052, 5.72531, 5.70133, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044, 5.70044
4.06323, 4.99275, 5.76118, 5.73144, 2.64438, -0.768429, 5.73144, 0, 5.73144, 5.73147, 5.73149, 5.73152, 5.76009, 5.73234, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144, 5.73144
4.0711, 5.81172, 5.79659, 5.76244, 2.79495, 0.0151305, 5.76244, 0, 5.76244, 5.76247, 5.76249, 5.76252, 5.79549, 5.76336, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244, 5.76244
4.07896, 6.11102, 5.83266, 5.79345, 2.84799, 0.278367, 5.79345, 0, 5.79345, 5.79348, 5.7935, 5.79353, 5.83154, 5.79438, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345, 5.79345
4.08683, 6.92515, 5.86941, 5.82448, 2.9875, 1.05574, 5.82448, 0, 5.82449, 5.82452, 5.82454, 5.82456, 5.86828, 5.82543, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448, 5.82448
4.09469, 6.05576, 5.90685, 5.85555, 2.83827, 0.148913, 5.85555, 0, 5.85556, 5.85559, 5.85561, 5.85563, 5.9057, 5.85652, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555, 5.85555
4.10255, 3.9901, 5.94495, 5.88667, 2.44747, -1.95485, 5.88667, 0, 5.88668, 5.88671, 5.88673, 5.88675, 5.94379, 5.88765, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667, 5.88667
4.11042, 6.13517, 5.98366, 5.91785, 2.85222, 0.151515, 5.91785, 0, 5.91786, 5.91789, 5.91791, 5.91793, 5.98248, 5.91885, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785, 5.91785
4.11828, 4.07007, 6.02288, 5.9491, 2.46375, -1.95281, 5.9491, 0, 5.94911, 5.94914, 5.94916, 5.94919, 6.02169, 5.95012, 5.9491, 5.9491, 5.9491, 5.9491, 5.9491, 5.9491, 5.9491, 5.9491, 5.94911, 5.9491, 5.9491, 5.9491
4.12615, 3.84301, 6.06249, 5.98043, 2.41723, -2.21948, 5.98043, 0, 5.98044, 5.98047, 5.98049, 5.98051, 6.06129, 5.98146, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043, 5.98043
4.13401, 7.07241, 6.10234, 6.01185, 3.01204, 0.970073, 6.01185, 0, 6.01186, 6.01189, 6.01191, 6.01193, 6.10112, 6.01289, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185, 6.01185
4.14187, 3.91326, 6.14224, 6.04336, 2.43172, -2.22898, 6.04336, 0, 6.04337, 6.0434, 6.04342, 6.04345, 6.141, 6.04442, 6.04336, 6.04336, 6.04336, 6.04336, 6.04336, 6.04336, 6.04336, 6.04336, 6.04337, 6.04336, 6.04336, 6.04336
4.14974, 5.99294, 6.18198, 6.07498, 2.82718, -0.189043, 6.07498, 0, 6.07499, 6.07502, 6.07504, 6.07506, 6.18073, 6.07605, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498, 6.07498
4.1576, 1.16624, 6.22135, 6.1067, 1.77939, -5.05511, 6.1067, 0, 6.10671, 6.10673, 6.10675, 6.10678, 6.22008, 6.10779, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067, 6.1067
4.16547, 7.64052, 6.26012, 6.13853, 3.10492, 1.38039, 6.13853, 0, 6.13853, 6.13856, 6.13858, 6.13861, 6.25883, 6.13964, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853, 6.13853
4.17333, 3.35477, 6.29809, 6.17047, 2.31404, -2.94332, 6.17047, 0, 6.17048, 6.1705, 6.17052, 6.17055, 6.29678, 6.1716, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047, 6.17047
4.18119, 6.71496, 6.33506, 6.20253, 2.95211, 0.379893, 6.20253, 0, 6.20253, 6.20256, 6.20258, 6.20261, 6.33372, 6.20368, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253, 6.20253
4.18906, 5.18362, 6.37088, 6.2347, 2.68023, -1.18726, 6.2347, 0, 6.23471, 6.23474, 6.23476, 6.23478, 6.36951, 6.23589, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347, 6.2347
4.19692, 7.79752, 6.40544, 6.267, 3.1301, 1.39209, 6.267, 0, 6.26701, 6.26704, 6.26706, 6.26708, 6.40402, 6.26823, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267, 6.267
4.20478, 8.88903, 6.43865, 6.29942, 3.29985, 2.45038, 6.29942, 0, 6.29943, 6.29946, 6.29948, 6.2995, 6.43718, 6.30071, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942, 6.29942
4.21265, 5.09141, 6.47053, 6.33197, 2.66297, -1.37911, 6.33197, 0, 6.33197, 6.332, 6.33202, 6.33205, 6.46897, 6.33334, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197, 6.33197
4.22051, 3.41509, 6.50109, 6.36463, 2.32703, -3.086, 6.36463, 0, 6.36463, 6.36466, 6.36468, 6.36471, 6.49941, 6.36613, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463, 6.36463
4.22838, 4.67435, 6.53048, 6.39741, 2.58348, -1.85613, 6.39741, 0, 6.39742, 6.39745, 6.39747, 6.39749, 6.5286, 6.39911, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741, 6.39741
4.23624, 4.21463, 6.55884, 6.43033, 2.49292, -2.34421, 6.43033, 0, 6.43033, 6.43036, 6.43038, 6.43041, 6.55668, 6.4323, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033, 6.43033
4.2441, 13.8638, 6.58638, 6.46335, 3.98294, 7.27743, 6.46335, 0, 6.46336, 6.46339, 6.46341, 6.46343, 6.58381, 6.46574, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335, 6.46335
4.25197, 5.24721, 6.61338, 6.49651, 2.69206, -1.36617, 6.49651, 0, 6.49652, 6.49655, 6.49657, 6.49659, 6.6102, 6.49952, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651, 6.49651
4.25983, 6.40892, 6.64014, 6.52978, 2.89981, -0.231219, 6.52978, 0, 6.52979, 6.52982, 6.52984, 6.52986, 6.63606, 6.53369, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978, 6.52978
4.2677, 7.2292, 6.667, 6.56318, 3.03796, 0.562201, 6.56318, 0, 6.56318, 6.56321, 6.56323, 6.56326, 6.66162, 6.56838, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318, 6.56318
4.27556, 5.99291, 6.69436, 6.5967, 2.82717, -0.701443, 6.5967, 0, 6.5967, 6.59673, 6.59675, 6.59678, 6.68711, 6.60376, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967, 6.5967
4.28342, 14.4907, 6.7226, 6.63033, 4.06087, 7.7681, 6.63033, 0, 6.63034, 6.63036, 6.63038, 6.63041, 6.71274, 6.64001, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033, 6.63033
4.29129, 9.62251, 6.7522, 6.66408, 3.40918, 2.8703, 6.66408, 0, 6.66409, 6.66411, 6.66413, 6.66416, 6.73869, 6.67741, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408, 6.66408
4.29915, 6.99528, 6.78365, 6.69795, 2.99921, 0.211622, 6.69795, 0, 6.69796, 6.69799, 6.69801, 6.69803, 6.76513, 6.7163, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795, 6.69795
4.30702, 7.46419, 6.81748, 6.73194, 3.07639, 0.646704, 6.73194, 0, 6.73194, 6.73197, 6.73199, 6.73202, 6.79216, 6.75707, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194, 6.73194
