   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.46495, 126.275, 103.614, 99.985, 11.3259, 22.6607, 99.985, 0, 99.985, 102.673, 100.926, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985, 99.985
8.47285, 101.657, 103.696, 99.7768, 10.1812, -2.03932, 99.7768, 0, 99.7769, 102.923, 100.55, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768, 99.7768
8.48075, 119.891, 103.852, 99.5688, 11.0404, 16.0385, 99.5688, 0, 99.5689, 103.222, 100.199, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688, 99.5688
8.48865, 126.265, 104.081, 99.3616, 11.3254, 22.1845, 99.3616, 0, 99.3617, 103.571, 99.8714, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616, 99.3616
8.49654, 111.763, 104.376, 99.1539, 10.666, 7.38759, 99.1539, 0, 99.1539, 103.966, 99.5634, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539, 99.1539
8.50444, 110.979, 104.732, 98.9463, 10.6292, 6.24668, 98.9463, 0, 98.9464, 104.406, 99.2728, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463, 98.9463
8.51234, 117.941, 105.144, 98.7397, 10.9518, 12.7979, 98.7397, 0, 98.7398, 104.885, 98.9981, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7397, 98.7398, 98.7397, 98.7397, 98.7397
8.52024, 100.807, 105.6, 98.5326, 10.1394, -4.79268, 98.5326, 0, 98.5327, 105.397, 98.7356, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5326, 98.5327, 98.5326, 98.5326, 98.5326
8.52814, 108.383, 106.092, 98.3258, 10.5063, 2.29083, 98.3258, 0, 98.3259, 105.934, 98.484, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258, 98.3258
8.53604, 92.4114, 106.61, 98.1198, 9.71655, -14.1988, 98.1198, 0, 98.1199, 106.488, 98.2423, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198, 98.1198
8.54394, 95.828, 107.14, 97.9134, 9.8908, -11.312, 97.9134, 0, 97.9135, 107.046, 98.0075, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134, 97.9134
8.55184, 108.45, 107.669, 97.7072, 10.5095, 0.780571, 97.7072, 0, 97.7072, 107.597, 97.779, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072, 97.7072
8.55973, 89.7114, 108.185, 97.5019, 9.57661, -18.4738, 97.5019, 0, 97.502, 108.131, 97.5563, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019, 97.5019
8.56763, 83.4786, 108.672, 97.2961, 9.24546, -25.1936, 97.2961, 0, 97.2962, 108.631, 97.337, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961, 97.2961
8.57553, 86.7554, 109.117, 97.0905, 9.42101, -22.3615, 97.0905, 0, 97.0906, 109.086, 97.121, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905, 97.0905
8.58343, 106.721, 109.752, 97.1313, 10.4269, -3.03078, 97.1313, 0, 97.1314, 109.729, 97.1539, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313, 97.1313
8.59133, 98.2595, 110.317, 97.171, 10.013, -12.0574, 97.171, 0, 97.171, 110.3, 97.1876, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171, 97.171
8.59923, 107.075, 110.802, 97.2106, 10.4439, -3.72623, 97.2106, 0, 97.2107, 110.789, 97.2228, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106, 97.2106
8.60713, 103.2, 111.197, 97.2514, 10.2567, -7.99664, 97.2514, 0, 97.2514, 111.188, 97.2602, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514, 97.2514
8.61503, 96.1047, 111.493, 97.2911, 9.90478, -15.3881, 97.2911, 0, 97.2911, 111.486, 97.2974, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911, 97.2911
8.62292, 103.979, 111.684, 97.3308, 10.2946, -7.70525, 97.3308, 0, 97.3309, 111.68, 97.3353, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308, 97.3308
8.63082, 127.298, 111.767, 97.3693, 11.3709, 15.5308, 97.3693, 0, 97.3693, 111.764, 97.3725, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693, 97.3693
8.63872, 113.366, 111.74, 97.4068, 10.7408, 1.62564, 97.4068, 0, 97.4069, 111.738, 97.4091, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068, 97.4068
8.64662, 105.167, 111.605, 97.4443, 10.3521, -6.43896, 97.4443, 0, 97.4444, 111.604, 97.4459, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443, 97.4443
8.65452, 100.314, 111.369, 97.4827, 10.115, -11.055, 97.4827, 0, 97.4828, 111.367, 97.4838, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827, 97.4827
8.66242, 108.026, 111.034, 97.5203, 10.4893, -3.00821, 97.5203, 0, 97.5204, 111.033, 97.5211, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203, 97.5203
8.67032, 113.017, 110.61, 97.5574, 10.7246, 2.40748, 97.5574, 0, 97.5575, 110.609, 97.558, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574, 97.5574
8.67822, 93.0954, 110.105, 97.5928, 9.75169, -17.0094, 97.5928, 0, 97.5929, 110.104, 97.5932, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928, 97.5928
8.68611, 124.793, 109.532, 97.6273, 11.2602, 15.2615, 97.6273, 0, 97.6274, 109.531, 97.6276, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6273, 97.6274, 97.6273, 97.6273, 97.6273
8.69401, 111.007, 108.903, 97.6619, 10.6305, 2.10396, 97.6619, 0, 97.662, 108.903, 97.6621, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619, 97.6619
8.70191, 124.444, 108.232, 97.697, 11.2447, 16.212, 97.697, 0, 97.697, 108.232, 97.6971, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697, 97.697
8.70981, 117.113, 107.532, 97.7314, 10.9139, 9.58149, 97.7314, 0, 97.7315, 107.532, 97.7315, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7314, 97.7315, 97.7314, 97.7314, 97.7314
8.71771, 126.596, 106.813, 97.7647, 11.34, 19.7822, 97.7647, 0, 97.7648, 106.813, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647, 97.7647
8.72561, 109.801, 106.089, 97.7962, 10.5736, 3.71262, 97.7962, 0, 97.7963, 106.088, 97.7963, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962, 97.7962
8.73351, 109.058, 105.37, 97.8269, 10.5384, 3.68855, 97.8269, 0, 97.827, 105.369, 97.827, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269, 97.8269
8.74141, 130.733, 104.667, 97.8576, 11.521, 26.066, 97.8576, 0, 97.8577, 104.667, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576, 97.8576
8.7493, 111.903, 103.991, 97.8885, 10.6726, 7.91232, 97.8885, 0, 97.8886, 103.991, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885, 97.8885
8.7572, 139.767, 103.347, 97.9188, 11.9066, 36.4201, 97.9188, 0, 97.9189, 103.347, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188, 97.9188
8.7651, 124.282, 102.74, 97.9474, 11.2375, 21.5417, 97.9474, 0, 97.9474, 102.74, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474, 97.9474
8.773, 111.954, 102.175, 97.9743, 10.6749, 9.77888, 97.9743, 0, 97.9744, 102.175, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743, 97.9743
8.7809, 130.287, 101.655, 98.0004, 11.5016, 28.6328, 98.0004, 0, 98.0005, 101.654, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004, 98.0004
8.7888, 119.876, 101.182, 98.0265, 11.0398, 18.6941, 98.0265, 0, 98.0266, 101.182, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265, 98.0265
8.7967, 123.36, 100.757, 98.0524, 11.1964, 22.6025, 98.0524, 0, 98.0525, 100.757, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0524, 98.0525, 98.0524, 98.0524, 98.0524
8.8046, 107.871, 100.379, 98.0773, 10.4819, 7.49173, 98.0773, 0, 98.0774, 100.379, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773, 98.0773
8.81249, 121.856, 100.045, 98.1005, 11.129, 21.8109, 98.1005, 0, 98.1006, 100.044, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005, 98.1005
8.82039, 120.897, 99.7523, 98.1223, 11.0859, 21.1448, 98.1223, 0, 98.1223, 99.7523, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223, 98.1223
8.82829, 127.826, 99.5001, 98.1433, 11.3941, 28.3261, 98.1433, 0, 98.1434, 99.5, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433, 98.1433
8.83619, 118.481, 99.2853, 98.1642, 10.9764, 19.1955, 98.1642, 0, 98.1642, 99.2852, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642, 98.1642
8.84409, 113.143, 99.104, 98.1844, 10.7305, 14.0394, 98.1844, 0, 98.1844, 99.1039, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844, 98.1844
8.85199, 105.504, 98.9521, 98.2032, 10.3684, 6.5524, 98.2032, 0, 98.2033, 98.952, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032, 98.2032
8.85989, 106.864, 98.8259, 98.2206, 10.4338, 8.03777, 98.2206, 0, 98.2206, 98.8258, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206, 98.2206
8.86779, 112.556, 98.7225, 98.2367, 10.7031, 13.833, 98.2367, 0, 98.2368, 98.7224, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367, 98.2367
8.87568, 105.465, 98.6392, 98.2522, 10.3666, 6.82626, 98.2522, 0, 98.2522, 98.6391, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522, 98.2522
8.88358, 99.0507, 98.573, 98.2668, 10.0524, 0.477745, 98.2668, 0, 98.2669, 98.5729, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668, 98.2668
8.89148, 106.033, 98.5209, 98.2805, 10.3939, 7.51204, 98.2805, 0, 98.2805, 98.5208, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805, 98.2805
8.89938, 113.481, 98.4803, 98.2929, 10.7462, 15.0007, 98.2929, 0, 98.2929, 98.4803, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929, 98.2929
8.90728, 111.884, 98.4491, 98.304, 10.6716, 13.4344, 98.304, 0, 98.3041, 98.4491, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304, 98.304
8.91518, 95.7403, 98.4258, 98.3142, 9.88637, -2.6855, 98.3142, 0, 98.3143, 98.4257, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142, 98.3142
8.92308, 113.348, 98.4089, 98.3237, 10.74, 14.9393, 98.3237, 0, 98.3238, 98.4088, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237, 98.3237
8.93098, 102.871, 98.3966, 98.3321, 10.2407, 4.47453, 98.3321, 0, 98.3321, 98.3965, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321, 98.3321
8.93887, 102.557, 98.3878, 98.3392, 10.2253, 4.16931, 98.3392, 0, 98.3392, 98.3877, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392, 98.3392
8.94677, 90.8277, 98.3813, 98.345, 9.63471, -7.55363, 98.345, 0, 98.3451, 98.3812, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345, 98.345
8.95467, 106.139, 98.3767, 98.3497, 10.399, 7.76273, 98.3497, 0, 98.3498, 98.3766, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497, 98.3497
8.96257, 103.375, 98.3734, 98.3535, 10.2652, 5.00132, 98.3535, 0, 98.3536, 98.3733, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535, 98.3535
8.97047, 100.924, 98.3711, 98.3565, 10.1451, 2.55244, 98.3565, 0, 98.3566, 98.371, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565, 98.3565
8.97837, 95.7538, 98.3689, 98.3583, 9.88705, -2.61514, 98.3583, 0, 98.3583, 98.3688, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583, 98.3583
8.98627, 102.889, 98.3664, 98.3587, 10.2415, 4.52277, 98.3587, 0, 98.3587, 98.3663, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587, 98.3587
8.99417, 102.367, 98.3634, 98.3577, 10.216, 4.00397, 98.3577, 0, 98.3578, 98.3633, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577, 98.3577
9.00206, 92.7202, 98.3598, 98.3558, 9.73243, -5.63961, 98.3558, 0, 98.3558, 98.3597, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558, 98.3558
9.00996, 93.4021, 98.3558, 98.3529, 9.7674, -4.95368, 98.3529, 0, 98.3529, 98.3557, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529, 98.3529
9.01786, 104.501, 98.3513, 98.3491, 10.3199, 6.14998, 98.3491, 0, 98.3492, 98.3512, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491, 98.3491
9.02576, 91.1482, 98.3457, 98.3441, 9.65133, -7.19746, 98.3441, 0, 98.3442, 98.3456, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441, 98.3441
9.03366, 113.337, 98.3388, 98.3377, 10.7395, 14.9984, 98.3377, 0, 98.3378, 98.3387, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377, 98.3377
9.04156, 100.917, 98.3308, 98.3299, 10.1448, 2.58636, 98.3299, 0, 98.33, 98.3307, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299, 98.3299
9.04946, 101.291, 98.3217, 98.3211, 10.1632, 2.96933, 98.3211, 0, 98.3211, 98.3216, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211, 98.3211
9.05736, 99.3691, 98.3119, 98.3114, 10.0682, 1.05721, 98.3114, 0, 98.3115, 98.3118, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114, 98.3114
9.06525, 96.0005, 98.3013, 98.3009, 9.89952, -2.30085, 98.3009, 0, 98.301, 98.3013, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009, 98.3009
9.07315, 99.3069, 98.2895, 98.2891, 10.0651, 1.01748, 98.2891, 0, 98.2892, 98.2894, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891, 98.2891
9.08105, 97.4859, 98.2762, 98.2758, 9.97426, -0.790291, 98.2758, 0, 98.2759, 98.2761, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758, 98.2758
9.08895, 102.3, 98.2615, 98.2612, 10.2127, 4.03848, 98.2612, 0, 98.2612, 98.2614, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612, 98.2612
