   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_137.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.115709, 0, 6.2805e-14, 0, 1.41421, -6.2805e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15448e-16, 0, 1.33737e-18, 9.05617e-16, 0, 6.16826e-14, 0, 0
0.123571, 0, 1.0187e-13, 0, 1.41421, -1.0187e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49308e-16, 0, 2.21118e-18, 1.51309e-15, 0, 1.00006e-13, 0, 0
0.131434, 0, 1.64283e-13, 0, 1.41421, -1.64283e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63059e-16, 0, 3.63615e-18, 2.51541e-15, 0, 1.61201e-13, 0, 0
0.139296, 0, 2.63416e-13, 0, 1.41421, -2.63416e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02391e-16, 0, 5.94747e-18, 4.16101e-15, 0, 2.58346e-13, 0, 0
0.147159, 0, 4.19968e-13, 0, 1.41421, -4.19968e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43797e-15, 0, 9.67675e-18, 6.85011e-15, 0, 4.1167e-13, 0, 0
0.155021, 0, 6.65777e-13, 0, 1.41421, -6.65777e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2784e-15, 0, 1.56627e-17, 1.1223e-14, 0, 6.5226e-13, 0, 0
0.162884, 0, 1.04953e-12, 0, 1.41421, -1.04953e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58964e-15, 0, 2.52221e-17, 1.83005e-14, 0, 1.02761e-12, 0, 0
0.170746, 0, 1.64523e-12, 0, 1.41421, -1.64523e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62375e-15, 0, 4.0412e-17, 2.97018e-14, 0, 1.60986e-12, 0, 0
0.178609, 0, 2.56471e-12, 0, 1.41421, -2.56471e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76132e-15, 0, 6.44334e-17, 4.79848e-14, 0, 2.5079e-12, 0, 0
0.186471, 0, 3.97597e-12, 0, 1.41421, -3.97597e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35735e-14, 0, 1.02241e-16, 7.71707e-14, 0, 3.88512e-12, 0, 0
0.194334, 0, 6.12987e-12, 0, 1.41421, -6.12987e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09123e-14, 0, 1.61476e-16, 1.23555e-13, 0, 5.98524e-12, 0, 0
0.202196, 0, 9.39891e-12, 0, 1.41421, -9.39891e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20417e-14, 0, 2.53873e-16, 1.96954e-13, 0, 9.16966e-12, 0, 0
0.210059, 0, 1.43328e-11, 0, 1.41421, -1.43328e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88249e-14, 0, 3.97392e-16, 3.12609e-13, 0, 1.3971e-11, 0, 0
0.217922, 0, 2.17383e-11, 0, 1.41421, -2.17383e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39931e-14, 0, 6.19428e-16, 4.94091e-13, 0, 2.11696e-11, 0, 0
0.225784, 0, 3.27923e-11, 0, 1.41421, -3.27923e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11526e-13, 0, 9.61647e-16, 7.77725e-13, 0, 3.19021e-11, 0, 0
0.233647, 0, 4.92019e-11, 0, 1.41421, -4.92019e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67189e-13, 0, 1.48726e-15, 1.21928e-12, 0, 4.78139e-11, 0, 0
0.241509, 0, 7.34291e-11, 0, 1.41421, -7.34291e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49286e-13, 0, 2.29194e-15, 1.9041e-12, 0, 7.12734e-11, 0, 0
0.249372, 0, 1.09004e-10, 0, 1.41421, -1.09004e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69706e-13, 0, 3.52031e-15, 2.96235e-12, 0, 1.05669e-10, 0, 0
0.257234, 0, 1.60962e-10, 9.80909e-45, 1.41421, -1.60962e-10, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 5.4538e-13, 9.80909e-45, 5.39065e-15, 4.592e-12, 9.80909e-45, 1.55819e-10, 9.80909e-45, 9.80909e-45
0.265097, 0, 2.36439e-10, 1.68156e-43, 1.41421, -2.36439e-10, 1.68156e-43, 0, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 8.0027e-13, 1.68156e-43, 8.2322e-15, 7.09324e-12, 1.68156e-43, 2.28538e-10, 1.68156e-43, 1.68156e-43
0.272959, 0, 3.455e-10, 2.45788e-42, 1.41421, -3.455e-10, 2.45788e-42, 0, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 2.45788e-42, 1.16811e-12, 2.45788e-42, 1.25413e-14, 1.09202e-11, 2.45788e-42, 3.33399e-10, 2.45788e-42, 2.45788e-42
0.280822, 0, 5.02258e-10, 3.29726e-41, 1.41421, -5.02258e-10, 3.29726e-41, 0, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 3.29726e-41, 1.6961e-12, 3.29726e-41, 1.90665e-14, 1.67579e-11, 3.29726e-41, 4.83785e-10, 3.29726e-41, 3.29726e-41
0.288684, 0, 7.26395e-10, 3.96981e-40, 1.41421, -7.26395e-10, 3.96981e-40, 0, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 3.96981e-40, 2.44998e-12, 3.96981e-40, 2.89366e-14, 2.56383e-11, 3.96981e-40, 6.98278e-10, 3.96981e-40, 3.96981e-40
0.296547, 0, 1.04522e-09, 4.3065e-39, 1.41421, -1.04522e-09, 4.3065e-39, 0, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 4.3065e-39, 3.52069e-12, 4.3065e-39, 4.38557e-14, 3.91117e-11, 4.3065e-39, 1.00254e-09, 4.3065e-39, 4.3065e-39
0.304409, 0, 1.4964e-09, 4.2267e-38, 1.41421, -1.4964e-09, 4.2267e-38, 0, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 4.2267e-38, 5.03348e-12, 4.2267e-38, 6.63978e-14, 5.95033e-11, 4.2267e-38, 1.4318e-09, 4.2267e-38, 4.2267e-38
0.312272, 0, 2.13169e-09, 3.7732e-37, 1.41421, -2.13169e-09, 3.7732e-37, 0, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 3.7732e-37, 7.15982e-12, 3.7732e-37, 1.00455e-13, 9.02951e-11, 3.7732e-37, 2.03414e-09, 3.7732e-37, 3.7732e-37
0.320134, 0, 3.02176e-09, 3.07973e-36, 1.41421, -3.02176e-09, 3.07973e-36, 0, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 3.07973e-36, 1.01333e-11, 3.07973e-36, 1.51916e-13, 1.36692e-10, 3.07973e-36, 2.87479e-09, 3.07973e-36, 3.07973e-36
0.327997, 0, 4.26271e-09, 2.30979e-35, 1.41421, -4.26271e-09, 2.30979e-35, 0, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 2.30979e-35, 1.42704e-11, 2.30979e-35, 2.29702e-13, 2.06461e-10, 2.30979e-35, 4.04175e-09, 2.30979e-35, 2.30979e-35
0.33586, 0, 5.98456e-09, 1.59564e-34, 1.41421, -5.98456e-09, 1.59564e-34, 0, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.59564e-34, 1.99978e-11, 1.59564e-34, 3.47326e-13, 3.11179e-10, 1.59564e-34, 5.65304e-09, 1.59564e-34, 1.59564e-34
0.343722, 0, 8.36252e-09, 1.08111e-33, 1.41421, -8.36252e-09, 1.08111e-33, 0, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 1.08111e-33, 2.78879e-11, 1.08111e-33, 5.25272e-13, 4.68064e-10, 1.08111e-33, 7.86604e-09, 1.08111e-33, 1.08111e-33
0.351585, 0, 1.16316e-08, 7.06514e-33, 1.41421, -1.16316e-08, 7.06514e-33, 0, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 7.06514e-33, 3.87047e-11, 7.06514e-33, 7.94577e-13, 7.02689e-10, 7.06514e-33, 1.08894e-08, 7.06514e-33, 7.06514e-33
0.359447, 0, 1.61059e-08, 4.33392e-32, 1.41421, -1.61059e-08, 4.33392e-32, 0, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 4.33392e-32, 5.3463e-11, 4.33392e-32, 1.20223e-12, 1.05295e-09, 4.33392e-32, 1.49983e-08, 4.33392e-32, 4.33392e-32
0.36731, 0, 2.22033e-08, 2.48362e-31, 1.41421, -2.22033e-08, 2.48362e-31, 0, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 2.48362e-31, 7.35049e-11, 2.48362e-31, 1.81931e-12, 1.5749e-09, 2.48362e-31, 2.05531e-08, 2.48362e-31, 2.48362e-31
0.375172, 0, 3.04786e-08, 1.33138e-30, 1.41421, -3.04786e-08, 1.33138e-30, 0, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.33138e-30, 1.00597e-10, 1.33138e-30, 2.75312e-12, 2.35124e-09, 1.33138e-30, 2.8024e-08, 1.33138e-30, 1.33138e-30
0.383035, 0, 4.1665e-08, 6.6959e-30, 1.41421, -4.1665e-08, 6.6959e-30, 0, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 6.6959e-30, 1.37054e-10, 6.6959e-30, 4.16536e-12, 3.50361e-09, 6.6959e-30, 3.80201e-08, 6.6959e-30, 6.6959e-30
0.390897, 0, 5.67293e-08, 3.16896e-29, 1.41421, -5.67293e-08, 3.16896e-29, 0, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 3.16896e-29, 1.85896e-10, 3.16896e-29, 6.2989e-12, 5.21046e-09, 3.16896e-29, 5.13267e-08, 3.16896e-29, 3.16896e-29
0.39876, 0, 7.69435e-08, 1.41584e-28, 1.41421, -7.69435e-08, 1.41584e-28, 0, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 1.41584e-28, 2.51047e-10, 1.41584e-28, 9.51759e-12, 7.73262e-09, 1.41584e-28, 6.89503e-08, 1.41584e-28, 1.41584e-28
0.406622, 0, 1.03976e-07, 5.98967e-28, 1.41421, -1.03976e-07, 5.98967e-28, 0, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 5.98967e-28, 3.37584e-10, 5.98967e-28, 1.43642e-11, 1.14498e-08, 5.98967e-28, 9.21741e-08, 5.98967e-28, 5.98967e-28
0.414485, 0, 1.40011e-07, 2.40621e-27, 1.41421, -1.40011e-07, 2.40621e-27, 0, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 2.40621e-27, 4.52048e-10, 2.40621e-27, 2.16452e-11, 1.69124e-08, 2.40621e-27, 1.22625e-07, 2.40621e-27, 2.40621e-27
0.422347, 0, 1.87905e-07, 9.20327e-27, 1.41421, -1.87905e-07, 9.20327e-27, 0, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 9.20327e-27, 6.02837e-10, 9.20327e-27, 3.25539e-11, 2.4915e-08, 9.20327e-27, 1.62355e-07, 9.20327e-27, 9.20327e-27
0.43021, 0, 2.51384e-07, 3.36002e-26, 1.41421, -2.51384e-07, 3.36002e-26, 0, 3.36002e-26, 3.36002e-26, 3.36002e-26, 3.36002e-26, 3.36002e-26, 8.27697e-14, 3.36002e-26, 3.36002e-26, 3.36002e-26, 8.00678e-10, 3.36002e-26, 4.88459e-11, 3.65977e-08, 3.36002e-26, 2.13936e-07, 3.36002e-26, 3.36002e-26
0.438072, 0, 3.35301e-07, 1.17369e-25, 1.41421, -3.35301e-07, 1.17369e-25, 0, 1.17369e-25, 1.17369e-25, 1.17369e-25, 1.17369e-25, 1.17369e-25, 2.5592e-13, 1.17369e-25, 1.17369e-25, 1.17369e-25, 1.05924e-09, 1.17369e-25, 7.30927e-11, 5.35887e-08, 1.17369e-25, 2.8058e-07, 1.17369e-25, 1.17369e-25
0.445935, 0, 4.47402e-07, 3.98125e-25, 1.41421, -4.47402e-07, 6.38134e-12, 0, 9.22389e-15, 4.9731e-14, 4.20575e-12, 1.21349e-14, 2.3727e-11, 4.31399e-12, 7.74023e-12, 2.31414e-12, 1.31854e-09, 1.39587e-09, 6.22098e-14, 1.09038e-10, 7.8199e-08, 1.96177e-15, 3.66316e-07, 3.98125e-25, 1.47642e-11
0.453797, 0, 5.96686e-07, 6.8216e-10, 1.41421, -5.96686e-07, 7.01822e-10, 6.8216e-10, 6.82188e-10, 6.82313e-10, 6.95118e-10, 6.82197e-10, 7.55265e-10, 6.94894e-10, 7.06008e-10, 6.8929e-10, 4.74471e-09, 2.51461e-09, 6.82352e-10, 8.44272e-10, 1.14371e-07, 6.82166e-10, 4.76745e-07, 6.8216e-10, 7.2765e-10
0.46166, 0, 7.95406e-07, 2.09671e-09, 1.41421, -7.95406e-07, 2.14348e-09, 2.09671e-09, 2.09677e-09, 2.09707e-09, 2.12754e-09, 2.09679e-09, 2.27064e-09, 2.12659e-09, 2.15345e-09, 2.11367e-09, 1.17624e-08, 4.49322e-09, 2.09716e-09, 2.33682e-09, 1.66722e-07, 2.09672e-09, 6.18014e-07, 2.09671e-09, 2.20494e-09
0.469523, 0, 1.06119e-06, 4.98147e-09, 1.41421, -1.06119e-06, 5.08265e-09, 4.98147e-09, 4.98162e-09, 4.98226e-09, 5.04816e-09, 4.98167e-09, 5.35768e-09, 5.04566e-09, 5.1042e-09, 5.01817e-09, 2.58876e-08, 8.10405e-09, 4.98246e-09, 5.3357e-09, 2.42347e-07, 4.9815e-09, 7.98434e-07, 4.98147e-09, 5.21557e-09
0.477385, 0, 1.41901e-06, 1.07629e-08, 1.41421, -1.41901e-06, 1.09713e-08, 1.07629e-08, 1.07632e-08, 1.07645e-08, 1.09003e-08, 1.07633e-08, 1.1538e-08, 1.08945e-08, 1.10157e-08, 1.08385e-08, 5.38357e-08, 1.48166e-08, 1.07649e-08, 1.12832e-08, 3.51469e-07, 1.07629e-08, 1.02859e-06, 1.07629e-08, 1.12452e-08
0.485248, 0, 1.90544e-06, 2.21554e-08, 1.41421, -1.90544e-06, 2.25719e-08, 2.21554e-08, 2.2156e-08, 2.21586e-08, 2.24299e-08, 2.21562e-08, 2.3704e-08, 2.24175e-08, 2.26606e-08, 2.23064e-08, 1.08215e-07, 2.73987e-08, 2.21594e-08, 2.29161e-08, 5.08924e-07, 2.21555e-08, 1.32248e-06, 2.21554e-08, 2.3119e-08
0.49311, 0, 2.5757e-06, 4.42301e-08, 1.41421, -2.5757e-06, 4.50434e-08, 4.42301e-08, 4.42313e-08, 4.42365e-08, 4.47661e-08, 4.42317e-08, 4.72541e-08, 4.4805e-08, 4.52166e-08, 4.45251e-08, 2.12274e-07, 5.09879e-08, 4.42381e-08, 4.53372e-08, 7.36806e-07, 4.42304e-08, 1.69909e-06, 4.42301e-08, 4.61118e-08
0.500973, 0, 3.51234e-06, 8.63042e-08, 1.41421, -3.51234e-06, 8.78618e-08, 8.63042e-08, 8.63064e-08, 8.63163e-08, 8.73307e-08, 8.63071e-08, 9.20956e-08, 8.7478e-08, 8.81935e-08, 8.6869e-08, 4.0814e-07, 9.49826e-08, 8.63194e-08, 8.79073e-08, 1.06601e-06, 8.63047e-08, 2.18488e-06, 8.63042e-08, 8.99079e-08
0.508835, 0, 4.84603e-06, 1.65187e-07, 1.41421, -4.84603e-06, 1.68118e-07, 1.65187e-07, 1.65191e-07, 1.6521e-07, 1.67119e-07, 1.65192e-07, 1.76085e-07, 1.68302e-07, 1.68742e-07, 1.6625e-07, 7.7081e-07, 1.76292e-07, 1.65215e-07, 1.67496e-07, 1.54374e-06, 1.65188e-07, 2.8181e-06, 1.65187e-07, 1.71968e-07
0.516698, 0, 6.78038e-06, 3.10658e-07, 1.41421, -6.78038e-06, 3.16082e-07, 3.10658e-07, 3.10666e-07, 3.107e-07, 3.14233e-07, 3.10668e-07, 3.30825e-07, 3.17563e-07, 3.17237e-07, 3.12625e-07, 1.43138e-06, 3.2482e-07, 3.10711e-07, 3.1397e-07, 2.24e-06, 3.1066e-07, 3.65556e-06, 3.10658e-07, 3.23207e-07
0.52456, 0, 9.63843e-06, 5.7456e-07, 1.41421, -9.63843e-06, 5.84436e-07, 5.7456e-07, 5.74575e-07, 5.74637e-07, 5.81069e-07, 5.74579e-07, 6.11279e-07, 5.88749e-07, 5.86539e-07, 5.78142e-07, 2.61505e-06, 5.92556e-07, 5.74657e-07, 5.79284e-07, 3.26003e-06, 5.74563e-07, 4.78384e-06, 5.7456e-07, 5.97409e-07
0.532423, 0, 1.39323e-05, 1.04552e-06, 1.41421, -1.39323e-05, 1.06321e-06, 1.04552e-06, 1.04554e-06, 1.04566e-06, 1.05718e-06, 1.04555e-06, 1.11131e-06, 1.07347e-06, 1.06698e-06, 1.05193e-06, 4.70163e-06, 1.06831e-06, 1.04569e-06, 1.05222e-06, 4.76295e-06, 1.04552e-06, 6.33698e-06, 1.04552e-06, 1.08646e-06
0.540285, 0, 2.04715e-05, 1.87232e-06, 1.41421, -2.04715e-05, 1.90353e-06, 1.87232e-06, 1.87237e-06, 1.87257e-06, 1.89289e-06, 1.87238e-06, 1.98836e-06, 1.92516e-06, 1.91018e-06, 1.88364e-06, 8.32035e-06, 1.90109e-06, 1.87263e-06, 1.88178e-06, 6.99018e-06, 1.87233e-06, 8.52468e-06, 1.87232e-06, 1.94453e-06
0.548148, 0, 3.05294e-05, 3.30033e-06, 1.41421, -3.05294e-05, 3.3545e-06, 3.30033e-06, 3.3004e-06, 3.30075e-06, 3.33603e-06, 3.30043e-06, 3.50177e-06, 3.39894e-06, 3.36604e-06, 3.31997e-06, 1.44949e-05, 3.3365e-06, 3.30085e-06, 3.3136e-06, 1.03083e-05, 3.30034e-06, 1.16755e-05, 3.30033e-06, 3.42568e-06
0.55601, 0, 4.60884e-05, 5.72673e-06, 1.41421, -4.60884e-05, 5.81933e-06, 5.72673e-06, 5.72686e-06, 5.72745e-06, 5.78776e-06, 5.72691e-06, 6.07104e-06, 5.9084e-06, 5.83905e-06, 5.76031e-06, 2.48606e-05, 5.77209e-06, 5.72763e-06, 5.74527e-06, 1.52726e-05, 5.72676e-06, 1.63029e-05, 5.72673e-06, 5.94098e-06
0.563873, 0, 7.0199e-05, 9.78289e-06, 1.41421, -7.0199e-05, 9.93872e-06, 9.78289e-06, 9.78312e-06, 9.7841e-06, 9.8856e-06, 9.78319e-06, 1.03623e-05, 1.01132e-05, 9.97191e-06, 9.8394e-06, 4.19819e-05, 9.83959e-06, 9.78441e-06, 9.80865e-06, 2.27204e-05, 9.78294e-06, 2.32023e-05, 9.78289e-06, 1.01434e-05
0.571735, 0, 0.000107498, 1.64541e-05, 1.41421, -0.000107498, 1.67124e-05, 1.64541e-05, 1.64545e-05, 1.64562e-05, 1.66243e-05, 1.64546e-05, 1.74142e-05, 1.7047e-05, 1.67673e-05, 1.65478e-05, 6.98077e-05, 1.65248e-05, 1.64567e-05, 1.64898e-05, 3.39048e-05, 1.64542e-05, 3.35963e-05, 1.64541e-05, 1.70516e-05
0.579598, 0, 0.000164917, 2.72496e-05, 1.41421, -0.000164917, 2.76709e-05, 2.72496e-05, 2.72502e-05, 2.72529e-05, 2.75273e-05, 2.72504e-05, 2.88161e-05, 2.82995e-05, 2.77606e-05, 2.74024e-05, 0.000114304, 2.73374e-05, 2.72537e-05, 2.72986e-05, 5.06831e-05, 2.72497e-05, 4.93292e-05, 2.72496e-05, 2.82244e-05
0.58746, 0, 0.000252673, 4.44378e-05, 1.41421, -0.000252673, 4.51147e-05, 4.44378e-05, 4.44387e-05, 4.4443e-05, 4.48839e-05, 4.4439e-05, 4.69549e-05, 4.62722e-05, 4.52589e-05, 4.46833e-05, 0.000184321, 4.45466e-05, 4.44444e-05, 4.4505e-05, 7.57773e-05, 4.4438e-05, 7.31527e-05, 4.44378e-05, 4.60041e-05
0.595323, 0, 0.000385564, 7.13643e-05, 1.41421, -0.000385564, 7.24357e-05, 7.13643e-05, 7.13659e-05, 7.13727e-05, 7.20704e-05, 7.13663e-05, 7.53477e-05, 7.45264e-05, 7.26638e-05, 7.17528e-05, 0.000292729, 7.14988e-05, 7.13748e-05, 7.1456e-05, 0.000113124, 7.13646e-05, 0.000109102, 7.13643e-05, 7.3843e-05
0.603186, 0, 0.000584669, 0.000112871, 1.41421, -0.000584669, 0.000114541, 0.000112871, 0.000112873, 0.000112884, 0.000113971, 0.000112874, 0.00011908, 0.000118247, 0.000114896, 0.000113476, 0.000457903, 0.000113037, 0.000112887, 0.000112995, 0.000168333, 0.000112871, 0.000162999, 0.000112871, 0.000116734
0.611048, 0, 0.000879466, 0.000175827, 1.41421, -0.000879466, 0.000178391, 0.000175827, 0.000175831, 0.000175847, 0.000177517, 0.000175832, 0.000185359, 0.000184843, 0.000178936, 0.000176757, 0.000705555, 0.000176031, 0.000175852, 0.000175996, 0.00024928, 0.000175828, 0.000243084, 0.000175827, 0.000181759
0.618911, 0, 0.00131043, 0.000269789, 1.41421, -0.00131043, 0.000273666, 0.000269789, 0.000269794, 0.000269819, 0.000272344, 0.000269796, 0.000284206, 0.000284698, 0.000274492, 0.000271195, 0.00107096, 0.00027004, 0.000269827, 0.000270016, 0.000366826, 0.00026979, 0.000360821, 0.000269789, 0.00027876
0.626773, 0, 0.0019321, 0.00040779, 1.41421, -0.0019321, 0.000413568, 0.00040779, 0.000407799, 0.000407835, 0.000411598, 0.000407801, 0.000429272, 0.000432101, 0.000414798, 0.000409886, 0.00160154, 0.000408098, 0.000407847, 0.000408097, 0.0005357, 0.000407792, 0.000531853, 0.00040779, 0.000421158
