   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_120.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
23.0796, 0, 0.00162814, 1.64047e-25, 1.41421, -0.00162814, 1.64047e-25, 0, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 0.00158021, 1.64047e-25, 4.79256e-05, 1.64047e-25
23.0875, 0, 0.00172568, 0, 1.41421, -0.00172568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00168135, 0, 4.4324e-05, 0
23.0953, 1, 0.00182162, 0, 1.73205, 0.998178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0017808, 0, 4.08293e-05, 0
23.1032, 0, 0.00191416, 0, 1.41421, -0.00191416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0018767, 0, 3.74543e-05, 0
23.1111, 0, 0.00200143, 0, 1.41421, -0.00200143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00196722, 0, 3.42131e-05, 0
23.119, 0, 0.00208168, 0, 1.41421, -0.00208168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00205056, 0, 3.11181e-05, 0
23.1268, 0, 0.00215332, 0, 1.41421, -0.00215332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00212514, 0, 2.81775e-05, 0
23.1347, 0, 0.00221484, 0, 1.41421, -0.00221484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00218944, 0, 2.54007e-05, 0
23.1426, 0, 0.00226498, 0, 1.41421, -0.00226498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00224219, 0, 2.27922e-05, 0
23.1504, 0, 0.00230265, 0, 1.41421, -0.00230265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0022823, 0, 2.03562e-05, 0
23.1583, 0, 0.002327, 0, 1.41421, -0.002327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00230891, 0, 1.80952e-05, 0
23.1662, 0, 0.00233748, 0, 1.41421, -0.00233748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00232147, 0, 1.60077e-05, 0
23.1741, 0, 0.00233378, 0, 1.41421, -0.00233378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00231968, 0, 1.40921e-05, 0
23.1819, 0, 0.00231588, 0, 1.41421, -0.00231588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00230353, 0, 1.23452e-05, 0
23.1898, 0, 0.00228405, 0, 1.41421, -0.00228405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00227329, 0, 1.0761e-05, 0
23.1977, 0, 0.0022388, 0, 1.41421, -0.0022388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00222947, 0, 9.33226e-06, 0
23.2055, 0, 0.00218095, 0, 1.41421, -0.00218095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0021729, 0, 8.0527e-06, 0
23.2134, 0, 0.00211149, 0, 1.41421, -0.00211149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00210458, 0, 6.913e-06, 0
23.2213, 0, 0.00203157, 0, 1.41421, -0.00203157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00202566, 0, 5.90349e-06, 0
23.2292, 0, 0.00194261, 0, 1.41421, -0.00194261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0019376, 0, 5.01556e-06, 0
23.237, 0, 0.00184605, 0, 1.41421, -0.00184605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00184181, 0, 4.23885e-06, 0
23.2449, 0, 0.00174338, 0, 1.41421, -0.00174338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00173982, 0, 3.56323e-06, 0
23.2528, 0, 0.00163627, 0, 1.41421, -0.00163627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00163329, 0, 2.97966e-06, 0
23.2607, 0, 0.0015262, 0, 1.41421, -0.0015262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00152372, 0, 2.47827e-06, 0
23.2685, 0, 0.00141475, 0, 1.41421, -0.00141475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0014127, 0, 2.0503e-06, 0
23.2764, 0, 0.00130329, 0, 1.41421, -0.00130329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0013016, 0, 1.68704e-06, 0
23.2843, 0, 0.00119319, 0, 1.41421, -0.00119319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00119181, 0, 1.38063e-06, 0
23.2921, 0, 0.00108565, 0, 1.41421, -0.00108565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00108453, 0, 1.12381e-06, 0
23.3, 0, 0.000981687, 0, 1.41421, -0.000981687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000980778, 0, 9.09745e-07, 0
23.3079, 0, 0.000882196, 0, 1.41421, -0.000882196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000881463, 0, 7.32442e-07, 0
23.3158, 0, 0.000787919, 0, 1.41421, -0.000787919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000787333, 0, 5.86506e-07, 0
23.3236, 0, 0.000699383, 0, 1.41421, -0.000699383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000698916, 0, 4.67078e-07, 0
23.3315, 0, 0.000616935, 0, 1.41421, -0.000616935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000616565, 0, 3.69889e-07, 0
23.3394, 0, 0.000540895, 0, 1.41421, -0.000540895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000540603, 0, 2.9135e-07, 0
23.3472, 0, 0.000471314, 0, 1.41421, -0.000471314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000471086, 0, 2.28229e-07, 0
23.3551, 0, 0.000408136, 0, 1.41421, -0.000408136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000407958, 0, 1.77779e-07, 0
23.363, 0, 0.000351286, 0, 1.41421, -0.000351286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000351149, 0, 1.37738e-07, 0
23.3709, 0, 0.000300505, 0, 1.41421, -0.000300505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000300399, 0, 1.0613e-07, 0
23.3787, 1, 0.000255474, 0, 1.73205, 0.999745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000255392, 0, 8.13163e-08, 0
23.3866, 0, 0.000215882, 0, 1.41421, -0.000215882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00021582, 0, 6.1971e-08, 0
23.3945, 0, 0.000181314, 0, 1.41421, -0.000181314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000181267, 0, 4.69696e-08, 0
23.4024, 0, 0.000151348, 0, 1.41421, -0.000151348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000151312, 0, 3.54027e-08, 0
23.4102, 0, 0.000125566, 0, 1.41421, -0.000125566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00012554, 0, 2.65388e-08, 0
23.4181, 0, 0.000103549, 0, 1.41421, -0.000103549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000103529, 0, 1.97874e-08, 0
23.426, 0, 8.48711e-05, 0, 1.41421, -8.48711e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48564e-05, 0, 1.46724e-08, 0
23.4338, 0, 6.91413e-05, 0, 1.41421, -6.91413e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91304e-05, 0, 1.08208e-08, 0
23.4417, 0, 5.59895e-05, 0, 1.41421, -5.59895e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59815e-05, 0, 7.93783e-09, 0
23.4496, 1, 4.50636e-05, 0, 1.73205, 0.999955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50578e-05, 0, 5.79122e-09, 0
23.4575, 0, 3.60534e-05, 0, 1.41421, -3.60534e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60492e-05, 0, 4.20283e-09, 0
23.4653, 0, 2.86698e-05, 0, 1.41421, -2.86698e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86668e-05, 0, 3.03359e-09, 0
23.4732, 0, 2.26616e-05, 0, 1.41421, -2.26616e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26594e-05, 0, 2.17801e-09, 0
23.4811, 0, 1.78062e-05, 0, 1.41421, -1.78062e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78047e-05, 0, 1.55559e-09, 0
23.489, 0, 1.39067e-05, 0, 1.41421, -1.39067e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39056e-05, 0, 1.1051e-09, 0
23.4968, 0, 1.07963e-05, 0, 1.41421, -1.07963e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07955e-05, 0, 7.80951e-10, 0
23.5047, 0, 8.33225e-06, 0, 1.41421, -8.33225e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3317e-06, 0, 5.49045e-10, 0
23.5126, 0, 6.39148e-06, 0, 1.41421, -6.39148e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3911e-06, 0, 3.83924e-10, 0
23.5204, 0, 4.87432e-06, 0, 1.41421, -4.87432e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87405e-06, 0, 2.67111e-10, 0
23.5283, 0, 3.69529e-06, 0, 1.41421, -3.69529e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69511e-06, 0, 1.84871e-10, 0
23.5362, 0, 2.7847e-06, 0, 1.41421, -2.7847e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78458e-06, 0, 1.2727e-10, 0
23.5441, 0, 2.08612e-06, 0, 1.41421, -2.08612e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08603e-06, 0, 8.71529e-11, 0
23.5519, 0, 1.5537e-06, 0, 1.41421, -1.5537e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55364e-06, 0, 5.93655e-11, 0
23.5598, 0, 1.15029e-06, 0, 1.41421, -1.15029e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15025e-06, 0, 4.02099e-11, 0
23.5677, 0, 8.46626e-07, 0, 1.41421, -8.46626e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46599e-07, 0, 2.70771e-11, 0
23.5755, 0, 6.19531e-07, 0, 1.41421, -6.19531e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.19512e-07, 0, 1.81219e-11, 0
23.5834, 0, 4.50669e-07, 0, 1.41421, -4.50669e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50657e-07, 0, 1.20436e-11, 0
23.5913, 0, 3.25949e-07, 0, 1.41421, -3.25949e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25941e-07, 0, 7.94147e-12, 0
23.5992, 0, 2.34356e-07, 0, 1.41421, -2.34356e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34351e-07, 0, 5.18564e-12, 0
23.607, 0, 1.67524e-07, 0, 1.41421, -1.67524e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6752e-07, 0, 3.34488e-12, 0
23.6149, 0, 1.19067e-07, 0, 1.41421, -1.19067e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19065e-07, 0, 2.12147e-12, 0
23.6228, 0, 8.41311e-08, 0, 1.41421, -8.41311e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41298e-08, 0, 1.31237e-12, 0
23.6307, 0, 5.91033e-08, 0, 1.41421, -5.91033e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91026e-08, 0, 7.80281e-13, 0
23.6385, 0, 4.12858e-08, 0, 1.41421, -4.12858e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12854e-08, 0, 4.32389e-13, 0
23.6464, 0, 2.86742e-08, 0, 1.41421, -2.86742e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8674e-08, 0, 2.06301e-13, 0
23.6543, 0, 1.97975e-08, 0, 1.41421, -1.97975e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97974e-08, 0, 1.35524e-13, 0
23.6621, 0, 1.35932e-08, 0, 1.41421, -1.35932e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35932e-08, 0, 8.81251e-14, 0
23.67, 0, 9.28005e-09, 0, 1.41421, -9.28005e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27999e-09, 0, 5.65529e-14, 0
23.6779, 0, 6.29816e-09, 0, 1.41421, -6.29816e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29812e-09, 0, 3.5638e-14, 0
23.6858, 0, 4.25092e-09, 0, 1.41421, -4.25092e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25089e-09, 0, 2.19602e-14, 0
23.6936, 0, 2.85282e-09, 0, 1.41421, -2.85282e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8528e-09, 0, 1.30491e-14, 0
23.7015, 0, 1.90322e-09, 0, 1.41421, -1.90322e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90321e-09, 0, 7.25698e-15, 0
23.7094, 0, 1.26262e-09, 0, 1.41421, -1.26262e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26261e-09, 0, 4.50694e-15, 0
23.7173, 0, 8.32631e-10, 0, 1.41421, -8.32631e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32629e-10, 0, 2.71954e-15, 0
23.7251, 0, 5.45401e-10, 0, 1.41421, -5.45401e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.454e-10, 0, 1.56609e-15, 0
23.733, 0, 3.54079e-10, 0, 1.41421, -3.54079e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54078e-10, 0, 8.28454e-16, 0
23.7409, 0, 2.24905e-10, 0, 1.41421, -2.24905e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24905e-10, 0, 3.61869e-16, 0
23.7487, 0, 1.1664e-10, 0, 1.41421, -1.1664e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1664e-10, 0, 8.12109e-17, 0
23.7566, 0, 5.50752e-11, 0, 1.41421, -5.50752e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50752e-11, 0, 4.98602e-17, 0
23.7645, 0, 3.16355e-11, 0, 1.41421, -3.16355e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16355e-11, 0, 2.9585e-17, 0
23.7724, 0, 1.88591e-11, 0, 1.41421, -1.88591e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88591e-11, 0, 1.65762e-17, 0
23.7802, 0, 1.12995e-11, 0, 1.41421, -1.12995e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12995e-11, 0, 8.29854e-18, 0
23.7881, 0, 6.70265e-12, 0, 1.41421, -6.70265e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70265e-12, 0, 3.08393e-18, 0
23.796, 0, 3.81342e-12, 0, 1.41421, -3.81342e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81342e-12, 0, 0, 0
23.8038, 0, 1.56926e-12, 0, 1.41421, -1.56926e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56926e-12, 0, 0, 0
23.8117, 0, 7.38155e-13, 0, 1.41421, -7.38155e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38155e-13, 0, 0, 0
23.8196, 0, 2.9536e-13, 0, 1.41421, -2.9536e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9536e-13, 0, 0, 0
23.8275, 0, 5.4228e-14, 0, 1.41421, -5.4228e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4228e-14, 0, 0, 0
23.8353, 0, 2.90302e-14, 0, 1.41421, -2.90302e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90302e-14, 0, 0, 0
23.8432, 0, 1.48121e-14, 0, 1.41421, -1.48121e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48121e-14, 0, 0, 0
23.8511, 0, 6.80504e-15, 0, 1.41421, -6.80504e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80504e-15, 0, 0, 0
23.859, 0, 2.37172e-15, 0, 1.41421, -2.37172e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37172e-15, 0, 0, 0
23.8668, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.8747, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.8826, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.8904, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.8983, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9062, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9141, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9298, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9377, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9455, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9534, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9613, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9692, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.977, 1, 0, 0, 1.73205, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9849, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.9928, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0007, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0085, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0164, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0243, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0321, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.04, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0479, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0558, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0636, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0715, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0794, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0873, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0951, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.103, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1109, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1187, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1266, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1345, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1424, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1502, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1581, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.166, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1738, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1817, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1896, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1975, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2053, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2132, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
