   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_124.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.5894, 5.09591, 4.5988, 4.59877, 2.66382, 0.49711, 4.59877, 0, 4.5988, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877, 4.59877
10.5973, 6.82416, 4.57817, 4.57814, 2.97055, 2.24599, 4.57814, 0, 4.57817, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814, 4.57814
10.6052, 6.16171, 4.55395, 4.55391, 2.85687, 1.60776, 4.55391, 0, 4.55394, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391, 4.55391
10.613, 3.93076, 4.52978, 4.52975, 2.43532, -0.599023, 4.52975, 0, 4.52978, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975, 4.52975
10.6209, 7.99105, 4.52454, 4.5245, 3.16086, 3.46651, 4.5245, 0, 4.52453, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245, 4.5245
10.6288, 9.92392, 4.51144, 4.5114, 3.4531, 5.41248, 4.5114, 0, 4.51144, 4.5114, 4.5114, 4.5114, 4.5114, 4.5114, 4.5114, 4.5114, 4.5114, 4.5114, 4.51141, 4.5114, 4.5114, 4.5114
10.6367, 6.05626, 4.49093, 4.4909, 2.83835, 1.56533, 4.4909, 0, 4.49093, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909, 4.4909
10.6445, 5.06196, 4.46677, 4.46673, 2.65743, 0.595189, 4.46673, 0, 4.46677, 4.46673, 4.46673, 4.46673, 4.46673, 4.46673, 4.46673, 4.46673, 4.46673, 4.46673, 4.46674, 4.46673, 4.46673, 4.46673
10.6524, 2.13928, 4.44267, 4.44264, 2.03452, -2.30339, 4.44264, 0, 4.44267, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264, 4.44264
10.6603, 2.92193, 4.43907, 4.43903, 2.21854, -1.51714, 4.43903, 0, 4.43907, 4.43903, 4.43903, 4.43903, 4.43903, 4.43903, 4.43903, 4.43903, 4.43903, 4.43903, 4.43904, 4.43903, 4.43903, 4.43903
10.6682, 3.07336, 4.42674, 4.4267, 2.25241, -1.35338, 4.4267, 0, 4.42674, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267, 4.4267
10.6761, 5.83609, 4.40603, 4.40599, 2.7993, 1.43006, 4.40599, 0, 4.40603, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599, 4.40599
10.6839, 6.99291, 4.38118, 4.38115, 2.99882, 2.61172, 4.38115, 0, 4.38118, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115, 4.38115
10.6918, 4.07831, 4.35641, 4.35637, 2.46542, -0.278093, 4.35637, 0, 4.3564, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637, 4.35637
10.6997, 5.99504, 4.3702, 4.37016, 2.82755, 1.62485, 4.37016, 0, 4.37019, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016, 4.37016
10.7076, 2.99529, 4.37415, 4.37411, 2.23501, -1.37885, 4.37411, 0, 4.37414, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411, 4.37411
10.7154, 6.81016, 4.36866, 4.36862, 2.96819, 2.44151, 4.36862, 0, 4.36865, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862, 4.36862
10.7233, 3.08479, 4.35845, 4.35842, 2.25495, -1.27366, 4.35842, 0, 4.35845, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842, 4.35842
10.7312, 3.9929, 4.34827, 4.34823, 2.44804, -0.355365, 4.34823, 0, 4.34826, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823, 4.34823
10.7391, 10.7932, 4.35921, 4.35917, 3.57676, 6.43398, 4.35917, 0, 4.3592, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917, 4.35917
10.7469, 7.88525, 4.36202, 4.36198, 3.14408, 3.52324, 4.36198, 0, 4.36201, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198, 4.36198
10.7548, 8.19529, 4.35724, 4.3572, 3.19301, 3.83805, 4.3572, 0, 4.35724, 4.3572, 4.3572, 4.3572, 4.3572, 4.3572, 4.3572, 4.3572, 4.3572, 4.3572, 4.35721, 4.3572, 4.3572, 4.3572
10.7627, 6.20471, 4.34868, 4.34865, 2.86439, 1.85603, 4.34865, 0, 4.34868, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865, 4.34865
10.7706, 6.10458, 4.34013, 4.3401, 2.84686, 1.76445, 4.3401, 0, 4.34013, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401, 4.3401
10.7784, 7.66245, 4.35007, 4.35003, 3.10845, 3.31239, 4.35003, 0, 4.35006, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003, 4.35003
10.7863, 6.10401, 4.35232, 4.35229, 2.84675, 1.75168, 4.35229, 0, 4.35232, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229, 4.35229
10.7942, 8.22623, 4.34742, 4.34739, 3.19785, 3.8788, 4.34739, 0, 4.34742, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739, 4.34739
10.8021, 7.87869, 4.33895, 4.33891, 3.14304, 3.53973, 4.33891, 0, 4.33895, 4.33891, 4.33891, 4.33891, 4.33891, 4.33891, 4.33891, 4.33891, 4.33891, 4.33891, 4.33892, 4.33891, 4.33891, 4.33891
10.8099, 4.1166, 4.33049, 4.33045, 2.47318, -0.213885, 4.33045, 0, 4.33049, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045, 4.33045
10.8178, 3.87348, 4.33955, 4.33951, 2.42353, -0.466065, 4.33951, 0, 4.33954, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951, 4.33951
10.8257, 3.99554, 4.34149, 4.34145, 2.44858, -0.34595, 4.34145, 0, 4.34149, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145, 4.34145
10.8336, 5.73711, 4.33681, 4.33677, 2.78157, 1.4003, 4.33677, 0, 4.33681, 4.33677, 4.33677, 4.33677, 4.33677, 4.33677, 4.33677, 4.33677, 4.33677, 4.33677, 4.33678, 4.33677, 4.33677, 4.33677
10.8414, 4.12137, 4.32883, 4.32879, 2.47414, -0.207457, 4.32879, 0, 4.32883, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879, 4.32879
10.8493, 4.99331, 4.32086, 4.32082, 2.64449, 0.672451, 4.32082, 0, 4.32085, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082, 4.32082
10.8572, 6.72045, 4.32874, 4.3287, 2.95304, 2.39171, 4.3287, 0, 4.32874, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287, 4.3287
10.8651, 3.54176, 4.32999, 4.32995, 2.35409, -0.788229, 4.32995, 0, 4.32999, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995, 4.32995
10.8729, 7.71623, 4.32508, 4.32504, 3.11709, 3.39116, 4.32504, 0, 4.32507, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504, 4.32504
10.8808, 6.27906, 4.31709, 4.31705, 2.87734, 1.96197, 4.31705, 0, 4.31709, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705, 4.31705
10.8887, 4.8518, 4.30911, 4.30907, 2.61759, 0.542685, 4.30907, 0, 4.30911, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907, 4.30907
10.8966, 2.29145, 4.31636, 4.31632, 2.07158, -2.02491, 4.31632, 0, 4.31636, 4.31632, 4.31632, 4.31632, 4.31632, 4.31632, 4.31632, 4.31632, 4.31632, 4.31632, 4.31633, 4.31632, 4.31632, 4.31632
10.9044, 5.84944, 4.3174, 4.31736, 2.80169, 1.53204, 4.31736, 0, 4.31739, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736, 4.31736
10.9123, 1.99765, 4.31265, 4.31261, 1.99941, -2.315, 4.31261, 0, 4.31265, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261, 4.31261
10.9202, 7.53185, 4.30501, 4.30497, 3.08737, 3.22683, 4.30497, 0, 4.30501, 4.30497, 4.30497, 4.30497, 4.30497, 4.30497, 4.30497, 4.30497, 4.30497, 4.30497, 4.30498, 4.30497, 4.30497, 4.30497
10.9281, 6.99009, 4.29738, 4.29734, 2.99835, 2.6927, 4.29734, 0, 4.29738, 4.29734, 4.29734, 4.29734, 4.29734, 4.29734, 4.29734, 4.29734, 4.29734, 4.29734, 4.29735, 4.29734, 4.29734, 4.29734
10.9359, 4.31057, 4.30345, 4.30341, 2.51209, 0.00712538, 4.30341, 0, 4.30344, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341, 4.30341
10.9438, 4.6701, 4.30372, 4.30368, 2.58265, 0.366373, 4.30368, 0, 4.30372, 4.30368, 4.30368, 4.30368, 4.30368, 4.30368, 4.30368, 4.30368, 4.30368, 4.30368, 4.30369, 4.30368, 4.30368, 4.30368
10.9517, 8.65998, 4.29863, 4.29859, 3.26496, 4.36135, 4.29859, 0, 4.29862, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859, 4.29859
10.9596, 4.4881, 4.29085, 4.29081, 2.54718, 0.197252, 4.29081, 0, 4.29085, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081, 4.29081
10.9674, 7.1627, 4.28309, 4.28304, 3.027, 2.87962, 4.28304, 0, 4.28308, 4.28304, 4.28304, 4.28304, 4.28304, 4.28304, 4.28304, 4.28304, 4.28304, 4.28304, 4.28305, 4.28304, 4.28304, 4.28304
10.9753, 8.8228, 4.28856, 4.28852, 3.2898, 4.53424, 4.28852, 0, 4.28856, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852, 4.28852
10.9832, 5.99294, 4.28864, 4.2886, 2.82718, 1.70429, 4.2886, 0, 4.28864, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886, 4.2886
10.9911, 5.99294, 4.2837, 4.28366, 2.82718, 1.70924, 4.28366, 0, 4.2837, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366, 4.28366
10.999, 7.17179, 4.27625, 4.27621, 3.0285, 2.89554, 4.27621, 0, 4.27625, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621, 4.27621
11.0068, 5.81334, 4.26881, 4.26877, 2.79523, 1.54453, 4.26877, 0, 4.26881, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877, 4.26877
11.0147, 5.99294, 4.27307, 4.27303, 2.82718, 1.71986, 4.27303, 0, 4.27307, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303, 4.27303
11.0226, 4.99257, 4.27235, 4.2723, 2.64435, 0.720219, 4.2723, 0, 4.27234, 4.2723, 4.2723, 4.2723, 4.2723, 4.2723, 4.2723, 4.2723, 4.2723, 4.2723, 4.27231, 4.2723, 4.2723, 4.2723
11.0305, 5.56022, 4.26699, 4.26695, 2.74959, 1.29323, 4.26695, 0, 4.26699, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695, 4.26695
11.0383, 5.6171, 4.25932, 4.25928, 2.75991, 1.35778, 4.25928, 0, 4.25932, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928
11.0462, 2.18887, 4.25166, 4.25162, 2.04667, -2.06279, 4.25162, 0, 4.25166, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162, 4.25162
11.0541, 3.99775, 4.25539, 4.25535, 2.44903, -0.257649, 4.25535, 0, 4.25539, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535, 4.25535
11.062, 8.20248, 4.25449, 4.25445, 3.19413, 3.94799, 4.25445, 0, 4.25449, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445, 4.25445
11.0698, 3.59133, 4.24928, 4.24923, 2.3646, -0.657949, 4.24923, 0, 4.24927, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923, 4.24923
11.0777, 4.99554, 4.24191, 4.24187, 2.64491, 0.75363, 4.24187, 0, 4.24191, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187, 4.24187
11.0856, 3.99504, 4.23455, 4.2345, 2.44848, -0.239506, 4.2345, 0, 4.23455, 4.2345, 4.2345, 4.2345, 4.2345, 4.2345, 4.2345, 4.2345, 4.2345, 4.2345, 4.23451, 4.2345, 4.2345, 4.2345
11.0935, 6.99504, 4.23708, 4.23703, 2.99917, 2.75797, 4.23703, 0, 4.23708, 4.23703, 4.23703, 4.23703, 4.23703, 4.23703, 4.23703, 4.23703, 4.23703, 4.23703, 4.23704, 4.23703, 4.23703, 4.23703
11.1013, 6.36357, 4.23535, 4.23531, 2.89198, 2.12821, 4.23531, 0, 4.23535, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531, 4.23531
11.1092, 9.98712, 4.22969, 4.22964, 3.46224, 5.75743, 4.22964, 0, 4.22969, 4.22964, 4.22964, 4.22964, 4.22964, 4.22964, 4.22964, 4.22964, 4.22964, 4.22964, 4.22965, 4.22964, 4.22964, 4.22964
11.1171, 8.41895, 4.22205, 4.22201, 3.22784, 4.1969, 4.22201, 0, 4.22205, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201, 4.22201
11.125, 6.33941, 4.21443, 4.21438, 2.8878, 2.12498, 4.21438, 0, 4.21442, 4.21438, 4.21438, 4.21438, 4.21438, 4.21438, 4.21438, 4.21438, 4.21438, 4.21438, 4.21439, 4.21438, 4.21438, 4.21438
11.1328, 9.64647, 4.21648, 4.21643, 3.41269, 5.42999, 4.21643, 0, 4.21647, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643, 4.21643
11.1407, 5.99294, 4.2146, 4.21455, 2.82718, 1.77834, 4.21455, 0, 4.21459, 4.21455, 4.21455, 4.21455, 4.21455, 4.21455, 4.21455, 4.21455, 4.21455, 4.21455, 4.21456, 4.21455, 4.21455, 4.21455
11.1486, 6.54263, 4.20906, 4.20902, 2.92278, 2.33356, 4.20902, 0, 4.20906, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902, 4.20902
11.1565, 4.12577, 4.20171, 4.20166, 2.47503, -0.0759315, 4.20166, 0, 4.2017, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166, 4.20166
11.1643, 5, 4.19435, 4.19431, 2.64575, 0.805646, 4.19431, 0, 4.19435, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431, 4.19431
11.1722, 6.07014, 4.19525, 4.19521, 2.8408, 1.87488, 4.19521, 0, 4.19525, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521, 4.19521
11.1801, 4.45998, 4.19257, 4.19253, 2.54165, 0.267402, 4.19253, 0, 4.19257, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253, 4.19253
11.188, 7.2834, 4.18658, 4.18654, 3.04687, 3.09681, 4.18654, 0, 4.18658, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654, 4.18654
11.1958, 5.94684, 4.17894, 4.17889, 2.81901, 1.7679, 4.17889, 0, 4.17894, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889, 4.17889
11.2037, 3.51326, 4.1713, 4.17126, 2.34803, -0.658043, 4.17126, 0, 4.1713, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126, 4.17126
11.2116, 6.50397, 4.17177, 4.17172, 2.91616, 2.3322, 4.17172, 0, 4.17177, 4.17172, 4.17172, 4.17172, 4.17172, 4.17172, 4.17172, 4.17172, 4.17172, 4.17172, 4.17173, 4.17172, 4.17172, 4.17172
11.2195, 4.9755, 4.16895, 4.16891, 2.64112, 0.80654, 4.16891, 0, 4.16895, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891, 4.16891
11.2273, 3.24916, 4.16309, 4.16304, 2.29111, -0.913922, 4.16304, 0, 4.16308, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304, 4.16304
11.2352, 5.49418, 4.1557, 4.15565, 2.73755, 1.33848, 4.15565, 0, 4.15569, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565, 4.15565
11.2431, 5.99529, 4.14831, 4.14826, 2.82759, 1.84698, 4.14826, 0, 4.14831, 4.14826, 4.14826, 4.14826, 4.14826, 4.14826, 4.14826, 4.14826, 4.14826, 4.14826, 4.14827, 4.14826, 4.14826, 4.14826
11.251, 3.73841, 4.14769, 4.14764, 2.3955, -0.409276, 4.14764, 0, 4.14769, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764, 4.14764
11.2588, 7.99331, 4.14412, 4.14407, 3.16122, 3.84919, 4.14407, 0, 4.14412, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14408, 4.14407, 4.14407, 4.14407
11.2667, 6.25372, 4.13783, 4.13778, 2.87293, 2.11589, 4.13778, 0, 4.13782, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778, 4.13778
11.2746, 5.73104, 4.13017, 4.13012, 2.78047, 1.60087, 4.13012, 0, 4.13017, 4.13012, 4.13012, 4.13012, 4.13012, 4.13012, 4.13012, 4.13012, 4.13012, 4.13012, 4.13013, 4.13012, 4.13012, 4.13012
11.2825, 4.79182, 4.12253, 4.12248, 2.60611, 0.669295, 4.12248, 0, 4.12252, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248, 4.12248
11.2903, 6.65675, 4.12149, 4.12144, 2.94224, 2.53527, 4.12144, 0, 4.12148, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144, 4.12144
11.2982, 7.07212, 4.11779, 4.11774, 3.012, 2.95433, 4.11774, 0, 4.11778, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774, 4.11774
11.3061, 5.72441, 4.11162, 4.11157, 2.77928, 1.61279, 4.11157, 0, 4.11161, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157, 4.11157
11.314, 9.34002, 4.10422, 4.10416, 3.3675, 5.23581, 4.10416, 0, 4.10421, 4.10416, 4.10416, 4.10416, 4.10416, 4.10416, 4.10416, 4.10416, 4.10416, 4.10416, 4.10417, 4.10416, 4.10416, 4.10416
11.3219, 3.65006, 4.09682, 4.09677, 2.37699, -0.446761, 4.09677, 0, 4.09682, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677, 4.09677
11.3297, 5.276, 4.09459, 4.09454, 2.69741, 1.1814, 4.09454, 0, 4.09459, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454, 4.09454
11.3376, 0.997487, 4.09017, 4.09012, 1.73133, -3.09268, 4.09012, 0, 4.09017, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012, 4.09012
11.3455, 3.14064, 4.08368, 4.08362, 2.2673, -0.943036, 4.08362, 0, 4.08368, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362, 4.08362
11.3534, 5.56679, 4.07616, 4.0761, 2.75078, 1.49063, 4.0761, 0, 4.07616, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761, 4.0761
11.3612, 5.99504, 4.06864, 4.06858, 2.82755, 1.9264, 4.06858, 0, 4.06864, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858, 4.06858
11.3691, 10.8238, 4.06535, 4.06528, 3.58103, 6.75844, 4.06528, 0, 4.06535, 4.06528, 4.06528, 4.06528, 4.06528, 4.06528, 4.06528, 4.06528, 4.06528, 4.06528, 4.06529, 4.06528, 4.06528, 4.06528
11.377, 7.98609, 4.06054, 4.06047, 3.16008, 3.92556, 4.06047, 0, 4.06053, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047, 4.06047
11.3849, 5.17549, 4.05434, 4.05426, 2.67871, 1.12116, 4.05426, 0, 4.05433, 4.05426, 4.05426, 4.05426, 4.05426, 4.05426, 4.05426, 4.05426, 4.05426, 4.05426, 4.05427, 4.05426, 4.05426, 4.05426
11.3927, 3.99529, 4.04745, 4.04737, 2.44853, -0.0521607, 4.04737, 0, 4.04745, 4.04737, 4.04737, 4.04737, 4.04737, 4.04737, 4.04737, 4.04737, 4.04737, 4.04737, 4.04738, 4.04737, 4.04737, 4.04737
11.4006, 7.39058, 4.04057, 4.04049, 3.06441, 3.35001, 4.04049, 0, 4.04057, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049, 4.04049
11.4085, 3.90458, 4.03432, 4.03423, 2.42994, -0.129736, 4.03423, 0, 4.03432, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423, 4.03423
11.4164, 5.7689, 4.02807, 4.02798, 2.78727, 1.74082, 4.02798, 0, 4.02807, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798, 4.02798
11.4242, 8.67869, 4.02183, 4.02173, 3.26783, 4.65686, 4.02173, 0, 4.02183, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173, 4.02173
11.4321, 5.92119, 4.01478, 4.01467, 2.81446, 1.90641, 4.01467, 0, 4.01477, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467, 4.01467
