   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_251.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0414478, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0496667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0578856, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0661046, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0743235, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0825424, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0907613, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0989802, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.107199, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.115418, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.123637, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.131856, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.140075, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.148294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.156513, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.164732, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.172951, 0, 5.65245e-28, 0, 1.41421, -5.65245e-28, 0, 0, 0, 0, 0, 0, 0, 0, 2.14555e-30, 0, 0, 1.70915e-33, 4.365e-32, 5.63054e-28, 0, 0
0.181169, 0, 4.63795e-27, 0, 1.41421, -4.63795e-27, 0, 0, 0, 0, 0, 0, 0, 0, 1.76039e-29, 0, 0, 1.40233e-32, 5.48289e-31, 4.61979e-27, 0, 0
0.189388, 0, 3.03419e-26, 0, 1.41421, -3.03419e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.15164e-28, 0, 0, 9.18972e-32, 4.41156e-30, 3.02222e-26, 0, 0
0.197607, 0, 1.72245e-25, 0, 1.41421, -1.72245e-25, 0, 0, 0, 0, 0, 0, 0, 0, 6.53749e-28, 0, 0, 5.23371e-31, 2.84983e-29, 1.71563e-25, 0, 0
0.205826, 0, 8.83631e-25, 0, 1.41421, -8.83631e-25, 0, 0, 0, 0, 0, 0, 0, 0, 3.35373e-27, 0, 0, 2.69618e-30, 1.60269e-28, 8.80115e-25, 0, 0
0.214045, 0, 4.1913e-24, 0, 1.41421, -4.1913e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.59074e-26, 0, 0, 1.28497e-29, 8.16055e-28, 4.17457e-24, 0, 0
0.222264, 0, 1.8647e-23, 0, 1.41421, -1.8647e-23, 0, 0, 0, 0, 0, 0, 0, 0, 7.07709e-26, 0, 0, 5.74637e-29, 3.84662e-27, 1.85723e-23, 0, 0
0.230483, 0, 7.85711e-23, 0, 1.41421, -7.85711e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.98197e-25, 0, 0, 2.43461e-28, 1.70212e-26, 7.82556e-23, 0, 0
0.238702, 0, 3.15735e-22, 0, 1.41421, -3.15735e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.19829e-24, 0, 0, 9.84013e-28, 7.13772e-26, 3.14465e-22, 0, 0
0.246921, 0, 1.21633e-21, 0, 1.41421, -1.21633e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.61618e-24, 0, 0, 3.81387e-27, 2.85593e-25, 1.21142e-21, 0, 0
0.25514, 0, 4.51019e-21, 0, 1.41421, -4.51019e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.71169e-23, 0, 0, 1.42324e-26, 1.09591e-24, 4.49196e-21, 0, 0
0.263359, 0, 1.6149e-20, 0, 1.41421, -1.6149e-20, 0, 0, 0, 0, 0, 0, 0, 0, 6.12875e-23, 0, 0, 5.13014e-26, 4.04919e-24, 1.60836e-20, 0, 0
0.271578, 0, 5.598e-20, 0, 1.41421, -5.598e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.12449e-22, 0, 0, 1.79083e-25, 1.4451e-23, 5.57529e-20, 0, 0
0.279797, 0, 1.88269e-19, 0, 1.41421, -1.88269e-19, 0, 0, 0, 0, 0, 0, 0, 0, 7.14496e-22, 0, 0, 6.06712e-25, 4.99431e-23, 1.87504e-19, 0, 0
0.288015, 0, 6.15406e-19, 0, 1.41421, -6.15406e-19, 0, 0, 0, 0, 0, 0, 0, 0, 2.33549e-21, 0, 0, 1.99847e-24, 1.67503e-22, 6.12901e-19, 0, 0
0.296234, 0, 1.95808e-18, 0, 1.41421, -1.95808e-18, 0, 0, 0, 0, 0, 0, 0, 0, 7.43095e-21, 0, 0, 6.41002e-24, 5.46142e-22, 1.9501e-18, 0, 0
0.304453, 0, 6.07209e-18, 0, 1.41421, -6.07209e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.30435e-20, 0, 0, 2.0046e-23, 1.7337e-21, 6.04729e-18, 0, 0
0.312672, 0, 1.8372e-17, 0, 1.41421, -1.8372e-17, 0, 0, 0, 0, 0, 0, 0, 0, 6.97206e-20, 0, 0, 6.11907e-23, 5.36503e-21, 1.82968e-17, 0, 0
0.320891, 0, 5.42865e-17, 0, 1.41421, -5.42865e-17, 0, 0, 0, 0, 0, 0, 0, 0, 2.0601e-19, 0, 0, 1.82495e-22, 1.62023e-20, 5.40641e-17, 0, 0
0.32911, 0, 1.56782e-16, 0, 1.41421, -1.56782e-16, 0, 0, 0, 0, 0, 0, 0, 0, 5.94952e-19, 0, 0, 5.32212e-22, 4.77957e-20, 1.56138e-16, 0, 0
0.337329, 0, 4.42868e-16, 0, 1.41421, -4.42868e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.68053e-18, 0, 0, 1.51883e-21, 1.37837e-19, 4.41048e-16, 0, 0
0.345548, 0, 1.22431e-15, 0, 1.41421, -1.22431e-15, 0, 0, 0, 0, 0, 0, 0, 0, 4.64565e-18, 0, 0, 4.24426e-21, 3.88879e-19, 1.21928e-15, 0, 0
0.353767, 0, 3.31428e-15, 0, 1.41421, -3.31428e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.25753e-17, 0, 0, 1.16203e-20, 1.07401e-18, 3.30062e-15, 0, 0
0.361986, 0, 8.78947e-15, 0, 1.41421, -8.78947e-15, 0, 0, 0, 0, 0, 0, 0, 0, 3.33472e-17, 0, 0, 3.11868e-20, 2.90524e-18, 8.75319e-15, 0, 0
0.370205, 0, 2.28453e-14, 0, 1.41421, -2.28453e-14, 0, 0, 0, 0, 0, 0, 0, 0, 8.66668e-17, 0, 0, 8.20845e-20, 7.70103e-18, 2.27508e-14, 0, 0
0.378424, 0, 5.82166e-14, 0, 1.41421, -5.82166e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.20829e-16, 0, 0, 2.11967e-19, 2.00123e-17, 5.79756e-14, 0, 0
0.386643, 0, 1.45498e-13, 0, 1.41421, -1.45498e-13, 0, 0, 0, 0, 0, 0, 0, 0, 5.51834e-16, 0, 0, 5.37268e-19, 5.10032e-17, 1.44895e-13, 0, 0
0.394861, 0, 3.56736e-13, 0, 1.41421, -3.56736e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.35279e-15, 0, 0, 1.33717e-18, 1.27526e-16, 3.55254e-13, 0, 0
0.40308, 0, 8.58276e-13, 0, 1.41421, -8.58276e-13, 0, 0, 0, 0, 0, 0, 0, 0, 3.2541e-15, 0, 0, 3.26915e-18, 3.12927e-16, 8.54706e-13, 0, 0
0.411299, 0, 2.02671e-12, 1.41952e-42, 1.41421, -2.02671e-12, 1.41952e-42, 0, 1.41952e-42, 1.41952e-42, 1.41952e-42, 1.41952e-42, 1.41952e-42, 1.41952e-42, 7.6826e-15, 1.41952e-42, 1.41952e-42, 7.85444e-18, 7.53801e-16, 2.01827e-12, 1.41952e-42, 1.41952e-42
0.419518, 0, 4.69819e-12, 2.91862e-41, 1.41421, -4.69819e-12, 2.91862e-41, 0, 2.91862e-41, 2.91862e-41, 2.91862e-41, 2.91862e-41, 2.91862e-41, 2.91862e-41, 1.78053e-14, 2.91862e-41, 2.91862e-41, 1.85539e-17, 1.78304e-15, 4.67859e-12, 2.91862e-41, 2.91862e-41
0.427737, 0, 1.06935e-11, 4.75141e-40, 1.41421, -1.06935e-11, 4.75141e-40, 0, 4.75141e-40, 4.75141e-40, 4.75141e-40, 4.75141e-40, 4.75141e-40, 4.75141e-40, 4.05164e-14, 4.75141e-40, 4.75141e-40, 4.31154e-17, 4.14261e-15, 1.06488e-11, 4.75141e-40, 4.75141e-40
0.435956, 0, 2.39016e-11, 6.73764e-39, 1.41421, -2.39016e-11, 6.73764e-39, 0, 6.73764e-39, 6.73764e-39, 6.73764e-39, 6.73764e-39, 6.73764e-39, 6.73764e-39, 9.0538e-14, 6.73764e-39, 6.73764e-39, 9.86274e-17, 9.45627e-15, 2.38015e-11, 6.73764e-39, 6.73764e-39
0.444175, 0, 5.24703e-11, 8.49918e-38, 1.41421, -5.24703e-11, 8.49918e-38, 0, 8.49918e-38, 8.49918e-38, 8.49918e-38, 8.49918e-38, 8.49918e-38, 8.49918e-38, 1.98705e-13, 8.49918e-38, 8.49918e-38, 2.22266e-16, 2.12136e-14, 5.22502e-11, 8.49918e-38, 8.49918e-38
0.452394, 0, 1.13148e-10, 9.61903e-37, 1.41421, -1.13148e-10, 9.61903e-37, 0, 9.61903e-37, 9.61903e-37, 9.61903e-37, 9.61903e-37, 9.61903e-37, 9.61903e-37, 4.28392e-13, 9.61903e-37, 9.61903e-37, 4.93963e-16, 4.67843e-14, 1.12672e-10, 9.61903e-37, 9.61903e-37
0.460613, 0, 2.39701e-10, 9.83418e-36, 1.41421, -2.39701e-10, 9.83418e-36, 0, 9.83418e-36, 9.83418e-36, 9.83418e-36, 9.83418e-36, 9.83418e-36, 9.83418e-36, 9.07371e-13, 9.83418e-36, 9.83418e-36, 1.08386e-15, 1.01468e-13, 2.38691e-10, 9.83418e-36, 9.83418e-36
0.468832, 0, 4.98933e-10, 9.13745e-35, 1.41421, -4.98933e-10, 9.13745e-35, 0, 9.13745e-35, 9.13745e-35, 9.13745e-35, 9.13745e-35, 9.13745e-35, 9.13745e-35, 1.88846e-12, 9.13745e-35, 9.13745e-35, 2.35142e-15, 2.16515e-13, 4.96826e-10, 9.13745e-35, 9.13745e-35
0.477051, 0, 1.0205e-09, 7.76104e-34, 1.41421, -1.0205e-09, 7.76104e-34, 0, 7.76104e-34, 7.76104e-34, 7.76104e-34, 7.76104e-34, 7.76104e-34, 7.76104e-34, 3.86258e-12, 7.76104e-34, 7.76104e-34, 5.0523e-15, 4.54786e-13, 1.01618e-09, 7.76104e-34, 7.76104e-34
0.48527, 0, 2.0513e-09, 6.05765e-33, 1.41421, -2.0513e-09, 6.05765e-33, 0, 6.05765e-33, 6.05765e-33, 6.05765e-33, 6.05765e-33, 6.05765e-33, 6.05765e-33, 7.76548e-12, 6.05765e-33, 6.05765e-33, 1.0771e-14, 9.40973e-13, 2.04258e-09, 6.05765e-33, 6.05765e-33
0.493489, 0, 4.05267e-09, 4.61285e-32, 1.41421, -4.05267e-09, 4.61285e-32, 0, 4.61285e-32, 4.61285e-32, 4.61285e-32, 4.61285e-32, 4.61285e-32, 4.61285e-32, 1.53482e-11, 4.61285e-32, 4.61285e-32, 2.28291e-14, 1.91942e-12, 4.03538e-09, 4.61285e-32, 4.61285e-32
0.501707, 0, 7.87048e-09, 3.34664e-31, 1.41421, -7.87048e-09, 3.34664e-31, 0, 3.34664e-31, 3.34664e-31, 3.34664e-31, 3.34664e-31, 3.34664e-31, 3.34664e-31, 2.9829e-11, 3.34664e-31, 3.34664e-31, 4.81995e-14, 3.86422e-12, 7.83674e-09, 3.34664e-31, 3.34664e-31
0.509926, 0, 1.50267e-08, 2.2776e-30, 1.41421, -1.50267e-08, 2.2776e-30, 0, 2.2776e-30, 2.2776e-30, 2.2776e-30, 2.2776e-30, 2.2776e-30, 2.2776e-30, 5.70178e-11, 2.2776e-30, 2.2776e-30, 1.01548e-13, 7.68892e-12, 1.49619e-08, 2.2776e-30, 2.2776e-30
0.518145, 0, 2.82086e-08, 1.44841e-29, 1.41421, -2.82086e-08, 1.44841e-29, 0, 1.44841e-29, 1.44841e-29, 1.44841e-29, 1.44841e-29, 1.44841e-29, 1.44841e-29, 1.07222e-10, 1.44841e-29, 1.44841e-29, 2.13769e-13, 1.51474e-11, 2.8086e-08, 1.44841e-29, 1.44841e-29
0.526364, 0, 5.20736e-08, 8.6148e-29, 1.41421, -5.20736e-08, 8.6148e-29, 0, 8.6148e-29, 8.6148e-29, 8.6148e-29, 8.6148e-29, 8.6148e-29, 8.6148e-29, 1.98424e-10, 8.6148e-29, 8.6148e-29, 4.49938e-13, 2.96087e-11, 5.18451e-08, 8.6148e-29, 8.6148e-29
0.534583, 0, 9.45451e-08, 4.8049e-28, 1.41421, -9.45451e-08, 4.8049e-28, 0, 4.8049e-28, 4.8049e-28, 4.8049e-28, 4.8049e-28, 4.8049e-28, 4.8049e-28, 3.61481e-10, 4.8049e-28, 4.8049e-28, 9.46782e-13, 5.75705e-11, 9.4125e-08, 4.8049e-28, 4.8049e-28
0.542802, 0, 1.68857e-07, 2.52134e-27, 1.41421, -1.68857e-07, 2.52134e-27, 0, 2.52134e-27, 2.52134e-27, 2.52134e-27, 2.52134e-27, 2.52134e-27, 2.52134e-27, 6.48519e-10, 2.52134e-27, 2.52134e-27, 1.99002e-12, 1.11661e-10, 1.68094e-07, 2.52134e-27, 2.52134e-27
0.551021, 0, 2.96711e-07, 1.24905e-26, 1.41421, -2.96711e-07, 1.24905e-26, 0, 1.24905e-26, 1.24905e-26, 1.24905e-26, 1.24905e-26, 1.24905e-26, 1.24905e-26, 1.14627e-09, 1.24905e-26, 1.24905e-26, 4.17157e-12, 2.1666e-10, 2.95344e-07, 1.24905e-26, 1.24905e-26
0.55924, 0, 5.13069e-07, 5.86105e-26, 1.41421, -5.13069e-07, 5.86105e-26, 0, 5.86105e-26, 5.86105e-26, 5.86105e-26, 5.86105e-26, 5.86105e-26, 5.86105e-26, 1.997e-09, 5.86105e-26, 5.86105e-26, 8.70359e-12, 4.21677e-10, 5.10642e-07, 5.86105e-26, 5.86105e-26
0.567459, 0, 8.73253e-07, 2.61346e-25, 1.41421, -8.73253e-07, 2.61346e-25, 0, 2.61346e-25, 2.61346e-25, 2.61346e-25, 2.61346e-25, 2.61346e-25, 2.61346e-25, 3.43089e-09, 2.61346e-25, 2.61346e-25, 1.80333e-11, 8.24862e-10, 8.68979e-07, 2.61346e-25, 2.61346e-25
0.575678, 0.995624, 1.46328e-06, 1.34688e-24, 1.73079, 0.995623, 1.34688e-24, 0, 1.34688e-24, 1.34688e-24, 1.34688e-24, 2.56087e-12, 1.34688e-24, 1.34688e-24, 5.81553e-09, 1.34688e-24, 1.34688e-24, 3.70313e-11, 1.62433e-09, 1.4558e-06, 1.34688e-24, 1.34688e-24
0.583897, 0.00437571, 2.41464e-06, 5.34095e-24, 1.41576, 0.00437329, 5.34095e-24, 0, 5.34095e-24, 5.34095e-24, 5.34095e-24, 9.93582e-12, 5.34095e-24, 5.34095e-24, 9.73052e-09, 5.34095e-24, 5.34095e-24, 7.51578e-11, 3.21486e-09, 2.40161e-06, 5.34095e-24, 5.34095e-24
0.592116, 0, 3.93685e-06, 1.08876e-08, 1.41421, -3.93685e-06, 1.10721e-08, 1.08876e-08, 1.08877e-08, 1.08877e-08, 1.08886e-08, 1.09477e-08, 1.09158e-08, 1.09673e-08, 2.69667e-08, 1.08902e-08, 1.08876e-08, 1.10381e-08, 1.72776e-08, 3.91351e-06, 1.08876e-08, 1.12505e-08
0.600335, 0, 6.34367e-06, 5.23245e-08, 1.41421, -6.34367e-06, 5.32138e-08, 5.23245e-08, 5.23249e-08, 5.2325e-08, 5.23295e-08, 5.25622e-08, 5.24605e-08, 5.27087e-08, 7.85757e-08, 5.23371e-08, 5.23246e-08, 5.26217e-08, 6.50478e-08, 6.30099e-06, 5.23245e-08, 5.40737e-08
0.608553, 0.985982, 1.01455e-05, 2.01427e-07, 1.728, 0.985972, 2.04854e-07, 2.01427e-07, 2.01428e-07, 2.01428e-07, 2.01446e-07, 2.02261e-07, 2.01951e-07, 2.02908e-07, 2.43787e-07, 2.01475e-07, 2.01427e-07, 2.02004e-07, 2.26722e-07, 1.00642e-05, 2.01427e-07, 2.08169e-07
0.616772, 0.0140178, 1.62287e-05, 7.09684e-07, 1.41916, 0.0140015, 7.21769e-07, 7.09684e-07, 7.09689e-07, 7.0969e-07, 7.09752e-07, 7.12431e-07, 7.11532e-07, 7.14906e-07, 7.77264e-07, 7.09856e-07, 7.09686e-07, 7.10789e-07, 7.59726e-07, 1.60641e-05, 7.09684e-07, 7.33454e-07
0.624991, 0.981157, 2.63096e-05, 2.35248e-06, 1.7266, 0.981131, 2.39256e-06, 2.35248e-06, 2.35249e-06, 2.3525e-06, 2.3527e-06, 2.36107e-06, 2.35861e-06, 2.36979e-06, 2.45909e-06, 2.35304e-06, 2.35248e-06, 2.35455e-06, 2.45068e-06, 2.59509e-05, 2.35248e-06, 2.43131e-06
0.63321, 0.0188425, 4.4086e-05, 7.38971e-06, 1.42086, 0.0187984, 7.51566e-06, 7.38971e-06, 7.38975e-06, 7.38977e-06, 7.39041e-06, 7.41586e-06, 7.40897e-06, 7.44412e-06, 7.55605e-06, 7.39149e-06, 7.38972e-06, 7.39354e-06, 7.58044e-06, 4.32489e-05, 7.38971e-06, 7.63745e-06
0.641429, 1, 7.81037e-05, 2.20461e-05, 1.73205, 0.999922, 2.2422e-05, 2.20461e-05, 2.20462e-05, 2.20462e-05, 2.20481e-05, 2.21232e-05, 2.21035e-05, 2.22085e-05, 2.23028e-05, 2.20514e-05, 2.20461e-05, 2.2053e-05, 2.24114e-05, 7.60545e-05, 2.20461e-05, 2.27855e-05
0.649648, 0.973932, 0.000148594, 6.25218e-05, 1.72451, 0.973783, 6.35884e-05, 6.25218e-05, 6.25222e-05, 6.25223e-05, 6.25277e-05, 6.27418e-05, 6.26849e-05, 6.29826e-05, 6.29137e-05, 6.25369e-05, 6.25219e-05, 6.25343e-05, 6.32114e-05, 0.00014347, 6.25218e-05, 6.46197e-05
0.657867, 1.02607, 0.000302893, 0.000168644, 1.73956, 1.02577, 0.000171522, 0.000168644, 0.000168645, 0.000168645, 0.00016866, 0.000169243, 0.000169084, 0.000169887, 0.000169236, 0.000168684, 0.000168644, 0.000168666, 0.000169925, 0.000290115, 0.000168644, 0.000174305
0.666086, 0.969114, 0.000648137, 0.000432854, 1.72311, 0.968466, 0.000440246, 0.000432854, 0.000432857, 0.000432858, 0.000432895, 0.000434424, 0.000433985, 0.000436048, 0.00043374, 0.000432959, 0.000432855, 0.000432893, 0.000435198, 0.000616891, 0.000432854, 0.000447393
0.674305, 0.997576, 0.0014161, 0.00105765, 1.73135, 0.99616, 0.00107572, 0.00105765, 0.00105766, 0.00105766, 0.00105775, 0.00106163, 0.00106041, 0.00106546, 0.00105896, 0.00105791, 0.00105765, 0.00105772, 0.00106187, 0.00134196, 0.00105765, 0.00109319
0.682524, 0.0333093, 0.00308291, 0.00246132, 1.42594, 0.0302264, 0.0025034, 0.00246132, 0.00246134, 0.00246134, 0.00246155, 0.00247113, 0.00246775, 0.0024795, 0.00246325, 0.00246192, 0.00246132, 0.00246143, 0.00246883, 0.00291321, 0.00246132, 0.00254409
0.690743, 0, 0.00657371, 0.00545792, 1.41421, -0.00657371, 0.0055513, 0.00545792, 0.00545796, 0.00545797, 0.00545844, 0.00548145, 0.0054722, 0.00549827, 0.00546073, 0.00545924, 0.00545793, 0.00545811, 0.00547111, 0.00620038, 0.00545792, 0.00564159
0.698962, 0, 0.0135843, 0.0115382, 1.41421, -0.0135843, 0.0117358, 0.0115382, 0.0115383, 0.0115383, 0.0115393, 0.0115933, 0.0115685, 0.0116236, 0.0115423, 0.011541, 0.0115383, 0.0115386, 0.0115612, 0.0127962, 0.0115382, 0.0119268
0.707181, 1.9141, 0.0270407, 0.023267, 1.97841, 1.88706, 0.0236657, 0.023267, 0.0232671, 0.0232672, 0.0232692, 0.0233927, 0.0233279, 0.0234392, 0.0232728, 0.0232726, 0.023267, 0.0232675, 0.0233067, 0.0254445, 0.023267, 0.0240512
0.715399, 2.04055, 0.0516832, 0.0447795, 2.01011, 1.98887, 0.0455476, 0.0447795, 0.0447798, 0.0447799, 0.0447838, 0.0450597, 0.044897, 0.0451114, 0.0447879, 0.0447904, 0.0447796, 0.0447804, 0.0448477, 0.0485815, 0.0447795, 0.0462903
0.723618, 0.997584, 0.0947017, 0.0823063, 1.73135, 0.902882, 0.0837196, 0.0823063, 0.0823068, 0.082307, 0.0823141, 0.0829151, 0.0825224, 0.0829169, 0.0823182, 0.0823263, 0.0823065, 0.0823077, 0.0824227, 0.0889141, 0.0823063, 0.085086
0.731837, 1.94741, 0.166268, 0.144577, 1.98681, 1.78115, 0.147063, 0.144577, 0.144578, 0.144578, 0.144591, 0.145865, 0.144957, 0.145651, 0.144594, 0.144612, 0.144578, 0.144579, 0.144774, 0.155884, 0.144577, 0.149466
0.740056, 3.94257, 0.27972, 0.242886, 2.43774, 3.66285, 0.247067, 0.242886, 0.242887, 0.242888, 0.242909, 0.24553, 0.243525, 0.244692, 0.242909, 0.242945, 0.242886, 0.242889, 0.243215, 0.261781, 0.242886, 0.251109
0.748275, 0.157781, 0.451147, 0.390577, 1.46894, -0.293366, 0.397311, 0.390577, 0.39058, 0.390581, 0.390615, 0.39584, 0.391607, 0.393487, 0.39061, 0.390673, 0.390578, 0.390583, 0.39112, 0.421248, 0.390577, 0.403821
0.756494, 0.942581, 0.698109, 0.601745, 1.7154, 0.244473, 0.612136, 0.601745, 0.601749, 0.60175, 0.601803, 0.611865, 0.603334, 0.606234, 0.601789, 0.601892, 0.601746, 0.601754, 0.602621, 0.649936, 0.601745, 0.622183
0.764713, 0.997599, 1.03749, 0.889135, 1.73136, -0.0398864, 0.904518, 0.889135, 0.889141, 0.889143, 0.88922, 0.907904, 0.891487, 0.895781, 0.889195, 0.889353, 0.889137, 0.889149, 0.890512, 0.962306, 0.889135, 0.919392
0.772932, 3.05982, 1.48263, 1.26147, 2.2494, 1.57718, 1.28334, 1.26147, 1.26148, 1.26148, 1.26159, 1.29498, 1.26481, 1.27092, 1.26154, 1.26178, 1.26147, 1.26149, 1.26357, 1.36878, 1.26147, 1.30449
0.781151, 2.87071, 2.0404, 1.72069, 2.20697, 0.83031, 1.7506, 1.72069, 1.7207, 1.72071, 1.72086, 1.77821, 1.72526, 1.73361, 1.72079, 1.72111, 1.72069, 1.72072, 1.7238, 1.87278, 1.72069, 1.77952
0.78937, 2.92811, 2.70873, 2.25989, 2.21993, 0.219377, 2.29929, 2.25989, 2.25991, 2.25991, 2.26011, 2.3547, 2.26592, 2.27691, 2.26002, 2.26045, 2.2599, 2.25994, 2.26432, 2.46858, 2.25989, 2.33738
0.797589, 1.13172, 3.47564, 2.86254, 1.76967, -2.34392, 2.9126, 2.86254, 2.86256, 2.86256, 2.86282, 3.01245, 2.87019, 2.88417, 2.86269, 2.86325, 2.86254, 2.86261, 2.8686, 3.14057, 2.86254, 2.96101
0.805808, 1.99758, 4.32015, 3.50352, 1.99939, -2.32258, 3.56502, 3.50352, 3.50354, 3.50355, 3.50386, 3.7308, 3.51292, 3.53009, 3.5037, 3.50439, 3.50352, 3.50362, 3.51151, 3.86485, 3.50352, 3.6245
0.814026, 9.55188, 5.21528, 4.15199, 3.39881, 4.3366, 4.22519, 4.15199, 4.15202, 4.15203, 4.1524, 4.48223, 4.16318, 4.18361, 4.1522, 4.15303, 4.152, 4.15213, 4.1621, 4.61301, 4.15199, 4.29601
0.822245, 5.2899, 6.13268, 4.7755, 2.69998, -0.842783, 4.8601, 4.7755, 4.77553, 4.77554, 4.77597, 5.23524, 4.78843, 4.81205, 4.77574, 4.7767, 4.77551, 4.77569, 4.78776, 5.35786, 4.7755, 4.94202
