   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_854.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.263811, 0, 1.90734e-10, 1.64653e-42, 1.41421, -1.90734e-10, 0, 1.64653e-42, 1.64653e-42, 1.64653e-42, 1.64653e-42, 1.64653e-42, 1.64653e-42, 1.64653e-42, 1.64653e-42, 9.18357e-13, 1.64653e-42, 1.64653e-42, 1.38949e-12, 1.64653e-42, 1.64653e-42, 1.88426e-10, 1.64653e-42, 1.64653e-42
0.271656, 0, 2.74287e-10, 2.2708e-41, 1.41421, -2.74287e-10, 0, 2.2708e-41, 2.2708e-41, 2.2708e-41, 2.2708e-41, 2.2708e-41, 2.2708e-41, 2.2708e-41, 2.2708e-41, 1.32091e-12, 2.2708e-41, 2.2708e-41, 2.0947e-12, 2.2708e-41, 2.2708e-41, 2.70871e-10, 2.2708e-41, 2.2708e-41
0.2795, 0, 3.92536e-10, 2.78026e-40, 1.41421, -3.92536e-10, 0, 2.78026e-40, 2.78026e-40, 2.78026e-40, 2.78026e-40, 2.78026e-40, 2.78026e-40, 2.78026e-40, 2.78026e-40, 1.89084e-12, 2.78026e-40, 2.78026e-40, 3.15386e-12, 2.78026e-40, 2.78026e-40, 3.87491e-10, 2.78026e-40, 2.78026e-40
0.287345, 0, 5.59066e-10, 3.05773e-39, 1.41421, -5.59066e-10, 0, 3.05773e-39, 3.05773e-39, 3.05773e-39, 3.05773e-39, 3.05773e-39, 3.05773e-39, 3.05773e-39, 3.05773e-39, 2.69382e-12, 3.05773e-39, 3.05773e-39, 4.74405e-12, 3.05773e-39, 3.05773e-39, 5.51628e-10, 3.05773e-39, 3.05773e-39
0.29519, 0, 7.92439e-10, 3.03953e-38, 1.41421, -7.92439e-10, 0, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.03953e-38, 3.81971e-12, 3.03953e-38, 3.03953e-38, 7.13134e-12, 3.03953e-38, 3.03953e-38, 7.81488e-10, 3.03953e-38, 3.03953e-38
0.303034, 0, 1.11789e-09, 2.74496e-37, 1.41421, -1.11789e-09, 0, 2.74496e-37, 2.74496e-37, 2.74496e-37, 2.74496e-37, 2.74496e-37, 2.74496e-37, 2.74496e-37, 2.74496e-37, 5.39078e-12, 2.74496e-37, 2.74496e-37, 1.07159e-11, 2.74496e-37, 2.74496e-37, 1.10178e-09, 2.74496e-37, 2.74496e-37
0.310879, 0, 1.56955e-09, 2.26345e-36, 1.41421, -1.56955e-09, 0, 2.26345e-36, 2.26345e-36, 2.26345e-36, 2.26345e-36, 2.26345e-36, 2.26345e-36, 2.26345e-36, 2.26345e-36, 7.5727e-12, 2.26345e-36, 2.26345e-36, 1.60998e-11, 2.26345e-36, 2.26345e-36, 1.54587e-09, 2.26345e-36, 2.26345e-36
0.318723, 0, 2.19335e-09, 1.71316e-35, 1.41421, -2.19335e-09, 0, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.71316e-35, 1.05887e-11, 1.71316e-35, 1.71316e-35, 2.41901e-11, 1.71316e-35, 1.71316e-35, 2.15857e-09, 1.71316e-35, 1.71316e-35
0.326568, 0, 3.0508e-09, 1.19572e-34, 1.41421, -3.0508e-09, 0, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.19572e-34, 1.47383e-11, 1.19572e-34, 1.19572e-34, 3.63529e-11, 1.19572e-34, 1.19572e-34, 2.99971e-09, 1.19572e-34, 1.19572e-34
0.334412, 0, 4.22386e-09, 7.89796e-34, 1.41421, -4.22386e-09, 0, 7.89796e-34, 7.89796e-34, 7.89796e-34, 7.89796e-34, 7.89796e-34, 7.89796e-34, 7.89796e-34, 7.89796e-34, 2.04213e-11, 7.89796e-34, 7.89796e-34, 5.46462e-11, 7.89796e-34, 7.89796e-34, 4.14879e-09, 7.89796e-34, 7.89796e-34
0.342257, 0, 5.82122e-09, 5.13639e-33, 1.41421, -5.82122e-09, 0, 5.13639e-33, 5.13639e-33, 5.13639e-33, 5.13639e-33, 5.13639e-33, 5.13639e-33, 5.13639e-33, 5.13639e-33, 2.81691e-11, 5.13639e-33, 5.13639e-33, 8.21695e-11, 5.13639e-33, 5.13639e-33, 5.71088e-09, 5.13639e-33, 5.13639e-33
0.350102, 0, 7.98634e-09, 3.16303e-32, 1.41421, -7.98634e-09, 0, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.16303e-32, 3.86846e-11, 3.16303e-32, 3.16303e-32, 1.23586e-10, 3.16303e-32, 3.16303e-32, 7.82407e-09, 3.16303e-32, 3.16303e-32
0.357946, 0, 1.09077e-08, 1.81779e-31, 1.41421, -1.09077e-08, 0, 1.81779e-31, 1.81779e-31, 1.81779e-31, 1.81779e-31, 1.81779e-31, 1.81779e-31, 1.81779e-31, 1.81779e-31, 5.28935e-11, 1.81779e-31, 1.81779e-31, 1.85905e-10, 1.81779e-31, 1.81779e-31, 1.06689e-08, 1.81779e-31, 1.81779e-31
0.365791, 0, 1.4832e-08, 9.78672e-31, 1.41421, -1.4832e-08, 0, 9.78672e-31, 9.78672e-31, 9.78672e-31, 9.78672e-31, 9.78672e-31, 9.78672e-31, 9.78672e-31, 9.78672e-31, 7.20096e-11, 9.78672e-31, 9.78672e-31, 2.7964e-10, 9.78672e-31, 9.78672e-31, 1.44803e-08, 9.78672e-31, 9.78672e-31
0.373635, 0, 2.00803e-08, 4.9424e-30, 1.41421, -2.00803e-08, 0, 4.9424e-30, 4.9424e-30, 4.9424e-30, 4.9424e-30, 4.9424e-30, 4.9424e-30, 4.9424e-30, 4.9424e-30, 9.76181e-11, 4.9424e-30, 4.9424e-30, 4.2053e-10, 4.9424e-30, 4.9424e-30, 1.95622e-08, 4.9424e-30, 4.9424e-30
0.38148, 0, 2.70695e-08, 2.34744e-29, 1.41421, -2.70695e-08, 0, 2.34744e-29, 2.34744e-29, 2.34744e-29, 2.34744e-29, 2.34744e-29, 2.34744e-29, 2.34744e-29, 2.34744e-29, 1.3178e-10, 2.34744e-29, 2.34744e-29, 6.3207e-10, 2.34744e-29, 2.34744e-29, 2.63056e-08, 2.34744e-29, 2.34744e-29
0.389324, 0, 3.6338e-08, 1.05301e-28, 1.41421, -3.6338e-08, 0, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.05301e-28, 1.77163e-10, 1.05301e-28, 1.05301e-28, 9.4923e-10, 1.05301e-28, 1.05301e-28, 3.52116e-08, 1.05301e-28, 1.05301e-28
0.397169, 0, 4.85793e-08, 4.4716e-28, 1.41421, -4.85793e-08, 0, 4.4716e-28, 4.4716e-28, 4.4716e-28, 4.4716e-28, 4.4716e-28, 4.4716e-28, 4.4716e-28, 4.4716e-28, 2.3721e-10, 4.4716e-28, 4.4716e-28, 1.42387e-09, 4.4716e-28, 4.4716e-28, 4.69183e-08, 4.4716e-28, 4.4716e-28
0.405014, 0, 6.46834e-08, 1.80228e-27, 1.41421, -6.46834e-08, 0, 1.80228e-27, 1.80228e-27, 1.80228e-27, 1.80228e-27, 1.80228e-27, 1.80228e-27, 1.80228e-27, 1.80228e-27, 3.16344e-10, 1.80228e-27, 1.80228e-27, 2.1326e-09, 1.80228e-27, 1.80228e-27, 6.22344e-08, 1.80228e-27, 1.80228e-27
0.412858, 0, 8.57882e-08, 6.91258e-27, 1.41421, -8.57882e-08, 0, 6.91258e-27, 6.91258e-27, 6.91258e-27, 6.91258e-27, 6.91258e-27, 6.91258e-27, 6.91258e-27, 6.91258e-27, 4.20223e-10, 6.91258e-27, 6.91258e-27, 3.1881e-09, 6.91258e-27, 6.91258e-27, 8.21799e-08, 6.91258e-27, 6.91258e-27
0.420703, 0, 1.13346e-07, 2.52933e-26, 1.41421, -1.13346e-07, 0, 2.52933e-26, 2.52933e-26, 2.52933e-26, 2.52933e-26, 2.52933e-26, 2.52933e-26, 2.52933e-26, 2.52933e-26, 5.56064e-10, 2.52933e-26, 2.52933e-26, 4.75541e-09, 2.52933e-26, 2.52933e-26, 1.08034e-07, 2.52933e-26, 2.52933e-26
0.428547, 0, 1.49203e-07, 8.8506e-26, 1.41421, -1.49203e-07, 0, 8.8506e-26, 8.8506e-26, 8.8506e-26, 8.8506e-26, 8.8506e-26, 8.8506e-26, 8.8506e-26, 8.8506e-26, 7.33028e-10, 8.8506e-26, 8.8506e-26, 7.07494e-09, 8.8506e-26, 8.8506e-26, 1.41395e-07, 8.8506e-26, 8.8506e-26
0.436392, 0, 1.95705e-07, 2.99426e-25, 1.41421, -1.95705e-07, 0, 2.99426e-25, 2.99426e-25, 2.99426e-25, 2.99426e-25, 2.99426e-25, 2.99426e-25, 2.99426e-25, 2.99426e-25, 9.62711e-10, 2.99426e-25, 2.99426e-25, 1.04952e-08, 2.99426e-25, 2.99426e-25, 1.84247e-07, 2.99426e-25, 2.99426e-25
0.444236, 0, 2.56351e-07, 2.03491e-11, 1.41421, -2.56351e-07, 2.03491e-11, 2.03533e-11, 2.35169e-11, 2.33133e-11, 5.94558e-11, 3.06777e-10, 3.31579e-11, 3.71113e-11, 1.24097e-10, 1.2801e-09, 2.22714e-11, 2.04881e-11, 1.55392e-08, 2.04815e-11, 2.03491e-11, 2.39092e-07, 2.03491e-11, 3.31452e-11
0.452081, 0, 3.34915e-07, 6.24119e-11, 1.41421, -3.34915e-07, 6.24119e-11, 6.24247e-11, 7.19972e-11, 7.13813e-11, 1.80742e-10, 9.29094e-10, 1.01169e-10, 1.13131e-10, 3.76337e-10, 1.70492e-09, 6.82285e-11, 6.28327e-11, 2.29314e-08, 6.557e-11, 6.24121e-11, 3.08949e-07, 6.24119e-11, 1.01131e-10
0.459926, 0, 4.36737e-07, 1.47194e-10, 1.41421, -4.36737e-07, 1.47194e-10, 1.47224e-10, 1.69579e-10, 1.6814e-10, 4.2353e-10, 2.17116e-09, 2.37704e-10, 2.65639e-10, 8.80302e-10, 2.28113e-09, 1.60778e-10, 1.48177e-10, 3.37198e-08, 1.5656e-10, 1.47194e-10, 3.97631e-07, 1.47194e-10, 2.37615e-10
0.46777, 0, 5.68802e-07, 3.14689e-10, 1.41421, -5.68802e-07, 3.14689e-10, 3.14752e-10, 3.6221e-10, 3.59157e-10, 9.01333e-10, 4.61143e-09, 5.06836e-10, 5.66141e-10, 1.87103e-09, 3.07736e-09, 3.43526e-10, 3.16775e-10, 4.94028e-08, 3.37205e-10, 3.1469e-10, 5.09731e-07, 3.14689e-10, 5.06646e-10
0.475615, 0, 7.40593e-07, 6.39813e-10, 1.41421, -7.40593e-07, 6.39813e-10, 6.39941e-10, 7.35948e-10, 7.29771e-10, 1.8266e-09, 9.33214e-09, 1.02853e-09, 1.1485e-09, 3.7883e-09, 4.20406e-09, 6.9815e-10, 6.44033e-10, 7.21106e-08, 6.89018e-10, 6.39814e-10, 6.50946e-07, 6.39813e-10, 1.02814e-09
0.483459, 0, 9.65188e-07, 1.26064e-09, 1.41421, -9.65188e-07, 1.26064e-09, 1.26089e-09, 1.44937e-09, 1.43724e-09, 3.5905e-09, 1.83252e-08, 2.02375e-09, 2.25928e-09, 7.44166e-09, 5.84326e-09, 1.37516e-09, 1.26892e-09, 1.04862e-07, 1.36248e-09, 1.26064e-09, 8.28314e-07, 1.26064e-09, 2.023e-09
0.491304, 0, 1.26103e-06, 2.4275e-09, 1.41421, -1.26103e-06, 2.4275e-09, 2.42798e-09, 2.78992e-09, 2.76663e-09, 6.90156e-09, 3.51967e-08, 3.89292e-09, 4.34521e-09, 1.4297e-08, 8.29942e-09, 2.64743e-09, 2.44341e-09, 1.51918e-07, 2.63092e-09, 2.42751e-09, 1.05057e-06, 2.4275e-09, 3.89147e-09
0.499148, 0, 1.65476e-06, 4.58701e-09, 1.41421, -1.65476e-06, 4.58701e-09, 4.58791e-09, 5.27031e-09, 5.22641e-09, 1.30224e-08, 6.637e-08, 7.34989e-09, 8.20264e-09, 2.69657e-08, 1.20856e-08, 5.00165e-09, 4.617e-09, 2.1928e-07, 4.98281e-09, 4.58702e-09, 1.32867e-06, 4.58701e-09, 7.34716e-09
0.506993, 0, 2.18565e-06, 8.52275e-09, 1.41421, -2.18565e-06, 8.52275e-09, 8.52443e-09, 9.7899e-09, 9.70848e-09, 2.41657e-08, 1.23096e-07, 1.36464e-08, 1.52278e-08, 5.00229e-08, 1.80665e-08, 9.29169e-09, 8.57837e-09, 3.15392e-07, 9.27684e-09, 8.52276e-09, 1.67654e-06, 8.52275e-09, 1.36413e-08
0.514838, 0, 2.91283e-06, 1.55872e-08, 1.41421, -2.91283e-06, 1.55872e-08, 1.55903e-08, 1.79006e-08, 1.77519e-08, 4.41461e-08, 2.2476e-07, 2.49413e-08, 2.78283e-08, 9.13527e-08, 2.76936e-08, 1.6991e-08, 1.56887e-08, 4.52308e-07, 1.69981e-08, 1.55872e-08, 2.11217e-06, 1.55872e-08, 2.4932e-08
0.522682, 0, 3.92553e-06, 2.80764e-08, 1.41421, -3.92553e-06, 2.80764e-08, 2.80819e-08, 3.22363e-08, 3.1969e-08, 7.94309e-08, 4.04211e-07, 4.48968e-08, 5.00883e-08, 1.64318e-07, 4.3383e-08, 3.06007e-08, 2.8259e-08, 6.46311e-07, 3.06728e-08, 2.80764e-08, 2.65926e-06, 2.80764e-08, 4.48802e-08
0.530527, 0, 5.36111e-06, 4.98235e-08, 1.41421, -5.36111e-06, 4.98235e-08, 4.98333e-08, 5.71931e-08, 5.67196e-08, 1.40802e-07, 7.16175e-07, 7.96222e-08, 8.88194e-08, 2.91186e-07, 6.9113e-08, 5.42956e-08, 5.0147e-08, 9.20731e-07, 5.45277e-08, 4.98236e-08, 3.34988e-06, 4.98235e-08, 7.95927e-08
0.538371, 0, 7.4304e-06, 8.71225e-08, 1.41421, -7.4304e-06, 8.71225e-08, 8.71396e-08, 9.99872e-08, 9.91607e-08, 2.45938e-07, 1.25033e-06, 1.3914e-07, 1.55195e-07, 5.08453e-07, 1.11353e-07, 9.49292e-08, 8.76872e-08, 1.30801e-06, 9.55189e-08, 8.71227e-08, 4.22818e-06, 8.71225e-08, 1.39089e-07
0.546216, 0, 1.0457e-05, 1.50133e-07, 1.41421, -1.0457e-05, 1.50133e-07, 1.50163e-07, 1.72264e-07, 1.70842e-07, 4.23331e-07, 2.1511e-06, 2.39615e-07, 2.67233e-07, 8.74914e-07, 1.80474e-07, 1.63563e-07, 1.51105e-07, 1.8534e-06, 1.64902e-07, 1.50134e-07, 5.35642e-06, 1.50133e-07, 2.39527e-07
0.55406, 0, 1.49347e-05, 2.54985e-07, 1.41421, -1.49347e-05, 2.54985e-07, 2.55035e-07, 2.92503e-07, 2.90092e-07, 7.18136e-07, 3.64723e-06, 4.06684e-07, 4.53505e-07, 1.4837e-06, 2.9286e-07, 2.77752e-07, 2.56632e-07, 2.62e-06, 2.80591e-07, 2.54986e-07, 6.82328e-06, 2.54985e-07, 4.06534e-07
0.561905, 0, 2.16133e-05, 4.26844e-07, 1.41421, -2.16133e-05, 4.26844e-07, 4.26928e-07, 4.89529e-07, 4.85502e-07, 1.20069e-06, 6.09468e-06, 6.80305e-07, 7.58535e-07, 2.47981e-06, 4.73981e-07, 4.64883e-07, 4.29596e-07, 3.69556e-06, 4.7061e-07, 4.26845e-07, 8.75849e-06, 4.26844e-07, 6.80055e-07
0.56975, 0, 3.16131e-05, 7.04315e-07, 1.41421, -3.16131e-05, 7.04315e-07, 7.04452e-07, 8.07543e-07, 8.0091e-07, 1.97866e-06, 1.0038e-05, 1.12171e-06, 1.25054e-06, 4.08511e-06, 7.62808e-07, 7.66956e-07, 7.08846e-07, 5.20184e-06, 7.78072e-07, 7.04316e-07, 1.13468e-05, 7.04315e-07, 1.1213e-06
0.577594, 0, 4.65952e-05, 1.1456e-06, 1.41421, -4.65952e-05, 1.1456e-06, 1.14582e-06, 1.31316e-06, 1.30239e-06, 3.21409e-06, 1.62958e-05, 1.8231e-06, 2.03221e-06, 6.6332e-06, 1.21799e-06, 1.24728e-06, 1.15295e-06, 7.30729e-06, 1.26817e-06, 1.1456e-06, 1.48578e-05, 1.1456e-06, 1.82243e-06
0.585439, 0, 6.8986e-05, 1.8369e-06, 1.41421, -6.8986e-05, 1.8369e-06, 1.83726e-06, 2.10499e-06, 2.08776e-06, 5.1464e-06, 2.60765e-05, 2.92088e-06, 3.25544e-06, 1.06168e-05, 1.92625e-06, 1.99958e-06, 1.84867e-06, 1.02438e-05, 2.03778e-06, 1.83691e-06, 1.96806e-05, 1.8369e-06, 2.91981e-06
0.593283, 0, 0.00010228, 2.90373e-06, 1.41421, -0.00010228, 2.90373e-06, 2.90429e-06, 3.32654e-06, 3.29938e-06, 8.12335e-06, 4.11336e-05, 4.61334e-06, 5.141e-06, 1.67511e-05, 3.01374e-06, 3.1603e-06, 2.92229e-06, 1.43294e-05, 3.2284e-06, 2.90374e-06, 2.63739e-05, 2.90373e-06, 4.61169e-06
0.601128, 0, 0.000151432, 4.52547e-06, 1.41421, -0.000151432, 4.52547e-06, 4.52635e-06, 5.18284e-06, 5.14061e-06, 1.26407e-05, 6.39638e-05, 7.1835e-06, 8.0039e-06, 2.60549e-05, 4.66062e-06, 4.92437e-06, 4.55433e-06, 1.99968e-05, 5.04307e-06, 4.52548e-06, 3.57314e-05, 4.52547e-06, 7.18099e-06
0.608972, 0, 0.000223354, 6.95408e-06, 1.41421, -0.000223354, 6.95408e-06, 6.95542e-06, 7.96168e-06, 7.89695e-06, 1.93929e-05, 9.80596e-05, 1.10282e-05, 1.22857e-05, 3.99538e-05, 7.11976e-06, 7.56549e-06, 6.99833e-06, 2.78316e-05, 7.76806e-06, 6.9541e-06, 4.8869e-05, 6.95408e-06, 1.10245e-05
0.616817, 0, 0.000327529, 1.05368e-05, 1.41421, -0.000327529, 1.05368e-05, 1.05388e-05, 1.20594e-05, 1.19616e-05, 2.9334e-05, 0.000148212, 1.66935e-05, 1.85938e-05, 6.04049e-05, 1.07395e-05, 1.14607e-05, 1.06037e-05, 3.86188e-05, 1.17996e-05, 1.05368e-05, 6.73358e-05, 1.05368e-05, 1.6688e-05
0.624662, 0, 0.000476746, 1.57435e-05, 1.41421, -0.000476746, 1.57435e-05, 1.57465e-05, 1.80122e-05, 1.78664e-05, 4.37506e-05, 0.000220875, 2.49167e-05, 2.77481e-05, 9.0045e-05, 1.59911e-05, 1.71201e-05, 1.58432e-05, 5.34025e-05, 1.76764e-05, 1.57435e-05, 9.32523e-05, 1.57435e-05, 2.49088e-05
0.632506, 0, 0.000687948, 2.31981e-05, 1.41421, -0.000687948, 2.31981e-05, 2.32026e-05, 2.65312e-05, 2.6317e-05, 6.43447e-05, 0.000324567, 3.66749e-05, 4.08347e-05, 0.000132358, 2.35001e-05, 2.52205e-05, 2.33446e-05, 7.35574e-05, 2.61175e-05, 2.31982e-05, 0.000129488, 2.31981e-05, 3.66639e-05
0.640351, 0, 0.000983185, 3.37128e-05, 1.41421, -0.000983185, 3.37128e-05, 3.37192e-05, 3.85414e-05, 3.82312e-05, 9.33227e-05, 0.000470312, 5.32369e-05, 5.92632e-05, 0.000191855, 3.40804e-05, 3.66425e-05, 3.3925e-05, 0.000100886, 3.80639e-05, 3.37128e-05, 0.000179863, 3.37128e-05, 5.32219e-05
