   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_577.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.6688, 2.60439, 2.44244, 0.619421, 2.14578, 0.161947, 0.619421, 0, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 0.619421, 2.44244, 0.619421
12.6766, 6.59462, 2.65332, 0.620464, 2.93166, 3.9413, 0.620464, 0, 0.620465, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 0.620464, 2.65332, 0.620464
12.6845, 4.80099, 2.87577, 0.621371, 2.60787, 1.92522, 0.621371, 0, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 0.621371, 2.87577, 0.621371
12.6924, 3.88476, 3.10748, 0.622166, 2.42585, 0.777279, 0.622166, 0, 0.622167, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622166, 0.622167, 0.622166, 0.622166, 3.10748, 0.622166
12.7002, 4.11524, 3.34576, 0.622885, 2.4729, 0.769481, 0.622885, 0, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 0.622885, 3.34576, 0.622885
12.7081, 3.29021, 3.58744, 0.623555, 2.30005, -0.297231, 0.623555, 0, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 0.623555, 3.58744, 0.623555
12.7159, 3.86072, 3.82912, 0.624111, 2.42089, 0.0316036, 0.624111, 0, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 0.624111, 3.82911, 0.624111
12.7238, 5.99108, 4.06712, 0.624565, 2.82685, 1.92395, 0.624565, 0, 0.624566, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624565, 0.624566, 0.624565, 0.624565, 4.06712, 0.624565
12.7317, 7.70696, 4.29757, 0.624908, 3.1156, 3.40938, 0.624908, 0, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 0.624908, 4.29757, 0.624908
12.7395, 5.15103, 4.51663, 0.625164, 2.67414, 0.634401, 0.625164, 0, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 0.625164, 4.51663, 0.625164
12.7474, 3.11276, 4.72051, 0.625376, 2.26114, -1.60775, 0.625376, 0, 0.625377, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625376, 0.625377, 0.625376, 0.625376, 4.72051, 0.625376
12.7553, 6.99009, 4.90559, 0.625589, 2.99835, 2.0845, 0.625589, 0, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 0.625589, 4.90559, 0.625589
12.7631, 8.17038, 5.06843, 0.625843, 3.1891, 3.10195, 0.625843, 0, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 0.625843, 5.06843, 0.625843
12.771, 3.26871, 5.20581, 0.625892, 2.29537, -1.93711, 0.625892, 0, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 0.625892, 5.20581, 0.625892
12.7789, 3.26326, 5.31514, 0.625741, 2.29418, -2.05188, 0.625741, 0, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 0.625741, 5.31514, 0.625741
12.7867, 5.72664, 5.39445, 0.625489, 2.77968, 0.332191, 0.625489, 0, 0.62549, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.625489, 0.62549, 0.625489, 0.625489, 5.39445, 0.625489
12.7946, 5.73185, 5.44245, 0.625238, 2.78062, 0.289401, 0.625238, 0, 0.625239, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625238, 0.625239, 0.625238, 0.625238, 5.44244, 0.625238
12.8024, 3.51995, 5.45906, 0.625723, 2.34946, -1.93911, 0.625723, 0, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 0.625723, 5.45905, 0.625723
12.8103, 7.76877, 5.44309, 0.625854, 3.1255, 2.32568, 0.625854, 0, 0.625855, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625854, 0.625855, 0.625854, 0.625854, 5.44309, 0.625854
12.8182, 9.44758, 5.3951, 0.625645, 3.38343, 4.05249, 0.625645, 0, 0.625646, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625645, 0.625646, 0.625645, 0.625645, 5.39509, 0.625645
12.826, 5.27014, 5.31644, 0.625266, 2.69632, -0.046308, 0.625266, 0, 0.625267, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625266, 0.625267, 0.625266, 0.625266, 5.31644, 0.625266
12.8339, 6.2329, 5.20908, 0.624888, 2.8693, 1.02382, 0.624888, 0, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 0.624888, 5.20908, 0.624888
12.8418, 7.74616, 5.07608, 0.625286, 3.12188, 2.67008, 0.625286, 0, 0.625287, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625286, 0.625287, 0.625286, 0.625286, 5.07608, 0.625286
12.8496, 8.99752, 4.91898, 0.625275, 3.31625, 4.07854, 0.625275, 0, 0.625276, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625275, 0.625276, 0.625275, 0.625275, 4.91898, 0.625275
12.8575, 1.75328, 4.74094, 0.624875, 1.93734, -2.98766, 0.624875, 0, 0.624876, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624875, 0.624876, 0.624875, 0.624875, 4.74094, 0.624875
12.8654, 4.24201, 4.5455, 0.624281, 2.4984, -0.303496, 0.624281, 0, 0.624282, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 0.624281, 4.5455, 0.624281
12.8732, 1.99752, 4.33628, 0.623687, 1.99938, -2.33876, 0.623687, 0, 0.623688, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 0.623687, 4.33628, 0.623687
12.8811, 2.99762, 4.11796, 0.624167, 2.23553, -1.12034, 0.624167, 0, 0.624169, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 0.624167, 4.11795, 0.624167
12.8889, 3.76285, 3.89245, 0.62418, 2.40059, -0.129598, 0.62418, 0, 0.624183, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.62418, 0.624181, 0.62418, 0.62418, 3.89245, 0.62418
12.8968, 2, 3.66315, 0.62376, 2, -1.66315, 0.62376, 0, 0.623763, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 0.62376, 3.66315, 0.62376
12.9047, 2, 3.43341, 0.623123, 2, -1.43341, 0.623123, 0, 0.623128, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 0.623123, 3.4334, 0.623123
12.9125, 4.22751, 3.20629, 0.622487, 2.4955, 1.02122, 0.622487, 0, 0.622493, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 0.622487, 3.20629, 0.622487
12.9204, 5.77249, 2.98537, 0.622872, 2.78792, 2.78712, 0.622872, 0, 0.62288, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 0.622872, 2.98536, 0.622872
12.9283, 3, 2.77128, 0.622753, 2.23607, 0.228717, 0.622753, 0, 0.622765, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 0.622753, 2.77127, 0.622753
12.9361, 3.44064, 2.56595, 0.622171, 2.33252, 0.874692, 0.622171, 0, 0.622187, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 0.622171, 2.56594, 0.622171
12.944, 4.77717, 2.37095, 0.621357, 2.6033, 2.40622, 0.621357, 0, 0.62138, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621357, 0.621358, 0.621357, 0.621357, 2.37093, 0.621357
12.9519, 2.78218, 2.18766, 0.620544, 2.18682, 0.594522, 0.620544, 0, 0.620575, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620545, 0.620544, 0.620544, 2.18763, 0.620544
12.9597, 2, 2.01805, 0.62098, 2, -0.0180507, 0.62098, 0, 0.621022, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.62098, 0.620981, 0.62098, 0.62098, 2.01801, 0.62098
12.9676, 2.21053, 1.86068, 0.620875, 2.05196, 0.349856, 0.620875, 0, 0.620931, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 0.620875, 1.86062, 0.620875
12.9754, 2.20607, 1.71577, 0.620281, 2.05087, 0.490297, 0.620281, 0, 0.620355, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 1.7157, 0.620281
12.9833, 2.5834, 1.58343, 0.619443, 2.14089, 0.999967, 0.619443, 0, 0.619541, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 0.619443, 1.58333, 0.619443
12.9912, 0, 1.46359, 0.618605, 1.41421, -1.46359, 0.618605, 0, 0.618734, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 0.618605, 1.46347, 0.618605
12.999, 0.602974, 1.35689, 0.618931, 1.61337, -0.753917, 0.618931, 0, 0.619099, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 0.618931, 1.35672, 0.618931
13.0069, 4.39703, 1.26096, 0.618695, 2.52923, 3.13606, 0.618695, 0, 0.618912, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 0.618695, 1.26075, 0.618695
13.0148, 1, 1.17519, 0.617957, 1.73205, -0.175189, 0.617957, 0, 0.618236, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 0.617957, 1.17491, 0.617957
13.0226, 1.1938, 1.09899, 0.616968, 1.78712, 0.0948132, 0.616968, 0, 0.617325, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616968, 0.616969, 0.616968, 0.616968, 1.09863, 0.616968
13.0305, 0.806196, 1.03184, 0.615981, 1.67517, -0.225647, 0.615981, 0, 0.616433, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 0.615981, 1.03139, 0.615981
13.0383, 1.18885, 0.974257, 0.616333, 1.78573, 0.214591, 0.616333, 0, 0.616903, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616333, 0.616334, 0.616333, 0.616333, 0.973687, 0.616333
13.0462, 1.81115, 0.923509, 0.616103, 1.95222, 0.887643, 0.616103, 0, 0.616814, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.616103, 0.922798, 0.616103
13.0541, 0, 0.878901, 0.61536, 1.41421, -0.878901, 0.61536, 0, 0.616242, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.61536, 0.878018, 0.61536
13.0619, 0, 0.839964, 0.61436, 1.41421, -0.839964, 0.61436, 0, 0.615447, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.61436, 0.614361, 0.61436, 0.61436, 0.838876, 0.61436
13.0698, 0, 0.80628, 0.613362, 1.41421, -0.80628, 0.613362, 0, 0.614691, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.613362, 0.80495, 0.613362
13.0777, 0.353656, 0.778446, 0.61358, 1.53416, -0.42479, 0.61358, 0, 0.615193, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.61358, 0.776832, 0.61358
13.0855, 1.64634, 0.754109, 0.613211, 1.90954, 0.892235, 0.613211, 0, 0.615156, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613211, 0.613212, 0.613211, 0.613211, 0.752164, 0.613211
13.0934, 0, 0.732852, 0.612333, 1.41421, -0.732852, 0.612333, 0, 0.61466, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.612333, 0.730524, 0.612333
13.1013, 1, 0.714487, 0.611201, 1.73205, 0.285513, 0.611201, 0, 0.613966, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.611201, 0.711721, 0.611201
13.1091, 0, 0.698903, 0.610069, 1.41421, -0.698903, 0.610069, 0, 0.613332, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.610069, 0.61007, 0.610069, 0.610069, 0.69564, 0.610069
13.117, 3.16481, 0.687111, 0.610275, 2.27262, 2.4777, 0.610275, 0, 0.614096, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.610275, 0.68329, 0.610275
13.1248, 0.835192, 0.676933, 0.609904, 1.6838, 0.158259, 0.609904, 0, 0.614347, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.609904, 0.672489, 0.609904
13.1327, 0.159975, 0.668226, 0.609031, 1.46969, -0.508251, 0.609031, 0, 0.614162, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.609031, 0.663095, 0.609031
13.1406, 0.840025, 0.661076, 0.607908, 1.68524, 0.178949, 0.607908, 0, 0.61379, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.607908, 0.655193, 0.607908
13.1484, 0, 0.655605, 0.606786, 1.41421, -0.655605, 0.606786, 0, 0.613482, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.606786, 0.648909, 0.606786
13.1563, 0, 0.652846, 0.606778, 1.41421, -0.652846, 0.606778, 0, 0.614346, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.606778, 0.645278, 0.606778
13.1642, 0.150415, 0.651119, 0.606244, 1.46643, -0.500704, 0.606244, 0, 0.614737, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606244, 0.606245, 0.606244, 0.606244, 0.642626, 0.606244
13.172, 1.29308, 0.650489, 0.605251, 1.81468, 0.64259, 0.605251, 0, 0.614715, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605251, 0.605252, 0.605251, 0.605251, 0.641025, 0.605251
13.1799, 2.70198, 0.651223, 0.604029, 2.16841, 2.05076, 0.604029, 0, 0.6145, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.604029, 0.640751, 0.604029
13.1878, 0.854523, 0.653625, 0.602808, 1.68953, 0.200898, 0.602808, 0, 0.614312, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.602808, 0.642121, 0.602808
13.1956, 0, 0.658928, 0.602708, 1.41421, -0.658928, 0.602708, 0, 0.615258, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.602708, 0.646377, 0.602708
13.2035, 0.138414, 0.665693, 0.602147, 1.46233, -0.527279, 0.602147, 0, 0.615742, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.602147, 0.652097, 0.602147
13.2113, 0.861586, 0.674156, 0.60118, 1.69162, 0.18743, 0.60118, 0, 0.615805, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.60118, 0.65953, 0.60118
13.2192, 2.13333, 0.684724, 0.600011, 2.03306, 1.44861, 0.600011, 0, 0.615633, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.600011, 0.669101, 0.600011
13.2271, 1.99777, 0.697841, 0.598843, 1.99944, 1.29993, 0.598843, 0, 0.615415, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.598843, 0.681269, 0.598843
13.2349, 2.12615, 0.714551, 0.598471, 2.03129, 1.4116, 0.598471, 0, 0.615928, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.598471, 0.697093, 0.598471
13.2428, 3.74275, 0.733948, 0.597721, 2.3964, 3.0088, 0.597721, 0, 0.615984, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597721, 0.597722, 0.597721, 0.597721, 0.715685, 0.597721
13.2507, 1, 0.756359, 0.596639, 1.73205, 0.243641, 0.596639, 0, 0.615613, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.596639, 0.737384, 0.596639
13.2585, 2.12144, 0.782213, 0.59539, 2.03013, 1.33922, 0.59539, 0, 0.614968, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.59539, 0.762634, 0.59539
13.2664, 1.87856, 0.811934, 0.594143, 1.96941, 1.06663, 0.594143, 0, 0.614206, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.594143, 0.79187, 0.594143
13.2743, 2, 0.846519, 0.593669, 2, 1.15348, 0.593669, 0, 0.61409, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.593669, 0.826098, 0.593669
