   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_238.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
23.1039, 0, 0.124901, 0.107785, 1.41421, -0.124901, 0.107785, 0, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.107785, 0.124551, 0.107785, 0.108135, 0.107785
23.1119, 0, 0.123492, 0.106703, 1.41421, -0.123492, 0.106703, 0, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.106703, 0.12316, 0.106703, 0.107034, 0.106703
23.1199, 0, 0.121885, 0.105383, 1.41421, -0.121885, 0.105383, 0, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.105383, 0.121571, 0.105383, 0.105698, 0.105383
23.1278, 0, 0.1202, 0.103952, 1.41421, -0.1202, 0.103952, 0, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.103952, 0.119903, 0.103952, 0.104249, 0.103952
23.1358, 0, 0.11855, 0.102531, 1.41421, -0.11855, 0.102531, 0, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.102531, 0.11827, 0.102531, 0.102811, 0.102531
23.1437, 0, 0.117576, 0.101764, 1.41421, -0.117576, 0.101764, 0, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.101764, 0.117312, 0.101764, 0.102028, 0.101764
23.1517, 0.167988, 0.11634, 0.100722, 1.47241, 0.0516482, 0.100722, 0, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.100722, 0.116091, 0.100722, 0.100971, 0.100722
23.1597, 0.832012, 0.114866, 0.0994337, 1.68286, 0.717146, 0.0994337, 0, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.0994337, 0.114632, 0.0994337, 0.0996672, 0.0994337
23.1676, 1, 0.113278, 0.0980281, 1.73205, 0.886722, 0.0980281, 0, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.0980281, 0.113059, 0.0980281, 0.0982472, 0.0980281
23.1756, 0, 0.111699, 0.0966325, 1.41421, -0.111699, 0.0966325, 0, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.0966325, 0.111494, 0.0966325, 0.0968377, 0.0966325
23.1835, 0, 0.110878, 0.0959986, 1.41421, -0.110878, 0.0959986, 0, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.0959986, 0.110686, 0.0959986, 0.0961904, 0.0959986
23.1915, 0, 0.109711, 0.0950283, 1.41421, -0.109711, 0.0950283, 0, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.0950283, 0.109532, 0.0950283, 0.0952073, 0.0950283
23.1994, 0, 0.108225, 0.0937495, 1.41421, -0.108225, 0.0937495, 0, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.0937495, 0.108058, 0.0937495, 0.0939163, 0.0937495
23.2074, 0, 0.106578, 0.0923238, 1.41421, -0.106578, 0.0923238, 0, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.0923238, 0.106422, 0.0923238, 0.092479, 0.0923238
23.2154, 0, 0.104926, 0.0909091, 1.41421, -0.104926, 0.0909091, 0, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.104782, 0.0909091, 0.0910532, 0.0909091
23.2233, 0.146257, 0.104628, 0.0908646, 1.46501, 0.0416293, 0.0908646, 0, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.0908646, 0.104494, 0.0908646, 0.0909981, 0.0908646
23.2313, 0.853743, 0.10415, 0.0906586, 1.6893, 0.749593, 0.0906586, 0, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.0906586, 0.104026, 0.0906586, 0.0907821, 0.0906586
23.2392, 0, 0.103504, 0.0903028, 1.41421, -0.103504, 0.0903028, 0, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.0903028, 0.10339, 0.0903028, 0.0904169, 0.0903028
23.2472, 0, 0.102766, 0.089873, 1.41421, -0.102766, 0.089873, 0, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.089873, 0.102661, 0.089873, 0.089978, 0.089873
23.2551, 0, 0.10201, 0.0894441, 1.41421, -0.10201, 0.0894441, 0, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.0894441, 0.101914, 0.0894441, 0.0895407, 0.0894441
23.2631, 0.134358, 0.101391, 0.0891689, 1.46094, 0.0329668, 0.0891689, 0, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.0891689, 0.101302, 0.0891689, 0.0892576, 0.0891689
23.2711, 0.865642, 0.100728, 0.0888663, 1.69282, 0.764914, 0.0888663, 0, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.0888663, 0.100647, 0.0888663, 0.0889475, 0.0888663
23.279, 0, 0.10003, 0.0885432, 1.41421, -0.10003, 0.0885432, 0, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0885432, 0.0999554, 0.0885432, 0.0886175, 0.0885432
23.287, 0, 0.0992847, 0.0881874, 1.41421, -0.0992847, 0.0881874, 0, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.0881874, 0.099217, 0.0881874, 0.0882552, 0.0881874
23.2949, 0, 0.0985004, 0.0878042, 1.41421, -0.0985004, 0.0878042, 0, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0878042, 0.0984387, 0.0878042, 0.0878659, 0.0878042
23.3029, 0, 0.0976731, 0.087388, 1.41421, -0.0976731, 0.087388, 0, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.087388, 0.097617, 0.087388, 0.087444, 0.087388
23.3109, 0, 0.0968117, 0.086946, 1.41421, -0.0968117, 0.086946, 0, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.086946, 0.0967609, 0.086946, 0.0869969, 0.086946
23.3188, 0, 0.0959272, 0.086487, 1.41421, -0.0959272, 0.086487, 0, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.086487, 0.0958812, 0.086487, 0.086533, 0.086487
23.3268, 0, 0.0950283, 0.0860175, 1.41421, -0.0950283, 0.0860175, 0, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0860175, 0.0949867, 0.0860175, 0.0860591, 0.0860175
23.3347, 0, 0.0940995, 0.0855205, 1.41421, -0.0940995, 0.0855205, 0, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0855205, 0.0940621, 0.0855205, 0.0855579, 0.0855205
23.3427, 1, 0.0931462, 0.0849988, 1.73205, 0.906854, 0.0849988, 0, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0849988, 0.0931126, 0.0849988, 0.0850324, 0.0849988
23.3506, 0, 0.0921779, 0.08446, 1.41421, -0.0921779, 0.08446, 0, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.08446, 0.0921477, 0.08446, 0.0844902, 0.08446
23.3586, 0, 0.091178, 0.0838857, 1.41421, -0.091178, 0.0838857, 0, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.0838857, 0.091151, 0.0838857, 0.0839128, 0.0838857
23.3666, 0, 0.0901536, 0.0832811, 1.41421, -0.0901536, 0.0832811, 0, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0832811, 0.0901294, 0.0832811, 0.0833052, 0.0832811
23.3745, 0.100595, 0.0891051, 0.0826449, 1.44934, 0.0114896, 0.0826449, 0, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0826449, 0.0890836, 0.0826449, 0.0826664, 0.0826449
23.3825, 0.899405, 0.0880423, 0.0819857, 1.70276, 0.811363, 0.0819857, 0, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0819857, 0.0880232, 0.0819857, 0.0820048, 0.0819857
23.3904, 0.0956392, 0.0869801, 0.0813164, 1.44763, 0.00865912, 0.0813164, 0, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0813164, 0.0869631, 0.0813164, 0.0813334, 0.0813164
23.3984, 0.904361, 0.0859324, 0.0806498, 1.70422, 0.818428, 0.0806498, 0, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0806498, 0.0859173, 0.0806498, 0.0806648, 0.0806498
23.4063, 0, 0.0849474, 0.0800332, 1.41421, -0.0849474, 0.0800332, 0, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0800332, 0.0849341, 0.0800332, 0.0800465, 0.0800332
23.4143, 0, 0.0839342, 0.0793747, 1.41421, -0.0839342, 0.0793747, 0, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0793747, 0.0839225, 0.0793747, 0.0793864, 0.0793747
23.4223, 0, 0.0829, 0.0786806, 1.41421, -0.0829, 0.0786806, 0, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0786806, 0.0828897, 0.0786806, 0.0786909, 0.0786806
23.4302, 0, 0.0818648, 0.0779704, 1.41421, -0.0818648, 0.0779704, 0, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0779704, 0.0818557, 0.0779704, 0.0779795, 0.0779704
23.4382, 1, 0.0808485, 0.0772635, 1.73205, 0.919151, 0.0772635, 0, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0772635, 0.0808406, 0.0772635, 0.0772714, 0.0772635
23.4461, 0.0788299, 0.0799165, 0.0766248, 1.44181, -0.00108651, 0.0766248, 0, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0766248, 0.0799095, 0.0766248, 0.0766318, 0.0766248
23.4541, 0.92117, 0.0789548, 0.0759405, 1.70914, 0.842215, 0.0759405, 0, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0759405, 0.0789488, 0.0759405, 0.0759466, 0.0759405
23.462, 0, 0.0779691, 0.0752161, 1.41421, -0.0779691, 0.0752161, 0, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0752161, 0.0779639, 0.0752161, 0.0752213, 0.0752161
23.47, 0, 0.0769815, 0.0744735, 1.41421, -0.0769815, 0.0744735, 0, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0744735, 0.0769769, 0.0744735, 0.0744781, 0.0744735
23.478, 0.0693756, 0.0760132, 0.0737346, 1.43853, -0.00663758, 0.0737346, 0, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0737346, 0.0760093, 0.0737346, 0.0737386, 0.0737346
23.4859, 0.930624, 0.075176, 0.0731112, 1.71191, 0.855448, 0.0731112, 0, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0731112, 0.0751726, 0.0731112, 0.0731146, 0.0731112
23.4939, 0, 0.0743096, 0.0724434, 1.41421, -0.0743096, 0.0724434, 0, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0724434, 0.0743067, 0.0724434, 0.0724464, 0.0724434
23.5018, 0, 0.0734181, 0.0717358, 1.41421, -0.0734181, 0.0717358, 0, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0717358, 0.0734155, 0.0717358, 0.0717383, 0.0717358
23.5098, 0, 0.0725227, 0.0710101, 1.41421, -0.0725227, 0.0710101, 0, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0710101, 0.0725205, 0.0710101, 0.0710123, 0.0710101
23.5178, 1, 0.0716445, 0.0702882, 1.73205, 0.928355, 0.0702882, 0, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0702882, 0.0716427, 0.0702882, 0.0702901, 0.0702882
23.5257, 2, 0.0708338, 0.0696208, 2, 1.92917, 0.0696208, 0, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0696208, 0.0708323, 0.0696208, 0.0696224, 0.0696208
23.5337, 0, 0.0699971, 0.068915, 1.41421, -0.0699971, 0.068915, 0, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.068915, 0.0699958, 0.068915, 0.0689163, 0.068915
23.5416, 0, 0.0691374, 0.0681747, 1.41421, -0.0691374, 0.0681747, 0, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0681747, 0.0691363, 0.0681747, 0.0681758, 0.0681747
23.5496, 0, 0.0682738, 0.0674194, 1.41421, -0.0682738, 0.0674194, 0, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0674194, 0.0682728, 0.0674194, 0.0674204, 0.0674194
23.5575, 0, 0.0674246, 0.0666683, 1.41421, -0.0674246, 0.0666683, 0, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0666683, 0.0674238, 0.0666683, 0.0666692, 0.0666683
23.5655, 0, 0.0666859, 0.0660184, 1.41421, -0.0666859, 0.0660184, 0, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0660184, 0.0666852, 0.0660184, 0.066019, 0.0660184
23.5735, 0, 0.065919, 0.0653313, 1.41421, -0.065919, 0.0653313, 0, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0653313, 0.0659185, 0.0653313, 0.0653318, 0.0653313
23.5814, 0, 0.0651267, 0.0646105, 1.41421, -0.0651267, 0.0646105, 0, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0646105, 0.0651262, 0.0646105, 0.064611, 0.0646105
23.5894, 0, 0.0643274, 0.0638752, 1.41421, -0.0643274, 0.0638752, 0, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.0638752, 0.064327, 0.0638752, 0.0638756, 0.0638752
23.5973, 0, 0.0635392, 0.0631442, 1.41421, -0.0635392, 0.0631442, 0, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0631442, 0.0635388, 0.0631442, 0.0631445, 0.0631442
23.6053, 1, 0.0627924, 0.0624482, 1.73205, 0.937208, 0.0624482, 0, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0624482, 0.0627921, 0.0624482, 0.0624484, 0.0624482
23.6132, 0, 0.0620201, 0.061721, 1.41421, -0.0620201, 0.061721, 0, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.061721, 0.0620199, 0.061721, 0.0617212, 0.061721
23.6212, 0, 0.0612248, 0.0609655, 1.41421, -0.0612248, 0.0609655, 0, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0609655, 0.0612246, 0.0609655, 0.0609657, 0.0609655
23.6292, 0.0235382, 0.0604228, 0.0601985, 1.42251, -0.0368846, 0.0601985, 0, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0601985, 0.0604226, 0.0601985, 0.0601987, 0.0601985
23.6371, 0.997285, 0.0596298, 0.0594364, 1.73127, 0.937655, 0.0594364, 0, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0594364, 0.0596297, 0.0594364, 0.0594366, 0.0594364
23.6451, 1.97918, 0.0589291, 0.0587627, 1.99479, 1.92025, 0.0587627, 0, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.0587627, 0.058929, 0.0587627, 0.0587629, 0.0587627
23.653, 0, 0.0582006, 0.0580579, 1.41421, -0.0582006, 0.0580579, 0, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0580579, 0.0582005, 0.0580579, 0.058058, 0.0580579
23.661, 0, 0.057447, 0.0573249, 1.41421, -0.057447, 0.0573249, 0, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0573249, 0.0574469, 0.0573249, 0.057325, 0.0573249
23.6689, 0, 0.0566847, 0.0565805, 1.41421, -0.0566847, 0.0565805, 0, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0565805, 0.0566846, 0.0565805, 0.0565805, 0.0565805
23.6769, 2, 0.0559296, 0.0558409, 2, 1.94407, 0.0558409, 0, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0558409, 0.0559296, 0.0558409, 0.055841, 0.0558409
23.6849, 0.00644362, 0.0551993, 0.055124, 1.41649, -0.0487557, 0.055124, 0, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.055124, 0.0551993, 0.055124, 0.055124, 0.055124
23.6928, 0.993556, 0.0544452, 0.0543814, 1.73019, 0.939111, 0.0543814, 0, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0543814, 0.0544451, 0.0543814, 0.0543814, 0.0543814
23.7008, 0, 0.0536694, 0.0536155, 1.41421, -0.0536694, 0.0536155, 0, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536155, 0.0536694, 0.0536155, 0.0536155, 0.0536155
23.7087, 1, 0.0528864, 0.052841, 1.73205, 0.947114, 0.052841, 0, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.052841, 0.0528864, 0.052841, 0.052841, 0.052841
23.7167, 0, 0.0521104, 0.0520722, 1.41421, -0.0521104, 0.0520722, 0, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0520722, 0.0521103, 0.0520722, 0.0520722, 0.0520722
23.7247, 0, 0.0514156, 0.0513836, 1.41421, -0.0514156, 0.0513836, 0, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0513836, 0.0514156, 0.0513836, 0.0513836, 0.0513836
23.7326, 0, 0.0506946, 0.0506678, 1.41421, -0.0506946, 0.0506678, 0, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506678, 0.0506946, 0.0506678, 0.0506679, 0.0506678
23.7406, 0.989594, 0.0499501, 0.0499278, 1.72904, 0.939644, 0.0499278, 0, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499278, 0.0499501, 0.0499278, 0.0499278, 0.0499278
23.7485, 0.0104063, 0.0491972, 0.0491786, 1.41789, -0.0387908, 0.0491786, 0, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491786, 0.0491972, 0.0491786, 0.0491786, 0.0491786
23.7565, 1, 0.0484505, 0.0484351, 1.73205, 0.951549, 0.0484351, 0, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484351, 0.0484505, 0.0484351, 0.0484351, 0.0484351
23.7644, 1.98265, 0.0477238, 0.0477111, 1.99566, 1.93492, 0.0477111, 0, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477111, 0.0477238, 0.0477111, 0.0477111, 0.0477111
23.7724, 0.0173525, 0.0469746, 0.0469641, 1.42034, -0.0296221, 0.0469641, 0, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469641, 0.0469746, 0.0469641, 0.0469641, 0.0469641
23.7804, 0, 0.0462051, 0.0461965, 1.41421, -0.0462051, 0.0461965, 0, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0461965, 0.0462051, 0.0461965, 0.0461965, 0.0461965
23.7883, 0, 0.0454291, 0.045422, 1.41421, -0.0454291, 0.045422, 0, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.045422, 0.0454291, 0.045422, 0.045422, 0.045422
23.7963, 0, 0.0446599, 0.0446541, 1.41421, -0.0446599, 0.0446541, 0, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446541, 0.0446599, 0.0446541, 0.0446541, 0.0446541
23.8042, 0.970268, 0.0439693, 0.0439645, 1.72345, 0.926298, 0.0439645, 0, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439645, 0.0439693, 0.0439645, 0.0439645, 0.0439645
23.8122, 0.0297324, 0.0432531, 0.0432493, 1.42469, -0.0135207, 0.0432493, 0, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432493, 0.0432531, 0.0432493, 0.0432493, 0.0432493
23.8201, 1, 0.0425145, 0.0425114, 1.73205, 0.957485, 0.0425114, 0, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425114, 0.0425145, 0.0425114, 0.0425114, 0.0425114
23.8281, 0, 0.0417683, 0.0417658, 1.41421, -0.0417683, 0.0417658, 0, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417658, 0.0417683, 0.0417658, 0.0417658, 0.0417658
23.8361, 0, 0.0410288, 0.0410267, 1.41421, -0.0410288, 0.0410267, 0, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410267, 0.0410288, 0.0410267, 0.0410267, 0.0410267
23.844, 0, 0.040314, 0.0403123, 1.41421, -0.040314, 0.0403123, 0, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.0403123, 0.040314, 0.0403123, 0.0403123, 0.0403123
