   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.200104, 0, 5.33699e-13, 0, 1.41421, -5.33699e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35822e-15, 0, 0, 2.79349e-18, 1.35086e-14, 0, 5.1783e-13, 0, 0, 0
0.207984, 0, 8.79271e-13, 0, 1.41421, -8.79271e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88207e-15, 0, 0, 4.69972e-18, 2.29644e-14, 0, 8.5242e-13, 0, 0, 0
0.215865, 0, 1.43881e-12, 0, 1.41421, -1.43881e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34712e-15, 0, 0, 7.85865e-18, 3.88166e-14, 0, 1.39364e-12, 0, 0, 0
0.223745, 0, 2.33863e-12, 0, 1.41421, -2.33863e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03073e-14, 0, 0, 1.30626e-17, 6.52444e-14, 0, 2.26307e-12, 0, 0, 0
0.231626, 0, 3.77584e-12, 0, 1.41421, -3.77584e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66258e-14, 0, 0, 2.15869e-17, 1.09064e-13, 0, 3.65013e-12, 0, 0, 0
0.239506, 0, 6.05587e-12, 0, 1.41421, -6.05587e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66383e-14, 0, 0, 3.54725e-17, 1.81335e-13, 0, 5.84787e-12, 0, 0, 0
0.247386, 0, 9.64879e-12, 0, 1.41421, -9.64879e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23972e-14, 0, 0, 5.79717e-17, 2.99919e-13, 0, 9.30642e-12, 0, 0, 0
0.255267, 0, 1.52728e-11, 0, 1.41421, -1.52728e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70328e-14, 0, 0, 9.42427e-17, 4.93519e-13, 0, 1.47122e-11, 0, 0, 0
0.263147, 0, 2.40178e-11, 0, 1.41421, -2.40178e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05287e-13, 0, 0, 1.52435e-16, 8.08065e-13, 0, 2.31043e-11, 0, 0, 0
0.271028, 0, 3.75261e-11, 0, 1.41421, -3.75261e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64291e-13, 0, 0, 2.45378e-16, 1.31674e-12, 0, 3.60448e-11, 0, 0, 0
0.278908, 0, 5.82561e-11, 0, 1.41421, -5.82561e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54698e-13, 0, 0, 3.93209e-16, 2.13571e-12, 0, 5.58653e-11, 0, 0, 0
0.286788, 0, 8.98619e-11, 0, 1.41421, -8.98619e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92302e-13, 0, 0, 6.27454e-16, 3.44867e-12, 0, 8.60203e-11, 0, 0, 0
0.294669, 0, 1.3774e-10, 1.31722e-43, 1.41421, -1.3774e-10, 1.31722e-43, 0, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 6.00374e-13, 1.31722e-43, 1.31722e-43, 9.97377e-16, 5.54523e-12, 1.31722e-43, 1.31594e-10, 1.31722e-43, 1.31722e-43, 1.31722e-43
0.302549, 0, 2.09806e-10, 2.19443e-42, 1.41421, -2.09806e-10, 2.19443e-42, 0, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 2.19443e-42, 9.12945e-13, 2.19443e-42, 2.19443e-42, 1.57985e-15, 8.88052e-12, 2.19443e-42, 2.00011e-10, 2.19443e-42, 2.19443e-42, 2.19443e-42
0.310429, 0, 3.17596e-10, 3.07067e-41, 1.41421, -3.17596e-10, 3.07067e-41, 0, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 3.07067e-41, 1.37946e-12, 3.07067e-41, 3.07067e-41, 2.49473e-15, 1.4168e-11, 3.07067e-41, 3.02046e-10, 3.07067e-41, 3.07067e-41, 3.07067e-41
0.31831, 0, 4.77812e-10, 3.80804e-40, 1.41421, -4.77812e-10, 3.80804e-40, 0, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 3.80804e-40, 2.07127e-12, 3.80804e-40, 3.80804e-40, 3.92883e-15, 2.25236e-11, 3.80804e-40, 4.53214e-10, 3.80804e-40, 3.80804e-40, 3.80804e-40
0.32619, 0, 7.14491e-10, 4.24206e-39, 1.41421, -7.14491e-10, 4.24206e-39, 0, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 4.24206e-39, 3.09064e-12, 4.24206e-39, 4.24206e-39, 6.17336e-15, 3.5689e-11, 4.24206e-39, 6.75705e-10, 4.24206e-39, 4.24206e-39, 4.24206e-39
0.334071, 0, 1.06201e-09, 4.26979e-38, 1.41421, -1.06201e-09, 4.26979e-38, 0, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.26979e-38, 4.58318e-12, 4.26979e-38, 4.26979e-38, 9.68252e-15, 5.6378e-11, 4.26979e-38, 1.00104e-09, 4.26979e-38, 4.26979e-38, 4.26979e-38
0.341951, 0, 1.56924e-09, 3.90519e-37, 1.41421, -1.56924e-09, 3.90519e-37, 0, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 3.90519e-37, 6.75488e-12, 3.90519e-37, 3.90519e-37, 1.51652e-14, 8.88134e-11, 3.90519e-37, 1.47365e-09, 3.90519e-37, 3.90519e-37, 3.90519e-37
0.349831, 0, 2.30527e-09, 3.26285e-36, 1.41421, -2.30527e-09, 3.26285e-36, 0, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 3.26285e-36, 9.89527e-12, 3.26285e-36, 3.26285e-36, 2.37288e-14, 1.39557e-10, 3.26285e-36, 2.15579e-09, 3.26285e-36, 3.26285e-36, 3.26285e-36
0.357712, 0, 3.36725e-09, 2.50258e-35, 1.41421, -3.36725e-09, 2.50258e-35, 0, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 2.50258e-35, 1.44088e-11, 2.50258e-35, 2.50258e-35, 3.71046e-14, 2.18792e-10, 2.50258e-35, 3.13401e-09, 2.50258e-35, 2.50258e-35, 2.50258e-35
0.365592, 0, 4.89107e-09, 1.77022e-34, 1.41421, -4.89107e-09, 1.77022e-34, 0, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 1.77022e-34, 2.08567e-11, 1.77022e-34, 1.77022e-34, 5.80013e-14, 3.42308e-10, 1.77022e-34, 4.52784e-09, 1.77022e-34, 1.77022e-34, 1.77022e-34
0.373472, 0, 7.06589e-09, 1.21288e-33, 1.41421, -7.06589e-09, 1.21288e-33, 0, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 1.21288e-33, 3.00136e-11, 1.21288e-33, 1.21288e-33, 9.06579e-14, 5.3455e-10, 1.21288e-33, 6.50124e-09, 1.21288e-33, 1.21288e-33, 1.21288e-33
0.381353, 0, 1.0155e-08, 2.26524e-32, 1.41421, -1.0155e-08, 2.26524e-32, 0, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 2.26524e-32, 4.29435e-11, 2.26524e-32, 2.26524e-32, 1.41895e-13, 8.34142e-10, 2.26524e-32, 9.27778e-09, 2.26524e-32, 2.26524e-32, 2.26524e-32
0.389233, 0, 1.45186e-08, 1.32563e-31, 1.41421, -1.45186e-08, 1.32563e-31, 0, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 1.32563e-31, 6.10917e-11, 1.32563e-31, 1.32563e-31, 2.21801e-13, 1.29813e-09, 1.32563e-31, 1.31592e-08, 1.32563e-31, 1.32563e-31, 1.32563e-31
0.397114, 0, 2.06554e-08, 7.25642e-31, 1.41421, -2.06554e-08, 7.25642e-31, 0, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 7.25642e-31, 8.64241e-11, 7.25642e-31, 7.25642e-31, 3.46721e-13, 2.01704e-09, 7.25642e-31, 1.85516e-08, 7.25642e-31, 7.25642e-31, 7.25642e-31
0.404994, 0, 2.92482e-08, 3.72527e-30, 1.41421, -2.92482e-08, 3.72527e-30, 0, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 3.72527e-30, 1.2159e-10, 3.72527e-30, 3.72527e-30, 5.41949e-13, 3.12914e-09, 3.72527e-30, 2.5997e-08, 3.72527e-30, 3.72527e-30, 3.72527e-30
0.412874, 0, 4.12311e-08, 1.7991e-29, 1.41421, -4.12311e-08, 1.7991e-29, 0, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.7991e-29, 1.70142e-10, 1.7991e-29, 1.7991e-29, 8.46835e-13, 4.84635e-09, 1.7991e-29, 3.62138e-08, 1.7991e-29, 1.7991e-29, 1.7991e-29
0.420755, 0, 5.78789e-08, 8.20011e-29, 1.41421, -5.78789e-08, 8.20011e-29, 0, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 8.20011e-29, 2.36824e-10, 8.20011e-29, 8.20011e-29, 1.32241e-12, 7.49244e-09, 8.20011e-29, 5.01483e-08, 8.20011e-29, 8.20011e-29, 8.20011e-29
0.428635, 0, 8.09288e-08, 3.53801e-28, 1.41421, -8.09288e-08, 3.53801e-28, 0, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.53801e-28, 3.27931e-10, 3.53801e-28, 3.53801e-28, 2.06299e-12, 1.15601e-08, 3.53801e-28, 6.90387e-08, 3.53801e-28, 3.53801e-28, 3.53801e-28
0.436515, 0, 1.12745e-07, 1.44921e-27, 1.41421, -1.12745e-07, 1.44921e-27, 0, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 1.44921e-27, 4.51784e-10, 1.44921e-27, 1.44921e-27, 3.21373e-12, 1.77958e-08, 1.44921e-27, 9.44944e-08, 1.44921e-27, 1.44921e-27, 1.44921e-27
0.444396, 0, 1.56543e-07, 5.65102e-27, 1.41421, -1.56543e-07, 5.65102e-27, 0, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 5.65102e-27, 6.19322e-10, 5.65102e-27, 5.65102e-27, 4.99693e-12, 2.73248e-08, 5.65102e-27, 1.28594e-07, 5.65102e-27, 5.65102e-27, 5.65102e-27
0.452276, 0, 2.1669e-07, 2.10309e-26, 1.41421, -2.1669e-07, 2.10309e-26, 0, 2.10309e-26, 2.10309e-26, 2.10309e-26, 2.10309e-26, 2.10309e-26, 6.98464e-14, 2.10309e-26, 2.10309e-26, 2.10309e-26, 8.44859e-10, 2.10309e-26, 2.10309e-26, 7.75131e-12, 4.18334e-08, 2.10309e-26, 1.74004e-07, 2.10309e-26, 2.10309e-26, 2.10309e-26
0.460157, 0, 2.99119e-07, 7.48815e-26, 1.41421, -2.99119e-07, 7.48815e-26, 0, 7.48815e-26, 7.48815e-26, 7.48815e-26, 7.48815e-26, 7.48815e-26, 2.27494e-13, 7.48815e-26, 7.48815e-26, 7.48815e-26, 1.14704e-09, 7.48815e-26, 7.48815e-26, 1.19899e-11, 6.38341e-08, 7.48815e-26, 2.34126e-07, 7.48815e-26, 7.48815e-26, 7.48815e-26
0.468037, 0, 4.12903e-07, 2.58371e-25, 1.41421, -4.12903e-07, 2.99317e-12, 0, 8.50168e-15, 9.25178e-15, 6.00117e-12, 8.88753e-14, 1.1725e-13, 3.73743e-12, 6.2663e-12, 1.72823e-12, 9.59381e-10, 1.55006e-09, 8.86275e-14, 2.62221e-14, 1.84855e-11, 9.70442e-08, 1.99958e-15, 3.13301e-07, 2.58371e-25, 2.58371e-25, 9.28897e-12
0.475917, 0, 5.69748e-07, 5.4173e-10, 1.41421, -5.69748e-07, 5.51441e-10, 5.4173e-10, 5.41758e-10, 5.4176e-10, 5.61201e-10, 5.42018e-10, 5.4211e-10, 5.53313e-10, 5.62061e-10, 5.47337e-10, 3.65446e-09, 2.62682e-09, 5.42018e-10, 5.41815e-10, 5.70125e-10, 1.47467e-07, 5.41737e-10, 4.17499e-07, 5.4173e-10, 5.4173e-10, 5.71868e-10
0.483798, 0, 7.86034e-07, 1.74831e-09, 1.41421, -7.86034e-07, 1.77274e-09, 1.74831e-09, 1.74838e-09, 1.74838e-09, 1.7973e-09, 1.74903e-09, 1.74927e-09, 1.77702e-09, 1.79947e-09, 1.76242e-09, 9.58046e-09, 4.5405e-09, 1.74903e-09, 1.74852e-09, 1.79175e-09, 2.23185e-07, 1.74832e-09, 5.53684e-07, 1.74831e-09, 1.74831e-09, 1.82414e-09
0.491678, 0, 1.08562e-06, 4.38433e-09, 1.41421, -1.08562e-06, 4.44035e-09, 4.38433e-09, 4.38449e-09, 4.3845e-09, 4.49664e-09, 4.38599e-09, 4.38652e-09, 4.44965e-09, 4.5016e-09, 4.41667e-09, 2.23388e-08, 8.10687e-09, 4.38599e-09, 4.38482e-09, 4.45048e-09, 3.36474e-07, 4.38437e-09, 7.31221e-07, 4.38433e-09, 4.38433e-09, 4.55817e-09
0.499558, 0, 1.50321e-06, 1.00267e-08, 1.41421, -1.50321e-06, 1.0149e-08, 1.00267e-08, 1.0027e-08, 1.0027e-08, 1.0272e-08, 1.00303e-08, 1.00315e-08, 1.01687e-08, 1.02828e-08, 1.00973e-08, 4.92488e-08, 1.49679e-08, 1.00303e-08, 1.00277e-08, 1.01269e-08, 5.05421e-07, 1.00267e-08, 9.62321e-07, 1.00267e-08, 1.00267e-08, 1.04064e-08
0.507439, 0, 2.09062e-06, 2.18613e-08, 1.41421, -2.09062e-06, 2.21203e-08, 2.18613e-08, 2.1862e-08, 2.18621e-08, 2.23806e-08, 2.1869e-08, 2.18714e-08, 2.21606e-08, 2.24035e-08, 2.20108e-08, 1.04878e-07, 2.83919e-08, 2.18689e-08, 2.18635e-08, 2.20124e-08, 7.56711e-07, 2.18614e-08, 1.26347e-06, 2.18613e-08, 2.18613e-08, 2.26651e-08
0.515319, 0, 2.92776e-06, 4.61987e-08, 1.41421, -2.92776e-06, 4.67335e-08, 4.61987e-08, 4.62002e-08, 4.62003e-08, 4.72709e-08, 4.62145e-08, 4.62196e-08, 4.68716e-08, 4.73183e-08, 4.65074e-08, 2.17619e-07, 5.47931e-08, 4.62145e-08, 4.62033e-08, 4.64253e-08, 1.13074e-06, 4.6199e-08, 1.65755e-06, 4.61987e-08, 4.61987e-08, 4.78584e-08
0.523199, 0, 4.13635e-06, 9.52668e-08, 1.41421, -4.13635e-06, 9.63475e-08, 9.52668e-08, 9.52699e-08, 9.52702e-08, 9.74336e-08, 9.52989e-08, 9.53092e-08, 9.66925e-08, 9.75293e-08, 9.58908e-08, 4.41648e-07, 1.0653e-07, 9.52988e-08, 9.52763e-08, 9.56047e-08, 1.68499e-06, 9.52676e-08, 2.17761e-06, 9.52668e-08, 9.52668e-08, 9.86206e-08
0.53108, 0, 5.91233e-06, 1.92266e-07, 1.41421, -5.91233e-06, 1.94405e-07, 1.92266e-07, 1.92272e-07, 1.92272e-07, 1.96556e-07, 1.92329e-07, 1.92349e-07, 1.95907e-07, 1.96746e-07, 1.93501e-07, 8.7817e-07, 2.06963e-07, 1.92329e-07, 1.92284e-07, 1.92766e-07, 2.50758e-06, 1.92267e-07, 2.87324e-06, 1.92266e-07, 1.92266e-07, 1.98907e-07
0.53896, 0, 8.56845e-06, 3.80285e-07, 1.41421, -8.56845e-06, 3.84441e-07, 3.80285e-07, 3.80297e-07, 3.80298e-07, 3.88617e-07, 3.80408e-07, 3.80448e-07, 3.88447e-07, 3.88985e-07, 3.82684e-07, 1.71227e-06, 3.99385e-07, 3.80408e-07, 3.80321e-07, 3.81023e-07, 3.73032e-06, 3.80288e-07, 3.82147e-06, 3.80285e-07, 3.80285e-07, 3.93182e-07
0.546841, 0, 1.26112e-05, 7.37661e-07, 1.41421, -1.26112e-05, 7.45579e-07, 7.37661e-07, 7.37684e-07, 7.37686e-07, 7.53535e-07, 7.37897e-07, 7.37972e-07, 7.54893e-07, 7.54236e-07, 7.42233e-07, 3.27529e-06, 7.62381e-07, 7.37896e-07, 7.37731e-07, 7.38743e-07, 5.55263e-06, 7.37667e-07, 5.14516e-06, 7.37661e-07, 7.37661e-07, 7.62231e-07
0.554721, 0, 1.88621e-05, 1.4038e-06, 1.41421, -1.88621e-05, 1.41861e-06, 1.4038e-06, 1.40385e-06, 1.40385e-06, 1.43348e-06, 1.40424e-06, 1.40438e-06, 1.43892e-06, 1.43479e-06, 1.41235e-06, 6.14787e-06, 1.43567e-06, 1.40424e-06, 1.40393e-06, 1.40538e-06, 8.27814e-06, 1.40381e-06, 7.04354e-06, 1.4038e-06, 1.4038e-06, 1.44974e-06
0.562601, 0, 2.86496e-05, 2.62151e-06, 1.41421, -2.86496e-05, 2.64867e-06, 2.62151e-06, 2.62159e-06, 2.6216e-06, 2.67596e-06, 2.62232e-06, 2.62258e-06, 2.69067e-06, 2.67837e-06, 2.63719e-06, 1.13259e-05, 2.66242e-06, 2.62232e-06, 2.62175e-06, 2.62379e-06, 1.23709e-05, 2.62153e-06, 9.84194e-06, 2.62151e-06, 2.62151e-06, 2.70579e-06
0.570482, 0, 4.4109e-05, 4.80467e-06, 1.41421, -4.4109e-05, 4.85357e-06, 4.80467e-06, 4.8048e-06, 4.80482e-06, 4.90273e-06, 4.80612e-06, 4.80658e-06, 4.93892e-06, 4.90706e-06, 4.83291e-06, 2.0481e-05, 4.85698e-06, 4.80611e-06, 4.80509e-06, 4.80794e-06, 1.85417e-05, 4.8047e-06, 1.40708e-05, 4.80467e-06, 4.80467e-06, 4.95645e-06
0.578362, 0, 6.86347e-05, 8.64351e-06, 1.41421, -6.86347e-05, 8.72998e-06, 8.64351e-06, 8.64375e-06, 8.64377e-06, 8.81687e-06, 8.64607e-06, 8.64689e-06, 8.90044e-06, 8.82453e-06, 8.69343e-06, 3.63589e-05, 8.71016e-06, 8.64607e-06, 8.64426e-06, 8.64819e-06, 2.78774e-05, 8.64356e-06, 2.05882e-05, 8.64351e-06, 8.64351e-06, 8.91185e-06
0.586243, 0, 0.000107553, 1.52645e-05, 1.41421, -0.000107553, 1.54145e-05, 1.52645e-05, 1.52649e-05, 1.52649e-05, 1.55654e-05, 1.52689e-05, 1.52703e-05, 1.57491e-05, 1.55787e-05, 1.53511e-05, 6.33719e-05, 1.53491e-05, 1.52689e-05, 1.52658e-05, 1.52711e-05, 4.20331e-05, 1.52646e-05, 3.07661e-05, 1.52645e-05, 1.52645e-05, 1.57302e-05
0.594123, 0, 0.000169095, 2.64656e-05, 1.41421, -0.000169095, 2.67214e-05, 2.64656e-05, 2.64663e-05, 2.64663e-05, 2.69784e-05, 2.64732e-05, 2.64756e-05, 2.73665e-05, 2.70011e-05, 2.66133e-05, 0.000108456, 2.65726e-05, 2.64731e-05, 2.64678e-05, 2.6475e-05, 6.35117e-05, 2.64657e-05, 4.67656e-05, 2.64656e-05, 2.64656e-05, 2.72594e-05
